game,2012,16,20121223,201212230htx,min,"Minnesota Vikings",23,htx,"Houston Texans",6
player,201212230htx,htx,BramBr00,st_pct,89%,,,,,
player,201212230htx,htx,RuudBa20,pos,LB,,,,,
player,201212230htx,htx,RuudBa20,offense,0,,,,,
player,201212230htx,htx,RuudBa20,off_pct,0%,,,,,
player,201212230htx,htx,RuudBa20,defense,7,,,,,
player,201212230htx,htx,RuudBa20,def_pct,9%,,,,,
player,201212230htx,htx,RuudBa20,special_teams,20,,,,,
player,201212230htx,htx,RuudBa20,st_pct,74%,,,,,
player,201212230htx,htx,PleaEd00,pos,DB,,,,,
player,201212230htx,htx,PleaEd00,offense,0,,,,,
player,201212230htx,htx,PleaEd00,off_pct,0%,,,,,
player,201212230htx,htx,PleaEd00,defense,3,,,,,
player,201212230htx,htx,PleaEd00,def_pct,4%,,,,,
player,201212230htx,htx,PleaEd00,special_teams,20,,,,,
player,201212230htx,htx,PleaEd00,st_pct,74%,,,,,
player,201212230htx,htx,NadiJe00,pos,LB,,,,,
player,201212230htx,htx,NadiJe00,offense,0,,,,,
player,201212230htx,htx,NadiJe00,off_pct,0%,,,,,
player,201212230htx,htx,NadiJe00,defense,0,,,,,
player,201212230htx,htx,NadiJe00,def_pct,0%,,,,,
player,201212230htx,htx,NadiJe00,special_teams,20,,,,,
player,201212230htx,htx,NadiJe00,st_pct,74%,,,,,
player,201212230htx,htx,CarmRo00,pos,CB,,,,,
player,201212230htx,htx,CarmRo00,offense,0,,,,,
player,201212230htx,htx,CarmRo00,off_pct,0%,,,,,
player,201212230htx,htx,CarmRo00,defense,0,,,,,
player,201212230htx,htx,CarmRo00,def_pct,0%,,,,,
player,201212230htx,htx,CarmRo00,special_teams,14,,,,,
player,201212230htx,htx,CarmRo00,st_pct,52%,,,,,
player,201212230htx,htx,MartKe01,pos,WR,,,,,
player,201212230htx,htx,MartKe01,offense,0,,,,,
player,201212230htx,htx,MartKe01,off_pct,0%,,,,,
player,201212230htx,htx,MartKe01,defense,0,,,,,
player,201212230htx,htx,MartKe01,def_pct,0%,,,,,
player,201212230htx,htx,MartKe01,special_teams,10,,,,,
player,201212230htx,htx,MartKe01,st_pct,37%,,,,,
player,201212230htx,htx,ClutTy00,pos,FB,,,,,
player,201212230htx,htx,ClutTy00,offense,0,,,,,
player,201212230htx,htx,ClutTy00,off_pct,0%,,,,,
player,201212230htx,htx,ClutTy00,defense,0,,,,,
player,201212230htx,htx,ClutTy00,def_pct,0%,,,,,
player,201212230htx,htx,ClutTy00,special_teams,10,,,,,
player,201212230htx,htx,ClutTy00,st_pct,37%,,,,,
player,201212230htx,htx,WeekJo00,pos,LS,,,,,
player,201212230htx,htx,WeekJo00,offense,0,,,,,
player,201212230htx,htx,WeekJo00,off_pct,0%,,,,,
player,201212230htx,htx,WeekJo00,defense,0,,,,,
player,201212230htx,htx,WeekJo00,def_pct,0%,,,,,
player,201212230htx,htx,WeekJo00,special_teams,9,,,,,
player,201212230htx,htx,WeekJo00,st_pct,33%,,,,,
player,201212230htx,htx,JoneDo21,pos,P,,,,,
player,201212230htx,htx,JoneDo21,offense,0,,,,,
player,201212230htx,htx,JoneDo21,off_pct,0%,,,,,
player,201212230htx,htx,JoneDo21,defense,0,,,,,
player,201212230htx,htx,JoneDo21,def_pct,0%,,,,,
player,201212230htx,htx,JoneDo21,special_teams,9,,,,,
player,201212230htx,htx,JoneDo21,st_pct,33%,,,,,
player,201212230htx,htx,grahasha01,pos,K,,,,,
player,201212230htx,htx,grahasha01,offense,0,,,,,
player,201212230htx,htx,grahasha01,off_pct,0%,,,,,
player,201212230htx,htx,grahasha01,defense,0,,,,,
player,201212230htx,htx,grahasha01,def_pct,0%,,,,,
player,201212230htx,htx,grahasha01,special_teams,5,,,,,
player,201212230htx,htx,grahasha01,st_pct,19%,,,,,
player,201212230htx,min,KaliMa00,pos,T,,,,,
player,201212230htx,min,KaliMa00,offense,74,,,,,
player,201212230htx,min,KaliMa00,off_pct,100%,,,,,
player,201212230htx,min,KaliMa00,defense,0,,,,,
player,201212230htx,min,KaliMa00,def_pct,0%,,,,,
player,201212230htx,min,KaliMa00,special_teams,7,,,,,
player,201212230htx,min,KaliMa00,st_pct,26%,,,,,
player,201212230htx,min,SullJo24,pos,C,,,,,
player,201212230htx,min,SullJo24,offense,74,,,,,
player,201212230htx,min,SullJo24,off_pct,100%,,,,,
player,201212230htx,min,SullJo24,defense,0,,,,,
player,201212230htx,min,SullJo24,def_pct,0%,,,,,
player,201212230htx,min,SullJo24,special_teams,5,,,,,
player,201212230htx,min,SullJo24,st_pct,19%,,,,,
player,201212230htx,min,FuscBr00,pos,G,,,,,
player,201212230htx,min,FuscBr00,offense,74,,,,,
player,201212230htx,min,FuscBr00,off_pct,100%,,,,,
player,201212230htx,min,FuscBr00,defense,0,,,,,
player,201212230htx,min,FuscBr00,def_pct,0%,,,,,
player,201212230htx,min,FuscBr00,special_teams,5,,,,,
player,201212230htx,min,FuscBr00,st_pct,19%,,,,,
player,201212230htx,min,LoadPh20,pos,T,,,,,
player,201212230htx,min,LoadPh20,offense,74,,,,,
player,201212230htx,min,LoadPh20,off_pct,100%,,,,,
player,201212230htx,min,LoadPh20,defense,0,,,,,
player,201212230htx,min,LoadPh20,def_pct,0%,,,,,
player,201212230htx,min,LoadPh20,special_teams,5,,,,,
player,201212230htx,min,LoadPh20,st_pct,19%,,,,,
player,201212230htx,min,JohnCh23,pos,G,,,,,
player,201212230htx,min,JohnCh23,offense,74,,,,,
player,201212230htx,min,JohnCh23,off_pct,100%,,,,,
player,201212230htx,min,JohnCh23,defense,0,,,,,
player,201212230htx,min,JohnCh23,def_pct,0%,,,,,
player,201212230htx,min,JohnCh23,special_teams,0,,,,,
player,201212230htx,min,JohnCh23,st_pct,0%,,,,,
player,201212230htx,min,PondCh00,pos,QB,,,,,
player,201212230htx,min,PondCh00,offense,74,,,,,
player,201212230htx,min,PondCh00,off_pct,100%,,,,,
player,201212230htx,min,PondCh00,defense,0,,,,,
player,201212230htx,min,PondCh00,def_pct,0%,,,,,
player,201212230htx,min,PondCh00,special_teams,0,,,,,
player,201212230htx,min,PondCh00,st_pct,0%,,,,,
player,201212230htx,min,RudoKy00,pos,TE,,,,,
player,201212230htx,min,RudoKy00,offense,70,,,,,
player,201212230htx,min,RudoKy00,off_pct,95%,,,,,
player,201212230htx,min,RudoKy00,defense,0,,,,,
player,201212230htx,min,RudoKy00,def_pct,0%,,,,,
player,201212230htx,min,RudoKy00,special_teams,0,,,,,
player,201212230htx,min,RudoKy00,st_pct,0%,,,,,
player,201212230htx,min,JenkMi00,pos,WR,,,,,
player,201212230htx,min,JenkMi00,offense,52,,,,,
player,201212230htx,min,JenkMi00,off_pct,70%,,,,,
player,201212230htx,min,JenkMi00,defense,0,,,,,
player,201212230htx,min,JenkMi00,def_pct,0%,,,,,
player,201212230htx,min,JenkMi00,special_teams,0,,,,,
player,201212230htx,min,JenkMi00,st_pct,0%,,,,,
player,201212230htx,min,PeteAd01,pos,RB,,,,,
player,201212230htx,min,PeteAd01,offense,51,,,,,
player,201212230htx,min,PeteAd01,off_pct,69%,,,,,
player,201212230htx,min,PeteAd01,defense,0,,,,,
player,201212230htx,min,PeteAd01,def_pct,0%,,,,,
player,201212230htx,min,PeteAd01,special_teams,0,,,,,
player,201212230htx,min,PeteAd01,st_pct,0%,,,,,
player,201212230htx,min,SimpJe00,pos,WR,,,,,
player,201212230htx,min,SimpJe00,offense,51,,,,,
player,201212230htx,min,SimpJe00,off_pct,69%,,,,,
player,201212230htx,min,SimpJe00,defense,0,,,,,
player,201212230htx,min,SimpJe00,def_pct,0%,,,,,
player,201212230htx,min,SimpJe00,special_teams,0,,,,,
player,201212230htx,min,SimpJe00,st_pct,0%,,,,,
player,201212230htx,min,FeltJe00,pos,FB,,,,,
player,201212230htx,min,FeltJe00,offense,33,,,,,
player,201212230htx,min,FeltJe00,off_pct,45%,,,,,
player,201212230htx,min,FeltJe00,defense,0,,,,,
player,201212230htx,min,FeltJe00,def_pct,0%,,,,,
player,201212230htx,min,FeltJe00,special_teams,10,,,,,
player,201212230htx,min,FeltJe00,st_pct,37%,,,,,
player,201212230htx,min,CarlJo00,pos,TE,,,,,
player,201212230htx,min,CarlJo00,offense,25,,,,,
player,201212230htx,min,CarlJo00,off_pct,34%,,,,,
player,201212230htx,min,CarlJo00,defense,0,,,,,
player,201212230htx,min,CarlJo00,def_pct,0%,,,,,
player,201212230htx,min,CarlJo00,special_teams,0,,,,,
player,201212230htx,min,CarlJo00,st_pct,0%,,,,,
player,201212230htx,min,AromDe00,pos,WR,,,,,
player,201212230htx,min,AromDe00,offense,24,,,,,
player,201212230htx,min,AromDe00,off_pct,32%,,,,,
player,201212230htx,min,AromDe00,defense,0,,,,,
player,201212230htx,min,AromDe00,def_pct,0%,,,,,
player,201212230htx,min,AromDe00,special_teams,0,,,,,
player,201212230htx,min,AromDe00,st_pct,0%,,,,,
player,201212230htx,min,WrigJa02,pos,WR,,,,,
player,201212230htx,min,WrigJa02,offense,23,,,,,
player,201212230htx,min,WrigJa02,off_pct,31%,,,,,
player,201212230htx,min,WrigJa02,defense,0,,,,,
player,201212230htx,min,WrigJa02,def_pct,0%,,,,,
player,201212230htx,min,WrigJa02,special_teams,0,,,,,
player,201212230htx,min,WrigJa02,st_pct,0%,,,,,
player,201212230htx,min,GerhTo00,pos,RB,,,,,
player,201212230htx,min,GerhTo00,offense,20,,,,,
player,201212230htx,min,GerhTo00,off_pct,27%,,,,,
player,201212230htx,min,GerhTo00,defense,0,,,,,
player,201212230htx,min,GerhTo00,def_pct,0%,,,,,
player,201212230htx,min,GerhTo00,special_teams,0,,,,,
player,201212230htx,min,GerhTo00,st_pct,0%,,,,,
player,201212230htx,min,ElliRh00,pos,TE,,,,,
player,201212230htx,min,ElliRh00,offense,18,,,,,
player,201212230htx,min,ElliRh00,off_pct,24%,,,,,
player,201212230htx,min,ElliRh00,defense,0,,,,,
player,201212230htx,min,ElliRh00,def_pct,0%,,,,,
player,201212230htx,min,ElliRh00,special_teams,25,,,,,
player,201212230htx,min,ElliRh00,st_pct,93%,,,,,
player,201212230htx,min,AsiaMa00,pos,RB,,,,,
player,201212230htx,min,AsiaMa00,offense,3,,,,,
player,201212230htx,min,AsiaMa00,off_pct,4%,,,,,
player,201212230htx,min,AsiaMa00,defense,0,,,,,
player,201212230htx,min,AsiaMa00,def_pct,0%,,,,,
player,201212230htx,min,AsiaMa00,special_teams,16,,,,,
player,201212230htx,min,AsiaMa00,st_pct,59%,,,,,
player,201212230htx,min,SmitHa00,pos,FS,,,,,
player,201212230htx,min,SmitHa00,offense,0,,,,,
player,201212230htx,min,SmitHa00,off_pct,0%,,,,,
player,201212230htx,min,SmitHa00,defense,55,,,,,
player,201212230htx,min,SmitHa00,def_pct,98%,,,,,
player,201212230htx,min,SmitHa00,special_teams,6,,,,,
player,201212230htx,min,SmitHa00,st_pct,22%,,,,,
player,201212230htx,min,GreeCh99,pos,LB,,,,,
player,201212230htx,min,GreeCh99,offense,0,,,,,
player,201212230htx,min,GreeCh99,off_pct,0%,,,,,
player,201212230htx,min,GreeCh99,defense,55,,,,,
player,201212230htx,min,GreeCh99,def_pct,98%,,,,,
player,201212230htx,min,GreeCh99,special_teams,2,,,,,
player,201212230htx,min,GreeCh99,st_pct,7%,,,,,
player,201212230htx,min,AlleJa22,pos,DE,,,,,
player,201212230htx,min,AlleJa22,offense,0,,,,,
player,201212230htx,min,AlleJa22,off_pct,0%,,,,,
player,201212230htx,min,AlleJa22,defense,55,,,,,
player,201212230htx,min,AlleJa22,def_pct,98%,,,,,
player,201212230htx,min,AlleJa22,special_teams,1,,,,,
player,201212230htx,min,AlleJa22,st_pct,4%,,,,,
player,201212230htx,min,WinfAn20,pos,CB,,,,,
player,201212230htx,min,WinfAn20,offense,0,,,,,
player,201212230htx,min,WinfAn20,off_pct,0%,,,,,
player,201212230htx,min,WinfAn20,defense,53,,,,,
player,201212230htx,min,WinfAn20,def_pct,95%,,,,,
player,201212230htx,min,WinfAn20,special_teams,2,,,,,
player,201212230htx,min,WinfAn20,st_pct,7%,,,,,
player,201212230htx,min,HendEr99,pos,LB,,,,,
player,201212230htx,min,HendEr99,offense,0,,,,,
player,201212230htx,min,HendEr99,off_pct,0%,,,,,
player,201212230htx,min,HendEr99,defense,53,,,,,
player,201212230htx,min,HendEr99,def_pct,95%,,,,,
player,201212230htx,min,HendEr99,special_teams,0,,,,,
player,201212230htx,min,HendEr99,st_pct,0%,,,,,
player,201212230htx,min,GrifEv99,pos,DE,,,,,
player,201212230htx,min,GrifEv99,offense,0,,,,,
player,201212230htx,min,GrifEv99,off_pct,0%,,,,,
player,201212230htx,min,GrifEv99,defense,49,,,,,
player,201212230htx,min,GrifEv99,def_pct,88%,,,,,
player,201212230htx,min,GrifEv99,special_teams,2,,,,,
player,201212230htx,min,GrifEv99,st_pct,7%,,,,,
player,201212230htx,min,WillKe98,pos,DT,,,,,
player,201212230htx,min,WillKe98,offense,0,,,,,
player,201212230htx,min,WillKe98,off_pct,0%,,,,,
player,201212230htx,min,WillKe98,defense,43,,,,,
player,201212230htx,min,WillKe98,def_pct,77%,,,,,
player,201212230htx,min,WillKe98,special_teams,2,,,,,
player,201212230htx,min,WillKe98,st_pct,7%,,,,,
player,201212230htx,min,CookCh99,pos,CB,,,,,
player,201212230htx,min,CookCh99,offense,0,,,,,
player,201212230htx,min,CookCh99,off_pct,0%,,,,,
player,201212230htx,min,CookCh99,defense,37,,,,,
player,201212230htx,min,CookCh99,def_pct,66%,,,,,
player,201212230htx,min,CookCh99,special_teams,2,,,,,
player,201212230htx,min,CookCh99,st_pct,7%,,,,,
player,201212230htx,min,BrinJa99,pos,LB,,,,,
player,201212230htx,min,BrinJa99,offense,0,,,,,
player,201212230htx,min,BrinJa99,off_pct,0%,,,,,
player,201212230htx,min,BrinJa99,defense,36,,,,,
player,201212230htx,min,BrinJa99,def_pct,64%,,,,,
player,201212230htx,min,BrinJa99,special_teams,2,,,,,
player,201212230htx,min,BrinJa99,st_pct,7%,,,,,
player,201212230htx,min,JeffA.00,pos,CB,,,,,
player,201212230htx,min,JeffA.00,offense,0,,,,,
player,201212230htx,min,JeffA.00,off_pct,0%,,,,,
player,201212230htx,min,JeffA.00,defense,35,,,,,
player,201212230htx,min,JeffA.00,def_pct,62%,,,,,
player,201212230htx,min,JeffA.00,special_teams,7,,,,,
player,201212230htx,min,JeffA.00,st_pct,26%,,,,,
player,201212230htx,min,SanfJa99,pos,FS,,,,,
player,201212230htx,min,SanfJa99,offense,0,,,,,
player,201212230htx,min,SanfJa99,off_pct,0%,,,,,
player,201212230htx,min,SanfJa99,defense,31,,,,,
player,201212230htx,min,SanfJa99,def_pct,55%,,,,,
player,201212230htx,min,SanfJa99,special_teams,5,,,,,
player,201212230htx,min,SanfJa99,st_pct,19%,,,,,
player,201212230htx,min,BallCh00,pos,DT,,,,,
player,201212230htx,min,BallCh00,offense,0,,,,,
player,201212230htx,min,BallCh00,off_pct,0%,,,,,
player,201212230htx,min,BallCh00,defense,29,,,,,
player,201212230htx,min,BallCh00,def_pct,52%,,,,,
player,201212230htx,min,BallCh00,special_teams,6,,,,,
player,201212230htx,min,BallCh00,st_pct,22%,,,,,
player,201212230htx,min,GuioLe99,pos,DT,,,,,
player,201212230htx,min,GuioLe99,offense,0,,,,,
player,201212230htx,min,GuioLe99,off_pct,0%,,,,,
player,201212230htx,min,GuioLe99,defense,27,,,,,
player,201212230htx,min,GuioLe99,def_pct,48%,,,,,
player,201212230htx,min,GuioLe99,special_teams,2,,,,,
player,201212230htx,min,GuioLe99,st_pct,7%,,,,,
player,201212230htx,min,RaymMi00,pos,SS,,,,,
player,201212230htx,min,RaymMi00,offense,0,,,,,
player,201212230htx,min,RaymMi00,off_pct,0%,,,,,
player,201212230htx,min,RaymMi00,defense,24,,,,,
player,201212230htx,min,RaymMi00,def_pct,43%,,,,,
player,201212230htx,min,RaymMi00,special_teams,0,,,,,
player,201212230htx,min,RaymMi00,st_pct,0%,,,,,
player,201212230htx,min,EvanFr21,pos,DT,,,,,
player,201212230htx,min,EvanFr21,offense,0,,,,,
player,201212230htx,min,EvanFr21,off_pct,0%,,,,,
player,201212230htx,min,EvanFr21,defense,17,,,,,
player,201212230htx,min,EvanFr21,def_pct,30%,,,,,
player,201212230htx,min,EvanFr21,special_teams,5,,,,,
player,201212230htx,min,EvanFr21,st_pct,19%,,,,,
player,201212230htx,min,JohnGe00,pos,DE,,,,,
player,201212230htx,min,JohnGe00,offense,0,,,,,
player,201212230htx,min,JohnGe00,off_pct,0%,,,,,
player,201212230htx,min,JohnGe00,defense,8,,,,,
player,201212230htx,min,JohnGe00,def_pct,14%,,,,,
player,201212230htx,min,JohnGe00,special_teams,3,,,,,
player,201212230htx,min,JohnGe00,st_pct,11%,,,,,
player,201212230htx,min,RobiJo01,pos,CB,,,,,
player,201212230htx,min,RobiJo01,offense,0,,,,,
player,201212230htx,min,RobiJo01,off_pct,0%,,,,,
player,201212230htx,min,RobiJo01,defense,4,,,,,
player,201212230htx,min,RobiJo01,def_pct,7%,,,,,
player,201212230htx,min,RobiJo01,special_teams,14,,,,,
player,201212230htx,min,RobiJo01,st_pct,52%,,,,,
player,201212230htx,min,SendAn00,pos,FS,,,,,
player,201212230htx,min,SendAn00,offense,0,,,,,
player,201212230htx,min,SendAn00,off_pct,0%,,,,,
player,201212230htx,min,SendAn00,defense,1,,,,,
player,201212230htx,min,SendAn00,def_pct,2%,,,,,
player,201212230htx,min,SendAn00,special_teams,20,,,,,
player,201212230htx,min,SendAn00,st_pct,74%,,,,,
player,201212230htx,min,MitcMa99,pos,LB,,,,,
player,201212230htx,min,MitcMa99,offense,0,,,,,
player,201212230htx,min,MitcMa99,off_pct,0%,,,,,
player,201212230htx,min,MitcMa99,defense,1,,,,,
player,201212230htx,min,MitcMa99,def_pct,2%,,,,,
player,201212230htx,min,MitcMa99,special_teams,20,,,,,
player,201212230htx,min,MitcMa99,st_pct,74%,,,,,
player,201212230htx,min,BlanRo00,pos,SS,,,,,
player,201212230htx,min,BlanRo00,offense,0,,,,,
player,201212230htx,min,BlanRo00,off_pct,0%,,,,,
player,201212230htx,min,BlanRo00,defense,1,,,,,
player,201212230htx,min,BlanRo00,def_pct,2%,,,,,
player,201212230htx,min,BlanRo00,special_teams,20,,,,,
player,201212230htx,min,BlanRo00,st_pct,74%,,,,,
player,201212230htx,min,DeanLa00,pos,LB,,,,,
player,201212230htx,min,DeanLa00,offense,0,,,,,
player,201212230htx,min,DeanLa00,off_pct,0%,,,,,
player,201212230htx,min,DeanLa00,defense,1,,,,,
player,201212230htx,min,DeanLa00,def_pct,2%,,,,,
player,201212230htx,min,DeanLa00,special_teams,20,,,,,
player,201212230htx,min,DeanLa00,st_pct,74%,,,,,
player,201212230htx,min,McKeTy99,pos,LB,,,,,
player,201212230htx,min,McKeTy99,offense,0,,,,,
player,201212230htx,min,McKeTy99,off_pct,0%,,,,,
player,201212230htx,min,McKeTy99,defense,1,,,,,
player,201212230htx,min,McKeTy99,def_pct,2%,,,,,
player,201212230htx,min,McKeTy99,special_teams,20,,,,,
player,201212230htx,min,McKeTy99,st_pct,74%,,,,,
player,201212230htx,min,SherMa20,pos,CB,,,,,
player,201212230htx,min,SherMa20,offense,0,,,,,
player,201212230htx,min,SherMa20,off_pct,0%,,,,,
player,201212230htx,min,SherMa20,defense,0,,,,,
player,201212230htx,min,SherMa20,def_pct,0%,,,,,
player,201212230htx,min,SherMa20,special_teams,20,,,,,
player,201212230htx,min,SherMa20,st_pct,74%,,,,,
player,201212230htx,min,WalsBl00,pos,K,,,,,
player,201212230htx,min,WalsBl00,offense,0,,,,,
player,201212230htx,min,WalsBl00,off_pct,0%,,,,,
player,201212230htx,min,WalsBl00,defense,0,,,,,
player,201212230htx,min,WalsBl00,def_pct,0%,,,,,
player,201212230htx,min,WalsBl00,special_teams,11,,,,,
player,201212230htx,min,WalsBl00,st_pct,41%,,,,,
player,201212230htx,min,KluwCh20,pos,P,,,,,
player,201212230htx,min,KluwCh20,offense,0,,,,,
player,201212230htx,min,KluwCh20,off_pct,0%,,,,,
player,201212230htx,min,KluwCh20,defense,0,,,,,
player,201212230htx,min,KluwCh20,def_pct,0%,,,,,
player,201212230htx,min,KluwCh20,special_teams,9,,,,,
player,201212230htx,min,KluwCh20,st_pct,33%,,,,,
player,201212230htx,min,LoefCu20,pos,LS,,,,,
player,201212230htx,min,LoefCu20,offense,0,,,,,
player,201212230htx,min,LoefCu20,off_pct,0%,,,,,
player,201212230htx,min,LoefCu20,defense,0,,,,,
player,201212230htx,min,LoefCu20,def_pct,0%,,,,,
player,201212230htx,min,LoefCu20,special_teams,9,,,,,
player,201212230htx,min,LoefCu20,st_pct,33%,,,,,
player,201212230htx,min,BergJo20,pos,C,,,,,
player,201212230htx,min,BergJo20,offense,0,,,,,
player,201212230htx,min,BergJo20,off_pct,0%,,,,,
player,201212230htx,min,BergJo20,defense,0,,,,,
player,201212230htx,min,BergJo20,def_pct,0%,,,,,
player,201212230htx,min,BergJo20,special_teams,8,,,,,
player,201212230htx,min,BergJo20,st_pct,30%,,,,,
player,201212230htx,min,SchwGe20,pos,G,,,,,
player,201212230htx,min,SchwGe20,offense,0,,,,,
player,201212230htx,min,SchwGe20,off_pct,0%,,,,,
player,201212230htx,min,SchwGe20,defense,0,,,,,
player,201212230htx,min,SchwGe20,def_pct,0%,,,,,
player,201212230htx,min,SchwGe20,special_teams,5,,,,,
player,201212230htx,min,SchwGe20,st_pct,19%,,,,,
