game,2012,14,20121209,201212090tam,phi,"Philadelphia Eagles",23,tam,"Tampa Bay Buccaneers",21
player,201212090tam,phi,McNuMa00,rec_long,0,,,,,
player,201212090tam,phi,McNuMa00,fumbles,0,,,,,
player,201212090tam,phi,McNuMa00,fumbles_lost,0,,,,,
player,201212090tam,phi,LewiDi00,pass_cmp,0,,,,,
player,201212090tam,phi,LewiDi00,pass_att,0,,,,,
player,201212090tam,phi,LewiDi00,pass_yds,0,,,,,
player,201212090tam,phi,LewiDi00,pass_td,0,,,,,
player,201212090tam,phi,LewiDi00,pass_int,0,,,,,
player,201212090tam,phi,LewiDi00,pass_sacked,0,,,,,
player,201212090tam,phi,LewiDi00,pass_sacked_yds,0,,,,,
player,201212090tam,phi,LewiDi00,pass_long,0,,,,,
player,201212090tam,phi,LewiDi00,pass_rating,,,,,,
player,201212090tam,phi,LewiDi00,rush_att,1,,,,,
player,201212090tam,phi,LewiDi00,rush_yds,-4,,,,,
player,201212090tam,phi,LewiDi00,rush_td,0,,,,,
player,201212090tam,phi,LewiDi00,rush_long,-4,,,,,
player,201212090tam,phi,LewiDi00,targets,1,,,,,
player,201212090tam,phi,LewiDi00,rec,1,,,,,
player,201212090tam,phi,LewiDi00,rec_yds,28,,,,,
player,201212090tam,phi,LewiDi00,rec_td,0,,,,,
player,201212090tam,phi,LewiDi00,rec_long,28,,,,,
player,201212090tam,phi,LewiDi00,fumbles,0,,,,,
player,201212090tam,phi,LewiDi00,fumbles_lost,0,,,,,
player,201212090tam,tam,FreeJo00,pass_cmp,14,,,,,
player,201212090tam,tam,FreeJo00,pass_att,34,,,,,
player,201212090tam,tam,FreeJo00,pass_yds,189,,,,,
player,201212090tam,tam,FreeJo00,pass_td,2,,,,,
player,201212090tam,tam,FreeJo00,pass_int,0,,,,,
player,201212090tam,tam,FreeJo00,pass_sacked,2,,,,,
player,201212090tam,tam,FreeJo00,pass_sacked_yds,11,,,,,
player,201212090tam,tam,FreeJo00,pass_long,40,,,,,
player,201212090tam,tam,FreeJo00,pass_rating,79.2,,,,,
player,201212090tam,tam,FreeJo00,rush_att,2,,,,,
player,201212090tam,tam,FreeJo00,rush_yds,13,,,,,
player,201212090tam,tam,FreeJo00,rush_td,0,,,,,
player,201212090tam,tam,FreeJo00,rush_long,13,,,,,
player,201212090tam,tam,FreeJo00,targets,0,,,,,
player,201212090tam,tam,FreeJo00,rec,0,,,,,
player,201212090tam,tam,FreeJo00,rec_yds,0,,,,,
player,201212090tam,tam,FreeJo00,rec_td,0,,,,,
player,201212090tam,tam,FreeJo00,rec_long,0,,,,,
player,201212090tam,tam,FreeJo00,fumbles,1,,,,,
player,201212090tam,tam,FreeJo00,fumbles_lost,0,,,,,
player,201212090tam,tam,MartDo00,pass_cmp,0,,,,,
player,201212090tam,tam,MartDo00,pass_att,0,,,,,
player,201212090tam,tam,MartDo00,pass_yds,0,,,,,
player,201212090tam,tam,MartDo00,pass_td,0,,,,,
player,201212090tam,tam,MartDo00,pass_int,0,,,,,
player,201212090tam,tam,MartDo00,pass_sacked,0,,,,,
player,201212090tam,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201212090tam,tam,MartDo00,pass_long,0,,,,,
player,201212090tam,tam,MartDo00,pass_rating,,,,,,
player,201212090tam,tam,MartDo00,rush_att,28,,,,,
player,201212090tam,tam,MartDo00,rush_yds,128,,,,,
player,201212090tam,tam,MartDo00,rush_td,1,,,,,
player,201212090tam,tam,MartDo00,rush_long,14,,,,,
player,201212090tam,tam,MartDo00,targets,5,,,,,
player,201212090tam,tam,MartDo00,rec,3,,,,,
player,201212090tam,tam,MartDo00,rec_yds,4,,,,,
player,201212090tam,tam,MartDo00,rec_td,0,,,,,
player,201212090tam,tam,MartDo00,rec_long,6,,,,,
player,201212090tam,tam,MartDo00,fumbles,0,,,,,
player,201212090tam,tam,MartDo00,fumbles_lost,0,,,,,
player,201212090tam,tam,BlouLe00,pass_cmp,0,,,,,
player,201212090tam,tam,BlouLe00,pass_att,0,,,,,
player,201212090tam,tam,BlouLe00,pass_yds,0,,,,,
player,201212090tam,tam,BlouLe00,pass_td,0,,,,,
player,201212090tam,tam,BlouLe00,pass_int,0,,,,,
player,201212090tam,tam,BlouLe00,pass_sacked,0,,,,,
player,201212090tam,tam,BlouLe00,pass_sacked_yds,0,,,,,
player,201212090tam,tam,BlouLe00,pass_long,0,,,,,
player,201212090tam,tam,BlouLe00,pass_rating,,,,,,
player,201212090tam,tam,BlouLe00,rush_att,1,,,,,
player,201212090tam,tam,BlouLe00,rush_yds,2,,,,,
player,201212090tam,tam,BlouLe00,rush_td,0,,,,,
player,201212090tam,tam,BlouLe00,rush_long,2,,,,,
player,201212090tam,tam,BlouLe00,targets,0,,,,,
player,201212090tam,tam,BlouLe00,rec,0,,,,,
player,201212090tam,tam,BlouLe00,rec_yds,0,,,,,
player,201212090tam,tam,BlouLe00,rec_td,0,,,,,
player,201212090tam,tam,BlouLe00,rec_long,0,,,,,
player,201212090tam,tam,BlouLe00,fumbles,0,,,,,
player,201212090tam,tam,BlouLe00,fumbles_lost,0,,,,,
player,201212090tam,tam,JackVi00,pass_cmp,0,,,,,
player,201212090tam,tam,JackVi00,pass_att,0,,,,,
player,201212090tam,tam,JackVi00,pass_yds,0,,,,,
player,201212090tam,tam,JackVi00,pass_td,0,,,,,
player,201212090tam,tam,JackVi00,pass_int,0,,,,,
player,201212090tam,tam,JackVi00,pass_sacked,0,,,,,
player,201212090tam,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201212090tam,tam,JackVi00,pass_long,0,,,,,
player,201212090tam,tam,JackVi00,pass_rating,,,,,,
player,201212090tam,tam,JackVi00,rush_att,0,,,,,
player,201212090tam,tam,JackVi00,rush_yds,0,,,,,
player,201212090tam,tam,JackVi00,rush_td,0,,,,,
player,201212090tam,tam,JackVi00,rush_long,0,,,,,
player,201212090tam,tam,JackVi00,targets,10,,,,,
player,201212090tam,tam,JackVi00,rec,6,,,,,
player,201212090tam,tam,JackVi00,rec_yds,131,,,,,
player,201212090tam,tam,JackVi00,rec_td,1,,,,,
player,201212090tam,tam,JackVi00,rec_long,40,,,,,
player,201212090tam,tam,JackVi00,fumbles,0,,,,,
player,201212090tam,tam,JackVi00,fumbles_lost,0,,,,,
player,201212090tam,tam,ClarDa00,pass_cmp,0,,,,,
player,201212090tam,tam,ClarDa00,pass_att,0,,,,,
player,201212090tam,tam,ClarDa00,pass_yds,0,,,,,
player,201212090tam,tam,ClarDa00,pass_td,0,,,,,
player,201212090tam,tam,ClarDa00,pass_int,0,,,,,
player,201212090tam,tam,ClarDa00,pass_sacked,0,,,,,
player,201212090tam,tam,ClarDa00,pass_sacked_yds,0,,,,,
player,201212090tam,tam,ClarDa00,pass_long,0,,,,,
player,201212090tam,tam,ClarDa00,pass_rating,,,,,,
player,201212090tam,tam,ClarDa00,rush_att,0,,,,,
player,201212090tam,tam,ClarDa00,rush_yds,0,,,,,
player,201212090tam,tam,ClarDa00,rush_td,0,,,,,
player,201212090tam,tam,ClarDa00,rush_long,0,,,,,
player,201212090tam,tam,ClarDa00,targets,5,,,,,
player,201212090tam,tam,ClarDa00,rec,1,,,,,
player,201212090tam,tam,ClarDa00,rec_yds,19,,,,,
player,201212090tam,tam,ClarDa00,rec_td,0,,,,,
player,201212090tam,tam,ClarDa00,rec_long,19,,,,,
player,201212090tam,tam,ClarDa00,fumbles,0,,,,,
player,201212090tam,tam,ClarDa00,fumbles_lost,0,,,,,
player,201212090tam,tam,WillMi04,pass_cmp,0,,,,,
player,201212090tam,tam,WillMi04,pass_att,0,,,,,
player,201212090tam,tam,WillMi04,pass_yds,0,,,,,
player,201212090tam,tam,WillMi04,pass_td,0,,,,,
player,201212090tam,tam,WillMi04,pass_int,0,,,,,
player,201212090tam,tam,WillMi04,pass_sacked,0,,,,,
player,201212090tam,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201212090tam,tam,WillMi04,pass_long,0,,,,,
player,201212090tam,tam,WillMi04,pass_rating,,,,,,
player,201212090tam,tam,WillMi04,rush_att,0,,,,,
player,201212090tam,tam,WillMi04,rush_yds,0,,,,,
player,201212090tam,tam,WillMi04,rush_td,0,,,,,
player,201212090tam,tam,WillMi04,rush_long,0,,,,,
player,201212090tam,tam,WillMi04,targets,7,,,,,
player,201212090tam,tam,WillMi04,rec,3,,,,,
player,201212090tam,tam,WillMi04,rec_yds,18,,,,,
player,201212090tam,tam,WillMi04,rec_td,1,,,,,
player,201212090tam,tam,WillMi04,rec_long,13,,,,,
player,201212090tam,tam,WillMi04,fumbles,0,,,,,
player,201212090tam,tam,WillMi04,fumbles_lost,0,,,,,
player,201212090tam,tam,UndeTi00,pass_cmp,0,,,,,
player,201212090tam,tam,UndeTi00,pass_att,0,,,,,
player,201212090tam,tam,UndeTi00,pass_yds,0,,,,,
player,201212090tam,tam,UndeTi00,pass_td,0,,,,,
player,201212090tam,tam,UndeTi00,pass_int,0,,,,,
player,201212090tam,tam,UndeTi00,pass_sacked,0,,,,,
player,201212090tam,tam,UndeTi00,pass_sacked_yds,0,,,,,
player,201212090tam,tam,UndeTi00,pass_long,0,,,,,
player,201212090tam,tam,UndeTi00,pass_rating,,,,,,
player,201212090tam,tam,UndeTi00,rush_att,0,,,,,
player,201212090tam,tam,UndeTi00,rush_yds,0,,,,,
player,201212090tam,tam,UndeTi00,rush_td,0,,,,,
player,201212090tam,tam,UndeTi00,rush_long,0,,,,,
player,201212090tam,tam,UndeTi00,targets,4,,,,,
player,201212090tam,tam,UndeTi00,rec,1,,,,,
player,201212090tam,tam,UndeTi00,rec_yds,17,,,,,
player,201212090tam,tam,UndeTi00,rec_td,0,,,,,
player,201212090tam,tam,UndeTi00,rec_long,17,,,,,
player,201212090tam,tam,UndeTi00,fumbles,0,,,,,
player,201212090tam,tam,UndeTi00,fumbles_lost,0,,,,,
player,201212090tam,tam,LoriEr99,pass_cmp,0,,,,,
player,201212090tam,tam,LoriEr99,pass_att,0,,,,,
player,201212090tam,tam,LoriEr99,pass_yds,0,,,,,
player,201212090tam,tam,LoriEr99,pass_td,0,,,,,
player,201212090tam,tam,LoriEr99,pass_int,0,,,,,
player,201212090tam,tam,LoriEr99,pass_sacked,0,,,,,
player,201212090tam,tam,LoriEr99,pass_sacked_yds,0,,,,,
player,201212090tam,tam,LoriEr99,pass_long,0,,,,,
player,201212090tam,tam,LoriEr99,pass_rating,,,,,,
player,201212090tam,tam,LoriEr99,rush_att,0,,,,,
player,201212090tam,tam,LoriEr99,rush_yds,0,,,,,
player,201212090tam,tam,LoriEr99,rush_td,0,,,,,
player,201212090tam,tam,LoriEr99,rush_long,0,,,,,
player,201212090tam,tam,LoriEr99,targets,1,,,,,
player,201212090tam,tam,LoriEr99,rec,0,,,,,
player,201212090tam,tam,LoriEr99,rec_yds,0,,,,,
player,201212090tam,tam,LoriEr99,rec_td,0,,,,,
player,201212090tam,tam,LoriEr99,rec_long,0,,,,,
player,201212090tam,tam,LoriEr99,fumbles,0,,,,,
player,201212090tam,tam,LoriEr99,fumbles_lost,0,,,,,
player,201212090tam,tam,StocLu00,pass_cmp,0,,,,,
player,201212090tam,tam,StocLu00,pass_att,0,,,,,
player,201212090tam,tam,StocLu00,pass_yds,0,,,,,
player,201212090tam,tam,StocLu00,pass_td,0,,,,,
player,201212090tam,tam,StocLu00,pass_int,0,,,,,
player,201212090tam,tam,StocLu00,pass_sacked,0,,,,,
player,201212090tam,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201212090tam,tam,StocLu00,pass_long,0,,,,,
player,201212090tam,tam,StocLu00,pass_rating,,,,,,
player,201212090tam,tam,StocLu00,rush_att,0,,,,,
player,201212090tam,tam,StocLu00,rush_yds,0,,,,,
player,201212090tam,tam,StocLu00,rush_td,0,,,,,
player,201212090tam,tam,StocLu00,rush_long,0,,,,,
player,201212090tam,tam,StocLu00,targets,2,,,,,
player,201212090tam,tam,StocLu00,rec,0,,,,,
player,201212090tam,tam,StocLu00,rec_yds,0,,,,,
player,201212090tam,tam,StocLu00,rec_td,0,,,,,
player,201212090tam,tam,StocLu00,rec_long,0,,,,,
player,201212090tam,tam,StocLu00,fumbles,0,,,,,
player,201212090tam,tam,StocLu00,fumbles_lost,0,,,,,
player,201212090tam,tam,WareDa00,pass_cmp,0,,,,,
player,201212090tam,tam,WareDa00,pass_att,0,,,,,
player,201212090tam,tam,WareDa00,pass_yds,0,,,,,
player,201212090tam,tam,WareDa00,pass_td,0,,,,,
player,201212090tam,tam,WareDa00,pass_int,0,,,,,
player,201212090tam,tam,WareDa00,pass_sacked,0,,,,,
player,201212090tam,tam,WareDa00,pass_sacked_yds,0,,,,,
player,201212090tam,tam,WareDa00,pass_long,0,,,,,
player,201212090tam,tam,WareDa00,pass_rating,,,,,,
player,201212090tam,tam,WareDa00,rush_att,1,,,,,
player,201212090tam,tam,WareDa00,rush_yds,-7,,,,,
player,201212090tam,tam,WareDa00,rush_td,0,,,,,
player,201212090tam,tam,WareDa00,rush_long,-7,,,,,
player,201212090tam,tam,WareDa00,targets,0,,,,,
player,201212090tam,tam,WareDa00,rec,0,,,,,
player,201212090tam,tam,WareDa00,rec_yds,0,,,,,
player,201212090tam,tam,WareDa00,rec_td,0,,,,,
player,201212090tam,tam,WareDa00,rec_long,0,,,,,
player,201212090tam,tam,WareDa00,fumbles,0,,,,,
player,201212090tam,tam,WareDa00,fumbles_lost,0,,,,,
player,201212090tam,phi,CoxxFl00,def_int,0,,,,,
player,201212090tam,phi,CoxxFl00,def_int_yds,0,,,,,
player,201212090tam,phi,CoxxFl00,def_int_td,0,,,,,
player,201212090tam,phi,CoxxFl00,def_int_long,0,,,,,
player,201212090tam,phi,CoxxFl00,pass_defended,0,,,,,
player,201212090tam,phi,CoxxFl00,sacks,1.0,,,,,
player,201212090tam,phi,CoxxFl00,tackles_combined,4,,,,,
player,201212090tam,phi,CoxxFl00,tackles_solo,4,,,,,
player,201212090tam,phi,CoxxFl00,tackles_assists,0,,,,,
player,201212090tam,phi,CoxxFl00,tackles_loss,2,,,,,
player,201212090tam,phi,CoxxFl00,qb_hits,1,,,,,
player,201212090tam,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201212090tam,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201212090tam,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201212090tam,phi,JenkCu20,def_int,0,,,,,
player,201212090tam,phi,JenkCu20,def_int_yds,0,,,,,
player,201212090tam,phi,JenkCu20,def_int_td,0,,,,,
player,201212090tam,phi,JenkCu20,def_int_long,0,,,,,
player,201212090tam,phi,JenkCu20,pass_defended,0,,,,,
player,201212090tam,phi,JenkCu20,sacks,1.0,,,,,
player,201212090tam,phi,JenkCu20,tackles_combined,1,,,,,
player,201212090tam,phi,JenkCu20,tackles_solo,1,,,,,
player,201212090tam,phi,JenkCu20,tackles_assists,0,,,,,
player,201212090tam,phi,JenkCu20,tackles_loss,1,,,,,
player,201212090tam,phi,JenkCu20,qb_hits,3,,,,,
player,201212090tam,phi,JenkCu20,fumbles_rec,0,,,,,
player,201212090tam,phi,JenkCu20,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,JenkCu20,fumbles_rec_td,0,,,,,
player,201212090tam,phi,JenkCu20,fumbles_forced,0,,,,,
player,201212090tam,phi,AlleNa99,def_int,0,,,,,
