game,2012,9,20121104,201211040sea,min,"Minnesota Vikings",20,sea,"Seattle Seahawks",30
player,201211040sea,min,ReisAl00,rush_att,0,,,,,
player,201211040sea,min,ReisAl00,rush_yds,0,,,,,
player,201211040sea,min,ReisAl00,rush_td,0,,,,,
player,201211040sea,min,ReisAl00,rush_long,0,,,,,
player,201211040sea,min,ReisAl00,targets,1,,,,,
player,201211040sea,min,ReisAl00,rec,1,,,,,
player,201211040sea,min,ReisAl00,rec_yds,13,,,,,
player,201211040sea,min,ReisAl00,rec_td,0,,,,,
player,201211040sea,min,ReisAl00,rec_long,13,,,,,
player,201211040sea,min,ReisAl00,fumbles,0,,,,,
player,201211040sea,min,ReisAl00,fumbles_lost,0,,,,,
player,201211040sea,min,JenkMi00,pass_cmp,0,,,,,
player,201211040sea,min,JenkMi00,pass_att,0,,,,,
player,201211040sea,min,JenkMi00,pass_yds,0,,,,,
player,201211040sea,min,JenkMi00,pass_td,0,,,,,
player,201211040sea,min,JenkMi00,pass_int,0,,,,,
player,201211040sea,min,JenkMi00,pass_sacked,0,,,,,
player,201211040sea,min,JenkMi00,pass_sacked_yds,0,,,,,
player,201211040sea,min,JenkMi00,pass_long,0,,,,,
player,201211040sea,min,JenkMi00,pass_rating,,,,,,
player,201211040sea,min,JenkMi00,rush_att,0,,,,,
player,201211040sea,min,JenkMi00,rush_yds,0,,,,,
player,201211040sea,min,JenkMi00,rush_td,0,,,,,
player,201211040sea,min,JenkMi00,rush_long,0,,,,,
player,201211040sea,min,JenkMi00,targets,2,,,,,
player,201211040sea,min,JenkMi00,rec,2,,,,,
player,201211040sea,min,JenkMi00,rec_yds,8,,,,,
player,201211040sea,min,JenkMi00,rec_td,0,,,,,
player,201211040sea,min,JenkMi00,rec_long,7,,,,,
player,201211040sea,min,JenkMi00,fumbles,0,,,,,
player,201211040sea,min,JenkMi00,fumbles_lost,0,,,,,
player,201211040sea,min,ElliRh00,pass_cmp,0,,,,,
player,201211040sea,min,ElliRh00,pass_att,0,,,,,
player,201211040sea,min,ElliRh00,pass_yds,0,,,,,
player,201211040sea,min,ElliRh00,pass_td,0,,,,,
player,201211040sea,min,ElliRh00,pass_int,0,,,,,
player,201211040sea,min,ElliRh00,pass_sacked,0,,,,,
player,201211040sea,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201211040sea,min,ElliRh00,pass_long,0,,,,,
player,201211040sea,min,ElliRh00,pass_rating,,,,,,
player,201211040sea,min,ElliRh00,rush_att,0,,,,,
player,201211040sea,min,ElliRh00,rush_yds,0,,,,,
player,201211040sea,min,ElliRh00,rush_td,0,,,,,
player,201211040sea,min,ElliRh00,rush_long,0,,,,,
player,201211040sea,min,ElliRh00,targets,1,,,,,
player,201211040sea,min,ElliRh00,rec,1,,,,,
player,201211040sea,min,ElliRh00,rec_yds,4,,,,,
player,201211040sea,min,ElliRh00,rec_td,0,,,,,
player,201211040sea,min,ElliRh00,rec_long,4,,,,,
player,201211040sea,min,ElliRh00,fumbles,0,,,,,
player,201211040sea,min,ElliRh00,fumbles_lost,0,,,,,
player,201211040sea,min,RudoKy00,pass_cmp,0,,,,,
player,201211040sea,min,RudoKy00,pass_att,0,,,,,
player,201211040sea,min,RudoKy00,pass_yds,0,,,,,
player,201211040sea,min,RudoKy00,pass_td,0,,,,,
player,201211040sea,min,RudoKy00,pass_int,0,,,,,
player,201211040sea,min,RudoKy00,pass_sacked,0,,,,,
player,201211040sea,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201211040sea,min,RudoKy00,pass_long,0,,,,,
player,201211040sea,min,RudoKy00,pass_rating,,,,,,
player,201211040sea,min,RudoKy00,rush_att,0,,,,,
player,201211040sea,min,RudoKy00,rush_yds,0,,,,,
player,201211040sea,min,RudoKy00,rush_td,0,,,,,
player,201211040sea,min,RudoKy00,rush_long,0,,,,,
player,201211040sea,min,RudoKy00,targets,2,,,,,
player,201211040sea,min,RudoKy00,rec,0,,,,,
player,201211040sea,min,RudoKy00,rec_yds,0,,,,,
player,201211040sea,min,RudoKy00,rec_td,0,,,,,
player,201211040sea,min,RudoKy00,rec_long,0,,,,,
player,201211040sea,min,RudoKy00,fumbles,0,,,,,
player,201211040sea,min,RudoKy00,fumbles_lost,0,,,,,
player,201211040sea,min,AromDe00,pass_cmp,0,,,,,
player,201211040sea,min,AromDe00,pass_att,0,,,,,
player,201211040sea,min,AromDe00,pass_yds,0,,,,,
player,201211040sea,min,AromDe00,pass_td,0,,,,,
player,201211040sea,min,AromDe00,pass_int,0,,,,,
player,201211040sea,min,AromDe00,pass_sacked,0,,,,,
player,201211040sea,min,AromDe00,pass_sacked_yds,0,,,,,
player,201211040sea,min,AromDe00,pass_long,0,,,,,
player,201211040sea,min,AromDe00,pass_rating,,,,,,
player,201211040sea,min,AromDe00,rush_att,0,,,,,
player,201211040sea,min,AromDe00,rush_yds,0,,,,,
player,201211040sea,min,AromDe00,rush_td,0,,,,,
player,201211040sea,min,AromDe00,rush_long,0,,,,,
player,201211040sea,min,AromDe00,targets,1,,,,,
player,201211040sea,min,AromDe00,rec,0,,,,,
player,201211040sea,min,AromDe00,rec_yds,0,,,,,
player,201211040sea,min,AromDe00,rec_td,0,,,,,
player,201211040sea,min,AromDe00,rec_long,0,,,,,
player,201211040sea,min,AromDe00,fumbles,0,,,,,
player,201211040sea,min,AromDe00,fumbles_lost,0,,,,,
player,201211040sea,min,FeltJe00,pass_cmp,0,,,,,
player,201211040sea,min,FeltJe00,pass_att,0,,,,,
player,201211040sea,min,FeltJe00,pass_yds,0,,,,,
player,201211040sea,min,FeltJe00,pass_td,0,,,,,
player,201211040sea,min,FeltJe00,pass_int,0,,,,,
player,201211040sea,min,FeltJe00,pass_sacked,0,,,,,
player,201211040sea,min,FeltJe00,pass_sacked_yds,0,,,,,
player,201211040sea,min,FeltJe00,pass_long,0,,,,,
player,201211040sea,min,FeltJe00,pass_rating,,,,,,
player,201211040sea,min,FeltJe00,rush_att,0,,,,,
player,201211040sea,min,FeltJe00,rush_yds,0,,,,,
player,201211040sea,min,FeltJe00,rush_td,0,,,,,
player,201211040sea,min,FeltJe00,rush_long,0,,,,,
player,201211040sea,min,FeltJe00,targets,1,,,,,
player,201211040sea,min,FeltJe00,rec,0,,,,,
player,201211040sea,min,FeltJe00,rec_yds,0,,,,,
player,201211040sea,min,FeltJe00,rec_td,0,,,,,
player,201211040sea,min,FeltJe00,rec_long,0,,,,,
player,201211040sea,min,FeltJe00,fumbles,0,,,,,
player,201211040sea,min,FeltJe00,fumbles_lost,0,,,,,
player,201211040sea,sea,WilsRu00,pass_cmp,16,,,,,
player,201211040sea,sea,WilsRu00,pass_att,24,,,,,
player,201211040sea,sea,WilsRu00,pass_yds,173,,,,,
player,201211040sea,sea,WilsRu00,pass_td,3,,,,,
player,201211040sea,sea,WilsRu00,pass_int,0,,,,,
player,201211040sea,sea,WilsRu00,pass_sacked,1,,,,,
player,201211040sea,sea,WilsRu00,pass_sacked_yds,8,,,,,
player,201211040sea,sea,WilsRu00,pass_long,23,,,,,
player,201211040sea,sea,WilsRu00,pass_rating,127.3,,,,,
player,201211040sea,sea,WilsRu00,rush_att,9,,,,,
player,201211040sea,sea,WilsRu00,rush_yds,27,,,,,
player,201211040sea,sea,WilsRu00,rush_td,0,,,,,
player,201211040sea,sea,WilsRu00,rush_long,13,,,,,
player,201211040sea,sea,WilsRu00,targets,0,,,,,
player,201211040sea,sea,WilsRu00,rec,0,,,,,
player,201211040sea,sea,WilsRu00,rec_yds,0,,,,,
player,201211040sea,sea,WilsRu00,rec_td,0,,,,,
player,201211040sea,sea,WilsRu00,rec_long,0,,,,,
player,201211040sea,sea,WilsRu00,fumbles,1,,,,,
player,201211040sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201211040sea,sea,RiceSi01,pass_cmp,1,,,,,
player,201211040sea,sea,RiceSi01,pass_att,1,,,,,
player,201211040sea,sea,RiceSi01,pass_yds,25,,,,,
player,201211040sea,sea,RiceSi01,pass_td,0,,,,,
player,201211040sea,sea,RiceSi01,pass_int,0,,,,,
player,201211040sea,sea,RiceSi01,pass_sacked,0,,,,,
player,201211040sea,sea,RiceSi01,pass_sacked_yds,0,,,,,
player,201211040sea,sea,RiceSi01,pass_long,25,,,,,
player,201211040sea,sea,RiceSi01,pass_rating,118.7,,,,,
player,201211040sea,sea,RiceSi01,rush_att,0,,,,,
player,201211040sea,sea,RiceSi01,rush_yds,0,,,,,
player,201211040sea,sea,RiceSi01,rush_td,0,,,,,
player,201211040sea,sea,RiceSi01,rush_long,0,,,,,
player,201211040sea,sea,RiceSi01,targets,4,,,,,
player,201211040sea,sea,RiceSi01,rec,4,,,,,
player,201211040sea,sea,RiceSi01,rec_yds,54,,,,,
player,201211040sea,sea,RiceSi01,rec_td,1,,,,,
player,201211040sea,sea,RiceSi01,rec_long,23,,,,,
player,201211040sea,sea,RiceSi01,fumbles,0,,,,,
player,201211040sea,sea,RiceSi01,fumbles_lost,0,,,,,
player,201211040sea,sea,LyncMa00,pass_cmp,0,,,,,
player,201211040sea,sea,LyncMa00,pass_att,0,,,,,
player,201211040sea,sea,LyncMa00,pass_yds,0,,,,,
player,201211040sea,sea,LyncMa00,pass_td,0,,,,,
player,201211040sea,sea,LyncMa00,pass_int,0,,,,,
player,201211040sea,sea,LyncMa00,pass_sacked,0,,,,,
player,201211040sea,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201211040sea,sea,LyncMa00,pass_long,0,,,,,
player,201211040sea,sea,LyncMa00,pass_rating,,,,,,
player,201211040sea,sea,LyncMa00,rush_att,26,,,,,
player,201211040sea,sea,LyncMa00,rush_yds,124,,,,,
player,201211040sea,sea,LyncMa00,rush_td,1,,,,,
player,201211040sea,sea,LyncMa00,rush_long,23,,,,,
player,201211040sea,sea,LyncMa00,targets,2,,,,,
player,201211040sea,sea,LyncMa00,rec,2,,,,,
player,201211040sea,sea,LyncMa00,rec_yds,26,,,,,
player,201211040sea,sea,LyncMa00,rec_td,0,,,,,
player,201211040sea,sea,LyncMa00,rec_long,23,,,,,
player,201211040sea,sea,LyncMa00,fumbles,0,,,,,
player,201211040sea,sea,LyncMa00,fumbles_lost,0,,,,,
player,201211040sea,sea,TateGo00,pass_cmp,0,,,,,
player,201211040sea,sea,TateGo00,pass_att,0,,,,,
player,201211040sea,sea,TateGo00,pass_yds,0,,,,,
player,201211040sea,sea,TateGo00,pass_td,0,,,,,
player,201211040sea,sea,TateGo00,pass_int,0,,,,,
player,201211040sea,sea,TateGo00,pass_sacked,0,,,,,
player,201211040sea,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201211040sea,sea,TateGo00,pass_long,0,,,,,
player,201211040sea,sea,TateGo00,pass_rating,,,,,,
player,201211040sea,sea,TateGo00,rush_att,2,,,,,
player,201211040sea,sea,TateGo00,rush_yds,21,,,,,
player,201211040sea,sea,TateGo00,rush_td,0,,,,,
player,201211040sea,sea,TateGo00,rush_long,13,,,,,
player,201211040sea,sea,TateGo00,targets,6,,,,,
player,201211040sea,sea,TateGo00,rec,4,,,,,
player,201211040sea,sea,TateGo00,rec_yds,28,,,,,
player,201211040sea,sea,TateGo00,rec_td,2,,,,,
player,201211040sea,sea,TateGo00,rec_long,11,,,,,
player,201211040sea,sea,TateGo00,fumbles,0,,,,,
player,201211040sea,sea,TateGo00,fumbles_lost,0,,,,,
player,201211040sea,sea,TurbRo00,pass_cmp,0,,,,,
player,201211040sea,sea,TurbRo00,pass_att,0,,,,,
player,201211040sea,sea,TurbRo00,pass_yds,0,,,,,
player,201211040sea,sea,TurbRo00,pass_td,0,,,,,
player,201211040sea,sea,TurbRo00,pass_int,0,,,,,
player,201211040sea,sea,TurbRo00,pass_sacked,0,,,,,
player,201211040sea,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201211040sea,sea,TurbRo00,pass_long,0,,,,,
player,201211040sea,sea,TurbRo00,pass_rating,,,,,,
player,201211040sea,sea,TurbRo00,rush_att,5,,,,,
player,201211040sea,sea,TurbRo00,rush_yds,21,,,,,
player,201211040sea,sea,TurbRo00,rush_td,0,,,,,
player,201211040sea,sea,TurbRo00,rush_long,12,,,,,
player,201211040sea,sea,TurbRo00,targets,1,,,,,
player,201211040sea,sea,TurbRo00,rec,1,,,,,
player,201211040sea,sea,TurbRo00,rec_yds,9,,,,,
player,201211040sea,sea,TurbRo00,rec_td,0,,,,,
player,201211040sea,sea,TurbRo00,rec_long,9,,,,,
player,201211040sea,sea,TurbRo00,fumbles,0,,,,,
player,201211040sea,sea,TurbRo00,fumbles_lost,0,,,,,
player,201211040sea,sea,RobiMi00,pass_cmp,0,,,,,
player,201211040sea,sea,RobiMi00,pass_att,0,,,,,
player,201211040sea,sea,RobiMi00,pass_yds,0,,,,,
player,201211040sea,sea,RobiMi00,pass_td,0,,,,,
player,201211040sea,sea,RobiMi00,pass_int,0,,,,,
player,201211040sea,sea,RobiMi00,pass_sacked,0,,,,,
player,201211040sea,sea,RobiMi00,pass_sacked_yds,0,,,,,
player,201211040sea,sea,RobiMi00,pass_long,0,,,,,
player,201211040sea,sea,RobiMi00,pass_rating,,,,,,
player,201211040sea,sea,RobiMi00,rush_att,3,,,,,
player,201211040sea,sea,RobiMi00,rush_yds,2,,,,,
player,201211040sea,sea,RobiMi00,rush_td,0,,,,,
player,201211040sea,sea,RobiMi00,rush_long,6,,,,,
player,201211040sea,sea,RobiMi00,targets,3,,,,,
player,201211040sea,sea,RobiMi00,rec,2,,,,,
player,201211040sea,sea,RobiMi00,rec_yds,22,,,,,
player,201211040sea,sea,RobiMi00,rec_td,0,,,,,
player,201211040sea,sea,RobiMi00,rec_long,16,,,,,
player,201211040sea,sea,RobiMi00,fumbles,0,,,,,
player,201211040sea,sea,RobiMi00,fumbles_lost,0,,,,,
player,201211040sea,sea,MillZa01,pass_cmp,0,,,,,
player,201211040sea,sea,MillZa01,pass_att,0,,,,,
player,201211040sea,sea,MillZa01,pass_yds,0,,,,,
player,201211040sea,sea,MillZa01,pass_td,0,,,,,
player,201211040sea,sea,MillZa01,pass_int,0,,,,,
player,201211040sea,sea,MillZa01,pass_sacked,0,,,,,
player,201211040sea,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201211040sea,sea,MillZa01,pass_long,0,,,,,
player,201211040sea,sea,MillZa01,pass_rating,,,,,,
player,201211040sea,sea,MillZa01,rush_att,0,,,,,
player,201211040sea,sea,MillZa01,rush_yds,0,,,,,
player,201211040sea,sea,MillZa01,rush_td,0,,,,,
player,201211040sea,sea,MillZa01,rush_long,0,,,,,
player,201211040sea,sea,MillZa01,targets,3,,,,,
player,201211040sea,sea,MillZa01,rec,2,,,,,
player,201211040sea,sea,MillZa01,rec_yds,47,,,,,
player,201211040sea,sea,MillZa01,rec_td,0,,,,,
player,201211040sea,sea,MillZa01,rec_long,25,,,,,
player,201211040sea,sea,MillZa01,fumbles,0,,,,,
player,201211040sea,sea,MillZa01,fumbles_lost,0,,,,,
player,201211040sea,sea,KearJe01,pass_cmp,0,,,,,
player,201211040sea,sea,KearJe01,pass_att,0,,,,,
player,201211040sea,sea,KearJe01,pass_yds,0,,,,,
player,201211040sea,sea,KearJe01,pass_td,0,,,,,
player,201211040sea,sea,KearJe01,pass_int,0,,,,,
player,201211040sea,sea,KearJe01,pass_sacked,0,,,,,
player,201211040sea,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201211040sea,sea,KearJe01,pass_long,0,,,,,
player,201211040sea,sea,KearJe01,pass_rating,,,,,,
player,201211040sea,sea,KearJe01,rush_att,0,,,,,
player,201211040sea,sea,KearJe01,rush_yds,0,,,,,
player,201211040sea,sea,KearJe01,rush_td,0,,,,,
player,201211040sea,sea,KearJe01,rush_long,0,,,,,
player,201211040sea,sea,KearJe01,targets,2,,,,,
player,201211040sea,sea,KearJe01,rec,1,,,,,
player,201211040sea,sea,KearJe01,rec_yds,6,,,,,
player,201211040sea,sea,KearJe01,rec_td,0,,,,,
player,201211040sea,sea,KearJe01,rec_long,6,,,,,
player,201211040sea,sea,KearJe01,fumbles,0,,,,,
player,201211040sea,sea,KearJe01,fumbles_lost,0,,,,,
player,201211040sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201211040sea,sea,BaldDo00,pass_att,0,,,,,
player,201211040sea,sea,BaldDo00,pass_yds,0,,,,,
player,201211040sea,sea,BaldDo00,pass_td,0,,,,,
player,201211040sea,sea,BaldDo00,pass_int,0,,,,,
player,201211040sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201211040sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201211040sea,sea,BaldDo00,pass_long,0,,,,,
player,201211040sea,sea,BaldDo00,pass_rating,,,,,,
player,201211040sea,sea,BaldDo00,rush_att,0,,,,,
player,201211040sea,sea,BaldDo00,rush_yds,0,,,,,
player,201211040sea,sea,BaldDo00,rush_td,0,,,,,
player,201211040sea,sea,BaldDo00,rush_long,0,,,,,
player,201211040sea,sea,BaldDo00,targets,3,,,,,
player,201211040sea,sea,BaldDo00,rec,1,,,,,
player,201211040sea,sea,BaldDo00,rec_yds,6,,,,,
player,201211040sea,sea,BaldDo00,rec_td,0,,,,,
player,201211040sea,sea,BaldDo00,rec_long,6,,,,,
player,201211040sea,sea,BaldDo00,fumbles,0,,,,,
player,201211040sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201211040sea,min,RobiBr98,def_int,0,,,,,
player,201211040sea,min,RobiBr98,def_int_yds,0,,,,,
player,201211040sea,min,RobiBr98,def_int_td,0,,,,,
player,201211040sea,min,RobiBr98,def_int_long,0,,,,,
player,201211040sea,min,RobiBr98,pass_defended,1,,,,,
player,201211040sea,min,RobiBr98,sacks,1.0,,,,,
player,201211040sea,min,RobiBr98,tackles_combined,2,,,,,
player,201211040sea,min,RobiBr98,tackles_solo,2,,,,,
player,201211040sea,min,RobiBr98,tackles_assists,0,,,,,
player,201211040sea,min,RobiBr98,tackles_loss,1,,,,,
player,201211040sea,min,RobiBr98,qb_hits,1,,,,,
player,201211040sea,min,RobiBr98,fumbles_rec,0,,,,,
player,201211040sea,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201211040sea,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201211040sea,min,RobiBr98,fumbles_forced,0,,,,,
player,201211040sea,min,BrinJa99,def_int,0,,,,,
player,201211040sea,min,BrinJa99,def_int_yds,0,,,,,
player,201211040sea,min,BrinJa99,def_int_td,0,,,,,
player,201211040sea,min,BrinJa99,def_int_long,0,,,,,
player,201211040sea,min,BrinJa99,pass_defended,0,,,,,
player,201211040sea,min,BrinJa99,sacks,0.0,,,,,
player,201211040sea,min,BrinJa99,tackles_combined,13,,,,,
player,201211040sea,min,BrinJa99,tackles_solo,6,,,,,
player,201211040sea,min,BrinJa99,tackles_assists,7,,,,,
player,201211040sea,min,BrinJa99,tackles_loss,0,,,,,
player,201211040sea,min,BrinJa99,qb_hits,0,,,,,
player,201211040sea,min,BrinJa99,fumbles_rec,0,,,,,
player,201211040sea,min,BrinJa99,fumbles_rec_yds,0,,,,,
player,201211040sea,min,BrinJa99,fumbles_rec_td,0,,,,,
player,201211040sea,min,BrinJa99,fumbles_forced,0,,,,,
player,201211040sea,min,GreeCh99,def_int,0,,,,,
player,201211040sea,min,GreeCh99,def_int_yds,0,,,,,
player,201211040sea,min,GreeCh99,def_int_td,0,,,,,
player,201211040sea,min,GreeCh99,def_int_long,0,,,,,
player,201211040sea,min,GreeCh99,pass_defended,0,,,,,
player,201211040sea,min,GreeCh99,sacks,0.0,,,,,
player,201211040sea,min,GreeCh99,tackles_combined,13,,,,,
player,201211040sea,min,GreeCh99,tackles_solo,4,,,,,
player,201211040sea,min,GreeCh99,tackles_assists,9,,,,,
player,201211040sea,min,GreeCh99,tackles_loss,0,,,,,
player,201211040sea,min,GreeCh99,qb_hits,0,,,,,
