game,2012,4,20120930,201209300crd,mia,"Miami Dolphins",21,crd,"Arizona Cardinals",24
player,201209300crd,mia,TannRy00,fumbles,1,,,,,
player,201209300crd,mia,TannRy00,fumbles_lost,1,,,,,
player,201209300crd,mia,BushRe00,pass_cmp,0,,,,,
player,201209300crd,mia,BushRe00,pass_att,0,,,,,
player,201209300crd,mia,BushRe00,pass_yds,0,,,,,
player,201209300crd,mia,BushRe00,pass_td,0,,,,,
player,201209300crd,mia,BushRe00,pass_int,0,,,,,
player,201209300crd,mia,BushRe00,pass_sacked,0,,,,,
player,201209300crd,mia,BushRe00,pass_sacked_yds,0,,,,,
player,201209300crd,mia,BushRe00,pass_long,0,,,,,
player,201209300crd,mia,BushRe00,pass_rating,,,,,,
player,201209300crd,mia,BushRe00,rush_att,17,,,,,
player,201209300crd,mia,BushRe00,rush_yds,67,,,,,
player,201209300crd,mia,BushRe00,rush_td,0,,,,,
player,201209300crd,mia,BushRe00,rush_long,21,,,,,
player,201209300crd,mia,BushRe00,targets,1,,,,,
player,201209300crd,mia,BushRe00,rec,0,,,,,
player,201209300crd,mia,BushRe00,rec_yds,0,,,,,
player,201209300crd,mia,BushRe00,rec_td,0,,,,,
player,201209300crd,mia,BushRe00,rec_long,0,,,,,
player,201209300crd,mia,BushRe00,fumbles,0,,,,,
player,201209300crd,mia,BushRe00,fumbles_lost,0,,,,,
player,201209300crd,mia,MillLa01,pass_cmp,0,,,,,
player,201209300crd,mia,MillLa01,pass_att,0,,,,,
player,201209300crd,mia,MillLa01,pass_yds,0,,,,,
player,201209300crd,mia,MillLa01,pass_td,0,,,,,
player,201209300crd,mia,MillLa01,pass_int,0,,,,,
player,201209300crd,mia,MillLa01,pass_sacked,0,,,,,
player,201209300crd,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201209300crd,mia,MillLa01,pass_long,0,,,,,
player,201209300crd,mia,MillLa01,pass_rating,,,,,,
player,201209300crd,mia,MillLa01,rush_att,4,,,,,
player,201209300crd,mia,MillLa01,rush_yds,13,,,,,
player,201209300crd,mia,MillLa01,rush_td,0,,,,,
player,201209300crd,mia,MillLa01,rush_long,7,,,,,
player,201209300crd,mia,MillLa01,targets,0,,,,,
player,201209300crd,mia,MillLa01,rec,0,,,,,
player,201209300crd,mia,MillLa01,rec_yds,0,,,,,
player,201209300crd,mia,MillLa01,rec_td,0,,,,,
player,201209300crd,mia,MillLa01,rec_long,0,,,,,
player,201209300crd,mia,MillLa01,fumbles,0,,,,,
player,201209300crd,mia,MillLa01,fumbles_lost,0,,,,,
player,201209300crd,mia,ThomDa03,pass_cmp,0,,,,,
player,201209300crd,mia,ThomDa03,pass_att,0,,,,,
player,201209300crd,mia,ThomDa03,pass_yds,0,,,,,
player,201209300crd,mia,ThomDa03,pass_td,0,,,,,
player,201209300crd,mia,ThomDa03,pass_int,0,,,,,
player,201209300crd,mia,ThomDa03,pass_sacked,0,,,,,
player,201209300crd,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201209300crd,mia,ThomDa03,pass_long,0,,,,,
player,201209300crd,mia,ThomDa03,pass_rating,,,,,,
player,201209300crd,mia,ThomDa03,rush_att,4,,,,,
player,201209300crd,mia,ThomDa03,rush_yds,4,,,,,
player,201209300crd,mia,ThomDa03,rush_td,0,,,,,
player,201209300crd,mia,ThomDa03,rush_long,3,,,,,
player,201209300crd,mia,ThomDa03,targets,1,,,,,
player,201209300crd,mia,ThomDa03,rec,1,,,,,
player,201209300crd,mia,ThomDa03,rec_yds,6,,,,,
player,201209300crd,mia,ThomDa03,rec_td,0,,,,,
player,201209300crd,mia,ThomDa03,rec_long,6,,,,,
player,201209300crd,mia,ThomDa03,fumbles,0,,,,,
player,201209300crd,mia,ThomDa03,fumbles_lost,0,,,,,
player,201209300crd,mia,LaneJo00,pass_cmp,0,,,,,
player,201209300crd,mia,LaneJo00,pass_att,0,,,,,
player,201209300crd,mia,LaneJo00,pass_yds,0,,,,,
player,201209300crd,mia,LaneJo00,pass_td,0,,,,,
player,201209300crd,mia,LaneJo00,pass_int,0,,,,,
player,201209300crd,mia,LaneJo00,pass_sacked,0,,,,,
player,201209300crd,mia,LaneJo00,pass_sacked_yds,0,,,,,
player,201209300crd,mia,LaneJo00,pass_long,0,,,,,
player,201209300crd,mia,LaneJo00,pass_rating,,,,,,
player,201209300crd,mia,LaneJo00,rush_att,3,,,,,
player,201209300crd,mia,LaneJo00,rush_yds,2,,,,,
player,201209300crd,mia,LaneJo00,rush_td,1,,,,,
player,201209300crd,mia,LaneJo00,rush_long,1,,,,,
player,201209300crd,mia,LaneJo00,targets,0,,,,,
player,201209300crd,mia,LaneJo00,rec,0,,,,,
player,201209300crd,mia,LaneJo00,rec_yds,0,,,,,
player,201209300crd,mia,LaneJo00,rec_td,0,,,,,
player,201209300crd,mia,LaneJo00,rec_long,0,,,,,
player,201209300crd,mia,LaneJo00,fumbles,0,,,,,
player,201209300crd,mia,LaneJo00,fumbles_lost,0,,,,,
player,201209300crd,mia,HartBr00,pass_cmp,0,,,,,
player,201209300crd,mia,HartBr00,pass_att,0,,,,,
player,201209300crd,mia,HartBr00,pass_yds,0,,,,,
player,201209300crd,mia,HartBr00,pass_td,0,,,,,
player,201209300crd,mia,HartBr00,pass_int,0,,,,,
player,201209300crd,mia,HartBr00,pass_sacked,0,,,,,
player,201209300crd,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201209300crd,mia,HartBr00,pass_long,0,,,,,
player,201209300crd,mia,HartBr00,pass_rating,,,,,,
player,201209300crd,mia,HartBr00,rush_att,0,,,,,
player,201209300crd,mia,HartBr00,rush_yds,0,,,,,
player,201209300crd,mia,HartBr00,rush_td,0,,,,,
player,201209300crd,mia,HartBr00,rush_long,0,,,,,
player,201209300crd,mia,HartBr00,targets,19,,,,,
player,201209300crd,mia,HartBr00,rec,12,,,,,
player,201209300crd,mia,HartBr00,rec_yds,253,,,,,
player,201209300crd,mia,HartBr00,rec_td,1,,,,,
player,201209300crd,mia,HartBr00,rec_long,80,,,,,
player,201209300crd,mia,HartBr00,fumbles,0,,,,,
player,201209300crd,mia,HartBr00,fumbles_lost,0,,,,,
player,201209300crd,mia,BessDa00,pass_cmp,0,,,,,
player,201209300crd,mia,BessDa00,pass_att,0,,,,,
player,201209300crd,mia,BessDa00,pass_yds,0,,,,,
player,201209300crd,mia,BessDa00,pass_td,0,,,,,
player,201209300crd,mia,BessDa00,pass_int,0,,,,,
player,201209300crd,mia,BessDa00,pass_sacked,0,,,,,
player,201209300crd,mia,BessDa00,pass_sacked_yds,0,,,,,
player,201209300crd,mia,BessDa00,pass_long,0,,,,,
player,201209300crd,mia,BessDa00,pass_rating,,,,,,
player,201209300crd,mia,BessDa00,rush_att,0,,,,,
player,201209300crd,mia,BessDa00,rush_yds,0,,,,,
player,201209300crd,mia,BessDa00,rush_td,0,,,,,
player,201209300crd,mia,BessDa00,rush_long,0,,,,,
player,201209300crd,mia,BessDa00,targets,12,,,,,
player,201209300crd,mia,BessDa00,rec,7,,,,,
player,201209300crd,mia,BessDa00,rec_yds,123,,,,,
player,201209300crd,mia,BessDa00,rec_td,0,,,,,
player,201209300crd,mia,BessDa00,rec_long,21,,,,,
player,201209300crd,mia,BessDa00,fumbles,0,,,,,
player,201209300crd,mia,BessDa00,fumbles_lost,0,,,,,
player,201209300crd,mia,FasaAn00,pass_cmp,0,,,,,
player,201209300crd,mia,FasaAn00,pass_att,0,,,,,
player,201209300crd,mia,FasaAn00,pass_yds,0,,,,,
player,201209300crd,mia,FasaAn00,pass_td,0,,,,,
player,201209300crd,mia,FasaAn00,pass_int,0,,,,,
player,201209300crd,mia,FasaAn00,pass_sacked,0,,,,,
player,201209300crd,mia,FasaAn00,pass_sacked_yds,0,,,,,
player,201209300crd,mia,FasaAn00,pass_long,0,,,,,
player,201209300crd,mia,FasaAn00,pass_rating,,,,,,
player,201209300crd,mia,FasaAn00,rush_att,0,,,,,
player,201209300crd,mia,FasaAn00,rush_yds,0,,,,,
player,201209300crd,mia,FasaAn00,rush_td,0,,,,,
player,201209300crd,mia,FasaAn00,rush_long,0,,,,,
player,201209300crd,mia,FasaAn00,targets,5,,,,,
player,201209300crd,mia,FasaAn00,rec,5,,,,,
player,201209300crd,mia,FasaAn00,rec_yds,30,,,,,
player,201209300crd,mia,FasaAn00,rec_td,0,,,,,
player,201209300crd,mia,FasaAn00,rec_long,8,,,,,
player,201209300crd,mia,FasaAn00,fumbles,0,,,,,
player,201209300crd,mia,FasaAn00,fumbles_lost,0,,,,,
player,201209300crd,mia,NaanLe00,pass_cmp,0,,,,,
player,201209300crd,mia,NaanLe00,pass_att,0,,,,,
player,201209300crd,mia,NaanLe00,pass_yds,0,,,,,
player,201209300crd,mia,NaanLe00,pass_td,0,,,,,
player,201209300crd,mia,NaanLe00,pass_int,0,,,,,
player,201209300crd,mia,NaanLe00,pass_sacked,0,,,,,
player,201209300crd,mia,NaanLe00,pass_sacked_yds,0,,,,,
player,201209300crd,mia,NaanLe00,pass_long,0,,,,,
player,201209300crd,mia,NaanLe00,pass_rating,,,,,,
player,201209300crd,mia,NaanLe00,rush_att,0,,,,,
player,201209300crd,mia,NaanLe00,rush_yds,0,,,,,
player,201209300crd,mia,NaanLe00,rush_td,0,,,,,
player,201209300crd,mia,NaanLe00,rush_long,0,,,,,
player,201209300crd,mia,NaanLe00,targets,2,,,,,
player,201209300crd,mia,NaanLe00,rec,1,,,,,
player,201209300crd,mia,NaanLe00,rec_yds,19,,,,,
player,201209300crd,mia,NaanLe00,rec_td,0,,,,,
player,201209300crd,mia,NaanLe00,rec_long,19,,,,,
player,201209300crd,mia,NaanLe00,fumbles,1,,,,,
player,201209300crd,mia,NaanLe00,fumbles_lost,1,,,,,
player,201209300crd,mia,ClayCh00,pass_cmp,0,,,,,
player,201209300crd,mia,ClayCh00,pass_att,0,,,,,
player,201209300crd,mia,ClayCh00,pass_yds,0,,,,,
player,201209300crd,mia,ClayCh00,pass_td,0,,,,,
player,201209300crd,mia,ClayCh00,pass_int,0,,,,,
player,201209300crd,mia,ClayCh00,pass_sacked,0,,,,,
player,201209300crd,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201209300crd,mia,ClayCh00,pass_long,0,,,,,
player,201209300crd,mia,ClayCh00,pass_rating,,,,,,
player,201209300crd,mia,ClayCh00,rush_att,0,,,,,
player,201209300crd,mia,ClayCh00,rush_yds,0,,,,,
player,201209300crd,mia,ClayCh00,rush_td,0,,,,,
player,201209300crd,mia,ClayCh00,rush_long,0,,,,,
player,201209300crd,mia,ClayCh00,targets,1,,,,,
player,201209300crd,mia,ClayCh00,rec,0,,,,,
player,201209300crd,mia,ClayCh00,rec_yds,0,,,,,
player,201209300crd,mia,ClayCh00,rec_td,0,,,,,
player,201209300crd,mia,ClayCh00,rec_long,0,,,,,
player,201209300crd,mia,ClayCh00,fumbles,0,,,,,
player,201209300crd,mia,ClayCh00,fumbles_lost,0,,,,,
player,201209300crd,crd,KolbKe00,pass_cmp,29,,,,,
player,201209300crd,crd,KolbKe00,pass_att,48,,,,,
player,201209300crd,crd,KolbKe00,pass_yds,324,,,,,
player,201209300crd,crd,KolbKe00,pass_td,3,,,,,
player,201209300crd,crd,KolbKe00,pass_int,2,,,,,
player,201209300crd,crd,KolbKe00,pass_sacked,8,,,,,
player,201209300crd,crd,KolbKe00,pass_sacked_yds,55,,,,,
player,201209300crd,crd,KolbKe00,pass_long,46,,,,,
player,201209300crd,crd,KolbKe00,pass_rating,84.0,,,,,
player,201209300crd,crd,KolbKe00,rush_att,0,,,,,
player,201209300crd,crd,KolbKe00,rush_yds,0,,,,,
player,201209300crd,crd,KolbKe00,rush_td,0,,,,,
player,201209300crd,crd,KolbKe00,rush_long,0,,,,,
player,201209300crd,crd,KolbKe00,targets,0,,,,,
player,201209300crd,crd,KolbKe00,rec,0,,,,,
player,201209300crd,crd,KolbKe00,rec_yds,0,,,,,
player,201209300crd,crd,KolbKe00,rec_td,0,,,,,
player,201209300crd,crd,KolbKe00,rec_long,0,,,,,
player,201209300crd,crd,KolbKe00,fumbles,0,,,,,
player,201209300crd,crd,KolbKe00,fumbles_lost,0,,,,,
player,201209300crd,crd,WillRy00,pass_cmp,0,,,,,
player,201209300crd,crd,WillRy00,pass_att,0,,,,,
player,201209300crd,crd,WillRy00,pass_yds,0,,,,,
player,201209300crd,crd,WillRy00,pass_td,0,,,,,
player,201209300crd,crd,WillRy00,pass_int,0,,,,,
player,201209300crd,crd,WillRy00,pass_sacked,0,,,,,
player,201209300crd,crd,WillRy00,pass_sacked_yds,0,,,,,
player,201209300crd,crd,WillRy00,pass_long,0,,,,,
player,201209300crd,crd,WillRy00,pass_rating,,,,,,
player,201209300crd,crd,WillRy00,rush_att,13,,,,,
player,201209300crd,crd,WillRy00,rush_yds,26,,,,,
player,201209300crd,crd,WillRy00,rush_td,0,,,,,
player,201209300crd,crd,WillRy00,rush_long,5,,,,,
player,201209300crd,crd,WillRy00,targets,2,,,,,
player,201209300crd,crd,WillRy00,rec,1,,,,,
player,201209300crd,crd,WillRy00,rec_yds,0,,,,,
player,201209300crd,crd,WillRy00,rec_td,0,,,,,
player,201209300crd,crd,WillRy00,rec_long,0,,,,,
player,201209300crd,crd,WillRy00,fumbles,0,,,,,
player,201209300crd,crd,WillRy00,fumbles_lost,0,,,,,
player,201209300crd,crd,PoweWi00,pass_cmp,0,,,,,
player,201209300crd,crd,PoweWi00,pass_att,0,,,,,
player,201209300crd,crd,PoweWi00,pass_yds,0,,,,,
player,201209300crd,crd,PoweWi00,pass_td,0,,,,,
player,201209300crd,crd,PoweWi00,pass_int,0,,,,,
player,201209300crd,crd,PoweWi00,pass_sacked,0,,,,,
player,201209300crd,crd,PoweWi00,pass_sacked_yds,0,,,,,
player,201209300crd,crd,PoweWi00,pass_long,0,,,,,
player,201209300crd,crd,PoweWi00,pass_rating,,,,,,
player,201209300crd,crd,PoweWi00,rush_att,2,,,,,
player,201209300crd,crd,PoweWi00,rush_yds,2,,,,,
player,201209300crd,crd,PoweWi00,rush_td,0,,,,,
player,201209300crd,crd,PoweWi00,rush_long,2,,,,,
player,201209300crd,crd,PoweWi00,targets,2,,,,,
player,201209300crd,crd,PoweWi00,rec,2,,,,,
player,201209300crd,crd,PoweWi00,rec_yds,6,,,,,
player,201209300crd,crd,PoweWi00,rec_td,0,,,,,
player,201209300crd,crd,PoweWi00,rec_long,4,,,,,
player,201209300crd,crd,PoweWi00,fumbles,1,,,,,
player,201209300crd,crd,PoweWi00,fumbles_lost,0,,,,,
player,201209300crd,crd,RobeAn00,pass_cmp,0,,,,,
player,201209300crd,crd,RobeAn00,pass_att,0,,,,,
player,201209300crd,crd,RobeAn00,pass_yds,0,,,,,
player,201209300crd,crd,RobeAn00,pass_td,0,,,,,
player,201209300crd,crd,RobeAn00,pass_int,0,,,,,
player,201209300crd,crd,RobeAn00,pass_sacked,0,,,,,
player,201209300crd,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201209300crd,crd,RobeAn00,pass_long,0,,,,,
player,201209300crd,crd,RobeAn00,pass_rating,,,,,,
player,201209300crd,crd,RobeAn00,rush_att,0,,,,,
player,201209300crd,crd,RobeAn00,rush_yds,0,,,,,
player,201209300crd,crd,RobeAn00,rush_td,0,,,,,
player,201209300crd,crd,RobeAn00,rush_long,0,,,,,
player,201209300crd,crd,RobeAn00,targets,9,,,,,
player,201209300crd,crd,RobeAn00,rec,6,,,,,
player,201209300crd,crd,RobeAn00,rec_yds,118,,,,,
player,201209300crd,crd,RobeAn00,rec_td,2,,,,,
player,201209300crd,crd,RobeAn00,rec_long,46,,,,,
player,201209300crd,crd,RobeAn00,fumbles,0,,,,,
player,201209300crd,crd,RobeAn00,fumbles_lost,0,,,,,
player,201209300crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201209300crd,crd,FitzLa00,pass_att,0,,,,,
player,201209300crd,crd,FitzLa00,pass_yds,0,,,,,
player,201209300crd,crd,FitzLa00,pass_td,0,,,,,
player,201209300crd,crd,FitzLa00,pass_int,0,,,,,
player,201209300crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201209300crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201209300crd,crd,FitzLa00,pass_long,0,,,,,
player,201209300crd,crd,FitzLa00,pass_rating,,,,,,
player,201209300crd,crd,FitzLa00,rush_att,0,,,,,
player,201209300crd,crd,FitzLa00,rush_yds,0,,,,,
player,201209300crd,crd,FitzLa00,rush_td,0,,,,,
player,201209300crd,crd,FitzLa00,rush_long,0,,,,,
player,201209300crd,crd,FitzLa00,targets,15,,,,,
player,201209300crd,crd,FitzLa00,rec,8,,,,,
player,201209300crd,crd,FitzLa00,rec_yds,64,,,,,
player,201209300crd,crd,FitzLa00,rec_td,1,,,,,
player,201209300crd,crd,FitzLa00,rec_long,13,,,,,
player,201209300crd,crd,FitzLa00,fumbles,0,,,,,
player,201209300crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201209300crd,crd,HousRo01,pass_cmp,0,,,,,
player,201209300crd,crd,HousRo01,pass_att,0,,,,,
player,201209300crd,crd,HousRo01,pass_yds,0,,,,,
player,201209300crd,crd,HousRo01,pass_td,0,,,,,
player,201209300crd,crd,HousRo01,pass_int,0,,,,,
player,201209300crd,crd,HousRo01,pass_sacked,0,,,,,
player,201209300crd,crd,HousRo01,pass_sacked_yds,0,,,,,
player,201209300crd,crd,HousRo01,pass_long,0,,,,,
player,201209300crd,crd,HousRo01,pass_rating,,,,,,
player,201209300crd,crd,HousRo01,rush_att,0,,,,,
player,201209300crd,crd,HousRo01,rush_yds,0,,,,,
player,201209300crd,crd,HousRo01,rush_td,0,,,,,
player,201209300crd,crd,HousRo01,rush_long,0,,,,,
player,201209300crd,crd,HousRo01,targets,3,,,,,
player,201209300crd,crd,HousRo01,rec,2,,,,,
player,201209300crd,crd,HousRo01,rec_yds,48,,,,,
player,201209300crd,crd,HousRo01,rec_td,0,,,,,
player,201209300crd,crd,HousRo01,rec_long,33,,,,,
player,201209300crd,crd,HousRo01,fumbles,0,,,,,
player,201209300crd,crd,HousRo01,fumbles_lost,0,,,,,
player,201209300crd,crd,FloyMi00,pass_cmp,0,,,,,
player,201209300crd,crd,FloyMi00,pass_att,0,,,,,
player,201209300crd,crd,FloyMi00,pass_yds,0,,,,,
player,201209300crd,crd,FloyMi00,pass_td,0,,,,,
player,201209300crd,crd,FloyMi00,pass_int,0,,,,,
player,201209300crd,crd,FloyMi00,pass_sacked,0,,,,,
player,201209300crd,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201209300crd,crd,FloyMi00,pass_long,0,,,,,
player,201209300crd,crd,FloyMi00,pass_rating,,,,,,
player,201209300crd,crd,FloyMi00,rush_att,0,,,,,
player,201209300crd,crd,FloyMi00,rush_yds,0,,,,,
player,201209300crd,crd,FloyMi00,rush_td,0,,,,,
player,201209300crd,crd,FloyMi00,rush_long,0,,,,,
player,201209300crd,crd,FloyMi00,targets,8,,,,,
player,201209300crd,crd,FloyMi00,rec,4,,,,,
player,201209300crd,crd,FloyMi00,rec_yds,35,,,,,
player,201209300crd,crd,FloyMi00,rec_td,0,,,,,
player,201209300crd,crd,FloyMi00,rec_long,10,,,,,
player,201209300crd,crd,FloyMi00,fumbles,0,,,,,
player,201209300crd,crd,FloyMi00,fumbles_lost,0,,,,,
player,201209300crd,crd,DoucEa00,pass_cmp,0,,,,,
player,201209300crd,crd,DoucEa00,pass_att,0,,,,,
player,201209300crd,crd,DoucEa00,pass_yds,0,,,,,
player,201209300crd,crd,DoucEa00,pass_td,0,,,,,
player,201209300crd,crd,DoucEa00,pass_int,0,,,,,
player,201209300crd,crd,DoucEa00,pass_sacked,0,,,,,
player,201209300crd,crd,DoucEa00,pass_sacked_yds,0,,,,,
player,201209300crd,crd,DoucEa00,pass_long,0,,,,,
player,201209300crd,crd,DoucEa00,pass_rating,,,,,,
player,201209300crd,crd,DoucEa00,rush_att,0,,,,,
player,201209300crd,crd,DoucEa00,rush_yds,0,,,,,
player,201209300crd,crd,DoucEa00,rush_td,0,,,,,
player,201209300crd,crd,DoucEa00,rush_long,0,,,,,
player,201209300crd,crd,DoucEa00,targets,7,,,,,
player,201209300crd,crd,DoucEa00,rec,4,,,,,
player,201209300crd,crd,DoucEa00,rec_yds,31,,,,,
player,201209300crd,crd,DoucEa00,rec_td,0,,,,,
player,201209300crd,crd,DoucEa00,rec_long,10,,,,,
player,201209300crd,crd,DoucEa00,fumbles,0,,,,,
player,201209300crd,crd,DoucEa00,fumbles_lost,0,,,,,
player,201209300crd,crd,KingJe00,pass_cmp,0,,,,,
player,201209300crd,crd,KingJe00,pass_att,0,,,,,
player,201209300crd,crd,KingJe00,pass_yds,0,,,,,
player,201209300crd,crd,KingJe00,pass_td,0,,,,,
player,201209300crd,crd,KingJe00,pass_int,0,,,,,
player,201209300crd,crd,KingJe00,pass_sacked,0,,,,,
player,201209300crd,crd,KingJe00,pass_sacked_yds,0,,,,,
player,201209300crd,crd,KingJe00,pass_long,0,,,,,
player,201209300crd,crd,KingJe00,pass_rating,,,,,,
player,201209300crd,crd,KingJe00,rush_att,0,,,,,
player,201209300crd,crd,KingJe00,rush_yds,0,,,,,
player,201209300crd,crd,KingJe00,rush_td,0,,,,,
player,201209300crd,crd,KingJe00,rush_long,0,,,,,
player,201209300crd,crd,KingJe00,targets,2,,,,,
player,201209300crd,crd,KingJe00,rec,2,,,,,
player,201209300crd,crd,KingJe00,rec_yds,22,,,,,
player,201209300crd,crd,KingJe00,rec_td,0,,,,,
player,201209300crd,crd,KingJe00,rec_long,20,,,,,
player,201209300crd,crd,KingJe00,fumbles,0,,,,,
player,201209300crd,crd,KingJe00,fumbles_lost,0,,,,,
player,201209300crd,mia,SmitSe99,def_int,2,,,,,
player,201209300crd,mia,SmitSe99,def_int_yds,31,,,,,
player,201209300crd,mia,SmitSe99,def_int_td,0,,,,,
player,201209300crd,mia,SmitSe99,def_int_long,31,,,,,
player,201209300crd,mia,SmitSe99,pass_defended,3,,,,,
player,201209300crd,mia,SmitSe99,sacks,0.0,,,,,
player,201209300crd,mia,SmitSe99,tackles_combined,6,,,,,
player,201209300crd,mia,SmitSe99,tackles_solo,6,,,,,
player,201209300crd,mia,SmitSe99,tackles_assists,0,,,,,
player,201209300crd,mia,SmitSe99,tackles_loss,0,,,,,
player,201209300crd,mia,SmitSe99,qb_hits,0,,,,,
player,201209300crd,mia,SmitSe99,fumbles_rec,0,,,,,
player,201209300crd,mia,SmitSe99,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,SmitSe99,fumbles_rec_td,0,,,,,
player,201209300crd,mia,SmitSe99,fumbles_forced,0,,,,,
player,201209300crd,mia,WakeCa00,def_int,0,,,,,
player,201209300crd,mia,WakeCa00,def_int_yds,0,,,,,
player,201209300crd,mia,WakeCa00,def_int_td,0,,,,,
player,201209300crd,mia,WakeCa00,def_int_long,0,,,,,
player,201209300crd,mia,WakeCa00,pass_defended,0,,,,,
player,201209300crd,mia,WakeCa00,sacks,4.5,,,,,
player,201209300crd,mia,WakeCa00,tackles_combined,5,,,,,
player,201209300crd,mia,WakeCa00,tackles_solo,4,,,,,
player,201209300crd,mia,WakeCa00,tackles_assists,1,,,,,
player,201209300crd,mia,WakeCa00,tackles_loss,4,,,,,
player,201209300crd,mia,WakeCa00,qb_hits,5,,,,,
player,201209300crd,mia,WakeCa00,fumbles_rec,0,,,,,
player,201209300crd,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201209300crd,mia,WakeCa00,fumbles_forced,0,,,,,
player,201209300crd,mia,MisiKo99,def_int,0,,,,,
player,201209300crd,mia,MisiKo99,def_int_yds,0,,,,,
player,201209300crd,mia,MisiKo99,def_int_td,0,,,,,
player,201209300crd,mia,MisiKo99,def_int_long,0,,,,,
player,201209300crd,mia,MisiKo99,pass_defended,0,,,,,
player,201209300crd,mia,MisiKo99,sacks,1.5,,,,,
player,201209300crd,mia,MisiKo99,tackles_combined,5,,,,,
player,201209300crd,mia,MisiKo99,tackles_solo,3,,,,,
player,201209300crd,mia,MisiKo99,tackles_assists,2,,,,,
player,201209300crd,mia,MisiKo99,tackles_loss,1,,,,,
player,201209300crd,mia,MisiKo99,qb_hits,2,,,,,
player,201209300crd,mia,MisiKo99,fumbles_rec,0,,,,,
player,201209300crd,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201209300crd,mia,MisiKo99,fumbles_forced,1,,,,,
player,201209300crd,mia,DansKa20,def_int,0,,,,,
player,201209300crd,mia,DansKa20,def_int_yds,0,,,,,
player,201209300crd,mia,DansKa20,def_int_td,0,,,,,
player,201209300crd,mia,DansKa20,def_int_long,0,,,,,
player,201209300crd,mia,DansKa20,pass_defended,1,,,,,
player,201209300crd,mia,DansKa20,sacks,1.0,,,,,
player,201209300crd,mia,DansKa20,tackles_combined,7,,,,,
player,201209300crd,mia,DansKa20,tackles_solo,4,,,,,
player,201209300crd,mia,DansKa20,tackles_assists,3,,,,,
