game,2012,8,20121028,201210280det,sea,"Seattle Seahawks",24,det,"Detroit Lions",28
player,201210280det,sea,LyncMa00,fumbles_lost,0,,,,,
player,201210280det,sea,TurbRo00,pass_cmp,0,,,,,
player,201210280det,sea,TurbRo00,pass_att,0,,,,,
player,201210280det,sea,TurbRo00,pass_yds,0,,,,,
player,201210280det,sea,TurbRo00,pass_td,0,,,,,
player,201210280det,sea,TurbRo00,pass_int,0,,,,,
player,201210280det,sea,TurbRo00,pass_sacked,0,,,,,
player,201210280det,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201210280det,sea,TurbRo00,pass_long,0,,,,,
player,201210280det,sea,TurbRo00,pass_rating,,,,,,
player,201210280det,sea,TurbRo00,rush_att,4,,,,,
player,201210280det,sea,TurbRo00,rush_yds,14,,,,,
player,201210280det,sea,TurbRo00,rush_td,0,,,,,
player,201210280det,sea,TurbRo00,rush_long,11,,,,,
player,201210280det,sea,TurbRo00,targets,3,,,,,
player,201210280det,sea,TurbRo00,rec,2,,,,,
player,201210280det,sea,TurbRo00,rec_yds,28,,,,,
player,201210280det,sea,TurbRo00,rec_td,0,,,,,
player,201210280det,sea,TurbRo00,rec_long,16,,,,,
player,201210280det,sea,TurbRo00,fumbles,0,,,,,
player,201210280det,sea,TurbRo00,fumbles_lost,0,,,,,
player,201210280det,sea,RiceSi01,pass_cmp,0,,,,,
player,201210280det,sea,RiceSi01,pass_att,0,,,,,
player,201210280det,sea,RiceSi01,pass_yds,0,,,,,
player,201210280det,sea,RiceSi01,pass_td,0,,,,,
player,201210280det,sea,RiceSi01,pass_int,0,,,,,
player,201210280det,sea,RiceSi01,pass_sacked,0,,,,,
player,201210280det,sea,RiceSi01,pass_sacked_yds,0,,,,,
player,201210280det,sea,RiceSi01,pass_long,0,,,,,
player,201210280det,sea,RiceSi01,pass_rating,,,,,,
player,201210280det,sea,RiceSi01,rush_att,1,,,,,
player,201210280det,sea,RiceSi01,rush_yds,3,,,,,
player,201210280det,sea,RiceSi01,rush_td,0,,,,,
player,201210280det,sea,RiceSi01,rush_long,3,,,,,
player,201210280det,sea,RiceSi01,targets,8,,,,,
player,201210280det,sea,RiceSi01,rec,6,,,,,
player,201210280det,sea,RiceSi01,rec_yds,55,,,,,
player,201210280det,sea,RiceSi01,rec_td,1,,,,,
player,201210280det,sea,RiceSi01,rec_long,18,,,,,
player,201210280det,sea,RiceSi01,fumbles,0,,,,,
player,201210280det,sea,RiceSi01,fumbles_lost,0,,,,,
player,201210280det,sea,RobiMi00,pass_cmp,0,,,,,
player,201210280det,sea,RobiMi00,pass_att,0,,,,,
player,201210280det,sea,RobiMi00,pass_yds,0,,,,,
player,201210280det,sea,RobiMi00,pass_td,0,,,,,
player,201210280det,sea,RobiMi00,pass_int,0,,,,,
player,201210280det,sea,RobiMi00,pass_sacked,0,,,,,
player,201210280det,sea,RobiMi00,pass_sacked_yds,0,,,,,
player,201210280det,sea,RobiMi00,pass_long,0,,,,,
player,201210280det,sea,RobiMi00,pass_rating,,,,,,
player,201210280det,sea,RobiMi00,rush_att,1,,,,,
player,201210280det,sea,RobiMi00,rush_yds,2,,,,,
player,201210280det,sea,RobiMi00,rush_td,0,,,,,
player,201210280det,sea,RobiMi00,rush_long,2,,,,,
player,201210280det,sea,RobiMi00,targets,1,,,,,
player,201210280det,sea,RobiMi00,rec,1,,,,,
player,201210280det,sea,RobiMi00,rec_yds,6,,,,,
player,201210280det,sea,RobiMi00,rec_td,0,,,,,
player,201210280det,sea,RobiMi00,rec_long,6,,,,,
player,201210280det,sea,RobiMi00,fumbles,0,,,,,
player,201210280det,sea,RobiMi00,fumbles_lost,0,,,,,
player,201210280det,sea,TateGo00,pass_cmp,0,,,,,
player,201210280det,sea,TateGo00,pass_att,0,,,,,
player,201210280det,sea,TateGo00,pass_yds,0,,,,,
player,201210280det,sea,TateGo00,pass_td,0,,,,,
player,201210280det,sea,TateGo00,pass_int,0,,,,,
player,201210280det,sea,TateGo00,pass_sacked,0,,,,,
player,201210280det,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201210280det,sea,TateGo00,pass_long,0,,,,,
player,201210280det,sea,TateGo00,pass_rating,,,,,,
player,201210280det,sea,TateGo00,rush_att,0,,,,,
player,201210280det,sea,TateGo00,rush_yds,0,,,,,
player,201210280det,sea,TateGo00,rush_td,0,,,,,
player,201210280det,sea,TateGo00,rush_long,0,,,,,
player,201210280det,sea,TateGo00,targets,8,,,,,
player,201210280det,sea,TateGo00,rec,7,,,,,
player,201210280det,sea,TateGo00,rec_yds,64,,,,,
player,201210280det,sea,TateGo00,rec_td,0,,,,,
player,201210280det,sea,TateGo00,rec_long,18,,,,,
player,201210280det,sea,TateGo00,fumbles,1,,,,,
player,201210280det,sea,TateGo00,fumbles_lost,1,,,,,
player,201210280det,sea,McCoAn00,pass_cmp,0,,,,,
player,201210280det,sea,McCoAn00,pass_att,0,,,,,
player,201210280det,sea,McCoAn00,pass_yds,0,,,,,
player,201210280det,sea,McCoAn00,pass_td,0,,,,,
player,201210280det,sea,McCoAn00,pass_int,0,,,,,
player,201210280det,sea,McCoAn00,pass_sacked,0,,,,,
player,201210280det,sea,McCoAn00,pass_sacked_yds,0,,,,,
player,201210280det,sea,McCoAn00,pass_long,0,,,,,
player,201210280det,sea,McCoAn00,pass_rating,,,,,,
player,201210280det,sea,McCoAn00,rush_att,0,,,,,
player,201210280det,sea,McCoAn00,rush_yds,0,,,,,
player,201210280det,sea,McCoAn00,rush_td,0,,,,,
player,201210280det,sea,McCoAn00,rush_long,0,,,,,
player,201210280det,sea,McCoAn00,targets,2,,,,,
player,201210280det,sea,McCoAn00,rec,2,,,,,
player,201210280det,sea,McCoAn00,rec_yds,27,,,,,
player,201210280det,sea,McCoAn00,rec_td,0,,,,,
player,201210280det,sea,McCoAn00,rec_long,14,,,,,
player,201210280det,sea,McCoAn00,fumbles,0,,,,,
player,201210280det,sea,McCoAn00,fumbles_lost,0,,,,,
player,201210280det,sea,MillZa01,pass_cmp,0,,,,,
player,201210280det,sea,MillZa01,pass_att,0,,,,,
player,201210280det,sea,MillZa01,pass_yds,0,,,,,
player,201210280det,sea,MillZa01,pass_td,0,,,,,
player,201210280det,sea,MillZa01,pass_int,0,,,,,
player,201210280det,sea,MillZa01,pass_sacked,0,,,,,
player,201210280det,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201210280det,sea,MillZa01,pass_long,0,,,,,
player,201210280det,sea,MillZa01,pass_rating,,,,,,
player,201210280det,sea,MillZa01,rush_att,0,,,,,
player,201210280det,sea,MillZa01,rush_yds,0,,,,,
player,201210280det,sea,MillZa01,rush_td,0,,,,,
player,201210280det,sea,MillZa01,rush_long,0,,,,,
player,201210280det,sea,MillZa01,targets,5,,,,,
player,201210280det,sea,MillZa01,rec,2,,,,,
player,201210280det,sea,MillZa01,rec_yds,22,,,,,
player,201210280det,sea,MillZa01,rec_td,1,,,,,
player,201210280det,sea,MillZa01,rec_long,16,,,,,
player,201210280det,sea,MillZa01,fumbles,0,,,,,
player,201210280det,sea,MillZa01,fumbles_lost,0,,,,,
player,201210280det,sea,MartCh00,pass_cmp,0,,,,,
player,201210280det,sea,MartCh00,pass_att,0,,,,,
player,201210280det,sea,MartCh00,pass_yds,0,,,,,
player,201210280det,sea,MartCh00,pass_td,0,,,,,
player,201210280det,sea,MartCh00,pass_int,0,,,,,
player,201210280det,sea,MartCh00,pass_sacked,0,,,,,
player,201210280det,sea,MartCh00,pass_sacked_yds,0,,,,,
player,201210280det,sea,MartCh00,pass_long,0,,,,,
player,201210280det,sea,MartCh00,pass_rating,,,,,,
player,201210280det,sea,MartCh00,rush_att,0,,,,,
player,201210280det,sea,MartCh00,rush_yds,0,,,,,
player,201210280det,sea,MartCh00,rush_td,0,,,,,
player,201210280det,sea,MartCh00,rush_long,0,,,,,
player,201210280det,sea,MartCh00,targets,3,,,,,
player,201210280det,sea,MartCh00,rec,2,,,,,
player,201210280det,sea,MartCh00,rec_yds,17,,,,,
player,201210280det,sea,MartCh00,rec_td,0,,,,,
player,201210280det,sea,MartCh00,rec_long,13,,,,,
player,201210280det,sea,MartCh00,fumbles,0,,,,,
player,201210280det,sea,MartCh00,fumbles_lost,0,,,,,
player,201210280det,sea,WashLe00,pass_cmp,0,,,,,
player,201210280det,sea,WashLe00,pass_att,0,,,,,
player,201210280det,sea,WashLe00,pass_yds,0,,,,,
player,201210280det,sea,WashLe00,pass_td,0,,,,,
player,201210280det,sea,WashLe00,pass_int,0,,,,,
player,201210280det,sea,WashLe00,pass_sacked,0,,,,,
player,201210280det,sea,WashLe00,pass_sacked_yds,0,,,,,
player,201210280det,sea,WashLe00,pass_long,0,,,,,
player,201210280det,sea,WashLe00,pass_rating,,,,,,
player,201210280det,sea,WashLe00,rush_att,0,,,,,
player,201210280det,sea,WashLe00,rush_yds,0,,,,,
player,201210280det,sea,WashLe00,rush_td,0,,,,,
player,201210280det,sea,WashLe00,rush_long,0,,,,,
player,201210280det,sea,WashLe00,targets,2,,,,,
player,201210280det,sea,WashLe00,rec,2,,,,,
player,201210280det,sea,WashLe00,rec_yds,16,,,,,
player,201210280det,sea,WashLe00,rec_td,0,,,,,
player,201210280det,sea,WashLe00,rec_long,9,,,,,
player,201210280det,sea,WashLe00,fumbles,0,,,,,
player,201210280det,sea,WashLe00,fumbles_lost,0,,,,,
player,201210280det,sea,MoorEv00,pass_cmp,0,,,,,
player,201210280det,sea,MoorEv00,pass_att,0,,,,,
player,201210280det,sea,MoorEv00,pass_yds,0,,,,,
player,201210280det,sea,MoorEv00,pass_td,0,,,,,
player,201210280det,sea,MoorEv00,pass_int,0,,,,,
player,201210280det,sea,MoorEv00,pass_sacked,0,,,,,
player,201210280det,sea,MoorEv00,pass_sacked_yds,0,,,,,
player,201210280det,sea,MoorEv00,pass_long,0,,,,,
player,201210280det,sea,MoorEv00,pass_rating,,,,,,
player,201210280det,sea,MoorEv00,rush_att,0,,,,,
player,201210280det,sea,MoorEv00,rush_yds,0,,,,,
player,201210280det,sea,MoorEv00,rush_td,0,,,,,
player,201210280det,sea,MoorEv00,rush_long,0,,,,,
player,201210280det,sea,MoorEv00,targets,1,,,,,
player,201210280det,sea,MoorEv00,rec,0,,,,,
player,201210280det,sea,MoorEv00,rec_yds,0,,,,,
player,201210280det,sea,MoorEv00,rec_td,0,,,,,
player,201210280det,sea,MoorEv00,rec_long,0,,,,,
player,201210280det,sea,MoorEv00,fumbles,0,,,,,
player,201210280det,sea,MoorEv00,fumbles_lost,0,,,,,
player,201210280det,det,StafMa00,pass_cmp,34,,,,,
player,201210280det,det,StafMa00,pass_att,49,,,,,
player,201210280det,det,StafMa00,pass_yds,352,,,,,
player,201210280det,det,StafMa00,pass_td,3,,,,,
player,201210280det,det,StafMa00,pass_int,1,,,,,
player,201210280det,det,StafMa00,pass_sacked,2,,,,,
player,201210280det,det,StafMa00,pass_sacked_yds,21,,,,,
player,201210280det,det,StafMa00,pass_long,46,,,,,
player,201210280det,det,StafMa00,pass_rating,101.7,,,,,
player,201210280det,det,StafMa00,rush_att,4,,,,,
player,201210280det,det,StafMa00,rush_yds,12,,,,,
player,201210280det,det,StafMa00,rush_td,1,,,,,
player,201210280det,det,StafMa00,rush_long,10,,,,,
player,201210280det,det,StafMa00,targets,0,,,,,
player,201210280det,det,StafMa00,rec,0,,,,,
player,201210280det,det,StafMa00,rec_yds,0,,,,,
player,201210280det,det,StafMa00,rec_td,0,,,,,
player,201210280det,det,StafMa00,rec_long,0,,,,,
player,201210280det,det,StafMa00,fumbles,0,,,,,
player,201210280det,det,StafMa00,fumbles_lost,0,,,,,
player,201210280det,det,LeshMi00,pass_cmp,0,,,,,
player,201210280det,det,LeshMi00,pass_att,0,,,,,
player,201210280det,det,LeshMi00,pass_yds,0,,,,,
player,201210280det,det,LeshMi00,pass_td,0,,,,,
player,201210280det,det,LeshMi00,pass_int,0,,,,,
player,201210280det,det,LeshMi00,pass_sacked,0,,,,,
player,201210280det,det,LeshMi00,pass_sacked_yds,0,,,,,
player,201210280det,det,LeshMi00,pass_long,0,,,,,
player,201210280det,det,LeshMi00,pass_rating,,,,,,
player,201210280det,det,LeshMi00,rush_att,10,,,,,
player,201210280det,det,LeshMi00,rush_yds,46,,,,,
player,201210280det,det,LeshMi00,rush_td,0,,,,,
player,201210280det,det,LeshMi00,rush_long,16,,,,,
player,201210280det,det,LeshMi00,targets,5,,,,,
player,201210280det,det,LeshMi00,rec,3,,,,,
player,201210280det,det,LeshMi00,rec_yds,9,,,,,
player,201210280det,det,LeshMi00,rec_td,0,,,,,
player,201210280det,det,LeshMi00,rec_long,4,,,,,
player,201210280det,det,LeshMi00,fumbles,0,,,,,
player,201210280det,det,LeshMi00,fumbles_lost,0,,,,,
player,201210280det,det,BellJo01,pass_cmp,0,,,,,
player,201210280det,det,BellJo01,pass_att,0,,,,,
player,201210280det,det,BellJo01,pass_yds,0,,,,,
player,201210280det,det,BellJo01,pass_td,0,,,,,
player,201210280det,det,BellJo01,pass_int,0,,,,,
player,201210280det,det,BellJo01,pass_sacked,0,,,,,
player,201210280det,det,BellJo01,pass_sacked_yds,0,,,,,
player,201210280det,det,BellJo01,pass_long,0,,,,,
player,201210280det,det,BellJo01,pass_rating,,,,,,
player,201210280det,det,BellJo01,rush_att,7,,,,,
player,201210280det,det,BellJo01,rush_yds,25,,,,,
player,201210280det,det,BellJo01,rush_td,0,,,,,
player,201210280det,det,BellJo01,rush_long,5,,,,,
player,201210280det,det,BellJo01,targets,4,,,,,
player,201210280det,det,BellJo01,rec,4,,,,,
player,201210280det,det,BellJo01,rec_yds,33,,,,,
player,201210280det,det,BellJo01,rec_td,0,,,,,
player,201210280det,det,BellJo01,rec_long,11,,,,,
player,201210280det,det,BellJo01,fumbles,0,,,,,
player,201210280det,det,BellJo01,fumbles_lost,0,,,,,
player,201210280det,det,SmitKe02,pass_cmp,0,,,,,
player,201210280det,det,SmitKe02,pass_att,0,,,,,
player,201210280det,det,SmitKe02,pass_yds,0,,,,,
player,201210280det,det,SmitKe02,pass_td,0,,,,,
player,201210280det,det,SmitKe02,pass_int,0,,,,,
player,201210280det,det,SmitKe02,pass_sacked,0,,,,,
player,201210280det,det,SmitKe02,pass_sacked_yds,0,,,,,
player,201210280det,det,SmitKe02,pass_long,0,,,,,
player,201210280det,det,SmitKe02,pass_rating,,,,,,
player,201210280det,det,SmitKe02,rush_att,1,,,,,
player,201210280det,det,SmitKe02,rush_yds,1,,,,,
player,201210280det,det,SmitKe02,rush_td,0,,,,,
player,201210280det,det,SmitKe02,rush_long,1,,,,,
player,201210280det,det,SmitKe02,targets,1,,,,,
player,201210280det,det,SmitKe02,rec,1,,,,,
player,201210280det,det,SmitKe02,rec_yds,7,,,,,
player,201210280det,det,SmitKe02,rec_td,0,,,,,
player,201210280det,det,SmitKe02,rec_long,7,,,,,
player,201210280det,det,SmitKe02,fumbles,0,,,,,
player,201210280det,det,SmitKe02,fumbles_lost,0,,,,,
player,201210280det,det,YounTi00,pass_cmp,0,,,,,
player,201210280det,det,YounTi00,pass_att,0,,,,,
player,201210280det,det,YounTi00,pass_yds,0,,,,,
player,201210280det,det,YounTi00,pass_td,0,,,,,
player,201210280det,det,YounTi00,pass_int,0,,,,,
player,201210280det,det,YounTi00,pass_sacked,0,,,,,
player,201210280det,det,YounTi00,pass_sacked_yds,0,,,,,
player,201210280det,det,YounTi00,pass_long,0,,,,,
player,201210280det,det,YounTi00,pass_rating,,,,,,
player,201210280det,det,YounTi00,rush_att,0,,,,,
player,201210280det,det,YounTi00,rush_yds,0,,,,,
player,201210280det,det,YounTi00,rush_td,0,,,,,
player,201210280det,det,YounTi00,rush_long,0,,,,,
player,201210280det,det,YounTi00,targets,9,,,,,
player,201210280det,det,YounTi00,rec,9,,,,,
player,201210280det,det,YounTi00,rec_yds,100,,,,,
player,201210280det,det,YounTi00,rec_td,2,,,,,
player,201210280det,det,YounTi00,rec_long,46,,,,,
player,201210280det,det,YounTi00,fumbles,0,,,,,
player,201210280det,det,YounTi00,fumbles_lost,0,,,,,
player,201210280det,det,PettBr00,pass_cmp,0,,,,,
player,201210280det,det,PettBr00,pass_att,0,,,,,
player,201210280det,det,PettBr00,pass_yds,0,,,,,
player,201210280det,det,PettBr00,pass_td,0,,,,,
player,201210280det,det,PettBr00,pass_int,0,,,,,
player,201210280det,det,PettBr00,pass_sacked,0,,,,,
player,201210280det,det,PettBr00,pass_sacked_yds,0,,,,,
player,201210280det,det,PettBr00,pass_long,0,,,,,
player,201210280det,det,PettBr00,pass_rating,,,,,,
player,201210280det,det,PettBr00,rush_att,0,,,,,
player,201210280det,det,PettBr00,rush_yds,0,,,,,
player,201210280det,det,PettBr00,rush_td,0,,,,,
player,201210280det,det,PettBr00,rush_long,0,,,,,
player,201210280det,det,PettBr00,targets,9,,,,,
player,201210280det,det,PettBr00,rec,7,,,,,
player,201210280det,det,PettBr00,rec_yds,74,,,,,
player,201210280det,det,PettBr00,rec_td,0,,,,,
player,201210280det,det,PettBr00,rec_long,18,,,,,
player,201210280det,det,PettBr00,fumbles,0,,,,,
player,201210280det,det,PettBr00,fumbles_lost,0,,,,,
player,201210280det,det,ScheTo00,pass_cmp,0,,,,,
player,201210280det,det,ScheTo00,pass_att,0,,,,,
player,201210280det,det,ScheTo00,pass_yds,0,,,,,
player,201210280det,det,ScheTo00,pass_td,0,,,,,
player,201210280det,det,ScheTo00,pass_int,0,,,,,
player,201210280det,det,ScheTo00,pass_sacked,0,,,,,
player,201210280det,det,ScheTo00,pass_sacked_yds,0,,,,,
player,201210280det,det,ScheTo00,pass_long,0,,,,,
player,201210280det,det,ScheTo00,pass_rating,,,,,,
player,201210280det,det,ScheTo00,rush_att,0,,,,,
player,201210280det,det,ScheTo00,rush_yds,0,,,,,
player,201210280det,det,ScheTo00,rush_td,0,,,,,
player,201210280det,det,ScheTo00,rush_long,0,,,,,
player,201210280det,det,ScheTo00,targets,8,,,,,
player,201210280det,det,ScheTo00,rec,4,,,,,
player,201210280det,det,ScheTo00,rec_yds,46,,,,,
player,201210280det,det,ScheTo00,rec_td,0,,,,,
player,201210280det,det,ScheTo00,rec_long,20,,,,,
player,201210280det,det,ScheTo00,fumbles,0,,,,,
player,201210280det,det,ScheTo00,fumbles_lost,0,,,,,
player,201210280det,det,JohnCa00,pass_cmp,0,,,,,
player,201210280det,det,JohnCa00,pass_att,0,,,,,
player,201210280det,det,JohnCa00,pass_yds,0,,,,,
player,201210280det,det,JohnCa00,pass_td,0,,,,,
player,201210280det,det,JohnCa00,pass_int,0,,,,,
player,201210280det,det,JohnCa00,pass_sacked,0,,,,,
player,201210280det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201210280det,det,JohnCa00,pass_long,0,,,,,
player,201210280det,det,JohnCa00,pass_rating,,,,,,
player,201210280det,det,JohnCa00,rush_att,0,,,,,
player,201210280det,det,JohnCa00,rush_yds,0,,,,,
player,201210280det,det,JohnCa00,rush_td,0,,,,,
player,201210280det,det,JohnCa00,rush_long,0,,,,,
player,201210280det,det,JohnCa00,targets,8,,,,,
player,201210280det,det,JohnCa00,rec,3,,,,,
player,201210280det,det,JohnCa00,rec_yds,46,,,,,
player,201210280det,det,JohnCa00,rec_td,0,,,,,
player,201210280det,det,JohnCa00,rec_long,25,,,,,
player,201210280det,det,JohnCa00,fumbles,0,,,,,
player,201210280det,det,JohnCa00,fumbles_lost,0,,,,,
player,201210280det,det,BroyRy00,pass_cmp,0,,,,,
player,201210280det,det,BroyRy00,pass_att,0,,,,,
player,201210280det,det,BroyRy00,pass_yds,0,,,,,
player,201210280det,det,BroyRy00,pass_td,0,,,,,
player,201210280det,det,BroyRy00,pass_int,0,,,,,
player,201210280det,det,BroyRy00,pass_sacked,0,,,,,
player,201210280det,det,BroyRy00,pass_sacked_yds,0,,,,,
player,201210280det,det,BroyRy00,pass_long,0,,,,,
player,201210280det,det,BroyRy00,pass_rating,,,,,,
player,201210280det,det,BroyRy00,rush_att,0,,,,,
player,201210280det,det,BroyRy00,rush_yds,0,,,,,
player,201210280det,det,BroyRy00,rush_td,0,,,,,
player,201210280det,det,BroyRy00,rush_long,0,,,,,
player,201210280det,det,BroyRy00,targets,5,,,,,
player,201210280det,det,BroyRy00,rec,3,,,,,
player,201210280det,det,BroyRy00,rec_yds,37,,,,,
player,201210280det,det,BroyRy00,rec_td,1,,,,,
player,201210280det,det,BroyRy00,rec_long,19,,,,,
player,201210280det,det,BroyRy00,fumbles,0,,,,,
player,201210280det,det,BroyRy00,fumbles_lost,0,,,,,
player,201210280det,sea,ThomEa99,def_int,1,,,,,
player,201210280det,sea,ThomEa99,def_int_yds,0,,,,,
player,201210280det,sea,ThomEa99,def_int_td,0,,,,,
player,201210280det,sea,ThomEa99,def_int_long,0,,,,,
player,201210280det,sea,ThomEa99,pass_defended,2,,,,,
player,201210280det,sea,ThomEa99,sacks,0.0,,,,,
player,201210280det,sea,ThomEa99,tackles_combined,3,,,,,
player,201210280det,sea,ThomEa99,tackles_solo,1,,,,,
player,201210280det,sea,ThomEa99,tackles_assists,2,,,,,
player,201210280det,sea,ThomEa99,tackles_loss,0,,,,,
player,201210280det,sea,ThomEa99,qb_hits,0,,,,,
player,201210280det,sea,ThomEa99,fumbles_rec,0,,,,,
player,201210280det,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201210280det,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201210280det,sea,ThomEa99,fumbles_forced,0,,,,,
player,201210280det,sea,MebaBr99,def_int,0,,,,,
player,201210280det,sea,MebaBr99,def_int_yds,0,,,,,
player,201210280det,sea,MebaBr99,def_int_td,0,,,,,
player,201210280det,sea,MebaBr99,def_int_long,0,,,,,
player,201210280det,sea,MebaBr99,pass_defended,0,,,,,
player,201210280det,sea,MebaBr99,sacks,1.0,,,,,
player,201210280det,sea,MebaBr99,tackles_combined,6,,,,,
player,201210280det,sea,MebaBr99,tackles_solo,5,,,,,
player,201210280det,sea,MebaBr99,tackles_assists,1,,,,,
player,201210280det,sea,MebaBr99,tackles_loss,1,,,,,
player,201210280det,sea,MebaBr99,qb_hits,1,,,,,
player,201210280det,sea,MebaBr99,fumbles_rec,0,,,,,
player,201210280det,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201210280det,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201210280det,sea,MebaBr99,fumbles_forced,0,,,,,
player,201210280det,sea,HillLe20,def_int,0,,,,,
player,201210280det,sea,HillLe20,def_int_yds,0,,,,,
player,201210280det,sea,HillLe20,def_int_td,0,,,,,
player,201210280det,sea,HillLe20,def_int_long,0,,,,,
player,201210280det,sea,HillLe20,pass_defended,0,,,,,
player,201210280det,sea,HillLe20,sacks,1.0,,,,,
player,201210280det,sea,HillLe20,tackles_combined,2,,,,,
player,201210280det,sea,HillLe20,tackles_solo,2,,,,,
player,201210280det,sea,HillLe20,tackles_assists,0,,,,,
player,201210280det,sea,HillLe20,tackles_loss,1,,,,,
player,201210280det,sea,HillLe20,qb_hits,1,,,,,
player,201210280det,sea,HillLe20,fumbles_rec,0,,,,,
player,201210280det,sea,HillLe20,fumbles_rec_yds,0,,,,,
player,201210280det,sea,HillLe20,fumbles_rec_td,0,,,,,
player,201210280det,sea,HillLe20,fumbles_forced,0,,,,,
player,201210280det,sea,WagnBo00,def_int,0,,,,,
player,201210280det,sea,WagnBo00,def_int_yds,0,,,,,
player,201210280det,sea,WagnBo00,def_int_td,0,,,,,
player,201210280det,sea,WagnBo00,def_int_long,0,,,,,
player,201210280det,sea,WagnBo00,pass_defended,0,,,,,
player,201210280det,sea,WagnBo00,sacks,0.0,,,,,
player,201210280det,sea,WagnBo00,tackles_combined,12,,,,,
player,201210280det,sea,WagnBo00,tackles_solo,6,,,,,
player,201210280det,sea,WagnBo00,tackles_assists,6,,,,,
player,201210280det,sea,WagnBo00,tackles_loss,1,,,,,
player,201210280det,sea,WagnBo00,qb_hits,0,,,,,
