game,2012,15,20121216,201212160sdg,car,"Carolina Panthers",31,sdg,"San Diego Chargers",7
player,201212160sdg,car,SmitAr00,pass_sacked,0,,,,,
player,201212160sdg,car,SmitAr00,pass_sacked_yds,0,,,,,
player,201212160sdg,car,SmitAr00,pass_long,0,,,,,
player,201212160sdg,car,SmitAr00,pass_rating,,,,,,
player,201212160sdg,car,SmitAr00,rush_att,3,,,,,
player,201212160sdg,car,SmitAr00,rush_yds,0,,,,,
player,201212160sdg,car,SmitAr00,rush_td,0,,,,,
player,201212160sdg,car,SmitAr00,rush_long,3,,,,,
player,201212160sdg,car,SmitAr00,targets,0,,,,,
player,201212160sdg,car,SmitAr00,rec,0,,,,,
player,201212160sdg,car,SmitAr00,rec_yds,0,,,,,
player,201212160sdg,car,SmitAr00,rec_td,0,,,,,
player,201212160sdg,car,SmitAr00,rec_long,0,,,,,
player,201212160sdg,car,SmitAr00,fumbles,0,,,,,
player,201212160sdg,car,SmitAr00,fumbles_lost,0,,,,,
player,201212160sdg,sdg,RivePh00,pass_cmp,16,,,,,
player,201212160sdg,sdg,RivePh00,pass_att,23,,,,,
player,201212160sdg,sdg,RivePh00,pass_yds,121,,,,,
player,201212160sdg,sdg,RivePh00,pass_td,1,,,,,
player,201212160sdg,sdg,RivePh00,pass_int,0,,,,,
player,201212160sdg,sdg,RivePh00,pass_sacked,6,,,,,
player,201212160sdg,sdg,RivePh00,pass_sacked_yds,27,,,,,
player,201212160sdg,sdg,RivePh00,pass_long,30,,,,,
player,201212160sdg,sdg,RivePh00,pass_rating,96.5,,,,,
player,201212160sdg,sdg,RivePh00,rush_att,3,,,,,
player,201212160sdg,sdg,RivePh00,rush_yds,4,,,,,
player,201212160sdg,sdg,RivePh00,rush_td,0,,,,,
player,201212160sdg,sdg,RivePh00,rush_long,3,,,,,
player,201212160sdg,sdg,RivePh00,targets,0,,,,,
player,201212160sdg,sdg,RivePh00,rec,0,,,,,
player,201212160sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201212160sdg,sdg,RivePh00,rec_td,0,,,,,
player,201212160sdg,sdg,RivePh00,rec_long,0,,,,,
player,201212160sdg,sdg,RivePh00,fumbles,4,,,,,
player,201212160sdg,sdg,RivePh00,fumbles_lost,2,,,,,
player,201212160sdg,sdg,BrinCu00,pass_cmp,0,,,,,
player,201212160sdg,sdg,BrinCu00,pass_att,0,,,,,
player,201212160sdg,sdg,BrinCu00,pass_yds,0,,,,,
player,201212160sdg,sdg,BrinCu00,pass_td,0,,,,,
player,201212160sdg,sdg,BrinCu00,pass_int,0,,,,,
player,201212160sdg,sdg,BrinCu00,pass_sacked,0,,,,,
player,201212160sdg,sdg,BrinCu00,pass_sacked_yds,0,,,,,
player,201212160sdg,sdg,BrinCu00,pass_long,0,,,,,
player,201212160sdg,sdg,BrinCu00,pass_rating,,,,,,
player,201212160sdg,sdg,BrinCu00,rush_att,6,,,,,
player,201212160sdg,sdg,BrinCu00,rush_yds,42,,,,,
player,201212160sdg,sdg,BrinCu00,rush_td,0,,,,,
player,201212160sdg,sdg,BrinCu00,rush_long,13,,,,,
player,201212160sdg,sdg,BrinCu00,targets,3,,,,,
player,201212160sdg,sdg,BrinCu00,rec,3,,,,,
player,201212160sdg,sdg,BrinCu00,rec_yds,14,,,,,
player,201212160sdg,sdg,BrinCu00,rec_td,0,,,,,
player,201212160sdg,sdg,BrinCu00,rec_long,6,,,,,
player,201212160sdg,sdg,BrinCu00,fumbles,0,,,,,
player,201212160sdg,sdg,BrinCu00,fumbles_lost,0,,,,,
player,201212160sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201212160sdg,sdg,MathRy00,pass_att,0,,,,,
player,201212160sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201212160sdg,sdg,MathRy00,pass_td,0,,,,,
player,201212160sdg,sdg,MathRy00,pass_int,0,,,,,
player,201212160sdg,sdg,MathRy00,pass_sacked,0,,,,,
player,201212160sdg,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201212160sdg,sdg,MathRy00,pass_long,0,,,,,
player,201212160sdg,sdg,MathRy00,pass_rating,,,,,,
player,201212160sdg,sdg,MathRy00,rush_att,4,,,,,
player,201212160sdg,sdg,MathRy00,rush_yds,22,,,,,
player,201212160sdg,sdg,MathRy00,rush_td,0,,,,,
player,201212160sdg,sdg,MathRy00,rush_long,9,,,,,
player,201212160sdg,sdg,MathRy00,targets,4,,,,,
player,201212160sdg,sdg,MathRy00,rec,3,,,,,
player,201212160sdg,sdg,MathRy00,rec_yds,8,,,,,
player,201212160sdg,sdg,MathRy00,rec_td,0,,,,,
player,201212160sdg,sdg,MathRy00,rec_long,9,,,,,
player,201212160sdg,sdg,MathRy00,fumbles,0,,,,,
player,201212160sdg,sdg,MathRy00,fumbles_lost,0,,,,,
player,201212160sdg,sdg,BattJa00,pass_cmp,0,,,,,
player,201212160sdg,sdg,BattJa00,pass_att,0,,,,,
player,201212160sdg,sdg,BattJa00,pass_yds,0,,,,,
player,201212160sdg,sdg,BattJa00,pass_td,0,,,,,
player,201212160sdg,sdg,BattJa00,pass_int,0,,,,,
player,201212160sdg,sdg,BattJa00,pass_sacked,0,,,,,
player,201212160sdg,sdg,BattJa00,pass_sacked_yds,0,,,,,
player,201212160sdg,sdg,BattJa00,pass_long,0,,,,,
player,201212160sdg,sdg,BattJa00,pass_rating,,,,,,
player,201212160sdg,sdg,BattJa00,rush_att,3,,,,,
player,201212160sdg,sdg,BattJa00,rush_yds,2,,,,,
player,201212160sdg,sdg,BattJa00,rush_td,0,,,,,
player,201212160sdg,sdg,BattJa00,rush_long,3,,,,,
player,201212160sdg,sdg,BattJa00,targets,2,,,,,
player,201212160sdg,sdg,BattJa00,rec,2,,,,,
player,201212160sdg,sdg,BattJa00,rec_yds,12,,,,,
player,201212160sdg,sdg,BattJa00,rec_td,0,,,,,
player,201212160sdg,sdg,BattJa00,rec_long,6,,,,,
player,201212160sdg,sdg,BattJa00,fumbles,0,,,,,
player,201212160sdg,sdg,BattJa00,fumbles_lost,0,,,,,
player,201212160sdg,sdg,FloyMa00,pass_cmp,0,,,,,
player,201212160sdg,sdg,FloyMa00,pass_att,0,,,,,
player,201212160sdg,sdg,FloyMa00,pass_yds,0,,,,,
player,201212160sdg,sdg,FloyMa00,pass_td,0,,,,,
player,201212160sdg,sdg,FloyMa00,pass_int,0,,,,,
player,201212160sdg,sdg,FloyMa00,pass_sacked,0,,,,,
player,201212160sdg,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201212160sdg,sdg,FloyMa00,pass_long,0,,,,,
player,201212160sdg,sdg,FloyMa00,pass_rating,,,,,,
player,201212160sdg,sdg,FloyMa00,rush_att,0,,,,,
player,201212160sdg,sdg,FloyMa00,rush_yds,0,,,,,
player,201212160sdg,sdg,FloyMa00,rush_td,0,,,,,
player,201212160sdg,sdg,FloyMa00,rush_long,0,,,,,
player,201212160sdg,sdg,FloyMa00,targets,2,,,,,
player,201212160sdg,sdg,FloyMa00,rec,2,,,,,
player,201212160sdg,sdg,FloyMa00,rec_yds,39,,,,,
player,201212160sdg,sdg,FloyMa00,rec_td,0,,,,,
player,201212160sdg,sdg,FloyMa00,rec_long,30,,,,,
player,201212160sdg,sdg,FloyMa00,fumbles,0,,,,,
player,201212160sdg,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201212160sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201212160sdg,sdg,GateAn00,pass_att,0,,,,,
player,201212160sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201212160sdg,sdg,GateAn00,pass_td,0,,,,,
player,201212160sdg,sdg,GateAn00,pass_int,0,,,,,
player,201212160sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201212160sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201212160sdg,sdg,GateAn00,pass_long,0,,,,,
player,201212160sdg,sdg,GateAn00,pass_rating,,,,,,
player,201212160sdg,sdg,GateAn00,rush_att,0,,,,,
player,201212160sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201212160sdg,sdg,GateAn00,rush_td,0,,,,,
player,201212160sdg,sdg,GateAn00,rush_long,0,,,,,
player,201212160sdg,sdg,GateAn00,targets,6,,,,,
player,201212160sdg,sdg,GateAn00,rec,4,,,,,
player,201212160sdg,sdg,GateAn00,rec_yds,31,,,,,
player,201212160sdg,sdg,GateAn00,rec_td,1,,,,,
player,201212160sdg,sdg,GateAn00,rec_long,9,,,,,
player,201212160sdg,sdg,GateAn00,fumbles,0,,,,,
player,201212160sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201212160sdg,sdg,RosaDa00,pass_cmp,0,,,,,
player,201212160sdg,sdg,RosaDa00,pass_att,0,,,,,
player,201212160sdg,sdg,RosaDa00,pass_yds,0,,,,,
player,201212160sdg,sdg,RosaDa00,pass_td,0,,,,,
player,201212160sdg,sdg,RosaDa00,pass_int,0,,,,,
player,201212160sdg,sdg,RosaDa00,pass_sacked,0,,,,,
player,201212160sdg,sdg,RosaDa00,pass_sacked_yds,0,,,,,
player,201212160sdg,sdg,RosaDa00,pass_long,0,,,,,
player,201212160sdg,sdg,RosaDa00,pass_rating,,,,,,
player,201212160sdg,sdg,RosaDa00,rush_att,0,,,,,
player,201212160sdg,sdg,RosaDa00,rush_yds,0,,,,,
player,201212160sdg,sdg,RosaDa00,rush_td,0,,,,,
player,201212160sdg,sdg,RosaDa00,rush_long,0,,,,,
player,201212160sdg,sdg,RosaDa00,targets,1,,,,,
player,201212160sdg,sdg,RosaDa00,rec,1,,,,,
player,201212160sdg,sdg,RosaDa00,rec_yds,9,,,,,
player,201212160sdg,sdg,RosaDa00,rec_td,0,,,,,
player,201212160sdg,sdg,RosaDa00,rec_long,9,,,,,
player,201212160sdg,sdg,RosaDa00,fumbles,0,,,,,
player,201212160sdg,sdg,RosaDa00,fumbles_lost,0,,,,,
player,201212160sdg,sdg,SpurMi00,pass_cmp,0,,,,,
player,201212160sdg,sdg,SpurMi00,pass_att,0,,,,,
player,201212160sdg,sdg,SpurMi00,pass_yds,0,,,,,
player,201212160sdg,sdg,SpurMi00,pass_td,0,,,,,
player,201212160sdg,sdg,SpurMi00,pass_int,0,,,,,
player,201212160sdg,sdg,SpurMi00,pass_sacked,0,,,,,
player,201212160sdg,sdg,SpurMi00,pass_sacked_yds,0,,,,,
player,201212160sdg,sdg,SpurMi00,pass_long,0,,,,,
player,201212160sdg,sdg,SpurMi00,pass_rating,,,,,,
player,201212160sdg,sdg,SpurMi00,rush_att,0,,,,,
player,201212160sdg,sdg,SpurMi00,rush_yds,0,,,,,
player,201212160sdg,sdg,SpurMi00,rush_td,0,,,,,
player,201212160sdg,sdg,SpurMi00,rush_long,0,,,,,
player,201212160sdg,sdg,SpurMi00,targets,1,,,,,
player,201212160sdg,sdg,SpurMi00,rec,1,,,,,
player,201212160sdg,sdg,SpurMi00,rec_yds,8,,,,,
player,201212160sdg,sdg,SpurMi00,rec_td,0,,,,,
player,201212160sdg,sdg,SpurMi00,rec_long,8,,,,,
player,201212160sdg,sdg,SpurMi00,fumbles,0,,,,,
player,201212160sdg,sdg,SpurMi00,fumbles_lost,0,,,,,
player,201212160sdg,sdg,AlexDa00,pass_cmp,0,,,,,
player,201212160sdg,sdg,AlexDa00,pass_att,0,,,,,
player,201212160sdg,sdg,AlexDa00,pass_yds,0,,,,,
player,201212160sdg,sdg,AlexDa00,pass_td,0,,,,,
player,201212160sdg,sdg,AlexDa00,pass_int,0,,,,,
player,201212160sdg,sdg,AlexDa00,pass_sacked,0,,,,,
player,201212160sdg,sdg,AlexDa00,pass_sacked_yds,0,,,,,
player,201212160sdg,sdg,AlexDa00,pass_long,0,,,,,
player,201212160sdg,sdg,AlexDa00,pass_rating,,,,,,
player,201212160sdg,sdg,AlexDa00,rush_att,0,,,,,
player,201212160sdg,sdg,AlexDa00,rush_yds,0,,,,,
player,201212160sdg,sdg,AlexDa00,rush_td,0,,,,,
player,201212160sdg,sdg,AlexDa00,rush_long,0,,,,,
player,201212160sdg,sdg,AlexDa00,targets,3,,,,,
player,201212160sdg,sdg,AlexDa00,rec,0,,,,,
player,201212160sdg,sdg,AlexDa00,rec_yds,0,,,,,
player,201212160sdg,sdg,AlexDa00,rec_td,0,,,,,
player,201212160sdg,sdg,AlexDa00,rec_long,0,,,,,
player,201212160sdg,sdg,AlexDa00,fumbles,0,,,,,
player,201212160sdg,sdg,AlexDa00,fumbles_lost,0,,,,,
player,201212160sdg,car,HardGr99,def_int,0,,,,,
player,201212160sdg,car,HardGr99,def_int_yds,0,,,,,
player,201212160sdg,car,HardGr99,def_int_td,0,,,,,
player,201212160sdg,car,HardGr99,def_int_long,0,,,,,
player,201212160sdg,car,HardGr99,pass_defended,0,,,,,
player,201212160sdg,car,HardGr99,sacks,2.0,,,,,
player,201212160sdg,car,HardGr99,tackles_combined,5,,,,,
player,201212160sdg,car,HardGr99,tackles_solo,5,,,,,
player,201212160sdg,car,HardGr99,tackles_assists,0,,,,,
player,201212160sdg,car,HardGr99,tackles_loss,3,,,,,
player,201212160sdg,car,HardGr99,qb_hits,2,,,,,
player,201212160sdg,car,HardGr99,fumbles_rec,0,,,,,
player,201212160sdg,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201212160sdg,car,HardGr99,fumbles_rec_td,0,,,,,
player,201212160sdg,car,HardGr99,fumbles_forced,1,,,,,
player,201212160sdg,car,JohnCh98,def_int,0,,,,,
player,201212160sdg,car,JohnCh98,def_int_yds,0,,,,,
player,201212160sdg,car,JohnCh98,def_int_td,0,,,,,
player,201212160sdg,car,JohnCh98,def_int_long,0,,,,,
player,201212160sdg,car,JohnCh98,pass_defended,0,,,,,
player,201212160sdg,car,JohnCh98,sacks,2.0,,,,,
player,201212160sdg,car,JohnCh98,tackles_combined,3,,,,,
player,201212160sdg,car,JohnCh98,tackles_solo,3,,,,,
player,201212160sdg,car,JohnCh98,tackles_assists,0,,,,,
player,201212160sdg,car,JohnCh98,tackles_loss,1,,,,,
player,201212160sdg,car,JohnCh98,qb_hits,2,,,,,
player,201212160sdg,car,JohnCh98,fumbles_rec,0,,,,,
player,201212160sdg,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201212160sdg,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201212160sdg,car,JohnCh98,fumbles_forced,1,,,,,
player,201212160sdg,car,AddiMa00,def_int,0,,,,,
player,201212160sdg,car,AddiMa00,def_int_yds,0,,,,,
player,201212160sdg,car,AddiMa00,def_int_td,0,,,,,
player,201212160sdg,car,AddiMa00,def_int_long,0,,,,,
player,201212160sdg,car,AddiMa00,pass_defended,0,,,,,
player,201212160sdg,car,AddiMa00,sacks,1.0,,,,,
player,201212160sdg,car,AddiMa00,tackles_combined,1,,,,,
player,201212160sdg,car,AddiMa00,tackles_solo,1,,,,,
player,201212160sdg,car,AddiMa00,tackles_assists,0,,,,,
player,201212160sdg,car,AddiMa00,tackles_loss,0,,,,,
player,201212160sdg,car,AddiMa00,qb_hits,1,,,,,
player,201212160sdg,car,AddiMa00,fumbles_rec,0,,,,,
player,201212160sdg,car,AddiMa00,fumbles_rec_yds,0,,,,,
player,201212160sdg,car,AddiMa00,fumbles_rec_td,0,,,,,
player,201212160sdg,car,AddiMa00,fumbles_forced,1,,,,,
player,201212160sdg,car,DaviTh20,def_int,0,,,,,
player,201212160sdg,car,DaviTh20,def_int_yds,0,,,,,
player,201212160sdg,car,DaviTh20,def_int_td,0,,,,,
player,201212160sdg,car,DaviTh20,def_int_long,0,,,,,
player,201212160sdg,car,DaviTh20,pass_defended,0,,,,,
player,201212160sdg,car,DaviTh20,sacks,0.0,,,,,
player,201212160sdg,car,DaviTh20,tackles_combined,10,,,,,
player,201212160sdg,car,DaviTh20,tackles_solo,9,,,,,
player,201212160sdg,car,DaviTh20,tackles_assists,1,,,,,
player,201212160sdg,car,DaviTh20,tackles_loss,1,,,,,
player,201212160sdg,car,DaviTh20,qb_hits,0,,,,,
player,201212160sdg,car,DaviTh20,fumbles_rec,0,,,,,
player,201212160sdg,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201212160sdg,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201212160sdg,car,DaviTh20,fumbles_forced,0,,,,,
