game,2012,6,20121014,201210140atl,rai,"Oakland Raiders",20,atl,"Atlanta Falcons",23
player,201210140atl,rai,MoorDe02,punt_ret_yds,0,,,,,
player,201210140atl,rai,MoorDe02,punt_ret_yds_per_ret,0.0,,,,,
player,201210140atl,rai,MoorDe02,punt_ret_td,0,,,,,
player,201210140atl,rai,MoorDe02,punt_ret_long,0,,,,,
player,201210140atl,rai,GoodMi00,kick_ret,2,,,,,
player,201210140atl,rai,GoodMi00,kick_ret_yds,25,,,,,
player,201210140atl,rai,GoodMi00,kick_ret_yds_per_ret,12.5,,,,,
player,201210140atl,rai,GoodMi00,kick_ret_td,0,,,,,
player,201210140atl,rai,GoodMi00,kick_ret_long,25,,,,,
player,201210140atl,rai,GoodMi00,punt_ret,0,,,,,
player,201210140atl,rai,GoodMi00,punt_ret_yds,0,,,,,
player,201210140atl,rai,GoodMi00,punt_ret_yds_per_ret,,,,,,
player,201210140atl,rai,GoodMi00,punt_ret_td,0,,,,,
player,201210140atl,rai,GoodMi00,punt_ret_long,0,,,,,
player,201210140atl,atl,RodgJa00,kick_ret,1,,,,,
player,201210140atl,atl,RodgJa00,kick_ret_yds,29,,,,,
player,201210140atl,atl,RodgJa00,kick_ret_yds_per_ret,29.0,,,,,
player,201210140atl,atl,RodgJa00,kick_ret_td,0,,,,,
player,201210140atl,atl,RodgJa00,kick_ret_long,29,,,,,
player,201210140atl,atl,RodgJa00,punt_ret,0,,,,,
player,201210140atl,atl,RodgJa00,punt_ret_yds,0,,,,,
player,201210140atl,atl,RodgJa00,punt_ret_yds_per_ret,,,,,,
player,201210140atl,atl,RodgJa00,punt_ret_td,0,,,,,
player,201210140atl,atl,RodgJa00,punt_ret_long,0,,,,,
player,201210140atl,rai,janikseb01,xpm,2,,,,,
player,201210140atl,rai,janikseb01,xpa,2,,,,,
player,201210140atl,rai,janikseb01,fgm,2,,,,,
player,201210140atl,rai,janikseb01,fga,2,,,,,
player,201210140atl,rai,janikseb01,punt,0,,,,,
player,201210140atl,rai,janikseb01,punt_yds,0,,,,,
player,201210140atl,rai,janikseb01,punt_yds_per_punt,,,,,,
player,201210140atl,rai,janikseb01,punt_long,0,,,,,
player,201210140atl,rai,LechSh20,xpm,,,,,,
player,201210140atl,rai,LechSh20,xpa,,,,,,
player,201210140atl,rai,LechSh20,fgm,,,,,,
player,201210140atl,rai,LechSh20,fga,,,,,,
player,201210140atl,rai,LechSh20,punt,5,,,,,
player,201210140atl,rai,LechSh20,punt_yds,241,,,,,
player,201210140atl,rai,LechSh20,punt_yds_per_punt,48.2,,,,,
player,201210140atl,rai,LechSh20,punt_long,57,,,,,
player,201210140atl,atl,bryanmat01,xpm,2,,,,,
player,201210140atl,atl,bryanmat01,xpa,2,,,,,
player,201210140atl,atl,bryanmat01,fgm,3,,,,,
player,201210140atl,atl,bryanmat01,fga,4,,,,,
player,201210140atl,atl,bryanmat01,punt,0,,,,,
player,201210140atl,atl,bryanmat01,punt_yds,0,,,,,
player,201210140atl,atl,bryanmat01,punt_yds_per_punt,,,,,,
player,201210140atl,atl,bryanmat01,punt_long,0,,,,,
player,201210140atl,atl,BoshMa00,xpm,,,,,,
player,201210140atl,atl,BoshMa00,xpa,,,,,,
player,201210140atl,atl,BoshMa00,fgm,,,,,,
player,201210140atl,atl,BoshMa00,fga,,,,,,
player,201210140atl,atl,BoshMa00,punt,4,,,,,
player,201210140atl,atl,BoshMa00,punt_yds,211,,,,,
player,201210140atl,atl,BoshMa00,punt_yds_per_punt,52.8,,,,,
player,201210140atl,atl,BoshMa00,punt_long,57,,,,,
player,201210140atl,atl,ReynGa20,pos,G,,,,,
player,201210140atl,atl,ReynGa20,offense,55,,,,,
player,201210140atl,atl,ReynGa20,off_pct,100%,,,,,
player,201210140atl,atl,ReynGa20,defense,0,,,,,
player,201210140atl,atl,ReynGa20,def_pct,0%,,,,,
player,201210140atl,atl,ReynGa20,special_teams,6,,,,,
player,201210140atl,atl,ReynGa20,st_pct,20%,,,,,
player,201210140atl,atl,BakeSa21,pos,T,,,,,
player,201210140atl,atl,BakeSa21,offense,55,,,,,
player,201210140atl,atl,BakeSa21,off_pct,100%,,,,,
player,201210140atl,atl,BakeSa21,defense,0,,,,,
player,201210140atl,atl,BakeSa21,def_pct,0%,,,,,
player,201210140atl,atl,BakeSa21,special_teams,6,,,,,
player,201210140atl,atl,BakeSa21,st_pct,20%,,,,,
player,201210140atl,atl,BlalJu20,pos,G,,,,,
player,201210140atl,atl,BlalJu20,offense,55,,,,,
player,201210140atl,atl,BlalJu20,off_pct,100%,,,,,
player,201210140atl,atl,BlalJu20,defense,0,,,,,
player,201210140atl,atl,BlalJu20,def_pct,0%,,,,,
player,201210140atl,atl,BlalJu20,special_teams,6,,,,,
player,201210140atl,atl,BlalJu20,st_pct,20%,,,,,
player,201210140atl,atl,ClabTy20,pos,T,,,,,
player,201210140atl,atl,ClabTy20,offense,55,,,,,
player,201210140atl,atl,ClabTy20,off_pct,100%,,,,,
player,201210140atl,atl,ClabTy20,defense,0,,,,,
player,201210140atl,atl,ClabTy20,def_pct,0%,,,,,
player,201210140atl,atl,ClabTy20,special_teams,6,,,,,
player,201210140atl,atl,ClabTy20,st_pct,20%,,,,,
player,201210140atl,atl,RyanMa00,pos,QB,,,,,
player,201210140atl,atl,RyanMa00,offense,55,,,,,
player,201210140atl,atl,RyanMa00,off_pct,100%,,,,,
player,201210140atl,atl,RyanMa00,defense,0,,,,,
player,201210140atl,atl,RyanMa00,def_pct,0%,,,,,
player,201210140atl,atl,RyanMa00,special_teams,0,,,,,
player,201210140atl,atl,RyanMa00,st_pct,0%,,,,,
player,201210140atl,atl,McClTo20,pos,C,,,,,
player,201210140atl,atl,McClTo20,offense,55,,,,,
player,201210140atl,atl,McClTo20,off_pct,100%,,,,,
player,201210140atl,atl,McClTo20,defense,0,,,,,
player,201210140atl,atl,McClTo20,def_pct,0%,,,,,
player,201210140atl,atl,McClTo20,special_teams,0,,,,,
player,201210140atl,atl,McClTo20,st_pct,0%,,,,,
player,201210140atl,atl,GonzTo00,pos,TE,,,,,
player,201210140atl,atl,GonzTo00,offense,54,,,,,
player,201210140atl,atl,GonzTo00,off_pct,98%,,,,,
player,201210140atl,atl,GonzTo00,defense,0,,,,,
player,201210140atl,atl,GonzTo00,def_pct,0%,,,,,
player,201210140atl,atl,GonzTo00,special_teams,0,,,,,
player,201210140atl,atl,GonzTo00,st_pct,0%,,,,,
player,201210140atl,atl,WhitRo00,pos,WR,,,,,
player,201210140atl,atl,WhitRo00,offense,53,,,,,
player,201210140atl,atl,WhitRo00,off_pct,96%,,,,,
player,201210140atl,atl,WhitRo00,defense,0,,,,,
player,201210140atl,atl,WhitRo00,def_pct,0%,,,,,
player,201210140atl,atl,WhitRo00,special_teams,0,,,,,
player,201210140atl,atl,WhitRo00,st_pct,0%,,,,,
player,201210140atl,atl,JoneJu02,pos,WR,,,,,
player,201210140atl,atl,JoneJu02,offense,50,,,,,
player,201210140atl,atl,JoneJu02,off_pct,91%,,,,,
player,201210140atl,atl,JoneJu02,defense,0,,,,,
player,201210140atl,atl,JoneJu02,def_pct,0%,,,,,
player,201210140atl,atl,JoneJu02,special_teams,0,,,,,
player,201210140atl,atl,JoneJu02,st_pct,0%,,,,,
player,201210140atl,atl,DougHa00,pos,WR,,,,,
player,201210140atl,atl,DougHa00,offense,37,,,,,
player,201210140atl,atl,DougHa00,off_pct,67%,,,,,
player,201210140atl,atl,DougHa00,defense,0,,,,,
player,201210140atl,atl,DougHa00,def_pct,0%,,,,,
player,201210140atl,atl,DougHa00,special_teams,0,,,,,
player,201210140atl,atl,DougHa00,st_pct,0%,,,,,
player,201210140atl,atl,TurnMi00,pos,RB,,,,,
player,201210140atl,atl,TurnMi00,offense,28,,,,,
player,201210140atl,atl,TurnMi00,off_pct,51%,,,,,
player,201210140atl,atl,TurnMi00,defense,0,,,,,
player,201210140atl,atl,TurnMi00,def_pct,0%,,,,,
player,201210140atl,atl,TurnMi00,special_teams,0,,,,,
player,201210140atl,atl,TurnMi00,st_pct,0%,,,,,
player,201210140atl,atl,RodgJa00,pos,RB,,,,,
player,201210140atl,atl,RodgJa00,offense,21,,,,,
player,201210140atl,atl,RodgJa00,off_pct,38%,,,,,
player,201210140atl,atl,RodgJa00,defense,0,,,,,
player,201210140atl,atl,RodgJa00,def_pct,0%,,,,,
player,201210140atl,atl,RodgJa00,special_teams,5,,,,,
player,201210140atl,atl,RodgJa00,st_pct,17%,,,,,
player,201210140atl,atl,GallTo00,pos,TE,,,,,
player,201210140atl,atl,GallTo00,offense,8,,,,,
player,201210140atl,atl,GallTo00,off_pct,15%,,,,,
player,201210140atl,atl,GallTo00,defense,0,,,,,
player,201210140atl,atl,GallTo00,def_pct,0%,,,,,
player,201210140atl,atl,GallTo00,special_teams,21,,,,,
player,201210140atl,atl,GallTo00,st_pct,70%,,,,,
player,201210140atl,atl,PoliLo00,pos,FB,,,,,
player,201210140atl,atl,PoliLo00,offense,8,,,,,
player,201210140atl,atl,PoliLo00,off_pct,15%,,,,,
player,201210140atl,atl,PoliLo00,defense,0,,,,,
player,201210140atl,atl,PoliLo00,def_pct,0%,,,,,
player,201210140atl,atl,PoliLo00,special_teams,4,,,,,
player,201210140atl,atl,PoliLo00,st_pct,13%,,,,,
player,201210140atl,atl,SnelJa00,pos,RB,,,,,
player,201210140atl,atl,SnelJa00,offense,7,,,,,
player,201210140atl,atl,SnelJa00,off_pct,13%,,,,,
player,201210140atl,atl,SnelJa00,defense,0,,,,,
player,201210140atl,atl,SnelJa00,def_pct,0%,,,,,
player,201210140atl,atl,SnelJa00,special_teams,15,,,,,
player,201210140atl,atl,SnelJa00,st_pct,50%,,,,,
player,201210140atl,atl,JohnMi23,pos,G,,,,,
player,201210140atl,atl,JohnMi23,offense,6,,,,,
player,201210140atl,atl,JohnMi23,off_pct,11%,,,,,
player,201210140atl,atl,JohnMi23,defense,0,,,,,
player,201210140atl,atl,JohnMi23,def_pct,0%,,,,,
player,201210140atl,atl,JohnMi23,special_teams,11,,,,,
player,201210140atl,atl,JohnMi23,st_pct,37%,,,,,
player,201210140atl,atl,DaviDr00,pos,WR,,,,,
player,201210140atl,atl,DaviDr00,offense,1,,,,,
player,201210140atl,atl,DaviDr00,off_pct,2%,,,,,
player,201210140atl,atl,DaviDr00,defense,0,,,,,
player,201210140atl,atl,DaviDr00,def_pct,0%,,,,,
player,201210140atl,atl,DaviDr00,special_teams,20,,,,,
player,201210140atl,atl,DaviDr00,st_pct,67%,,,,,
player,201210140atl,atl,KonzPe00,pos,G,,,,,
player,201210140atl,atl,KonzPe00,offense,1,,,,,
player,201210140atl,atl,KonzPe00,off_pct,2%,,,,,
player,201210140atl,atl,KonzPe00,defense,0,,,,,
player,201210140atl,atl,KonzPe00,def_pct,0%,,,,,
player,201210140atl,atl,KonzPe00,special_teams,11,,,,,
player,201210140atl,atl,KonzPe00,st_pct,37%,,,,,
player,201210140atl,atl,HawlJo20,pos,C,,,,,
player,201210140atl,atl,HawlJo20,offense,1,,,,,
player,201210140atl,atl,HawlJo20,off_pct,2%,,,,,
player,201210140atl,atl,HawlJo20,defense,0,,,,,
player,201210140atl,atl,HawlJo20,def_pct,0%,,,,,
player,201210140atl,atl,HawlJo20,special_teams,0,,,,,
player,201210140atl,atl,HawlJo20,st_pct,0%,,,,,
player,201210140atl,atl,DeCoTh99,pos,FS,,,,,
player,201210140atl,atl,DeCoTh99,offense,0,,,,,
player,201210140atl,atl,DeCoTh99,off_pct,0%,,,,,
player,201210140atl,atl,DeCoTh99,defense,73,,,,,
player,201210140atl,atl,DeCoTh99,def_pct,100%,,,,,
player,201210140atl,atl,DeCoTh99,special_teams,9,,,,,
player,201210140atl,atl,DeCoTh99,st_pct,30%,,,,,
player,201210140atl,atl,DentAk00,pos,LB,,,,,
player,201210140atl,atl,DentAk00,offense,0,,,,,
player,201210140atl,atl,DentAk00,off_pct,0%,,,,,
player,201210140atl,atl,DentAk00,defense,73,,,,,
player,201210140atl,atl,DentAk00,def_pct,100%,,,,,
player,201210140atl,atl,DentAk00,special_teams,8,,,,,
player,201210140atl,atl,DentAk00,st_pct,27%,,,,,
player,201210140atl,atl,WeatSe99,pos,LB,,,,,
player,201210140atl,atl,WeatSe99,offense,0,,,,,
player,201210140atl,atl,WeatSe99,off_pct,0%,,,,,
player,201210140atl,atl,WeatSe99,defense,73,,,,,
player,201210140atl,atl,WeatSe99,def_pct,100%,,,,,
player,201210140atl,atl,WeatSe99,special_teams,4,,,,,
player,201210140atl,atl,WeatSe99,st_pct,13%,,,,,
player,201210140atl,atl,MoorWi99,pos,SS,,,,,
player,201210140atl,atl,MoorWi99,offense,0,,,,,
player,201210140atl,atl,MoorWi99,off_pct,0%,,,,,
player,201210140atl,atl,MoorWi99,defense,73,,,,,
player,201210140atl,atl,MoorWi99,def_pct,100%,,,,,
player,201210140atl,atl,MoorWi99,special_teams,4,,,,,
player,201210140atl,atl,MoorWi99,st_pct,13%,,,,,
player,201210140atl,atl,RobiDu20,pos,CB,,,,,
player,201210140atl,atl,RobiDu20,offense,0,,,,,
player,201210140atl,atl,RobiDu20,off_pct,0%,,,,,
player,201210140atl,atl,RobiDu20,defense,71,,,,,
player,201210140atl,atl,RobiDu20,def_pct,97%,,,,,
player,201210140atl,atl,RobiDu20,special_teams,0,,,,,
player,201210140atl,atl,RobiDu20,st_pct,0%,,,,,
player,201210140atl,atl,BabiJo20,pos,DT,,,,,
player,201210140atl,atl,BabiJo20,offense,0,,,,,
player,201210140atl,atl,BabiJo20,off_pct,0%,,,,,
player,201210140atl,atl,BabiJo20,defense,69,,,,,
player,201210140atl,atl,BabiJo20,def_pct,95%,,,,,
player,201210140atl,atl,BabiJo20,special_teams,4,,,,,
player,201210140atl,atl,BabiJo20,st_pct,13%,,,,,
player,201210140atl,atl,SamuAs20,pos,CB,,,,,
player,201210140atl,atl,SamuAs20,offense,0,,,,,
player,201210140atl,atl,SamuAs20,off_pct,0%,,,,,
player,201210140atl,atl,SamuAs20,defense,67,,,,,
player,201210140atl,atl,SamuAs20,def_pct,92%,,,,,
player,201210140atl,atl,SamuAs20,special_teams,0,,,,,
player,201210140atl,atl,SamuAs20,st_pct,0%,,,,,
player,201210140atl,atl,JerrPe99,pos,DT,,,,,
player,201210140atl,atl,JerrPe99,offense,0,,,,,
player,201210140atl,atl,JerrPe99,off_pct,0%,,,,,
player,201210140atl,atl,JerrPe99,defense,51,,,,,
player,201210140atl,atl,JerrPe99,def_pct,70%,,,,,
player,201210140atl,atl,JerrPe99,special_teams,4,,,,,
player,201210140atl,atl,JerrPe99,st_pct,13%,,,,,
player,201210140atl,atl,AbraJo00,pos,DE,,,,,
player,201210140atl,atl,AbraJo00,offense,0,,,,,
player,201210140atl,atl,AbraJo00,off_pct,0%,,,,,
player,201210140atl,atl,AbraJo00,defense,50,,,,,
player,201210140atl,atl,AbraJo00,def_pct,68%,,,,,
player,201210140atl,atl,AbraJo00,special_teams,0,,,,,
player,201210140atl,atl,AbraJo00,st_pct,0%,,,,,
player,201210140atl,atl,BierKr99,pos,DE,,,,,
player,201210140atl,atl,BierKr99,offense,0,,,,,
player,201210140atl,atl,BierKr99,off_pct,0%,,,,,
player,201210140atl,atl,BierKr99,defense,49,,,,,
player,201210140atl,atl,BierKr99,def_pct,67%,,,,,
player,201210140atl,atl,BierKr99,special_teams,20,,,,,
player,201210140atl,atl,BierKr99,st_pct,67%,,,,,
player,201210140atl,atl,EdwaRa21,pos,DE,,,,,
player,201210140atl,atl,EdwaRa21,offense,0,,,,,
player,201210140atl,atl,EdwaRa21,off_pct,0%,,,,,
player,201210140atl,atl,EdwaRa21,defense,45,,,,,
player,201210140atl,atl,EdwaRa21,def_pct,62%,,,,,
player,201210140atl,atl,EdwaRa21,special_teams,4,,,,,
player,201210140atl,atl,EdwaRa21,st_pct,13%,,,,,
player,201210140atl,atl,PeteMi20,pos,LB,,,,,
player,201210140atl,atl,PeteMi20,offense,0,,,,,
player,201210140atl,atl,PeteMi20,off_pct,0%,,,,,
player,201210140atl,atl,PeteMi20,defense,36,,,,,
player,201210140atl,atl,PeteMi20,def_pct,49%,,,,,
player,201210140atl,atl,PeteMi20,special_teams,8,,,,,
player,201210140atl,atl,PeteMi20,st_pct,27%,,,,,
player,201210140atl,atl,WalkVa99,pos,DT,,,,,
player,201210140atl,atl,WalkVa99,offense,0,,,,,
player,201210140atl,atl,WalkVa99,off_pct,0%,,,,,
player,201210140atl,atl,WalkVa99,defense,34,,,,,
player,201210140atl,atl,WalkVa99,def_pct,47%,,,,,
player,201210140atl,atl,WalkVa99,special_teams,5,,,,,
player,201210140atl,atl,WalkVa99,st_pct,17%,,,,,
player,201210140atl,atl,McClRo98,pos,CB,,,,,
player,201210140atl,atl,McClRo98,offense,0,,,,,
player,201210140atl,atl,McClRo98,off_pct,0%,,,,,
player,201210140atl,atl,McClRo98,defense,31,,,,,
player,201210140atl,atl,McClRo98,def_pct,42%,,,,,
player,201210140atl,atl,McClRo98,special_teams,20,,,,,
player,201210140atl,atl,McClRo98,st_pct,67%,,,,,
player,201210140atl,atl,OwenCh99,pos,CB,,,,,
player,201210140atl,atl,OwenCh99,offense,0,,,,,
player,201210140atl,atl,OwenCh99,off_pct,0%,,,,,
player,201210140atl,atl,OwenCh99,defense,4,,,,,
player,201210140atl,atl,OwenCh99,def_pct,5%,,,,,
player,201210140atl,atl,OwenCh99,special_teams,19,,,,,
player,201210140atl,atl,OwenCh99,st_pct,63%,,,,,
player,201210140atl,atl,HopeCh21,pos,SS,,,,,
player,201210140atl,atl,HopeCh21,offense,0,,,,,
player,201210140atl,atl,HopeCh21,off_pct,0%,,,,,
player,201210140atl,atl,HopeCh21,defense,2,,,,,
player,201210140atl,atl,HopeCh21,def_pct,3%,,,,,
player,201210140atl,atl,HopeCh21,special_teams,11,,,,,
player,201210140atl,atl,HopeCh21,st_pct,37%,,,,,
player,201210140atl,atl,RobeTr00,pos,DT,,,,,
player,201210140atl,atl,RobeTr00,offense,0,,,,,
player,201210140atl,atl,RobeTr00,off_pct,0%,,,,,
player,201210140atl,atl,RobeTr00,defense,2,,,,,
player,201210140atl,atl,RobeTr00,def_pct,3%,,,,,
player,201210140atl,atl,RobeTr00,special_teams,0,,,,,
player,201210140atl,atl,RobeTr00,st_pct,0%,,,,,
player,201210140atl,atl,JameRo99,pos,LB,,,,,
player,201210140atl,atl,JameRo99,offense,0,,,,,
player,201210140atl,atl,JameRo99,off_pct,0%,,,,,
player,201210140atl,atl,JameRo99,defense,0,,,,,
player,201210140atl,atl,JameRo99,def_pct,0%,,,,,
player,201210140atl,atl,JameRo99,special_teams,16,,,,,
player,201210140atl,atl,JameRo99,st_pct,53%,,,,,
player,201210140atl,atl,MitcCh01,pos,FS,,,,,
player,201210140atl,atl,MitcCh01,offense,0,,,,,
player,201210140atl,atl,MitcCh01,off_pct,0%,,,,,
player,201210140atl,atl,MitcCh01,defense,0,,,,,
player,201210140atl,atl,MitcCh01,def_pct,0%,,,,,
player,201210140atl,atl,MitcCh01,special_teams,16,,,,,
player,201210140atl,atl,MitcCh01,st_pct,53%,,,,,
player,201210140atl,atl,BoshMa00,pos,P,,,,,
player,201210140atl,atl,BoshMa00,offense,0,,,,,
player,201210140atl,atl,BoshMa00,off_pct,0%,,,,,
player,201210140atl,atl,BoshMa00,defense,0,,,,,
player,201210140atl,atl,BoshMa00,def_pct,0%,,,,,
player,201210140atl,atl,BoshMa00,special_teams,16,,,,,
player,201210140atl,atl,BoshMa00,st_pct,53%,,,,,
player,201210140atl,atl,ConeKe00,pos,WR,,,,,
player,201210140atl,atl,ConeKe00,offense,0,,,,,
player,201210140atl,atl,ConeKe00,off_pct,0%,,,,,
player,201210140atl,atl,ConeKe00,defense,0,,,,,
player,201210140atl,atl,ConeKe00,def_pct,0%,,,,,
player,201210140atl,atl,ConeKe00,special_teams,16,,,,,
player,201210140atl,atl,ConeKe00,st_pct,53%,,,,,
player,201210140atl,atl,HarrJo02,pos,LS,,,,,
player,201210140atl,atl,HarrJo02,offense,0,,,,,
player,201210140atl,atl,HarrJo02,off_pct,0%,,,,,
player,201210140atl,atl,HarrJo02,defense,0,,,,,
player,201210140atl,atl,HarrJo02,def_pct,0%,,,,,
player,201210140atl,atl,HarrJo02,special_teams,10,,,,,
player,201210140atl,atl,HarrJo02,st_pct,33%,,,,,
player,201210140atl,atl,NichSt99,pos,LB,,,,,
player,201210140atl,atl,NichSt99,offense,0,,,,,
player,201210140atl,atl,NichSt99,off_pct,0%,,,,,
player,201210140atl,atl,NichSt99,defense,0,,,,,
player,201210140atl,atl,NichSt99,def_pct,0%,,,,,
player,201210140atl,atl,NichSt99,special_teams,9,,,,,
player,201210140atl,atl,NichSt99,st_pct,30%,,,,,
player,201210140atl,atl,bryanmat01,pos,K,,,,,
player,201210140atl,atl,bryanmat01,offense,0,,,,,
player,201210140atl,atl,bryanmat01,off_pct,0%,,,,,
player,201210140atl,atl,bryanmat01,defense,0,,,,,
player,201210140atl,atl,bryanmat01,def_pct,0%,,,,,
player,201210140atl,atl,bryanmat01,special_teams,6,,,,,
player,201210140atl,atl,bryanmat01,st_pct,20%,,,,,
player,201210140atl,atl,FranDo99,pos,CB,,,,,
player,201210140atl,atl,FranDo99,offense,0,,,,,
player,201210140atl,atl,FranDo99,off_pct,0%,,,,,
player,201210140atl,atl,FranDo99,defense,0,,,,,
player,201210140atl,atl,FranDo99,def_pct,0%,,,,,
player,201210140atl,atl,FranDo99,special_teams,5,,,,,
player,201210140atl,atl,FranDo99,st_pct,17%,,,,,
player,201210140atl,atl,SidbLa99,pos,DE,,,,,
player,201210140atl,atl,SidbLa99,offense,0,,,,,
player,201210140atl,atl,SidbLa99,off_pct,0%,,,,,
player,201210140atl,atl,SidbLa99,defense,0,,,,,
player,201210140atl,atl,SidbLa99,def_pct,0%,,,,,
player,201210140atl,atl,SidbLa99,special_teams,5,,,,,
player,201210140atl,atl,SidbLa99,st_pct,17%,,,,,
player,201210140atl,rai,MyerBr00,pos,TE,,,,,
player,201210140atl,rai,MyerBr00,offense,73,,,,,
player,201210140atl,rai,MyerBr00,off_pct,100%,,,,,
player,201210140atl,rai,MyerBr00,defense,0,,,,,
player,201210140atl,rai,MyerBr00,def_pct,0%,,,,,
player,201210140atl,rai,MyerBr00,special_teams,10,,,,,
player,201210140atl,rai,MyerBr00,st_pct,33%,,,,,
player,201210140atl,rai,CarlCo20,pos,G,,,,,
player,201210140atl,rai,CarlCo20,offense,73,,,,,
player,201210140atl,rai,CarlCo20,off_pct,100%,,,,,
player,201210140atl,rai,CarlCo20,defense,0,,,,,
player,201210140atl,rai,CarlCo20,def_pct,0%,,,,,
player,201210140atl,rai,CarlCo20,special_teams,4,,,,,
player,201210140atl,rai,CarlCo20,st_pct,13%,,,,,
player,201210140atl,rai,SmitWi00,pos,T,,,,,
player,201210140atl,rai,SmitWi00,offense,73,,,,,
player,201210140atl,rai,SmitWi00,off_pct,100%,,,,,
player,201210140atl,rai,SmitWi00,defense,0,,,,,
player,201210140atl,rai,SmitWi00,def_pct,0%,,,,,
player,201210140atl,rai,SmitWi00,special_teams,4,,,,,
player,201210140atl,rai,SmitWi00,st_pct,13%,,,,,
player,201210140atl,rai,VeldJa20,pos,T,,,,,
player,201210140atl,rai,VeldJa20,offense,73,,,,,
player,201210140atl,rai,VeldJa20,off_pct,100%,,,,,
player,201210140atl,rai,VeldJa20,defense,0,,,,,
player,201210140atl,rai,VeldJa20,def_pct,0%,,,,,
player,201210140atl,rai,VeldJa20,special_teams,4,,,,,
player,201210140atl,rai,VeldJa20,st_pct,13%,,,,,
player,201210140atl,rai,WisnSt01,pos,C,,,,,
player,201210140atl,rai,WisnSt01,offense,73,,,,,
player,201210140atl,rai,WisnSt01,off_pct,100%,,,,,
player,201210140atl,rai,WisnSt01,defense,0,,,,,
player,201210140atl,rai,WisnSt01,def_pct,0%,,,,,
player,201210140atl,rai,WisnSt01,special_teams,4,,,,,
player,201210140atl,rai,WisnSt01,st_pct,13%,,,,,
player,201210140atl,rai,PalmCa00,pos,QB,,,,,
player,201210140atl,rai,PalmCa00,offense,73,,,,,
player,201210140atl,rai,PalmCa00,off_pct,100%,,,,,
player,201210140atl,rai,PalmCa00,defense,0,,,,,
player,201210140atl,rai,PalmCa00,def_pct,0%,,,,,
player,201210140atl,rai,PalmCa00,special_teams,0,,,,,
player,201210140atl,rai,PalmCa00,st_pct,0%,,,,,
player,201210140atl,rai,McFaDa00,pos,RB,,,,,
player,201210140atl,rai,McFaDa00,offense,61,,,,,
player,201210140atl,rai,McFaDa00,off_pct,84%,,,,,
player,201210140atl,rai,McFaDa00,defense,0,,,,,
player,201210140atl,rai,McFaDa00,def_pct,0%,,,,,
player,201210140atl,rai,McFaDa00,special_teams,0,,,,,
player,201210140atl,rai,McFaDa00,st_pct,0%,,,,,
player,201210140atl,rai,HeywDa00,pos,WR,,,,,
player,201210140atl,rai,HeywDa00,offense,50,,,,,
player,201210140atl,rai,HeywDa00,off_pct,68%,,,,,
player,201210140atl,rai,HeywDa00,defense,0,,,,,
player,201210140atl,rai,HeywDa00,def_pct,0%,,,,,
player,201210140atl,rai,HeywDa00,special_teams,0,,,,,
player,201210140atl,rai,HeywDa00,st_pct,0%,,,,,
player,201210140atl,rai,ParsAl00,pos,C,,,,,
player,201210140atl,rai,ParsAl00,offense,48,,,,,
player,201210140atl,rai,ParsAl00,off_pct,66%,,,,,
player,201210140atl,rai,ParsAl00,defense,0,,,,,
player,201210140atl,rai,ParsAl00,def_pct,0%,,,,,
player,201210140atl,rai,ParsAl00,special_teams,4,,,,,
player,201210140atl,rai,ParsAl00,st_pct,13%,,,,,
player,201210140atl,rai,MoorDe02,pos,WR,,,,,
player,201210140atl,rai,MoorDe02,offense,48,,,,,
player,201210140atl,rai,MoorDe02,off_pct,66%,,,,,
player,201210140atl,rai,MoorDe02,defense,0,,,,,
player,201210140atl,rai,MoorDe02,def_pct,0%,,,,,
player,201210140atl,rai,MoorDe02,special_teams,1,,,,,
player,201210140atl,rai,MoorDe02,st_pct,3%,,,,,
player,201210140atl,rai,ReecMa00,pos,FB,,,,,
player,201210140atl,rai,ReecMa00,offense,39,,,,,
player,201210140atl,rai,ReecMa00,off_pct,53%,,,,,
player,201210140atl,rai,ReecMa00,defense,0,,,,,
player,201210140atl,rai,ReecMa00,def_pct,0%,,,,,
player,201210140atl,rai,ReecMa00,special_teams,11,,,,,
player,201210140atl,rai,ReecMa00,st_pct,37%,,,,,
player,201210140atl,rai,StreRo00,pos,WR,,,,,
player,201210140atl,rai,StreRo00,offense,33,,,,,
player,201210140atl,rai,StreRo00,off_pct,45%,,,,,
player,201210140atl,rai,StreRo00,defense,0,,,,,
player,201210140atl,rai,StreRo00,def_pct,0%,,,,,
player,201210140atl,rai,StreRo00,special_teams,0,,,,,
player,201210140atl,rai,StreRo00,st_pct,0%,,,,,
player,201210140atl,rai,BrisMi20,pos,G,,,,,
player,201210140atl,rai,BrisMi20,offense,25,,,,,
player,201210140atl,rai,BrisMi20,off_pct,34%,,,,,
player,201210140atl,rai,BrisMi20,defense,0,,,,,
player,201210140atl,rai,BrisMi20,def_pct,0%,,,,,
player,201210140atl,rai,BrisMi20,special_teams,1,,,,,
player,201210140atl,rai,BrisMi20,st_pct,3%,,,,,
player,201210140atl,rai,HagaDe00,pos,WR,,,,,
player,201210140atl,rai,HagaDe00,offense,22,,,,,
player,201210140atl,rai,HagaDe00,off_pct,30%,,,,,
player,201210140atl,rai,HagaDe00,defense,0,,,,,
player,201210140atl,rai,HagaDe00,def_pct,0%,,,,,
player,201210140atl,rai,HagaDe00,special_teams,0,,,,,
