game,2012,9,20121104,201211040oti,chi,"Chicago Bears",51,oti,"Tennessee Titans",20
player,201211040oti,oti,ThomTa00,rush_td,0,,,,,
player,201211040oti,oti,ThomTa00,rush_long,0,,,,,
player,201211040oti,oti,ThomTa00,targets,1,,,,,
player,201211040oti,oti,ThomTa00,rec,1,,,,,
player,201211040oti,oti,ThomTa00,rec_yds,7,,,,,
player,201211040oti,oti,ThomTa00,rec_td,0,,,,,
player,201211040oti,oti,ThomTa00,rec_long,7,,,,,
player,201211040oti,oti,ThomTa00,fumbles,0,,,,,
player,201211040oti,oti,ThomTa00,fumbles_lost,0,,,,,
player,201211040oti,oti,CookJa02,pass_cmp,0,,,,,
player,201211040oti,oti,CookJa02,pass_att,0,,,,,
player,201211040oti,oti,CookJa02,pass_yds,0,,,,,
player,201211040oti,oti,CookJa02,pass_td,0,,,,,
player,201211040oti,oti,CookJa02,pass_int,0,,,,,
player,201211040oti,oti,CookJa02,pass_sacked,0,,,,,
player,201211040oti,oti,CookJa02,pass_sacked_yds,0,,,,,
player,201211040oti,oti,CookJa02,pass_long,0,,,,,
player,201211040oti,oti,CookJa02,pass_rating,,,,,,
player,201211040oti,oti,CookJa02,rush_att,0,,,,,
player,201211040oti,oti,CookJa02,rush_yds,0,,,,,
player,201211040oti,oti,CookJa02,rush_td,0,,,,,
player,201211040oti,oti,CookJa02,rush_long,0,,,,,
player,201211040oti,oti,CookJa02,targets,5,,,,,
player,201211040oti,oti,CookJa02,rec,2,,,,,
player,201211040oti,oti,CookJa02,rec_yds,6,,,,,
player,201211040oti,oti,CookJa02,rec_td,0,,,,,
player,201211040oti,oti,CookJa02,rec_long,7,,,,,
player,201211040oti,oti,CookJa02,fumbles,1,,,,,
player,201211040oti,oti,CookJa02,fumbles_lost,1,,,,,
player,201211040oti,chi,UrlaBr00,def_int,1,,,,,
player,201211040oti,chi,UrlaBr00,def_int_yds,46,,,,,
player,201211040oti,chi,UrlaBr00,def_int_td,1,,,,,
player,201211040oti,chi,UrlaBr00,def_int_long,46,,,,,
player,201211040oti,chi,UrlaBr00,pass_defended,1,,,,,
player,201211040oti,chi,UrlaBr00,sacks,0.0,,,,,
player,201211040oti,chi,UrlaBr00,tackles_combined,7,,,,,
player,201211040oti,chi,UrlaBr00,tackles_solo,5,,,,,
player,201211040oti,chi,UrlaBr00,tackles_assists,2,,,,,
player,201211040oti,chi,UrlaBr00,tackles_loss,0,,,,,
player,201211040oti,chi,UrlaBr00,qb_hits,0,,,,,
player,201211040oti,chi,UrlaBr00,fumbles_rec,1,,,,,
player,201211040oti,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201211040oti,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201211040oti,chi,UrlaBr00,fumbles_forced,1,,,,,
player,201211040oti,chi,WootCo99,def_int,0,,,,,
player,201211040oti,chi,WootCo99,def_int_yds,0,,,,,
player,201211040oti,chi,WootCo99,def_int_td,0,,,,,
player,201211040oti,chi,WootCo99,def_int_long,0,,,,,
player,201211040oti,chi,WootCo99,pass_defended,0,,,,,
player,201211040oti,chi,WootCo99,sacks,1.0,,,,,
player,201211040oti,chi,WootCo99,tackles_combined,1,,,,,
player,201211040oti,chi,WootCo99,tackles_solo,1,,,,,
player,201211040oti,chi,WootCo99,tackles_assists,0,,,,,
player,201211040oti,chi,WootCo99,tackles_loss,1,,,,,
player,201211040oti,chi,WootCo99,qb_hits,1,,,,,
player,201211040oti,chi,WootCo99,fumbles_rec,0,,,,,
player,201211040oti,chi,WootCo99,fumbles_rec_yds,0,,,,,
player,201211040oti,chi,WootCo99,fumbles_rec_td,0,,,,,
player,201211040oti,chi,WootCo99,fumbles_forced,0,,,,,
player,201211040oti,chi,IdonIs20,def_int,0,,,,,
player,201211040oti,chi,IdonIs20,def_int_yds,0,,,,,
player,201211040oti,chi,IdonIs20,def_int_td,0,,,,,
player,201211040oti,chi,IdonIs20,def_int_long,0,,,,,
player,201211040oti,chi,IdonIs20,pass_defended,0,,,,,
player,201211040oti,chi,IdonIs20,sacks,0.5,,,,,
