game,2012,1,20120909,201209090chi,clt,"Indianapolis Colts",21,chi,"Chicago Bears",41
player,201209090chi,clt,BrowDo00,rush_att,9,,,,,
player,201209090chi,clt,BrowDo00,rush_yds,48,,,,,
player,201209090chi,clt,BrowDo00,rush_td,1,,,,,
player,201209090chi,clt,BrowDo00,rush_long,18,,,,,
player,201209090chi,clt,BrowDo00,targets,2,,,,,
player,201209090chi,clt,BrowDo00,rec,0,,,,,
player,201209090chi,clt,BrowDo00,rec_yds,0,,,,,
player,201209090chi,clt,BrowDo00,rec_td,0,,,,,
player,201209090chi,clt,BrowDo00,rec_long,0,,,,,
player,201209090chi,clt,BrowDo00,fumbles,0,,,,,
player,201209090chi,clt,BrowDo00,fumbles_lost,0,,,,,
player,201209090chi,clt,BallVi00,pass_cmp,0,,,,,
player,201209090chi,clt,BallVi00,pass_att,0,,,,,
player,201209090chi,clt,BallVi00,pass_yds,0,,,,,
player,201209090chi,clt,BallVi00,pass_td,0,,,,,
player,201209090chi,clt,BallVi00,pass_int,0,,,,,
player,201209090chi,clt,BallVi00,pass_sacked,0,,,,,
player,201209090chi,clt,BallVi00,pass_sacked_yds,0,,,,,
player,201209090chi,clt,BallVi00,pass_long,0,,,,,
player,201209090chi,clt,BallVi00,pass_rating,,,,,,
player,201209090chi,clt,BallVi00,rush_att,4,,,,,
player,201209090chi,clt,BallVi00,rush_yds,6,,,,,
player,201209090chi,clt,BallVi00,rush_td,0,,,,,
player,201209090chi,clt,BallVi00,rush_long,3,,,,,
player,201209090chi,clt,BallVi00,targets,0,,,,,
player,201209090chi,clt,BallVi00,rec,0,,,,,
player,201209090chi,clt,BallVi00,rec_yds,0,,,,,
player,201209090chi,clt,BallVi00,rec_td,0,,,,,
player,201209090chi,clt,BallVi00,rec_long,0,,,,,
player,201209090chi,clt,BallVi00,fumbles,0,,,,,
player,201209090chi,clt,BallVi00,fumbles_lost,0,,,,,
player,201209090chi,clt,WaynRe00,pass_cmp,0,,,,,
player,201209090chi,clt,WaynRe00,pass_att,0,,,,,
player,201209090chi,clt,WaynRe00,pass_yds,0,,,,,
player,201209090chi,clt,WaynRe00,pass_td,0,,,,,
player,201209090chi,clt,WaynRe00,pass_int,0,,,,,
player,201209090chi,clt,WaynRe00,pass_sacked,0,,,,,
player,201209090chi,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201209090chi,clt,WaynRe00,pass_long,0,,,,,
player,201209090chi,clt,WaynRe00,pass_rating,,,,,,
player,201209090chi,clt,WaynRe00,rush_att,0,,,,,
player,201209090chi,clt,WaynRe00,rush_yds,0,,,,,
player,201209090chi,clt,WaynRe00,rush_td,0,,,,,
player,201209090chi,clt,WaynRe00,rush_long,0,,,,,
player,201209090chi,clt,WaynRe00,targets,18,,,,,
player,201209090chi,clt,WaynRe00,rec,9,,,,,
player,201209090chi,clt,WaynRe00,rec_yds,135,,,,,
player,201209090chi,clt,WaynRe00,rec_td,0,,,,,
player,201209090chi,clt,WaynRe00,rec_long,23,,,,,
player,201209090chi,clt,WaynRe00,fumbles,0,,,,,
player,201209090chi,clt,WaynRe00,fumbles_lost,0,,,,,
player,201209090chi,clt,FleeCo00,pass_cmp,0,,,,,
player,201209090chi,clt,FleeCo00,pass_att,0,,,,,
player,201209090chi,clt,FleeCo00,pass_yds,0,,,,,
player,201209090chi,clt,FleeCo00,pass_td,0,,,,,
player,201209090chi,clt,FleeCo00,pass_int,0,,,,,
player,201209090chi,clt,FleeCo00,pass_sacked,0,,,,,
player,201209090chi,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201209090chi,clt,FleeCo00,pass_long,0,,,,,
player,201209090chi,clt,FleeCo00,pass_rating,,,,,,
player,201209090chi,clt,FleeCo00,rush_att,0,,,,,
player,201209090chi,clt,FleeCo00,rush_yds,0,,,,,
player,201209090chi,clt,FleeCo00,rush_td,0,,,,,
player,201209090chi,clt,FleeCo00,rush_long,0,,,,,
player,201209090chi,clt,FleeCo00,targets,10,,,,,
player,201209090chi,clt,FleeCo00,rec,6,,,,,
player,201209090chi,clt,FleeCo00,rec_yds,82,,,,,
player,201209090chi,clt,FleeCo00,rec_td,0,,,,,
player,201209090chi,clt,FleeCo00,rec_long,24,,,,,
player,201209090chi,clt,FleeCo00,fumbles,0,,,,,
player,201209090chi,clt,FleeCo00,fumbles_lost,0,,,,,
player,201209090chi,clt,AverDo00,pass_cmp,0,,,,,
player,201209090chi,clt,AverDo00,pass_att,0,,,,,
player,201209090chi,clt,AverDo00,pass_yds,0,,,,,
player,201209090chi,clt,AverDo00,pass_td,0,,,,,
player,201209090chi,clt,AverDo00,pass_int,0,,,,,
player,201209090chi,clt,AverDo00,pass_sacked,0,,,,,
player,201209090chi,clt,AverDo00,pass_sacked_yds,0,,,,,
player,201209090chi,clt,AverDo00,pass_long,0,,,,,
player,201209090chi,clt,AverDo00,pass_rating,,,,,,
player,201209090chi,clt,AverDo00,rush_att,0,,,,,
player,201209090chi,clt,AverDo00,rush_yds,0,,,,,
player,201209090chi,clt,AverDo00,rush_td,0,,,,,
player,201209090chi,clt,AverDo00,rush_long,0,,,,,
player,201209090chi,clt,AverDo00,targets,8,,,,,
player,201209090chi,clt,AverDo00,rec,3,,,,,
player,201209090chi,clt,AverDo00,rec_yds,37,,,,,
player,201209090chi,clt,AverDo00,rec_td,1,,,,,
player,201209090chi,clt,AverDo00,rec_long,26,,,,,
player,201209090chi,clt,AverDo00,fumbles,0,,,,,
player,201209090chi,clt,AverDo00,fumbles_lost,0,,,,,
player,201209090chi,clt,AdamKr00,pass_cmp,0,,,,,
player,201209090chi,clt,AdamKr00,pass_att,0,,,,,
player,201209090chi,clt,AdamKr00,pass_yds,0,,,,,
player,201209090chi,clt,AdamKr00,pass_td,0,,,,,
player,201209090chi,clt,AdamKr00,pass_int,0,,,,,
player,201209090chi,clt,AdamKr00,pass_sacked,0,,,,,
player,201209090chi,clt,AdamKr00,pass_sacked_yds,0,,,,,
player,201209090chi,clt,AdamKr00,pass_long,0,,,,,
player,201209090chi,clt,AdamKr00,pass_rating,,,,,,
player,201209090chi,clt,AdamKr00,rush_att,0,,,,,
player,201209090chi,clt,AdamKr00,rush_yds,0,,,,,
player,201209090chi,clt,AdamKr00,rush_td,0,,,,,
player,201209090chi,clt,AdamKr00,rush_long,0,,,,,
player,201209090chi,clt,AdamKr00,targets,4,,,,,
player,201209090chi,clt,AdamKr00,rec,2,,,,,
player,201209090chi,clt,AdamKr00,rec_yds,26,,,,,
player,201209090chi,clt,AdamKr00,rec_td,0,,,,,
player,201209090chi,clt,AdamKr00,rec_long,13,,,,,
player,201209090chi,clt,AdamKr00,fumbles,0,,,,,
player,201209090chi,clt,AdamKr00,fumbles_lost,0,,,,,
player,201209090chi,clt,MoorMe00,pass_cmp,0,,,,,
player,201209090chi,clt,MoorMe00,pass_att,0,,,,,
player,201209090chi,clt,MoorMe00,pass_yds,0,,,,,
player,201209090chi,clt,MoorMe00,pass_td,0,,,,,
player,201209090chi,clt,MoorMe00,pass_int,0,,,,,
player,201209090chi,clt,MoorMe00,pass_sacked,0,,,,,
player,201209090chi,clt,MoorMe00,pass_sacked_yds,0,,,,,
player,201209090chi,clt,MoorMe00,pass_long,0,,,,,
player,201209090chi,clt,MoorMe00,pass_rating,,,,,,
player,201209090chi,clt,MoorMe00,rush_att,0,,,,,
player,201209090chi,clt,MoorMe00,rush_yds,0,,,,,
player,201209090chi,clt,MoorMe00,rush_td,0,,,,,
player,201209090chi,clt,MoorMe00,rush_long,0,,,,,
player,201209090chi,clt,MoorMe00,targets,1,,,,,
player,201209090chi,clt,MoorMe00,rec,1,,,,,
player,201209090chi,clt,MoorMe00,rec_yds,11,,,,,
player,201209090chi,clt,MoorMe00,rec_td,0,,,,,
player,201209090chi,clt,MoorMe00,rec_long,11,,,,,
player,201209090chi,clt,MoorMe00,fumbles,0,,,,,
player,201209090chi,clt,MoorMe00,fumbles_lost,0,,,,,
player,201209090chi,clt,BrazLa00,pass_cmp,0,,,,,
player,201209090chi,clt,BrazLa00,pass_att,0,,,,,
player,201209090chi,clt,BrazLa00,pass_yds,0,,,,,
player,201209090chi,clt,BrazLa00,pass_td,0,,,,,
player,201209090chi,clt,BrazLa00,pass_int,0,,,,,
player,201209090chi,clt,BrazLa00,pass_sacked,0,,,,,
player,201209090chi,clt,BrazLa00,pass_sacked_yds,0,,,,,
player,201209090chi,clt,BrazLa00,pass_long,0,,,,,
player,201209090chi,clt,BrazLa00,pass_rating,,,,,,
player,201209090chi,clt,BrazLa00,rush_att,0,,,,,
player,201209090chi,clt,BrazLa00,rush_yds,0,,,,,
player,201209090chi,clt,BrazLa00,rush_td,0,,,,,
player,201209090chi,clt,BrazLa00,rush_long,0,,,,,
player,201209090chi,clt,BrazLa00,targets,1,,,,,
player,201209090chi,clt,BrazLa00,rec,1,,,,,
player,201209090chi,clt,BrazLa00,rec_yds,10,,,,,
player,201209090chi,clt,BrazLa00,rec_td,0,,,,,
player,201209090chi,clt,BrazLa00,rec_long,10,,,,,
player,201209090chi,clt,BrazLa00,fumbles,1,,,,,
player,201209090chi,clt,BrazLa00,fumbles_lost,1,,,,,
player,201209090chi,clt,JoneDo01,pass_cmp,0,,,,,
player,201209090chi,clt,JoneDo01,pass_att,0,,,,,
player,201209090chi,clt,JoneDo01,pass_yds,0,,,,,
player,201209090chi,clt,JoneDo01,pass_td,0,,,,,
player,201209090chi,clt,JoneDo01,pass_int,0,,,,,
player,201209090chi,clt,JoneDo01,pass_sacked,0,,,,,
player,201209090chi,clt,JoneDo01,pass_sacked_yds,0,,,,,
player,201209090chi,clt,JoneDo01,pass_long,0,,,,,
player,201209090chi,clt,JoneDo01,pass_rating,,,,,,
player,201209090chi,clt,JoneDo01,rush_att,0,,,,,
player,201209090chi,clt,JoneDo01,rush_yds,0,,,,,
player,201209090chi,clt,JoneDo01,rush_td,0,,,,,
player,201209090chi,clt,JoneDo01,rush_long,0,,,,,
player,201209090chi,clt,JoneDo01,targets,1,,,,,
player,201209090chi,clt,JoneDo01,rec,1,,,,,
player,201209090chi,clt,JoneDo01,rec_yds,8,,,,,
player,201209090chi,clt,JoneDo01,rec_td,0,,,,,
player,201209090chi,clt,JoneDo01,rec_long,8,,,,,
player,201209090chi,clt,JoneDo01,fumbles,0,,,,,
player,201209090chi,clt,JoneDo01,fumbles_lost,0,,,,,
player,201209090chi,chi,CutlJa00,pass_cmp,21,,,,,
player,201209090chi,chi,CutlJa00,pass_att,35,,,,,
player,201209090chi,chi,CutlJa00,pass_yds,333,,,,,
player,201209090chi,chi,CutlJa00,pass_td,2,,,,,
player,201209090chi,chi,CutlJa00,pass_int,1,,,,,
player,201209090chi,chi,CutlJa00,pass_sacked,2,,,,,
player,201209090chi,chi,CutlJa00,pass_sacked_yds,19,,,,,
player,201209090chi,chi,CutlJa00,pass_long,42,,,,,
player,201209090chi,chi,CutlJa00,pass_rating,98.9,,,,,
player,201209090chi,chi,CutlJa00,rush_att,4,,,,,
player,201209090chi,chi,CutlJa00,rush_yds,-4,,,,,
player,201209090chi,chi,CutlJa00,rush_td,0,,,,,
player,201209090chi,chi,CutlJa00,rush_long,-1,,,,,
player,201209090chi,chi,CutlJa00,targets,0,,,,,
player,201209090chi,chi,CutlJa00,rec,0,,,,,
player,201209090chi,chi,CutlJa00,rec_yds,0,,,,,
player,201209090chi,chi,CutlJa00,rec_td,0,,,,,
player,201209090chi,chi,CutlJa00,rec_long,0,,,,,
player,201209090chi,chi,CutlJa00,fumbles,0,,,,,
player,201209090chi,chi,CutlJa00,fumbles_lost,0,,,,,
player,201209090chi,chi,FortMa00,pass_cmp,0,,,,,
player,201209090chi,chi,FortMa00,pass_att,0,,,,,
player,201209090chi,chi,FortMa00,pass_yds,0,,,,,
player,201209090chi,chi,FortMa00,pass_td,0,,,,,
player,201209090chi,chi,FortMa00,pass_int,0,,,,,
player,201209090chi,chi,FortMa00,pass_sacked,0,,,,,
player,201209090chi,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201209090chi,chi,FortMa00,pass_long,0,,,,,
player,201209090chi,chi,FortMa00,pass_rating,,,,,,
player,201209090chi,chi,FortMa00,rush_att,16,,,,,
player,201209090chi,chi,FortMa00,rush_yds,80,,,,,
player,201209090chi,chi,FortMa00,rush_td,1,,,,,
player,201209090chi,chi,FortMa00,rush_long,32,,,,,
player,201209090chi,chi,FortMa00,targets,6,,,,,
player,201209090chi,chi,FortMa00,rec,3,,,,,
player,201209090chi,chi,FortMa00,rec_yds,40,,,,,
player,201209090chi,chi,FortMa00,rec_td,0,,,,,
player,201209090chi,chi,FortMa00,rec_long,31,,,,,
player,201209090chi,chi,FortMa00,fumbles,0,,,,,
player,201209090chi,chi,FortMa00,fumbles_lost,0,,,,,
player,201209090chi,chi,BushMi00,pass_cmp,0,,,,,
player,201209090chi,chi,BushMi00,pass_att,0,,,,,
player,201209090chi,chi,BushMi00,pass_yds,0,,,,,
player,201209090chi,chi,BushMi00,pass_td,0,,,,,
player,201209090chi,chi,BushMi00,pass_int,0,,,,,
player,201209090chi,chi,BushMi00,pass_sacked,0,,,,,
player,201209090chi,chi,BushMi00,pass_sacked_yds,0,,,,,
player,201209090chi,chi,BushMi00,pass_long,0,,,,,
player,201209090chi,chi,BushMi00,pass_rating,,,,,,
player,201209090chi,chi,BushMi00,rush_att,12,,,,,
player,201209090chi,chi,BushMi00,rush_yds,42,,,,,
player,201209090chi,chi,BushMi00,rush_td,2,,,,,
player,201209090chi,chi,BushMi00,rush_long,20,,,,,
player,201209090chi,chi,BushMi00,targets,0,,,,,
player,201209090chi,chi,BushMi00,rec,0,,,,,
player,201209090chi,chi,BushMi00,rec_yds,0,,,,,
player,201209090chi,chi,BushMi00,rec_td,0,,,,,
player,201209090chi,chi,BushMi00,rec_long,0,,,,,
player,201209090chi,chi,BushMi00,fumbles,0,,,,,
player,201209090chi,chi,BushMi00,fumbles_lost,0,,,,,
player,201209090chi,chi,MarsBr00,pass_cmp,0,,,,,
player,201209090chi,chi,MarsBr00,pass_att,0,,,,,
player,201209090chi,chi,MarsBr00,pass_yds,0,,,,,
player,201209090chi,chi,MarsBr00,pass_td,0,,,,,
player,201209090chi,chi,MarsBr00,pass_int,0,,,,,
player,201209090chi,chi,MarsBr00,pass_sacked,0,,,,,
player,201209090chi,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201209090chi,chi,MarsBr00,pass_long,0,,,,,
player,201209090chi,chi,MarsBr00,pass_rating,,,,,,
player,201209090chi,chi,MarsBr00,rush_att,0,,,,,
player,201209090chi,chi,MarsBr00,rush_yds,0,,,,,
player,201209090chi,chi,MarsBr00,rush_td,0,,,,,
player,201209090chi,chi,MarsBr00,rush_long,0,,,,,
player,201209090chi,chi,MarsBr00,targets,15,,,,,
player,201209090chi,chi,MarsBr00,rec,9,,,,,
player,201209090chi,chi,MarsBr00,rec_yds,119,,,,,
player,201209090chi,chi,MarsBr00,rec_td,1,,,,,
player,201209090chi,chi,MarsBr00,rec_long,24,,,,,
player,201209090chi,chi,MarsBr00,fumbles,0,,,,,
player,201209090chi,chi,MarsBr00,fumbles_lost,0,,,,,
player,201209090chi,chi,JeffAl00,pass_cmp,0,,,,,
player,201209090chi,chi,JeffAl00,pass_att,0,,,,,
player,201209090chi,chi,JeffAl00,pass_yds,0,,,,,
player,201209090chi,chi,JeffAl00,pass_td,0,,,,,
player,201209090chi,chi,JeffAl00,pass_int,0,,,,,
player,201209090chi,chi,JeffAl00,pass_sacked,0,,,,,
player,201209090chi,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201209090chi,chi,JeffAl00,pass_long,0,,,,,
player,201209090chi,chi,JeffAl00,pass_rating,,,,,,
player,201209090chi,chi,JeffAl00,rush_att,0,,,,,
player,201209090chi,chi,JeffAl00,rush_yds,0,,,,,
player,201209090chi,chi,JeffAl00,rush_td,0,,,,,
player,201209090chi,chi,JeffAl00,rush_long,0,,,,,
player,201209090chi,chi,JeffAl00,targets,5,,,,,
player,201209090chi,chi,JeffAl00,rec,3,,,,,
player,201209090chi,chi,JeffAl00,rec_yds,80,,,,,
player,201209090chi,chi,JeffAl00,rec_td,1,,,,,
player,201209090chi,chi,JeffAl00,rec_long,42,,,,,
player,201209090chi,chi,JeffAl00,fumbles,0,,,,,
player,201209090chi,chi,JeffAl00,fumbles_lost,0,,,,,
player,201209090chi,chi,BennEa00,pass_cmp,0,,,,,
player,201209090chi,chi,BennEa00,pass_att,0,,,,,
player,201209090chi,chi,BennEa00,pass_yds,0,,,,,
player,201209090chi,chi,BennEa00,pass_td,0,,,,,
player,201209090chi,chi,BennEa00,pass_int,0,,,,,
player,201209090chi,chi,BennEa00,pass_sacked,0,,,,,
player,201209090chi,chi,BennEa00,pass_sacked_yds,0,,,,,
player,201209090chi,chi,BennEa00,pass_long,0,,,,,
player,201209090chi,chi,BennEa00,pass_rating,,,,,,
player,201209090chi,chi,BennEa00,rush_att,0,,,,,
player,201209090chi,chi,BennEa00,rush_yds,0,,,,,
player,201209090chi,chi,BennEa00,rush_td,0,,,,,
player,201209090chi,chi,BennEa00,rush_long,0,,,,,
player,201209090chi,chi,BennEa00,targets,4,,,,,
player,201209090chi,chi,BennEa00,rec,3,,,,,
player,201209090chi,chi,BennEa00,rec_yds,50,,,,,
player,201209090chi,chi,BennEa00,rec_td,0,,,,,
player,201209090chi,chi,BennEa00,rec_long,25,,,,,
player,201209090chi,chi,BennEa00,fumbles,0,,,,,
player,201209090chi,chi,BennEa00,fumbles_lost,0,,,,,
player,201209090chi,chi,AdamKy00,pass_cmp,0,,,,,
player,201209090chi,chi,AdamKy00,pass_att,0,,,,,
player,201209090chi,chi,AdamKy00,pass_yds,0,,,,,
player,201209090chi,chi,AdamKy00,pass_td,0,,,,,
player,201209090chi,chi,AdamKy00,pass_int,0,,,,,
player,201209090chi,chi,AdamKy00,pass_sacked,0,,,,,
player,201209090chi,chi,AdamKy00,pass_sacked_yds,0,,,,,
player,201209090chi,chi,AdamKy00,pass_long,0,,,,,
player,201209090chi,chi,AdamKy00,pass_rating,,,,,,
player,201209090chi,chi,AdamKy00,rush_att,0,,,,,
player,201209090chi,chi,AdamKy00,rush_yds,0,,,,,
player,201209090chi,chi,AdamKy00,rush_td,0,,,,,
player,201209090chi,chi,AdamKy00,rush_long,0,,,,,
player,201209090chi,chi,AdamKy00,targets,1,,,,,
player,201209090chi,chi,AdamKy00,rec,1,,,,,
player,201209090chi,chi,AdamKy00,rec_yds,17,,,,,
player,201209090chi,chi,AdamKy00,rec_td,0,,,,,
player,201209090chi,chi,AdamKy00,rec_long,17,,,,,
player,201209090chi,chi,AdamKy00,fumbles,0,,,,,
player,201209090chi,chi,AdamKy00,fumbles_lost,0,,,,,
player,201209090chi,chi,RodrEv00,pass_cmp,0,,,,,
player,201209090chi,chi,RodrEv00,pass_att,0,,,,,
player,201209090chi,chi,RodrEv00,pass_yds,0,,,,,
player,201209090chi,chi,RodrEv00,pass_td,0,,,,,
player,201209090chi,chi,RodrEv00,pass_int,0,,,,,
player,201209090chi,chi,RodrEv00,pass_sacked,0,,,,,
player,201209090chi,chi,RodrEv00,pass_sacked_yds,0,,,,,
player,201209090chi,chi,RodrEv00,pass_long,0,,,,,
player,201209090chi,chi,RodrEv00,pass_rating,,,,,,
player,201209090chi,chi,RodrEv00,rush_att,0,,,,,
player,201209090chi,chi,RodrEv00,rush_yds,0,,,,,
player,201209090chi,chi,RodrEv00,rush_td,0,,,,,
player,201209090chi,chi,RodrEv00,rush_long,0,,,,,
player,201209090chi,chi,RodrEv00,targets,1,,,,,
player,201209090chi,chi,RodrEv00,rec,0,,,,,
player,201209090chi,chi,RodrEv00,rec_yds,0,,,,,
player,201209090chi,chi,RodrEv00,rec_td,0,,,,,
player,201209090chi,chi,RodrEv00,rec_long,0,,,,,
player,201209090chi,chi,RodrEv00,fumbles,0,,,,,
player,201209090chi,chi,RodrEv00,fumbles_lost,0,,,,,
player,201209090chi,chi,DaviKe01,pass_cmp,0,,,,,
player,201209090chi,chi,DaviKe01,pass_att,0,,,,,
player,201209090chi,chi,DaviKe01,pass_yds,0,,,,,
player,201209090chi,chi,DaviKe01,pass_td,0,,,,,
player,201209090chi,chi,DaviKe01,pass_int,0,,,,,
player,201209090chi,chi,DaviKe01,pass_sacked,0,,,,,
player,201209090chi,chi,DaviKe01,pass_sacked_yds,0,,,,,
player,201209090chi,chi,DaviKe01,pass_long,0,,,,,
player,201209090chi,chi,DaviKe01,pass_rating,,,,,,
player,201209090chi,chi,DaviKe01,rush_att,0,,,,,
player,201209090chi,chi,DaviKe01,rush_yds,0,,,,,
player,201209090chi,chi,DaviKe01,rush_td,0,,,,,
player,201209090chi,chi,DaviKe01,rush_long,0,,,,,
player,201209090chi,chi,DaviKe01,targets,1,,,,,
player,201209090chi,chi,DaviKe01,rec,0,,,,,
player,201209090chi,chi,DaviKe01,rec_yds,0,,,,,
player,201209090chi,chi,DaviKe01,rec_td,0,,,,,
player,201209090chi,chi,DaviKe01,rec_long,0,,,,,
player,201209090chi,chi,DaviKe01,fumbles,0,,,,,
player,201209090chi,chi,DaviKe01,fumbles_lost,0,,,,,
player,201209090chi,chi,HestDe99,pass_cmp,0,,,,,
player,201209090chi,chi,HestDe99,pass_att,0,,,,,
player,201209090chi,chi,HestDe99,pass_yds,0,,,,,
player,201209090chi,chi,HestDe99,pass_td,0,,,,,
player,201209090chi,chi,HestDe99,pass_int,0,,,,,
player,201209090chi,chi,HestDe99,pass_sacked,0,,,,,
player,201209090chi,chi,HestDe99,pass_sacked_yds,0,,,,,
player,201209090chi,chi,HestDe99,pass_long,0,,,,,
player,201209090chi,chi,HestDe99,pass_rating,,,,,,
player,201209090chi,chi,HestDe99,rush_att,1,,,,,
player,201209090chi,chi,HestDe99,rush_yds,-4,,,,,
player,201209090chi,chi,HestDe99,rush_td,0,,,,,
player,201209090chi,chi,HestDe99,rush_long,-4,,,,,
player,201209090chi,chi,HestDe99,targets,2,,,,,
player,201209090chi,chi,HestDe99,rec,2,,,,,
player,201209090chi,chi,HestDe99,rec_yds,27,,,,,
player,201209090chi,chi,HestDe99,rec_td,0,,,,,
player,201209090chi,chi,HestDe99,rec_long,29,,,,,
player,201209090chi,chi,HestDe99,fumbles,0,,,,,
player,201209090chi,chi,HestDe99,fumbles_lost,0,,,,,
player,201209090chi,clt,FreeJe00,def_int,1,,,,,
player,201209090chi,clt,FreeJe00,def_int_yds,4,,,,,
player,201209090chi,clt,FreeJe00,def_int_td,1,,,,,
player,201209090chi,clt,FreeJe00,def_int_long,4,,,,,
player,201209090chi,clt,FreeJe00,pass_defended,1,,,,,
player,201209090chi,clt,FreeJe00,sacks,0.0,,,,,
player,201209090chi,clt,FreeJe00,tackles_combined,5,,,,,
player,201209090chi,clt,FreeJe00,tackles_solo,5,,,,,
player,201209090chi,clt,FreeJe00,tackles_assists,0,,,,,
player,201209090chi,clt,FreeJe00,tackles_loss,1,,,,,
player,201209090chi,clt,FreeJe00,qb_hits,0,,,,,
player,201209090chi,clt,FreeJe00,fumbles_rec,0,,,,,
player,201209090chi,clt,FreeJe00,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,FreeJe00,fumbles_rec_td,0,,,,,
player,201209090chi,clt,FreeJe00,fumbles_forced,0,,,,,
player,201209090chi,clt,MathRo20,def_int,0,,,,,
player,201209090chi,clt,MathRo20,def_int_yds,0,,,,,
player,201209090chi,clt,MathRo20,def_int_td,0,,,,,
player,201209090chi,clt,MathRo20,def_int_long,0,,,,,
player,201209090chi,clt,MathRo20,pass_defended,0,,,,,
player,201209090chi,clt,MathRo20,sacks,2.0,,,,,
player,201209090chi,clt,MathRo20,tackles_combined,5,,,,,
player,201209090chi,clt,MathRo20,tackles_solo,5,,,,,
player,201209090chi,clt,MathRo20,tackles_assists,0,,,,,
player,201209090chi,clt,MathRo20,tackles_loss,3,,,,,
player,201209090chi,clt,MathRo20,qb_hits,2,,,,,
player,201209090chi,clt,MathRo20,fumbles_rec,0,,,,,
player,201209090chi,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201209090chi,clt,MathRo20,fumbles_forced,0,,,,,
player,201209090chi,clt,BethAn20,def_int,0,,,,,
player,201209090chi,clt,BethAn20,def_int_yds,0,,,,,
player,201209090chi,clt,BethAn20,def_int_td,0,,,,,
player,201209090chi,clt,BethAn20,def_int_long,0,,,,,
