game,2012,7,20121021,201210210ram,gnb,"Green Bay Packers",30,ram,"St. Louis Rams",20
player,201210210ram,gnb,SatuJe55,special_teams,0,,,,,
player,201210210ram,gnb,SatuJe55,st_pct,0%,,,,,
player,201210210ram,gnb,JoneJa04,pos,WR,,,,,
player,201210210ram,gnb,JoneJa04,offense,65,,,,,
player,201210210ram,gnb,JoneJa04,off_pct,96%,,,,,
player,201210210ram,gnb,JoneJa04,defense,0,,,,,
player,201210210ram,gnb,JoneJa04,def_pct,0%,,,,,
player,201210210ram,gnb,JoneJa04,special_teams,0,,,,,
player,201210210ram,gnb,JoneJa04,st_pct,0%,,,,,
player,201210210ram,gnb,NelsJo00,pos,WR,,,,,
player,201210210ram,gnb,NelsJo00,offense,57,,,,,
player,201210210ram,gnb,NelsJo00,off_pct,84%,,,,,
player,201210210ram,gnb,NelsJo00,defense,0,,,,,
player,201210210ram,gnb,NelsJo00,def_pct,0%,,,,,
player,201210210ram,gnb,NelsJo00,special_teams,1,,,,,
player,201210210ram,gnb,NelsJo00,st_pct,3%,,,,,
player,201210210ram,gnb,CobbRa00,pos,WR,,,,,
player,201210210ram,gnb,CobbRa00,offense,50,,,,,
player,201210210ram,gnb,CobbRa00,off_pct,74%,,,,,
player,201210210ram,gnb,CobbRa00,defense,0,,,,,
player,201210210ram,gnb,CobbRa00,def_pct,0%,,,,,
player,201210210ram,gnb,CobbRa00,special_teams,7,,,,,
player,201210210ram,gnb,CobbRa00,st_pct,24%,,,,,
player,201210210ram,gnb,GreeAl00,pos,RB,,,,,
player,201210210ram,gnb,GreeAl00,offense,46,,,,,
player,201210210ram,gnb,GreeAl00,off_pct,68%,,,,,
player,201210210ram,gnb,GreeAl00,defense,0,,,,,
player,201210210ram,gnb,GreeAl00,def_pct,0%,,,,,
player,201210210ram,gnb,GreeAl00,special_teams,1,,,,,
player,201210210ram,gnb,GreeAl00,st_pct,3%,,,,,
player,201210210ram,gnb,FinlJe00,pos,TE,,,,,
player,201210210ram,gnb,FinlJe00,offense,41,,,,,
player,201210210ram,gnb,FinlJe00,off_pct,60%,,,,,
player,201210210ram,gnb,FinlJe00,defense,0,,,,,
player,201210210ram,gnb,FinlJe00,def_pct,0%,,,,,
player,201210210ram,gnb,FinlJe00,special_teams,0,,,,,
player,201210210ram,gnb,FinlJe00,st_pct,0%,,,,,
player,201210210ram,gnb,CrabTo00,pos,TE,,,,,
player,201210210ram,gnb,CrabTo00,offense,29,,,,,
player,201210210ram,gnb,CrabTo00,off_pct,43%,,,,,
player,201210210ram,gnb,CrabTo00,defense,0,,,,,
player,201210210ram,gnb,CrabTo00,def_pct,0%,,,,,
player,201210210ram,gnb,CrabTo00,special_teams,0,,,,,
player,201210210ram,gnb,CrabTo00,st_pct,0%,,,,,
player,201210210ram,gnb,KuhnJo00,pos,FB,,,,,
player,201210210ram,gnb,KuhnJo00,offense,23,,,,,
player,201210210ram,gnb,KuhnJo00,off_pct,34%,,,,,
player,201210210ram,gnb,KuhnJo00,defense,0,,,,,
player,201210210ram,gnb,KuhnJo00,def_pct,0%,,,,,
player,201210210ram,gnb,KuhnJo00,special_teams,8,,,,,
player,201210210ram,gnb,KuhnJo00,st_pct,28%,,,,,
player,201210210ram,gnb,DrivDo00,pos,WR,,,,,
player,201210210ram,gnb,DrivDo00,offense,11,,,,,
player,201210210ram,gnb,DrivDo00,off_pct,16%,,,,,
player,201210210ram,gnb,DrivDo00,defense,0,,,,,
player,201210210ram,gnb,DrivDo00,def_pct,0%,,,,,
player,201210210ram,gnb,DrivDo00,special_teams,1,,,,,
player,201210210ram,gnb,DrivDo00,st_pct,3%,,,,,
player,201210210ram,gnb,WillD.00,pos,TE,,,,,
player,201210210ram,gnb,WillD.00,offense,7,,,,,
player,201210210ram,gnb,WillD.00,off_pct,10%,,,,,
player,201210210ram,gnb,WillD.00,defense,0,,,,,
player,201210210ram,gnb,WillD.00,def_pct,0%,,,,,
player,201210210ram,gnb,WillD.00,special_teams,4,,,,,
player,201210210ram,gnb,WillD.00,st_pct,14%,,,,,
player,201210210ram,gnb,TaylRy00,pos,TE,,,,,
player,201210210ram,gnb,TaylRy00,offense,6,,,,,
player,201210210ram,gnb,TaylRy00,off_pct,9%,,,,,
player,201210210ram,gnb,TaylRy00,defense,0,,,,,
player,201210210ram,gnb,TaylRy00,def_pct,0%,,,,,
player,201210210ram,gnb,TaylRy00,special_teams,25,,,,,
player,201210210ram,gnb,TaylRy00,st_pct,86%,,,,,
player,201210210ram,gnb,BoykJa00,pos,WR,,,,,
player,201210210ram,gnb,BoykJa00,offense,5,,,,,
player,201210210ram,gnb,BoykJa00,off_pct,7%,,,,,
player,201210210ram,gnb,BoykJa00,defense,0,,,,,
player,201210210ram,gnb,BoykJa00,def_pct,0%,,,,,
player,201210210ram,gnb,BoykJa00,special_teams,9,,,,,
player,201210210ram,gnb,BoykJa00,st_pct,31%,,,,,
player,201210210ram,gnb,JoneBr99,pos,LB,,,,,
player,201210210ram,gnb,JoneBr99,offense,0,,,,,
player,201210210ram,gnb,JoneBr99,off_pct,0%,,,,,
player,201210210ram,gnb,JoneBr99,defense,60,,,,,
player,201210210ram,gnb,JoneBr99,def_pct,100%,,,,,
player,201210210ram,gnb,JoneBr99,special_teams,8,,,,,
player,201210210ram,gnb,JoneBr99,st_pct,28%,,,,,
player,201210210ram,gnb,HaywCa00,pos,CB,,,,,
player,201210210ram,gnb,HaywCa00,offense,0,,,,,
player,201210210ram,gnb,HaywCa00,off_pct,0%,,,,,
player,201210210ram,gnb,HaywCa00,defense,60,,,,,
player,201210210ram,gnb,HaywCa00,def_pct,100%,,,,,
player,201210210ram,gnb,HaywCa00,special_teams,6,,,,,
player,201210210ram,gnb,HaywCa00,st_pct,21%,,,,,
player,201210210ram,gnb,BurnMo99,pos,FS,,,,,
player,201210210ram,gnb,BurnMo99,offense,0,,,,,
player,201210210ram,gnb,BurnMo99,off_pct,0%,,,,,
player,201210210ram,gnb,BurnMo99,defense,60,,,,,
player,201210210ram,gnb,BurnMo99,def_pct,100%,,,,,
player,201210210ram,gnb,BurnMo99,special_teams,4,,,,,
player,201210210ram,gnb,BurnMo99,st_pct,14%,,,,,
player,201210210ram,gnb,WillTr99,pos,CB,,,,,
player,201210210ram,gnb,WillTr99,offense,0,,,,,
player,201210210ram,gnb,WillTr99,off_pct,0%,,,,,
player,201210210ram,gnb,WillTr99,defense,60,,,,,
player,201210210ram,gnb,WillTr99,def_pct,100%,,,,,
player,201210210ram,gnb,WillTr99,special_teams,1,,,,,
player,201210210ram,gnb,WillTr99,st_pct,3%,,,,,
player,201210210ram,gnb,MattCl99,pos,LB,,,,,
player,201210210ram,gnb,MattCl99,offense,0,,,,,
player,201210210ram,gnb,MattCl99,off_pct,0%,,,,,
player,201210210ram,gnb,MattCl99,defense,60,,,,,
player,201210210ram,gnb,MattCl99,def_pct,100%,,,,,
player,201210210ram,gnb,MattCl99,special_teams,0,,,,,
player,201210210ram,gnb,MattCl99,st_pct,0%,,,,,
player,201210210ram,gnb,WaldEr99,pos,LB,,,,,
player,201210210ram,gnb,WaldEr99,offense,0,,,,,
player,201210210ram,gnb,WaldEr99,off_pct,0%,,,,,
player,201210210ram,gnb,WaldEr99,defense,59,,,,,
player,201210210ram,gnb,WaldEr99,def_pct,98%,,,,,
player,201210210ram,gnb,WaldEr99,special_teams,4,,,,,
player,201210210ram,gnb,WaldEr99,st_pct,14%,,,,,
player,201210210ram,gnb,WortJe00,pos,DE,,,,,
player,201210210ram,gnb,WortJe00,offense,0,,,,,
player,201210210ram,gnb,WortJe00,off_pct,0%,,,,,
player,201210210ram,gnb,WortJe00,defense,50,,,,,
player,201210210ram,gnb,WortJe00,def_pct,83%,,,,,
player,201210210ram,gnb,WortJe00,special_teams,9,,,,,
player,201210210ram,gnb,WortJe00,st_pct,31%,,,,,
player,201210210ram,gnb,WoodCh00,pos,SS,,,,,
player,201210210ram,gnb,WoodCh00,offense,0,,,,,
player,201210210ram,gnb,WoodCh00,off_pct,0%,,,,,
player,201210210ram,gnb,WoodCh00,defense,50,,,,,
player,201210210ram,gnb,WoodCh00,def_pct,83%,,,,,
player,201210210ram,gnb,WoodCh00,special_teams,0,,,,,
player,201210210ram,gnb,WoodCh00,st_pct,0%,,,,,
player,201210210ram,gnb,HawkA.20,pos,LB,,,,,
player,201210210ram,gnb,HawkA.20,offense,0,,,,,
player,201210210ram,gnb,HawkA.20,off_pct,0%,,,,,
player,201210210ram,gnb,HawkA.20,defense,37,,,,,
player,201210210ram,gnb,HawkA.20,def_pct,62%,,,,,
player,201210210ram,gnb,HawkA.20,special_teams,1,,,,,
player,201210210ram,gnb,HawkA.20,st_pct,3%,,,,,
player,201210210ram,gnb,WilsC.98,pos,DE,,,,,
player,201210210ram,gnb,WilsC.98,offense,0,,,,,
player,201210210ram,gnb,WilsC.98,off_pct,0%,,,,,
player,201210210ram,gnb,WilsC.98,defense,32,,,,,
player,201210210ram,gnb,WilsC.98,def_pct,53%,,,,,
player,201210210ram,gnb,WilsC.98,special_teams,11,,,,,
player,201210210ram,gnb,WilsC.98,st_pct,38%,,,,,
player,201210210ram,gnb,PickRy20,pos,DT,,,,,
player,201210210ram,gnb,PickRy20,offense,0,,,,,
player,201210210ram,gnb,PickRy20,off_pct,0%,,,,,
player,201210210ram,gnb,PickRy20,defense,28,,,,,
player,201210210ram,gnb,PickRy20,def_pct,47%,,,,,
player,201210210ram,gnb,PickRy20,special_teams,1,,,,,
player,201210210ram,gnb,PickRy20,st_pct,3%,,,,,
player,201210210ram,gnb,JennM.00,pos,SS,,,,,
player,201210210ram,gnb,JennM.00,offense,0,,,,,
player,201210210ram,gnb,JennM.00,off_pct,0%,,,,,
player,201210210ram,gnb,JennM.00,defense,27,,,,,
player,201210210ram,gnb,JennM.00,def_pct,45%,,,,,
player,201210210ram,gnb,JennM.00,special_teams,13,,,,,
player,201210210ram,gnb,JennM.00,st_pct,45%,,,,,
player,201210210ram,gnb,HousDa00,pos,CB,,,,,
player,201210210ram,gnb,HousDa00,offense,0,,,,,
player,201210210ram,gnb,HousDa00,off_pct,0%,,,,,
player,201210210ram,gnb,HousDa00,defense,23,,,,,
player,201210210ram,gnb,HousDa00,def_pct,38%,,,,,
player,201210210ram,gnb,HousDa00,special_teams,2,,,,,
player,201210210ram,gnb,HousDa00,st_pct,7%,,,,,
player,201210210ram,gnb,McMiJe00,pos,FS,,,,,
player,201210210ram,gnb,McMiJe00,offense,0,,,,,
player,201210210ram,gnb,McMiJe00,off_pct,0%,,,,,
player,201210210ram,gnb,McMiJe00,defense,21,,,,,
player,201210210ram,gnb,McMiJe00,def_pct,35%,,,,,
player,201210210ram,gnb,McMiJe00,special_teams,15,,,,,
player,201210210ram,gnb,McMiJe00,st_pct,52%,,,,,
player,201210210ram,gnb,DaniMi00,pos,DE,,,,,
player,201210210ram,gnb,DaniMi00,offense,0,,,,,
player,201210210ram,gnb,DaniMi00,off_pct,0%,,,,,
player,201210210ram,gnb,DaniMi00,defense,18,,,,,
player,201210210ram,gnb,DaniMi00,def_pct,30%,,,,,
player,201210210ram,gnb,DaniMi00,special_teams,4,,,,,
player,201210210ram,gnb,DaniMi00,st_pct,14%,,,,,
player,201210210ram,gnb,NealMi99,pos,DE,,,,,
player,201210210ram,gnb,NealMi99,offense,0,,,,,
player,201210210ram,gnb,NealMi99,off_pct,0%,,,,,
player,201210210ram,gnb,NealMi99,defense,9,,,,,
player,201210210ram,gnb,NealMi99,def_pct,15%,,,,,
player,201210210ram,gnb,NealMi99,special_teams,3,,,,,
player,201210210ram,gnb,NealMi99,st_pct,10%,,,,,
player,201210210ram,gnb,MoseDe00,pos,LB,,,,,
player,201210210ram,gnb,MoseDe00,offense,0,,,,,
player,201210210ram,gnb,MoseDe00,off_pct,0%,,,,,
player,201210210ram,gnb,MoseDe00,defense,6,,,,,
player,201210210ram,gnb,MoseDe00,def_pct,10%,,,,,
player,201210210ram,gnb,MoseDe00,special_teams,18,,,,,
player,201210210ram,gnb,MoseDe00,st_pct,62%,,,,,
player,201210210ram,gnb,FranRo99,pos,LB,,,,,
player,201210210ram,gnb,FranRo99,offense,0,,,,,
player,201210210ram,gnb,FranRo99,off_pct,0%,,,,,
player,201210210ram,gnb,FranRo99,defense,0,,,,,
player,201210210ram,gnb,FranRo99,def_pct,0%,,,,,
player,201210210ram,gnb,FranRo99,special_teams,22,,,,,
player,201210210ram,gnb,FranRo99,st_pct,76%,,,,,
player,201210210ram,gnb,BushJa20,pos,CB,,,,,
player,201210210ram,gnb,BushJa20,offense,0,,,,,
player,201210210ram,gnb,BushJa20,off_pct,0%,,,,,
player,201210210ram,gnb,BushJa20,defense,0,,,,,
player,201210210ram,gnb,BushJa20,def_pct,0%,,,,,
player,201210210ram,gnb,BushJa20,special_teams,18,,,,,
player,201210210ram,gnb,BushJa20,st_pct,62%,,,,,
player,201210210ram,gnb,LattJa00,pos,LB,,,,,
player,201210210ram,gnb,LattJa00,offense,0,,,,,
player,201210210ram,gnb,LattJa00,off_pct,0%,,,,,
player,201210210ram,gnb,LattJa00,defense,0,,,,,
player,201210210ram,gnb,LattJa00,def_pct,0%,,,,,
player,201210210ram,gnb,LattJa00,special_teams,17,,,,,
player,201210210ram,gnb,LattJa00,st_pct,59%,,,,,
player,201210210ram,gnb,RichSe00,pos,SS,,,,,
player,201210210ram,gnb,RichSe00,offense,0,,,,,
player,201210210ram,gnb,RichSe00,off_pct,0%,,,,,
player,201210210ram,gnb,RichSe00,defense,0,,,,,
player,201210210ram,gnb,RichSe00,def_pct,0%,,,,,
player,201210210ram,gnb,RichSe00,special_teams,17,,,,,
player,201210210ram,gnb,RichSe00,st_pct,59%,,,,,
player,201210210ram,gnb,CrosMa20,pos,K,,,,,
player,201210210ram,gnb,CrosMa20,offense,0,,,,,
player,201210210ram,gnb,CrosMa20,off_pct,0%,,,,,
player,201210210ram,gnb,CrosMa20,defense,0,,,,,
player,201210210ram,gnb,CrosMa20,def_pct,0%,,,,,
player,201210210ram,gnb,CrosMa20,special_teams,14,,,,,
player,201210210ram,gnb,CrosMa20,st_pct,48%,,,,,
player,201210210ram,gnb,BarcDo00,pos,G,,,,,
player,201210210ram,gnb,BarcDo00,offense,0,,,,,
player,201210210ram,gnb,BarcDo00,off_pct,0%,,,,,
player,201210210ram,gnb,BarcDo00,defense,0,,,,,
player,201210210ram,gnb,BarcDo00,def_pct,0%,,,,,
player,201210210ram,gnb,BarcDo00,special_teams,11,,,,,
player,201210210ram,gnb,BarcDo00,st_pct,38%,,,,,
player,201210210ram,gnb,MastTi99,pos,P,,,,,
player,201210210ram,gnb,MastTi99,offense,0,,,,,
player,201210210ram,gnb,MastTi99,off_pct,0%,,,,,
player,201210210ram,gnb,MastTi99,defense,0,,,,,
player,201210210ram,gnb,MastTi99,def_pct,0%,,,,,
player,201210210ram,gnb,MastTi99,special_teams,11,,,,,
player,201210210ram,gnb,MastTi99,st_pct,38%,,,,,
player,201210210ram,gnb,GoodBr99,pos,LS,,,,,
player,201210210ram,gnb,GoodBr99,offense,0,,,,,
player,201210210ram,gnb,GoodBr99,off_pct,0%,,,,,
player,201210210ram,gnb,GoodBr99,defense,0,,,,,
player,201210210ram,gnb,GoodBr99,def_pct,0%,,,,,
player,201210210ram,gnb,GoodBr99,special_teams,11,,,,,
player,201210210ram,gnb,GoodBr99,st_pct,38%,,,,,
player,201210210ram,gnb,DietEv00,pos,G,,,,,
player,201210210ram,gnb,DietEv00,offense,0,,,,,
player,201210210ram,gnb,DietEv00,off_pct,0%,,,,,
player,201210210ram,gnb,DietEv00,defense,0,,,,,
player,201210210ram,gnb,DietEv00,def_pct,0%,,,,,
player,201210210ram,gnb,DietEv00,special_teams,7,,,,,
player,201210210ram,gnb,DietEv00,st_pct,24%,,,,,
player,201210210ram,gnb,MannTe00,pos,LB,,,,,
player,201210210ram,gnb,MannTe00,offense,0,,,,,
player,201210210ram,gnb,MannTe00,off_pct,0%,,,,,
player,201210210ram,gnb,MannTe00,defense,0,,,,,
player,201210210ram,gnb,MannTe00,def_pct,0%,,,,,
player,201210210ram,gnb,MannTe00,special_teams,7,,,,,
player,201210210ram,gnb,MannTe00,st_pct,24%,,,,,
