game,2012,15,20121216,201212160nwe,sfo,"San Francisco 49ers",41,nwe,"New England Patriots",34
player,201212160nwe,sfo,SopoIs20,special_teams,6,,,,,
player,201212160nwe,sfo,SopoIs20,st_pct,15%,,,,,
player,201212160nwe,sfo,CoxxPe99,pos,CB,,,,,
player,201212160nwe,sfo,CoxxPe99,offense,0,,,,,
player,201212160nwe,sfo,CoxxPe99,off_pct,0%,,,,,
player,201212160nwe,sfo,CoxxPe99,defense,7,,,,,
player,201212160nwe,sfo,CoxxPe99,def_pct,7%,,,,,
player,201212160nwe,sfo,CoxxPe99,special_teams,7,,,,,
player,201212160nwe,sfo,CoxxPe99,st_pct,18%,,,,,
player,201212160nwe,sfo,BakhEr00,pos,LB,,,,,
player,201212160nwe,sfo,BakhEr00,offense,0,,,,,
player,201212160nwe,sfo,BakhEr00,off_pct,0%,,,,,
player,201212160nwe,sfo,BakhEr00,defense,6,,,,,
player,201212160nwe,sfo,BakhEr00,def_pct,6%,,,,,
player,201212160nwe,sfo,BakhEr00,special_teams,17,,,,,
player,201212160nwe,sfo,BakhEr00,st_pct,44%,,,,,
player,201212160nwe,sfo,HaggCl20,pos,LB,,,,,
player,201212160nwe,sfo,HaggCl20,offense,0,,,,,
player,201212160nwe,sfo,HaggCl20,off_pct,0%,,,,,
player,201212160nwe,sfo,HaggCl20,defense,5,,,,,
player,201212160nwe,sfo,HaggCl20,def_pct,5%,,,,,
player,201212160nwe,sfo,HaggCl20,special_teams,3,,,,,
player,201212160nwe,sfo,HaggCl20,st_pct,8%,,,,,
player,201212160nwe,sfo,SpilCJ99,pos,SS,,,,,
player,201212160nwe,sfo,SpilCJ99,offense,0,,,,,
player,201212160nwe,sfo,SpilCJ99,off_pct,0%,,,,,
player,201212160nwe,sfo,SpilCJ99,defense,1,,,,,
player,201212160nwe,sfo,SpilCJ99,def_pct,1%,,,,,
player,201212160nwe,sfo,SpilCJ99,special_teams,24,,,,,
player,201212160nwe,sfo,SpilCJ99,st_pct,62%,,,,,
player,201212160nwe,sfo,McBaDa99,pos,FS,,,,,
player,201212160nwe,sfo,McBaDa99,offense,0,,,,,
player,201212160nwe,sfo,McBaDa99,off_pct,0%,,,,,
player,201212160nwe,sfo,McBaDa99,defense,0,,,,,
player,201212160nwe,sfo,McBaDa99,def_pct,0%,,,,,
player,201212160nwe,sfo,McBaDa99,special_teams,25,,,,,
player,201212160nwe,sfo,McBaDa99,st_pct,64%,,,,,
player,201212160nwe,sfo,GranLa99,pos,LB,,,,,
player,201212160nwe,sfo,GranLa99,offense,0,,,,,
player,201212160nwe,sfo,GranLa99,off_pct,0%,,,,,
player,201212160nwe,sfo,GranLa99,defense,0,,,,,
player,201212160nwe,sfo,GranLa99,def_pct,0%,,,,,
player,201212160nwe,sfo,GranLa99,special_teams,24,,,,,
player,201212160nwe,sfo,GranLa99,st_pct,62%,,,,,
player,201212160nwe,sfo,WilhMi00,pos,LB,,,,,
player,201212160nwe,sfo,WilhMi00,offense,0,,,,,
player,201212160nwe,sfo,WilhMi00,off_pct,0%,,,,,
player,201212160nwe,sfo,WilhMi00,defense,0,,,,,
player,201212160nwe,sfo,WilhMi00,def_pct,0%,,,,,
player,201212160nwe,sfo,WilhMi00,special_teams,24,,,,,
player,201212160nwe,sfo,WilhMi00,st_pct,62%,,,,,
player,201212160nwe,sfo,BrocTr00,pos,CB,,,,,
player,201212160nwe,sfo,BrocTr00,offense,0,,,,,
player,201212160nwe,sfo,BrocTr00,off_pct,0%,,,,,
player,201212160nwe,sfo,BrocTr00,defense,0,,,,,
player,201212160nwe,sfo,BrocTr00,def_pct,0%,,,,,
player,201212160nwe,sfo,BrocTr00,special_teams,24,,,,,
player,201212160nwe,sfo,BrocTr00,st_pct,62%,,,,,
player,201212160nwe,sfo,akersdav01,pos,K,,,,,
player,201212160nwe,sfo,akersdav01,offense,0,,,,,
player,201212160nwe,sfo,akersdav01,off_pct,0%,,,,,
player,201212160nwe,sfo,akersdav01,defense,0,,,,,
player,201212160nwe,sfo,akersdav01,def_pct,0%,,,,,
player,201212160nwe,sfo,akersdav01,special_teams,15,,,,,
player,201212160nwe,sfo,akersdav01,st_pct,38%,,,,,
player,201212160nwe,sfo,LeexAn20,pos,P,,,,,
player,201212160nwe,sfo,LeexAn20,offense,0,,,,,
player,201212160nwe,sfo,LeexAn20,off_pct,0%,,,,,
player,201212160nwe,sfo,LeexAn20,defense,0,,,,,
player,201212160nwe,sfo,LeexAn20,def_pct,0%,,,,,
player,201212160nwe,sfo,LeexAn20,special_teams,14,,,,,
player,201212160nwe,sfo,LeexAn20,st_pct,36%,,,,,
player,201212160nwe,sfo,JennBr00,pos,LS,,,,,
player,201212160nwe,sfo,JennBr00,offense,0,,,,,
player,201212160nwe,sfo,JennBr00,off_pct,0%,,,,,
player,201212160nwe,sfo,JennBr00,defense,0,,,,,
player,201212160nwe,sfo,JennBr00,def_pct,0%,,,,,
player,201212160nwe,sfo,JennBr00,special_teams,14,,,,,
player,201212160nwe,sfo,JennBr00,st_pct,36%,,,,,
