game,2012,3,20120923,201209230min,sfo,"San Francisco 49ers",13,min,"Minnesota Vikings",24
player,201209230min,sfo,MannMa01,rush_td,0,,,,,
player,201209230min,sfo,MannMa01,rush_long,0,,,,,
player,201209230min,sfo,MannMa01,targets,5,,,,,
player,201209230min,sfo,MannMa01,rec,5,,,,,
player,201209230min,sfo,MannMa01,rec_yds,56,,,,,
player,201209230min,sfo,MannMa01,rec_td,0,,,,,
player,201209230min,sfo,MannMa01,rec_long,22,,,,,
player,201209230min,sfo,MannMa01,fumbles,0,,,,,
player,201209230min,sfo,MannMa01,fumbles_lost,0,,,,,
player,201209230min,sfo,DaviVe00,pass_cmp,0,,,,,
player,201209230min,sfo,DaviVe00,pass_att,0,,,,,
player,201209230min,sfo,DaviVe00,pass_yds,0,,,,,
player,201209230min,sfo,DaviVe00,pass_td,0,,,,,
player,201209230min,sfo,DaviVe00,pass_int,0,,,,,
player,201209230min,sfo,DaviVe00,pass_sacked,0,,,,,
player,201209230min,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201209230min,sfo,DaviVe00,pass_long,0,,,,,
player,201209230min,sfo,DaviVe00,pass_rating,,,,,,
player,201209230min,sfo,DaviVe00,rush_att,0,,,,,
player,201209230min,sfo,DaviVe00,rush_yds,0,,,,,
player,201209230min,sfo,DaviVe00,rush_td,0,,,,,
player,201209230min,sfo,DaviVe00,rush_long,0,,,,,
player,201209230min,sfo,DaviVe00,targets,8,,,,,
player,201209230min,sfo,DaviVe00,rec,5,,,,,
player,201209230min,sfo,DaviVe00,rec_yds,53,,,,,
player,201209230min,sfo,DaviVe00,rec_td,1,,,,,
player,201209230min,sfo,DaviVe00,rec_long,20,,,,,
player,201209230min,sfo,DaviVe00,fumbles,0,,,,,
player,201209230min,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201209230min,sfo,CrabMi00,pass_cmp,0,,,,,
player,201209230min,sfo,CrabMi00,pass_att,0,,,,,
player,201209230min,sfo,CrabMi00,pass_yds,0,,,,,
player,201209230min,sfo,CrabMi00,pass_td,0,,,,,
player,201209230min,sfo,CrabMi00,pass_int,0,,,,,
player,201209230min,sfo,CrabMi00,pass_sacked,0,,,,,
player,201209230min,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201209230min,sfo,CrabMi00,pass_long,0,,,,,
player,201209230min,sfo,CrabMi00,pass_rating,,,,,,
player,201209230min,sfo,CrabMi00,rush_att,0,,,,,
player,201209230min,sfo,CrabMi00,rush_yds,0,,,,,
player,201209230min,sfo,CrabMi00,rush_td,0,,,,,
player,201209230min,sfo,CrabMi00,rush_long,0,,,,,
player,201209230min,sfo,CrabMi00,targets,8,,,,,
player,201209230min,sfo,CrabMi00,rec,6,,,,,
player,201209230min,sfo,CrabMi00,rec_yds,40,,,,,
player,201209230min,sfo,CrabMi00,rec_td,0,,,,,
player,201209230min,sfo,CrabMi00,rec_long,9,,,,,
player,201209230min,sfo,CrabMi00,fumbles,0,,,,,
player,201209230min,sfo,CrabMi00,fumbles_lost,0,,,,,
player,201209230min,sfo,MossRa00,pass_cmp,0,,,,,
player,201209230min,sfo,MossRa00,pass_att,0,,,,,
player,201209230min,sfo,MossRa00,pass_yds,0,,,,,
player,201209230min,sfo,MossRa00,pass_td,0,,,,,
player,201209230min,sfo,MossRa00,pass_int,0,,,,,
player,201209230min,sfo,MossRa00,pass_sacked,0,,,,,
player,201209230min,sfo,MossRa00,pass_sacked_yds,0,,,,,
player,201209230min,sfo,MossRa00,pass_long,0,,,,,
player,201209230min,sfo,MossRa00,pass_rating,,,,,,
player,201209230min,sfo,MossRa00,rush_att,0,,,,,
player,201209230min,sfo,MossRa00,rush_yds,0,,,,,
player,201209230min,sfo,MossRa00,rush_td,0,,,,,
player,201209230min,sfo,MossRa00,rush_long,0,,,,,
player,201209230min,sfo,MossRa00,targets,6,,,,,
player,201209230min,sfo,MossRa00,rec,3,,,,,
player,201209230min,sfo,MossRa00,rec_yds,27,,,,,
player,201209230min,sfo,MossRa00,rec_td,0,,,,,
player,201209230min,sfo,MossRa00,rec_long,12,,,,,
player,201209230min,sfo,MossRa00,fumbles,0,,,,,
player,201209230min,sfo,MossRa00,fumbles_lost,0,,,,,
player,201209230min,sfo,WillKy01,pass_cmp,0,,,,,
player,201209230min,sfo,WillKy01,pass_att,0,,,,,
player,201209230min,sfo,WillKy01,pass_yds,0,,,,,
player,201209230min,sfo,WillKy01,pass_td,0,,,,,
player,201209230min,sfo,WillKy01,pass_int,0,,,,,
player,201209230min,sfo,WillKy01,pass_sacked,0,,,,,
player,201209230min,sfo,WillKy01,pass_sacked_yds,0,,,,,
player,201209230min,sfo,WillKy01,pass_long,0,,,,,
player,201209230min,sfo,WillKy01,pass_rating,,,,,,
player,201209230min,sfo,WillKy01,rush_att,0,,,,,
player,201209230min,sfo,WillKy01,rush_yds,0,,,,,
player,201209230min,sfo,WillKy01,rush_td,0,,,,,
player,201209230min,sfo,WillKy01,rush_long,0,,,,,
player,201209230min,sfo,WillKy01,targets,3,,,,,
player,201209230min,sfo,WillKy01,rec,2,,,,,
player,201209230min,sfo,WillKy01,rec_yds,16,,,,,
player,201209230min,sfo,WillKy01,rec_td,0,,,,,
player,201209230min,sfo,WillKy01,rec_long,9,,,,,
player,201209230min,sfo,WillKy01,fumbles,0,,,,,
player,201209230min,sfo,WillKy01,fumbles_lost,0,,,,,
player,201209230min,sfo,HuntKe00,pass_cmp,0,,,,,
player,201209230min,sfo,HuntKe00,pass_att,0,,,,,
player,201209230min,sfo,HuntKe00,pass_yds,0,,,,,
player,201209230min,sfo,HuntKe00,pass_td,0,,,,,
player,201209230min,sfo,HuntKe00,pass_int,0,,,,,
player,201209230min,sfo,HuntKe00,pass_sacked,0,,,,,
player,201209230min,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201209230min,sfo,HuntKe00,pass_long,0,,,,,
player,201209230min,sfo,HuntKe00,pass_rating,,,,,,
player,201209230min,sfo,HuntKe00,rush_att,4,,,,,
player,201209230min,sfo,HuntKe00,rush_yds,0,,,,,
player,201209230min,sfo,HuntKe00,rush_td,0,,,,,
player,201209230min,sfo,HuntKe00,rush_long,3,,,,,
player,201209230min,sfo,HuntKe00,targets,1,,,,,
player,201209230min,sfo,HuntKe00,rec,1,,,,,
player,201209230min,sfo,HuntKe00,rec_yds,2,,,,,
player,201209230min,sfo,HuntKe00,rec_td,0,,,,,
player,201209230min,sfo,HuntKe00,rec_long,2,,,,,
player,201209230min,sfo,HuntKe00,fumbles,0,,,,,
player,201209230min,sfo,HuntKe00,fumbles_lost,0,,,,,
player,201209230min,sfo,WalkHu00,pass_cmp,0,,,,,
player,201209230min,sfo,WalkHu00,pass_att,0,,,,,
player,201209230min,sfo,WalkHu00,pass_yds,0,,,,,
player,201209230min,sfo,WalkHu00,pass_td,0,,,,,
player,201209230min,sfo,WalkHu00,pass_int,0,,,,,
player,201209230min,sfo,WalkHu00,pass_sacked,0,,,,,
player,201209230min,sfo,WalkHu00,pass_sacked_yds,0,,,,,
player,201209230min,sfo,WalkHu00,pass_long,0,,,,,
player,201209230min,sfo,WalkHu00,pass_rating,,,,,,
player,201209230min,sfo,WalkHu00,rush_att,0,,,,,
player,201209230min,sfo,WalkHu00,rush_yds,0,,,,,
player,201209230min,sfo,WalkHu00,rush_td,0,,,,,
player,201209230min,sfo,WalkHu00,rush_long,0,,,,,
player,201209230min,sfo,WalkHu00,targets,2,,,,,
player,201209230min,sfo,WalkHu00,rec,1,,,,,
player,201209230min,sfo,WalkHu00,rec_yds,1,,,,,
player,201209230min,sfo,WalkHu00,rec_td,0,,,,,
player,201209230min,sfo,WalkHu00,rec_long,1,,,,,
player,201209230min,sfo,WalkHu00,fumbles,0,,,,,
player,201209230min,sfo,WalkHu00,fumbles_lost,0,,,,,
player,201209230min,min,PondCh00,pass_cmp,21,,,,,
player,201209230min,min,PondCh00,pass_att,35,,,,,
player,201209230min,min,PondCh00,pass_yds,198,,,,,
player,201209230min,min,PondCh00,pass_td,2,,,,,
player,201209230min,min,PondCh00,pass_int,0,,,,,
player,201209230min,min,PondCh00,pass_sacked,0,,,,,
player,201209230min,min,PondCh00,pass_sacked_yds,0,,,,,
player,201209230min,min,PondCh00,pass_long,24,,,,,
player,201209230min,min,PondCh00,pass_rating,94.7,,,,,
player,201209230min,min,PondCh00,rush_att,7,,,,,
player,201209230min,min,PondCh00,rush_yds,33,,,,,
player,201209230min,min,PondCh00,rush_td,1,,,,,
player,201209230min,min,PondCh00,rush_long,23,,,,,
player,201209230min,min,PondCh00,targets,0,,,,,
player,201209230min,min,PondCh00,rec,0,,,,,
player,201209230min,min,PondCh00,rec_yds,0,,,,,
player,201209230min,min,PondCh00,rec_td,0,,,,,
player,201209230min,min,PondCh00,rec_long,0,,,,,
player,201209230min,min,PondCh00,fumbles,0,,,,,
player,201209230min,min,PondCh00,fumbles_lost,0,,,,,
player,201209230min,min,PeteAd01,pass_cmp,0,,,,,
player,201209230min,min,PeteAd01,pass_att,0,,,,,
player,201209230min,min,PeteAd01,pass_yds,0,,,,,
player,201209230min,min,PeteAd01,pass_td,0,,,,,
player,201209230min,min,PeteAd01,pass_int,0,,,,,
player,201209230min,min,PeteAd01,pass_sacked,0,,,,,
player,201209230min,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201209230min,min,PeteAd01,pass_long,0,,,,,
player,201209230min,min,PeteAd01,pass_rating,,,,,,
player,201209230min,min,PeteAd01,rush_att,25,,,,,
player,201209230min,min,PeteAd01,rush_yds,86,,,,,
player,201209230min,min,PeteAd01,rush_td,0,,,,,
player,201209230min,min,PeteAd01,rush_long,20,,,,,
player,201209230min,min,PeteAd01,targets,4,,,,,
player,201209230min,min,PeteAd01,rec,2,,,,,
player,201209230min,min,PeteAd01,rec_yds,21,,,,,
player,201209230min,min,PeteAd01,rec_td,0,,,,,
player,201209230min,min,PeteAd01,rec_long,12,,,,,
player,201209230min,min,PeteAd01,fumbles,1,,,,,
player,201209230min,min,PeteAd01,fumbles_lost,0,,,,,
player,201209230min,min,GerhTo00,pass_cmp,0,,,,,
player,201209230min,min,GerhTo00,pass_att,0,,,,,
player,201209230min,min,GerhTo00,pass_yds,0,,,,,
player,201209230min,min,GerhTo00,pass_td,0,,,,,
player,201209230min,min,GerhTo00,pass_int,0,,,,,
player,201209230min,min,GerhTo00,pass_sacked,0,,,,,
player,201209230min,min,GerhTo00,pass_sacked_yds,0,,,,,
player,201209230min,min,GerhTo00,pass_long,0,,,,,
player,201209230min,min,GerhTo00,pass_rating,,,,,,
player,201209230min,min,GerhTo00,rush_att,8,,,,,
player,201209230min,min,GerhTo00,rush_yds,18,,,,,
player,201209230min,min,GerhTo00,rush_td,0,,,,,
player,201209230min,min,GerhTo00,rush_long,9,,,,,
player,201209230min,min,GerhTo00,targets,4,,,,,
player,201209230min,min,GerhTo00,rec,2,,,,,
player,201209230min,min,GerhTo00,rec_yds,20,,,,,
player,201209230min,min,GerhTo00,rec_td,0,,,,,
player,201209230min,min,GerhTo00,rec_long,14,,,,,
player,201209230min,min,GerhTo00,fumbles,2,,,,,
player,201209230min,min,GerhTo00,fumbles_lost,2,,,,,
player,201209230min,min,HarvPe00,pass_cmp,0,,,,,
player,201209230min,min,HarvPe00,pass_att,0,,,,,
player,201209230min,min,HarvPe00,pass_yds,0,,,,,
player,201209230min,min,HarvPe00,pass_td,0,,,,,
player,201209230min,min,HarvPe00,pass_int,0,,,,,
player,201209230min,min,HarvPe00,pass_sacked,0,,,,,
player,201209230min,min,HarvPe00,pass_sacked_yds,0,,,,,
player,201209230min,min,HarvPe00,pass_long,0,,,,,
player,201209230min,min,HarvPe00,pass_rating,,,,,,
player,201209230min,min,HarvPe00,rush_att,1,,,,,
player,201209230min,min,HarvPe00,rush_yds,9,,,,,
player,201209230min,min,HarvPe00,rush_td,0,,,,,
player,201209230min,min,HarvPe00,rush_long,9,,,,,
player,201209230min,min,HarvPe00,targets,11,,,,,
player,201209230min,min,HarvPe00,rec,9,,,,,
player,201209230min,min,HarvPe00,rec_yds,89,,,,,
player,201209230min,min,HarvPe00,rec_td,0,,,,,
player,201209230min,min,HarvPe00,rec_long,24,,,,,
player,201209230min,min,HarvPe00,fumbles,0,,,,,
player,201209230min,min,HarvPe00,fumbles_lost,0,,,,,
player,201209230min,min,RudoKy00,pass_cmp,0,,,,,
player,201209230min,min,RudoKy00,pass_att,0,,,,,
player,201209230min,min,RudoKy00,pass_yds,0,,,,,
player,201209230min,min,RudoKy00,pass_td,0,,,,,
player,201209230min,min,RudoKy00,pass_int,0,,,,,
player,201209230min,min,RudoKy00,pass_sacked,0,,,,,
player,201209230min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201209230min,min,RudoKy00,pass_long,0,,,,,
player,201209230min,min,RudoKy00,pass_rating,,,,,,
player,201209230min,min,RudoKy00,rush_att,0,,,,,
player,201209230min,min,RudoKy00,rush_yds,0,,,,,
player,201209230min,min,RudoKy00,rush_td,0,,,,,
player,201209230min,min,RudoKy00,rush_long,0,,,,,
player,201209230min,min,RudoKy00,targets,6,,,,,
player,201209230min,min,RudoKy00,rec,5,,,,,
player,201209230min,min,RudoKy00,rec_yds,36,,,,,
player,201209230min,min,RudoKy00,rec_td,2,,,,,
player,201209230min,min,RudoKy00,rec_long,16,,,,,
player,201209230min,min,RudoKy00,fumbles,0,,,,,
player,201209230min,min,RudoKy00,fumbles_lost,0,,,,,
player,201209230min,min,AromDe00,pass_cmp,0,,,,,
player,201209230min,min,AromDe00,pass_att,0,,,,,
player,201209230min,min,AromDe00,pass_yds,0,,,,,
player,201209230min,min,AromDe00,pass_td,0,,,,,
player,201209230min,min,AromDe00,pass_int,0,,,,,
player,201209230min,min,AromDe00,pass_sacked,0,,,,,
player,201209230min,min,AromDe00,pass_sacked_yds,0,,,,,
player,201209230min,min,AromDe00,pass_long,0,,,,,
player,201209230min,min,AromDe00,pass_rating,,,,,,
player,201209230min,min,AromDe00,rush_att,0,,,,,
player,201209230min,min,AromDe00,rush_yds,0,,,,,
player,201209230min,min,AromDe00,rush_td,0,,,,,
player,201209230min,min,AromDe00,rush_long,0,,,,,
player,201209230min,min,AromDe00,targets,2,,,,,
player,201209230min,min,AromDe00,rec,2,,,,,
player,201209230min,min,AromDe00,rec_yds,24,,,,,
player,201209230min,min,AromDe00,rec_td,0,,,,,
player,201209230min,min,AromDe00,rec_long,13,,,,,
player,201209230min,min,AromDe00,fumbles,0,,,,,
player,201209230min,min,AromDe00,fumbles_lost,0,,,,,
player,201209230min,min,JenkMi00,pass_cmp,0,,,,,
player,201209230min,min,JenkMi00,pass_att,0,,,,,
player,201209230min,min,JenkMi00,pass_yds,0,,,,,
player,201209230min,min,JenkMi00,pass_td,0,,,,,
player,201209230min,min,JenkMi00,pass_int,0,,,,,
player,201209230min,min,JenkMi00,pass_sacked,0,,,,,
player,201209230min,min,JenkMi00,pass_sacked_yds,0,,,,,
player,201209230min,min,JenkMi00,pass_long,0,,,,,
player,201209230min,min,JenkMi00,pass_rating,,,,,,
player,201209230min,min,JenkMi00,rush_att,0,,,,,
player,201209230min,min,JenkMi00,rush_yds,0,,,,,
player,201209230min,min,JenkMi00,rush_td,0,,,,,
player,201209230min,min,JenkMi00,rush_long,0,,,,,
player,201209230min,min,JenkMi00,targets,5,,,,,
player,201209230min,min,JenkMi00,rec,1,,,,,
player,201209230min,min,JenkMi00,rec_yds,8,,,,,
player,201209230min,min,JenkMi00,rec_td,0,,,,,
player,201209230min,min,JenkMi00,rec_long,8,,,,,
player,201209230min,min,JenkMi00,fumbles,0,,,,,
player,201209230min,min,JenkMi00,fumbles_lost,0,,,,,
player,201209230min,min,ReisAl00,pass_cmp,0,,,,,
player,201209230min,min,ReisAl00,pass_att,0,,,,,
player,201209230min,min,ReisAl00,pass_yds,0,,,,,
player,201209230min,min,ReisAl00,pass_td,0,,,,,
player,201209230min,min,ReisAl00,pass_int,0,,,,,
player,201209230min,min,ReisAl00,pass_sacked,0,,,,,
player,201209230min,min,ReisAl00,pass_sacked_yds,0,,,,,
player,201209230min,min,ReisAl00,pass_long,0,,,,,
player,201209230min,min,ReisAl00,pass_rating,,,,,,
player,201209230min,min,ReisAl00,rush_att,0,,,,,
player,201209230min,min,ReisAl00,rush_yds,0,,,,,
player,201209230min,min,ReisAl00,rush_td,0,,,,,
player,201209230min,min,ReisAl00,rush_long,0,,,,,
player,201209230min,min,ReisAl00,targets,1,,,,,
player,201209230min,min,ReisAl00,rec,0,,,,,
player,201209230min,min,ReisAl00,rec_yds,0,,,,,
player,201209230min,min,ReisAl00,rec_td,0,,,,,
player,201209230min,min,ReisAl00,rec_long,0,,,,,
player,201209230min,min,ReisAl00,fumbles,0,,,,,
player,201209230min,min,ReisAl00,fumbles_lost,0,,,,,
player,201209230min,min,CarlJo00,pass_cmp,0,,,,,
player,201209230min,min,CarlJo00,pass_att,0,,,,,
player,201209230min,min,CarlJo00,pass_yds,0,,,,,
player,201209230min,min,CarlJo00,pass_td,0,,,,,
player,201209230min,min,CarlJo00,pass_int,0,,,,,
player,201209230min,min,CarlJo00,pass_sacked,0,,,,,
player,201209230min,min,CarlJo00,pass_sacked_yds,0,,,,,
player,201209230min,min,CarlJo00,pass_long,0,,,,,
player,201209230min,min,CarlJo00,pass_rating,,,,,,
player,201209230min,min,CarlJo00,rush_att,0,,,,,
player,201209230min,min,CarlJo00,rush_yds,0,,,,,
player,201209230min,min,CarlJo00,rush_td,0,,,,,
player,201209230min,min,CarlJo00,rush_long,0,,,,,
player,201209230min,min,CarlJo00,targets,1,,,,,
player,201209230min,min,CarlJo00,rec,0,,,,,
player,201209230min,min,CarlJo00,rec_yds,0,,,,,
player,201209230min,min,CarlJo00,rec_td,0,,,,,
player,201209230min,min,CarlJo00,rec_long,0,,,,,
player,201209230min,min,CarlJo00,fumbles,0,,,,,
player,201209230min,min,CarlJo00,fumbles_lost,0,,,,,
player,201209230min,min,BurtSt00,pass_cmp,0,,,,,
player,201209230min,min,BurtSt00,pass_att,0,,,,,
player,201209230min,min,BurtSt00,pass_yds,0,,,,,
player,201209230min,min,BurtSt00,pass_td,0,,,,,
player,201209230min,min,BurtSt00,pass_int,0,,,,,
player,201209230min,min,BurtSt00,pass_sacked,0,,,,,
player,201209230min,min,BurtSt00,pass_sacked_yds,0,,,,,
player,201209230min,min,BurtSt00,pass_long,0,,,,,
player,201209230min,min,BurtSt00,pass_rating,,,,,,
player,201209230min,min,BurtSt00,rush_att,0,,,,,
player,201209230min,min,BurtSt00,rush_yds,0,,,,,
player,201209230min,min,BurtSt00,rush_td,0,,,,,
player,201209230min,min,BurtSt00,rush_long,0,,,,,
player,201209230min,min,BurtSt00,targets,1,,,,,
player,201209230min,min,BurtSt00,rec,0,,,,,
player,201209230min,min,BurtSt00,rec_yds,0,,,,,
player,201209230min,min,BurtSt00,rec_td,0,,,,,
player,201209230min,min,BurtSt00,rec_long,0,,,,,
player,201209230min,min,BurtSt00,fumbles,0,,,,,
player,201209230min,min,BurtSt00,fumbles_lost,0,,,,,
player,201209230min,sfo,BowmNa99,def_int,0,,,,,
player,201209230min,sfo,BowmNa99,def_int_yds,0,,,,,
player,201209230min,sfo,BowmNa99,def_int_td,0,,,,,
player,201209230min,sfo,BowmNa99,def_int_long,0,,,,,
player,201209230min,sfo,BowmNa99,pass_defended,0,,,,,
player,201209230min,sfo,BowmNa99,sacks,0.0,,,,,
player,201209230min,sfo,BowmNa99,tackles_combined,18,,,,,
player,201209230min,sfo,BowmNa99,tackles_solo,7,,,,,
player,201209230min,sfo,BowmNa99,tackles_assists,11,,,,,
player,201209230min,sfo,BowmNa99,tackles_loss,0,,,,,
player,201209230min,sfo,BowmNa99,qb_hits,0,,,,,
player,201209230min,sfo,BowmNa99,fumbles_rec,0,,,,,
player,201209230min,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201209230min,sfo,BowmNa99,fumbles_forced,0,,,,,
player,201209230min,sfo,WillPa98,def_int,0,,,,,
player,201209230min,sfo,WillPa98,def_int_yds,0,,,,,
player,201209230min,sfo,WillPa98,def_int_td,0,,,,,
player,201209230min,sfo,WillPa98,def_int_long,0,,,,,
player,201209230min,sfo,WillPa98,pass_defended,0,,,,,
player,201209230min,sfo,WillPa98,sacks,0.0,,,,,
player,201209230min,sfo,WillPa98,tackles_combined,10,,,,,
player,201209230min,sfo,WillPa98,tackles_solo,5,,,,,
player,201209230min,sfo,WillPa98,tackles_assists,5,,,,,
player,201209230min,sfo,WillPa98,tackles_loss,0,,,,,
player,201209230min,sfo,WillPa98,qb_hits,0,,,,,
player,201209230min,sfo,WillPa98,fumbles_rec,1,,,,,
player,201209230min,sfo,WillPa98,fumbles_rec_yds,3,,,,,
player,201209230min,sfo,WillPa98,fumbles_rec_td,0,,,,,
player,201209230min,sfo,WillPa98,fumbles_forced,0,,,,,
player,201209230min,sfo,BrooAh21,def_int,0,,,,,
player,201209230min,sfo,BrooAh21,def_int_yds,0,,,,,
player,201209230min,sfo,BrooAh21,def_int_td,0,,,,,
player,201209230min,sfo,BrooAh21,def_int_long,0,,,,,
player,201209230min,sfo,BrooAh21,pass_defended,0,,,,,
player,201209230min,sfo,BrooAh21,sacks,0.0,,,,,
player,201209230min,sfo,BrooAh21,tackles_combined,9,,,,,
player,201209230min,sfo,BrooAh21,tackles_solo,6,,,,,
player,201209230min,sfo,BrooAh21,tackles_assists,3,,,,,
player,201209230min,sfo,BrooAh21,tackles_loss,1,,,,,
player,201209230min,sfo,BrooAh21,qb_hits,1,,,,,
player,201209230min,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201209230min,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201209230min,sfo,BrooAh21,fumbles_forced,1,,,,,
player,201209230min,sfo,WhitDo20,def_int,0,,,,,
player,201209230min,sfo,WhitDo20,def_int_yds,0,,,,,
player,201209230min,sfo,WhitDo20,def_int_td,0,,,,,
player,201209230min,sfo,WhitDo20,def_int_long,0,,,,,
player,201209230min,sfo,WhitDo20,pass_defended,0,,,,,
player,201209230min,sfo,WhitDo20,sacks,0.0,,,,,
player,201209230min,sfo,WhitDo20,tackles_combined,6,,,,,
player,201209230min,sfo,WhitDo20,tackles_solo,4,,,,,
player,201209230min,sfo,WhitDo20,tackles_assists,2,,,,,
player,201209230min,sfo,WhitDo20,tackles_loss,0,,,,,
player,201209230min,sfo,WhitDo20,qb_hits,0,,,,,
player,201209230min,sfo,WhitDo20,fumbles_rec,0,,,,,
player,201209230min,sfo,WhitDo20,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,WhitDo20,fumbles_rec_td,0,,,,,
player,201209230min,sfo,WhitDo20,fumbles_forced,1,,,,,
player,201209230min,sfo,BrowTa99,def_int,0,,,,,
player,201209230min,sfo,BrowTa99,def_int_yds,0,,,,,
player,201209230min,sfo,BrowTa99,def_int_td,0,,,,,
player,201209230min,sfo,BrowTa99,def_int_long,0,,,,,
player,201209230min,sfo,BrowTa99,pass_defended,0,,,,,
