game,2012,1,20120909,201209090cle,phi,"Philadelphia Eagles",17,cle,"Cleveland Browns",16
player,201209090cle,cle,WinnBi00,tackles_solo,1,,,,,
player,201209090cle,cle,WinnBi00,tackles_assists,1,,,,,
player,201209090cle,cle,WinnBi00,tackles_loss,1,,,,,
player,201209090cle,cle,WinnBi00,qb_hits,0,,,,,
player,201209090cle,cle,WinnBi00,fumbles_rec,0,,,,,
player,201209090cle,cle,WinnBi00,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,WinnBi00,fumbles_rec_td,0,,,,,
player,201209090cle,cle,WinnBi00,fumbles_forced,0,,,,,
player,201209090cle,cle,BadeJo00,def_int,0,,,,,
player,201209090cle,cle,BadeJo00,def_int_yds,0,,,,,
player,201209090cle,cle,BadeJo00,def_int_td,0,,,,,
player,201209090cle,cle,BadeJo00,def_int_long,0,,,,,
player,201209090cle,cle,BadeJo00,pass_defended,0,,,,,
player,201209090cle,cle,BadeJo00,sacks,0.0,,,,,
player,201209090cle,cle,BadeJo00,tackles_combined,1,,,,,
player,201209090cle,cle,BadeJo00,tackles_solo,1,,,,,
player,201209090cle,cle,BadeJo00,tackles_assists,0,,,,,
player,201209090cle,cle,BadeJo00,tackles_loss,0,,,,,
player,201209090cle,cle,BadeJo00,qb_hits,0,,,,,
player,201209090cle,cle,BadeJo00,fumbles_rec,0,,,,,
player,201209090cle,cle,BadeJo00,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,BadeJo00,fumbles_rec_td,0,,,,,
player,201209090cle,cle,BadeJo00,fumbles_forced,0,,,,,
player,201209090cle,cle,GipsTa00,def_int,0,,,,,
player,201209090cle,cle,GipsTa00,def_int_yds,0,,,,,
player,201209090cle,cle,GipsTa00,def_int_td,0,,,,,
player,201209090cle,cle,GipsTa00,def_int_long,0,,,,,
player,201209090cle,cle,GipsTa00,pass_defended,0,,,,,
player,201209090cle,cle,GipsTa00,sacks,0.0,,,,,
player,201209090cle,cle,GipsTa00,tackles_combined,1,,,,,
player,201209090cle,cle,GipsTa00,tackles_solo,1,,,,,
player,201209090cle,cle,GipsTa00,tackles_assists,0,,,,,
player,201209090cle,cle,GipsTa00,tackles_loss,0,,,,,
player,201209090cle,cle,GipsTa00,qb_hits,0,,,,,
player,201209090cle,cle,GipsTa00,fumbles_rec,0,,,,,
player,201209090cle,cle,GipsTa00,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,GipsTa00,fumbles_rec_td,0,,,,,
player,201209090cle,cle,GipsTa00,fumbles_forced,0,,,,,
player,201209090cle,cle,KitcIs00,def_int,0,,,,,
player,201209090cle,cle,KitcIs00,def_int_yds,0,,,,,
player,201209090cle,cle,KitcIs00,def_int_td,0,,,,,
player,201209090cle,cle,KitcIs00,def_int_long,0,,,,,
player,201209090cle,cle,KitcIs00,pass_defended,0,,,,,
player,201209090cle,cle,KitcIs00,sacks,0.0,,,,,
player,201209090cle,cle,KitcIs00,tackles_combined,1,,,,,
player,201209090cle,cle,KitcIs00,tackles_solo,1,,,,,
player,201209090cle,cle,KitcIs00,tackles_assists,0,,,,,
player,201209090cle,cle,KitcIs00,tackles_loss,1,,,,,
player,201209090cle,cle,KitcIs00,qb_hits,0,,,,,
player,201209090cle,cle,KitcIs00,fumbles_rec,0,,,,,
player,201209090cle,cle,KitcIs00,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,KitcIs00,fumbles_rec_td,0,,,,,
player,201209090cle,cle,KitcIs00,fumbles_forced,0,,,,,
player,201209090cle,cle,ThomJu20,def_int,0,,,,,
player,201209090cle,cle,ThomJu20,def_int_yds,0,,,,,
player,201209090cle,cle,ThomJu20,def_int_td,0,,,,,
player,201209090cle,cle,ThomJu20,def_int_long,0,,,,,
player,201209090cle,cle,ThomJu20,pass_defended,0,,,,,
player,201209090cle,cle,ThomJu20,sacks,0.0,,,,,
player,201209090cle,cle,ThomJu20,tackles_combined,1,,,,,
player,201209090cle,cle,ThomJu20,tackles_solo,1,,,,,
player,201209090cle,cle,ThomJu20,tackles_assists,0,,,,,
player,201209090cle,cle,ThomJu20,tackles_loss,0,,,,,
player,201209090cle,cle,ThomJu20,qb_hits,2,,,,,
player,201209090cle,cle,ThomJu20,fumbles_rec,0,,,,,
player,201209090cle,cle,ThomJu20,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,ThomJu20,fumbles_rec_td,0,,,,,
player,201209090cle,cle,ThomJu20,fumbles_forced,0,,,,,
player,201209090cle,cle,SheaJa00,def_int,0,,,,,
player,201209090cle,cle,SheaJa00,def_int_yds,0,,,,,
player,201209090cle,cle,SheaJa00,def_int_td,0,,,,,
player,201209090cle,cle,SheaJa00,def_int_long,0,,,,,
player,201209090cle,cle,SheaJa00,pass_defended,1,,,,,
player,201209090cle,cle,SheaJa00,sacks,0.0,,,,,
player,201209090cle,cle,SheaJa00,tackles_combined,1,,,,,
player,201209090cle,cle,SheaJa00,tackles_solo,1,,,,,
player,201209090cle,cle,SheaJa00,tackles_assists,0,,,,,
player,201209090cle,cle,SheaJa00,tackles_loss,0,,,,,
player,201209090cle,cle,SheaJa00,qb_hits,0,,,,,
player,201209090cle,cle,SheaJa00,fumbles_rec,0,,,,,
player,201209090cle,cle,SheaJa00,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,SheaJa00,fumbles_rec_td,0,,,,,
player,201209090cle,cle,SheaJa00,fumbles_forced,0,,,,,
player,201209090cle,phi,JohnDa04,kick_ret,0,,,,,
player,201209090cle,phi,JohnDa04,kick_ret_yds,0,,,,,
player,201209090cle,phi,JohnDa04,kick_ret_yds_per_ret,,,,,,
player,201209090cle,phi,JohnDa04,kick_ret_td,0,,,,,
player,201209090cle,phi,JohnDa04,kick_ret_long,0,,,,,
player,201209090cle,phi,JohnDa04,punt_ret,1,,,,,
player,201209090cle,phi,JohnDa04,punt_ret_yds,6,,,,,
player,201209090cle,phi,JohnDa04,punt_ret_yds_per_ret,6.0,,,,,
player,201209090cle,phi,JohnDa04,punt_ret_td,0,,,,,
player,201209090cle,phi,JohnDa04,punt_ret_long,6,,,,,
player,201209090cle,phi,BoykBr00,kick_ret,2,,,,,
player,201209090cle,phi,BoykBr00,kick_ret_yds,46,,,,,
player,201209090cle,phi,BoykBr00,kick_ret_yds_per_ret,23.0,,,,,
player,201209090cle,phi,BoykBr00,kick_ret_td,0,,,,,
player,201209090cle,phi,BoykBr00,kick_ret_long,29,,,,,
player,201209090cle,phi,BoykBr00,punt_ret,0,,,,,
player,201209090cle,phi,BoykBr00,punt_ret_yds,0,,,,,
player,201209090cle,phi,BoykBr00,punt_ret_yds_per_ret,,,,,,
player,201209090cle,phi,BoykBr00,punt_ret_td,0,,,,,
player,201209090cle,phi,BoykBr00,punt_ret_long,0,,,,,
player,201209090cle,phi,HaviSt00,kick_ret,1,,,,,
player,201209090cle,phi,HaviSt00,kick_ret_yds,18,,,,,
player,201209090cle,phi,HaviSt00,kick_ret_yds_per_ret,18.0,,,,,
player,201209090cle,phi,HaviSt00,kick_ret_td,0,,,,,
player,201209090cle,phi,HaviSt00,kick_ret_long,18,,,,,
player,201209090cle,phi,HaviSt00,punt_ret,0,,,,,
player,201209090cle,phi,HaviSt00,punt_ret_yds,0,,,,,
player,201209090cle,phi,HaviSt00,punt_ret_yds_per_ret,,,,,,
player,201209090cle,phi,HaviSt00,punt_ret_td,0,,,,,
player,201209090cle,phi,HaviSt00,punt_ret_long,0,,,,,
player,201209090cle,cle,CribJo01,kick_ret,3,,,,,
player,201209090cle,cle,CribJo01,kick_ret_yds,91,,,,,
player,201209090cle,cle,CribJo01,kick_ret_yds_per_ret,30.3,,,,,
player,201209090cle,cle,CribJo01,kick_ret_td,0,,,,,
player,201209090cle,cle,CribJo01,kick_ret_long,39,,,,,
player,201209090cle,cle,CribJo01,punt_ret,6,,,,,
player,201209090cle,cle,CribJo01,punt_ret_yds,78,,,,,
player,201209090cle,cle,CribJo01,punt_ret_yds_per_ret,13.0,,,,,
player,201209090cle,cle,CribJo01,punt_ret_td,0,,,,,
player,201209090cle,cle,CribJo01,punt_ret_long,23,,,,,
player,201209090cle,cle,StepEm00,kick_ret,1,,,,,
player,201209090cle,cle,StepEm00,kick_ret_yds,7,,,,,
player,201209090cle,cle,StepEm00,kick_ret_yds_per_ret,7.0,,,,,
player,201209090cle,cle,StepEm00,kick_ret_td,0,,,,,
player,201209090cle,cle,StepEm00,kick_ret_long,7,,,,,
player,201209090cle,cle,StepEm00,punt_ret,0,,,,,
player,201209090cle,cle,StepEm00,punt_ret_yds,0,,,,,
player,201209090cle,cle,StepEm00,punt_ret_yds_per_ret,,,,,,
player,201209090cle,cle,StepEm00,punt_ret_td,0,,,,,
player,201209090cle,cle,StepEm00,punt_ret_long,0,,,,,
player,201209090cle,phi,HeneAl00,xpm,2,,,,,
player,201209090cle,phi,HeneAl00,xpa,2,,,,,
player,201209090cle,phi,HeneAl00,fgm,1,,,,,
player,201209090cle,phi,HeneAl00,fga,2,,,,,
player,201209090cle,phi,HeneAl00,punt,0,,,,,
player,201209090cle,phi,HeneAl00,punt_yds,0,,,,,
player,201209090cle,phi,HeneAl00,punt_yds_per_punt,,,,,,
player,201209090cle,phi,HeneAl00,punt_long,0,,,,,
player,201209090cle,phi,HenrCh02,xpm,,,,,,
player,201209090cle,phi,HenrCh02,xpa,,,,,,
player,201209090cle,phi,HenrCh02,fgm,,,,,,
player,201209090cle,phi,HenrCh02,fga,,,,,,
player,201209090cle,phi,HenrCh02,punt,6,,,,,
player,201209090cle,phi,HenrCh02,punt_yds,330,,,,,
player,201209090cle,phi,HenrCh02,punt_yds_per_punt,55.0,,,,,
player,201209090cle,phi,HenrCh02,punt_long,62,,,,,
player,201209090cle,cle,dawsophi01,xpm,1,,,,,
player,201209090cle,cle,dawsophi01,xpa,1,,,,,
player,201209090cle,cle,dawsophi01,fgm,3,,,,,
player,201209090cle,cle,dawsophi01,fga,3,,,,,
player,201209090cle,cle,dawsophi01,punt,0,,,,,
player,201209090cle,cle,dawsophi01,punt_yds,0,,,,,
player,201209090cle,cle,dawsophi01,punt_yds_per_punt,,,,,,
player,201209090cle,cle,dawsophi01,punt_long,0,,,,,
player,201209090cle,cle,HodgRe20,xpm,,,,,,
player,201209090cle,cle,HodgRe20,xpa,,,,,,
player,201209090cle,cle,HodgRe20,fgm,,,,,,
player,201209090cle,cle,HodgRe20,fga,,,,,,
player,201209090cle,cle,HodgRe20,punt,7,,,,,
player,201209090cle,cle,HodgRe20,punt_yds,308,,,,,
player,201209090cle,cle,HodgRe20,punt_yds_per_punt,44.0,,,,,
player,201209090cle,cle,HodgRe20,punt_long,54,,,,,
player,201209090cle,cle,LauvSh20,pos,G,,,,,
player,201209090cle,cle,LauvSh20,offense,61,,,,,
player,201209090cle,cle,LauvSh20,off_pct,100%,,,,,
player,201209090cle,cle,LauvSh20,defense,0,,,,,
player,201209090cle,cle,LauvSh20,def_pct,0%,,,,,
player,201209090cle,cle,LauvSh20,special_teams,4,,,,,
player,201209090cle,cle,LauvSh20,st_pct,13%,,,,,
player,201209090cle,cle,MackAl20,pos,C,,,,,
player,201209090cle,cle,MackAl20,offense,61,,,,,
player,201209090cle,cle,MackAl20,off_pct,100%,,,,,
player,201209090cle,cle,MackAl20,defense,0,,,,,
player,201209090cle,cle,MackAl20,def_pct,0%,,,,,
player,201209090cle,cle,MackAl20,special_teams,4,,,,,
player,201209090cle,cle,MackAl20,st_pct,13%,,,,,
player,201209090cle,cle,PinkJa00,pos,G,,,,,
player,201209090cle,cle,PinkJa00,offense,61,,,,,
player,201209090cle,cle,PinkJa00,off_pct,100%,,,,,
player,201209090cle,cle,PinkJa00,defense,0,,,,,
player,201209090cle,cle,PinkJa00,def_pct,0%,,,,,
player,201209090cle,cle,PinkJa00,special_teams,4,,,,,
player,201209090cle,cle,PinkJa00,st_pct,13%,,,,,
player,201209090cle,cle,ThomJo28,pos,T,,,,,
player,201209090cle,cle,ThomJo28,offense,61,,,,,
player,201209090cle,cle,ThomJo28,off_pct,100%,,,,,
player,201209090cle,cle,ThomJo28,defense,0,,,,,
player,201209090cle,cle,ThomJo28,def_pct,0%,,,,,
player,201209090cle,cle,ThomJo28,special_teams,4,,,,,
player,201209090cle,cle,ThomJo28,st_pct,13%,,,,,
player,201209090cle,cle,SchwMi00,pos,T,,,,,
player,201209090cle,cle,SchwMi00,offense,61,,,,,
player,201209090cle,cle,SchwMi00,off_pct,100%,,,,,
player,201209090cle,cle,SchwMi00,defense,0,,,,,
player,201209090cle,cle,SchwMi00,def_pct,0%,,,,,
player,201209090cle,cle,SchwMi00,special_teams,4,,,,,
player,201209090cle,cle,SchwMi00,st_pct,13%,,,,,
player,201209090cle,cle,WeedBr00,pos,QB,,,,,
player,201209090cle,cle,WeedBr00,offense,61,,,,,
player,201209090cle,cle,WeedBr00,off_pct,100%,,,,,
player,201209090cle,cle,WeedBr00,defense,0,,,,,
player,201209090cle,cle,WeedBr00,def_pct,0%,,,,,
player,201209090cle,cle,WeedBr00,special_teams,0,,,,,
player,201209090cle,cle,WeedBr00,st_pct,0%,,,,,
player,201209090cle,cle,MassMo00,pos,WR,,,,,
player,201209090cle,cle,MassMo00,offense,52,,,,,
player,201209090cle,cle,MassMo00,off_pct,85%,,,,,
player,201209090cle,cle,MassMo00,defense,0,,,,,
player,201209090cle,cle,MassMo00,def_pct,0%,,,,,
player,201209090cle,cle,MassMo00,special_teams,0,,,,,
player,201209090cle,cle,MassMo00,st_pct,0%,,,,,
player,201209090cle,cle,LittGr00,pos,WR,,,,,
player,201209090cle,cle,LittGr00,offense,49,,,,,
player,201209090cle,cle,LittGr00,off_pct,80%,,,,,
player,201209090cle,cle,LittGr00,defense,0,,,,,
player,201209090cle,cle,LittGr00,def_pct,0%,,,,,
player,201209090cle,cle,LittGr00,special_teams,0,,,,,
player,201209090cle,cle,LittGr00,st_pct,0%,,,,,
player,201209090cle,cle,GordJo02,pos,WR,,,,,
player,201209090cle,cle,GordJo02,offense,43,,,,,
player,201209090cle,cle,GordJo02,off_pct,70%,,,,,
player,201209090cle,cle,GordJo02,defense,0,,,,,
player,201209090cle,cle,GordJo02,def_pct,0%,,,,,
player,201209090cle,cle,GordJo02,special_teams,0,,,,,
player,201209090cle,cle,GordJo02,st_pct,0%,,,,,
player,201209090cle,cle,RichTr00,pos,RB,,,,,
player,201209090cle,cle,RichTr00,offense,42,,,,,
player,201209090cle,cle,RichTr00,off_pct,69%,,,,,
player,201209090cle,cle,RichTr00,defense,0,,,,,
player,201209090cle,cle,RichTr00,def_pct,0%,,,,,
player,201209090cle,cle,RichTr00,special_teams,0,,,,,
player,201209090cle,cle,RichTr00,st_pct,0%,,,,,
player,201209090cle,cle,SmitAl02,pos,TE,,,,,
player,201209090cle,cle,SmitAl02,offense,28,,,,,
player,201209090cle,cle,SmitAl02,off_pct,46%,,,,,
player,201209090cle,cle,SmitAl02,defense,0,,,,,
player,201209090cle,cle,SmitAl02,def_pct,0%,,,,,
player,201209090cle,cle,SmitAl02,special_teams,15,,,,,
player,201209090cle,cle,SmitAl02,st_pct,50%,,,,,
player,201209090cle,cle,WatsBe00,pos,TE,,,,,
player,201209090cle,cle,WatsBe00,offense,24,,,,,
player,201209090cle,cle,WatsBe00,off_pct,39%,,,,,
player,201209090cle,cle,WatsBe00,defense,0,,,,,
player,201209090cle,cle,WatsBe00,def_pct,0%,,,,,
player,201209090cle,cle,WatsBe00,special_teams,4,,,,,
player,201209090cle,cle,WatsBe00,st_pct,13%,,,,,
player,201209090cle,cle,BenjTr00,pos,WR,,,,,
player,201209090cle,cle,BenjTr00,offense,22,,,,,
player,201209090cle,cle,BenjTr00,off_pct,36%,,,,,
player,201209090cle,cle,BenjTr00,defense,0,,,,,
player,201209090cle,cle,BenjTr00,def_pct,0%,,,,,
player,201209090cle,cle,BenjTr00,special_teams,0,,,,,
player,201209090cle,cle,BenjTr00,st_pct,0%,,,,,
player,201209090cle,cle,MareOw00,pos,FB,,,,,
player,201209090cle,cle,MareOw00,offense,19,,,,,
player,201209090cle,cle,MareOw00,off_pct,31%,,,,,
player,201209090cle,cle,MareOw00,defense,0,,,,,
player,201209090cle,cle,MareOw00,def_pct,0%,,,,,
player,201209090cle,cle,MareOw00,special_teams,15,,,,,
player,201209090cle,cle,MareOw00,st_pct,50%,,,,,
player,201209090cle,cle,JackBr00,pos,RB,,,,,
player,201209090cle,cle,JackBr00,offense,19,,,,,
player,201209090cle,cle,JackBr00,off_pct,31%,,,,,
player,201209090cle,cle,JackBr00,defense,0,,,,,
player,201209090cle,cle,JackBr00,def_pct,0%,,,,,
player,201209090cle,cle,JackBr00,special_teams,6,,,,,
player,201209090cle,cle,JackBr00,st_pct,20%,,,,,
player,201209090cle,cle,CameJo00,pos,TE,,,,,
player,201209090cle,cle,CameJo00,offense,6,,,,,
player,201209090cle,cle,CameJo00,off_pct,10%,,,,,
player,201209090cle,cle,CameJo00,defense,0,,,,,
player,201209090cle,cle,CameJo00,def_pct,0%,,,,,
player,201209090cle,cle,CameJo00,special_teams,0,,,,,
player,201209090cle,cle,CameJo00,st_pct,0%,,,,,
player,201209090cle,cle,CribJo01,pos,WR,,,,,
player,201209090cle,cle,CribJo01,offense,1,,,,,
player,201209090cle,cle,CribJo01,off_pct,2%,,,,,
player,201209090cle,cle,CribJo01,defense,0,,,,,
player,201209090cle,cle,CribJo01,def_pct,0%,,,,,
player,201209090cle,cle,CribJo01,special_teams,22,,,,,
player,201209090cle,cle,CribJo01,st_pct,73%,,,,,
player,201209090cle,cle,HadeJo99,pos,CB,,,,,
player,201209090cle,cle,HadeJo99,offense,0,,,,,
player,201209090cle,cle,HadeJo99,off_pct,0%,,,,,
player,201209090cle,cle,HadeJo99,defense,94,,,,,
player,201209090cle,cle,HadeJo99,def_pct,100%,,,,,
player,201209090cle,cle,HadeJo99,special_teams,10,,,,,
player,201209090cle,cle,HadeJo99,st_pct,33%,,,,,
player,201209090cle,cle,HaggEr00,pos,FS,,,,,
player,201209090cle,cle,HaggEr00,offense,0,,,,,
player,201209090cle,cle,HaggEr00,off_pct,0%,,,,,
player,201209090cle,cle,HaggEr00,defense,94,,,,,
player,201209090cle,cle,HaggEr00,def_pct,100%,,,,,
player,201209090cle,cle,HaggEr00,special_teams,9,,,,,
player,201209090cle,cle,HaggEr00,st_pct,30%,,,,,
player,201209090cle,cle,JackDQ20,pos,LB,,,,,
player,201209090cle,cle,JackDQ20,offense,0,,,,,
player,201209090cle,cle,JackDQ20,off_pct,0%,,,,,
player,201209090cle,cle,JackDQ20,defense,94,,,,,
player,201209090cle,cle,JackDQ20,def_pct,100%,,,,,
player,201209090cle,cle,JackDQ20,special_teams,4,,,,,
player,201209090cle,cle,JackDQ20,st_pct,13%,,,,,
player,201209090cle,cle,PattDi20,pos,CB,,,,,
player,201209090cle,cle,PattDi20,offense,0,,,,,
player,201209090cle,cle,PattDi20,off_pct,0%,,,,,
player,201209090cle,cle,PattDi20,defense,85,,,,,
player,201209090cle,cle,PattDi20,def_pct,90%,,,,,
player,201209090cle,cle,PattDi20,special_teams,6,,,,,
player,201209090cle,cle,PattDi20,st_pct,20%,,,,,
player,201209090cle,cle,WardT.99,pos,SS,,,,,
player,201209090cle,cle,WardT.99,offense,0,,,,,
player,201209090cle,cle,WardT.99,off_pct,0%,,,,,
player,201209090cle,cle,WardT.99,defense,82,,,,,
player,201209090cle,cle,WardT.99,def_pct,87%,,,,,
player,201209090cle,cle,WardT.99,special_teams,3,,,,,
player,201209090cle,cle,WardT.99,st_pct,10%,,,,,
player,201209090cle,cle,RubiAh99,pos,DT,,,,,
player,201209090cle,cle,RubiAh99,offense,0,,,,,
player,201209090cle,cle,RubiAh99,off_pct,0%,,,,,
player,201209090cle,cle,RubiAh99,defense,77,,,,,
player,201209090cle,cle,RubiAh99,def_pct,82%,,,,,
player,201209090cle,cle,RubiAh99,special_teams,4,,,,,
player,201209090cle,cle,RubiAh99,st_pct,13%,,,,,
player,201209090cle,cle,SheaJa00,pos,DE,,,,,
player,201209090cle,cle,SheaJa00,offense,0,,,,,
player,201209090cle,cle,SheaJa00,off_pct,0%,,,,,
player,201209090cle,cle,SheaJa00,defense,71,,,,,
player,201209090cle,cle,SheaJa00,def_pct,76%,,,,,
player,201209090cle,cle,SheaJa00,special_teams,4,,,,,
player,201209090cle,cle,SheaJa00,st_pct,13%,,,,,
player,201209090cle,cle,WinnBi00,pos,DT,,,,,
player,201209090cle,cle,WinnBi00,offense,0,,,,,
player,201209090cle,cle,WinnBi00,off_pct,0%,,,,,
player,201209090cle,cle,WinnBi00,defense,65,,,,,
player,201209090cle,cle,WinnBi00,def_pct,69%,,,,,
player,201209090cle,cle,WinnBi00,special_teams,4,,,,,
player,201209090cle,cle,WinnBi00,st_pct,13%,,,,,
player,201209090cle,cle,RobeCr00,pos,LB,,,,,
player,201209090cle,cle,RobeCr00,offense,0,,,,,
player,201209090cle,cle,RobeCr00,off_pct,0%,,,,,
player,201209090cle,cle,RobeCr00,defense,50,,,,,
player,201209090cle,cle,RobeCr00,def_pct,53%,,,,,
player,201209090cle,cle,RobeCr00,special_teams,16,,,,,
player,201209090cle,cle,RobeCr00,st_pct,53%,,,,,
player,201209090cle,cle,RuckFr99,pos,DE,,,,,
player,201209090cle,cle,RuckFr99,offense,0,,,,,
player,201209090cle,cle,RuckFr99,off_pct,0%,,,,,
player,201209090cle,cle,RuckFr99,defense,48,,,,,
player,201209090cle,cle,RuckFr99,def_pct,51%,,,,,
player,201209090cle,cle,RuckFr99,special_teams,4,,,,,
player,201209090cle,cle,RuckFr99,st_pct,13%,,,,,
player,201209090cle,cle,ThomJu20,pos,DE,,,,,
player,201209090cle,cle,ThomJu20,offense,0,,,,,
player,201209090cle,cle,ThomJu20,off_pct,0%,,,,,
player,201209090cle,cle,ThomJu20,defense,48,,,,,
player,201209090cle,cle,ThomJu20,def_pct,51%,,,,,
player,201209090cle,cle,ThomJu20,special_teams,0,,,,,
player,201209090cle,cle,ThomJu20,st_pct,0%,,,,,
player,201209090cle,cle,SkriBu00,pos,CB,,,,,
player,201209090cle,cle,SkriBu00,offense,0,,,,,
player,201209090cle,cle,SkriBu00,off_pct,0%,,,,,
player,201209090cle,cle,SkriBu00,defense,47,,,,,
player,201209090cle,cle,SkriBu00,def_pct,50%,,,,,
player,201209090cle,cle,SkriBu00,special_teams,19,,,,,
player,201209090cle,cle,SkriBu00,st_pct,63%,,,,,
player,201209090cle,cle,MaiaKa99,pos,LB,,,,,
player,201209090cle,cle,MaiaKa99,offense,0,,,,,
player,201209090cle,cle,MaiaKa99,off_pct,0%,,,,,
player,201209090cle,cle,MaiaKa99,defense,38,,,,,
player,201209090cle,cle,MaiaKa99,def_pct,40%,,,,,
player,201209090cle,cle,MaiaKa99,special_teams,21,,,,,
player,201209090cle,cle,MaiaKa99,st_pct,70%,,,,,
player,201209090cle,cle,FortL.00,pos,LB,,,,,
player,201209090cle,cle,FortL.00,offense,0,,,,,
player,201209090cle,cle,FortL.00,off_pct,0%,,,,,
player,201209090cle,cle,FortL.00,defense,37,,,,,
player,201209090cle,cle,FortL.00,def_pct,39%,,,,,
player,201209090cle,cle,FortL.00,special_teams,20,,,,,
player,201209090cle,cle,FortL.00,st_pct,67%,,,,,
player,201209090cle,cle,HughJo00,pos,DT,,,,,
player,201209090cle,cle,HughJo00,offense,0,,,,,
player,201209090cle,cle,HughJo00,off_pct,0%,,,,,
player,201209090cle,cle,HughJo00,defense,30,,,,,
player,201209090cle,cle,HughJo00,def_pct,32%,,,,,
player,201209090cle,cle,HughJo00,special_teams,0,,,,,
player,201209090cle,cle,HughJo00,st_pct,0%,,,,,
player,201209090cle,cle,StepEm00,pos,DE,,,,,
player,201209090cle,cle,StepEm00,offense,0,,,,,
player,201209090cle,cle,StepEm00,off_pct,0%,,,,,
player,201209090cle,cle,StepEm00,defense,22,,,,,
player,201209090cle,cle,StepEm00,def_pct,23%,,,,,
player,201209090cle,cle,StepEm00,special_teams,4,,,,,
player,201209090cle,cle,StepEm00,st_pct,13%,,,,,
player,201209090cle,cle,BrowSh20,pos,CB,,,,,
player,201209090cle,cle,BrowSh20,offense,0,,,,,
player,201209090cle,cle,BrowSh20,off_pct,0%,,,,,
player,201209090cle,cle,BrowSh20,defense,20,,,,,
player,201209090cle,cle,BrowSh20,def_pct,21%,,,,,
player,201209090cle,cle,BrowSh20,special_teams,0,,,,,
player,201209090cle,cle,BrowSh20,st_pct,0%,,,,,
player,201209090cle,cle,KitcIs00,pos,DT,,,,,
player,201209090cle,cle,KitcIs00,offense,0,,,,,
player,201209090cle,cle,KitcIs00,off_pct,0%,,,,,
player,201209090cle,cle,KitcIs00,defense,15,,,,,
player,201209090cle,cle,KitcIs00,def_pct,16%,,,,,
player,201209090cle,cle,KitcIs00,special_teams,0,,,,,
player,201209090cle,cle,KitcIs00,st_pct,0%,,,,,
player,201209090cle,cle,VentRa20,pos,FS,,,,,
player,201209090cle,cle,VentRa20,offense,0,,,,,
player,201209090cle,cle,VentRa20,off_pct,0%,,,,,
player,201209090cle,cle,VentRa20,defense,12,,,,,
player,201209090cle,cle,VentRa20,def_pct,13%,,,,,
player,201209090cle,cle,VentRa20,special_teams,23,,,,,
player,201209090cle,cle,VentRa20,st_pct,77%,,,,,
player,201209090cle,cle,GipsTa00,pos,FS,,,,,
player,201209090cle,cle,GipsTa00,offense,0,,,,,
player,201209090cle,cle,GipsTa00,off_pct,0%,,,,,
player,201209090cle,cle,GipsTa00,defense,6,,,,,
player,201209090cle,cle,GipsTa00,def_pct,6%,,,,,
player,201209090cle,cle,GipsTa00,special_teams,18,,,,,
player,201209090cle,cle,GipsTa00,st_pct,60%,,,,,
player,201209090cle,cle,BadeJo00,pos,CB,,,,,
player,201209090cle,cle,BadeJo00,offense,0,,,,,
player,201209090cle,cle,BadeJo00,off_pct,0%,,,,,
player,201209090cle,cle,BadeJo00,defense,0,,,,,
player,201209090cle,cle,BadeJo00,def_pct,0%,,,,,
player,201209090cle,cle,BadeJo00,special_teams,22,,,,,
player,201209090cle,cle,BadeJo00,st_pct,73%,,,,,
player,201209090cle,cle,CardTa00,pos,LB,,,,,
player,201209090cle,cle,CardTa00,offense,0,,,,,
player,201209090cle,cle,CardTa00,off_pct,0%,,,,,
player,201209090cle,cle,CardTa00,defense,0,,,,,
player,201209090cle,cle,CardTa00,def_pct,0%,,,,,
player,201209090cle,cle,CardTa00,special_teams,22,,,,,
player,201209090cle,cle,CardTa00,st_pct,73%,,,,,
player,201209090cle,cle,HodgRe20,pos,P,,,,,
player,201209090cle,cle,HodgRe20,offense,0,,,,,
player,201209090cle,cle,HodgRe20,off_pct,0%,,,,,
player,201209090cle,cle,HodgRe20,defense,0,,,,,
player,201209090cle,cle,HodgRe20,def_pct,0%,,,,,
player,201209090cle,cle,HodgRe20,special_teams,11,,,,,
player,201209090cle,cle,HodgRe20,st_pct,37%,,,,,
player,201209090cle,cle,YounCh02,pos,LS,,,,,
player,201209090cle,cle,YounCh02,offense,0,,,,,
player,201209090cle,cle,YounCh02,off_pct,0%,,,,,
player,201209090cle,cle,YounCh02,defense,0,,,,,
player,201209090cle,cle,YounCh02,def_pct,0%,,,,,
player,201209090cle,cle,YounCh02,special_teams,11,,,,,
player,201209090cle,cle,YounCh02,st_pct,37%,,,,,
player,201209090cle,cle,dawsophi01,pos,K,,,,,
player,201209090cle,cle,dawsophi01,offense,0,,,,,
player,201209090cle,cle,dawsophi01,off_pct,0%,,,,,
player,201209090cle,cle,dawsophi01,defense,0,,,,,
player,201209090cle,cle,dawsophi01,def_pct,0%,,,,,
player,201209090cle,cle,dawsophi01,special_teams,9,,,,,
player,201209090cle,cle,dawsophi01,st_pct,30%,,,,,
