game,2012,1,20120909,201209090cle,phi,"Philadelphia Eagles",17,cle,"Cleveland Browns",16
player,201209090cle,phi,McCoLe01,pass_att,0,,,,,
player,201209090cle,phi,McCoLe01,pass_yds,0,,,,,
player,201209090cle,phi,McCoLe01,pass_td,0,,,,,
player,201209090cle,phi,McCoLe01,pass_int,0,,,,,
player,201209090cle,phi,McCoLe01,pass_sacked,0,,,,,
player,201209090cle,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201209090cle,phi,McCoLe01,pass_long,0,,,,,
player,201209090cle,phi,McCoLe01,pass_rating,,,,,,
player,201209090cle,phi,McCoLe01,rush_att,20,,,,,
player,201209090cle,phi,McCoLe01,rush_yds,110,,,,,
player,201209090cle,phi,McCoLe01,rush_td,0,,,,,
player,201209090cle,phi,McCoLe01,rush_long,22,,,,,
player,201209090cle,phi,McCoLe01,targets,9,,,,,
player,201209090cle,phi,McCoLe01,rec,6,,,,,
player,201209090cle,phi,McCoLe01,rec_yds,26,,,,,
player,201209090cle,phi,McCoLe01,rec_td,0,,,,,
player,201209090cle,phi,McCoLe01,rec_long,10,,,,,
player,201209090cle,phi,McCoLe01,fumbles,1,,,,,
player,201209090cle,phi,McCoLe01,fumbles_lost,1,,,,,
player,201209090cle,phi,JackDe00,pass_cmp,0,,,,,
player,201209090cle,phi,JackDe00,pass_att,0,,,,,
player,201209090cle,phi,JackDe00,pass_yds,0,,,,,
player,201209090cle,phi,JackDe00,pass_td,0,,,,,
player,201209090cle,phi,JackDe00,pass_int,0,,,,,
player,201209090cle,phi,JackDe00,pass_sacked,0,,,,,
player,201209090cle,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201209090cle,phi,JackDe00,pass_long,0,,,,,
player,201209090cle,phi,JackDe00,pass_rating,,,,,,
player,201209090cle,phi,JackDe00,rush_att,1,,,,,
player,201209090cle,phi,JackDe00,rush_yds,5,,,,,
player,201209090cle,phi,JackDe00,rush_td,0,,,,,
player,201209090cle,phi,JackDe00,rush_long,5,,,,,
player,201209090cle,phi,JackDe00,targets,11,,,,,
player,201209090cle,phi,JackDe00,rec,4,,,,,
player,201209090cle,phi,JackDe00,rec_yds,77,,,,,
player,201209090cle,phi,JackDe00,rec_td,0,,,,,
player,201209090cle,phi,JackDe00,rec_long,35,,,,,
player,201209090cle,phi,JackDe00,fumbles,0,,,,,
player,201209090cle,phi,JackDe00,fumbles_lost,0,,,,,
player,201209090cle,phi,BrowBr02,pass_cmp,0,,,,,
player,201209090cle,phi,BrowBr02,pass_att,0,,,,,
player,201209090cle,phi,BrowBr02,pass_yds,0,,,,,
player,201209090cle,phi,BrowBr02,pass_td,0,,,,,
player,201209090cle,phi,BrowBr02,pass_int,0,,,,,
player,201209090cle,phi,BrowBr02,pass_sacked,0,,,,,
player,201209090cle,phi,BrowBr02,pass_sacked_yds,0,,,,,
player,201209090cle,phi,BrowBr02,pass_long,0,,,,,
player,201209090cle,phi,BrowBr02,pass_rating,,,,,,
player,201209090cle,phi,BrowBr02,rush_att,2,,,,,
player,201209090cle,phi,BrowBr02,rush_yds,3,,,,,
player,201209090cle,phi,BrowBr02,rush_td,0,,,,,
player,201209090cle,phi,BrowBr02,rush_long,4,,,,,
player,201209090cle,phi,BrowBr02,targets,0,,,,,
player,201209090cle,phi,BrowBr02,rec,0,,,,,
player,201209090cle,phi,BrowBr02,rec_yds,0,,,,,
player,201209090cle,phi,BrowBr02,rec_td,0,,,,,
player,201209090cle,phi,BrowBr02,rec_long,0,,,,,
player,201209090cle,phi,BrowBr02,fumbles,0,,,,,
player,201209090cle,phi,BrowBr02,fumbles_lost,0,,,,,
player,201209090cle,phi,MaclJe00,pass_cmp,0,,,,,
player,201209090cle,phi,MaclJe00,pass_att,0,,,,,
player,201209090cle,phi,MaclJe00,pass_yds,0,,,,,
player,201209090cle,phi,MaclJe00,pass_td,0,,,,,
player,201209090cle,phi,MaclJe00,pass_int,0,,,,,
player,201209090cle,phi,MaclJe00,pass_sacked,0,,,,,
player,201209090cle,phi,MaclJe00,pass_sacked_yds,0,,,,,
player,201209090cle,phi,MaclJe00,pass_long,0,,,,,
player,201209090cle,phi,MaclJe00,pass_rating,,,,,,
player,201209090cle,phi,MaclJe00,rush_att,0,,,,,
player,201209090cle,phi,MaclJe00,rush_yds,0,,,,,
player,201209090cle,phi,MaclJe00,rush_td,0,,,,,
player,201209090cle,phi,MaclJe00,rush_long,0,,,,,
player,201209090cle,phi,MaclJe00,targets,14,,,,,
player,201209090cle,phi,MaclJe00,rec,7,,,,,
player,201209090cle,phi,MaclJe00,rec_yds,96,,,,,
player,201209090cle,phi,MaclJe00,rec_td,1,,,,,
player,201209090cle,phi,MaclJe00,rec_long,46,,,,,
player,201209090cle,phi,MaclJe00,fumbles,0,,,,,
player,201209090cle,phi,MaclJe00,fumbles_lost,0,,,,,
player,201209090cle,phi,CeleBr00,pass_cmp,0,,,,,
player,201209090cle,phi,CeleBr00,pass_att,0,,,,,
player,201209090cle,phi,CeleBr00,pass_yds,0,,,,,
player,201209090cle,phi,CeleBr00,pass_td,0,,,,,
player,201209090cle,phi,CeleBr00,pass_int,0,,,,,
player,201209090cle,phi,CeleBr00,pass_sacked,0,,,,,
player,201209090cle,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201209090cle,phi,CeleBr00,pass_long,0,,,,,
player,201209090cle,phi,CeleBr00,pass_rating,,,,,,
player,201209090cle,phi,CeleBr00,rush_att,0,,,,,
player,201209090cle,phi,CeleBr00,rush_yds,0,,,,,
player,201209090cle,phi,CeleBr00,rush_td,0,,,,,
player,201209090cle,phi,CeleBr00,rush_long,0,,,,,
player,201209090cle,phi,CeleBr00,targets,8,,,,,
player,201209090cle,phi,CeleBr00,rec,4,,,,,
player,201209090cle,phi,CeleBr00,rec_yds,65,,,,,
player,201209090cle,phi,CeleBr00,rec_td,0,,,,,
player,201209090cle,phi,CeleBr00,rec_long,28,,,,,
player,201209090cle,phi,CeleBr00,fumbles,0,,,,,
player,201209090cle,phi,CeleBr00,fumbles_lost,0,,,,,
player,201209090cle,phi,AvanJa00,pass_cmp,0,,,,,
player,201209090cle,phi,AvanJa00,pass_att,0,,,,,
player,201209090cle,phi,AvanJa00,pass_yds,0,,,,,
player,201209090cle,phi,AvanJa00,pass_td,0,,,,,
player,201209090cle,phi,AvanJa00,pass_int,0,,,,,
player,201209090cle,phi,AvanJa00,pass_sacked,0,,,,,
player,201209090cle,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201209090cle,phi,AvanJa00,pass_long,0,,,,,
player,201209090cle,phi,AvanJa00,pass_rating,,,,,,
player,201209090cle,phi,AvanJa00,rush_att,0,,,,,
player,201209090cle,phi,AvanJa00,rush_yds,0,,,,,
player,201209090cle,phi,AvanJa00,rush_td,0,,,,,
player,201209090cle,phi,AvanJa00,rush_long,0,,,,,
player,201209090cle,phi,AvanJa00,targets,5,,,,,
player,201209090cle,phi,AvanJa00,rec,4,,,,,
player,201209090cle,phi,AvanJa00,rec_yds,27,,,,,
player,201209090cle,phi,AvanJa00,rec_td,0,,,,,
player,201209090cle,phi,AvanJa00,rec_long,8,,,,,
player,201209090cle,phi,AvanJa00,fumbles,0,,,,,
player,201209090cle,phi,AvanJa00,fumbles_lost,0,,,,,
player,201209090cle,phi,HarbCl00,pass_cmp,0,,,,,
player,201209090cle,phi,HarbCl00,pass_att,0,,,,,
player,201209090cle,phi,HarbCl00,pass_yds,0,,,,,
player,201209090cle,phi,HarbCl00,pass_td,0,,,,,
player,201209090cle,phi,HarbCl00,pass_int,0,,,,,
player,201209090cle,phi,HarbCl00,pass_sacked,0,,,,,
player,201209090cle,phi,HarbCl00,pass_sacked_yds,0,,,,,
player,201209090cle,phi,HarbCl00,pass_long,0,,,,,
player,201209090cle,phi,HarbCl00,pass_rating,,,,,,
player,201209090cle,phi,HarbCl00,rush_att,0,,,,,
player,201209090cle,phi,HarbCl00,rush_yds,0,,,,,
player,201209090cle,phi,HarbCl00,rush_td,0,,,,,
player,201209090cle,phi,HarbCl00,rush_long,0,,,,,
player,201209090cle,phi,HarbCl00,targets,6,,,,,
player,201209090cle,phi,HarbCl00,rec,3,,,,,
player,201209090cle,phi,HarbCl00,rec_yds,16,,,,,
player,201209090cle,phi,HarbCl00,rec_td,1,,,,,
player,201209090cle,phi,HarbCl00,rec_long,10,,,,,
player,201209090cle,phi,HarbCl00,fumbles,0,,,,,
player,201209090cle,phi,HarbCl00,fumbles_lost,0,,,,,
player,201209090cle,phi,JohnDa04,pass_cmp,0,,,,,
player,201209090cle,phi,JohnDa04,pass_att,0,,,,,
player,201209090cle,phi,JohnDa04,pass_yds,0,,,,,
player,201209090cle,phi,JohnDa04,pass_td,0,,,,,
player,201209090cle,phi,JohnDa04,pass_int,0,,,,,
player,201209090cle,phi,JohnDa04,pass_sacked,0,,,,,
player,201209090cle,phi,JohnDa04,pass_sacked_yds,0,,,,,
player,201209090cle,phi,JohnDa04,pass_long,0,,,,,
player,201209090cle,phi,JohnDa04,pass_rating,,,,,,
player,201209090cle,phi,JohnDa04,rush_att,0,,,,,
player,201209090cle,phi,JohnDa04,rush_yds,0,,,,,
player,201209090cle,phi,JohnDa04,rush_td,0,,,,,
player,201209090cle,phi,JohnDa04,rush_long,0,,,,,
player,201209090cle,phi,JohnDa04,targets,3,,,,,
player,201209090cle,phi,JohnDa04,rec,1,,,,,
player,201209090cle,phi,JohnDa04,rec_yds,10,,,,,
player,201209090cle,phi,JohnDa04,rec_td,0,,,,,
player,201209090cle,phi,JohnDa04,rec_long,10,,,,,
player,201209090cle,phi,JohnDa04,fumbles,0,,,,,
player,201209090cle,phi,JohnDa04,fumbles_lost,0,,,,,
player,201209090cle,cle,WeedBr00,pass_cmp,12,,,,,
player,201209090cle,cle,WeedBr00,pass_att,35,,,,,
player,201209090cle,cle,WeedBr00,pass_yds,118,,,,,
player,201209090cle,cle,WeedBr00,pass_td,0,,,,,
player,201209090cle,cle,WeedBr00,pass_int,4,,,,,
player,201209090cle,cle,WeedBr00,pass_sacked,2,,,,,
player,201209090cle,cle,WeedBr00,pass_sacked_yds,7,,,,,
player,201209090cle,cle,WeedBr00,pass_long,24,,,,,
player,201209090cle,cle,WeedBr00,pass_rating,5.1,,,,,
player,201209090cle,cle,WeedBr00,rush_att,2,,,,,
player,201209090cle,cle,WeedBr00,rush_yds,25,,,,,
player,201209090cle,cle,WeedBr00,rush_td,0,,,,,
player,201209090cle,cle,WeedBr00,rush_long,25,,,,,
player,201209090cle,cle,WeedBr00,targets,0,,,,,
player,201209090cle,cle,WeedBr00,rec,0,,,,,
player,201209090cle,cle,WeedBr00,rec_yds,0,,,,,
player,201209090cle,cle,WeedBr00,rec_td,0,,,,,
player,201209090cle,cle,WeedBr00,rec_long,0,,,,,
player,201209090cle,cle,WeedBr00,fumbles,2,,,,,
player,201209090cle,cle,WeedBr00,fumbles_lost,0,,,,,
player,201209090cle,cle,RichTr00,pass_cmp,0,,,,,
player,201209090cle,cle,RichTr00,pass_att,0,,,,,
player,201209090cle,cle,RichTr00,pass_yds,0,,,,,
player,201209090cle,cle,RichTr00,pass_td,0,,,,,
player,201209090cle,cle,RichTr00,pass_int,0,,,,,
player,201209090cle,cle,RichTr00,pass_sacked,0,,,,,
player,201209090cle,cle,RichTr00,pass_sacked_yds,0,,,,,
player,201209090cle,cle,RichTr00,pass_long,0,,,,,
player,201209090cle,cle,RichTr00,pass_rating,,,,,,
player,201209090cle,cle,RichTr00,rush_att,19,,,,,
player,201209090cle,cle,RichTr00,rush_yds,39,,,,,
player,201209090cle,cle,RichTr00,rush_td,0,,,,,
player,201209090cle,cle,RichTr00,rush_long,9,,,,,
player,201209090cle,cle,RichTr00,targets,3,,,,,
player,201209090cle,cle,RichTr00,rec,1,,,,,
player,201209090cle,cle,RichTr00,rec_yds,5,,,,,
player,201209090cle,cle,RichTr00,rec_td,0,,,,,
player,201209090cle,cle,RichTr00,rec_long,5,,,,,
player,201209090cle,cle,RichTr00,fumbles,0,,,,,
player,201209090cle,cle,RichTr00,fumbles_lost,0,,,,,
player,201209090cle,cle,BenjTr00,pass_cmp,0,,,,,
player,201209090cle,cle,BenjTr00,pass_att,0,,,,,
player,201209090cle,cle,BenjTr00,pass_yds,0,,,,,
player,201209090cle,cle,BenjTr00,pass_td,0,,,,,
player,201209090cle,cle,BenjTr00,pass_int,0,,,,,
player,201209090cle,cle,BenjTr00,pass_sacked,0,,,,,
player,201209090cle,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201209090cle,cle,BenjTr00,pass_long,0,,,,,
player,201209090cle,cle,BenjTr00,pass_rating,,,,,,
player,201209090cle,cle,BenjTr00,rush_att,1,,,,,
player,201209090cle,cle,BenjTr00,rush_yds,35,,,,,
player,201209090cle,cle,BenjTr00,rush_td,0,,,,,
player,201209090cle,cle,BenjTr00,rush_long,35,,,,,
player,201209090cle,cle,BenjTr00,targets,6,,,,,
player,201209090cle,cle,BenjTr00,rec,1,,,,,
player,201209090cle,cle,BenjTr00,rec_yds,12,,,,,
player,201209090cle,cle,BenjTr00,rec_td,0,,,,,
player,201209090cle,cle,BenjTr00,rec_long,12,,,,,
player,201209090cle,cle,BenjTr00,fumbles,0,,,,,
player,201209090cle,cle,BenjTr00,fumbles_lost,0,,,,,
player,201209090cle,cle,MassMo00,pass_cmp,0,,,,,
player,201209090cle,cle,MassMo00,pass_att,0,,,,,
player,201209090cle,cle,MassMo00,pass_yds,0,,,,,
player,201209090cle,cle,MassMo00,pass_td,0,,,,,
player,201209090cle,cle,MassMo00,pass_int,0,,,,,
player,201209090cle,cle,MassMo00,pass_sacked,0,,,,,
player,201209090cle,cle,MassMo00,pass_sacked_yds,0,,,,,
player,201209090cle,cle,MassMo00,pass_long,0,,,,,
player,201209090cle,cle,MassMo00,pass_rating,,,,,,
player,201209090cle,cle,MassMo00,rush_att,0,,,,,
player,201209090cle,cle,MassMo00,rush_yds,0,,,,,
player,201209090cle,cle,MassMo00,rush_td,0,,,,,
player,201209090cle,cle,MassMo00,rush_long,0,,,,,
player,201209090cle,cle,MassMo00,targets,8,,,,,
player,201209090cle,cle,MassMo00,rec,3,,,,,
player,201209090cle,cle,MassMo00,rec_yds,41,,,,,
player,201209090cle,cle,MassMo00,rec_td,0,,,,,
player,201209090cle,cle,MassMo00,rec_long,24,,,,,
player,201209090cle,cle,MassMo00,fumbles,0,,,,,
player,201209090cle,cle,MassMo00,fumbles_lost,0,,,,,
player,201209090cle,cle,GordJo02,pass_cmp,0,,,,,
player,201209090cle,cle,GordJo02,pass_att,0,,,,,
player,201209090cle,cle,GordJo02,pass_yds,0,,,,,
player,201209090cle,cle,GordJo02,pass_td,0,,,,,
player,201209090cle,cle,GordJo02,pass_int,0,,,,,
player,201209090cle,cle,GordJo02,pass_sacked,0,,,,,
player,201209090cle,cle,GordJo02,pass_sacked_yds,0,,,,,
player,201209090cle,cle,GordJo02,pass_long,0,,,,,
player,201209090cle,cle,GordJo02,pass_rating,,,,,,
player,201209090cle,cle,GordJo02,rush_att,0,,,,,
player,201209090cle,cle,GordJo02,rush_yds,0,,,,,
player,201209090cle,cle,GordJo02,rush_td,0,,,,,
player,201209090cle,cle,GordJo02,rush_long,0,,,,,
player,201209090cle,cle,GordJo02,targets,4,,,,,
player,201209090cle,cle,GordJo02,rec,2,,,,,
player,201209090cle,cle,GordJo02,rec_yds,32,,,,,
player,201209090cle,cle,GordJo02,rec_td,0,,,,,
player,201209090cle,cle,GordJo02,rec_long,20,,,,,
player,201209090cle,cle,GordJo02,fumbles,0,,,,,
player,201209090cle,cle,GordJo02,fumbles_lost,0,,,,,
player,201209090cle,cle,JackBr00,pass_cmp,0,,,,,
player,201209090cle,cle,JackBr00,pass_att,0,,,,,
player,201209090cle,cle,JackBr00,pass_yds,0,,,,,
player,201209090cle,cle,JackBr00,pass_td,0,,,,,
player,201209090cle,cle,JackBr00,pass_int,0,,,,,
player,201209090cle,cle,JackBr00,pass_sacked,0,,,,,
player,201209090cle,cle,JackBr00,pass_sacked_yds,0,,,,,
player,201209090cle,cle,JackBr00,pass_long,0,,,,,
player,201209090cle,cle,JackBr00,pass_rating,,,,,,
player,201209090cle,cle,JackBr00,rush_att,0,,,,,
player,201209090cle,cle,JackBr00,rush_yds,0,,,,,
player,201209090cle,cle,JackBr00,rush_td,0,,,,,
player,201209090cle,cle,JackBr00,rush_long,0,,,,,
player,201209090cle,cle,JackBr00,targets,4,,,,,
player,201209090cle,cle,JackBr00,rec,2,,,,,
player,201209090cle,cle,JackBr00,rec_yds,20,,,,,
player,201209090cle,cle,JackBr00,rec_td,0,,,,,
player,201209090cle,cle,JackBr00,rec_long,14,,,,,
player,201209090cle,cle,JackBr00,fumbles,0,,,,,
player,201209090cle,cle,JackBr00,fumbles_lost,0,,,,,
player,201209090cle,cle,WatsBe00,pass_cmp,0,,,,,
player,201209090cle,cle,WatsBe00,pass_att,0,,,,,
player,201209090cle,cle,WatsBe00,pass_yds,0,,,,,
player,201209090cle,cle,WatsBe00,pass_td,0,,,,,
player,201209090cle,cle,WatsBe00,pass_int,0,,,,,
player,201209090cle,cle,WatsBe00,pass_sacked,0,,,,,
player,201209090cle,cle,WatsBe00,pass_sacked_yds,0,,,,,
player,201209090cle,cle,WatsBe00,pass_long,0,,,,,
player,201209090cle,cle,WatsBe00,pass_rating,,,,,,
player,201209090cle,cle,WatsBe00,rush_att,0,,,,,
player,201209090cle,cle,WatsBe00,rush_yds,0,,,,,
player,201209090cle,cle,WatsBe00,rush_td,0,,,,,
player,201209090cle,cle,WatsBe00,rush_long,0,,,,,
player,201209090cle,cle,WatsBe00,targets,2,,,,,
player,201209090cle,cle,WatsBe00,rec,2,,,,,
player,201209090cle,cle,WatsBe00,rec_yds,9,,,,,
player,201209090cle,cle,WatsBe00,rec_td,0,,,,,
player,201209090cle,cle,WatsBe00,rec_long,6,,,,,
player,201209090cle,cle,WatsBe00,fumbles,0,,,,,
player,201209090cle,cle,WatsBe00,fumbles_lost,0,,,,,
player,201209090cle,cle,CameJo00,pass_cmp,0,,,,,
player,201209090cle,cle,CameJo00,pass_att,0,,,,,
player,201209090cle,cle,CameJo00,pass_yds,0,,,,,
player,201209090cle,cle,CameJo00,pass_td,0,,,,,
player,201209090cle,cle,CameJo00,pass_int,0,,,,,
player,201209090cle,cle,CameJo00,pass_sacked,0,,,,,
player,201209090cle,cle,CameJo00,pass_sacked_yds,0,,,,,
player,201209090cle,cle,CameJo00,pass_long,0,,,,,
player,201209090cle,cle,CameJo00,pass_rating,,,,,,
player,201209090cle,cle,CameJo00,rush_att,0,,,,,
player,201209090cle,cle,CameJo00,rush_yds,0,,,,,
player,201209090cle,cle,CameJo00,rush_td,0,,,,,
player,201209090cle,cle,CameJo00,rush_long,0,,,,,
player,201209090cle,cle,CameJo00,targets,1,,,,,
player,201209090cle,cle,CameJo00,rec,0,,,,,
player,201209090cle,cle,CameJo00,rec_yds,0,,,,,
player,201209090cle,cle,CameJo00,rec_td,0,,,,,
player,201209090cle,cle,CameJo00,rec_long,0,,,,,
player,201209090cle,cle,CameJo00,fumbles,0,,,,,
player,201209090cle,cle,CameJo00,fumbles_lost,0,,,,,
player,201209090cle,cle,MareOw00,pass_cmp,0,,,,,
player,201209090cle,cle,MareOw00,pass_att,0,,,,,
player,201209090cle,cle,MareOw00,pass_yds,0,,,,,
player,201209090cle,cle,MareOw00,pass_td,0,,,,,
player,201209090cle,cle,MareOw00,pass_int,0,,,,,
player,201209090cle,cle,MareOw00,pass_sacked,0,,,,,
player,201209090cle,cle,MareOw00,pass_sacked_yds,0,,,,,
player,201209090cle,cle,MareOw00,pass_long,0,,,,,
player,201209090cle,cle,MareOw00,pass_rating,,,,,,
player,201209090cle,cle,MareOw00,rush_att,0,,,,,
player,201209090cle,cle,MareOw00,rush_yds,0,,,,,
player,201209090cle,cle,MareOw00,rush_td,0,,,,,
player,201209090cle,cle,MareOw00,rush_long,0,,,,,
player,201209090cle,cle,MareOw00,targets,2,,,,,
player,201209090cle,cle,MareOw00,rec,0,,,,,
player,201209090cle,cle,MareOw00,rec_yds,0,,,,,
player,201209090cle,cle,MareOw00,rec_td,0,,,,,
player,201209090cle,cle,MareOw00,rec_long,0,,,,,
player,201209090cle,cle,MareOw00,fumbles,0,,,,,
player,201209090cle,cle,MareOw00,fumbles_lost,0,,,,,
player,201209090cle,cle,LittGr00,pass_cmp,0,,,,,
player,201209090cle,cle,LittGr00,pass_att,0,,,,,
player,201209090cle,cle,LittGr00,pass_yds,0,,,,,
player,201209090cle,cle,LittGr00,pass_td,0,,,,,
player,201209090cle,cle,LittGr00,pass_int,0,,,,,
player,201209090cle,cle,LittGr00,pass_sacked,0,,,,,
player,201209090cle,cle,LittGr00,pass_sacked_yds,0,,,,,
player,201209090cle,cle,LittGr00,pass_long,0,,,,,
player,201209090cle,cle,LittGr00,pass_rating,,,,,,
player,201209090cle,cle,LittGr00,rush_att,0,,,,,
player,201209090cle,cle,LittGr00,rush_yds,0,,,,,
player,201209090cle,cle,LittGr00,rush_td,0,,,,,
player,201209090cle,cle,LittGr00,rush_long,0,,,,,
player,201209090cle,cle,LittGr00,targets,4,,,,,
player,201209090cle,cle,LittGr00,rec,0,,,,,
player,201209090cle,cle,LittGr00,rec_yds,0,,,,,
player,201209090cle,cle,LittGr00,rec_td,0,,,,,
player,201209090cle,cle,LittGr00,rec_long,0,,,,,
player,201209090cle,cle,LittGr00,fumbles,0,,,,,
player,201209090cle,cle,LittGr00,fumbles_lost,0,,,,,
player,201209090cle,cle,SmitAl02,pass_cmp,0,,,,,
player,201209090cle,cle,SmitAl02,pass_att,0,,,,,
player,201209090cle,cle,SmitAl02,pass_yds,0,,,,,
player,201209090cle,cle,SmitAl02,pass_td,0,,,,,
player,201209090cle,cle,SmitAl02,pass_int,0,,,,,
player,201209090cle,cle,SmitAl02,pass_sacked,0,,,,,
player,201209090cle,cle,SmitAl02,pass_sacked_yds,0,,,,,
player,201209090cle,cle,SmitAl02,pass_long,0,,,,,
player,201209090cle,cle,SmitAl02,pass_rating,,,,,,
player,201209090cle,cle,SmitAl02,rush_att,0,,,,,
player,201209090cle,cle,SmitAl02,rush_yds,0,,,,,
player,201209090cle,cle,SmitAl02,rush_td,0,,,,,
player,201209090cle,cle,SmitAl02,rush_long,0,,,,,
player,201209090cle,cle,SmitAl02,targets,1,,,,,
player,201209090cle,cle,SmitAl02,rec,1,,,,,
player,201209090cle,cle,SmitAl02,rec_yds,-1,,,,,
player,201209090cle,cle,SmitAl02,rec_td,0,,,,,
player,201209090cle,cle,SmitAl02,rec_long,-1,,,,,
player,201209090cle,cle,SmitAl02,fumbles,0,,,,,
player,201209090cle,cle,SmitAl02,fumbles_lost,0,,,,,
player,201209090cle,phi,ColeKu99,def_int,2,,,,,
player,201209090cle,phi,ColeKu99,def_int_yds,13,,,,,
player,201209090cle,phi,ColeKu99,def_int_td,0,,,,,
player,201209090cle,phi,ColeKu99,def_int_long,7,,,,,
player,201209090cle,phi,ColeKu99,pass_defended,2,,,,,
player,201209090cle,phi,ColeKu99,sacks,0.0,,,,,
player,201209090cle,phi,ColeKu99,tackles_combined,5,,,,,
player,201209090cle,phi,ColeKu99,tackles_solo,5,,,,,
player,201209090cle,phi,ColeKu99,tackles_assists,0,,,,,
player,201209090cle,phi,ColeKu99,tackles_loss,0,,,,,
player,201209090cle,phi,ColeKu99,qb_hits,0,,,,,
player,201209090cle,phi,ColeKu99,fumbles_rec,0,,,,,
player,201209090cle,phi,ColeKu99,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,ColeKu99,fumbles_rec_td,0,,,,,
player,201209090cle,phi,ColeKu99,fumbles_forced,0,,,,,
player,201209090cle,phi,RodgDo99,def_int,2,,,,,
player,201209090cle,phi,RodgDo99,def_int_yds,0,,,,,
player,201209090cle,phi,RodgDo99,def_int_td,0,,,,,
player,201209090cle,phi,RodgDo99,def_int_long,0,,,,,
player,201209090cle,phi,RodgDo99,pass_defended,4,,,,,
player,201209090cle,phi,RodgDo99,sacks,0.0,,,,,
player,201209090cle,phi,RodgDo99,tackles_combined,1,,,,,
player,201209090cle,phi,RodgDo99,tackles_solo,1,,,,,
player,201209090cle,phi,RodgDo99,tackles_assists,0,,,,,
player,201209090cle,phi,RodgDo99,tackles_loss,0,,,,,
player,201209090cle,phi,RodgDo99,qb_hits,0,,,,,
player,201209090cle,phi,RodgDo99,fumbles_rec,0,,,,,
player,201209090cle,phi,RodgDo99,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,RodgDo99,fumbles_rec_td,0,,,,,
player,201209090cle,phi,RodgDo99,fumbles_forced,0,,,,,
player,201209090cle,phi,BabiJa20,def_int,0,,,,,
player,201209090cle,phi,BabiJa20,def_int_yds,0,,,,,
player,201209090cle,phi,BabiJa20,def_int_td,0,,,,,
player,201209090cle,phi,BabiJa20,def_int_long,0,,,,,
player,201209090cle,phi,BabiJa20,pass_defended,0,,,,,
