game,2012,4,20120930,201209300kan,sdg,"San Diego Chargers",37,kan,"Kansas City Chiefs",20
player,201209300kan,sdg,GateAn00,pass_int,0,,,,,
player,201209300kan,sdg,GateAn00,pass_sacked,0,,,,,
player,201209300kan,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201209300kan,sdg,GateAn00,pass_long,0,,,,,
player,201209300kan,sdg,GateAn00,pass_rating,,,,,,
player,201209300kan,sdg,GateAn00,rush_att,0,,,,,
player,201209300kan,sdg,GateAn00,rush_yds,0,,,,,
player,201209300kan,sdg,GateAn00,rush_td,0,,,,,
player,201209300kan,sdg,GateAn00,rush_long,0,,,,,
player,201209300kan,sdg,GateAn00,targets,3,,,,,
player,201209300kan,sdg,GateAn00,rec,3,,,,,
player,201209300kan,sdg,GateAn00,rec_yds,59,,,,,
player,201209300kan,sdg,GateAn00,rec_td,0,,,,,
player,201209300kan,sdg,GateAn00,rec_long,33,,,,,
player,201209300kan,sdg,GateAn00,fumbles,0,,,,,
player,201209300kan,sdg,GateAn00,fumbles_lost,0,,,,,
player,201209300kan,sdg,BrowRo05,pass_cmp,0,,,,,
player,201209300kan,sdg,BrowRo05,pass_att,0,,,,,
player,201209300kan,sdg,BrowRo05,pass_yds,0,,,,,
player,201209300kan,sdg,BrowRo05,pass_td,0,,,,,
player,201209300kan,sdg,BrowRo05,pass_int,0,,,,,
player,201209300kan,sdg,BrowRo05,pass_sacked,0,,,,,
player,201209300kan,sdg,BrowRo05,pass_sacked_yds,0,,,,,
player,201209300kan,sdg,BrowRo05,pass_long,0,,,,,
player,201209300kan,sdg,BrowRo05,pass_rating,,,,,,
player,201209300kan,sdg,BrowRo05,rush_att,0,,,,,
player,201209300kan,sdg,BrowRo05,rush_yds,0,,,,,
player,201209300kan,sdg,BrowRo05,rush_td,0,,,,,
player,201209300kan,sdg,BrowRo05,rush_long,0,,,,,
player,201209300kan,sdg,BrowRo05,targets,3,,,,,
player,201209300kan,sdg,BrowRo05,rec,3,,,,,
player,201209300kan,sdg,BrowRo05,rec_yds,50,,,,,
player,201209300kan,sdg,BrowRo05,rec_td,0,,,,,
player,201209300kan,sdg,BrowRo05,rec_long,21,,,,,
player,201209300kan,sdg,BrowRo05,fumbles,0,,,,,
player,201209300kan,sdg,BrowRo05,fumbles_lost,0,,,,,
player,201209300kan,sdg,FloyMa00,pass_cmp,0,,,,,
player,201209300kan,sdg,FloyMa00,pass_att,0,,,,,
player,201209300kan,sdg,FloyMa00,pass_yds,0,,,,,
player,201209300kan,sdg,FloyMa00,pass_td,0,,,,,
player,201209300kan,sdg,FloyMa00,pass_int,0,,,,,
player,201209300kan,sdg,FloyMa00,pass_sacked,0,,,,,
player,201209300kan,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201209300kan,sdg,FloyMa00,pass_long,0,,,,,
player,201209300kan,sdg,FloyMa00,pass_rating,,,,,,
player,201209300kan,sdg,FloyMa00,rush_att,0,,,,,
player,201209300kan,sdg,FloyMa00,rush_yds,0,,,,,
player,201209300kan,sdg,FloyMa00,rush_td,0,,,,,
player,201209300kan,sdg,FloyMa00,rush_long,0,,,,,
player,201209300kan,sdg,FloyMa00,targets,3,,,,,
player,201209300kan,sdg,FloyMa00,rec,2,,,,,
player,201209300kan,sdg,FloyMa00,rec_yds,23,,,,,
player,201209300kan,sdg,FloyMa00,rec_td,0,,,,,
player,201209300kan,sdg,FloyMa00,rec_long,21,,,,,
player,201209300kan,sdg,FloyMa00,fumbles,0,,,,,
player,201209300kan,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201209300kan,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201209300kan,sdg,RoyaEd00,pass_att,0,,,,,
player,201209300kan,sdg,RoyaEd00,pass_yds,0,,,,,
player,201209300kan,sdg,RoyaEd00,pass_td,0,,,,,
player,201209300kan,sdg,RoyaEd00,pass_int,0,,,,,
player,201209300kan,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201209300kan,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201209300kan,sdg,RoyaEd00,pass_long,0,,,,,
player,201209300kan,sdg,RoyaEd00,pass_rating,,,,,,
player,201209300kan,sdg,RoyaEd00,rush_att,0,,,,,
player,201209300kan,sdg,RoyaEd00,rush_yds,0,,,,,
player,201209300kan,sdg,RoyaEd00,rush_td,0,,,,,
player,201209300kan,sdg,RoyaEd00,rush_long,0,,,,,
player,201209300kan,sdg,RoyaEd00,targets,5,,,,,
player,201209300kan,sdg,RoyaEd00,rec,3,,,,,
player,201209300kan,sdg,RoyaEd00,rec_yds,16,,,,,
player,201209300kan,sdg,RoyaEd00,rec_td,1,,,,,
player,201209300kan,sdg,RoyaEd00,rec_long,8,,,,,
player,201209300kan,sdg,RoyaEd00,fumbles,1,,,,,
player,201209300kan,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201209300kan,sdg,MeacRo00,pass_cmp,0,,,,,
player,201209300kan,sdg,MeacRo00,pass_att,0,,,,,
player,201209300kan,sdg,MeacRo00,pass_yds,0,,,,,
player,201209300kan,sdg,MeacRo00,pass_td,0,,,,,
player,201209300kan,sdg,MeacRo00,pass_int,0,,,,,
player,201209300kan,sdg,MeacRo00,pass_sacked,0,,,,,
player,201209300kan,sdg,MeacRo00,pass_sacked_yds,0,,,,,
player,201209300kan,sdg,MeacRo00,pass_long,0,,,,,
player,201209300kan,sdg,MeacRo00,pass_rating,,,,,,
player,201209300kan,sdg,MeacRo00,rush_att,0,,,,,
player,201209300kan,sdg,MeacRo00,rush_yds,0,,,,,
player,201209300kan,sdg,MeacRo00,rush_td,0,,,,,
player,201209300kan,sdg,MeacRo00,rush_long,0,,,,,
player,201209300kan,sdg,MeacRo00,targets,2,,,,,
player,201209300kan,sdg,MeacRo00,rec,0,,,,,
player,201209300kan,sdg,MeacRo00,rec_yds,0,,,,,
player,201209300kan,sdg,MeacRo00,rec_td,0,,,,,
player,201209300kan,sdg,MeacRo00,rec_long,0,,,,,
player,201209300kan,sdg,MeacRo00,fumbles,0,,,,,
player,201209300kan,sdg,MeacRo00,fumbles_lost,0,,,,,
player,201209300kan,kan,CassMa00,pass_cmp,24,,,,,
player,201209300kan,kan,CassMa00,pass_att,42,,,,,
player,201209300kan,kan,CassMa00,pass_yds,251,,,,,
player,201209300kan,kan,CassMa00,pass_td,2,,,,,
player,201209300kan,kan,CassMa00,pass_int,3,,,,,
player,201209300kan,kan,CassMa00,pass_sacked,2,,,,,
player,201209300kan,kan,CassMa00,pass_sacked_yds,17,,,,,
player,201209300kan,kan,CassMa00,pass_long,29,,,,,
player,201209300kan,kan,CassMa00,pass_rating,60.7,,,,,
player,201209300kan,kan,CassMa00,rush_att,0,,,,,
player,201209300kan,kan,CassMa00,rush_yds,0,,,,,
player,201209300kan,kan,CassMa00,rush_td,0,,,,,
player,201209300kan,kan,CassMa00,rush_long,0,,,,,
player,201209300kan,kan,CassMa00,targets,0,,,,,
player,201209300kan,kan,CassMa00,rec,0,,,,,
player,201209300kan,kan,CassMa00,rec_yds,0,,,,,
player,201209300kan,kan,CassMa00,rec_td,0,,,,,
player,201209300kan,kan,CassMa00,rec_long,0,,,,,
player,201209300kan,kan,CassMa00,fumbles,1,,,,,
player,201209300kan,kan,CassMa00,fumbles_lost,0,,,,,
player,201209300kan,kan,CharJa00,pass_cmp,0,,,,,
player,201209300kan,kan,CharJa00,pass_att,0,,,,,
player,201209300kan,kan,CharJa00,pass_yds,0,,,,,
player,201209300kan,kan,CharJa00,pass_td,0,,,,,
player,201209300kan,kan,CharJa00,pass_int,0,,,,,
player,201209300kan,kan,CharJa00,pass_sacked,0,,,,,
player,201209300kan,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201209300kan,kan,CharJa00,pass_long,0,,,,,
player,201209300kan,kan,CharJa00,pass_rating,,,,,,
player,201209300kan,kan,CharJa00,rush_att,17,,,,,
player,201209300kan,kan,CharJa00,rush_yds,88,,,,,
player,201209300kan,kan,CharJa00,rush_td,1,,,,,
player,201209300kan,kan,CharJa00,rush_long,37,,,,,
player,201209300kan,kan,CharJa00,targets,4,,,,,
player,201209300kan,kan,CharJa00,rec,3,,,,,
player,201209300kan,kan,CharJa00,rec_yds,23,,,,,
player,201209300kan,kan,CharJa00,rec_td,1,,,,,
player,201209300kan,kan,CharJa00,rec_long,13,,,,,
player,201209300kan,kan,CharJa00,fumbles,2,,,,,
player,201209300kan,kan,CharJa00,fumbles_lost,2,,,,,
player,201209300kan,kan,GrayCy00,pass_cmp,0,,,,,
player,201209300kan,kan,GrayCy00,pass_att,0,,,,,
player,201209300kan,kan,GrayCy00,pass_yds,0,,,,,
player,201209300kan,kan,GrayCy00,pass_td,0,,,,,
player,201209300kan,kan,GrayCy00,pass_int,0,,,,,
player,201209300kan,kan,GrayCy00,pass_sacked,0,,,,,
player,201209300kan,kan,GrayCy00,pass_sacked_yds,0,,,,,
player,201209300kan,kan,GrayCy00,pass_long,0,,,,,
player,201209300kan,kan,GrayCy00,pass_rating,,,,,,
player,201209300kan,kan,GrayCy00,rush_att,1,,,,,
player,201209300kan,kan,GrayCy00,rush_yds,15,,,,,
player,201209300kan,kan,GrayCy00,rush_td,0,,,,,
player,201209300kan,kan,GrayCy00,rush_long,15,,,,,
player,201209300kan,kan,GrayCy00,targets,1,,,,,
player,201209300kan,kan,GrayCy00,rec,0,,,,,
player,201209300kan,kan,GrayCy00,rec_yds,0,,,,,
player,201209300kan,kan,GrayCy00,rec_td,0,,,,,
player,201209300kan,kan,GrayCy00,rec_long,0,,,,,
player,201209300kan,kan,GrayCy00,fumbles,0,,,,,
player,201209300kan,kan,GrayCy00,fumbles_lost,0,,,,,
player,201209300kan,kan,DrauSh00,pass_cmp,0,,,,,
player,201209300kan,kan,DrauSh00,pass_att,0,,,,,
player,201209300kan,kan,DrauSh00,pass_yds,0,,,,,
player,201209300kan,kan,DrauSh00,pass_td,0,,,,,
player,201209300kan,kan,DrauSh00,pass_int,0,,,,,
player,201209300kan,kan,DrauSh00,pass_sacked,0,,,,,
player,201209300kan,kan,DrauSh00,pass_sacked_yds,0,,,,,
player,201209300kan,kan,DrauSh00,pass_long,0,,,,,
player,201209300kan,kan,DrauSh00,pass_rating,,,,,,
player,201209300kan,kan,DrauSh00,rush_att,4,,,,,
player,201209300kan,kan,DrauSh00,rush_yds,12,,,,,
player,201209300kan,kan,DrauSh00,rush_td,0,,,,,
player,201209300kan,kan,DrauSh00,rush_long,7,,,,,
player,201209300kan,kan,DrauSh00,targets,5,,,,,
player,201209300kan,kan,DrauSh00,rec,4,,,,,
player,201209300kan,kan,DrauSh00,rec_yds,34,,,,,
player,201209300kan,kan,DrauSh00,rec_td,0,,,,,
player,201209300kan,kan,DrauSh00,rec_long,18,,,,,
player,201209300kan,kan,DrauSh00,fumbles,1,,,,,
player,201209300kan,kan,DrauSh00,fumbles_lost,1,,,,,
player,201209300kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201209300kan,kan,BoweDw00,pass_att,0,,,,,
player,201209300kan,kan,BoweDw00,pass_yds,0,,,,,
player,201209300kan,kan,BoweDw00,pass_td,0,,,,,
player,201209300kan,kan,BoweDw00,pass_int,0,,,,,
player,201209300kan,kan,BoweDw00,pass_sacked,0,,,,,
player,201209300kan,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201209300kan,kan,BoweDw00,pass_long,0,,,,,
player,201209300kan,kan,BoweDw00,pass_rating,,,,,,
player,201209300kan,kan,BoweDw00,rush_att,0,,,,,
player,201209300kan,kan,BoweDw00,rush_yds,0,,,,,
player,201209300kan,kan,BoweDw00,rush_td,0,,,,,
player,201209300kan,kan,BoweDw00,rush_long,0,,,,,
player,201209300kan,kan,BoweDw00,targets,12,,,,,
player,201209300kan,kan,BoweDw00,rec,7,,,,,
player,201209300kan,kan,BoweDw00,rec_yds,108,,,,,
player,201209300kan,kan,BoweDw00,rec_td,1,,,,,
player,201209300kan,kan,BoweDw00,rec_long,29,,,,,
player,201209300kan,kan,BoweDw00,fumbles,0,,,,,
player,201209300kan,kan,BoweDw00,fumbles_lost,0,,,,,
player,201209300kan,kan,BaldJo00,pass_cmp,0,,,,,
player,201209300kan,kan,BaldJo00,pass_att,0,,,,,
player,201209300kan,kan,BaldJo00,pass_yds,0,,,,,
player,201209300kan,kan,BaldJo00,pass_td,0,,,,,
player,201209300kan,kan,BaldJo00,pass_int,0,,,,,
player,201209300kan,kan,BaldJo00,pass_sacked,0,,,,,
player,201209300kan,kan,BaldJo00,pass_sacked_yds,0,,,,,
player,201209300kan,kan,BaldJo00,pass_long,0,,,,,
player,201209300kan,kan,BaldJo00,pass_rating,,,,,,
player,201209300kan,kan,BaldJo00,rush_att,0,,,,,
player,201209300kan,kan,BaldJo00,rush_yds,0,,,,,
player,201209300kan,kan,BaldJo00,rush_td,0,,,,,
player,201209300kan,kan,BaldJo00,rush_long,0,,,,,
player,201209300kan,kan,BaldJo00,targets,5,,,,,
player,201209300kan,kan,BaldJo00,rec,4,,,,,
player,201209300kan,kan,BaldJo00,rec_yds,50,,,,,
player,201209300kan,kan,BaldJo00,rec_td,0,,,,,
player,201209300kan,kan,BaldJo00,rec_long,25,,,,,
player,201209300kan,kan,BaldJo00,fumbles,0,,,,,
player,201209300kan,kan,BaldJo00,fumbles_lost,0,,,,,
player,201209300kan,kan,MoeaTo00,pass_cmp,0,,,,,
player,201209300kan,kan,MoeaTo00,pass_att,0,,,,,
player,201209300kan,kan,MoeaTo00,pass_yds,0,,,,,
player,201209300kan,kan,MoeaTo00,pass_td,0,,,,,
player,201209300kan,kan,MoeaTo00,pass_int,0,,,,,
player,201209300kan,kan,MoeaTo00,pass_sacked,0,,,,,
player,201209300kan,kan,MoeaTo00,pass_sacked_yds,0,,,,,
player,201209300kan,kan,MoeaTo00,pass_long,0,,,,,
player,201209300kan,kan,MoeaTo00,pass_rating,,,,,,
player,201209300kan,kan,MoeaTo00,rush_att,0,,,,,
player,201209300kan,kan,MoeaTo00,rush_yds,0,,,,,
player,201209300kan,kan,MoeaTo00,rush_td,0,,,,,
player,201209300kan,kan,MoeaTo00,rush_long,0,,,,,
player,201209300kan,kan,MoeaTo00,targets,4,,,,,
player,201209300kan,kan,MoeaTo00,rec,3,,,,,
player,201209300kan,kan,MoeaTo00,rec_yds,18,,,,,
player,201209300kan,kan,MoeaTo00,rec_td,0,,,,,
player,201209300kan,kan,MoeaTo00,rec_long,12,,,,,
player,201209300kan,kan,MoeaTo00,fumbles,0,,,,,
player,201209300kan,kan,MoeaTo00,fumbles_lost,0,,,,,
player,201209300kan,kan,BreaSt00,pass_cmp,0,,,,,
player,201209300kan,kan,BreaSt00,pass_att,0,,,,,
player,201209300kan,kan,BreaSt00,pass_yds,0,,,,,
player,201209300kan,kan,BreaSt00,pass_td,0,,,,,
player,201209300kan,kan,BreaSt00,pass_int,0,,,,,
player,201209300kan,kan,BreaSt00,pass_sacked,0,,,,,
player,201209300kan,kan,BreaSt00,pass_sacked_yds,0,,,,,
player,201209300kan,kan,BreaSt00,pass_long,0,,,,,
player,201209300kan,kan,BreaSt00,pass_rating,,,,,,
player,201209300kan,kan,BreaSt00,rush_att,0,,,,,
player,201209300kan,kan,BreaSt00,rush_yds,0,,,,,
player,201209300kan,kan,BreaSt00,rush_td,0,,,,,
player,201209300kan,kan,BreaSt00,rush_long,0,,,,,
player,201209300kan,kan,BreaSt00,targets,1,,,,,
player,201209300kan,kan,BreaSt00,rec,1,,,,,
player,201209300kan,kan,BreaSt00,rec_yds,12,,,,,
player,201209300kan,kan,BreaSt00,rec_td,0,,,,,
player,201209300kan,kan,BreaSt00,rec_long,12,,,,,
player,201209300kan,kan,BreaSt00,fumbles,0,,,,,
player,201209300kan,kan,BreaSt00,fumbles_lost,0,,,,,
player,201209300kan,kan,McClDe00,pass_cmp,0,,,,,
player,201209300kan,kan,McClDe00,pass_att,0,,,,,
player,201209300kan,kan,McClDe00,pass_yds,0,,,,,
player,201209300kan,kan,McClDe00,pass_td,0,,,,,
player,201209300kan,kan,McClDe00,pass_int,0,,,,,
player,201209300kan,kan,McClDe00,pass_sacked,0,,,,,
player,201209300kan,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201209300kan,kan,McClDe00,pass_long,0,,,,,
player,201209300kan,kan,McClDe00,pass_rating,,,,,,
player,201209300kan,kan,McClDe00,rush_att,0,,,,,
player,201209300kan,kan,McClDe00,rush_yds,0,,,,,
player,201209300kan,kan,McClDe00,rush_td,0,,,,,
player,201209300kan,kan,McClDe00,rush_long,0,,,,,
player,201209300kan,kan,McClDe00,targets,4,,,,,
player,201209300kan,kan,McClDe00,rec,2,,,,,
player,201209300kan,kan,McClDe00,rec_yds,6,,,,,
player,201209300kan,kan,McClDe00,rec_td,0,,,,,
player,201209300kan,kan,McClDe00,rec_long,4,,,,,
player,201209300kan,kan,McClDe00,fumbles,0,,,,,
player,201209300kan,kan,McClDe00,fumbles_lost,0,,,,,
player,201209300kan,kan,ManeSt00,pass_cmp,0,,,,,
player,201209300kan,kan,ManeSt00,pass_att,0,,,,,
player,201209300kan,kan,ManeSt00,pass_yds,0,,,,,
player,201209300kan,kan,ManeSt00,pass_td,0,,,,,
player,201209300kan,kan,ManeSt00,pass_int,0,,,,,
player,201209300kan,kan,ManeSt00,pass_sacked,0,,,,,
player,201209300kan,kan,ManeSt00,pass_sacked_yds,0,,,,,
player,201209300kan,kan,ManeSt00,pass_long,0,,,,,
player,201209300kan,kan,ManeSt00,pass_rating,,,,,,
player,201209300kan,kan,ManeSt00,rush_att,0,,,,,
player,201209300kan,kan,ManeSt00,rush_yds,0,,,,,
player,201209300kan,kan,ManeSt00,rush_td,0,,,,,
player,201209300kan,kan,ManeSt00,rush_long,0,,,,,
player,201209300kan,kan,ManeSt00,targets,3,,,,,
player,201209300kan,kan,ManeSt00,rec,0,,,,,
player,201209300kan,kan,ManeSt00,rec_yds,0,,,,,
player,201209300kan,kan,ManeSt00,rec_td,0,,,,,
player,201209300kan,kan,ManeSt00,rec_long,0,,,,,
player,201209300kan,kan,ManeSt00,fumbles,0,,,,,
player,201209300kan,kan,ManeSt00,fumbles_lost,0,,,,,
player,201209300kan,kan,EachNa00,pass_cmp,0,,,,,
player,201209300kan,kan,EachNa00,pass_att,0,,,,,
player,201209300kan,kan,EachNa00,pass_yds,0,,,,,
player,201209300kan,kan,EachNa00,pass_td,0,,,,,
player,201209300kan,kan,EachNa00,pass_int,0,,,,,
player,201209300kan,kan,EachNa00,pass_sacked,0,,,,,
player,201209300kan,kan,EachNa00,pass_sacked_yds,0,,,,,
player,201209300kan,kan,EachNa00,pass_long,0,,,,,
player,201209300kan,kan,EachNa00,pass_rating,,,,,,
player,201209300kan,kan,EachNa00,rush_att,0,,,,,
player,201209300kan,kan,EachNa00,rush_yds,0,,,,,
player,201209300kan,kan,EachNa00,rush_td,0,,,,,
player,201209300kan,kan,EachNa00,rush_long,0,,,,,
player,201209300kan,kan,EachNa00,targets,1,,,,,
player,201209300kan,kan,EachNa00,rec,0,,,,,
player,201209300kan,kan,EachNa00,rec_yds,0,,,,,
player,201209300kan,kan,EachNa00,rec_td,0,,,,,
player,201209300kan,kan,EachNa00,rec_long,0,,,,,
player,201209300kan,kan,EachNa00,fumbles,0,,,,,
player,201209300kan,kan,EachNa00,fumbles_lost,0,,,,,
player,201209300kan,sdg,ButlDo99,def_int,1,,,,,
player,201209300kan,sdg,ButlDo99,def_int_yds,21,,,,,
player,201209300kan,sdg,ButlDo99,def_int_td,1,,,,,
player,201209300kan,sdg,ButlDo99,def_int_long,21,,,,,
player,201209300kan,sdg,ButlDo99,pass_defended,1,,,,,
player,201209300kan,sdg,ButlDo99,sacks,0.5,,,,,
player,201209300kan,sdg,ButlDo99,tackles_combined,6,,,,,
player,201209300kan,sdg,ButlDo99,tackles_solo,4,,,,,
player,201209300kan,sdg,ButlDo99,tackles_assists,2,,,,,
player,201209300kan,sdg,ButlDo99,tackles_loss,0,,,,,
player,201209300kan,sdg,ButlDo99,qb_hits,1,,,,,
player,201209300kan,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201209300kan,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201209300kan,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201209300kan,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201209300kan,sdg,WeddEr99,def_int,1,,,,,
player,201209300kan,sdg,WeddEr99,def_int_yds,21,,,,,
player,201209300kan,sdg,WeddEr99,def_int_td,0,,,,,
player,201209300kan,sdg,WeddEr99,def_int_long,21,,,,,
player,201209300kan,sdg,WeddEr99,pass_defended,1,,,,,
player,201209300kan,sdg,WeddEr99,sacks,0.0,,,,,
player,201209300kan,sdg,WeddEr99,tackles_combined,5,,,,,
player,201209300kan,sdg,WeddEr99,tackles_solo,3,,,,,
player,201209300kan,sdg,WeddEr99,tackles_assists,2,,,,,
player,201209300kan,sdg,WeddEr99,tackles_loss,0,,,,,
player,201209300kan,sdg,WeddEr99,qb_hits,0,,,,,
player,201209300kan,sdg,WeddEr99,fumbles_rec,0,,,,,
