game,2012,16,20121223,201212230car,rai,"Oakland Raiders",6,car,"Carolina Panthers",17
player,201212230car,rai,PryoTe00,pass_cmp,1,,,,,
player,201212230car,rai,PryoTe00,pass_att,1,,,,,
player,201212230car,rai,PryoTe00,pass_yds,5,,,,,
player,201212230car,rai,PryoTe00,pass_td,0,,,,,
player,201212230car,rai,PryoTe00,pass_int,0,,,,,
player,201212230car,rai,PryoTe00,pass_sacked,0,,,,,
player,201212230car,rai,PryoTe00,pass_sacked_yds,0,,,,,
player,201212230car,rai,PryoTe00,pass_long,5,,,,,
player,201212230car,rai,PryoTe00,pass_rating,87.5,,,,,
player,201212230car,rai,PryoTe00,rush_att,1,,,,,
player,201212230car,rai,PryoTe00,rush_yds,2,,,,,
player,201212230car,rai,PryoTe00,rush_td,0,,,,,
player,201212230car,rai,PryoTe00,rush_long,2,,,,,
player,201212230car,rai,PryoTe00,targets,1,,,,,
player,201212230car,rai,PryoTe00,rec,1,,,,,
player,201212230car,rai,PryoTe00,rec_yds,22,,,,,
player,201212230car,rai,PryoTe00,rec_td,0,,,,,
player,201212230car,rai,PryoTe00,rec_long,22,,,,,
player,201212230car,rai,PryoTe00,fumbles,0,,,,,
player,201212230car,rai,PryoTe00,fumbles_lost,0,,,,,
player,201212230car,rai,McFaDa00,pass_cmp,0,,,,,
player,201212230car,rai,McFaDa00,pass_att,0,,,,,
player,201212230car,rai,McFaDa00,pass_yds,0,,,,,
player,201212230car,rai,McFaDa00,pass_td,0,,,,,
player,201212230car,rai,McFaDa00,pass_int,0,,,,,
player,201212230car,rai,McFaDa00,pass_sacked,,,,,,
player,201212230car,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201212230car,rai,McFaDa00,pass_long,0,,,,,
player,201212230car,rai,McFaDa00,pass_rating,,,,,,
player,201212230car,rai,McFaDa00,rush_att,17,,,,,
player,201212230car,rai,McFaDa00,rush_yds,33,,,,,
player,201212230car,rai,McFaDa00,rush_td,0,,,,,
player,201212230car,rai,McFaDa00,rush_long,13,,,,,
player,201212230car,rai,McFaDa00,targets,4,,,,,
player,201212230car,rai,McFaDa00,rec,3,,,,,
player,201212230car,rai,McFaDa00,rec_yds,15,,,,,
player,201212230car,rai,McFaDa00,rec_td,0,,,,,
player,201212230car,rai,McFaDa00,rec_long,11,,,,,
player,201212230car,rai,McFaDa00,fumbles,0,,,,,
player,201212230car,rai,McFaDa00,fumbles_lost,0,,,,,
player,201212230car,rai,GoodMi00,pass_cmp,0,,,,,
player,201212230car,rai,GoodMi00,pass_att,0,,,,,
player,201212230car,rai,GoodMi00,pass_yds,0,,,,,
player,201212230car,rai,GoodMi00,pass_td,0,,,,,
player,201212230car,rai,GoodMi00,pass_int,0,,,,,
player,201212230car,rai,GoodMi00,pass_sacked,,,,,,
player,201212230car,rai,GoodMi00,pass_sacked_yds,0,,,,,
player,201212230car,rai,GoodMi00,pass_long,0,,,,,
player,201212230car,rai,GoodMi00,pass_rating,,,,,,
player,201212230car,rai,GoodMi00,rush_att,4,,,,,
player,201212230car,rai,GoodMi00,rush_yds,12,,,,,
player,201212230car,rai,GoodMi00,rush_td,0,,,,,
player,201212230car,rai,GoodMi00,rush_long,7,,,,,
player,201212230car,rai,GoodMi00,targets,1,,,,,
player,201212230car,rai,GoodMi00,rec,1,,,,,
player,201212230car,rai,GoodMi00,rec_yds,8,,,,,
player,201212230car,rai,GoodMi00,rec_td,0,,,,,
player,201212230car,rai,GoodMi00,rec_long,8,,,,,
player,201212230car,rai,GoodMi00,fumbles,0,,,,,
player,201212230car,rai,GoodMi00,fumbles_lost,0,,,,,
player,201212230car,rai,HeywDa00,pass_cmp,0,,,,,
player,201212230car,rai,HeywDa00,pass_att,0,,,,,
player,201212230car,rai,HeywDa00,pass_yds,0,,,,,
player,201212230car,rai,HeywDa00,pass_td,0,,,,,
player,201212230car,rai,HeywDa00,pass_int,0,,,,,
player,201212230car,rai,HeywDa00,pass_sacked,,,,,,
player,201212230car,rai,HeywDa00,pass_sacked_yds,0,,,,,
player,201212230car,rai,HeywDa00,pass_long,0,,,,,
player,201212230car,rai,HeywDa00,pass_rating,,,,,,
player,201212230car,rai,HeywDa00,rush_att,0,,,,,
player,201212230car,rai,HeywDa00,rush_yds,0,,,,,
player,201212230car,rai,HeywDa00,rush_td,0,,,,,
player,201212230car,rai,HeywDa00,rush_long,0,,,,,
player,201212230car,rai,HeywDa00,targets,6,,,,,
player,201212230car,rai,HeywDa00,rec,2,,,,,
player,201212230car,rai,HeywDa00,rec_yds,31,,,,,
player,201212230car,rai,HeywDa00,rec_td,0,,,,,
player,201212230car,rai,HeywDa00,rec_long,20,,,,,
player,201212230car,rai,HeywDa00,fumbles,0,,,,,
player,201212230car,rai,HeywDa00,fumbles_lost,0,,,,,
player,201212230car,rai,HagaDe00,pass_cmp,0,,,,,
player,201212230car,rai,HagaDe00,pass_att,0,,,,,
player,201212230car,rai,HagaDe00,pass_yds,0,,,,,
player,201212230car,rai,HagaDe00,pass_td,0,,,,,
player,201212230car,rai,HagaDe00,pass_int,0,,,,,
player,201212230car,rai,HagaDe00,pass_sacked,,,,,,
player,201212230car,rai,HagaDe00,pass_sacked_yds,0,,,,,
player,201212230car,rai,HagaDe00,pass_long,0,,,,,
player,201212230car,rai,HagaDe00,pass_rating,,,,,,
player,201212230car,rai,HagaDe00,rush_att,0,,,,,
player,201212230car,rai,HagaDe00,rush_yds,0,,,,,
player,201212230car,rai,HagaDe00,rush_td,0,,,,,
player,201212230car,rai,HagaDe00,rush_long,0,,,,,
player,201212230car,rai,HagaDe00,targets,3,,,,,
player,201212230car,rai,HagaDe00,rec,1,,,,,
player,201212230car,rai,HagaDe00,rec_yds,19,,,,,
player,201212230car,rai,HagaDe00,rec_td,0,,,,,
player,201212230car,rai,HagaDe00,rec_long,19,,,,,
player,201212230car,rai,HagaDe00,fumbles,0,,,,,
player,201212230car,rai,HagaDe00,fumbles_lost,0,,,,,
player,201212230car,rai,ReecMa00,pass_cmp,0,,,,,
player,201212230car,rai,ReecMa00,pass_att,0,,,,,
player,201212230car,rai,ReecMa00,pass_yds,0,,,,,
player,201212230car,rai,ReecMa00,pass_td,0,,,,,
player,201212230car,rai,ReecMa00,pass_int,0,,,,,
player,201212230car,rai,ReecMa00,pass_sacked,,,,,,
player,201212230car,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201212230car,rai,ReecMa00,pass_long,0,,,,,
player,201212230car,rai,ReecMa00,pass_rating,,,,,,
player,201212230car,rai,ReecMa00,rush_att,0,,,,,
player,201212230car,rai,ReecMa00,rush_yds,0,,,,,
player,201212230car,rai,ReecMa00,rush_td,0,,,,,
player,201212230car,rai,ReecMa00,rush_long,0,,,,,
player,201212230car,rai,ReecMa00,targets,5,,,,,
player,201212230car,rai,ReecMa00,rec,4,,,,,
player,201212230car,rai,ReecMa00,rec_yds,18,,,,,
player,201212230car,rai,ReecMa00,rec_td,0,,,,,
player,201212230car,rai,ReecMa00,rec_long,19,,,,,
player,201212230car,rai,ReecMa00,fumbles,0,,,,,
player,201212230car,rai,ReecMa00,fumbles_lost,0,,,,,
player,201212230car,rai,StreRo00,pass_cmp,0,,,,,
player,201212230car,rai,StreRo00,pass_att,0,,,,,
player,201212230car,rai,StreRo00,pass_yds,0,,,,,
player,201212230car,rai,StreRo00,pass_td,0,,,,,
player,201212230car,rai,StreRo00,pass_int,0,,,,,
player,201212230car,rai,StreRo00,pass_sacked,,,,,,
player,201212230car,rai,StreRo00,pass_sacked_yds,0,,,,,
player,201212230car,rai,StreRo00,pass_long,0,,,,,
player,201212230car,rai,StreRo00,pass_rating,,,,,,
player,201212230car,rai,StreRo00,rush_att,0,,,,,
player,201212230car,rai,StreRo00,rush_yds,0,,,,,
player,201212230car,rai,StreRo00,rush_td,0,,,,,
player,201212230car,rai,StreRo00,rush_long,0,,,,,
player,201212230car,rai,StreRo00,targets,5,,,,,
player,201212230car,rai,StreRo00,rec,2,,,,,
player,201212230car,rai,StreRo00,rec_yds,16,,,,,
player,201212230car,rai,StreRo00,rec_td,0,,,,,
player,201212230car,rai,StreRo00,rec_long,12,,,,,
player,201212230car,rai,StreRo00,fumbles,0,,,,,
player,201212230car,rai,StreRo00,fumbles_lost,0,,,,,
player,201212230car,rai,MoorDe02,pass_cmp,0,,,,,
player,201212230car,rai,MoorDe02,pass_att,0,,,,,
player,201212230car,rai,MoorDe02,pass_yds,0,,,,,
player,201212230car,rai,MoorDe02,pass_td,0,,,,,
player,201212230car,rai,MoorDe02,pass_int,0,,,,,
player,201212230car,rai,MoorDe02,pass_sacked,,,,,,
player,201212230car,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201212230car,rai,MoorDe02,pass_long,0,,,,,
player,201212230car,rai,MoorDe02,pass_rating,,,,,,
player,201212230car,rai,MoorDe02,rush_att,0,,,,,
player,201212230car,rai,MoorDe02,rush_yds,0,,,,,
player,201212230car,rai,MoorDe02,rush_td,0,,,,,
player,201212230car,rai,MoorDe02,rush_long,0,,,,,
player,201212230car,rai,MoorDe02,targets,7,,,,,
player,201212230car,rai,MoorDe02,rec,3,,,,,
player,201212230car,rai,MoorDe02,rec_yds,12,,,,,
player,201212230car,rai,MoorDe02,rec_td,0,,,,,
player,201212230car,rai,MoorDe02,rec_long,7,,,,,
player,201212230car,rai,MoorDe02,fumbles,0,,,,,
player,201212230car,rai,MoorDe02,fumbles_lost,0,,,,,
player,201212230car,rai,MyerBr00,pass_cmp,0,,,,,
player,201212230car,rai,MyerBr00,pass_att,0,,,,,
player,201212230car,rai,MyerBr00,pass_yds,0,,,,,
player,201212230car,rai,MyerBr00,pass_td,0,,,,,
player,201212230car,rai,MyerBr00,pass_int,0,,,,,
player,201212230car,rai,MyerBr00,pass_sacked,,,,,,
player,201212230car,rai,MyerBr00,pass_sacked_yds,0,,,,,
player,201212230car,rai,MyerBr00,pass_long,0,,,,,
player,201212230car,rai,MyerBr00,pass_rating,,,,,,
player,201212230car,rai,MyerBr00,rush_att,0,,,,,
player,201212230car,rai,MyerBr00,rush_yds,0,,,,,
player,201212230car,rai,MyerBr00,rush_td,0,,,,,
player,201212230car,rai,MyerBr00,rush_long,0,,,,,
player,201212230car,rai,MyerBr00,targets,4,,,,,
player,201212230car,rai,MyerBr00,rec,3,,,,,
player,201212230car,rai,MyerBr00,rec_yds,10,,,,,
player,201212230car,rai,MyerBr00,rec_td,0,,,,,
player,201212230car,rai,MyerBr00,rec_long,7,,,,,
player,201212230car,rai,MyerBr00,fumbles,0,,,,,
player,201212230car,rai,MyerBr00,fumbles_lost,0,,,,,
player,201212230car,car,NewtCa00,pass_cmp,18,,,,,
player,201212230car,car,NewtCa00,pass_att,29,,,,,
player,201212230car,car,NewtCa00,pass_yds,170,,,,,
player,201212230car,car,NewtCa00,pass_td,1,,,,,
player,201212230car,car,NewtCa00,pass_int,1,,,,,
player,201212230car,car,NewtCa00,pass_sacked,2,,,,,
player,201212230car,car,NewtCa00,pass_sacked_yds,11,,,,,
player,201212230car,car,NewtCa00,pass_long,23,,,,,
player,201212230car,car,NewtCa00,pass_rating,75.4,,,,,
player,201212230car,car,NewtCa00,rush_att,12,,,,,
player,201212230car,car,NewtCa00,rush_yds,60,,,,,
player,201212230car,car,NewtCa00,rush_td,1,,,,,
player,201212230car,car,NewtCa00,rush_long,29,,,,,
player,201212230car,car,NewtCa00,targets,0,,,,,
player,201212230car,car,NewtCa00,rec,0,,,,,
player,201212230car,car,NewtCa00,rec_yds,0,,,,,
player,201212230car,car,NewtCa00,rec_td,0,,,,,
player,201212230car,car,NewtCa00,rec_long,0,,,,,
player,201212230car,car,NewtCa00,fumbles,0,,,,,
player,201212230car,car,NewtCa00,fumbles_lost,0,,,,,
player,201212230car,car,TolbMi00,pass_cmp,0,,,,,
player,201212230car,car,TolbMi00,pass_att,0,,,,,
player,201212230car,car,TolbMi00,pass_yds,0,,,,,
player,201212230car,car,TolbMi00,pass_td,0,,,,,
player,201212230car,car,TolbMi00,pass_int,0,,,,,
player,201212230car,car,TolbMi00,pass_sacked,0,,,,,
player,201212230car,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201212230car,car,TolbMi00,pass_long,0,,,,,
player,201212230car,car,TolbMi00,pass_rating,,,,,,
player,201212230car,car,TolbMi00,rush_att,5,,,,,
player,201212230car,car,TolbMi00,rush_yds,28,,,,,
player,201212230car,car,TolbMi00,rush_td,0,,,,,
player,201212230car,car,TolbMi00,rush_long,8,,,,,
player,201212230car,car,TolbMi00,targets,2,,,,,
player,201212230car,car,TolbMi00,rec,0,,,,,
player,201212230car,car,TolbMi00,rec_yds,0,,,,,
player,201212230car,car,TolbMi00,rec_td,0,,,,,
player,201212230car,car,TolbMi00,rec_long,0,,,,,
player,201212230car,car,TolbMi00,fumbles,0,,,,,
player,201212230car,car,TolbMi00,fumbles_lost,0,,,,,
player,201212230car,car,WillDe02,pass_cmp,0,,,,,
player,201212230car,car,WillDe02,pass_att,0,,,,,
player,201212230car,car,WillDe02,pass_yds,0,,,,,
player,201212230car,car,WillDe02,pass_td,0,,,,,
player,201212230car,car,WillDe02,pass_int,0,,,,,
player,201212230car,car,WillDe02,pass_sacked,0,,,,,
player,201212230car,car,WillDe02,pass_sacked_yds,0,,,,,
player,201212230car,car,WillDe02,pass_long,0,,,,,
player,201212230car,car,WillDe02,pass_rating,,,,,,
player,201212230car,car,WillDe02,rush_att,10,,,,,
player,201212230car,car,WillDe02,rush_yds,19,,,,,
player,201212230car,car,WillDe02,rush_td,0,,,,,
player,201212230car,car,WillDe02,rush_long,14,,,,,
player,201212230car,car,WillDe02,targets,3,,,,,
player,201212230car,car,WillDe02,rec,2,,,,,
player,201212230car,car,WillDe02,rec_yds,29,,,,,
player,201212230car,car,WillDe02,rec_td,0,,,,,
player,201212230car,car,WillDe02,rec_long,22,,,,,
player,201212230car,car,WillDe02,fumbles,0,,,,,
player,201212230car,car,WillDe02,fumbles_lost,0,,,,,
player,201212230car,car,AdamJo01,pass_cmp,0,,,,,
player,201212230car,car,AdamJo01,pass_att,0,,,,,
player,201212230car,car,AdamJo01,pass_yds,0,,,,,
player,201212230car,car,AdamJo01,pass_td,0,,,,,
player,201212230car,car,AdamJo01,pass_int,0,,,,,
player,201212230car,car,AdamJo01,pass_sacked,0,,,,,
player,201212230car,car,AdamJo01,pass_sacked_yds,0,,,,,
player,201212230car,car,AdamJo01,pass_long,0,,,,,
player,201212230car,car,AdamJo01,pass_rating,,,,,,
player,201212230car,car,AdamJo01,rush_att,1,,,,,
player,201212230car,car,AdamJo01,rush_yds,5,,,,,
player,201212230car,car,AdamJo01,rush_td,0,,,,,
player,201212230car,car,AdamJo01,rush_long,5,,,,,
player,201212230car,car,AdamJo01,targets,0,,,,,
player,201212230car,car,AdamJo01,rec,0,,,,,
player,201212230car,car,AdamJo01,rec_yds,0,,,,,
player,201212230car,car,AdamJo01,rec_td,0,,,,,
player,201212230car,car,AdamJo01,rec_long,0,,,,,
player,201212230car,car,AdamJo01,fumbles,1,,,,,
player,201212230car,car,AdamJo01,fumbles_lost,1,,,,,
player,201212230car,car,OlseGr00,pass_cmp,0,,,,,
player,201212230car,car,OlseGr00,pass_att,0,,,,,
player,201212230car,car,OlseGr00,pass_yds,0,,,,,
player,201212230car,car,OlseGr00,pass_td,0,,,,,
player,201212230car,car,OlseGr00,pass_int,0,,,,,
player,201212230car,car,OlseGr00,pass_sacked,0,,,,,
player,201212230car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201212230car,car,OlseGr00,pass_long,0,,,,,
player,201212230car,car,OlseGr00,pass_rating,,,,,,
player,201212230car,car,OlseGr00,rush_att,0,,,,,
player,201212230car,car,OlseGr00,rush_yds,0,,,,,
player,201212230car,car,OlseGr00,rush_td,0,,,,,
player,201212230car,car,OlseGr00,rush_long,0,,,,,
player,201212230car,car,OlseGr00,targets,7,,,,,
player,201212230car,car,OlseGr00,rec,6,,,,,
player,201212230car,car,OlseGr00,rec_yds,53,,,,,
player,201212230car,car,OlseGr00,rec_td,0,,,,,
player,201212230car,car,OlseGr00,rec_long,20,,,,,
player,201212230car,car,OlseGr00,fumbles,0,,,,,
player,201212230car,car,OlseGr00,fumbles_lost,0,,,,,
player,201212230car,car,SmitSt01,pass_cmp,0,,,,,
player,201212230car,car,SmitSt01,pass_att,0,,,,,
player,201212230car,car,SmitSt01,pass_yds,0,,,,,
player,201212230car,car,SmitSt01,pass_td,0,,,,,
player,201212230car,car,SmitSt01,pass_int,0,,,,,
player,201212230car,car,SmitSt01,pass_sacked,0,,,,,
player,201212230car,car,SmitSt01,pass_sacked_yds,0,,,,,
player,201212230car,car,SmitSt01,pass_long,0,,,,,
player,201212230car,car,SmitSt01,pass_rating,,,,,,
player,201212230car,car,SmitSt01,rush_att,0,,,,,
player,201212230car,car,SmitSt01,rush_yds,0,,,,,
player,201212230car,car,SmitSt01,rush_td,0,,,,,
player,201212230car,car,SmitSt01,rush_long,0,,,,,
player,201212230car,car,SmitSt01,targets,8,,,,,
player,201212230car,car,SmitSt01,rec,4,,,,,
player,201212230car,car,SmitSt01,rec_yds,45,,,,,
player,201212230car,car,SmitSt01,rec_td,1,,,,,
player,201212230car,car,SmitSt01,rec_long,23,,,,,
player,201212230car,car,SmitSt01,fumbles,0,,,,,
player,201212230car,car,SmitSt01,fumbles_lost,0,,,,,
player,201212230car,car,LaFeBr00,pass_cmp,0,,,,,
player,201212230car,car,LaFeBr00,pass_att,0,,,,,
player,201212230car,car,LaFeBr00,pass_yds,0,,,,,
player,201212230car,car,LaFeBr00,pass_td,0,,,,,
player,201212230car,car,LaFeBr00,pass_int,0,,,,,
player,201212230car,car,LaFeBr00,pass_sacked,0,,,,,
player,201212230car,car,LaFeBr00,pass_sacked_yds,0,,,,,
player,201212230car,car,LaFeBr00,pass_long,0,,,,,
player,201212230car,car,LaFeBr00,pass_rating,,,,,,
player,201212230car,car,LaFeBr00,rush_att,0,,,,,
player,201212230car,car,LaFeBr00,rush_yds,0,,,,,
player,201212230car,car,LaFeBr00,rush_td,0,,,,,
player,201212230car,car,LaFeBr00,rush_long,0,,,,,
player,201212230car,car,LaFeBr00,targets,7,,,,,
player,201212230car,car,LaFeBr00,rec,5,,,,,
player,201212230car,car,LaFeBr00,rec_yds,38,,,,,
player,201212230car,car,LaFeBr00,rec_td,0,,,,,
player,201212230car,car,LaFeBr00,rec_long,14,,,,,
player,201212230car,car,LaFeBr00,fumbles,0,,,,,
player,201212230car,car,LaFeBr00,fumbles_lost,0,,,,,
player,201212230car,car,MurpLo00,pass_cmp,0,,,,,
player,201212230car,car,MurpLo00,pass_att,0,,,,,
player,201212230car,car,MurpLo00,pass_yds,0,,,,,
player,201212230car,car,MurpLo00,pass_td,0,,,,,
player,201212230car,car,MurpLo00,pass_int,0,,,,,
player,201212230car,car,MurpLo00,pass_sacked,0,,,,,
player,201212230car,car,MurpLo00,pass_sacked_yds,0,,,,,
player,201212230car,car,MurpLo00,pass_long,0,,,,,
player,201212230car,car,MurpLo00,pass_rating,,,,,,
player,201212230car,car,MurpLo00,rush_att,0,,,,,
player,201212230car,car,MurpLo00,rush_yds,0,,,,,
player,201212230car,car,MurpLo00,rush_td,0,,,,,
player,201212230car,car,MurpLo00,rush_long,0,,,,,
player,201212230car,car,MurpLo00,targets,2,,,,,
player,201212230car,car,MurpLo00,rec,1,,,,,
player,201212230car,car,MurpLo00,rec_yds,5,,,,,
player,201212230car,car,MurpLo00,rec_td,0,,,,,
player,201212230car,car,MurpLo00,rec_long,5,,,,,
player,201212230car,car,MurpLo00,fumbles,0,,,,,
player,201212230car,car,MurpLo00,fumbles_lost,0,,,,,
player,201212230car,rai,BurrMi00,def_int,1,,,,,
player,201212230car,rai,BurrMi00,def_int_yds,7,,,,,
player,201212230car,rai,BurrMi00,def_int_td,0,,,,,
player,201212230car,rai,BurrMi00,def_int_long,7,,,,,
player,201212230car,rai,BurrMi00,pass_defended,1,,,,,
player,201212230car,rai,BurrMi00,sacks,0.5,,,,,
player,201212230car,rai,BurrMi00,tackles_combined,7,,,,,
player,201212230car,rai,BurrMi00,tackles_solo,3,,,,,
player,201212230car,rai,BurrMi00,tackles_assists,4,,,,,
player,201212230car,rai,BurrMi00,tackles_loss,0,,,,,
player,201212230car,rai,BurrMi00,qb_hits,1,,,,,
player,201212230car,rai,BurrMi00,fumbles_rec,0,,,,,
player,201212230car,rai,BurrMi00,fumbles_rec_yds,0,,,,,
player,201212230car,rai,BurrMi00,fumbles_rec_td,0,,,,,
player,201212230car,rai,BurrMi00,fumbles_forced,0,,,,,
player,201212230car,rai,BryaDe00,def_int,0,,,,,
player,201212230car,rai,BryaDe00,def_int_yds,0,,,,,
player,201212230car,rai,BryaDe00,def_int_td,0,,,,,
player,201212230car,rai,BryaDe00,def_int_long,0,,,,,
player,201212230car,rai,BryaDe00,pass_defended,0,,,,,
player,201212230car,rai,BryaDe00,sacks,1.0,,,,,
player,201212230car,rai,BryaDe00,tackles_combined,2,,,,,
player,201212230car,rai,BryaDe00,tackles_solo,2,,,,,
player,201212230car,rai,BryaDe00,tackles_assists,0,,,,,
player,201212230car,rai,BryaDe00,tackles_loss,1,,,,,
player,201212230car,rai,BryaDe00,qb_hits,2,,,,,
player,201212230car,rai,BryaDe00,fumbles_rec,0,,,,,
player,201212230car,rai,BryaDe00,fumbles_rec_yds,0,,,,,
player,201212230car,rai,BryaDe00,fumbles_rec_td,0,,,,,
player,201212230car,rai,BryaDe00,fumbles_forced,0,,,,,
player,201212230car,rai,CartAn20,def_int,0,,,,,
player,201212230car,rai,CartAn20,def_int_yds,0,,,,,
player,201212230car,rai,CartAn20,def_int_td,0,,,,,
player,201212230car,rai,CartAn20,def_int_long,0,,,,,
player,201212230car,rai,CartAn20,pass_defended,0,,,,,
player,201212230car,rai,CartAn20,sacks,0.5,,,,,
player,201212230car,rai,CartAn20,tackles_combined,3,,,,,
player,201212230car,rai,CartAn20,tackles_solo,1,,,,,
player,201212230car,rai,CartAn20,tackles_assists,2,,,,,
player,201212230car,rai,CartAn20,tackles_loss,1,,,,,
player,201212230car,rai,CartAn20,qb_hits,1,,,,,
player,201212230car,rai,CartAn20,fumbles_rec,0,,,,,
player,201212230car,rai,CartAn20,fumbles_rec_yds,0,,,,,
player,201212230car,rai,CartAn20,fumbles_rec_td,0,,,,,
player,201212230car,rai,CartAn20,fumbles_forced,0,,,,,
player,201212230car,rai,HansJo20,def_int,0,,,,,
player,201212230car,rai,HansJo20,def_int_yds,0,,,,,
player,201212230car,rai,HansJo20,def_int_td,0,,,,,
player,201212230car,rai,HansJo20,def_int_long,0,,,,,
player,201212230car,rai,HansJo20,pass_defended,0,,,,,
player,201212230car,rai,HansJo20,sacks,0.0,,,,,
player,201212230car,rai,HansJo20,tackles_combined,5,,,,,
player,201212230car,rai,HansJo20,tackles_solo,4,,,,,
player,201212230car,rai,HansJo20,tackles_assists,1,,,,,
player,201212230car,rai,HansJo20,tackles_loss,2,,,,,
player,201212230car,rai,HansJo20,qb_hits,0,,,,,
player,201212230car,rai,HansJo20,fumbles_rec,0,,,,,
player,201212230car,rai,HansJo20,fumbles_rec_yds,0,,,,,
player,201212230car,rai,HansJo20,fumbles_rec_td,0,,,,,
player,201212230car,rai,HansJo20,fumbles_forced,0,,,,,
player,201212230car,rai,KellTo21,def_int,0,,,,,
player,201212230car,rai,KellTo21,def_int_yds,0,,,,,
player,201212230car,rai,KellTo21,def_int_td,0,,,,,
player,201212230car,rai,KellTo21,def_int_long,0,,,,,
player,201212230car,rai,KellTo21,pass_defended,0,,,,,
player,201212230car,rai,KellTo21,sacks,0.0,,,,,
player,201212230car,rai,KellTo21,tackles_combined,5,,,,,
player,201212230car,rai,KellTo21,tackles_solo,2,,,,,
player,201212230car,rai,KellTo21,tackles_assists,3,,,,,
player,201212230car,rai,KellTo21,tackles_loss,1,,,,,
player,201212230car,rai,KellTo21,qb_hits,0,,,,,
