game,2012,2,20120917,201209170atl,den,"Denver Broncos",21,atl,"Atlanta Falcons",27
player,201209170atl,den,BallLa00,pass_td,0,,,,,
player,201209170atl,den,BallLa00,pass_int,0,,,,,
player,201209170atl,den,BallLa00,pass_sacked,0,,,,,
player,201209170atl,den,BallLa00,pass_sacked_yds,0,,,,,
player,201209170atl,den,BallLa00,pass_long,0,,,,,
player,201209170atl,den,BallLa00,pass_rating,,,,,,
player,201209170atl,den,BallLa00,rush_att,1,,,,,
player,201209170atl,den,BallLa00,rush_yds,4,,,,,
player,201209170atl,den,BallLa00,rush_td,0,,,,,
player,201209170atl,den,BallLa00,rush_long,4,,,,,
player,201209170atl,den,BallLa00,targets,2,,,,,
player,201209170atl,den,BallLa00,rec,1,,,,,
player,201209170atl,den,BallLa00,rec_yds,17,,,,,
player,201209170atl,den,BallLa00,rec_td,0,,,,,
player,201209170atl,den,BallLa00,rec_long,17,,,,,
player,201209170atl,den,BallLa00,fumbles,0,,,,,
player,201209170atl,den,BallLa00,fumbles_lost,0,,,,,
player,201209170atl,den,MoreKn00,pass_cmp,0,,,,,
player,201209170atl,den,MoreKn00,pass_att,0,,,,,
player,201209170atl,den,MoreKn00,pass_yds,0,,,,,
player,201209170atl,den,MoreKn00,pass_td,0,,,,,
player,201209170atl,den,MoreKn00,pass_int,0,,,,,
player,201209170atl,den,MoreKn00,pass_sacked,0,,,,,
player,201209170atl,den,MoreKn00,pass_sacked_yds,0,,,,,
player,201209170atl,den,MoreKn00,pass_long,0,,,,,
player,201209170atl,den,MoreKn00,pass_rating,,,,,,
player,201209170atl,den,MoreKn00,rush_att,3,,,,,
player,201209170atl,den,MoreKn00,rush_yds,2,,,,,
player,201209170atl,den,MoreKn00,rush_td,0,,,,,
player,201209170atl,den,MoreKn00,rush_long,4,,,,,
player,201209170atl,den,MoreKn00,targets,1,,,,,
player,201209170atl,den,MoreKn00,rec,1,,,,,
player,201209170atl,den,MoreKn00,rec_yds,12,,,,,
player,201209170atl,den,MoreKn00,rec_td,0,,,,,
player,201209170atl,den,MoreKn00,rec_long,12,,,,,
player,201209170atl,den,MoreKn00,fumbles,1,,,,,
player,201209170atl,den,MoreKn00,fumbles_lost,1,,,,,
player,201209170atl,den,ThomDe03,pass_cmp,0,,,,,
player,201209170atl,den,ThomDe03,pass_att,0,,,,,
player,201209170atl,den,ThomDe03,pass_yds,0,,,,,
player,201209170atl,den,ThomDe03,pass_td,0,,,,,
player,201209170atl,den,ThomDe03,pass_int,0,,,,,
player,201209170atl,den,ThomDe03,pass_sacked,0,,,,,
player,201209170atl,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201209170atl,den,ThomDe03,pass_long,0,,,,,
player,201209170atl,den,ThomDe03,pass_rating,,,,,,
player,201209170atl,den,ThomDe03,rush_att,0,,,,,
player,201209170atl,den,ThomDe03,rush_yds,0,,,,,
player,201209170atl,den,ThomDe03,rush_td,0,,,,,
player,201209170atl,den,ThomDe03,rush_long,0,,,,,
player,201209170atl,den,ThomDe03,targets,11,,,,,
player,201209170atl,den,ThomDe03,rec,8,,,,,
player,201209170atl,den,ThomDe03,rec_yds,78,,,,,
player,201209170atl,den,ThomDe03,rec_td,1,,,,,
player,201209170atl,den,ThomDe03,rec_long,17,,,,,
player,201209170atl,den,ThomDe03,fumbles,0,,,,,
player,201209170atl,den,ThomDe03,fumbles_lost,0,,,,,
player,201209170atl,den,DeckEr00,pass_cmp,0,,,,,
player,201209170atl,den,DeckEr00,pass_att,0,,,,,
player,201209170atl,den,DeckEr00,pass_yds,0,,,,,
player,201209170atl,den,DeckEr00,pass_td,0,,,,,
player,201209170atl,den,DeckEr00,pass_int,0,,,,,
player,201209170atl,den,DeckEr00,pass_sacked,0,,,,,
player,201209170atl,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201209170atl,den,DeckEr00,pass_long,0,,,,,
player,201209170atl,den,DeckEr00,pass_rating,,,,,,
player,201209170atl,den,DeckEr00,rush_att,0,,,,,
player,201209170atl,den,DeckEr00,rush_yds,0,,,,,
player,201209170atl,den,DeckEr00,rush_td,0,,,,,
player,201209170atl,den,DeckEr00,rush_long,0,,,,,
player,201209170atl,den,DeckEr00,targets,8,,,,,
player,201209170atl,den,DeckEr00,rec,4,,,,,
player,201209170atl,den,DeckEr00,rec_yds,53,,,,,
player,201209170atl,den,DeckEr00,rec_td,0,,,,,
player,201209170atl,den,DeckEr00,rec_long,18,,,,,
player,201209170atl,den,DeckEr00,fumbles,0,,,,,
player,201209170atl,den,DeckEr00,fumbles_lost,0,,,,,
player,201209170atl,den,StokBr00,pass_cmp,0,,,,,
player,201209170atl,den,StokBr00,pass_att,0,,,,,
player,201209170atl,den,StokBr00,pass_yds,0,,,,,
player,201209170atl,den,StokBr00,pass_td,0,,,,,
player,201209170atl,den,StokBr00,pass_int,0,,,,,
player,201209170atl,den,StokBr00,pass_sacked,0,,,,,
player,201209170atl,den,StokBr00,pass_sacked_yds,0,,,,,
player,201209170atl,den,StokBr00,pass_long,0,,,,,
player,201209170atl,den,StokBr00,pass_rating,,,,,,
player,201209170atl,den,StokBr00,rush_att,0,,,,,
player,201209170atl,den,StokBr00,rush_yds,0,,,,,
player,201209170atl,den,StokBr00,rush_td,0,,,,,
player,201209170atl,den,StokBr00,rush_long,0,,,,,
player,201209170atl,den,StokBr00,targets,6,,,,,
player,201209170atl,den,StokBr00,rec,3,,,,,
player,201209170atl,den,StokBr00,rec_yds,27,,,,,
player,201209170atl,den,StokBr00,rec_td,0,,,,,
player,201209170atl,den,StokBr00,rec_long,16,,,,,
player,201209170atl,den,StokBr00,fumbles,0,,,,,
player,201209170atl,den,StokBr00,fumbles_lost,0,,,,,
player,201209170atl,den,DreeJo00,pass_cmp,0,,,,,
player,201209170atl,den,DreeJo00,pass_att,0,,,,,
player,201209170atl,den,DreeJo00,pass_yds,0,,,,,
player,201209170atl,den,DreeJo00,pass_td,0,,,,,
player,201209170atl,den,DreeJo00,pass_int,0,,,,,
player,201209170atl,den,DreeJo00,pass_sacked,0,,,,,
player,201209170atl,den,DreeJo00,pass_sacked_yds,0,,,,,
player,201209170atl,den,DreeJo00,pass_long,0,,,,,
player,201209170atl,den,DreeJo00,pass_rating,,,,,,
player,201209170atl,den,DreeJo00,rush_att,0,,,,,
player,201209170atl,den,DreeJo00,rush_yds,0,,,,,
player,201209170atl,den,DreeJo00,rush_td,0,,,,,
player,201209170atl,den,DreeJo00,rush_long,0,,,,,
player,201209170atl,den,DreeJo00,targets,2,,,,,
player,201209170atl,den,DreeJo00,rec,2,,,,,
player,201209170atl,den,DreeJo00,rec_yds,16,,,,,
player,201209170atl,den,DreeJo00,rec_td,0,,,,,
player,201209170atl,den,DreeJo00,rec_long,9,,,,,
player,201209170atl,den,DreeJo00,fumbles,0,,,,,
player,201209170atl,den,DreeJo00,fumbles_lost,0,,,,,
player,201209170atl,den,WillMa00,pass_cmp,0,,,,,
player,201209170atl,den,WillMa00,pass_att,0,,,,,
player,201209170atl,den,WillMa00,pass_yds,0,,,,,
player,201209170atl,den,WillMa00,pass_td,0,,,,,
player,201209170atl,den,WillMa00,pass_int,0,,,,,
player,201209170atl,den,WillMa00,pass_sacked,0,,,,,
player,201209170atl,den,WillMa00,pass_sacked_yds,0,,,,,
player,201209170atl,den,WillMa00,pass_long,0,,,,,
player,201209170atl,den,WillMa00,pass_rating,,,,,,
player,201209170atl,den,WillMa00,rush_att,0,,,,,
player,201209170atl,den,WillMa00,rush_yds,0,,,,,
player,201209170atl,den,WillMa00,rush_td,0,,,,,
player,201209170atl,den,WillMa00,rush_long,0,,,,,
player,201209170atl,den,WillMa00,targets,1,,,,,
player,201209170atl,den,WillMa00,rec,1,,,,,
player,201209170atl,den,WillMa00,rec_yds,14,,,,,
player,201209170atl,den,WillMa00,rec_td,0,,,,,
player,201209170atl,den,WillMa00,rec_long,14,,,,,
player,201209170atl,den,WillMa00,fumbles,0,,,,,
player,201209170atl,den,WillMa00,fumbles_lost,0,,,,,
player,201209170atl,den,TammJa00,pass_cmp,0,,,,,
player,201209170atl,den,TammJa00,pass_att,0,,,,,
player,201209170atl,den,TammJa00,pass_yds,0,,,,,
player,201209170atl,den,TammJa00,pass_td,0,,,,,
player,201209170atl,den,TammJa00,pass_int,0,,,,,
player,201209170atl,den,TammJa00,pass_sacked,0,,,,,
player,201209170atl,den,TammJa00,pass_sacked_yds,0,,,,,
player,201209170atl,den,TammJa00,pass_long,0,,,,,
player,201209170atl,den,TammJa00,pass_rating,,,,,,
player,201209170atl,den,TammJa00,rush_att,0,,,,,
player,201209170atl,den,TammJa00,rush_yds,0,,,,,
player,201209170atl,den,TammJa00,rush_td,0,,,,,
player,201209170atl,den,TammJa00,rush_long,0,,,,,
player,201209170atl,den,TammJa00,targets,4,,,,,
player,201209170atl,den,TammJa00,rec,2,,,,,
player,201209170atl,den,TammJa00,rec_yds,13,,,,,
player,201209170atl,den,TammJa00,rec_td,0,,,,,
player,201209170atl,den,TammJa00,rec_long,9,,,,,
player,201209170atl,den,TammJa00,fumbles,0,,,,,
player,201209170atl,den,TammJa00,fumbles_lost,0,,,,,
player,201209170atl,atl,RyanMa00,pass_cmp,24,,,,,
player,201209170atl,atl,RyanMa00,pass_att,36,,,,,
player,201209170atl,atl,RyanMa00,pass_yds,219,,,,,
player,201209170atl,atl,RyanMa00,pass_td,2,,,,,
player,201209170atl,atl,RyanMa00,pass_int,0,,,,,
player,201209170atl,atl,RyanMa00,pass_sacked,1,,,,,
player,201209170atl,atl,RyanMa00,pass_sacked_yds,11,,,,,
player,201209170atl,atl,RyanMa00,pass_long,21,,,,,
player,201209170atl,atl,RyanMa00,pass_rating,101.5,,,,,
player,201209170atl,atl,RyanMa00,rush_att,6,,,,,
player,201209170atl,atl,RyanMa00,rush_yds,19,,,,,
player,201209170atl,atl,RyanMa00,rush_td,0,,,,,
player,201209170atl,atl,RyanMa00,rush_long,7,,,,,
player,201209170atl,atl,RyanMa00,targets,0,,,,,
player,201209170atl,atl,RyanMa00,rec,0,,,,,
player,201209170atl,atl,RyanMa00,rec_yds,0,,,,,
player,201209170atl,atl,RyanMa00,rec_td,0,,,,,
player,201209170atl,atl,RyanMa00,rec_long,0,,,,,
player,201209170atl,atl,RyanMa00,fumbles,0,,,,,
player,201209170atl,atl,RyanMa00,fumbles_lost,0,,,,,
player,201209170atl,atl,TurnMi00,pass_cmp,0,,,,,
player,201209170atl,atl,TurnMi00,pass_att,0,,,,,
player,201209170atl,atl,TurnMi00,pass_yds,0,,,,,
player,201209170atl,atl,TurnMi00,pass_td,0,,,,,
player,201209170atl,atl,TurnMi00,pass_int,0,,,,,
player,201209170atl,atl,TurnMi00,pass_sacked,0,,,,,
player,201209170atl,atl,TurnMi00,pass_sacked_yds,0,,,,,
player,201209170atl,atl,TurnMi00,pass_long,0,,,,,
player,201209170atl,atl,TurnMi00,pass_rating,,,,,,
player,201209170atl,atl,TurnMi00,rush_att,17,,,,,
player,201209170atl,atl,TurnMi00,rush_yds,42,,,,,
player,201209170atl,atl,TurnMi00,rush_td,1,,,,,
player,201209170atl,atl,TurnMi00,rush_long,15,,,,,
player,201209170atl,atl,TurnMi00,targets,1,,,,,
player,201209170atl,atl,TurnMi00,rec,1,,,,,
player,201209170atl,atl,TurnMi00,rec_yds,0,,,,,
player,201209170atl,atl,TurnMi00,rec_td,0,,,,,
player,201209170atl,atl,TurnMi00,rec_long,0,,,,,
player,201209170atl,atl,TurnMi00,fumbles,1,,,,,
player,201209170atl,atl,TurnMi00,fumbles_lost,0,,,,,
player,201209170atl,atl,RodgJa00,pass_cmp,0,,,,,
player,201209170atl,atl,RodgJa00,pass_att,0,,,,,
player,201209170atl,atl,RodgJa00,pass_yds,0,,,,,
player,201209170atl,atl,RodgJa00,pass_td,0,,,,,
player,201209170atl,atl,RodgJa00,pass_int,0,,,,,
player,201209170atl,atl,RodgJa00,pass_sacked,0,,,,,
player,201209170atl,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201209170atl,atl,RodgJa00,pass_long,0,,,,,
player,201209170atl,atl,RodgJa00,pass_rating,,,,,,
player,201209170atl,atl,RodgJa00,rush_att,3,,,,,
player,201209170atl,atl,RodgJa00,rush_yds,3,,,,,
player,201209170atl,atl,RodgJa00,rush_td,0,,,,,
player,201209170atl,atl,RodgJa00,rush_long,2,,,,,
player,201209170atl,atl,RodgJa00,targets,1,,,,,
player,201209170atl,atl,RodgJa00,rec,0,,,,,
player,201209170atl,atl,RodgJa00,rec_yds,0,,,,,
player,201209170atl,atl,RodgJa00,rec_td,0,,,,,
player,201209170atl,atl,RodgJa00,rec_long,0,,,,,
player,201209170atl,atl,RodgJa00,fumbles,0,,,,,
player,201209170atl,atl,RodgJa00,fumbles_lost,0,,,,,
player,201209170atl,atl,SnelJa00,pass_cmp,0,,,,,
player,201209170atl,atl,SnelJa00,pass_att,0,,,,,
player,201209170atl,atl,SnelJa00,pass_yds,0,,,,,
player,201209170atl,atl,SnelJa00,pass_td,0,,,,,
player,201209170atl,atl,SnelJa00,pass_int,0,,,,,
player,201209170atl,atl,SnelJa00,pass_sacked,0,,,,,
player,201209170atl,atl,SnelJa00,pass_sacked_yds,0,,,,,
player,201209170atl,atl,SnelJa00,pass_long,0,,,,,
player,201209170atl,atl,SnelJa00,pass_rating,,,,,,
player,201209170atl,atl,SnelJa00,rush_att,1,,,,,
player,201209170atl,atl,SnelJa00,rush_yds,2,,,,,
player,201209170atl,atl,SnelJa00,rush_td,0,,,,,
player,201209170atl,atl,SnelJa00,rush_long,2,,,,,
player,201209170atl,atl,SnelJa00,targets,1,,,,,
player,201209170atl,atl,SnelJa00,rec,1,,,,,
player,201209170atl,atl,SnelJa00,rec_yds,6,,,,,
player,201209170atl,atl,SnelJa00,rec_td,0,,,,,
player,201209170atl,atl,SnelJa00,rec_long,6,,,,,
player,201209170atl,atl,SnelJa00,fumbles,0,,,,,
player,201209170atl,atl,SnelJa00,fumbles_lost,0,,,,,
player,201209170atl,atl,JoneJu02,pass_cmp,0,,,,,
player,201209170atl,atl,JoneJu02,pass_att,0,,,,,
player,201209170atl,atl,JoneJu02,pass_yds,0,,,,,
player,201209170atl,atl,JoneJu02,pass_td,0,,,,,
player,201209170atl,atl,JoneJu02,pass_int,0,,,,,
player,201209170atl,atl,JoneJu02,pass_sacked,0,,,,,
player,201209170atl,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201209170atl,atl,JoneJu02,pass_long,0,,,,,
player,201209170atl,atl,JoneJu02,pass_rating,,,,,,
player,201209170atl,atl,JoneJu02,rush_att,1,,,,,
player,201209170atl,atl,JoneJu02,rush_yds,1,,,,,
player,201209170atl,atl,JoneJu02,rush_td,0,,,,,
player,201209170atl,atl,JoneJu02,rush_long,1,,,,,
player,201209170atl,atl,JoneJu02,targets,7,,,,,
player,201209170atl,atl,JoneJu02,rec,4,,,,,
player,201209170atl,atl,JoneJu02,rec_yds,14,,,,,
player,201209170atl,atl,JoneJu02,rec_td,0,,,,,
player,201209170atl,atl,JoneJu02,rec_long,6,,,,,
player,201209170atl,atl,JoneJu02,fumbles,0,,,,,
player,201209170atl,atl,JoneJu02,fumbles_lost,0,,,,,
player,201209170atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201209170atl,atl,WhitRo00,pass_att,0,,,,,
player,201209170atl,atl,WhitRo00,pass_yds,0,,,,,
player,201209170atl,atl,WhitRo00,pass_td,0,,,,,
player,201209170atl,atl,WhitRo00,pass_int,0,,,,,
player,201209170atl,atl,WhitRo00,pass_sacked,0,,,,,
player,201209170atl,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201209170atl,atl,WhitRo00,pass_long,0,,,,,
player,201209170atl,atl,WhitRo00,pass_rating,,,,,,
player,201209170atl,atl,WhitRo00,rush_att,0,,,,,
player,201209170atl,atl,WhitRo00,rush_yds,0,,,,,
player,201209170atl,atl,WhitRo00,rush_td,0,,,,,
player,201209170atl,atl,WhitRo00,rush_long,0,,,,,
player,201209170atl,atl,WhitRo00,targets,11,,,,,
player,201209170atl,atl,WhitRo00,rec,8,,,,,
player,201209170atl,atl,WhitRo00,rec_yds,102,,,,,
player,201209170atl,atl,WhitRo00,rec_td,1,,,,,
player,201209170atl,atl,WhitRo00,rec_long,21,,,,,
player,201209170atl,atl,WhitRo00,fumbles,0,,,,,
player,201209170atl,atl,WhitRo00,fumbles_lost,0,,,,,
player,201209170atl,atl,GonzTo00,pass_cmp,0,,,,,
player,201209170atl,atl,GonzTo00,pass_att,0,,,,,
player,201209170atl,atl,GonzTo00,pass_yds,0,,,,,
player,201209170atl,atl,GonzTo00,pass_td,0,,,,,
player,201209170atl,atl,GonzTo00,pass_int,0,,,,,
player,201209170atl,atl,GonzTo00,pass_sacked,0,,,,,
player,201209170atl,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201209170atl,atl,GonzTo00,pass_long,0,,,,,
player,201209170atl,atl,GonzTo00,pass_rating,,,,,,
player,201209170atl,atl,GonzTo00,rush_att,0,,,,,
player,201209170atl,atl,GonzTo00,rush_yds,0,,,,,
player,201209170atl,atl,GonzTo00,rush_td,0,,,,,
player,201209170atl,atl,GonzTo00,rush_long,0,,,,,
player,201209170atl,atl,GonzTo00,targets,10,,,,,
player,201209170atl,atl,GonzTo00,rec,7,,,,,
player,201209170atl,atl,GonzTo00,rec_yds,70,,,,,
player,201209170atl,atl,GonzTo00,rec_td,1,,,,,
player,201209170atl,atl,GonzTo00,rec_long,16,,,,,
player,201209170atl,atl,GonzTo00,fumbles,0,,,,,
player,201209170atl,atl,GonzTo00,fumbles_lost,0,,,,,
player,201209170atl,atl,DougHa00,pass_cmp,0,,,,,
player,201209170atl,atl,DougHa00,pass_att,0,,,,,
player,201209170atl,atl,DougHa00,pass_yds,0,,,,,
player,201209170atl,atl,DougHa00,pass_td,0,,,,,
player,201209170atl,atl,DougHa00,pass_int,0,,,,,
player,201209170atl,atl,DougHa00,pass_sacked,0,,,,,
player,201209170atl,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201209170atl,atl,DougHa00,pass_long,0,,,,,
player,201209170atl,atl,DougHa00,pass_rating,,,,,,
player,201209170atl,atl,DougHa00,rush_att,0,,,,,
player,201209170atl,atl,DougHa00,rush_yds,0,,,,,
player,201209170atl,atl,DougHa00,rush_td,0,,,,,
player,201209170atl,atl,DougHa00,rush_long,0,,,,,
player,201209170atl,atl,DougHa00,targets,3,,,,,
player,201209170atl,atl,DougHa00,rec,3,,,,,
player,201209170atl,atl,DougHa00,rec_yds,27,,,,,
player,201209170atl,atl,DougHa00,rec_td,0,,,,,
player,201209170atl,atl,DougHa00,rec_long,10,,,,,
player,201209170atl,atl,DougHa00,fumbles,0,,,,,
player,201209170atl,atl,DougHa00,fumbles_lost,0,,,,,
player,201209170atl,atl,PoliLo00,pass_cmp,0,,,,,
player,201209170atl,atl,PoliLo00,pass_att,0,,,,,
player,201209170atl,atl,PoliLo00,pass_yds,0,,,,,
player,201209170atl,atl,PoliLo00,pass_td,0,,,,,
player,201209170atl,atl,PoliLo00,pass_int,0,,,,,
player,201209170atl,atl,PoliLo00,pass_sacked,0,,,,,
player,201209170atl,atl,PoliLo00,pass_sacked_yds,0,,,,,
player,201209170atl,atl,PoliLo00,pass_long,0,,,,,
player,201209170atl,atl,PoliLo00,pass_rating,,,,,,
player,201209170atl,atl,PoliLo00,rush_att,0,,,,,
player,201209170atl,atl,PoliLo00,rush_yds,0,,,,,
player,201209170atl,atl,PoliLo00,rush_td,0,,,,,
player,201209170atl,atl,PoliLo00,rush_long,0,,,,,
player,201209170atl,atl,PoliLo00,targets,1,,,,,
player,201209170atl,atl,PoliLo00,rec,0,,,,,
player,201209170atl,atl,PoliLo00,rec_yds,0,,,,,
player,201209170atl,atl,PoliLo00,rec_td,0,,,,,
player,201209170atl,atl,PoliLo00,rec_long,0,,,,,
player,201209170atl,atl,PoliLo00,fumbles,0,,,,,
player,201209170atl,atl,PoliLo00,fumbles_lost,0,,,,,
player,201209170atl,den,MillVo00,def_int,0,,,,,
player,201209170atl,den,MillVo00,def_int_yds,0,,,,,
player,201209170atl,den,MillVo00,def_int_td,0,,,,,
player,201209170atl,den,MillVo00,def_int_long,0,,,,,
player,201209170atl,den,MillVo00,pass_defended,0,,,,,
player,201209170atl,den,MillVo00,sacks,1.0,,,,,
player,201209170atl,den,MillVo00,tackles_combined,3,,,,,
player,201209170atl,den,MillVo00,tackles_solo,3,,,,,
player,201209170atl,den,MillVo00,tackles_assists,0,,,,,
player,201209170atl,den,MillVo00,tackles_loss,2,,,,,
player,201209170atl,den,MillVo00,qb_hits,2,,,,,
player,201209170atl,den,MillVo00,fumbles_rec,0,,,,,
player,201209170atl,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201209170atl,den,MillVo00,fumbles_rec_td,0,,,,,
player,201209170atl,den,MillVo00,fumbles_forced,0,,,,,
player,201209170atl,den,AdamMi21,def_int,0,,,,,
player,201209170atl,den,AdamMi21,def_int_yds,0,,,,,
player,201209170atl,den,AdamMi21,def_int_td,0,,,,,
player,201209170atl,den,AdamMi21,def_int_long,0,,,,,
player,201209170atl,den,AdamMi21,pass_defended,1,,,,,
player,201209170atl,den,AdamMi21,sacks,0.0,,,,,
player,201209170atl,den,AdamMi21,tackles_combined,8,,,,,
player,201209170atl,den,AdamMi21,tackles_solo,4,,,,,
player,201209170atl,den,AdamMi21,tackles_assists,4,,,,,
player,201209170atl,den,AdamMi21,tackles_loss,0,,,,,
player,201209170atl,den,AdamMi21,qb_hits,1,,,,,
player,201209170atl,den,AdamMi21,fumbles_rec,0,,,,,
player,201209170atl,den,AdamMi21,fumbles_rec_yds,0,,,,,
player,201209170atl,den,AdamMi21,fumbles_rec_td,0,,,,,
player,201209170atl,den,AdamMi21,fumbles_forced,0,,,,,
player,201209170atl,den,MoorRa00,def_int,0,,,,,
player,201209170atl,den,MoorRa00,def_int_yds,0,,,,,
player,201209170atl,den,MoorRa00,def_int_td,0,,,,,
player,201209170atl,den,MoorRa00,def_int_long,0,,,,,
player,201209170atl,den,MoorRa00,pass_defended,0,,,,,
player,201209170atl,den,MoorRa00,sacks,0.0,,,,,
player,201209170atl,den,MoorRa00,tackles_combined,6,,,,,
player,201209170atl,den,MoorRa00,tackles_solo,5,,,,,
player,201209170atl,den,MoorRa00,tackles_assists,1,,,,,
player,201209170atl,den,MoorRa00,tackles_loss,0,,,,,
player,201209170atl,den,MoorRa00,qb_hits,0,,,,,
player,201209170atl,den,MoorRa00,fumbles_rec,0,,,,,
player,201209170atl,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201209170atl,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201209170atl,den,MoorRa00,fumbles_forced,0,,,,,
player,201209170atl,den,WoodWe20,def_int,0,,,,,
player,201209170atl,den,WoodWe20,def_int_yds,0,,,,,
player,201209170atl,den,WoodWe20,def_int_td,0,,,,,
player,201209170atl,den,WoodWe20,def_int_long,0,,,,,
player,201209170atl,den,WoodWe20,pass_defended,0,,,,,
player,201209170atl,den,WoodWe20,sacks,0.0,,,,,
player,201209170atl,den,WoodWe20,tackles_combined,6,,,,,
player,201209170atl,den,WoodWe20,tackles_solo,5,,,,,
player,201209170atl,den,WoodWe20,tackles_assists,1,,,,,
player,201209170atl,den,WoodWe20,tackles_loss,0,,,,,
player,201209170atl,den,WoodWe20,qb_hits,0,,,,,
player,201209170atl,den,WoodWe20,fumbles_rec,0,,,,,
player,201209170atl,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201209170atl,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201209170atl,den,WoodWe20,fumbles_forced,0,,,,,
player,201209170atl,den,BrooKe00,def_int,0,,,,,
