game,2012,2,20120917,201209170atl,den,"Denver Broncos",21,atl,"Atlanta Falcons",27
player,201209170atl,atl,AbraJo00,fumbles_rec,0,,,,,
player,201209170atl,atl,AbraJo00,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,AbraJo00,fumbles_rec_td,0,,,,,
player,201209170atl,atl,AbraJo00,fumbles_forced,0,,,,,
player,201209170atl,atl,TurnMi00,def_int,0,,,,,
player,201209170atl,atl,TurnMi00,def_int_yds,0,,,,,
player,201209170atl,atl,TurnMi00,def_int_td,0,,,,,
player,201209170atl,atl,TurnMi00,def_int_long,0,,,,,
player,201209170atl,atl,TurnMi00,pass_defended,0,,,,,
player,201209170atl,atl,TurnMi00,sacks,0.0,,,,,
player,201209170atl,atl,TurnMi00,tackles_combined,0,,,,,
player,201209170atl,atl,TurnMi00,tackles_solo,0,,,,,
player,201209170atl,atl,TurnMi00,tackles_assists,0,,,,,
player,201209170atl,atl,TurnMi00,tackles_loss,,,,,,
player,201209170atl,atl,TurnMi00,qb_hits,,,,,,
player,201209170atl,atl,TurnMi00,fumbles_rec,1,,,,,
player,201209170atl,atl,TurnMi00,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,TurnMi00,fumbles_rec_td,0,,,,,
player,201209170atl,atl,TurnMi00,fumbles_forced,0,,,,,
player,201209170atl,den,LeonJi23,kick_ret,0,,,,,
player,201209170atl,den,LeonJi23,kick_ret_yds,0,,,,,
player,201209170atl,den,LeonJi23,kick_ret_yds_per_ret,,,,,,
player,201209170atl,den,LeonJi23,kick_ret_td,0,,,,,
player,201209170atl,den,LeonJi23,kick_ret_long,0,,,,,
player,201209170atl,den,LeonJi23,punt_ret,2,,,,,
player,201209170atl,den,LeonJi23,punt_ret_yds,2,,,,,
player,201209170atl,den,LeonJi23,punt_ret_yds_per_ret,1.0,,,,,
player,201209170atl,den,LeonJi23,punt_ret_td,0,,,,,
player,201209170atl,den,LeonJi23,punt_ret_long,2,,,,,
player,201209170atl,den,DeckEr00,kick_ret,0,,,,,
player,201209170atl,den,DeckEr00,kick_ret_yds,0,,,,,
player,201209170atl,den,DeckEr00,kick_ret_yds_per_ret,,,,,,
player,201209170atl,den,DeckEr00,kick_ret_td,0,,,,,
player,201209170atl,den,DeckEr00,kick_ret_long,0,,,,,
player,201209170atl,den,DeckEr00,punt_ret,1,,,,,
player,201209170atl,den,DeckEr00,punt_ret_yds,9,,,,,
player,201209170atl,den,DeckEr00,punt_ret_yds_per_ret,9.0,,,,,
player,201209170atl,den,DeckEr00,punt_ret_td,0,,,,,
player,201209170atl,den,DeckEr00,punt_ret_long,9,,,,,
player,201209170atl,den,BoldOm00,kick_ret,2,,,,,
player,201209170atl,den,BoldOm00,kick_ret_yds,47,,,,,
player,201209170atl,den,BoldOm00,kick_ret_yds_per_ret,23.5,,,,,
player,201209170atl,den,BoldOm00,kick_ret_td,0,,,,,
player,201209170atl,den,BoldOm00,kick_ret_long,30,,,,,
player,201209170atl,den,BoldOm00,punt_ret,0,,,,,
player,201209170atl,den,BoldOm00,punt_ret_yds,0,,,,,
player,201209170atl,den,BoldOm00,punt_ret_yds_per_ret,,,,,,
player,201209170atl,den,BoldOm00,punt_ret_td,0,,,,,
player,201209170atl,den,BoldOm00,punt_ret_long,0,,,,,
player,201209170atl,atl,FranDo99,kick_ret,0,,,,,
player,201209170atl,atl,FranDo99,kick_ret_yds,0,,,,,
player,201209170atl,atl,FranDo99,kick_ret_yds_per_ret,,,,,,
player,201209170atl,atl,FranDo99,kick_ret_td,0,,,,,
player,201209170atl,atl,FranDo99,kick_ret_long,0,,,,,
player,201209170atl,atl,FranDo99,punt_ret,1,,,,,
player,201209170atl,atl,FranDo99,punt_ret_yds,-2,,,,,
player,201209170atl,atl,FranDo99,punt_ret_yds_per_ret,-2.0,,,,,
player,201209170atl,atl,FranDo99,punt_ret_td,0,,,,,
player,201209170atl,atl,FranDo99,punt_ret_long,-2,,,,,
player,201209170atl,atl,PoliLo00,kick_ret,1,,,,,
player,201209170atl,atl,PoliLo00,kick_ret_yds,24,,,,,
player,201209170atl,atl,PoliLo00,kick_ret_yds_per_ret,24.0,,,,,
player,201209170atl,atl,PoliLo00,kick_ret_td,0,,,,,
player,201209170atl,atl,PoliLo00,kick_ret_long,24,,,,,
player,201209170atl,atl,PoliLo00,punt_ret,0,,,,,
player,201209170atl,atl,PoliLo00,punt_ret_yds,0,,,,,
player,201209170atl,atl,PoliLo00,punt_ret_yds_per_ret,,,,,,
player,201209170atl,atl,PoliLo00,punt_ret_td,0,,,,,
player,201209170atl,atl,PoliLo00,punt_ret_long,0,,,,,
player,201209170atl,atl,RodgJa00,kick_ret,1,,,,,
player,201209170atl,atl,RodgJa00,kick_ret_yds,23,,,,,
player,201209170atl,atl,RodgJa00,kick_ret_yds_per_ret,23.0,,,,,
player,201209170atl,atl,RodgJa00,kick_ret_td,0,,,,,
player,201209170atl,atl,RodgJa00,kick_ret_long,23,,,,,
player,201209170atl,atl,RodgJa00,punt_ret,0,,,,,
player,201209170atl,atl,RodgJa00,punt_ret_yds,0,,,,,
player,201209170atl,atl,RodgJa00,punt_ret_yds_per_ret,,,,,,
player,201209170atl,atl,RodgJa00,punt_ret_td,0,,,,,
player,201209170atl,atl,RodgJa00,punt_ret_long,0,,,,,
player,201209170atl,den,PratMa20,xpm,3,,,,,
player,201209170atl,den,PratMa20,xpa,3,,,,,
player,201209170atl,den,PratMa20,fgm,,,,,,
player,201209170atl,den,PratMa20,fga,,,,,,
player,201209170atl,den,PratMa20,punt,0,,,,,
player,201209170atl,den,PratMa20,punt_yds,0,,,,,
player,201209170atl,den,PratMa20,punt_yds_per_punt,,,,,,
player,201209170atl,den,PratMa20,punt_long,0,,,,,
player,201209170atl,den,ColqBr00,xpm,,,,,,
player,201209170atl,den,ColqBr00,xpa,,,,,,
player,201209170atl,den,ColqBr00,fgm,,,,,,
player,201209170atl,den,ColqBr00,fga,,,,,,
player,201209170atl,den,ColqBr00,punt,5,,,,,
player,201209170atl,den,ColqBr00,punt_yds,251,,,,,
player,201209170atl,den,ColqBr00,punt_yds_per_punt,50.2,,,,,
player,201209170atl,den,ColqBr00,punt_long,67,,,,,
player,201209170atl,atl,bryanmat01,xpm,3,,,,,
player,201209170atl,atl,bryanmat01,xpa,3,,,,,
player,201209170atl,atl,bryanmat01,fgm,2,,,,,
player,201209170atl,atl,bryanmat01,fga,2,,,,,
player,201209170atl,atl,bryanmat01,punt,0,,,,,
player,201209170atl,atl,bryanmat01,punt_yds,0,,,,,
player,201209170atl,atl,bryanmat01,punt_yds_per_punt,,,,,,
player,201209170atl,atl,bryanmat01,punt_long,0,,,,,
player,201209170atl,atl,BoshMa00,xpm,,,,,,
player,201209170atl,atl,BoshMa00,xpa,,,,,,
player,201209170atl,atl,BoshMa00,fgm,,,,,,
player,201209170atl,atl,BoshMa00,fga,,,,,,
player,201209170atl,atl,BoshMa00,punt,6,,,,,
player,201209170atl,atl,BoshMa00,punt_yds,252,,,,,
player,201209170atl,atl,BoshMa00,punt_yds_per_punt,42.0,,,,,
player,201209170atl,atl,BoshMa00,punt_long,49,,,,,
player,201209170atl,atl,ClabTy20,pos,T,,,,,
player,201209170atl,atl,ClabTy20,offense,67,,,,,
player,201209170atl,atl,ClabTy20,off_pct,100%,,,,,
player,201209170atl,atl,ClabTy20,defense,0,,,,,
player,201209170atl,atl,ClabTy20,def_pct,0%,,,,,
player,201209170atl,atl,ClabTy20,special_teams,5,,,,,
player,201209170atl,atl,ClabTy20,st_pct,17%,,,,,
player,201209170atl,atl,ReynGa20,pos,G,,,,,
player,201209170atl,atl,ReynGa20,offense,67,,,,,
player,201209170atl,atl,ReynGa20,off_pct,100%,,,,,
player,201209170atl,atl,ReynGa20,defense,0,,,,,
player,201209170atl,atl,ReynGa20,def_pct,0%,,,,,
player,201209170atl,atl,ReynGa20,special_teams,5,,,,,
player,201209170atl,atl,ReynGa20,st_pct,17%,,,,,
player,201209170atl,atl,BakeSa21,pos,T,,,,,
player,201209170atl,atl,BakeSa21,offense,67,,,,,
player,201209170atl,atl,BakeSa21,off_pct,100%,,,,,
player,201209170atl,atl,BakeSa21,defense,0,,,,,
player,201209170atl,atl,BakeSa21,def_pct,0%,,,,,
player,201209170atl,atl,BakeSa21,special_teams,5,,,,,
player,201209170atl,atl,BakeSa21,st_pct,17%,,,,,
player,201209170atl,atl,BlalJu20,pos,G,,,,,
player,201209170atl,atl,BlalJu20,offense,67,,,,,
player,201209170atl,atl,BlalJu20,off_pct,100%,,,,,
player,201209170atl,atl,BlalJu20,defense,0,,,,,
player,201209170atl,atl,BlalJu20,def_pct,0%,,,,,
player,201209170atl,atl,BlalJu20,special_teams,5,,,,,
player,201209170atl,atl,BlalJu20,st_pct,17%,,,,,
player,201209170atl,atl,McClTo20,pos,C,,,,,
player,201209170atl,atl,McClTo20,offense,67,,,,,
player,201209170atl,atl,McClTo20,off_pct,100%,,,,,
player,201209170atl,atl,McClTo20,defense,0,,,,,
player,201209170atl,atl,McClTo20,def_pct,0%,,,,,
player,201209170atl,atl,McClTo20,special_teams,0,,,,,
player,201209170atl,atl,McClTo20,st_pct,0%,,,,,
player,201209170atl,atl,RyanMa00,pos,QB,,,,,
player,201209170atl,atl,RyanMa00,offense,67,,,,,
player,201209170atl,atl,RyanMa00,off_pct,100%,,,,,
player,201209170atl,atl,RyanMa00,defense,0,,,,,
player,201209170atl,atl,RyanMa00,def_pct,0%,,,,,
player,201209170atl,atl,RyanMa00,special_teams,0,,,,,
player,201209170atl,atl,RyanMa00,st_pct,0%,,,,,
player,201209170atl,atl,GonzTo00,pos,TE,,,,,
player,201209170atl,atl,GonzTo00,offense,64,,,,,
player,201209170atl,atl,GonzTo00,off_pct,96%,,,,,
player,201209170atl,atl,GonzTo00,defense,0,,,,,
player,201209170atl,atl,GonzTo00,def_pct,0%,,,,,
player,201209170atl,atl,GonzTo00,special_teams,0,,,,,
player,201209170atl,atl,GonzTo00,st_pct,0%,,,,,
player,201209170atl,atl,WhitRo00,pos,WR,,,,,
player,201209170atl,atl,WhitRo00,offense,59,,,,,
player,201209170atl,atl,WhitRo00,off_pct,88%,,,,,
player,201209170atl,atl,WhitRo00,defense,0,,,,,
player,201209170atl,atl,WhitRo00,def_pct,0%,,,,,
player,201209170atl,atl,WhitRo00,special_teams,0,,,,,
player,201209170atl,atl,WhitRo00,st_pct,0%,,,,,
player,201209170atl,atl,JoneJu02,pos,WR,,,,,
player,201209170atl,atl,JoneJu02,offense,48,,,,,
player,201209170atl,atl,JoneJu02,off_pct,72%,,,,,
player,201209170atl,atl,JoneJu02,defense,0,,,,,
player,201209170atl,atl,JoneJu02,def_pct,0%,,,,,
player,201209170atl,atl,JoneJu02,special_teams,0,,,,,
player,201209170atl,atl,JoneJu02,st_pct,0%,,,,,
player,201209170atl,atl,TurnMi00,pos,RB,,,,,
player,201209170atl,atl,TurnMi00,offense,43,,,,,
player,201209170atl,atl,TurnMi00,off_pct,64%,,,,,
player,201209170atl,atl,TurnMi00,defense,0,,,,,
player,201209170atl,atl,TurnMi00,def_pct,0%,,,,,
player,201209170atl,atl,TurnMi00,special_teams,0,,,,,
player,201209170atl,atl,TurnMi00,st_pct,0%,,,,,
player,201209170atl,atl,DougHa00,pos,WR,,,,,
player,201209170atl,atl,DougHa00,offense,39,,,,,
player,201209170atl,atl,DougHa00,off_pct,58%,,,,,
player,201209170atl,atl,DougHa00,defense,0,,,,,
player,201209170atl,atl,DougHa00,def_pct,0%,,,,,
player,201209170atl,atl,DougHa00,special_teams,0,,,,,
player,201209170atl,atl,DougHa00,st_pct,0%,,,,,
player,201209170atl,atl,RodgJa00,pos,RB,,,,,
player,201209170atl,atl,RodgJa00,offense,24,,,,,
player,201209170atl,atl,RodgJa00,off_pct,36%,,,,,
player,201209170atl,atl,RodgJa00,defense,0,,,,,
player,201209170atl,atl,RodgJa00,def_pct,0%,,,,,
player,201209170atl,atl,RodgJa00,special_teams,5,,,,,
player,201209170atl,atl,RodgJa00,st_pct,17%,,,,,
player,201209170atl,atl,PalmMi00,pos,TE,,,,,
player,201209170atl,atl,PalmMi00,offense,21,,,,,
player,201209170atl,atl,PalmMi00,off_pct,31%,,,,,
player,201209170atl,atl,PalmMi00,defense,0,,,,,
player,201209170atl,atl,PalmMi00,def_pct,0%,,,,,
player,201209170atl,atl,PalmMi00,special_teams,9,,,,,
player,201209170atl,atl,PalmMi00,st_pct,31%,,,,,
player,201209170atl,atl,PoliLo00,pos,FB,,,,,
player,201209170atl,atl,PoliLo00,offense,17,,,,,
player,201209170atl,atl,PoliLo00,off_pct,25%,,,,,
player,201209170atl,atl,PoliLo00,defense,0,,,,,
player,201209170atl,atl,PoliLo00,def_pct,0%,,,,,
player,201209170atl,atl,PoliLo00,special_teams,16,,,,,
player,201209170atl,atl,PoliLo00,st_pct,55%,,,,,
player,201209170atl,atl,SnelJa00,pos,RB,,,,,
player,201209170atl,atl,SnelJa00,offense,12,,,,,
player,201209170atl,atl,SnelJa00,off_pct,18%,,,,,
player,201209170atl,atl,SnelJa00,defense,0,,,,,
player,201209170atl,atl,SnelJa00,def_pct,0%,,,,,
player,201209170atl,atl,SnelJa00,special_teams,12,,,,,
player,201209170atl,atl,SnelJa00,st_pct,41%,,,,,
player,201209170atl,atl,JohnMi23,pos,G,,,,,
player,201209170atl,atl,JohnMi23,offense,8,,,,,
player,201209170atl,atl,JohnMi23,off_pct,12%,,,,,
player,201209170atl,atl,JohnMi23,defense,0,,,,,
player,201209170atl,atl,JohnMi23,def_pct,0%,,,,,
player,201209170atl,atl,JohnMi23,special_teams,5,,,,,
player,201209170atl,atl,JohnMi23,st_pct,17%,,,,,
player,201209170atl,atl,NichSt99,pos,LB,,,,,
player,201209170atl,atl,NichSt99,offense,0,,,,,
player,201209170atl,atl,NichSt99,off_pct,0%,,,,,
player,201209170atl,atl,NichSt99,defense,73,,,,,
player,201209170atl,atl,NichSt99,def_pct,100%,,,,,
player,201209170atl,atl,NichSt99,special_teams,9,,,,,
player,201209170atl,atl,NichSt99,st_pct,31%,,,,,
player,201209170atl,atl,DeCoTh99,pos,FS,,,,,
player,201209170atl,atl,DeCoTh99,offense,0,,,,,
player,201209170atl,atl,DeCoTh99,off_pct,0%,,,,,
player,201209170atl,atl,DeCoTh99,defense,73,,,,,
player,201209170atl,atl,DeCoTh99,def_pct,100%,,,,,
player,201209170atl,atl,DeCoTh99,special_teams,8,,,,,
player,201209170atl,atl,DeCoTh99,st_pct,28%,,,,,
player,201209170atl,atl,RobiDu20,pos,CB,,,,,
player,201209170atl,atl,RobiDu20,offense,0,,,,,
player,201209170atl,atl,RobiDu20,off_pct,0%,,,,,
player,201209170atl,atl,RobiDu20,defense,73,,,,,
player,201209170atl,atl,RobiDu20,def_pct,100%,,,,,
player,201209170atl,atl,RobiDu20,special_teams,4,,,,,
player,201209170atl,atl,RobiDu20,st_pct,14%,,,,,
player,201209170atl,atl,MoorWi99,pos,SS,,,,,
player,201209170atl,atl,MoorWi99,offense,0,,,,,
player,201209170atl,atl,MoorWi99,off_pct,0%,,,,,
player,201209170atl,atl,MoorWi99,defense,73,,,,,
player,201209170atl,atl,MoorWi99,def_pct,100%,,,,,
player,201209170atl,atl,MoorWi99,special_teams,3,,,,,
player,201209170atl,atl,MoorWi99,st_pct,10%,,,,,
player,201209170atl,atl,WeatSe99,pos,LB,,,,,
player,201209170atl,atl,WeatSe99,offense,0,,,,,
player,201209170atl,atl,WeatSe99,off_pct,0%,,,,,
player,201209170atl,atl,WeatSe99,defense,73,,,,,
player,201209170atl,atl,WeatSe99,def_pct,100%,,,,,
player,201209170atl,atl,WeatSe99,special_teams,2,,,,,
player,201209170atl,atl,WeatSe99,st_pct,7%,,,,,
player,201209170atl,atl,SamuAs20,pos,CB,,,,,
player,201209170atl,atl,SamuAs20,offense,0,,,,,
player,201209170atl,atl,SamuAs20,off_pct,0%,,,,,
player,201209170atl,atl,SamuAs20,defense,71,,,,,
player,201209170atl,atl,SamuAs20,def_pct,97%,,,,,
player,201209170atl,atl,SamuAs20,special_teams,0,,,,,
player,201209170atl,atl,SamuAs20,st_pct,0%,,,,,
player,201209170atl,atl,BabiJo20,pos,DT,,,,,
player,201209170atl,atl,BabiJo20,offense,0,,,,,
player,201209170atl,atl,BabiJo20,off_pct,0%,,,,,
player,201209170atl,atl,BabiJo20,defense,68,,,,,
player,201209170atl,atl,BabiJo20,def_pct,93%,,,,,
player,201209170atl,atl,BabiJo20,special_teams,3,,,,,
player,201209170atl,atl,BabiJo20,st_pct,10%,,,,,
player,201209170atl,atl,BierKr99,pos,DE,,,,,
player,201209170atl,atl,BierKr99,offense,0,,,,,
player,201209170atl,atl,BierKr99,off_pct,0%,,,,,
player,201209170atl,atl,BierKr99,defense,61,,,,,
player,201209170atl,atl,BierKr99,def_pct,84%,,,,,
player,201209170atl,atl,BierKr99,special_teams,20,,,,,
player,201209170atl,atl,BierKr99,st_pct,69%,,,,,
player,201209170atl,atl,FranDo99,pos,CB,,,,,
player,201209170atl,atl,FranDo99,offense,0,,,,,
player,201209170atl,atl,FranDo99,off_pct,0%,,,,,
player,201209170atl,atl,FranDo99,defense,60,,,,,
player,201209170atl,atl,FranDo99,def_pct,82%,,,,,
player,201209170atl,atl,FranDo99,special_teams,11,,,,,
player,201209170atl,atl,FranDo99,st_pct,38%,,,,,
player,201209170atl,atl,AbraJo00,pos,DE,,,,,
player,201209170atl,atl,AbraJo00,offense,0,,,,,
player,201209170atl,atl,AbraJo00,off_pct,0%,,,,,
player,201209170atl,atl,AbraJo00,defense,57,,,,,
player,201209170atl,atl,AbraJo00,def_pct,78%,,,,,
player,201209170atl,atl,AbraJo00,special_teams,0,,,,,
player,201209170atl,atl,AbraJo00,st_pct,0%,,,,,
player,201209170atl,atl,JerrPe99,pos,DT,,,,,
player,201209170atl,atl,JerrPe99,offense,0,,,,,
player,201209170atl,atl,JerrPe99,off_pct,0%,,,,,
player,201209170atl,atl,JerrPe99,defense,54,,,,,
player,201209170atl,atl,JerrPe99,def_pct,74%,,,,,
player,201209170atl,atl,JerrPe99,special_teams,3,,,,,
player,201209170atl,atl,JerrPe99,st_pct,10%,,,,,
player,201209170atl,atl,WalkVa99,pos,DT,,,,,
player,201209170atl,atl,WalkVa99,offense,0,,,,,
player,201209170atl,atl,WalkVa99,off_pct,0%,,,,,
player,201209170atl,atl,WalkVa99,defense,24,,,,,
player,201209170atl,atl,WalkVa99,def_pct,33%,,,,,
player,201209170atl,atl,WalkVa99,special_teams,4,,,,,
player,201209170atl,atl,WalkVa99,st_pct,14%,,,,,
player,201209170atl,atl,EdwaRa21,pos,DE,,,,,
player,201209170atl,atl,EdwaRa21,offense,0,,,,,
player,201209170atl,atl,EdwaRa21,off_pct,0%,,,,,
player,201209170atl,atl,EdwaRa21,defense,16,,,,,
player,201209170atl,atl,EdwaRa21,def_pct,22%,,,,,
player,201209170atl,atl,EdwaRa21,special_teams,3,,,,,
player,201209170atl,atl,EdwaRa21,st_pct,10%,,,,,
player,201209170atl,atl,SidbLa99,pos,DE,,,,,
player,201209170atl,atl,SidbLa99,offense,0,,,,,
player,201209170atl,atl,SidbLa99,off_pct,0%,,,,,
player,201209170atl,atl,SidbLa99,defense,12,,,,,
player,201209170atl,atl,SidbLa99,def_pct,16%,,,,,
player,201209170atl,atl,SidbLa99,special_teams,5,,,,,
player,201209170atl,atl,SidbLa99,st_pct,17%,,,,,
player,201209170atl,atl,OwenCh99,pos,CB,,,,,
player,201209170atl,atl,OwenCh99,offense,0,,,,,
player,201209170atl,atl,OwenCh99,off_pct,0%,,,,,
player,201209170atl,atl,OwenCh99,defense,12,,,,,
player,201209170atl,atl,OwenCh99,def_pct,16%,,,,,
player,201209170atl,atl,OwenCh99,special_teams,3,,,,,
player,201209170atl,atl,OwenCh99,st_pct,10%,,,,,
player,201209170atl,atl,McClRo98,pos,CB,,,,,
player,201209170atl,atl,McClRo98,offense,0,,,,,
player,201209170atl,atl,McClRo98,off_pct,0%,,,,,
player,201209170atl,atl,McClRo98,defense,2,,,,,
player,201209170atl,atl,McClRo98,def_pct,3%,,,,,
player,201209170atl,atl,McClRo98,special_teams,9,,,,,
player,201209170atl,atl,McClRo98,st_pct,31%,,,,,
player,201209170atl,atl,DentAk00,pos,LB,,,,,
player,201209170atl,atl,DentAk00,offense,0,,,,,
player,201209170atl,atl,DentAk00,off_pct,0%,,,,,
player,201209170atl,atl,DentAk00,defense,1,,,,,
player,201209170atl,atl,DentAk00,def_pct,1%,,,,,
player,201209170atl,atl,DentAk00,special_teams,9,,,,,
player,201209170atl,atl,DentAk00,st_pct,31%,,,,,
player,201209170atl,atl,DaviDr00,pos,WR,,,,,
player,201209170atl,atl,DaviDr00,offense,0,,,,,
player,201209170atl,atl,DaviDr00,off_pct,0%,,,,,
player,201209170atl,atl,DaviDr00,defense,0,,,,,
player,201209170atl,atl,DaviDr00,def_pct,0%,,,,,
player,201209170atl,atl,DaviDr00,special_teams,21,,,,,
player,201209170atl,atl,DaviDr00,st_pct,72%,,,,,
player,201209170atl,atl,SmitAn01,pos,RB,,,,,
player,201209170atl,atl,SmitAn01,offense,0,,,,,
player,201209170atl,atl,SmitAn01,off_pct,0%,,,,,
player,201209170atl,atl,SmitAn01,defense,0,,,,,
player,201209170atl,atl,SmitAn01,def_pct,0%,,,,,
player,201209170atl,atl,SmitAn01,special_teams,20,,,,,
player,201209170atl,atl,SmitAn01,st_pct,69%,,,,,
player,201209170atl,atl,HopeCh21,pos,SS,,,,,
player,201209170atl,atl,HopeCh21,offense,0,,,,,
player,201209170atl,atl,HopeCh21,off_pct,0%,,,,,
player,201209170atl,atl,HopeCh21,defense,0,,,,,
player,201209170atl,atl,HopeCh21,def_pct,0%,,,,,
player,201209170atl,atl,HopeCh21,special_teams,17,,,,,
player,201209170atl,atl,HopeCh21,st_pct,59%,,,,,
player,201209170atl,atl,BoshMa00,pos,P,,,,,
player,201209170atl,atl,BoshMa00,offense,0,,,,,
player,201209170atl,atl,BoshMa00,off_pct,0%,,,,,
player,201209170atl,atl,BoshMa00,defense,0,,,,,
player,201209170atl,atl,BoshMa00,def_pct,0%,,,,,
player,201209170atl,atl,BoshMa00,special_teams,17,,,,,
player,201209170atl,atl,BoshMa00,st_pct,59%,,,,,
player,201209170atl,atl,ConeKe00,pos,WR,,,,,
player,201209170atl,atl,ConeKe00,offense,0,,,,,
player,201209170atl,atl,ConeKe00,off_pct,0%,,,,,
player,201209170atl,atl,ConeKe00,defense,0,,,,,
player,201209170atl,atl,ConeKe00,def_pct,0%,,,,,
player,201209170atl,atl,ConeKe00,special_teams,15,,,,,
player,201209170atl,atl,ConeKe00,st_pct,52%,,,,,
player,201209170atl,atl,JameRo99,pos,LB,,,,,
player,201209170atl,atl,JameRo99,offense,0,,,,,
player,201209170atl,atl,JameRo99,off_pct,0%,,,,,
player,201209170atl,atl,JameRo99,defense,0,,,,,
player,201209170atl,atl,JameRo99,def_pct,0%,,,,,
player,201209170atl,atl,JameRo99,special_teams,15,,,,,
player,201209170atl,atl,JameRo99,st_pct,52%,,,,,
player,201209170atl,atl,PeteMi20,pos,LB,,,,,
player,201209170atl,atl,PeteMi20,offense,0,,,,,
player,201209170atl,atl,PeteMi20,off_pct,0%,,,,,
player,201209170atl,atl,PeteMi20,defense,0,,,,,
player,201209170atl,atl,PeteMi20,def_pct,0%,,,,,
player,201209170atl,atl,PeteMi20,special_teams,15,,,,,
player,201209170atl,atl,PeteMi20,st_pct,52%,,,,,
player,201209170atl,atl,HarrJo02,pos,LS,,,,,
player,201209170atl,atl,HarrJo02,offense,0,,,,,
player,201209170atl,atl,HarrJo02,off_pct,0%,,,,,
player,201209170atl,atl,HarrJo02,defense,0,,,,,
player,201209170atl,atl,HarrJo02,def_pct,0%,,,,,
player,201209170atl,atl,HarrJo02,special_teams,11,,,,,
player,201209170atl,atl,HarrJo02,st_pct,38%,,,,,
player,201209170atl,atl,GallTo00,pos,TE,,,,,
player,201209170atl,atl,GallTo00,offense,0,,,,,
player,201209170atl,atl,GallTo00,off_pct,0%,,,,,
player,201209170atl,atl,GallTo00,defense,0,,,,,
player,201209170atl,atl,GallTo00,def_pct,0%,,,,,
player,201209170atl,atl,GallTo00,special_teams,10,,,,,
player,201209170atl,atl,GallTo00,st_pct,34%,,,,,
player,201209170atl,atl,KonzPe00,pos,G,,,,,
player,201209170atl,atl,KonzPe00,offense,0,,,,,
player,201209170atl,atl,KonzPe00,off_pct,0%,,,,,
player,201209170atl,atl,KonzPe00,defense,0,,,,,
player,201209170atl,atl,KonzPe00,def_pct,0%,,,,,
player,201209170atl,atl,KonzPe00,special_teams,9,,,,,
player,201209170atl,atl,KonzPe00,st_pct,31%,,,,,
player,201209170atl,atl,bryanmat01,pos,K,,,,,
player,201209170atl,atl,bryanmat01,offense,0,,,,,
player,201209170atl,atl,bryanmat01,off_pct,0%,,,,,
player,201209170atl,atl,bryanmat01,defense,0,,,,,
player,201209170atl,atl,bryanmat01,def_pct,0%,,,,,
player,201209170atl,atl,bryanmat01,special_teams,5,,,,,
player,201209170atl,atl,bryanmat01,st_pct,17%,,,,,
player,201209170atl,den,BeadZa20,pos,G,,,,,
player,201209170atl,den,BeadZa20,offense,73,,,,,
player,201209170atl,den,BeadZa20,off_pct,100%,,,,,
player,201209170atl,den,BeadZa20,defense,0,,,,,
player,201209170atl,den,BeadZa20,def_pct,0%,,,,,
player,201209170atl,den,BeadZa20,special_teams,3,,,,,
player,201209170atl,den,BeadZa20,st_pct,10%,,,,,
player,201209170atl,den,CladRy20,pos,T,,,,,
player,201209170atl,den,CladRy20,offense,73,,,,,
player,201209170atl,den,CladRy20,off_pct,100%,,,,,
player,201209170atl,den,CladRy20,defense,0,,,,,
player,201209170atl,den,CladRy20,def_pct,0%,,,,,
player,201209170atl,den,CladRy20,special_teams,3,,,,,
player,201209170atl,den,CladRy20,st_pct,10%,,,,,
player,201209170atl,den,RamiMa20,pos,G,,,,,
player,201209170atl,den,RamiMa20,offense,73,,,,,
player,201209170atl,den,RamiMa20,off_pct,100%,,,,,
player,201209170atl,den,RamiMa20,defense,0,,,,,
player,201209170atl,den,RamiMa20,def_pct,0%,,,,,
player,201209170atl,den,RamiMa20,special_teams,3,,,,,
player,201209170atl,den,RamiMa20,st_pct,10%,,,,,
player,201209170atl,den,WaltJ.20,pos,C,,,,,
player,201209170atl,den,WaltJ.20,offense,73,,,,,
player,201209170atl,den,WaltJ.20,off_pct,100%,,,,,
player,201209170atl,den,WaltJ.20,defense,0,,,,,
player,201209170atl,den,WaltJ.20,def_pct,0%,,,,,
player,201209170atl,den,WaltJ.20,special_teams,0,,,,,
player,201209170atl,den,WaltJ.20,st_pct,0%,,,,,
player,201209170atl,den,MannPe00,pos,QB,,,,,
player,201209170atl,den,MannPe00,offense,73,,,,,
player,201209170atl,den,MannPe00,off_pct,100%,,,,,
player,201209170atl,den,MannPe00,defense,0,,,,,
player,201209170atl,den,MannPe00,def_pct,0%,,,,,
player,201209170atl,den,MannPe00,special_teams,0,,,,,
player,201209170atl,den,MannPe00,st_pct,0%,,,,,
player,201209170atl,den,ThomDe03,pos,WR,,,,,
player,201209170atl,den,ThomDe03,offense,73,,,,,
player,201209170atl,den,ThomDe03,off_pct,100%,,,,,
player,201209170atl,den,ThomDe03,defense,0,,,,,
player,201209170atl,den,ThomDe03,def_pct,0%,,,,,
player,201209170atl,den,ThomDe03,special_teams,0,,,,,
player,201209170atl,den,ThomDe03,st_pct,0%,,,,,
player,201209170atl,den,FranOr00,pos,T,,,,,
player,201209170atl,den,FranOr00,offense,72,,,,,
player,201209170atl,den,FranOr00,off_pct,99%,,,,,
player,201209170atl,den,FranOr00,defense,0,,,,,
