game,2012,3,20120920,201209200car,nyg,"New York Giants",36,car,"Carolina Panthers",7
player,201209200car,nyg,BrowAn03,pass_yds,0,,,,,
player,201209200car,nyg,BrowAn03,pass_td,0,,,,,
player,201209200car,nyg,BrowAn03,pass_int,0,,,,,
player,201209200car,nyg,BrowAn03,pass_sacked,0,,,,,
player,201209200car,nyg,BrowAn03,pass_sacked_yds,0,,,,,
player,201209200car,nyg,BrowAn03,pass_long,0,,,,,
player,201209200car,nyg,BrowAn03,pass_rating,,,,,,
player,201209200car,nyg,BrowAn03,rush_att,20,,,,,
player,201209200car,nyg,BrowAn03,rush_yds,113,,,,,
player,201209200car,nyg,BrowAn03,rush_td,2,,,,,
player,201209200car,nyg,BrowAn03,rush_long,31,,,,,
player,201209200car,nyg,BrowAn03,targets,5,,,,,
player,201209200car,nyg,BrowAn03,rec,3,,,,,
player,201209200car,nyg,BrowAn03,rec_yds,17,,,,,
player,201209200car,nyg,BrowAn03,rec_td,0,,,,,
player,201209200car,nyg,BrowAn03,rec_long,14,,,,,
player,201209200car,nyg,BrowAn03,fumbles,0,,,,,
player,201209200car,nyg,BrowAn03,fumbles_lost,0,,,,,
player,201209200car,nyg,ScotDa01,pass_cmp,0,,,,,
player,201209200car,nyg,ScotDa01,pass_att,0,,,,,
player,201209200car,nyg,ScotDa01,pass_yds,0,,,,,
player,201209200car,nyg,ScotDa01,pass_td,0,,,,,
player,201209200car,nyg,ScotDa01,pass_int,0,,,,,
player,201209200car,nyg,ScotDa01,pass_sacked,0,,,,,
player,201209200car,nyg,ScotDa01,pass_sacked_yds,0,,,,,
player,201209200car,nyg,ScotDa01,pass_long,0,,,,,
player,201209200car,nyg,ScotDa01,pass_rating,,,,,,
player,201209200car,nyg,ScotDa01,rush_att,6,,,,,
player,201209200car,nyg,ScotDa01,rush_yds,9,,,,,
player,201209200car,nyg,ScotDa01,rush_td,0,,,,,
player,201209200car,nyg,ScotDa01,rush_long,5,,,,,
player,201209200car,nyg,ScotDa01,targets,0,,,,,
player,201209200car,nyg,ScotDa01,rec,0,,,,,
player,201209200car,nyg,ScotDa01,rec_yds,0,,,,,
player,201209200car,nyg,ScotDa01,rec_td,0,,,,,
player,201209200car,nyg,ScotDa01,rec_long,0,,,,,
player,201209200car,nyg,ScotDa01,fumbles,0,,,,,
player,201209200car,nyg,ScotDa01,fumbles_lost,0,,,,,
player,201209200car,nyg,BardRa00,pass_cmp,0,,,,,
player,201209200car,nyg,BardRa00,pass_att,0,,,,,
player,201209200car,nyg,BardRa00,pass_yds,0,,,,,
player,201209200car,nyg,BardRa00,pass_td,0,,,,,
player,201209200car,nyg,BardRa00,pass_int,0,,,,,
player,201209200car,nyg,BardRa00,pass_sacked,0,,,,,
player,201209200car,nyg,BardRa00,pass_sacked_yds,0,,,,,
player,201209200car,nyg,BardRa00,pass_long,0,,,,,
player,201209200car,nyg,BardRa00,pass_rating,,,,,,
player,201209200car,nyg,BardRa00,rush_att,0,,,,,
player,201209200car,nyg,BardRa00,rush_yds,0,,,,,
player,201209200car,nyg,BardRa00,rush_td,0,,,,,
player,201209200car,nyg,BardRa00,rush_long,0,,,,,
player,201209200car,nyg,BardRa00,targets,10,,,,,
player,201209200car,nyg,BardRa00,rec,9,,,,,
player,201209200car,nyg,BardRa00,rec_yds,138,,,,,
player,201209200car,nyg,BardRa00,rec_td,0,,,,,
player,201209200car,nyg,BardRa00,rec_long,23,,,,,
player,201209200car,nyg,BardRa00,fumbles,0,,,,,
player,201209200car,nyg,BardRa00,fumbles_lost,0,,,,,
player,201209200car,nyg,BennMa00,pass_cmp,0,,,,,
player,201209200car,nyg,BennMa00,pass_att,0,,,,,
player,201209200car,nyg,BennMa00,pass_yds,0,,,,,
player,201209200car,nyg,BennMa00,pass_td,0,,,,,
player,201209200car,nyg,BennMa00,pass_int,0,,,,,
player,201209200car,nyg,BennMa00,pass_sacked,0,,,,,
player,201209200car,nyg,BennMa00,pass_sacked_yds,0,,,,,
player,201209200car,nyg,BennMa00,pass_long,0,,,,,
player,201209200car,nyg,BennMa00,pass_rating,,,,,,
player,201209200car,nyg,BennMa00,rush_att,0,,,,,
player,201209200car,nyg,BennMa00,rush_yds,0,,,,,
player,201209200car,nyg,BennMa00,rush_td,0,,,,,
player,201209200car,nyg,BennMa00,rush_long,0,,,,,
player,201209200car,nyg,BennMa00,targets,6,,,,,
player,201209200car,nyg,BennMa00,rec,6,,,,,
player,201209200car,nyg,BennMa00,rec_yds,73,,,,,
player,201209200car,nyg,BennMa00,rec_td,1,,,,,
player,201209200car,nyg,BennMa00,rec_long,29,,,,,
player,201209200car,nyg,BennMa00,fumbles,0,,,,,
player,201209200car,nyg,BennMa00,fumbles_lost,0,,,,,
player,201209200car,nyg,CruzVi00,pass_cmp,0,,,,,
player,201209200car,nyg,CruzVi00,pass_att,0,,,,,
player,201209200car,nyg,CruzVi00,pass_yds,0,,,,,
player,201209200car,nyg,CruzVi00,pass_td,0,,,,,
player,201209200car,nyg,CruzVi00,pass_int,0,,,,,
player,201209200car,nyg,CruzVi00,pass_sacked,0,,,,,
player,201209200car,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201209200car,nyg,CruzVi00,pass_long,0,,,,,
player,201209200car,nyg,CruzVi00,pass_rating,,,,,,
player,201209200car,nyg,CruzVi00,rush_att,0,,,,,
player,201209200car,nyg,CruzVi00,rush_yds,0,,,,,
player,201209200car,nyg,CruzVi00,rush_td,0,,,,,
player,201209200car,nyg,CruzVi00,rush_long,0,,,,,
player,201209200car,nyg,CruzVi00,targets,8,,,,,
player,201209200car,nyg,CruzVi00,rec,6,,,,,
player,201209200car,nyg,CruzVi00,rec_yds,42,,,,,
player,201209200car,nyg,CruzVi00,rec_td,0,,,,,
player,201209200car,nyg,CruzVi00,rec_long,12,,,,,
player,201209200car,nyg,CruzVi00,fumbles,0,,,,,
player,201209200car,nyg,CruzVi00,fumbles_lost,0,,,,,
player,201209200car,nyg,HynoHe01,pass_cmp,0,,,,,
player,201209200car,nyg,HynoHe01,pass_att,0,,,,,
player,201209200car,nyg,HynoHe01,pass_yds,0,,,,,
player,201209200car,nyg,HynoHe01,pass_td,0,,,,,
player,201209200car,nyg,HynoHe01,pass_int,0,,,,,
player,201209200car,nyg,HynoHe01,pass_sacked,0,,,,,
player,201209200car,nyg,HynoHe01,pass_sacked_yds,0,,,,,
player,201209200car,nyg,HynoHe01,pass_long,0,,,,,
player,201209200car,nyg,HynoHe01,pass_rating,,,,,,
player,201209200car,nyg,HynoHe01,rush_att,0,,,,,
player,201209200car,nyg,HynoHe01,rush_yds,0,,,,,
player,201209200car,nyg,HynoHe01,rush_td,0,,,,,
player,201209200car,nyg,HynoHe01,rush_long,0,,,,,
player,201209200car,nyg,HynoHe01,targets,2,,,,,
player,201209200car,nyg,HynoHe01,rec,2,,,,,
player,201209200car,nyg,HynoHe01,rec_yds,15,,,,,
player,201209200car,nyg,HynoHe01,rec_td,0,,,,,
player,201209200car,nyg,HynoHe01,rec_long,8,,,,,
player,201209200car,nyg,HynoHe01,fumbles,0,,,,,
player,201209200car,nyg,HynoHe01,fumbles_lost,0,,,,,
player,201209200car,nyg,RandRu00,pass_cmp,0,,,,,
player,201209200car,nyg,RandRu00,pass_att,0,,,,,
player,201209200car,nyg,RandRu00,pass_yds,0,,,,,
player,201209200car,nyg,RandRu00,pass_td,0,,,,,
player,201209200car,nyg,RandRu00,pass_int,0,,,,,
player,201209200car,nyg,RandRu00,pass_sacked,0,,,,,
player,201209200car,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201209200car,nyg,RandRu00,pass_long,0,,,,,
player,201209200car,nyg,RandRu00,pass_rating,,,,,,
player,201209200car,nyg,RandRu00,rush_att,0,,,,,
player,201209200car,nyg,RandRu00,rush_yds,0,,,,,
player,201209200car,nyg,RandRu00,rush_td,0,,,,,
player,201209200car,nyg,RandRu00,rush_long,0,,,,,
player,201209200car,nyg,RandRu00,targets,3,,,,,
player,201209200car,nyg,RandRu00,rec,1,,,,,
player,201209200car,nyg,RandRu00,rec_yds,4,,,,,
player,201209200car,nyg,RandRu00,rec_td,0,,,,,
player,201209200car,nyg,RandRu00,rec_long,4,,,,,
player,201209200car,nyg,RandRu00,fumbles,0,,,,,
player,201209200car,nyg,RandRu00,fumbles_lost,0,,,,,
player,201209200car,nyg,PascBe00,pass_cmp,0,,,,,
player,201209200car,nyg,PascBe00,pass_att,0,,,,,
player,201209200car,nyg,PascBe00,pass_yds,0,,,,,
player,201209200car,nyg,PascBe00,pass_td,0,,,,,
player,201209200car,nyg,PascBe00,pass_int,0,,,,,
player,201209200car,nyg,PascBe00,pass_sacked,0,,,,,
player,201209200car,nyg,PascBe00,pass_sacked_yds,0,,,,,
player,201209200car,nyg,PascBe00,pass_long,0,,,,,
player,201209200car,nyg,PascBe00,pass_rating,,,,,,
player,201209200car,nyg,PascBe00,rush_att,0,,,,,
player,201209200car,nyg,PascBe00,rush_yds,0,,,,,
player,201209200car,nyg,PascBe00,rush_td,0,,,,,
player,201209200car,nyg,PascBe00,rush_long,0,,,,,
player,201209200car,nyg,PascBe00,targets,1,,,,,
player,201209200car,nyg,PascBe00,rec,0,,,,,
player,201209200car,nyg,PascBe00,rec_yds,0,,,,,
player,201209200car,nyg,PascBe00,rec_td,0,,,,,
player,201209200car,nyg,PascBe00,rec_long,0,,,,,
player,201209200car,nyg,PascBe00,fumbles,0,,,,,
player,201209200car,nyg,PascBe00,fumbles_lost,0,,,,,
player,201209200car,nyg,WilsDa01,pass_cmp,0,,,,,
player,201209200car,nyg,WilsDa01,pass_att,0,,,,,
player,201209200car,nyg,WilsDa01,pass_yds,0,,,,,
player,201209200car,nyg,WilsDa01,pass_td,0,,,,,
player,201209200car,nyg,WilsDa01,pass_int,0,,,,,
player,201209200car,nyg,WilsDa01,pass_sacked,0,,,,,
player,201209200car,nyg,WilsDa01,pass_sacked_yds,0,,,,,
player,201209200car,nyg,WilsDa01,pass_long,0,,,,,
player,201209200car,nyg,WilsDa01,pass_rating,,,,,,
player,201209200car,nyg,WilsDa01,rush_att,1,,,,,
player,201209200car,nyg,WilsDa01,rush_yds,-2,,,,,
player,201209200car,nyg,WilsDa01,rush_td,0,,,,,
player,201209200car,nyg,WilsDa01,rush_long,-2,,,,,
player,201209200car,nyg,WilsDa01,targets,1,,,,,
player,201209200car,nyg,WilsDa01,rec,1,,,,,
player,201209200car,nyg,WilsDa01,rec_yds,3,,,,,
player,201209200car,nyg,WilsDa01,rec_td,0,,,,,
player,201209200car,nyg,WilsDa01,rec_long,3,,,,,
player,201209200car,nyg,WilsDa01,fumbles,0,,,,,
player,201209200car,nyg,WilsDa01,fumbles_lost,0,,,,,
player,201209200car,car,NewtCa00,pass_cmp,16,,,,,
player,201209200car,car,NewtCa00,pass_att,30,,,,,
player,201209200car,car,NewtCa00,pass_yds,242,,,,,
player,201209200car,car,NewtCa00,pass_td,0,,,,,
player,201209200car,car,NewtCa00,pass_int,3,,,,,
player,201209200car,car,NewtCa00,pass_sacked,2,,,,,
player,201209200car,car,NewtCa00,pass_sacked_yds,21,,,,,
player,201209200car,car,NewtCa00,pass_long,33,,,,,
player,201209200car,car,NewtCa00,pass_rating,40.6,,,,,
player,201209200car,car,NewtCa00,rush_att,6,,,,,
player,201209200car,car,NewtCa00,rush_yds,6,,,,,
player,201209200car,car,NewtCa00,rush_td,1,,,,,
player,201209200car,car,NewtCa00,rush_long,3,,,,,
player,201209200car,car,NewtCa00,targets,0,,,,,
player,201209200car,car,NewtCa00,rec,0,,,,,
player,201209200car,car,NewtCa00,rec_yds,0,,,,,
player,201209200car,car,NewtCa00,rec_td,0,,,,,
player,201209200car,car,NewtCa00,rec_long,0,,,,,
player,201209200car,car,NewtCa00,fumbles,0,,,,,
player,201209200car,car,NewtCa00,fumbles_lost,0,,,,,
player,201209200car,car,AndeDe00,pass_cmp,3,,,,,
player,201209200car,car,AndeDe00,pass_att,3,,,,,
player,201209200car,car,AndeDe00,pass_yds,46,,,,,
player,201209200car,car,AndeDe00,pass_td,0,,,,,
player,201209200car,car,AndeDe00,pass_int,0,,,,,
player,201209200car,car,AndeDe00,pass_sacked,0,,,,,
player,201209200car,car,AndeDe00,pass_sacked_yds,0,,,,,
player,201209200car,car,AndeDe00,pass_long,23,,,,,
player,201209200car,car,AndeDe00,pass_rating,118.7,,,,,
player,201209200car,car,AndeDe00,rush_att,0,,,,,
player,201209200car,car,AndeDe00,rush_yds,0,,,,,
player,201209200car,car,AndeDe00,rush_td,0,,,,,
player,201209200car,car,AndeDe00,rush_long,0,,,,,
player,201209200car,car,AndeDe00,targets,0,,,,,
player,201209200car,car,AndeDe00,rec,0,,,,,
player,201209200car,car,AndeDe00,rec_yds,0,,,,,
player,201209200car,car,AndeDe00,rec_td,0,,,,,
player,201209200car,car,AndeDe00,rec_long,0,,,,,
player,201209200car,car,AndeDe00,fumbles,0,,,,,
player,201209200car,car,AndeDe00,fumbles_lost,0,,,,,
player,201209200car,car,WillDe02,pass_cmp,0,,,,,
player,201209200car,car,WillDe02,pass_att,0,,,,,
player,201209200car,car,WillDe02,pass_yds,0,,,,,
player,201209200car,car,WillDe02,pass_td,0,,,,,
player,201209200car,car,WillDe02,pass_int,0,,,,,
player,201209200car,car,WillDe02,pass_sacked,0,,,,,
player,201209200car,car,WillDe02,pass_sacked_yds,0,,,,,
player,201209200car,car,WillDe02,pass_long,0,,,,,
player,201209200car,car,WillDe02,pass_rating,,,,,,
player,201209200car,car,WillDe02,rush_att,11,,,,,
player,201209200car,car,WillDe02,rush_yds,50,,,,,
player,201209200car,car,WillDe02,rush_td,0,,,,,
player,201209200car,car,WillDe02,rush_long,16,,,,,
player,201209200car,car,WillDe02,targets,2,,,,,
player,201209200car,car,WillDe02,rec,2,,,,,
player,201209200car,car,WillDe02,rec_yds,23,,,,,
player,201209200car,car,WillDe02,rec_td,0,,,,,
player,201209200car,car,WillDe02,rec_long,14,,,,,
player,201209200car,car,WillDe02,fumbles,0,,,,,
player,201209200car,car,WillDe02,fumbles_lost,0,,,,,
player,201209200car,car,TolbMi00,pass_cmp,0,,,,,
player,201209200car,car,TolbMi00,pass_att,0,,,,,
player,201209200car,car,TolbMi00,pass_yds,0,,,,,
player,201209200car,car,TolbMi00,pass_td,0,,,,,
player,201209200car,car,TolbMi00,pass_int,0,,,,,
player,201209200car,car,TolbMi00,pass_sacked,0,,,,,
player,201209200car,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201209200car,car,TolbMi00,pass_long,0,,,,,
player,201209200car,car,TolbMi00,pass_rating,,,,,,
player,201209200car,car,TolbMi00,rush_att,3,,,,,
player,201209200car,car,TolbMi00,rush_yds,4,,,,,
player,201209200car,car,TolbMi00,rush_td,0,,,,,
player,201209200car,car,TolbMi00,rush_long,3,,,,,
player,201209200car,car,TolbMi00,targets,5,,,,,
player,201209200car,car,TolbMi00,rec,4,,,,,
player,201209200car,car,TolbMi00,rec_yds,47,,,,,
player,201209200car,car,TolbMi00,rec_td,0,,,,,
player,201209200car,car,TolbMi00,rec_long,17,,,,,
player,201209200car,car,TolbMi00,fumbles,0,,,,,
player,201209200car,car,TolbMi00,fumbles_lost,0,,,,,
player,201209200car,car,OlseGr00,pass_cmp,0,,,,,
player,201209200car,car,OlseGr00,pass_att,0,,,,,
player,201209200car,car,OlseGr00,pass_yds,0,,,,,
player,201209200car,car,OlseGr00,pass_td,0,,,,,
player,201209200car,car,OlseGr00,pass_int,0,,,,,
player,201209200car,car,OlseGr00,pass_sacked,0,,,,,
player,201209200car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201209200car,car,OlseGr00,pass_long,0,,,,,
player,201209200car,car,OlseGr00,pass_rating,,,,,,
player,201209200car,car,OlseGr00,rush_att,0,,,,,
player,201209200car,car,OlseGr00,rush_yds,0,,,,,
player,201209200car,car,OlseGr00,rush_td,0,,,,,
player,201209200car,car,OlseGr00,rush_long,0,,,,,
player,201209200car,car,OlseGr00,targets,14,,,,,
player,201209200car,car,OlseGr00,rec,7,,,,,
player,201209200car,car,OlseGr00,rec_yds,98,,,,,
player,201209200car,car,OlseGr00,rec_td,0,,,,,
player,201209200car,car,OlseGr00,rec_long,23,,,,,
player,201209200car,car,OlseGr00,fumbles,0,,,,,
player,201209200car,car,OlseGr00,fumbles_lost,0,,,,,
player,201209200car,car,SmitSt01,pass_cmp,0,,,,,
player,201209200car,car,SmitSt01,pass_att,0,,,,,
player,201209200car,car,SmitSt01,pass_yds,0,,,,,
player,201209200car,car,SmitSt01,pass_td,0,,,,,
player,201209200car,car,SmitSt01,pass_int,0,,,,,
player,201209200car,car,SmitSt01,pass_sacked,0,,,,,
player,201209200car,car,SmitSt01,pass_sacked_yds,0,,,,,
player,201209200car,car,SmitSt01,pass_long,0,,,,,
player,201209200car,car,SmitSt01,pass_rating,,,,,,
player,201209200car,car,SmitSt01,rush_att,0,,,,,
player,201209200car,car,SmitSt01,rush_yds,0,,,,,
player,201209200car,car,SmitSt01,rush_td,0,,,,,
player,201209200car,car,SmitSt01,rush_long,0,,,,,
player,201209200car,car,SmitSt01,targets,4,,,,,
player,201209200car,car,SmitSt01,rec,4,,,,,
player,201209200car,car,SmitSt01,rec_yds,86,,,,,
player,201209200car,car,SmitSt01,rec_td,0,,,,,
player,201209200car,car,SmitSt01,rec_long,33,,,,,
player,201209200car,car,SmitSt01,fumbles,0,,,,,
player,201209200car,car,SmitSt01,fumbles_lost,0,,,,,
player,201209200car,car,LaFeBr00,pass_cmp,0,,,,,
player,201209200car,car,LaFeBr00,pass_att,0,,,,,
player,201209200car,car,LaFeBr00,pass_yds,0,,,,,
player,201209200car,car,LaFeBr00,pass_td,0,,,,,
player,201209200car,car,LaFeBr00,pass_int,0,,,,,
player,201209200car,car,LaFeBr00,pass_sacked,0,,,,,
player,201209200car,car,LaFeBr00,pass_sacked_yds,0,,,,,
player,201209200car,car,LaFeBr00,pass_long,0,,,,,
player,201209200car,car,LaFeBr00,pass_rating,,,,,,
player,201209200car,car,LaFeBr00,rush_att,0,,,,,
player,201209200car,car,LaFeBr00,rush_yds,0,,,,,
player,201209200car,car,LaFeBr00,rush_td,0,,,,,
player,201209200car,car,LaFeBr00,rush_long,0,,,,,
player,201209200car,car,LaFeBr00,targets,5,,,,,
player,201209200car,car,LaFeBr00,rec,1,,,,,
player,201209200car,car,LaFeBr00,rec_yds,27,,,,,
player,201209200car,car,LaFeBr00,rec_td,0,,,,,
player,201209200car,car,LaFeBr00,rec_long,27,,,,,
player,201209200car,car,LaFeBr00,fumbles,0,,,,,
player,201209200car,car,LaFeBr00,fumbles_lost,0,,,,,
player,201209200car,car,MurpLo00,pass_cmp,0,,,,,
player,201209200car,car,MurpLo00,pass_att,0,,,,,
player,201209200car,car,MurpLo00,pass_yds,0,,,,,
player,201209200car,car,MurpLo00,pass_td,0,,,,,
player,201209200car,car,MurpLo00,pass_int,0,,,,,
player,201209200car,car,MurpLo00,pass_sacked,0,,,,,
player,201209200car,car,MurpLo00,pass_sacked_yds,0,,,,,
player,201209200car,car,MurpLo00,pass_long,0,,,,,
player,201209200car,car,MurpLo00,pass_rating,,,,,,
player,201209200car,car,MurpLo00,rush_att,0,,,,,
player,201209200car,car,MurpLo00,rush_yds,0,,,,,
player,201209200car,car,MurpLo00,rush_td,0,,,,,
player,201209200car,car,MurpLo00,rush_long,0,,,,,
player,201209200car,car,MurpLo00,targets,3,,,,,
player,201209200car,car,MurpLo00,rec,1,,,,,
player,201209200car,car,MurpLo00,rec_yds,7,,,,,
player,201209200car,car,MurpLo00,rec_td,0,,,,,
player,201209200car,car,MurpLo00,rec_long,7,,,,,
player,201209200car,car,MurpLo00,fumbles,0,,,,,
player,201209200car,car,MurpLo00,fumbles_lost,0,,,,,
player,201209200car,nyg,BoleMi20,def_int,1,,,,,
player,201209200car,nyg,BoleMi20,def_int_yds,17,,,,,
player,201209200car,nyg,BoleMi20,def_int_td,0,,,,,
player,201209200car,nyg,BoleMi20,def_int_long,17,,,,,
player,201209200car,nyg,BoleMi20,pass_defended,1,,,,,
player,201209200car,nyg,BoleMi20,sacks,0.5,,,,,
player,201209200car,nyg,BoleMi20,tackles_combined,6,,,,,
player,201209200car,nyg,BoleMi20,tackles_solo,5,,,,,
player,201209200car,nyg,BoleMi20,tackles_assists,1,,,,,
player,201209200car,nyg,BoleMi20,tackles_loss,0,,,,,
player,201209200car,nyg,BoleMi20,qb_hits,1,,,,,
player,201209200car,nyg,BoleMi20,fumbles_rec,0,,,,,
player,201209200car,nyg,BoleMi20,fumbles_rec_yds,0,,,,,
player,201209200car,nyg,BoleMi20,fumbles_rec_td,0,,,,,
player,201209200car,nyg,BoleMi20,fumbles_forced,0,,,,,
player,201209200car,nyg,HoslJa00,def_int,1,,,,,
player,201209200car,nyg,HoslJa00,def_int_yds,0,,,,,
player,201209200car,nyg,HoslJa00,def_int_td,0,,,,,
player,201209200car,nyg,HoslJa00,def_int_long,0,,,,,
player,201209200car,nyg,HoslJa00,pass_defended,2,,,,,
player,201209200car,nyg,HoslJa00,sacks,0.0,,,,,
player,201209200car,nyg,HoslJa00,tackles_combined,3,,,,,
player,201209200car,nyg,HoslJa00,tackles_solo,1,,,,,
player,201209200car,nyg,HoslJa00,tackles_assists,2,,,,,
player,201209200car,nyg,HoslJa00,tackles_loss,0,,,,,
player,201209200car,nyg,HoslJa00,qb_hits,0,,,,,
player,201209200car,nyg,HoslJa00,fumbles_rec,0,,,,,
player,201209200car,nyg,HoslJa00,fumbles_rec_yds,0,,,,,
player,201209200car,nyg,HoslJa00,fumbles_rec_td,0,,,,,
player,201209200car,nyg,HoslJa00,fumbles_forced,0,,,,,
player,201209200car,nyg,BrowSt99,def_int,1,,,,,
player,201209200car,nyg,BrowSt99,def_int_yds,44,,,,,
player,201209200car,nyg,BrowSt99,def_int_td,0,,,,,
player,201209200car,nyg,BrowSt99,def_int_long,44,,,,,
player,201209200car,nyg,BrowSt99,pass_defended,1,,,,,
player,201209200car,nyg,BrowSt99,sacks,0.0,,,,,
player,201209200car,nyg,BrowSt99,tackles_combined,0,,,,,
player,201209200car,nyg,BrowSt99,tackles_solo,0,,,,,
player,201209200car,nyg,BrowSt99,tackles_assists,0,,,,,
player,201209200car,nyg,BrowSt99,tackles_loss,0,,,,,
player,201209200car,nyg,BrowSt99,qb_hits,0,,,,,
player,201209200car,nyg,BrowSt99,fumbles_rec,0,,,,,
player,201209200car,nyg,BrowSt99,fumbles_rec_yds,0,,,,,
player,201209200car,nyg,BrowSt99,fumbles_rec_td,0,,,,,
player,201209200car,nyg,BrowSt99,fumbles_forced,0,,,,,
player,201209200car,nyg,UmenOs99,def_int,0,,,,,
player,201209200car,nyg,UmenOs99,def_int_yds,0,,,,,
player,201209200car,nyg,UmenOs99,def_int_td,0,,,,,
player,201209200car,nyg,UmenOs99,def_int_long,0,,,,,
player,201209200car,nyg,UmenOs99,pass_defended,0,,,,,
player,201209200car,nyg,UmenOs99,sacks,1.0,,,,,
player,201209200car,nyg,UmenOs99,tackles_combined,1,,,,,
player,201209200car,nyg,UmenOs99,tackles_solo,1,,,,,
player,201209200car,nyg,UmenOs99,tackles_assists,0,,,,,
player,201209200car,nyg,UmenOs99,tackles_loss,1,,,,,
player,201209200car,nyg,UmenOs99,qb_hits,1,,,,,
player,201209200car,nyg,UmenOs99,fumbles_rec,0,,,,,
player,201209200car,nyg,UmenOs99,fumbles_rec_yds,0,,,,,
player,201209200car,nyg,UmenOs99,fumbles_rec_td,0,,,,,
player,201209200car,nyg,UmenOs99,fumbles_forced,0,,,,,
player,201209200car,nyg,PierJa99,def_int,0,,,,,
player,201209200car,nyg,PierJa99,def_int_yds,0,,,,,
