game,2012,6,20121014,201210140sea,nwe,"New England Patriots",23,sea,"Seattle Seahawks",24
player,201210140sea,nwe,BoldBr00,pass_sacked,0,,,,,
player,201210140sea,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201210140sea,nwe,BoldBr00,pass_long,0,,,,,
player,201210140sea,nwe,BoldBr00,pass_rating,,,,,,
player,201210140sea,nwe,BoldBr00,rush_att,6,,,,,
player,201210140sea,nwe,BoldBr00,rush_yds,28,,,,,
player,201210140sea,nwe,BoldBr00,rush_td,0,,,,,
player,201210140sea,nwe,BoldBr00,rush_long,13,,,,,
player,201210140sea,nwe,BoldBr00,targets,0,,,,,
player,201210140sea,nwe,BoldBr00,rec,0,,,,,
player,201210140sea,nwe,BoldBr00,rec_yds,0,,,,,
player,201210140sea,nwe,BoldBr00,rec_td,0,,,,,
player,201210140sea,nwe,BoldBr00,rec_long,0,,,,,
player,201210140sea,nwe,BoldBr00,fumbles,0,,,,,
player,201210140sea,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201210140sea,nwe,WoodDa02,pass_cmp,0,,,,,
player,201210140sea,nwe,WoodDa02,pass_att,0,,,,,
player,201210140sea,nwe,WoodDa02,pass_yds,0,,,,,
player,201210140sea,nwe,WoodDa02,pass_td,0,,,,,
player,201210140sea,nwe,WoodDa02,pass_int,0,,,,,
player,201210140sea,nwe,WoodDa02,pass_sacked,0,,,,,
player,201210140sea,nwe,WoodDa02,pass_sacked_yds,0,,,,,
player,201210140sea,nwe,WoodDa02,pass_long,0,,,,,
player,201210140sea,nwe,WoodDa02,pass_rating,,,,,,
player,201210140sea,nwe,WoodDa02,rush_att,4,,,,,
player,201210140sea,nwe,WoodDa02,rush_yds,25,,,,,
player,201210140sea,nwe,WoodDa02,rush_td,0,,,,,
player,201210140sea,nwe,WoodDa02,rush_long,9,,,,,
player,201210140sea,nwe,WoodDa02,targets,5,,,,,
player,201210140sea,nwe,WoodDa02,rec,5,,,,,
player,201210140sea,nwe,WoodDa02,rec_yds,46,,,,,
player,201210140sea,nwe,WoodDa02,rec_td,0,,,,,
player,201210140sea,nwe,WoodDa02,rec_long,22,,,,,
player,201210140sea,nwe,WoodDa02,fumbles,0,,,,,
player,201210140sea,nwe,WoodDa02,fumbles_lost,0,,,,,
player,201210140sea,nwe,WelkWe00,pass_cmp,0,,,,,
player,201210140sea,nwe,WelkWe00,pass_att,0,,,,,
player,201210140sea,nwe,WelkWe00,pass_yds,0,,,,,
player,201210140sea,nwe,WelkWe00,pass_td,0,,,,,
player,201210140sea,nwe,WelkWe00,pass_int,0,,,,,
player,201210140sea,nwe,WelkWe00,pass_sacked,0,,,,,
player,201210140sea,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201210140sea,nwe,WelkWe00,pass_long,0,,,,,
player,201210140sea,nwe,WelkWe00,pass_rating,,,,,,
player,201210140sea,nwe,WelkWe00,rush_att,0,,,,,
player,201210140sea,nwe,WelkWe00,rush_yds,0,,,,,
player,201210140sea,nwe,WelkWe00,rush_td,0,,,,,
player,201210140sea,nwe,WelkWe00,rush_long,0,,,,,
player,201210140sea,nwe,WelkWe00,targets,14,,,,,
player,201210140sea,nwe,WelkWe00,rec,10,,,,,
player,201210140sea,nwe,WelkWe00,rec_yds,138,,,,,
player,201210140sea,nwe,WelkWe00,rec_td,1,,,,,
player,201210140sea,nwe,WelkWe00,rec_long,46,,,,,
player,201210140sea,nwe,WelkWe00,fumbles,0,,,,,
player,201210140sea,nwe,WelkWe00,fumbles_lost,0,,,,,
player,201210140sea,nwe,LloyBr00,pass_cmp,0,,,,,
player,201210140sea,nwe,LloyBr00,pass_att,0,,,,,
player,201210140sea,nwe,LloyBr00,pass_yds,0,,,,,
player,201210140sea,nwe,LloyBr00,pass_td,0,,,,,
player,201210140sea,nwe,LloyBr00,pass_int,0,,,,,
player,201210140sea,nwe,LloyBr00,pass_sacked,0,,,,,
player,201210140sea,nwe,LloyBr00,pass_sacked_yds,0,,,,,
player,201210140sea,nwe,LloyBr00,pass_long,0,,,,,
player,201210140sea,nwe,LloyBr00,pass_rating,,,,,,
player,201210140sea,nwe,LloyBr00,rush_att,0,,,,,
player,201210140sea,nwe,LloyBr00,rush_yds,0,,,,,
player,201210140sea,nwe,LloyBr00,rush_td,0,,,,,
player,201210140sea,nwe,LloyBr00,rush_long,0,,,,,
player,201210140sea,nwe,LloyBr00,targets,12,,,,,
player,201210140sea,nwe,LloyBr00,rec,6,,,,,
player,201210140sea,nwe,LloyBr00,rec_yds,80,,,,,
player,201210140sea,nwe,LloyBr00,rec_td,0,,,,,
player,201210140sea,nwe,LloyBr00,rec_long,23,,,,,
player,201210140sea,nwe,LloyBr00,fumbles,0,,,,,
player,201210140sea,nwe,LloyBr00,fumbles_lost,0,,,,,
player,201210140sea,nwe,GronRo00,pass_cmp,0,,,,,
player,201210140sea,nwe,GronRo00,pass_att,0,,,,,
player,201210140sea,nwe,GronRo00,pass_yds,0,,,,,
player,201210140sea,nwe,GronRo00,pass_td,0,,,,,
player,201210140sea,nwe,GronRo00,pass_int,0,,,,,
player,201210140sea,nwe,GronRo00,pass_sacked,0,,,,,
player,201210140sea,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201210140sea,nwe,GronRo00,pass_long,0,,,,,
player,201210140sea,nwe,GronRo00,pass_rating,,,,,,
player,201210140sea,nwe,GronRo00,rush_att,0,,,,,
player,201210140sea,nwe,GronRo00,rush_yds,0,,,,,
player,201210140sea,nwe,GronRo00,rush_td,0,,,,,
player,201210140sea,nwe,GronRo00,rush_long,0,,,,,
player,201210140sea,nwe,GronRo00,targets,8,,,,,
player,201210140sea,nwe,GronRo00,rec,6,,,,,
player,201210140sea,nwe,GronRo00,rec_yds,61,,,,,
player,201210140sea,nwe,GronRo00,rec_td,0,,,,,
player,201210140sea,nwe,GronRo00,rec_long,20,,,,,
player,201210140sea,nwe,GronRo00,fumbles,0,,,,,
player,201210140sea,nwe,GronRo00,fumbles_lost,0,,,,,
player,201210140sea,nwe,FellDa00,pass_cmp,0,,,,,
player,201210140sea,nwe,FellDa00,pass_att,0,,,,,
player,201210140sea,nwe,FellDa00,pass_yds,0,,,,,
player,201210140sea,nwe,FellDa00,pass_td,0,,,,,
player,201210140sea,nwe,FellDa00,pass_int,0,,,,,
player,201210140sea,nwe,FellDa00,pass_sacked,0,,,,,
player,201210140sea,nwe,FellDa00,pass_sacked_yds,0,,,,,
player,201210140sea,nwe,FellDa00,pass_long,0,,,,,
player,201210140sea,nwe,FellDa00,pass_rating,,,,,,
player,201210140sea,nwe,FellDa00,rush_att,0,,,,,
player,201210140sea,nwe,FellDa00,rush_yds,0,,,,,
player,201210140sea,nwe,FellDa00,rush_td,0,,,,,
player,201210140sea,nwe,FellDa00,rush_long,0,,,,,
player,201210140sea,nwe,FellDa00,targets,2,,,,,
player,201210140sea,nwe,FellDa00,rec,1,,,,,
player,201210140sea,nwe,FellDa00,rec_yds,35,,,,,
player,201210140sea,nwe,FellDa00,rec_td,0,,,,,
player,201210140sea,nwe,FellDa00,rec_long,35,,,,,
player,201210140sea,nwe,FellDa00,fumbles,0,,,,,
player,201210140sea,nwe,FellDa00,fumbles_lost,0,,,,,
player,201210140sea,nwe,HernAa00,pass_cmp,0,,,,,
player,201210140sea,nwe,HernAa00,pass_att,0,,,,,
player,201210140sea,nwe,HernAa00,pass_yds,0,,,,,
player,201210140sea,nwe,HernAa00,pass_td,0,,,,,
player,201210140sea,nwe,HernAa00,pass_int,0,,,,,
player,201210140sea,nwe,HernAa00,pass_sacked,0,,,,,
player,201210140sea,nwe,HernAa00,pass_sacked_yds,0,,,,,
player,201210140sea,nwe,HernAa00,pass_long,0,,,,,
player,201210140sea,nwe,HernAa00,pass_rating,,,,,,
player,201210140sea,nwe,HernAa00,rush_att,0,,,,,
player,201210140sea,nwe,HernAa00,rush_yds,0,,,,,
player,201210140sea,nwe,HernAa00,rush_td,0,,,,,
player,201210140sea,nwe,HernAa00,rush_long,0,,,,,
player,201210140sea,nwe,HernAa00,targets,9,,,,,
player,201210140sea,nwe,HernAa00,rec,6,,,,,
player,201210140sea,nwe,HernAa00,rec_yds,30,,,,,
player,201210140sea,nwe,HernAa00,rec_td,1,,,,,
player,201210140sea,nwe,HernAa00,rec_long,10,,,,,
player,201210140sea,nwe,HernAa00,fumbles,0,,,,,
player,201210140sea,nwe,HernAa00,fumbles_lost,0,,,,,
player,201210140sea,nwe,BranDe00,pass_cmp,0,,,,,
player,201210140sea,nwe,BranDe00,pass_att,0,,,,,
player,201210140sea,nwe,BranDe00,pass_yds,0,,,,,
player,201210140sea,nwe,BranDe00,pass_td,0,,,,,
player,201210140sea,nwe,BranDe00,pass_int,0,,,,,
player,201210140sea,nwe,BranDe00,pass_sacked,0,,,,,
player,201210140sea,nwe,BranDe00,pass_sacked_yds,0,,,,,
player,201210140sea,nwe,BranDe00,pass_long,0,,,,,
player,201210140sea,nwe,BranDe00,pass_rating,,,,,,
player,201210140sea,nwe,BranDe00,rush_att,0,,,,,
player,201210140sea,nwe,BranDe00,rush_yds,0,,,,,
player,201210140sea,nwe,BranDe00,rush_td,0,,,,,
player,201210140sea,nwe,BranDe00,rush_long,0,,,,,
player,201210140sea,nwe,BranDe00,targets,4,,,,,
player,201210140sea,nwe,BranDe00,rec,1,,,,,
player,201210140sea,nwe,BranDe00,rec_yds,5,,,,,
player,201210140sea,nwe,BranDe00,rec_td,0,,,,,
player,201210140sea,nwe,BranDe00,rec_long,5,,,,,
player,201210140sea,nwe,BranDe00,fumbles,0,,,,,
player,201210140sea,nwe,BranDe00,fumbles_lost,0,,,,,
player,201210140sea,sea,WilsRu00,pass_cmp,16,,,,,
player,201210140sea,sea,WilsRu00,pass_att,27,,,,,
player,201210140sea,sea,WilsRu00,pass_yds,293,,,,,
player,201210140sea,sea,WilsRu00,pass_td,3,,,,,
player,201210140sea,sea,WilsRu00,pass_int,0,,,,,
player,201210140sea,sea,WilsRu00,pass_sacked,2,,,,,
player,201210140sea,sea,WilsRu00,pass_sacked_yds,10,,,,,
player,201210140sea,sea,WilsRu00,pass_long,51,,,,,
player,201210140sea,sea,WilsRu00,pass_rating,133.7,,,,,
player,201210140sea,sea,WilsRu00,rush_att,5,,,,,
player,201210140sea,sea,WilsRu00,rush_yds,17,,,,,
player,201210140sea,sea,WilsRu00,rush_td,0,,,,,
player,201210140sea,sea,WilsRu00,rush_long,9,,,,,
player,201210140sea,sea,WilsRu00,targets,0,,,,,
player,201210140sea,sea,WilsRu00,rec,0,,,,,
player,201210140sea,sea,WilsRu00,rec_yds,0,,,,,
player,201210140sea,sea,WilsRu00,rec_td,0,,,,,
player,201210140sea,sea,WilsRu00,rec_long,0,,,,,
player,201210140sea,sea,WilsRu00,fumbles,1,,,,,
player,201210140sea,sea,WilsRu00,fumbles_lost,1,,,,,
player,201210140sea,sea,LyncMa00,pass_cmp,0,,,,,
player,201210140sea,sea,LyncMa00,pass_att,0,,,,,
player,201210140sea,sea,LyncMa00,pass_yds,0,,,,,
player,201210140sea,sea,LyncMa00,pass_td,0,,,,,
player,201210140sea,sea,LyncMa00,pass_int,0,,,,,
player,201210140sea,sea,LyncMa00,pass_sacked,0,,,,,
player,201210140sea,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201210140sea,sea,LyncMa00,pass_long,0,,,,,
player,201210140sea,sea,LyncMa00,pass_rating,,,,,,
player,201210140sea,sea,LyncMa00,rush_att,15,,,,,
player,201210140sea,sea,LyncMa00,rush_yds,41,,,,,
player,201210140sea,sea,LyncMa00,rush_td,0,,,,,
player,201210140sea,sea,LyncMa00,rush_long,7,,,,,
player,201210140sea,sea,LyncMa00,targets,1,,,,,
player,201210140sea,sea,LyncMa00,rec,1,,,,,
player,201210140sea,sea,LyncMa00,rec_yds,11,,,,,
player,201210140sea,sea,LyncMa00,rec_td,0,,,,,
player,201210140sea,sea,LyncMa00,rec_long,11,,,,,
player,201210140sea,sea,LyncMa00,fumbles,0,,,,,
player,201210140sea,sea,LyncMa00,fumbles_lost,0,,,,,
player,201210140sea,sea,TurbRo00,pass_cmp,0,,,,,
player,201210140sea,sea,TurbRo00,pass_att,0,,,,,
player,201210140sea,sea,TurbRo00,pass_yds,0,,,,,
player,201210140sea,sea,TurbRo00,pass_td,0,,,,,
player,201210140sea,sea,TurbRo00,pass_int,0,,,,,
player,201210140sea,sea,TurbRo00,pass_sacked,0,,,,,
player,201210140sea,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201210140sea,sea,TurbRo00,pass_long,0,,,,,
player,201210140sea,sea,TurbRo00,pass_rating,,,,,,
player,201210140sea,sea,TurbRo00,rush_att,5,,,,,
player,201210140sea,sea,TurbRo00,rush_yds,27,,,,,
player,201210140sea,sea,TurbRo00,rush_td,0,,,,,
player,201210140sea,sea,TurbRo00,rush_long,11,,,,,
player,201210140sea,sea,TurbRo00,targets,2,,,,,
player,201210140sea,sea,TurbRo00,rec,2,,,,,
player,201210140sea,sea,TurbRo00,rec_yds,21,,,,,
player,201210140sea,sea,TurbRo00,rec_td,0,,,,,
player,201210140sea,sea,TurbRo00,rec_long,15,,,,,
player,201210140sea,sea,TurbRo00,fumbles,0,,,,,
player,201210140sea,sea,TurbRo00,fumbles_lost,0,,,,,
player,201210140sea,sea,RiceSi01,pass_cmp,0,,,,,
player,201210140sea,sea,RiceSi01,pass_att,0,,,,,
player,201210140sea,sea,RiceSi01,pass_yds,0,,,,,
player,201210140sea,sea,RiceSi01,pass_td,0,,,,,
player,201210140sea,sea,RiceSi01,pass_int,0,,,,,
player,201210140sea,sea,RiceSi01,pass_sacked,0,,,,,
player,201210140sea,sea,RiceSi01,pass_sacked_yds,0,,,,,
player,201210140sea,sea,RiceSi01,pass_long,0,,,,,
player,201210140sea,sea,RiceSi01,pass_rating,,,,,,
player,201210140sea,sea,RiceSi01,rush_att,0,,,,,
player,201210140sea,sea,RiceSi01,rush_yds,0,,,,,
player,201210140sea,sea,RiceSi01,rush_td,0,,,,,
player,201210140sea,sea,RiceSi01,rush_long,0,,,,,
player,201210140sea,sea,RiceSi01,targets,6,,,,,
player,201210140sea,sea,RiceSi01,rec,3,,,,,
player,201210140sea,sea,RiceSi01,rec_yds,81,,,,,
player,201210140sea,sea,RiceSi01,rec_td,1,,,,,
player,201210140sea,sea,RiceSi01,rec_long,46,,,,,
player,201210140sea,sea,RiceSi01,fumbles,0,,,,,
player,201210140sea,sea,RiceSi01,fumbles_lost,0,,,,,
player,201210140sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201210140sea,sea,BaldDo00,pass_att,0,,,,,
player,201210140sea,sea,BaldDo00,pass_yds,0,,,,,
player,201210140sea,sea,BaldDo00,pass_td,0,,,,,
player,201210140sea,sea,BaldDo00,pass_int,0,,,,,
player,201210140sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201210140sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201210140sea,sea,BaldDo00,pass_long,0,,,,,
player,201210140sea,sea,BaldDo00,pass_rating,,,,,,
player,201210140sea,sea,BaldDo00,rush_att,0,,,,,
player,201210140sea,sea,BaldDo00,rush_yds,0,,,,,
player,201210140sea,sea,BaldDo00,rush_td,0,,,,,
player,201210140sea,sea,BaldDo00,rush_long,0,,,,,
player,201210140sea,sea,BaldDo00,targets,3,,,,,
player,201210140sea,sea,BaldDo00,rec,2,,,,,
player,201210140sea,sea,BaldDo00,rec_yds,74,,,,,
player,201210140sea,sea,BaldDo00,rec_td,1,,,,,
player,201210140sea,sea,BaldDo00,rec_long,50,,,,,
player,201210140sea,sea,BaldDo00,fumbles,0,,,,,
player,201210140sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201210140sea,sea,TateGo00,pass_cmp,0,,,,,
player,201210140sea,sea,TateGo00,pass_att,0,,,,,
player,201210140sea,sea,TateGo00,pass_yds,0,,,,,
player,201210140sea,sea,TateGo00,pass_td,0,,,,,
player,201210140sea,sea,TateGo00,pass_int,0,,,,,
player,201210140sea,sea,TateGo00,pass_sacked,0,,,,,
player,201210140sea,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201210140sea,sea,TateGo00,pass_long,0,,,,,
player,201210140sea,sea,TateGo00,pass_rating,,,,,,
player,201210140sea,sea,TateGo00,rush_att,0,,,,,
player,201210140sea,sea,TateGo00,rush_yds,0,,,,,
player,201210140sea,sea,TateGo00,rush_td,0,,,,,
player,201210140sea,sea,TateGo00,rush_long,0,,,,,
player,201210140sea,sea,TateGo00,targets,6,,,,,
player,201210140sea,sea,TateGo00,rec,3,,,,,
player,201210140sea,sea,TateGo00,rec_yds,47,,,,,
player,201210140sea,sea,TateGo00,rec_td,0,,,,,
player,201210140sea,sea,TateGo00,rec_long,51,,,,,
player,201210140sea,sea,TateGo00,fumbles,0,,,,,
player,201210140sea,sea,TateGo00,fumbles_lost,0,,,,,
player,201210140sea,sea,MillZa01,pass_cmp,0,,,,,
player,201210140sea,sea,MillZa01,pass_att,0,,,,,
player,201210140sea,sea,MillZa01,pass_yds,0,,,,,
player,201210140sea,sea,MillZa01,pass_td,0,,,,,
player,201210140sea,sea,MillZa01,pass_int,0,,,,,
player,201210140sea,sea,MillZa01,pass_sacked,0,,,,,
player,201210140sea,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201210140sea,sea,MillZa01,pass_long,0,,,,,
player,201210140sea,sea,MillZa01,pass_rating,,,,,,
player,201210140sea,sea,MillZa01,rush_att,0,,,,,
player,201210140sea,sea,MillZa01,rush_yds,0,,,,,
player,201210140sea,sea,MillZa01,rush_td,0,,,,,
player,201210140sea,sea,MillZa01,rush_long,0,,,,,
player,201210140sea,sea,MillZa01,targets,2,,,,,
player,201210140sea,sea,MillZa01,rec,2,,,,,
player,201210140sea,sea,MillZa01,rec_yds,29,,,,,
player,201210140sea,sea,MillZa01,rec_td,0,,,,,
player,201210140sea,sea,MillZa01,rec_long,22,,,,,
player,201210140sea,sea,MillZa01,fumbles,1,,,,,
player,201210140sea,sea,MillZa01,fumbles_lost,1,,,,,
player,201210140sea,sea,EdwaBr00,pass_cmp,0,,,,,
player,201210140sea,sea,EdwaBr00,pass_att,0,,,,,
player,201210140sea,sea,EdwaBr00,pass_yds,0,,,,,
player,201210140sea,sea,EdwaBr00,pass_td,0,,,,,
player,201210140sea,sea,EdwaBr00,pass_int,0,,,,,
player,201210140sea,sea,EdwaBr00,pass_sacked,0,,,,,
player,201210140sea,sea,EdwaBr00,pass_sacked_yds,0,,,,,
player,201210140sea,sea,EdwaBr00,pass_long,0,,,,,
player,201210140sea,sea,EdwaBr00,pass_rating,,,,,,
player,201210140sea,sea,EdwaBr00,rush_att,0,,,,,
player,201210140sea,sea,EdwaBr00,rush_yds,0,,,,,
player,201210140sea,sea,EdwaBr00,rush_td,0,,,,,
player,201210140sea,sea,EdwaBr00,rush_long,0,,,,,
player,201210140sea,sea,EdwaBr00,targets,3,,,,,
player,201210140sea,sea,EdwaBr00,rec,2,,,,,
player,201210140sea,sea,EdwaBr00,rec_yds,21,,,,,
player,201210140sea,sea,EdwaBr00,rec_td,1,,,,,
player,201210140sea,sea,EdwaBr00,rec_long,11,,,,,
player,201210140sea,sea,EdwaBr00,fumbles,0,,,,,
player,201210140sea,sea,EdwaBr00,fumbles_lost,0,,,,,
player,201210140sea,sea,WashLe00,pass_cmp,0,,,,,
player,201210140sea,sea,WashLe00,pass_att,0,,,,,
player,201210140sea,sea,WashLe00,pass_yds,0,,,,,
player,201210140sea,sea,WashLe00,pass_td,0,,,,,
player,201210140sea,sea,WashLe00,pass_int,0,,,,,
player,201210140sea,sea,WashLe00,pass_sacked,0,,,,,
player,201210140sea,sea,WashLe00,pass_sacked_yds,0,,,,,
player,201210140sea,sea,WashLe00,pass_long,0,,,,,
player,201210140sea,sea,WashLe00,pass_rating,,,,,,
player,201210140sea,sea,WashLe00,rush_att,0,,,,,
player,201210140sea,sea,WashLe00,rush_yds,0,,,,,
player,201210140sea,sea,WashLe00,rush_td,0,,,,,
player,201210140sea,sea,WashLe00,rush_long,0,,,,,
player,201210140sea,sea,WashLe00,targets,2,,,,,
player,201210140sea,sea,WashLe00,rec,1,,,,,
player,201210140sea,sea,WashLe00,rec_yds,9,,,,,
player,201210140sea,sea,WashLe00,rec_td,0,,,,,
player,201210140sea,sea,WashLe00,rec_long,9,,,,,
player,201210140sea,sea,WashLe00,fumbles,0,,,,,
player,201210140sea,sea,WashLe00,fumbles_lost,0,,,,,
player,201210140sea,sea,ObomBe00,pass_cmp,0,,,,,
player,201210140sea,sea,ObomBe00,pass_att,0,,,,,
player,201210140sea,sea,ObomBe00,pass_yds,0,,,,,
player,201210140sea,sea,ObomBe00,pass_td,0,,,,,
player,201210140sea,sea,ObomBe00,pass_int,0,,,,,
player,201210140sea,sea,ObomBe00,pass_sacked,0,,,,,
player,201210140sea,sea,ObomBe00,pass_sacked_yds,0,,,,,
player,201210140sea,sea,ObomBe00,pass_long,0,,,,,
player,201210140sea,sea,ObomBe00,pass_rating,,,,,,
player,201210140sea,sea,ObomBe00,rush_att,0,,,,,
player,201210140sea,sea,ObomBe00,rush_yds,0,,,,,
player,201210140sea,sea,ObomBe00,rush_td,0,,,,,
player,201210140sea,sea,ObomBe00,rush_long,0,,,,,
player,201210140sea,sea,ObomBe00,targets,1,,,,,
player,201210140sea,sea,ObomBe00,rec,0,,,,,
player,201210140sea,sea,ObomBe00,rec_yds,0,,,,,
player,201210140sea,sea,ObomBe00,rec_td,0,,,,,
player,201210140sea,sea,ObomBe00,rec_long,0,,,,,
player,201210140sea,sea,ObomBe00,fumbles,0,,,,,
player,201210140sea,sea,ObomBe00,fumbles_lost,0,,,,,
player,201210140sea,sea,RyanJo21,pass_cmp,0,,,,,
player,201210140sea,sea,RyanJo21,pass_att,0,,,,,
player,201210140sea,sea,RyanJo21,pass_yds,0,,,,,
player,201210140sea,sea,RyanJo21,pass_td,0,,,,,
player,201210140sea,sea,RyanJo21,pass_int,0,,,,,
player,201210140sea,sea,RyanJo21,pass_sacked,0,,,,,
player,201210140sea,sea,RyanJo21,pass_sacked_yds,0,,,,,
player,201210140sea,sea,RyanJo21,pass_long,0,,,,,
player,201210140sea,sea,RyanJo21,pass_rating,,,,,,
player,201210140sea,sea,RyanJo21,rush_att,1,,,,,
player,201210140sea,sea,RyanJo21,rush_yds,0,,,,,
player,201210140sea,sea,RyanJo21,rush_td,0,,,,,
player,201210140sea,sea,RyanJo21,rush_long,0,,,,,
player,201210140sea,sea,RyanJo21,targets,0,,,,,
player,201210140sea,sea,RyanJo21,rec,0,,,,,
player,201210140sea,sea,RyanJo21,rec_yds,0,,,,,
player,201210140sea,sea,RyanJo21,rec_td,0,,,,,
player,201210140sea,sea,RyanJo21,rec_long,0,,,,,
player,201210140sea,sea,RyanJo21,fumbles,1,,,,,
player,201210140sea,sea,RyanJo21,fumbles_lost,0,,,,,
player,201210140sea,sea,McCoAn00,pass_cmp,0,,,,,
player,201210140sea,sea,McCoAn00,pass_att,0,,,,,
player,201210140sea,sea,McCoAn00,pass_yds,0,,,,,
player,201210140sea,sea,McCoAn00,pass_td,0,,,,,
player,201210140sea,sea,McCoAn00,pass_int,0,,,,,
player,201210140sea,sea,McCoAn00,pass_sacked,0,,,,,
player,201210140sea,sea,McCoAn00,pass_sacked_yds,0,,,,,
player,201210140sea,sea,McCoAn00,pass_long,0,,,,,
