game,2012,6,20121014,201210140sea,nwe,"New England Patriots",23,sea,"Seattle Seahawks",24
player,201210140sea,sea,HillLe20,fumbles_rec_td,0,,,,,
player,201210140sea,sea,HillLe20,fumbles_forced,0,,,,,
player,201210140sea,sea,MaraCh99,def_int,0,,,,,
player,201210140sea,sea,MaraCh99,def_int_yds,0,,,,,
player,201210140sea,sea,MaraCh99,def_int_td,0,,,,,
player,201210140sea,sea,MaraCh99,def_int_long,0,,,,,
player,201210140sea,sea,MaraCh99,pass_defended,0,,,,,
player,201210140sea,sea,MaraCh99,sacks,0.0,,,,,
player,201210140sea,sea,MaraCh99,tackles_combined,2,,,,,
player,201210140sea,sea,MaraCh99,tackles_solo,0,,,,,
player,201210140sea,sea,MaraCh99,tackles_assists,2,,,,,
player,201210140sea,sea,MaraCh99,tackles_loss,0,,,,,
player,201210140sea,sea,MaraCh99,qb_hits,0,,,,,
player,201210140sea,sea,MaraCh99,fumbles_rec,0,,,,,
player,201210140sea,sea,MaraCh99,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,MaraCh99,fumbles_rec_td,0,,,,,
player,201210140sea,sea,MaraCh99,fumbles_forced,0,,,,,
player,201210140sea,sea,RobiMi00,def_int,0,,,,,
player,201210140sea,sea,RobiMi00,def_int_yds,0,,,,,
player,201210140sea,sea,RobiMi00,def_int_td,0,,,,,
player,201210140sea,sea,RobiMi00,def_int_long,0,,,,,
player,201210140sea,sea,RobiMi00,pass_defended,0,,,,,
player,201210140sea,sea,RobiMi00,sacks,0.0,,,,,
player,201210140sea,sea,RobiMi00,tackles_combined,2,,,,,
player,201210140sea,sea,RobiMi00,tackles_solo,0,,,,,
player,201210140sea,sea,RobiMi00,tackles_assists,2,,,,,
player,201210140sea,sea,RobiMi00,tackles_loss,0,,,,,
player,201210140sea,sea,RobiMi00,qb_hits,0,,,,,
player,201210140sea,sea,RobiMi00,fumbles_rec,0,,,,,
player,201210140sea,sea,RobiMi00,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,RobiMi00,fumbles_rec_td,0,,,,,
player,201210140sea,sea,RobiMi00,fumbles_forced,0,,,,,
player,201210140sea,sea,IrviBr00,def_int,0,,,,,
player,201210140sea,sea,IrviBr00,def_int_yds,0,,,,,
player,201210140sea,sea,IrviBr00,def_int_td,0,,,,,
player,201210140sea,sea,IrviBr00,def_int_long,0,,,,,
player,201210140sea,sea,IrviBr00,pass_defended,0,,,,,
player,201210140sea,sea,IrviBr00,sacks,0.0,,,,,
player,201210140sea,sea,IrviBr00,tackles_combined,1,,,,,
player,201210140sea,sea,IrviBr00,tackles_solo,0,,,,,
player,201210140sea,sea,IrviBr00,tackles_assists,1,,,,,
player,201210140sea,sea,IrviBr00,tackles_loss,0,,,,,
player,201210140sea,sea,IrviBr00,qb_hits,1,,,,,
player,201210140sea,sea,IrviBr00,fumbles_rec,0,,,,,
player,201210140sea,sea,IrviBr00,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,IrviBr00,fumbles_rec_td,0,,,,,
player,201210140sea,sea,IrviBr00,fumbles_forced,0,,,,,
player,201210140sea,sea,MaxwBy00,def_int,0,,,,,
player,201210140sea,sea,MaxwBy00,def_int_yds,0,,,,,
player,201210140sea,sea,MaxwBy00,def_int_td,0,,,,,
player,201210140sea,sea,MaxwBy00,def_int_long,0,,,,,
player,201210140sea,sea,MaxwBy00,pass_defended,0,,,,,
player,201210140sea,sea,MaxwBy00,sacks,0.0,,,,,
player,201210140sea,sea,MaxwBy00,tackles_combined,1,,,,,
player,201210140sea,sea,MaxwBy00,tackles_solo,1,,,,,
player,201210140sea,sea,MaxwBy00,tackles_assists,0,,,,,
player,201210140sea,sea,MaxwBy00,tackles_loss,0,,,,,
player,201210140sea,sea,MaxwBy00,qb_hits,0,,,,,
player,201210140sea,sea,MaxwBy00,fumbles_rec,0,,,,,
player,201210140sea,sea,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,MaxwBy00,fumbles_rec_td,0,,,,,
player,201210140sea,sea,MaxwBy00,fumbles_forced,0,,,,,
player,201210140sea,sea,MorgMi00,def_int,0,,,,,
player,201210140sea,sea,MorgMi00,def_int_yds,0,,,,,
player,201210140sea,sea,MorgMi00,def_int_td,0,,,,,
player,201210140sea,sea,MorgMi00,def_int_long,0,,,,,
player,201210140sea,sea,MorgMi00,pass_defended,0,,,,,
player,201210140sea,sea,MorgMi00,sacks,0.0,,,,,
player,201210140sea,sea,MorgMi00,tackles_combined,1,,,,,
player,201210140sea,sea,MorgMi00,tackles_solo,1,,,,,
player,201210140sea,sea,MorgMi00,tackles_assists,0,,,,,
player,201210140sea,sea,MorgMi00,tackles_loss,0,,,,,
player,201210140sea,sea,MorgMi00,qb_hits,0,,,,,
player,201210140sea,sea,MorgMi00,fumbles_rec,0,,,,,
player,201210140sea,sea,MorgMi00,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,MorgMi00,fumbles_rec_td,0,,,,,
player,201210140sea,sea,MorgMi00,fumbles_forced,0,,,,,
player,201210140sea,sea,ScruGr00,def_int,0,,,,,
player,201210140sea,sea,ScruGr00,def_int_yds,0,,,,,
player,201210140sea,sea,ScruGr00,def_int_td,0,,,,,
player,201210140sea,sea,ScruGr00,def_int_long,0,,,,,
player,201210140sea,sea,ScruGr00,pass_defended,0,,,,,
player,201210140sea,sea,ScruGr00,sacks,0.0,,,,,
player,201210140sea,sea,ScruGr00,tackles_combined,1,,,,,
player,201210140sea,sea,ScruGr00,tackles_solo,0,,,,,
player,201210140sea,sea,ScruGr00,tackles_assists,1,,,,,
player,201210140sea,sea,ScruGr00,tackles_loss,0,,,,,
player,201210140sea,sea,ScruGr00,qb_hits,0,,,,,
player,201210140sea,sea,ScruGr00,fumbles_rec,0,,,,,
player,201210140sea,sea,ScruGr00,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,ScruGr00,fumbles_rec_td,0,,,,,
player,201210140sea,sea,ScruGr00,fumbles_forced,0,,,,,
player,201210140sea,sea,BryaRe99,def_int,0,,,,,
player,201210140sea,sea,BryaRe99,def_int_yds,0,,,,,
player,201210140sea,sea,BryaRe99,def_int_td,0,,,,,
player,201210140sea,sea,BryaRe99,def_int_long,0,,,,,
player,201210140sea,sea,BryaRe99,pass_defended,1,,,,,
player,201210140sea,sea,BryaRe99,sacks,0.0,,,,,
player,201210140sea,sea,BryaRe99,tackles_combined,0,,,,,
player,201210140sea,sea,BryaRe99,tackles_solo,0,,,,,
player,201210140sea,sea,BryaRe99,tackles_assists,0,,,,,
player,201210140sea,sea,BryaRe99,tackles_loss,0,,,,,
player,201210140sea,sea,BryaRe99,qb_hits,0,,,,,
player,201210140sea,sea,BryaRe99,fumbles_rec,0,,,,,
player,201210140sea,sea,BryaRe99,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,BryaRe99,fumbles_rec_td,0,,,,,
player,201210140sea,sea,BryaRe99,fumbles_forced,0,,,,,
player,201210140sea,nwe,WelkWe00,kick_ret,0,,,,,
player,201210140sea,nwe,WelkWe00,kick_ret_yds,0,,,,,
player,201210140sea,nwe,WelkWe00,kick_ret_yds_per_ret,,,,,,
player,201210140sea,nwe,WelkWe00,kick_ret_td,0,,,,,
player,201210140sea,nwe,WelkWe00,kick_ret_long,0,,,,,
player,201210140sea,nwe,WelkWe00,punt_ret,4,,,,,
player,201210140sea,nwe,WelkWe00,punt_ret_yds,68,,,,,
player,201210140sea,nwe,WelkWe00,punt_ret_yds_per_ret,17.0,,,,,
player,201210140sea,nwe,WelkWe00,punt_ret_td,0,,,,,
player,201210140sea,nwe,WelkWe00,punt_ret_long,27,,,,,
player,201210140sea,nwe,WoodDa02,kick_ret,2,,,,,
player,201210140sea,nwe,WoodDa02,kick_ret_yds,43,,,,,
player,201210140sea,nwe,WoodDa02,kick_ret_yds_per_ret,21.5,,,,,
player,201210140sea,nwe,WoodDa02,kick_ret_td,0,,,,,
player,201210140sea,nwe,WoodDa02,kick_ret_long,23,,,,,
player,201210140sea,nwe,WoodDa02,punt_ret,0,,,,,
player,201210140sea,nwe,WoodDa02,punt_ret_yds,0,,,,,
player,201210140sea,nwe,WoodDa02,punt_ret_yds_per_ret,,,,,,
player,201210140sea,nwe,WoodDa02,punt_ret_td,0,,,,,
player,201210140sea,nwe,WoodDa02,punt_ret_long,0,,,,,
player,201210140sea,sea,WashLe00,kick_ret,2,,,,,
player,201210140sea,sea,WashLe00,kick_ret_yds,40,,,,,
player,201210140sea,sea,WashLe00,kick_ret_yds_per_ret,20.0,,,,,
player,201210140sea,sea,WashLe00,kick_ret_td,0,,,,,
player,201210140sea,sea,WashLe00,kick_ret_long,23,,,,,
player,201210140sea,sea,WashLe00,punt_ret,2,,,,,
player,201210140sea,sea,WashLe00,punt_ret_yds,29,,,,,
player,201210140sea,sea,WashLe00,punt_ret_yds_per_ret,14.5,,,,,
player,201210140sea,sea,WashLe00,punt_ret_td,0,,,,,
player,201210140sea,sea,WashLe00,punt_ret_long,25,,,,,
player,201210140sea,nwe,GostSt20,xpm,2,,,,,
player,201210140sea,nwe,GostSt20,xpa,2,,,,,
player,201210140sea,nwe,GostSt20,fgm,3,,,,,
player,201210140sea,nwe,GostSt20,fga,3,,,,,
player,201210140sea,nwe,GostSt20,punt,0,,,,,
player,201210140sea,nwe,GostSt20,punt_yds,0,,,,,
player,201210140sea,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201210140sea,nwe,GostSt20,punt_long,0,,,,,
player,201210140sea,nwe,MeskZo99,xpm,,,,,,
player,201210140sea,nwe,MeskZo99,xpa,,,,,,
player,201210140sea,nwe,MeskZo99,fgm,,,,,,
player,201210140sea,nwe,MeskZo99,fga,,,,,,
player,201210140sea,nwe,MeskZo99,punt,3,,,,,
player,201210140sea,nwe,MeskZo99,punt_yds,133,,,,,
player,201210140sea,nwe,MeskZo99,punt_yds_per_punt,44.3,,,,,
player,201210140sea,nwe,MeskZo99,punt_long,48,,,,,
player,201210140sea,sea,HausSt00,xpm,3,,,,,
player,201210140sea,sea,HausSt00,xpa,3,,,,,
player,201210140sea,sea,HausSt00,fgm,1,,,,,
player,201210140sea,sea,HausSt00,fga,1,,,,,
player,201210140sea,sea,HausSt00,punt,0,,,,,
player,201210140sea,sea,HausSt00,punt_yds,0,,,,,
player,201210140sea,sea,HausSt00,punt_yds_per_punt,,,,,,
player,201210140sea,sea,HausSt00,punt_long,0,,,,,
player,201210140sea,sea,RyanJo21,xpm,,,,,,
player,201210140sea,sea,RyanJo21,xpa,,,,,,
player,201210140sea,sea,RyanJo21,fgm,,,,,,
player,201210140sea,sea,RyanJo21,fga,,,,,,
player,201210140sea,sea,RyanJo21,punt,4,,,,,
player,201210140sea,sea,RyanJo21,punt_yds,240,,,,,
player,201210140sea,sea,RyanJo21,punt_yds_per_punt,60.0,,,,,
player,201210140sea,sea,RyanJo21,punt_long,66,,,,,
player,201210140sea,sea,GiacBr20,pos,T,,,,,
player,201210140sea,sea,GiacBr20,offense,57,,,,,
player,201210140sea,sea,GiacBr20,off_pct,100%,,,,,
player,201210140sea,sea,GiacBr20,defense,0,,,,,
player,201210140sea,sea,GiacBr20,def_pct,0%,,,,,
player,201210140sea,sea,GiacBr20,special_teams,4,,,,,
player,201210140sea,sea,GiacBr20,st_pct,14%,,,,,
player,201210140sea,sea,OkunRu20,pos,T,,,,,
player,201210140sea,sea,OkunRu20,offense,57,,,,,
player,201210140sea,sea,OkunRu20,off_pct,100%,,,,,
player,201210140sea,sea,OkunRu20,defense,0,,,,,
player,201210140sea,sea,OkunRu20,def_pct,0%,,,,,
player,201210140sea,sea,OkunRu20,special_teams,4,,,,,
player,201210140sea,sea,OkunRu20,st_pct,14%,,,,,
player,201210140sea,sea,CarpJa00,pos,G,,,,,
player,201210140sea,sea,CarpJa00,offense,57,,,,,
player,201210140sea,sea,CarpJa00,off_pct,100%,,,,,
player,201210140sea,sea,CarpJa00,defense,0,,,,,
player,201210140sea,sea,CarpJa00,def_pct,0%,,,,,
player,201210140sea,sea,CarpJa00,special_teams,4,,,,,
player,201210140sea,sea,CarpJa00,st_pct,14%,,,,,
player,201210140sea,sea,McQuPa21,pos,G,,,,,
player,201210140sea,sea,McQuPa21,offense,57,,,,,
player,201210140sea,sea,McQuPa21,off_pct,100%,,,,,
player,201210140sea,sea,McQuPa21,defense,0,,,,,
player,201210140sea,sea,McQuPa21,def_pct,0%,,,,,
player,201210140sea,sea,McQuPa21,special_teams,4,,,,,
player,201210140sea,sea,McQuPa21,st_pct,14%,,,,,
player,201210140sea,sea,WilsRu00,pos,QB,,,,,
player,201210140sea,sea,WilsRu00,offense,57,,,,,
player,201210140sea,sea,WilsRu00,off_pct,100%,,,,,
player,201210140sea,sea,WilsRu00,defense,0,,,,,
player,201210140sea,sea,WilsRu00,def_pct,0%,,,,,
player,201210140sea,sea,WilsRu00,special_teams,0,,,,,
player,201210140sea,sea,WilsRu00,st_pct,0%,,,,,
player,201210140sea,sea,UngeMa20,pos,C,,,,,
player,201210140sea,sea,UngeMa20,offense,57,,,,,
player,201210140sea,sea,UngeMa20,off_pct,100%,,,,,
player,201210140sea,sea,UngeMa20,defense,0,,,,,
player,201210140sea,sea,UngeMa20,def_pct,0%,,,,,
player,201210140sea,sea,UngeMa20,special_teams,0,,,,,
player,201210140sea,sea,UngeMa20,st_pct,0%,,,,,
player,201210140sea,sea,MillZa01,pos,TE,,,,,
player,201210140sea,sea,MillZa01,offense,53,,,,,
player,201210140sea,sea,MillZa01,off_pct,93%,,,,,
player,201210140sea,sea,MillZa01,defense,0,,,,,
player,201210140sea,sea,MillZa01,def_pct,0%,,,,,
player,201210140sea,sea,MillZa01,special_teams,4,,,,,
player,201210140sea,sea,MillZa01,st_pct,14%,,,,,
player,201210140sea,sea,RiceSi01,pos,WR,,,,,
player,201210140sea,sea,RiceSi01,offense,49,,,,,
player,201210140sea,sea,RiceSi01,off_pct,86%,,,,,
player,201210140sea,sea,RiceSi01,defense,0,,,,,
player,201210140sea,sea,RiceSi01,def_pct,0%,,,,,
player,201210140sea,sea,RiceSi01,special_teams,0,,,,,
player,201210140sea,sea,RiceSi01,st_pct,0%,,,,,
player,201210140sea,sea,TateGo00,pos,WR,,,,,
player,201210140sea,sea,TateGo00,offense,47,,,,,
player,201210140sea,sea,TateGo00,off_pct,82%,,,,,
player,201210140sea,sea,TateGo00,defense,0,,,,,
player,201210140sea,sea,TateGo00,def_pct,0%,,,,,
player,201210140sea,sea,TateGo00,special_teams,0,,,,,
player,201210140sea,sea,TateGo00,st_pct,0%,,,,,
player,201210140sea,sea,LyncMa00,pos,RB,,,,,
player,201210140sea,sea,LyncMa00,offense,38,,,,,
player,201210140sea,sea,LyncMa00,off_pct,67%,,,,,
player,201210140sea,sea,LyncMa00,defense,0,,,,,
player,201210140sea,sea,LyncMa00,def_pct,0%,,,,,
player,201210140sea,sea,LyncMa00,special_teams,0,,,,,
player,201210140sea,sea,LyncMa00,st_pct,0%,,,,,
player,201210140sea,sea,BaldDo00,pos,WR,,,,,
player,201210140sea,sea,BaldDo00,offense,21,,,,,
player,201210140sea,sea,BaldDo00,off_pct,37%,,,,,
player,201210140sea,sea,BaldDo00,defense,0,,,,,
player,201210140sea,sea,BaldDo00,def_pct,0%,,,,,
player,201210140sea,sea,BaldDo00,special_teams,11,,,,,
player,201210140sea,sea,BaldDo00,st_pct,39%,,,,,
player,201210140sea,sea,McCoAn00,pos,TE,,,,,
player,201210140sea,sea,McCoAn00,offense,20,,,,,
player,201210140sea,sea,McCoAn00,off_pct,35%,,,,,
player,201210140sea,sea,McCoAn00,defense,0,,,,,
player,201210140sea,sea,McCoAn00,def_pct,0%,,,,,
player,201210140sea,sea,McCoAn00,special_teams,0,,,,,
player,201210140sea,sea,McCoAn00,st_pct,0%,,,,,
player,201210140sea,sea,RobiMi00,pos,FB,,,,,
player,201210140sea,sea,RobiMi00,offense,15,,,,,
player,201210140sea,sea,RobiMi00,off_pct,26%,,,,,
player,201210140sea,sea,RobiMi00,defense,0,,,,,
player,201210140sea,sea,RobiMi00,def_pct,0%,,,,,
player,201210140sea,sea,RobiMi00,special_teams,19,,,,,
player,201210140sea,sea,RobiMi00,st_pct,68%,,,,,
player,201210140sea,sea,ObomBe00,pos,WR,,,,,
player,201210140sea,sea,ObomBe00,offense,13,,,,,
player,201210140sea,sea,ObomBe00,off_pct,23%,,,,,
player,201210140sea,sea,ObomBe00,defense,0,,,,,
player,201210140sea,sea,ObomBe00,def_pct,0%,,,,,
player,201210140sea,sea,ObomBe00,special_teams,11,,,,,
player,201210140sea,sea,ObomBe00,st_pct,39%,,,,,
player,201210140sea,sea,TurbRo00,pos,RB,,,,,
player,201210140sea,sea,TurbRo00,offense,12,,,,,
player,201210140sea,sea,TurbRo00,off_pct,21%,,,,,
player,201210140sea,sea,TurbRo00,defense,0,,,,,
player,201210140sea,sea,TurbRo00,def_pct,0%,,,,,
player,201210140sea,sea,TurbRo00,special_teams,1,,,,,
player,201210140sea,sea,TurbRo00,st_pct,4%,,,,,
player,201210140sea,sea,MoorEv00,pos,TE,,,,,
player,201210140sea,sea,MoorEv00,offense,8,,,,,
player,201210140sea,sea,MoorEv00,off_pct,14%,,,,,
player,201210140sea,sea,MoorEv00,defense,0,,,,,
player,201210140sea,sea,MoorEv00,def_pct,0%,,,,,
player,201210140sea,sea,MoorEv00,special_teams,0,,,,,
player,201210140sea,sea,MoorEv00,st_pct,0%,,,,,
player,201210140sea,sea,EdwaBr00,pos,WR,,,,,
player,201210140sea,sea,EdwaBr00,offense,5,,,,,
player,201210140sea,sea,EdwaBr00,off_pct,9%,,,,,
player,201210140sea,sea,EdwaBr00,defense,0,,,,,
player,201210140sea,sea,EdwaBr00,def_pct,0%,,,,,
player,201210140sea,sea,EdwaBr00,special_teams,0,,,,,
player,201210140sea,sea,EdwaBr00,st_pct,0%,,,,,
player,201210140sea,sea,WashLe00,pos,RB,,,,,
player,201210140sea,sea,WashLe00,offense,4,,,,,
player,201210140sea,sea,WashLe00,off_pct,7%,,,,,
player,201210140sea,sea,WashLe00,defense,0,,,,,
player,201210140sea,sea,WashLe00,def_pct,0%,,,,,
player,201210140sea,sea,WashLe00,special_teams,9,,,,,
player,201210140sea,sea,WashLe00,st_pct,32%,,,,,
player,201210140sea,sea,WrigK.00,pos,LB,,,,,
player,201210140sea,sea,WrigK.00,offense,0,,,,,
player,201210140sea,sea,WrigK.00,off_pct,0%,,,,,
player,201210140sea,sea,WrigK.00,defense,86,,,,,
player,201210140sea,sea,WrigK.00,def_pct,100%,,,,,
player,201210140sea,sea,WrigK.00,special_teams,10,,,,,
player,201210140sea,sea,WrigK.00,st_pct,36%,,,,,
player,201210140sea,sea,ChanKa99,pos,SS,,,,,
player,201210140sea,sea,ChanKa99,offense,0,,,,,
player,201210140sea,sea,ChanKa99,off_pct,0%,,,,,
player,201210140sea,sea,ChanKa99,defense,86,,,,,
player,201210140sea,sea,ChanKa99,def_pct,100%,,,,,
player,201210140sea,sea,ChanKa99,special_teams,8,,,,,
player,201210140sea,sea,ChanKa99,st_pct,29%,,,,,
player,201210140sea,sea,ThomEa99,pos,FS,,,,,
player,201210140sea,sea,ThomEa99,offense,0,,,,,
player,201210140sea,sea,ThomEa99,off_pct,0%,,,,,
player,201210140sea,sea,ThomEa99,defense,86,,,,,
player,201210140sea,sea,ThomEa99,def_pct,100%,,,,,
player,201210140sea,sea,ThomEa99,special_teams,5,,,,,
player,201210140sea,sea,ThomEa99,st_pct,18%,,,,,
player,201210140sea,sea,WagnBo00,pos,LB,,,,,
player,201210140sea,sea,WagnBo00,offense,0,,,,,
player,201210140sea,sea,WagnBo00,off_pct,0%,,,,,
player,201210140sea,sea,WagnBo00,defense,86,,,,,
player,201210140sea,sea,WagnBo00,def_pct,100%,,,,,
player,201210140sea,sea,WagnBo00,special_teams,5,,,,,
player,201210140sea,sea,WagnBo00,st_pct,18%,,,,,
player,201210140sea,sea,SherRi00,pos,CB,,,,,
player,201210140sea,sea,SherRi00,offense,0,,,,,
player,201210140sea,sea,SherRi00,off_pct,0%,,,,,
player,201210140sea,sea,SherRi00,defense,85,,,,,
player,201210140sea,sea,SherRi00,def_pct,99%,,,,,
player,201210140sea,sea,SherRi00,special_teams,7,,,,,
player,201210140sea,sea,SherRi00,st_pct,25%,,,,,
player,201210140sea,sea,BrowBr00,pos,CB,,,,,
player,201210140sea,sea,BrowBr00,offense,0,,,,,
player,201210140sea,sea,BrowBr00,off_pct,0%,,,,,
player,201210140sea,sea,BrowBr00,defense,85,,,,,
player,201210140sea,sea,BrowBr00,def_pct,99%,,,,,
player,201210140sea,sea,BrowBr00,special_teams,7,,,,,
player,201210140sea,sea,BrowBr00,st_pct,25%,,,,,
player,201210140sea,sea,ClemCh23,pos,DE,,,,,
player,201210140sea,sea,ClemCh23,offense,0,,,,,
player,201210140sea,sea,ClemCh23,off_pct,0%,,,,,
player,201210140sea,sea,ClemCh23,defense,80,,,,,
player,201210140sea,sea,ClemCh23,def_pct,93%,,,,,
player,201210140sea,sea,ClemCh23,special_teams,5,,,,,
player,201210140sea,sea,ClemCh23,st_pct,18%,,,,,
player,201210140sea,sea,TrufMa20,pos,CB,,,,,
player,201210140sea,sea,TrufMa20,offense,0,,,,,
player,201210140sea,sea,TrufMa20,off_pct,0%,,,,,
player,201210140sea,sea,TrufMa20,defense,74,,,,,
player,201210140sea,sea,TrufMa20,def_pct,86%,,,,,
player,201210140sea,sea,TrufMa20,special_teams,0,,,,,
player,201210140sea,sea,TrufMa20,st_pct,0%,,,,,
player,201210140sea,sea,MebaBr99,pos,DT,,,,,
player,201210140sea,sea,MebaBr99,offense,0,,,,,
player,201210140sea,sea,MebaBr99,off_pct,0%,,,,,
player,201210140sea,sea,MebaBr99,defense,65,,,,,
player,201210140sea,sea,MebaBr99,def_pct,76%,,,,,
player,201210140sea,sea,MebaBr99,special_teams,5,,,,,
player,201210140sea,sea,MebaBr99,st_pct,18%,,,,,
player,201210140sea,sea,BranAl99,pos,DT,,,,,
player,201210140sea,sea,BranAl99,offense,0,,,,,
player,201210140sea,sea,BranAl99,off_pct,0%,,,,,
player,201210140sea,sea,BranAl99,defense,59,,,,,
player,201210140sea,sea,BranAl99,def_pct,69%,,,,,
player,201210140sea,sea,BranAl99,special_teams,5,,,,,
player,201210140sea,sea,BranAl99,st_pct,18%,,,,,
player,201210140sea,sea,BryaRe99,pos,DE,,,,,
player,201210140sea,sea,BryaRe99,offense,0,,,,,
player,201210140sea,sea,BryaRe99,off_pct,0%,,,,,
player,201210140sea,sea,BryaRe99,defense,57,,,,,
player,201210140sea,sea,BryaRe99,def_pct,66%,,,,,
player,201210140sea,sea,BryaRe99,special_teams,5,,,,,
player,201210140sea,sea,BryaRe99,st_pct,18%,,,,,
player,201210140sea,sea,JoneJa99,pos,DE,,,,,
player,201210140sea,sea,JoneJa99,offense,0,,,,,
player,201210140sea,sea,JoneJa99,off_pct,0%,,,,,
player,201210140sea,sea,JoneJa99,defense,32,,,,,
player,201210140sea,sea,JoneJa99,def_pct,37%,,,,,
player,201210140sea,sea,JoneJa99,special_teams,0,,,,,
player,201210140sea,sea,JoneJa99,st_pct,0%,,,,,
player,201210140sea,sea,IrviBr00,pos,DE,,,,,
player,201210140sea,sea,IrviBr00,offense,0,,,,,
player,201210140sea,sea,IrviBr00,off_pct,0%,,,,,
player,201210140sea,sea,IrviBr00,defense,31,,,,,
player,201210140sea,sea,IrviBr00,def_pct,36%,,,,,
player,201210140sea,sea,IrviBr00,special_teams,0,,,,,
player,201210140sea,sea,IrviBr00,st_pct,0%,,,,,
player,201210140sea,sea,ScruGr00,pos,DE,,,,,
player,201210140sea,sea,ScruGr00,offense,0,,,,,
player,201210140sea,sea,ScruGr00,off_pct,0%,,,,,
player,201210140sea,sea,ScruGr00,defense,19,,,,,
player,201210140sea,sea,ScruGr00,def_pct,22%,,,,,
player,201210140sea,sea,ScruGr00,special_teams,3,,,,,
player,201210140sea,sea,ScruGr00,st_pct,11%,,,,,
player,201210140sea,sea,HillLe20,pos,LB,,,,,
player,201210140sea,sea,HillLe20,offense,0,,,,,
player,201210140sea,sea,HillLe20,off_pct,0%,,,,,
player,201210140sea,sea,HillLe20,defense,12,,,,,
player,201210140sea,sea,HillLe20,def_pct,14%,,,,,
player,201210140sea,sea,HillLe20,special_teams,5,,,,,
player,201210140sea,sea,HillLe20,st_pct,18%,,,,,
player,201210140sea,sea,JohnJe02,pos,SS,,,,,
player,201210140sea,sea,JohnJe02,offense,0,,,,,
player,201210140sea,sea,JohnJe02,off_pct,0%,,,,,
player,201210140sea,sea,JohnJe02,defense,2,,,,,
player,201210140sea,sea,JohnJe02,def_pct,2%,,,,,
player,201210140sea,sea,JohnJe02,special_teams,14,,,,,
player,201210140sea,sea,JohnJe02,st_pct,50%,,,,,
player,201210140sea,sea,MaraCh99,pos,FS,,,,,
player,201210140sea,sea,MaraCh99,offense,0,,,,,
player,201210140sea,sea,MaraCh99,off_pct,0%,,,,,
player,201210140sea,sea,MaraCh99,defense,0,,,,,
player,201210140sea,sea,MaraCh99,def_pct,0%,,,,,
player,201210140sea,sea,MaraCh99,special_teams,24,,,,,
player,201210140sea,sea,MaraCh99,st_pct,86%,,,,,
player,201210140sea,sea,FarwHe20,pos,LB,,,,,
player,201210140sea,sea,FarwHe20,offense,0,,,,,
player,201210140sea,sea,FarwHe20,off_pct,0%,,,,,
player,201210140sea,sea,FarwHe20,defense,0,,,,,
player,201210140sea,sea,FarwHe20,def_pct,0%,,,,,
player,201210140sea,sea,FarwHe20,special_teams,24,,,,,
player,201210140sea,sea,FarwHe20,st_pct,86%,,,,,
player,201210140sea,sea,SmitMa02,pos,LB,,,,,
player,201210140sea,sea,SmitMa02,offense,0,,,,,
player,201210140sea,sea,SmitMa02,off_pct,0%,,,,,
player,201210140sea,sea,SmitMa02,defense,0,,,,,
player,201210140sea,sea,SmitMa02,def_pct,0%,,,,,
player,201210140sea,sea,SmitMa02,special_teams,19,,,,,
player,201210140sea,sea,SmitMa02,st_pct,68%,,,,,
player,201210140sea,sea,MorgMi00,pos,LB,,,,,
player,201210140sea,sea,MorgMi00,offense,0,,,,,
player,201210140sea,sea,MorgMi00,off_pct,0%,,,,,
player,201210140sea,sea,MorgMi00,defense,0,,,,,
player,201210140sea,sea,MorgMi00,def_pct,0%,,,,,
player,201210140sea,sea,MorgMi00,special_teams,19,,,,,
player,201210140sea,sea,MorgMi00,st_pct,68%,,,,,
player,201210140sea,sea,MaxwBy00,pos,CB,,,,,
player,201210140sea,sea,MaxwBy00,offense,0,,,,,
player,201210140sea,sea,MaxwBy00,off_pct,0%,,,,,
player,201210140sea,sea,MaxwBy00,defense,0,,,,,
player,201210140sea,sea,MaxwBy00,def_pct,0%,,,,,
player,201210140sea,sea,MaxwBy00,special_teams,16,,,,,
player,201210140sea,sea,MaxwBy00,st_pct,57%,,,,,
player,201210140sea,sea,SweeJ.00,pos,G,,,,,
player,201210140sea,sea,SweeJ.00,offense,0,,,,,
player,201210140sea,sea,SweeJ.00,off_pct,0%,,,,,
player,201210140sea,sea,SweeJ.00,defense,0,,,,,
player,201210140sea,sea,SweeJ.00,def_pct,0%,,,,,
player,201210140sea,sea,SweeJ.00,special_teams,10,,,,,
player,201210140sea,sea,SweeJ.00,st_pct,36%,,,,,
player,201210140sea,sea,JeanLe00,pos,C,,,,,
player,201210140sea,sea,JeanLe00,offense,0,,,,,
player,201210140sea,sea,JeanLe00,off_pct,0%,,,,,
player,201210140sea,sea,JeanLe00,defense,0,,,,,
player,201210140sea,sea,JeanLe00,def_pct,0%,,,,,
player,201210140sea,sea,JeanLe00,special_teams,10,,,,,
player,201210140sea,sea,JeanLe00,st_pct,36%,,,,,
