game,2012,6,20121014,201210140tam,kan,"Kansas City Chiefs",10,tam,"Tampa Bay Buccaneers",38
player,201210140tam,kan,CharJa00,pass_att,0,,,,,
player,201210140tam,kan,CharJa00,pass_yds,0,,,,,
player,201210140tam,kan,CharJa00,pass_td,0,,,,,
player,201210140tam,kan,CharJa00,pass_int,0,,,,,
player,201210140tam,kan,CharJa00,pass_sacked,0,,,,,
player,201210140tam,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201210140tam,kan,CharJa00,pass_long,0,,,,,
player,201210140tam,kan,CharJa00,pass_rating,,,,,,
player,201210140tam,kan,CharJa00,rush_att,12,,,,,
player,201210140tam,kan,CharJa00,rush_yds,40,,,,,
player,201210140tam,kan,CharJa00,rush_td,0,,,,,
player,201210140tam,kan,CharJa00,rush_long,22,,,,,
player,201210140tam,kan,CharJa00,targets,3,,,,,
player,201210140tam,kan,CharJa00,rec,2,,,,,
player,201210140tam,kan,CharJa00,rec_yds,7,,,,,
player,201210140tam,kan,CharJa00,rec_td,0,,,,,
player,201210140tam,kan,CharJa00,rec_long,8,,,,,
player,201210140tam,kan,CharJa00,fumbles,0,,,,,
player,201210140tam,kan,CharJa00,fumbles_lost,0,,,,,
player,201210140tam,kan,EachNa00,pass_cmp,0,,,,,
player,201210140tam,kan,EachNa00,pass_att,0,,,,,
player,201210140tam,kan,EachNa00,pass_yds,0,,,,,
player,201210140tam,kan,EachNa00,pass_td,0,,,,,
player,201210140tam,kan,EachNa00,pass_int,0,,,,,
player,201210140tam,kan,EachNa00,pass_sacked,0,,,,,
player,201210140tam,kan,EachNa00,pass_sacked_yds,0,,,,,
player,201210140tam,kan,EachNa00,pass_long,0,,,,,
player,201210140tam,kan,EachNa00,pass_rating,,,,,,
player,201210140tam,kan,EachNa00,rush_att,5,,,,,
player,201210140tam,kan,EachNa00,rush_yds,18,,,,,
player,201210140tam,kan,EachNa00,rush_td,0,,,,,
player,201210140tam,kan,EachNa00,rush_long,7,,,,,
player,201210140tam,kan,EachNa00,targets,2,,,,,
player,201210140tam,kan,EachNa00,rec,1,,,,,
player,201210140tam,kan,EachNa00,rec_yds,19,,,,,
player,201210140tam,kan,EachNa00,rec_td,0,,,,,
player,201210140tam,kan,EachNa00,rec_long,19,,,,,
player,201210140tam,kan,EachNa00,fumbles,0,,,,,
player,201210140tam,kan,EachNa00,fumbles_lost,0,,,,,
player,201210140tam,kan,DrauSh00,pass_cmp,0,,,,,
player,201210140tam,kan,DrauSh00,pass_att,0,,,,,
player,201210140tam,kan,DrauSh00,pass_yds,0,,,,,
player,201210140tam,kan,DrauSh00,pass_td,0,,,,,
player,201210140tam,kan,DrauSh00,pass_int,0,,,,,
player,201210140tam,kan,DrauSh00,pass_sacked,0,,,,,
player,201210140tam,kan,DrauSh00,pass_sacked_yds,0,,,,,
player,201210140tam,kan,DrauSh00,pass_long,0,,,,,
player,201210140tam,kan,DrauSh00,pass_rating,,,,,,
player,201210140tam,kan,DrauSh00,rush_att,11,,,,,
player,201210140tam,kan,DrauSh00,rush_yds,11,,,,,
player,201210140tam,kan,DrauSh00,rush_td,0,,,,,
player,201210140tam,kan,DrauSh00,rush_long,5,,,,,
player,201210140tam,kan,DrauSh00,targets,4,,,,,
player,201210140tam,kan,DrauSh00,rec,3,,,,,
player,201210140tam,kan,DrauSh00,rec_yds,12,,,,,
player,201210140tam,kan,DrauSh00,rec_td,0,,,,,
player,201210140tam,kan,DrauSh00,rec_long,7,,,,,
player,201210140tam,kan,DrauSh00,fumbles,0,,,,,
player,201210140tam,kan,DrauSh00,fumbles_lost,0,,,,,
player,201210140tam,kan,ManeSt00,pass_cmp,0,,,,,
player,201210140tam,kan,ManeSt00,pass_att,0,,,,,
player,201210140tam,kan,ManeSt00,pass_yds,0,,,,,
player,201210140tam,kan,ManeSt00,pass_td,0,,,,,
player,201210140tam,kan,ManeSt00,pass_int,0,,,,,
player,201210140tam,kan,ManeSt00,pass_sacked,0,,,,,
player,201210140tam,kan,ManeSt00,pass_sacked_yds,0,,,,,
player,201210140tam,kan,ManeSt00,pass_long,0,,,,,
player,201210140tam,kan,ManeSt00,pass_rating,,,,,,
player,201210140tam,kan,ManeSt00,rush_att,0,,,,,
player,201210140tam,kan,ManeSt00,rush_yds,0,,,,,
player,201210140tam,kan,ManeSt00,rush_td,0,,,,,
player,201210140tam,kan,ManeSt00,rush_long,0,,,,,
player,201210140tam,kan,ManeSt00,targets,5,,,,,
player,201210140tam,kan,ManeSt00,rec,4,,,,,
player,201210140tam,kan,ManeSt00,rec_yds,41,,,,,
player,201210140tam,kan,ManeSt00,rec_td,0,,,,,
player,201210140tam,kan,ManeSt00,rec_long,19,,,,,
player,201210140tam,kan,ManeSt00,fumbles,0,,,,,
player,201210140tam,kan,ManeSt00,fumbles_lost,0,,,,,
player,201210140tam,kan,McClDe00,pass_cmp,0,,,,,
player,201210140tam,kan,McClDe00,pass_att,0,,,,,
player,201210140tam,kan,McClDe00,pass_yds,0,,,,,
player,201210140tam,kan,McClDe00,pass_td,0,,,,,
player,201210140tam,kan,McClDe00,pass_int,0,,,,,
player,201210140tam,kan,McClDe00,pass_sacked,0,,,,,
player,201210140tam,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201210140tam,kan,McClDe00,pass_long,0,,,,,
player,201210140tam,kan,McClDe00,pass_rating,,,,,,
player,201210140tam,kan,McClDe00,rush_att,0,,,,,
player,201210140tam,kan,McClDe00,rush_yds,0,,,,,
player,201210140tam,kan,McClDe00,rush_td,0,,,,,
player,201210140tam,kan,McClDe00,rush_long,0,,,,,
player,201210140tam,kan,McClDe00,targets,8,,,,,
player,201210140tam,kan,McClDe00,rec,6,,,,,
player,201210140tam,kan,McClDe00,rec_yds,39,,,,,
player,201210140tam,kan,McClDe00,rec_td,0,,,,,
player,201210140tam,kan,McClDe00,rec_long,12,,,,,
player,201210140tam,kan,McClDe00,fumbles,0,,,,,
player,201210140tam,kan,McClDe00,fumbles_lost,0,,,,,
player,201210140tam,kan,BoweDw00,pass_cmp,0,,,,,
player,201210140tam,kan,BoweDw00,pass_att,0,,,,,
player,201210140tam,kan,BoweDw00,pass_yds,0,,,,,
player,201210140tam,kan,BoweDw00,pass_td,0,,,,,
player,201210140tam,kan,BoweDw00,pass_int,0,,,,,
player,201210140tam,kan,BoweDw00,pass_sacked,0,,,,,
player,201210140tam,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201210140tam,kan,BoweDw00,pass_long,0,,,,,
player,201210140tam,kan,BoweDw00,pass_rating,,,,,,
player,201210140tam,kan,BoweDw00,rush_att,0,,,,,
player,201210140tam,kan,BoweDw00,rush_yds,0,,,,,
player,201210140tam,kan,BoweDw00,rush_td,0,,,,,
player,201210140tam,kan,BoweDw00,rush_long,0,,,,,
player,201210140tam,kan,BoweDw00,targets,9,,,,,
player,201210140tam,kan,BoweDw00,rec,3,,,,,
player,201210140tam,kan,BoweDw00,rec_yds,25,,,,,
player,201210140tam,kan,BoweDw00,rec_td,0,,,,,
player,201210140tam,kan,BoweDw00,rec_long,12,,,,,
player,201210140tam,kan,BoweDw00,fumbles,0,,,,,
player,201210140tam,kan,BoweDw00,fumbles_lost,0,,,,,
player,201210140tam,kan,BaldJo00,pass_cmp,0,,,,,
player,201210140tam,kan,BaldJo00,pass_att,0,,,,,
player,201210140tam,kan,BaldJo00,pass_yds,0,,,,,
player,201210140tam,kan,BaldJo00,pass_td,0,,,,,
player,201210140tam,kan,BaldJo00,pass_int,0,,,,,
player,201210140tam,kan,BaldJo00,pass_sacked,0,,,,,
player,201210140tam,kan,BaldJo00,pass_sacked_yds,0,,,,,
player,201210140tam,kan,BaldJo00,pass_long,0,,,,,
player,201210140tam,kan,BaldJo00,pass_rating,,,,,,
player,201210140tam,kan,BaldJo00,rush_att,0,,,,,
player,201210140tam,kan,BaldJo00,rush_yds,0,,,,,
player,201210140tam,kan,BaldJo00,rush_td,0,,,,,
player,201210140tam,kan,BaldJo00,rush_long,0,,,,,
player,201210140tam,kan,BaldJo00,targets,5,,,,,
player,201210140tam,kan,BaldJo00,rec,2,,,,,
player,201210140tam,kan,BaldJo00,rec_yds,19,,,,,
player,201210140tam,kan,BaldJo00,rec_td,0,,,,,
player,201210140tam,kan,BaldJo00,rec_long,10,,,,,
player,201210140tam,kan,BaldJo00,fumbles,0,,,,,
player,201210140tam,kan,BaldJo00,fumbles_lost,0,,,,,
player,201210140tam,kan,MoeaTo00,pass_cmp,0,,,,,
player,201210140tam,kan,MoeaTo00,pass_att,0,,,,,
player,201210140tam,kan,MoeaTo00,pass_yds,0,,,,,
player,201210140tam,kan,MoeaTo00,pass_td,0,,,,,
player,201210140tam,kan,MoeaTo00,pass_int,0,,,,,
player,201210140tam,kan,MoeaTo00,pass_sacked,0,,,,,
player,201210140tam,kan,MoeaTo00,pass_sacked_yds,0,,,,,
player,201210140tam,kan,MoeaTo00,pass_long,0,,,,,
player,201210140tam,kan,MoeaTo00,pass_rating,,,,,,
player,201210140tam,kan,MoeaTo00,rush_att,0,,,,,
player,201210140tam,kan,MoeaTo00,rush_yds,0,,,,,
player,201210140tam,kan,MoeaTo00,rush_td,0,,,,,
player,201210140tam,kan,MoeaTo00,rush_long,0,,,,,
player,201210140tam,kan,MoeaTo00,targets,2,,,,,
player,201210140tam,kan,MoeaTo00,rec,1,,,,,
player,201210140tam,kan,MoeaTo00,rec_yds,18,,,,,
player,201210140tam,kan,MoeaTo00,rec_td,0,,,,,
player,201210140tam,kan,MoeaTo00,rec_long,18,,,,,
player,201210140tam,kan,MoeaTo00,fumbles,0,,,,,
player,201210140tam,kan,MoeaTo00,fumbles_lost,0,,,,,
player,201210140tam,tam,FreeJo00,pass_cmp,15,,,,,
player,201210140tam,tam,FreeJo00,pass_att,26,,,,,
player,201210140tam,tam,FreeJo00,pass_yds,328,,,,,
player,201210140tam,tam,FreeJo00,pass_td,3,,,,,
player,201210140tam,tam,FreeJo00,pass_int,1,,,,,
player,201210140tam,tam,FreeJo00,pass_sacked,1,,,,,
player,201210140tam,tam,FreeJo00,pass_sacked_yds,10,,,,,
player,201210140tam,tam,FreeJo00,pass_long,62,,,,,
player,201210140tam,tam,FreeJo00,pass_rating,124.7,,,,,
player,201210140tam,tam,FreeJo00,rush_att,3,,,,,
player,201210140tam,tam,FreeJo00,rush_yds,5,,,,,
player,201210140tam,tam,FreeJo00,rush_td,0,,,,,
player,201210140tam,tam,FreeJo00,rush_long,7,,,,,
player,201210140tam,tam,FreeJo00,targets,0,,,,,
player,201210140tam,tam,FreeJo00,rec,0,,,,,
player,201210140tam,tam,FreeJo00,rec_yds,0,,,,,
player,201210140tam,tam,FreeJo00,rec_td,0,,,,,
player,201210140tam,tam,FreeJo00,rec_long,0,,,,,
player,201210140tam,tam,FreeJo00,fumbles,1,,,,,
player,201210140tam,tam,FreeJo00,fumbles_lost,0,,,,,
player,201210140tam,tam,MartDo00,pass_cmp,0,,,,,
player,201210140tam,tam,MartDo00,pass_att,0,,,,,
player,201210140tam,tam,MartDo00,pass_yds,0,,,,,
player,201210140tam,tam,MartDo00,pass_td,0,,,,,
player,201210140tam,tam,MartDo00,pass_int,0,,,,,
player,201210140tam,tam,MartDo00,pass_sacked,0,,,,,
player,201210140tam,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201210140tam,tam,MartDo00,pass_long,0,,,,,
player,201210140tam,tam,MartDo00,pass_rating,,,,,,
player,201210140tam,tam,MartDo00,rush_att,13,,,,,
player,201210140tam,tam,MartDo00,rush_yds,76,,,,,
player,201210140tam,tam,MartDo00,rush_td,0,,,,,
player,201210140tam,tam,MartDo00,rush_long,23,,,,,
player,201210140tam,tam,MartDo00,targets,4,,,,,
player,201210140tam,tam,MartDo00,rec,2,,,,,
player,201210140tam,tam,MartDo00,rec_yds,55,,,,,
player,201210140tam,tam,MartDo00,rec_td,0,,,,,
player,201210140tam,tam,MartDo00,rec_long,42,,,,,
player,201210140tam,tam,MartDo00,fumbles,0,,,,,
player,201210140tam,tam,MartDo00,fumbles_lost,0,,,,,
player,201210140tam,tam,BlouLe00,pass_cmp,0,,,,,
player,201210140tam,tam,BlouLe00,pass_att,0,,,,,
player,201210140tam,tam,BlouLe00,pass_yds,0,,,,,
player,201210140tam,tam,BlouLe00,pass_td,0,,,,,
player,201210140tam,tam,BlouLe00,pass_int,0,,,,,
player,201210140tam,tam,BlouLe00,pass_sacked,0,,,,,
player,201210140tam,tam,BlouLe00,pass_sacked_yds,0,,,,,
player,201210140tam,tam,BlouLe00,pass_long,0,,,,,
player,201210140tam,tam,BlouLe00,pass_rating,,,,,,
player,201210140tam,tam,BlouLe00,rush_att,7,,,,,
player,201210140tam,tam,BlouLe00,rush_yds,58,,,,,
player,201210140tam,tam,BlouLe00,rush_td,1,,,,,
player,201210140tam,tam,BlouLe00,rush_long,35,,,,,
player,201210140tam,tam,BlouLe00,targets,0,,,,,
player,201210140tam,tam,BlouLe00,rec,0,,,,,
player,201210140tam,tam,BlouLe00,rec_yds,0,,,,,
player,201210140tam,tam,BlouLe00,rec_td,0,,,,,
player,201210140tam,tam,BlouLe00,rec_long,0,,,,,
player,201210140tam,tam,BlouLe00,fumbles,0,,,,,
player,201210140tam,tam,BlouLe00,fumbles_lost,0,,,,,
player,201210140tam,tam,WareDa00,pass_cmp,0,,,,,
player,201210140tam,tam,WareDa00,pass_att,0,,,,,
player,201210140tam,tam,WareDa00,pass_yds,0,,,,,
player,201210140tam,tam,WareDa00,pass_td,0,,,,,
player,201210140tam,tam,WareDa00,pass_int,0,,,,,
player,201210140tam,tam,WareDa00,pass_sacked,0,,,,,
player,201210140tam,tam,WareDa00,pass_sacked_yds,0,,,,,
player,201210140tam,tam,WareDa00,pass_long,0,,,,,
player,201210140tam,tam,WareDa00,pass_rating,,,,,,
player,201210140tam,tam,WareDa00,rush_att,1,,,,,
player,201210140tam,tam,WareDa00,rush_yds,6,,,,,
player,201210140tam,tam,WareDa00,rush_td,0,,,,,
player,201210140tam,tam,WareDa00,rush_long,6,,,,,
player,201210140tam,tam,WareDa00,targets,2,,,,,
player,201210140tam,tam,WareDa00,rec,2,,,,,
player,201210140tam,tam,WareDa00,rec_yds,10,,,,,
player,201210140tam,tam,WareDa00,rec_td,0,,,,,
player,201210140tam,tam,WareDa00,rec_long,7,,,,,
player,201210140tam,tam,WareDa00,fumbles,0,,,,,
player,201210140tam,tam,WareDa00,fumbles_lost,0,,,,,
player,201210140tam,tam,WillMi04,pass_cmp,0,,,,,
player,201210140tam,tam,WillMi04,pass_att,0,,,,,
player,201210140tam,tam,WillMi04,pass_yds,0,,,,,
player,201210140tam,tam,WillMi04,pass_td,0,,,,,
player,201210140tam,tam,WillMi04,pass_int,0,,,,,
player,201210140tam,tam,WillMi04,pass_sacked,0,,,,,
player,201210140tam,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201210140tam,tam,WillMi04,pass_long,0,,,,,
player,201210140tam,tam,WillMi04,pass_rating,,,,,,
player,201210140tam,tam,WillMi04,rush_att,0,,,,,
player,201210140tam,tam,WillMi04,rush_yds,0,,,,,
player,201210140tam,tam,WillMi04,rush_td,0,,,,,
player,201210140tam,tam,WillMi04,rush_long,0,,,,,
player,201210140tam,tam,WillMi04,targets,6,,,,,
player,201210140tam,tam,WillMi04,rec,4,,,,,
player,201210140tam,tam,WillMi04,rec_yds,113,,,,,
player,201210140tam,tam,WillMi04,rec_td,1,,,,,
player,201210140tam,tam,WillMi04,rec_long,62,,,,,
player,201210140tam,tam,WillMi04,fumbles,0,,,,,
player,201210140tam,tam,WillMi04,fumbles_lost,0,,,,,
player,201210140tam,tam,UndeTi00,pass_cmp,0,,,,,
player,201210140tam,tam,UndeTi00,pass_att,0,,,,,
player,201210140tam,tam,UndeTi00,pass_yds,0,,,,,
player,201210140tam,tam,UndeTi00,pass_td,0,,,,,
player,201210140tam,tam,UndeTi00,pass_int,0,,,,,
player,201210140tam,tam,UndeTi00,pass_sacked,0,,,,,
player,201210140tam,tam,UndeTi00,pass_sacked_yds,0,,,,,
player,201210140tam,tam,UndeTi00,pass_long,0,,,,,
player,201210140tam,tam,UndeTi00,pass_rating,,,,,,
player,201210140tam,tam,UndeTi00,rush_att,0,,,,,
player,201210140tam,tam,UndeTi00,rush_yds,0,,,,,
player,201210140tam,tam,UndeTi00,rush_td,0,,,,,
player,201210140tam,tam,UndeTi00,rush_long,0,,,,,
player,201210140tam,tam,UndeTi00,targets,3,,,,,
player,201210140tam,tam,UndeTi00,rec,2,,,,,
player,201210140tam,tam,UndeTi00,rec_yds,68,,,,,
player,201210140tam,tam,UndeTi00,rec_td,0,,,,,
player,201210140tam,tam,UndeTi00,rec_long,62,,,,,
player,201210140tam,tam,UndeTi00,fumbles,0,,,,,
player,201210140tam,tam,UndeTi00,fumbles_lost,0,,,,,
player,201210140tam,tam,JackVi00,pass_cmp,0,,,,,
player,201210140tam,tam,JackVi00,pass_att,0,,,,,
player,201210140tam,tam,JackVi00,pass_yds,0,,,,,
player,201210140tam,tam,JackVi00,pass_td,0,,,,,
player,201210140tam,tam,JackVi00,pass_int,0,,,,,
player,201210140tam,tam,JackVi00,pass_sacked,0,,,,,
player,201210140tam,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201210140tam,tam,JackVi00,pass_long,0,,,,,
player,201210140tam,tam,JackVi00,pass_rating,,,,,,
player,201210140tam,tam,JackVi00,rush_att,0,,,,,
player,201210140tam,tam,JackVi00,rush_yds,0,,,,,
player,201210140tam,tam,JackVi00,rush_td,0,,,,,
player,201210140tam,tam,JackVi00,rush_long,0,,,,,
player,201210140tam,tam,JackVi00,targets,8,,,,,
player,201210140tam,tam,JackVi00,rec,4,,,,,
player,201210140tam,tam,JackVi00,rec_yds,66,,,,,
player,201210140tam,tam,JackVi00,rec_td,2,,,,,
player,201210140tam,tam,JackVi00,rec_long,19,,,,,
player,201210140tam,tam,JackVi00,fumbles,0,,,,,
player,201210140tam,tam,JackVi00,fumbles_lost,0,,,,,
player,201210140tam,tam,LoriEr99,pass_cmp,0,,,,,
player,201210140tam,tam,LoriEr99,pass_att,0,,,,,
player,201210140tam,tam,LoriEr99,pass_yds,0,,,,,
player,201210140tam,tam,LoriEr99,pass_td,0,,,,,
player,201210140tam,tam,LoriEr99,pass_int,0,,,,,
player,201210140tam,tam,LoriEr99,pass_sacked,0,,,,,
player,201210140tam,tam,LoriEr99,pass_sacked_yds,0,,,,,
player,201210140tam,tam,LoriEr99,pass_long,0,,,,,
player,201210140tam,tam,LoriEr99,pass_rating,,,,,,
player,201210140tam,tam,LoriEr99,rush_att,0,,,,,
player,201210140tam,tam,LoriEr99,rush_yds,0,,,,,
player,201210140tam,tam,LoriEr99,rush_td,0,,,,,
player,201210140tam,tam,LoriEr99,rush_long,0,,,,,
player,201210140tam,tam,LoriEr99,targets,2,,,,,
player,201210140tam,tam,LoriEr99,rec,1,,,,,
player,201210140tam,tam,LoriEr99,rec_yds,16,,,,,
player,201210140tam,tam,LoriEr99,rec_td,0,,,,,
player,201210140tam,tam,LoriEr99,rec_long,16,,,,,
player,201210140tam,tam,LoriEr99,fumbles,0,,,,,
player,201210140tam,tam,LoriEr99,fumbles_lost,0,,,,,
player,201210140tam,tam,ClarDa00,pass_cmp,0,,,,,
player,201210140tam,tam,ClarDa00,pass_att,0,,,,,
player,201210140tam,tam,ClarDa00,pass_yds,0,,,,,
player,201210140tam,tam,ClarDa00,pass_td,0,,,,,
player,201210140tam,tam,ClarDa00,pass_int,0,,,,,
player,201210140tam,tam,ClarDa00,pass_sacked,0,,,,,
player,201210140tam,tam,ClarDa00,pass_sacked_yds,0,,,,,
player,201210140tam,tam,ClarDa00,pass_long,0,,,,,
player,201210140tam,tam,ClarDa00,pass_rating,,,,,,
player,201210140tam,tam,ClarDa00,rush_att,0,,,,,
player,201210140tam,tam,ClarDa00,rush_yds,0,,,,,
player,201210140tam,tam,ClarDa00,rush_td,0,,,,,
player,201210140tam,tam,ClarDa00,rush_long,0,,,,,
player,201210140tam,tam,ClarDa00,targets,1,,,,,
player,201210140tam,tam,ClarDa00,rec,0,,,,,
player,201210140tam,tam,ClarDa00,rec_yds,0,,,,,
player,201210140tam,tam,ClarDa00,rec_td,0,,,,,
player,201210140tam,tam,ClarDa00,rec_long,0,,,,,
player,201210140tam,tam,ClarDa00,fumbles,0,,,,,
player,201210140tam,tam,ClarDa00,fumbles_lost,0,,,,,
player,201210140tam,kan,HousJu00,def_int,1,,,,,
player,201210140tam,kan,HousJu00,def_int_yds,32,,,,,
player,201210140tam,kan,HousJu00,def_int_td,0,,,,,
player,201210140tam,kan,HousJu00,def_int_long,32,,,,,
player,201210140tam,kan,HousJu00,pass_defended,1,,,,,
player,201210140tam,kan,HousJu00,sacks,0.0,,,,,
player,201210140tam,kan,HousJu00,tackles_combined,3,,,,,
player,201210140tam,kan,HousJu00,tackles_solo,2,,,,,
player,201210140tam,kan,HousJu00,tackles_assists,1,,,,,
player,201210140tam,kan,HousJu00,tackles_loss,0,,,,,
player,201210140tam,kan,HousJu00,qb_hits,0,,,,,
player,201210140tam,kan,HousJu00,fumbles_rec,0,,,,,
player,201210140tam,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201210140tam,kan,HousJu00,fumbles_forced,0,,,,,
player,201210140tam,kan,HaliTa20,def_int,0,,,,,
player,201210140tam,kan,HaliTa20,def_int_yds,0,,,,,
player,201210140tam,kan,HaliTa20,def_int_td,0,,,,,
player,201210140tam,kan,HaliTa20,def_int_long,0,,,,,
player,201210140tam,kan,HaliTa20,pass_defended,0,,,,,
player,201210140tam,kan,HaliTa20,sacks,1.0,,,,,
player,201210140tam,kan,HaliTa20,tackles_combined,2,,,,,
player,201210140tam,kan,HaliTa20,tackles_solo,2,,,,,
player,201210140tam,kan,HaliTa20,tackles_assists,0,,,,,
player,201210140tam,kan,HaliTa20,tackles_loss,0,,,,,
player,201210140tam,kan,HaliTa20,qb_hits,1,,,,,
player,201210140tam,kan,HaliTa20,fumbles_rec,0,,,,,
player,201210140tam,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201210140tam,kan,HaliTa20,fumbles_forced,1,,,,,
player,201210140tam,kan,JohnDe25,def_int,0,,,,,
player,201210140tam,kan,JohnDe25,def_int_yds,0,,,,,
player,201210140tam,kan,JohnDe25,def_int_td,0,,,,,
player,201210140tam,kan,JohnDe25,def_int_long,0,,,,,
player,201210140tam,kan,JohnDe25,pass_defended,0,,,,,
player,201210140tam,kan,JohnDe25,sacks,0.0,,,,,
player,201210140tam,kan,JohnDe25,tackles_combined,12,,,,,
player,201210140tam,kan,JohnDe25,tackles_solo,10,,,,,
player,201210140tam,kan,JohnDe25,tackles_assists,2,,,,,
player,201210140tam,kan,JohnDe25,tackles_loss,0,,,,,
player,201210140tam,kan,JohnDe25,qb_hits,0,,,,,
player,201210140tam,kan,JohnDe25,fumbles_rec,0,,,,,
player,201210140tam,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201210140tam,kan,JohnDe25,fumbles_forced,0,,,,,
player,201210140tam,kan,BerrEr99,def_int,0,,,,,
player,201210140tam,kan,BerrEr99,def_int_yds,0,,,,,
player,201210140tam,kan,BerrEr99,def_int_td,0,,,,,
player,201210140tam,kan,BerrEr99,def_int_long,0,,,,,
player,201210140tam,kan,BerrEr99,pass_defended,0,,,,,
player,201210140tam,kan,BerrEr99,sacks,0.0,,,,,
player,201210140tam,kan,BerrEr99,tackles_combined,4,,,,,
player,201210140tam,kan,BerrEr99,tackles_solo,3,,,,,
player,201210140tam,kan,BerrEr99,tackles_assists,1,,,,,
player,201210140tam,kan,BerrEr99,tackles_loss,0,,,,,
player,201210140tam,kan,BerrEr99,qb_hits,0,,,,,
player,201210140tam,kan,BerrEr99,fumbles_rec,0,,,,,
player,201210140tam,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201210140tam,kan,BerrEr99,fumbles_forced,0,,,,,
player,201210140tam,kan,BelcJo00,def_int,0,,,,,
player,201210140tam,kan,BelcJo00,def_int_yds,0,,,,,
player,201210140tam,kan,BelcJo00,def_int_td,0,,,,,
player,201210140tam,kan,BelcJo00,def_int_long,0,,,,,
player,201210140tam,kan,BelcJo00,pass_defended,1,,,,,
player,201210140tam,kan,BelcJo00,sacks,0.0,,,,,
player,201210140tam,kan,BelcJo00,tackles_combined,3,,,,,
player,201210140tam,kan,BelcJo00,tackles_solo,3,,,,,
player,201210140tam,kan,BelcJo00,tackles_assists,0,,,,,
player,201210140tam,kan,BelcJo00,tackles_loss,0,,,,,
player,201210140tam,kan,BelcJo00,qb_hits,0,,,,,
