game,2012,2,20120916,201209160sea,dal,"Dallas Cowboys",7,sea,"Seattle Seahawks",27
player,201209160sea,dal,RomoTo00,rush_long,0,,,,,
player,201209160sea,dal,RomoTo00,targets,0,,,,,
player,201209160sea,dal,RomoTo00,rec,0,,,,,
player,201209160sea,dal,RomoTo00,rec_yds,0,,,,,
player,201209160sea,dal,RomoTo00,rec_td,0,,,,,
player,201209160sea,dal,RomoTo00,rec_long,0,,,,,
player,201209160sea,dal,RomoTo00,fumbles,1,,,,,
player,201209160sea,dal,RomoTo00,fumbles_lost,0,,,,,
player,201209160sea,dal,MurrDe00,pass_cmp,0,,,,,
player,201209160sea,dal,MurrDe00,pass_att,0,,,,,
player,201209160sea,dal,MurrDe00,pass_yds,0,,,,,
player,201209160sea,dal,MurrDe00,pass_td,0,,,,,
player,201209160sea,dal,MurrDe00,pass_int,0,,,,,
player,201209160sea,dal,MurrDe00,pass_sacked,0,,,,,
player,201209160sea,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201209160sea,dal,MurrDe00,pass_long,0,,,,,
player,201209160sea,dal,MurrDe00,pass_rating,,,,,,
player,201209160sea,dal,MurrDe00,rush_att,12,,,,,
player,201209160sea,dal,MurrDe00,rush_yds,44,,,,,
player,201209160sea,dal,MurrDe00,rush_td,0,,,,,
player,201209160sea,dal,MurrDe00,rush_long,9,,,,,
player,201209160sea,dal,MurrDe00,targets,4,,,,,
player,201209160sea,dal,MurrDe00,rec,4,,,,,
player,201209160sea,dal,MurrDe00,rec_yds,31,,,,,
player,201209160sea,dal,MurrDe00,rec_td,0,,,,,
player,201209160sea,dal,MurrDe00,rec_long,15,,,,,
player,201209160sea,dal,MurrDe00,fumbles,0,,,,,
player,201209160sea,dal,MurrDe00,fumbles_lost,0,,,,,
player,201209160sea,dal,OgleKe00,pass_cmp,0,,,,,
player,201209160sea,dal,OgleKe00,pass_att,0,,,,,
player,201209160sea,dal,OgleKe00,pass_yds,0,,,,,
player,201209160sea,dal,OgleKe00,pass_td,0,,,,,
player,201209160sea,dal,OgleKe00,pass_int,0,,,,,
player,201209160sea,dal,OgleKe00,pass_sacked,0,,,,,
player,201209160sea,dal,OgleKe00,pass_sacked_yds,0,,,,,
player,201209160sea,dal,OgleKe00,pass_long,0,,,,,
player,201209160sea,dal,OgleKe00,pass_rating,,,,,,
player,201209160sea,dal,OgleKe00,rush_att,1,,,,,
player,201209160sea,dal,OgleKe00,rush_yds,5,,,,,
player,201209160sea,dal,OgleKe00,rush_td,0,,,,,
player,201209160sea,dal,OgleKe00,rush_long,5,,,,,
player,201209160sea,dal,OgleKe00,targets,1,,,,,
player,201209160sea,dal,OgleKe00,rec,1,,,,,
player,201209160sea,dal,OgleKe00,rec_yds,26,,,,,
player,201209160sea,dal,OgleKe00,rec_td,0,,,,,
player,201209160sea,dal,OgleKe00,rec_long,26,,,,,
player,201209160sea,dal,OgleKe00,fumbles,0,,,,,
player,201209160sea,dal,OgleKe00,fumbles_lost,0,,,,,
player,201209160sea,dal,JoneFe00,pass_cmp,0,,,,,
player,201209160sea,dal,JoneFe00,pass_att,0,,,,,
player,201209160sea,dal,JoneFe00,pass_yds,0,,,,,
player,201209160sea,dal,JoneFe00,pass_td,0,,,,,
player,201209160sea,dal,JoneFe00,pass_int,0,,,,,
player,201209160sea,dal,JoneFe00,pass_sacked,0,,,,,
player,201209160sea,dal,JoneFe00,pass_sacked_yds,0,,,,,
player,201209160sea,dal,JoneFe00,pass_long,0,,,,,
player,201209160sea,dal,JoneFe00,pass_rating,,,,,,
player,201209160sea,dal,JoneFe00,rush_att,1,,,,,
player,201209160sea,dal,JoneFe00,rush_yds,1,,,,,
player,201209160sea,dal,JoneFe00,rush_td,0,,,,,
player,201209160sea,dal,JoneFe00,rush_long,1,,,,,
player,201209160sea,dal,JoneFe00,targets,5,,,,,
player,201209160sea,dal,JoneFe00,rec,4,,,,,
player,201209160sea,dal,JoneFe00,rec_yds,40,,,,,
player,201209160sea,dal,JoneFe00,rec_td,0,,,,,
player,201209160sea,dal,JoneFe00,rec_long,23,,,,,
player,201209160sea,dal,JoneFe00,fumbles,1,,,,,
player,201209160sea,dal,JoneFe00,fumbles_lost,1,,,,,
player,201209160sea,dal,AustMi00,pass_cmp,0,,,,,
player,201209160sea,dal,AustMi00,pass_att,0,,,,,
player,201209160sea,dal,AustMi00,pass_yds,0,,,,,
player,201209160sea,dal,AustMi00,pass_td,0,,,,,
player,201209160sea,dal,AustMi00,pass_int,0,,,,,
player,201209160sea,dal,AustMi00,pass_sacked,0,,,,,
player,201209160sea,dal,AustMi00,pass_sacked_yds,0,,,,,
player,201209160sea,dal,AustMi00,pass_long,0,,,,,
player,201209160sea,dal,AustMi00,pass_rating,,,,,,
player,201209160sea,dal,AustMi00,rush_att,0,,,,,
player,201209160sea,dal,AustMi00,rush_yds,0,,,,,
player,201209160sea,dal,AustMi00,rush_td,0,,,,,
player,201209160sea,dal,AustMi00,rush_long,0,,,,,
player,201209160sea,dal,AustMi00,targets,10,,,,,
player,201209160sea,dal,AustMi00,rec,5,,,,,
player,201209160sea,dal,AustMi00,rec_yds,63,,,,,
player,201209160sea,dal,AustMi00,rec_td,1,,,,,
player,201209160sea,dal,AustMi00,rec_long,22,,,,,
player,201209160sea,dal,AustMi00,fumbles,0,,,,,
player,201209160sea,dal,AustMi00,fumbles_lost,0,,,,,
player,201209160sea,dal,WittJa00,pass_cmp,0,,,,,
player,201209160sea,dal,WittJa00,pass_att,0,,,,,
player,201209160sea,dal,WittJa00,pass_yds,0,,,,,
player,201209160sea,dal,WittJa00,pass_td,0,,,,,
player,201209160sea,dal,WittJa00,pass_int,0,,,,,
player,201209160sea,dal,WittJa00,pass_sacked,0,,,,,
player,201209160sea,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201209160sea,dal,WittJa00,pass_long,0,,,,,
player,201209160sea,dal,WittJa00,pass_rating,,,,,,
player,201209160sea,dal,WittJa00,rush_att,0,,,,,
player,201209160sea,dal,WittJa00,rush_yds,0,,,,,
player,201209160sea,dal,WittJa00,rush_td,0,,,,,
player,201209160sea,dal,WittJa00,rush_long,0,,,,,
player,201209160sea,dal,WittJa00,targets,10,,,,,
player,201209160sea,dal,WittJa00,rec,4,,,,,
player,201209160sea,dal,WittJa00,rec_yds,58,,,,,
player,201209160sea,dal,WittJa00,rec_td,0,,,,,
player,201209160sea,dal,WittJa00,rec_long,23,,,,,
player,201209160sea,dal,WittJa00,fumbles,0,,,,,
player,201209160sea,dal,WittJa00,fumbles_lost,0,,,,,
player,201209160sea,dal,BryaDe01,pass_cmp,0,,,,,
player,201209160sea,dal,BryaDe01,pass_att,0,,,,,
player,201209160sea,dal,BryaDe01,pass_yds,0,,,,,
player,201209160sea,dal,BryaDe01,pass_td,0,,,,,
player,201209160sea,dal,BryaDe01,pass_int,0,,,,,
player,201209160sea,dal,BryaDe01,pass_sacked,0,,,,,
player,201209160sea,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201209160sea,dal,BryaDe01,pass_long,0,,,,,
player,201209160sea,dal,BryaDe01,pass_rating,,,,,,
player,201209160sea,dal,BryaDe01,rush_att,0,,,,,
player,201209160sea,dal,BryaDe01,rush_yds,0,,,,,
player,201209160sea,dal,BryaDe01,rush_td,0,,,,,
player,201209160sea,dal,BryaDe01,rush_long,0,,,,,
player,201209160sea,dal,BryaDe01,targets,7,,,,,
player,201209160sea,dal,BryaDe01,rec,3,,,,,
player,201209160sea,dal,BryaDe01,rec_yds,17,,,,,
player,201209160sea,dal,BryaDe01,rec_td,0,,,,,
player,201209160sea,dal,BryaDe01,rec_long,11,,,,,
player,201209160sea,dal,BryaDe01,fumbles,2,,,,,
player,201209160sea,dal,BryaDe01,fumbles_lost,0,,,,,
player,201209160sea,dal,PhilJo00,pass_cmp,0,,,,,
player,201209160sea,dal,PhilJo00,pass_att,0,,,,,
player,201209160sea,dal,PhilJo00,pass_yds,0,,,,,
player,201209160sea,dal,PhilJo00,pass_td,0,,,,,
player,201209160sea,dal,PhilJo00,pass_int,0,,,,,
player,201209160sea,dal,PhilJo00,pass_sacked,0,,,,,
player,201209160sea,dal,PhilJo00,pass_sacked_yds,0,,,,,
player,201209160sea,dal,PhilJo00,pass_long,0,,,,,
player,201209160sea,dal,PhilJo00,pass_rating,,,,,,
player,201209160sea,dal,PhilJo00,rush_att,0,,,,,
player,201209160sea,dal,PhilJo00,rush_yds,0,,,,,
player,201209160sea,dal,PhilJo00,rush_td,0,,,,,
player,201209160sea,dal,PhilJo00,rush_long,0,,,,,
player,201209160sea,dal,PhilJo00,targets,2,,,,,
player,201209160sea,dal,PhilJo00,rec,2,,,,,
player,201209160sea,dal,PhilJo00,rec_yds,16,,,,,
player,201209160sea,dal,PhilJo00,rec_td,0,,,,,
player,201209160sea,dal,PhilJo00,rec_long,9,,,,,
player,201209160sea,dal,PhilJo00,fumbles,0,,,,,
player,201209160sea,dal,PhilJo00,fumbles_lost,0,,,,,
player,201209160sea,sea,WilsRu00,pass_cmp,15,,,,,
player,201209160sea,sea,WilsRu00,pass_att,20,,,,,
player,201209160sea,sea,WilsRu00,pass_yds,151,,,,,
player,201209160sea,sea,WilsRu00,pass_td,1,,,,,
player,201209160sea,sea,WilsRu00,pass_int,0,,,,,
player,201209160sea,sea,WilsRu00,pass_sacked,2,,,,,
player,201209160sea,sea,WilsRu00,pass_sacked_yds,18,,,,,
player,201209160sea,sea,WilsRu00,pass_long,22,,,,,
player,201209160sea,sea,WilsRu00,pass_rating,112.7,,,,,
player,201209160sea,sea,WilsRu00,rush_att,4,,,,,
player,201209160sea,sea,WilsRu00,rush_yds,28,,,,,
player,201209160sea,sea,WilsRu00,rush_td,0,,,,,
player,201209160sea,sea,WilsRu00,rush_long,14,,,,,
player,201209160sea,sea,WilsRu00,targets,0,,,,,
player,201209160sea,sea,WilsRu00,rec,0,,,,,
player,201209160sea,sea,WilsRu00,rec_yds,0,,,,,
player,201209160sea,sea,WilsRu00,rec_td,0,,,,,
player,201209160sea,sea,WilsRu00,rec_long,0,,,,,
player,201209160sea,sea,WilsRu00,fumbles,0,,,,,
player,201209160sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201209160sea,sea,LyncMa00,pass_cmp,0,,,,,
player,201209160sea,sea,LyncMa00,pass_att,0,,,,,
player,201209160sea,sea,LyncMa00,pass_yds,0,,,,,
player,201209160sea,sea,LyncMa00,pass_td,0,,,,,
player,201209160sea,sea,LyncMa00,pass_int,0,,,,,
player,201209160sea,sea,LyncMa00,pass_sacked,0,,,,,
player,201209160sea,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201209160sea,sea,LyncMa00,pass_long,0,,,,,
player,201209160sea,sea,LyncMa00,pass_rating,,,,,,
player,201209160sea,sea,LyncMa00,rush_att,26,,,,,
player,201209160sea,sea,LyncMa00,rush_yds,122,,,,,
player,201209160sea,sea,LyncMa00,rush_td,1,,,,,
player,201209160sea,sea,LyncMa00,rush_long,36,,,,,
player,201209160sea,sea,LyncMa00,targets,0,,,,,
player,201209160sea,sea,LyncMa00,rec,0,,,,,
player,201209160sea,sea,LyncMa00,rec_yds,0,,,,,
player,201209160sea,sea,LyncMa00,rec_td,0,,,,,
player,201209160sea,sea,LyncMa00,rec_long,0,,,,,
player,201209160sea,sea,LyncMa00,fumbles,0,,,,,
player,201209160sea,sea,LyncMa00,fumbles_lost,0,,,,,
player,201209160sea,sea,TurbRo00,pass_cmp,0,,,,,
player,201209160sea,sea,TurbRo00,pass_att,0,,,,,
player,201209160sea,sea,TurbRo00,pass_yds,0,,,,,
player,201209160sea,sea,TurbRo00,pass_td,0,,,,,
player,201209160sea,sea,TurbRo00,pass_int,0,,,,,
player,201209160sea,sea,TurbRo00,pass_sacked,0,,,,,
player,201209160sea,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201209160sea,sea,TurbRo00,pass_long,0,,,,,
player,201209160sea,sea,TurbRo00,pass_rating,,,,,,
player,201209160sea,sea,TurbRo00,rush_att,5,,,,,
player,201209160sea,sea,TurbRo00,rush_yds,15,,,,,
player,201209160sea,sea,TurbRo00,rush_td,0,,,,,
player,201209160sea,sea,TurbRo00,rush_long,6,,,,,
player,201209160sea,sea,TurbRo00,targets,2,,,,,
player,201209160sea,sea,TurbRo00,rec,2,,,,,
player,201209160sea,sea,TurbRo00,rec_yds,24,,,,,
player,201209160sea,sea,TurbRo00,rec_td,0,,,,,
player,201209160sea,sea,TurbRo00,rec_long,14,,,,,
player,201209160sea,sea,TurbRo00,fumbles,0,,,,,
player,201209160sea,sea,TurbRo00,fumbles_lost,0,,,,,
player,201209160sea,sea,WashLe00,pass_cmp,0,,,,,
player,201209160sea,sea,WashLe00,pass_att,0,,,,,
player,201209160sea,sea,WashLe00,pass_yds,0,,,,,
player,201209160sea,sea,WashLe00,pass_td,0,,,,,
player,201209160sea,sea,WashLe00,pass_int,0,,,,,
player,201209160sea,sea,WashLe00,pass_sacked,0,,,,,
player,201209160sea,sea,WashLe00,pass_sacked_yds,0,,,,,
player,201209160sea,sea,WashLe00,pass_long,0,,,,,
player,201209160sea,sea,WashLe00,pass_rating,,,,,,
player,201209160sea,sea,WashLe00,rush_att,4,,,,,
player,201209160sea,sea,WashLe00,rush_yds,11,,,,,
player,201209160sea,sea,WashLe00,rush_td,0,,,,,
player,201209160sea,sea,WashLe00,rush_long,5,,,,,
player,201209160sea,sea,WashLe00,targets,1,,,,,
player,201209160sea,sea,WashLe00,rec,0,,,,,
player,201209160sea,sea,WashLe00,rec_yds,0,,,,,
player,201209160sea,sea,WashLe00,rec_td,0,,,,,
player,201209160sea,sea,WashLe00,rec_long,0,,,,,
player,201209160sea,sea,WashLe00,fumbles,0,,,,,
player,201209160sea,sea,WashLe00,fumbles_lost,0,,,,,
player,201209160sea,sea,RobiMi00,pass_cmp,0,,,,,
player,201209160sea,sea,RobiMi00,pass_att,0,,,,,
player,201209160sea,sea,RobiMi00,pass_yds,0,,,,,
player,201209160sea,sea,RobiMi00,pass_td,0,,,,,
player,201209160sea,sea,RobiMi00,pass_int,0,,,,,
player,201209160sea,sea,RobiMi00,pass_sacked,0,,,,,
player,201209160sea,sea,RobiMi00,pass_sacked_yds,0,,,,,
player,201209160sea,sea,RobiMi00,pass_long,0,,,,,
player,201209160sea,sea,RobiMi00,pass_rating,,,,,,
player,201209160sea,sea,RobiMi00,rush_att,2,,,,,
player,201209160sea,sea,RobiMi00,rush_yds,6,,,,,
player,201209160sea,sea,RobiMi00,rush_td,0,,,,,
player,201209160sea,sea,RobiMi00,rush_long,4,,,,,
player,201209160sea,sea,RobiMi00,targets,0,,,,,
player,201209160sea,sea,RobiMi00,rec,0,,,,,
player,201209160sea,sea,RobiMi00,rec_yds,0,,,,,
player,201209160sea,sea,RobiMi00,rec_td,0,,,,,
player,201209160sea,sea,RobiMi00,rec_long,0,,,,,
player,201209160sea,sea,RobiMi00,fumbles,0,,,,,
player,201209160sea,sea,RobiMi00,fumbles_lost,0,,,,,
player,201209160sea,sea,McCoAn00,pass_cmp,0,,,,,
player,201209160sea,sea,McCoAn00,pass_att,0,,,,,
player,201209160sea,sea,McCoAn00,pass_yds,0,,,,,
player,201209160sea,sea,McCoAn00,pass_td,0,,,,,
player,201209160sea,sea,McCoAn00,pass_int,0,,,,,
player,201209160sea,sea,McCoAn00,pass_sacked,0,,,,,
player,201209160sea,sea,McCoAn00,pass_sacked_yds,0,,,,,
player,201209160sea,sea,McCoAn00,pass_long,0,,,,,
player,201209160sea,sea,McCoAn00,pass_rating,,,,,,
player,201209160sea,sea,McCoAn00,rush_att,0,,,,,
player,201209160sea,sea,McCoAn00,rush_yds,0,,,,,
player,201209160sea,sea,McCoAn00,rush_td,0,,,,,
player,201209160sea,sea,McCoAn00,rush_long,0,,,,,
player,201209160sea,sea,McCoAn00,targets,5,,,,,
player,201209160sea,sea,McCoAn00,rec,5,,,,,
player,201209160sea,sea,McCoAn00,rec_yds,41,,,,,
player,201209160sea,sea,McCoAn00,rec_td,1,,,,,
player,201209160sea,sea,McCoAn00,rec_long,22,,,,,
player,201209160sea,sea,McCoAn00,fumbles,0,,,,,
player,201209160sea,sea,McCoAn00,fumbles_lost,0,,,,,
player,201209160sea,sea,TateGo00,pass_cmp,0,,,,,
player,201209160sea,sea,TateGo00,pass_att,0,,,,,
player,201209160sea,sea,TateGo00,pass_yds,0,,,,,
player,201209160sea,sea,TateGo00,pass_td,0,,,,,
player,201209160sea,sea,TateGo00,pass_int,0,,,,,
player,201209160sea,sea,TateGo00,pass_sacked,0,,,,,
player,201209160sea,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201209160sea,sea,TateGo00,pass_long,0,,,,,
player,201209160sea,sea,TateGo00,pass_rating,,,,,,
player,201209160sea,sea,TateGo00,rush_att,0,,,,,
player,201209160sea,sea,TateGo00,rush_yds,0,,,,,
player,201209160sea,sea,TateGo00,rush_td,0,,,,,
player,201209160sea,sea,TateGo00,rush_long,0,,,,,
player,201209160sea,sea,TateGo00,targets,4,,,,,
player,201209160sea,sea,TateGo00,rec,3,,,,,
player,201209160sea,sea,TateGo00,rec_yds,38,,,,,
player,201209160sea,sea,TateGo00,rec_td,0,,,,,
player,201209160sea,sea,TateGo00,rec_long,20,,,,,
player,201209160sea,sea,TateGo00,fumbles,0,,,,,
player,201209160sea,sea,TateGo00,fumbles_lost,0,,,,,
player,201209160sea,sea,RiceSi01,pass_cmp,0,,,,,
player,201209160sea,sea,RiceSi01,pass_att,0,,,,,
player,201209160sea,sea,RiceSi01,pass_yds,0,,,,,
player,201209160sea,sea,RiceSi01,pass_td,0,,,,,
player,201209160sea,sea,RiceSi01,pass_int,0,,,,,
player,201209160sea,sea,RiceSi01,pass_sacked,0,,,,,
player,201209160sea,sea,RiceSi01,pass_sacked_yds,0,,,,,
player,201209160sea,sea,RiceSi01,pass_long,0,,,,,
player,201209160sea,sea,RiceSi01,pass_rating,,,,,,
player,201209160sea,sea,RiceSi01,rush_att,0,,,,,
player,201209160sea,sea,RiceSi01,rush_yds,0,,,,,
player,201209160sea,sea,RiceSi01,rush_td,0,,,,,
player,201209160sea,sea,RiceSi01,rush_long,0,,,,,
player,201209160sea,sea,RiceSi01,targets,5,,,,,
player,201209160sea,sea,RiceSi01,rec,3,,,,,
player,201209160sea,sea,RiceSi01,rec_yds,33,,,,,
player,201209160sea,sea,RiceSi01,rec_td,0,,,,,
player,201209160sea,sea,RiceSi01,rec_long,18,,,,,
player,201209160sea,sea,RiceSi01,fumbles,0,,,,,
player,201209160sea,sea,RiceSi01,fumbles_lost,0,,,,,
player,201209160sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201209160sea,sea,BaldDo00,pass_att,0,,,,,
player,201209160sea,sea,BaldDo00,pass_yds,0,,,,,
player,201209160sea,sea,BaldDo00,pass_td,0,,,,,
player,201209160sea,sea,BaldDo00,pass_int,0,,,,,
player,201209160sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201209160sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201209160sea,sea,BaldDo00,pass_long,0,,,,,
player,201209160sea,sea,BaldDo00,pass_rating,,,,,,
player,201209160sea,sea,BaldDo00,rush_att,0,,,,,
player,201209160sea,sea,BaldDo00,rush_yds,0,,,,,
player,201209160sea,sea,BaldDo00,rush_td,0,,,,,
player,201209160sea,sea,BaldDo00,rush_long,0,,,,,
player,201209160sea,sea,BaldDo00,targets,1,,,,,
player,201209160sea,sea,BaldDo00,rec,1,,,,,
player,201209160sea,sea,BaldDo00,rec_yds,8,,,,,
player,201209160sea,sea,BaldDo00,rec_td,0,,,,,
player,201209160sea,sea,BaldDo00,rec_long,8,,,,,
player,201209160sea,sea,BaldDo00,fumbles,0,,,,,
player,201209160sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201209160sea,sea,MillZa01,pass_cmp,0,,,,,
player,201209160sea,sea,MillZa01,pass_att,0,,,,,
player,201209160sea,sea,MillZa01,pass_yds,0,,,,,
player,201209160sea,sea,MillZa01,pass_td,0,,,,,
player,201209160sea,sea,MillZa01,pass_int,0,,,,,
player,201209160sea,sea,MillZa01,pass_sacked,0,,,,,
player,201209160sea,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201209160sea,sea,MillZa01,pass_long,0,,,,,
player,201209160sea,sea,MillZa01,pass_rating,,,,,,
player,201209160sea,sea,MillZa01,rush_att,0,,,,,
player,201209160sea,sea,MillZa01,rush_yds,0,,,,,
player,201209160sea,sea,MillZa01,rush_td,0,,,,,
player,201209160sea,sea,MillZa01,rush_long,0,,,,,
player,201209160sea,sea,MillZa01,targets,1,,,,,
player,201209160sea,sea,MillZa01,rec,1,,,,,
player,201209160sea,sea,MillZa01,rec_yds,7,,,,,
player,201209160sea,sea,MillZa01,rec_td,0,,,,,
player,201209160sea,sea,MillZa01,rec_long,7,,,,,
player,201209160sea,sea,MillZa01,fumbles,0,,,,,
player,201209160sea,sea,MillZa01,fumbles_lost,0,,,,,
player,201209160sea,sea,MoorEv00,pass_cmp,0,,,,,
player,201209160sea,sea,MoorEv00,pass_att,0,,,,,
player,201209160sea,sea,MoorEv00,pass_yds,0,,,,,
player,201209160sea,sea,MoorEv00,pass_td,0,,,,,
player,201209160sea,sea,MoorEv00,pass_int,0,,,,,
player,201209160sea,sea,MoorEv00,pass_sacked,0,,,,,
player,201209160sea,sea,MoorEv00,pass_sacked_yds,0,,,,,
player,201209160sea,sea,MoorEv00,pass_long,0,,,,,
player,201209160sea,sea,MoorEv00,pass_rating,,,,,,
player,201209160sea,sea,MoorEv00,rush_att,0,,,,,
player,201209160sea,sea,MoorEv00,rush_yds,0,,,,,
player,201209160sea,sea,MoorEv00,rush_td,0,,,,,
player,201209160sea,sea,MoorEv00,rush_long,0,,,,,
player,201209160sea,sea,MoorEv00,targets,1,,,,,
player,201209160sea,sea,MoorEv00,rec,0,,,,,
player,201209160sea,sea,MoorEv00,rec_yds,0,,,,,
player,201209160sea,sea,MoorEv00,rec_td,0,,,,,
player,201209160sea,sea,MoorEv00,rec_long,0,,,,,
player,201209160sea,sea,MoorEv00,fumbles,0,,,,,
player,201209160sea,sea,MoorEv00,fumbles_lost,0,,,,,
player,201209160sea,dal,SpenAn99,def_int,0,,,,,
player,201209160sea,dal,SpenAn99,def_int_yds,0,,,,,
player,201209160sea,dal,SpenAn99,def_int_td,0,,,,,
player,201209160sea,dal,SpenAn99,def_int_long,0,,,,,
player,201209160sea,dal,SpenAn99,pass_defended,1,,,,,
player,201209160sea,dal,SpenAn99,sacks,2.0,,,,,
player,201209160sea,dal,SpenAn99,tackles_combined,7,,,,,
player,201209160sea,dal,SpenAn99,tackles_solo,4,,,,,
player,201209160sea,dal,SpenAn99,tackles_assists,3,,,,,
player,201209160sea,dal,SpenAn99,tackles_loss,1,,,,,
player,201209160sea,dal,SpenAn99,qb_hits,2,,,,,
player,201209160sea,dal,SpenAn99,fumbles_rec,0,,,,,
player,201209160sea,dal,SpenAn99,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,SpenAn99,fumbles_rec_td,0,,,,,
player,201209160sea,dal,SpenAn99,fumbles_forced,0,,,,,
player,201209160sea,dal,LeexSe99,def_int,0,,,,,
player,201209160sea,dal,LeexSe99,def_int_yds,0,,,,,
player,201209160sea,dal,LeexSe99,def_int_td,0,,,,,
player,201209160sea,dal,LeexSe99,def_int_long,0,,,,,
player,201209160sea,dal,LeexSe99,pass_defended,0,,,,,
player,201209160sea,dal,LeexSe99,sacks,0.0,,,,,
player,201209160sea,dal,LeexSe99,tackles_combined,14,,,,,
player,201209160sea,dal,LeexSe99,tackles_solo,4,,,,,
player,201209160sea,dal,LeexSe99,tackles_assists,10,,,,,
player,201209160sea,dal,LeexSe99,tackles_loss,0,,,,,
player,201209160sea,dal,LeexSe99,qb_hits,0,,,,,
player,201209160sea,dal,LeexSe99,fumbles_rec,0,,,,,
player,201209160sea,dal,LeexSe99,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,LeexSe99,fumbles_rec_td,0,,,,,
player,201209160sea,dal,LeexSe99,fumbles_forced,0,,,,,
player,201209160sea,dal,CartBr00,def_int,0,,,,,
player,201209160sea,dal,CartBr00,def_int_yds,0,,,,,
player,201209160sea,dal,CartBr00,def_int_td,0,,,,,
player,201209160sea,dal,CartBr00,def_int_long,0,,,,,
player,201209160sea,dal,CartBr00,pass_defended,1,,,,,
player,201209160sea,dal,CartBr00,sacks,0.0,,,,,
player,201209160sea,dal,CartBr00,tackles_combined,10,,,,,
player,201209160sea,dal,CartBr00,tackles_solo,4,,,,,
player,201209160sea,dal,CartBr00,tackles_assists,6,,,,,
player,201209160sea,dal,CartBr00,tackles_loss,1,,,,,
player,201209160sea,dal,CartBr00,qb_hits,0,,,,,
player,201209160sea,dal,CartBr00,fumbles_rec,0,,,,,
player,201209160sea,dal,CartBr00,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,CartBr00,fumbles_rec_td,0,,,,,
player,201209160sea,dal,CartBr00,fumbles_forced,0,,,,,
player,201209160sea,dal,LissSe99,def_int,0,,,,,
player,201209160sea,dal,LissSe99,def_int_yds,0,,,,,
player,201209160sea,dal,LissSe99,def_int_td,0,,,,,
player,201209160sea,dal,LissSe99,def_int_long,0,,,,,
player,201209160sea,dal,LissSe99,pass_defended,0,,,,,
player,201209160sea,dal,LissSe99,sacks,0.0,,,,,
player,201209160sea,dal,LissSe99,tackles_combined,10,,,,,
