game,2012,14,20121209,201212090nyg,nor,"New Orleans Saints",27,nyg,"New York Giants",52
player,201212090nyg,nor,MorgJo01,pass_td,0,,,,,
player,201212090nyg,nor,MorgJo01,pass_int,0,,,,,
player,201212090nyg,nor,MorgJo01,pass_sacked,0,,,,,
player,201212090nyg,nor,MorgJo01,pass_sacked_yds,0,,,,,
player,201212090nyg,nor,MorgJo01,pass_long,0,,,,,
player,201212090nyg,nor,MorgJo01,pass_rating,,,,,,
player,201212090nyg,nor,MorgJo01,rush_att,0,,,,,
player,201212090nyg,nor,MorgJo01,rush_yds,0,,,,,
player,201212090nyg,nor,MorgJo01,rush_td,0,,,,,
player,201212090nyg,nor,MorgJo01,rush_long,0,,,,,
player,201212090nyg,nor,MorgJo01,targets,2,,,,,
player,201212090nyg,nor,MorgJo01,rec,2,,,,,
player,201212090nyg,nor,MorgJo01,rec_yds,106,,,,,
player,201212090nyg,nor,MorgJo01,rec_td,0,,,,,
player,201212090nyg,nor,MorgJo01,rec_long,62,,,,,
player,201212090nyg,nor,MorgJo01,fumbles,0,,,,,
player,201212090nyg,nor,MorgJo01,fumbles_lost,0,,,,,
player,201212090nyg,nor,ColsMa00,pass_cmp,0,,,,,
player,201212090nyg,nor,ColsMa00,pass_att,0,,,,,
player,201212090nyg,nor,ColsMa00,pass_yds,0,,,,,
player,201212090nyg,nor,ColsMa00,pass_td,0,,,,,
player,201212090nyg,nor,ColsMa00,pass_int,0,,,,,
player,201212090nyg,nor,ColsMa00,pass_sacked,0,,,,,
player,201212090nyg,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201212090nyg,nor,ColsMa00,pass_long,0,,,,,
player,201212090nyg,nor,ColsMa00,pass_rating,,,,,,
player,201212090nyg,nor,ColsMa00,rush_att,0,,,,,
player,201212090nyg,nor,ColsMa00,rush_yds,0,,,,,
player,201212090nyg,nor,ColsMa00,rush_td,0,,,,,
player,201212090nyg,nor,ColsMa00,rush_long,0,,,,,
player,201212090nyg,nor,ColsMa00,targets,4,,,,,
player,201212090nyg,nor,ColsMa00,rec,4,,,,,
player,201212090nyg,nor,ColsMa00,rec_yds,61,,,,,
player,201212090nyg,nor,ColsMa00,rec_td,0,,,,,
player,201212090nyg,nor,ColsMa00,rec_long,30,,,,,
player,201212090nyg,nor,ColsMa00,fumbles,1,,,,,
player,201212090nyg,nor,ColsMa00,fumbles_lost,1,,,,,
player,201212090nyg,nor,GrahJi00,pass_cmp,0,,,,,
player,201212090nyg,nor,GrahJi00,pass_att,0,,,,,
player,201212090nyg,nor,GrahJi00,pass_yds,0,,,,,
player,201212090nyg,nor,GrahJi00,pass_td,0,,,,,
player,201212090nyg,nor,GrahJi00,pass_int,0,,,,,
player,201212090nyg,nor,GrahJi00,pass_sacked,0,,,,,
player,201212090nyg,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201212090nyg,nor,GrahJi00,pass_long,0,,,,,
player,201212090nyg,nor,GrahJi00,pass_rating,,,,,,
player,201212090nyg,nor,GrahJi00,rush_att,0,,,,,
player,201212090nyg,nor,GrahJi00,rush_yds,0,,,,,
player,201212090nyg,nor,GrahJi00,rush_td,0,,,,,
player,201212090nyg,nor,GrahJi00,rush_long,0,,,,,
player,201212090nyg,nor,GrahJi00,targets,10,,,,,
player,201212090nyg,nor,GrahJi00,rec,5,,,,,
player,201212090nyg,nor,GrahJi00,rec_yds,56,,,,,
player,201212090nyg,nor,GrahJi00,rec_td,0,,,,,
player,201212090nyg,nor,GrahJi00,rec_long,27,,,,,
player,201212090nyg,nor,GrahJi00,fumbles,0,,,,,
player,201212090nyg,nor,GrahJi00,fumbles_lost,0,,,,,
player,201212090nyg,nor,MoorLa00,pass_cmp,0,,,,,
player,201212090nyg,nor,MoorLa00,pass_att,0,,,,,
player,201212090nyg,nor,MoorLa00,pass_yds,0,,,,,
player,201212090nyg,nor,MoorLa00,pass_td,0,,,,,
player,201212090nyg,nor,MoorLa00,pass_int,0,,,,,
player,201212090nyg,nor,MoorLa00,pass_sacked,0,,,,,
player,201212090nyg,nor,MoorLa00,pass_sacked_yds,0,,,,,
player,201212090nyg,nor,MoorLa00,pass_long,0,,,,,
player,201212090nyg,nor,MoorLa00,pass_rating,,,,,,
player,201212090nyg,nor,MoorLa00,rush_att,0,,,,,
player,201212090nyg,nor,MoorLa00,rush_yds,0,,,,,
player,201212090nyg,nor,MoorLa00,rush_td,0,,,,,
player,201212090nyg,nor,MoorLa00,rush_long,0,,,,,
player,201212090nyg,nor,MoorLa00,targets,4,,,,,
player,201212090nyg,nor,MoorLa00,rec,1,,,,,
player,201212090nyg,nor,MoorLa00,rec_yds,26,,,,,
player,201212090nyg,nor,MoorLa00,rec_td,0,,,,,
player,201212090nyg,nor,MoorLa00,rec_long,26,,,,,
player,201212090nyg,nor,MoorLa00,fumbles,0,,,,,
player,201212090nyg,nor,MoorLa00,fumbles_lost,0,,,,,
player,201212090nyg,nor,HendDe00,pass_cmp,0,,,,,
player,201212090nyg,nor,HendDe00,pass_att,0,,,,,
player,201212090nyg,nor,HendDe00,pass_yds,0,,,,,
player,201212090nyg,nor,HendDe00,pass_td,0,,,,,
player,201212090nyg,nor,HendDe00,pass_int,0,,,,,
player,201212090nyg,nor,HendDe00,pass_sacked,0,,,,,
player,201212090nyg,nor,HendDe00,pass_sacked_yds,0,,,,,
player,201212090nyg,nor,HendDe00,pass_long,0,,,,,
player,201212090nyg,nor,HendDe00,pass_rating,,,,,,
player,201212090nyg,nor,HendDe00,rush_att,0,,,,,
player,201212090nyg,nor,HendDe00,rush_yds,0,,,,,
player,201212090nyg,nor,HendDe00,rush_td,0,,,,,
player,201212090nyg,nor,HendDe00,rush_long,0,,,,,
player,201212090nyg,nor,HendDe00,targets,4,,,,,
player,201212090nyg,nor,HendDe00,rec,1,,,,,
player,201212090nyg,nor,HendDe00,rec_yds,11,,,,,
player,201212090nyg,nor,HendDe00,rec_td,0,,,,,
player,201212090nyg,nor,HendDe00,rec_long,11,,,,,
player,201212090nyg,nor,HendDe00,fumbles,0,,,,,
player,201212090nyg,nor,HendDe00,fumbles_lost,0,,,,,
player,201212090nyg,nor,CollJe01,pass_cmp,0,,,,,
player,201212090nyg,nor,CollJe01,pass_att,0,,,,,
player,201212090nyg,nor,CollJe01,pass_yds,0,,,,,
player,201212090nyg,nor,CollJe01,pass_td,0,,,,,
player,201212090nyg,nor,CollJe01,pass_int,0,,,,,
player,201212090nyg,nor,CollJe01,pass_sacked,0,,,,,
player,201212090nyg,nor,CollJe01,pass_sacked_yds,0,,,,,
player,201212090nyg,nor,CollJe01,pass_long,0,,,,,
player,201212090nyg,nor,CollJe01,pass_rating,,,,,,
player,201212090nyg,nor,CollJe01,rush_att,0,,,,,
player,201212090nyg,nor,CollJe01,rush_yds,0,,,,,
player,201212090nyg,nor,CollJe01,rush_td,0,,,,,
player,201212090nyg,nor,CollJe01,rush_long,0,,,,,
player,201212090nyg,nor,CollJe01,targets,2,,,,,
player,201212090nyg,nor,CollJe01,rec,2,,,,,
player,201212090nyg,nor,CollJe01,rec_yds,9,,,,,
player,201212090nyg,nor,CollJe01,rec_td,0,,,,,
player,201212090nyg,nor,CollJe01,rec_long,7,,,,,
player,201212090nyg,nor,CollJe01,fumbles,1,,,,,
player,201212090nyg,nor,CollJe01,fumbles_lost,1,,,,,
player,201212090nyg,nyg,MannEl00,pass_cmp,22,,,,,
player,201212090nyg,nyg,MannEl00,pass_att,35,,,,,
player,201212090nyg,nyg,MannEl00,pass_yds,259,,,,,
player,201212090nyg,nyg,MannEl00,pass_td,4,,,,,
player,201212090nyg,nyg,MannEl00,pass_int,2,,,,,
player,201212090nyg,nyg,MannEl00,pass_sacked,0,,,,,
player,201212090nyg,nyg,MannEl00,pass_sacked_yds,0,,,,,
player,201212090nyg,nyg,MannEl00,pass_long,35,,,,,
player,201212090nyg,nyg,MannEl00,pass_rating,99.6,,,,,
player,201212090nyg,nyg,MannEl00,rush_att,2,,,,,
player,201212090nyg,nyg,MannEl00,rush_yds,-3,,,,,
player,201212090nyg,nyg,MannEl00,rush_td,0,,,,,
player,201212090nyg,nyg,MannEl00,rush_long,-1,,,,,
player,201212090nyg,nyg,MannEl00,targets,0,,,,,
player,201212090nyg,nyg,MannEl00,rec,0,,,,,
player,201212090nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201212090nyg,nyg,MannEl00,rec_td,0,,,,,
player,201212090nyg,nyg,MannEl00,rec_long,0,,,,,
player,201212090nyg,nyg,MannEl00,fumbles,0,,,,,
player,201212090nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201212090nyg,nyg,WilsDa01,pass_cmp,0,,,,,
player,201212090nyg,nyg,WilsDa01,pass_att,0,,,,,
player,201212090nyg,nyg,WilsDa01,pass_yds,0,,,,,
player,201212090nyg,nyg,WilsDa01,pass_td,0,,,,,
player,201212090nyg,nyg,WilsDa01,pass_int,0,,,,,
player,201212090nyg,nyg,WilsDa01,pass_sacked,0,,,,,
player,201212090nyg,nyg,WilsDa01,pass_sacked_yds,0,,,,,
player,201212090nyg,nyg,WilsDa01,pass_long,0,,,,,
player,201212090nyg,nyg,WilsDa01,pass_rating,,,,,,
player,201212090nyg,nyg,WilsDa01,rush_att,13,,,,,
player,201212090nyg,nyg,WilsDa01,rush_yds,100,,,,,
player,201212090nyg,nyg,WilsDa01,rush_td,2,,,,,
player,201212090nyg,nyg,WilsDa01,rush_long,52,,,,,
player,201212090nyg,nyg,WilsDa01,targets,0,,,,,
player,201212090nyg,nyg,WilsDa01,rec,0,,,,,
player,201212090nyg,nyg,WilsDa01,rec_yds,0,,,,,
player,201212090nyg,nyg,WilsDa01,rec_td,0,,,,,
player,201212090nyg,nyg,WilsDa01,rec_long,0,,,,,
player,201212090nyg,nyg,WilsDa01,fumbles,0,,,,,
player,201212090nyg,nyg,WilsDa01,fumbles_lost,0,,,,,
player,201212090nyg,nyg,BradAh00,pass_cmp,0,,,,,
player,201212090nyg,nyg,BradAh00,pass_att,0,,,,,
player,201212090nyg,nyg,BradAh00,pass_yds,0,,,,,
player,201212090nyg,nyg,BradAh00,pass_td,0,,,,,
player,201212090nyg,nyg,BradAh00,pass_int,0,,,,,
player,201212090nyg,nyg,BradAh00,pass_sacked,0,,,,,
player,201212090nyg,nyg,BradAh00,pass_sacked_yds,0,,,,,
player,201212090nyg,nyg,BradAh00,pass_long,0,,,,,
player,201212090nyg,nyg,BradAh00,pass_rating,,,,,,
player,201212090nyg,nyg,BradAh00,rush_att,11,,,,,
player,201212090nyg,nyg,BradAh00,rush_yds,33,,,,,
player,201212090nyg,nyg,BradAh00,rush_td,0,,,,,
player,201212090nyg,nyg,BradAh00,rush_long,6,,,,,
player,201212090nyg,nyg,BradAh00,targets,1,,,,,
player,201212090nyg,nyg,BradAh00,rec,0,,,,,
player,201212090nyg,nyg,BradAh00,rec_yds,0,,,,,
player,201212090nyg,nyg,BradAh00,rec_td,0,,,,,
player,201212090nyg,nyg,BradAh00,rec_long,0,,,,,
player,201212090nyg,nyg,BradAh00,fumbles,0,,,,,
player,201212090nyg,nyg,BradAh00,fumbles_lost,0,,,,,
player,201212090nyg,nyg,HynoHe01,pass_cmp,0,,,,,
player,201212090nyg,nyg,HynoHe01,pass_att,0,,,,,
player,201212090nyg,nyg,HynoHe01,pass_yds,0,,,,,
player,201212090nyg,nyg,HynoHe01,pass_td,0,,,,,
player,201212090nyg,nyg,HynoHe01,pass_int,0,,,,,
player,201212090nyg,nyg,HynoHe01,pass_sacked,0,,,,,
player,201212090nyg,nyg,HynoHe01,pass_sacked_yds,0,,,,,
player,201212090nyg,nyg,HynoHe01,pass_long,0,,,,,
player,201212090nyg,nyg,HynoHe01,pass_rating,,,,,,
player,201212090nyg,nyg,HynoHe01,rush_att,1,,,,,
player,201212090nyg,nyg,HynoHe01,rush_yds,5,,,,,
player,201212090nyg,nyg,HynoHe01,rush_td,0,,,,,
player,201212090nyg,nyg,HynoHe01,rush_long,5,,,,,
player,201212090nyg,nyg,HynoHe01,targets,3,,,,,
player,201212090nyg,nyg,HynoHe01,rec,2,,,,,
player,201212090nyg,nyg,HynoHe01,rec_yds,9,,,,,
player,201212090nyg,nyg,HynoHe01,rec_td,0,,,,,
player,201212090nyg,nyg,HynoHe01,rec_long,8,,,,,
player,201212090nyg,nyg,HynoHe01,fumbles,0,,,,,
player,201212090nyg,nyg,HynoHe01,fumbles_lost,0,,,,,
player,201212090nyg,nyg,CruzVi00,pass_cmp,0,,,,,
player,201212090nyg,nyg,CruzVi00,pass_att,0,,,,,
player,201212090nyg,nyg,CruzVi00,pass_yds,0,,,,,
player,201212090nyg,nyg,CruzVi00,pass_td,0,,,,,
player,201212090nyg,nyg,CruzVi00,pass_int,0,,,,,
player,201212090nyg,nyg,CruzVi00,pass_sacked,0,,,,,
player,201212090nyg,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201212090nyg,nyg,CruzVi00,pass_long,0,,,,,
player,201212090nyg,nyg,CruzVi00,pass_rating,,,,,,
player,201212090nyg,nyg,CruzVi00,rush_att,0,,,,,
player,201212090nyg,nyg,CruzVi00,rush_yds,0,,,,,
player,201212090nyg,nyg,CruzVi00,rush_td,0,,,,,
player,201212090nyg,nyg,CruzVi00,rush_long,0,,,,,
player,201212090nyg,nyg,CruzVi00,targets,9,,,,,
player,201212090nyg,nyg,CruzVi00,rec,8,,,,,
player,201212090nyg,nyg,CruzVi00,rec_yds,121,,,,,
player,201212090nyg,nyg,CruzVi00,rec_td,1,,,,,
player,201212090nyg,nyg,CruzVi00,rec_long,35,,,,,
player,201212090nyg,nyg,CruzVi00,fumbles,0,,,,,
player,201212090nyg,nyg,CruzVi00,fumbles_lost,0,,,,,
player,201212090nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201212090nyg,nyg,NickHa01,pass_att,0,,,,,
player,201212090nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201212090nyg,nyg,NickHa01,pass_td,0,,,,,
player,201212090nyg,nyg,NickHa01,pass_int,0,,,,,
player,201212090nyg,nyg,NickHa01,pass_sacked,0,,,,,
player,201212090nyg,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201212090nyg,nyg,NickHa01,pass_long,0,,,,,
player,201212090nyg,nyg,NickHa01,pass_rating,,,,,,
player,201212090nyg,nyg,NickHa01,rush_att,0,,,,,
player,201212090nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201212090nyg,nyg,NickHa01,rush_td,0,,,,,
player,201212090nyg,nyg,NickHa01,rush_long,0,,,,,
player,201212090nyg,nyg,NickHa01,targets,6,,,,,
player,201212090nyg,nyg,NickHa01,rec,4,,,,,
player,201212090nyg,nyg,NickHa01,rec_yds,67,,,,,
player,201212090nyg,nyg,NickHa01,rec_td,1,,,,,
player,201212090nyg,nyg,NickHa01,rec_long,25,,,,,
player,201212090nyg,nyg,NickHa01,fumbles,0,,,,,
player,201212090nyg,nyg,NickHa01,fumbles_lost,0,,,,,
player,201212090nyg,nyg,BennMa00,pass_cmp,0,,,,,
player,201212090nyg,nyg,BennMa00,pass_att,0,,,,,
player,201212090nyg,nyg,BennMa00,pass_yds,0,,,,,
player,201212090nyg,nyg,BennMa00,pass_td,0,,,,,
player,201212090nyg,nyg,BennMa00,pass_int,0,,,,,
player,201212090nyg,nyg,BennMa00,pass_sacked,0,,,,,
player,201212090nyg,nyg,BennMa00,pass_sacked_yds,0,,,,,
player,201212090nyg,nyg,BennMa00,pass_long,0,,,,,
player,201212090nyg,nyg,BennMa00,pass_rating,,,,,,
player,201212090nyg,nyg,BennMa00,rush_att,0,,,,,
player,201212090nyg,nyg,BennMa00,rush_yds,0,,,,,
player,201212090nyg,nyg,BennMa00,rush_td,0,,,,,
player,201212090nyg,nyg,BennMa00,rush_long,0,,,,,
player,201212090nyg,nyg,BennMa00,targets,8,,,,,
player,201212090nyg,nyg,BennMa00,rec,5,,,,,
player,201212090nyg,nyg,BennMa00,rec_yds,32,,,,,
player,201212090nyg,nyg,BennMa00,rec_td,1,,,,,
player,201212090nyg,nyg,BennMa00,rec_long,11,,,,,
player,201212090nyg,nyg,BennMa00,fumbles,0,,,,,
player,201212090nyg,nyg,BennMa00,fumbles_lost,0,,,,,
player,201212090nyg,nyg,HixoDo00,pass_cmp,0,,,,,
player,201212090nyg,nyg,HixoDo00,pass_att,0,,,,,
player,201212090nyg,nyg,HixoDo00,pass_yds,0,,,,,
player,201212090nyg,nyg,HixoDo00,pass_td,0,,,,,
player,201212090nyg,nyg,HixoDo00,pass_int,0,,,,,
player,201212090nyg,nyg,HixoDo00,pass_sacked,0,,,,,
player,201212090nyg,nyg,HixoDo00,pass_sacked_yds,0,,,,,
player,201212090nyg,nyg,HixoDo00,pass_long,0,,,,,
player,201212090nyg,nyg,HixoDo00,pass_rating,,,,,,
player,201212090nyg,nyg,HixoDo00,rush_att,0,,,,,
player,201212090nyg,nyg,HixoDo00,rush_yds,0,,,,,
player,201212090nyg,nyg,HixoDo00,rush_td,0,,,,,
player,201212090nyg,nyg,HixoDo00,rush_long,0,,,,,
player,201212090nyg,nyg,HixoDo00,targets,4,,,,,
player,201212090nyg,nyg,HixoDo00,rec,3,,,,,
player,201212090nyg,nyg,HixoDo00,rec_yds,30,,,,,
player,201212090nyg,nyg,HixoDo00,rec_td,1,,,,,
player,201212090nyg,nyg,HixoDo00,rec_long,16,,,,,
player,201212090nyg,nyg,HixoDo00,fumbles,0,,,,,
player,201212090nyg,nyg,HixoDo00,fumbles_lost,0,,,,,
player,201212090nyg,nyg,JernJe00,pass_cmp,0,,,,,
player,201212090nyg,nyg,JernJe00,pass_att,0,,,,,
player,201212090nyg,nyg,JernJe00,pass_yds,0,,,,,
player,201212090nyg,nyg,JernJe00,pass_td,0,,,,,
player,201212090nyg,nyg,JernJe00,pass_int,0,,,,,
player,201212090nyg,nyg,JernJe00,pass_sacked,0,,,,,
player,201212090nyg,nyg,JernJe00,pass_sacked_yds,0,,,,,
player,201212090nyg,nyg,JernJe00,pass_long,0,,,,,
player,201212090nyg,nyg,JernJe00,pass_rating,,,,,,
player,201212090nyg,nyg,JernJe00,rush_att,0,,,,,
player,201212090nyg,nyg,JernJe00,rush_yds,0,,,,,
player,201212090nyg,nyg,JernJe00,rush_td,0,,,,,
player,201212090nyg,nyg,JernJe00,rush_long,0,,,,,
player,201212090nyg,nyg,JernJe00,targets,1,,,,,
player,201212090nyg,nyg,JernJe00,rec,0,,,,,
player,201212090nyg,nyg,JernJe00,rec_yds,0,,,,,
player,201212090nyg,nyg,JernJe00,rec_td,0,,,,,
player,201212090nyg,nyg,JernJe00,rec_long,0,,,,,
player,201212090nyg,nyg,JernJe00,fumbles,1,,,,,
player,201212090nyg,nyg,JernJe00,fumbles_lost,0,,,,,
player,201212090nyg,nyg,BardRa00,pass_cmp,0,,,,,
player,201212090nyg,nyg,BardRa00,pass_att,0,,,,,
player,201212090nyg,nyg,BardRa00,pass_yds,0,,,,,
player,201212090nyg,nyg,BardRa00,pass_td,0,,,,,
player,201212090nyg,nyg,BardRa00,pass_int,0,,,,,
player,201212090nyg,nyg,BardRa00,pass_sacked,0,,,,,
player,201212090nyg,nyg,BardRa00,pass_sacked_yds,0,,,,,
player,201212090nyg,nyg,BardRa00,pass_long,0,,,,,
player,201212090nyg,nyg,BardRa00,pass_rating,,,,,,
player,201212090nyg,nyg,BardRa00,rush_att,0,,,,,
player,201212090nyg,nyg,BardRa00,rush_yds,0,,,,,
player,201212090nyg,nyg,BardRa00,rush_td,0,,,,,
player,201212090nyg,nyg,BardRa00,rush_long,0,,,,,
player,201212090nyg,nyg,BardRa00,targets,1,,,,,
player,201212090nyg,nyg,BardRa00,rec,0,,,,,
player,201212090nyg,nyg,BardRa00,rec_yds,0,,,,,
player,201212090nyg,nyg,BardRa00,rec_td,0,,,,,
player,201212090nyg,nyg,BardRa00,rec_long,0,,,,,
player,201212090nyg,nyg,BardRa00,fumbles,0,,,,,
player,201212090nyg,nyg,BardRa00,fumbles_lost,0,,,,,
player,201212090nyg,nor,AbduIs00,def_int,1,,,,,
player,201212090nyg,nor,AbduIs00,def_int_yds,12,,,,,
player,201212090nyg,nor,AbduIs00,def_int_td,0,,,,,
player,201212090nyg,nor,AbduIs00,def_int_long,12,,,,,
player,201212090nyg,nor,AbduIs00,pass_defended,2,,,,,
player,201212090nyg,nor,AbduIs00,sacks,0.0,,,,,
player,201212090nyg,nor,AbduIs00,tackles_combined,5,,,,,
player,201212090nyg,nor,AbduIs00,tackles_solo,4,,,,,
player,201212090nyg,nor,AbduIs00,tackles_assists,1,,,,,
player,201212090nyg,nor,AbduIs00,tackles_loss,0,,,,,
player,201212090nyg,nor,AbduIs00,qb_hits,0,,,,,
player,201212090nyg,nor,AbduIs00,fumbles_rec,0,,,,,
player,201212090nyg,nor,AbduIs00,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,AbduIs00,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,AbduIs00,fumbles_forced,0,,,,,
