game,2012,16,20121223,201212230tam,ram,"St. Louis Rams",28,tam,"Tampa Bay Buccaneers",13
player,201212230tam,ram,GiveCh00,pass_att,0,,,,,
player,201212230tam,ram,GiveCh00,pass_yds,0,,,,,
player,201212230tam,ram,GiveCh00,pass_td,0,,,,,
player,201212230tam,ram,GiveCh00,pass_int,0,,,,,
player,201212230tam,ram,GiveCh00,pass_sacked,0,,,,,
player,201212230tam,ram,GiveCh00,pass_sacked_yds,0,,,,,
player,201212230tam,ram,GiveCh00,pass_long,0,,,,,
player,201212230tam,ram,GiveCh00,pass_rating,,,,,,
player,201212230tam,ram,GiveCh00,rush_att,0,,,,,
player,201212230tam,ram,GiveCh00,rush_yds,0,,,,,
player,201212230tam,ram,GiveCh00,rush_td,0,,,,,
player,201212230tam,ram,GiveCh00,rush_long,0,,,,,
player,201212230tam,ram,GiveCh00,targets,5,,,,,
player,201212230tam,ram,GiveCh00,rec,3,,,,,
player,201212230tam,ram,GiveCh00,rec_yds,38,,,,,
player,201212230tam,ram,GiveCh00,rec_td,0,,,,,
player,201212230tam,ram,GiveCh00,rec_long,14,,,,,
player,201212230tam,ram,GiveCh00,fumbles,0,,,,,
player,201212230tam,ram,GiveCh00,fumbles_lost,0,,,,,
player,201212230tam,ram,GibsBr00,pass_cmp,0,,,,,
player,201212230tam,ram,GibsBr00,pass_att,0,,,,,
player,201212230tam,ram,GibsBr00,pass_yds,0,,,,,
player,201212230tam,ram,GibsBr00,pass_td,0,,,,,
player,201212230tam,ram,GibsBr00,pass_int,0,,,,,
player,201212230tam,ram,GibsBr00,pass_sacked,0,,,,,
player,201212230tam,ram,GibsBr00,pass_sacked_yds,0,,,,,
player,201212230tam,ram,GibsBr00,pass_long,0,,,,,
player,201212230tam,ram,GibsBr00,pass_rating,,,,,,
player,201212230tam,ram,GibsBr00,rush_att,0,,,,,
player,201212230tam,ram,GibsBr00,rush_yds,0,,,,,
player,201212230tam,ram,GibsBr00,rush_td,0,,,,,
player,201212230tam,ram,GibsBr00,rush_long,0,,,,,
player,201212230tam,ram,GibsBr00,targets,3,,,,,
player,201212230tam,ram,GibsBr00,rec,2,,,,,
player,201212230tam,ram,GibsBr00,rec_yds,33,,,,,
player,201212230tam,ram,GibsBr00,rec_td,0,,,,,
player,201212230tam,ram,GibsBr00,rec_long,20,,,,,
player,201212230tam,ram,GibsBr00,fumbles,0,,,,,
player,201212230tam,ram,GibsBr00,fumbles_lost,0,,,,,
player,201212230tam,ram,PettAu00,pass_cmp,0,,,,,
player,201212230tam,ram,PettAu00,pass_att,0,,,,,
player,201212230tam,ram,PettAu00,pass_yds,0,,,,,
player,201212230tam,ram,PettAu00,pass_td,0,,,,,
player,201212230tam,ram,PettAu00,pass_int,0,,,,,
player,201212230tam,ram,PettAu00,pass_sacked,0,,,,,
player,201212230tam,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201212230tam,ram,PettAu00,pass_long,0,,,,,
player,201212230tam,ram,PettAu00,pass_rating,,,,,,
player,201212230tam,ram,PettAu00,rush_att,0,,,,,
player,201212230tam,ram,PettAu00,rush_yds,0,,,,,
player,201212230tam,ram,PettAu00,rush_td,0,,,,,
player,201212230tam,ram,PettAu00,rush_long,0,,,,,
player,201212230tam,ram,PettAu00,targets,1,,,,,
player,201212230tam,ram,PettAu00,rec,1,,,,,
player,201212230tam,ram,PettAu00,rec_yds,5,,,,,
player,201212230tam,ram,PettAu00,rec_td,1,,,,,
player,201212230tam,ram,PettAu00,rec_long,5,,,,,
player,201212230tam,ram,PettAu00,fumbles,0,,,,,
player,201212230tam,ram,PettAu00,fumbles_lost,0,,,,,
player,201212230tam,ram,AmenDa00,pass_cmp,0,,,,,
player,201212230tam,ram,AmenDa00,pass_att,0,,,,,
player,201212230tam,ram,AmenDa00,pass_yds,0,,,,,
player,201212230tam,ram,AmenDa00,pass_td,0,,,,,
player,201212230tam,ram,AmenDa00,pass_int,0,,,,,
player,201212230tam,ram,AmenDa00,pass_sacked,0,,,,,
player,201212230tam,ram,AmenDa00,pass_sacked_yds,0,,,,,
player,201212230tam,ram,AmenDa00,pass_long,0,,,,,
player,201212230tam,ram,AmenDa00,pass_rating,,,,,,
player,201212230tam,ram,AmenDa00,rush_att,0,,,,,
player,201212230tam,ram,AmenDa00,rush_yds,0,,,,,
player,201212230tam,ram,AmenDa00,rush_td,0,,,,,
player,201212230tam,ram,AmenDa00,rush_long,0,,,,,
player,201212230tam,ram,AmenDa00,targets,7,,,,,
player,201212230tam,ram,AmenDa00,rec,2,,,,,
player,201212230tam,ram,AmenDa00,rec_yds,5,,,,,
player,201212230tam,ram,AmenDa00,rec_td,0,,,,,
player,201212230tam,ram,AmenDa00,rec_long,8,,,,,
player,201212230tam,ram,AmenDa00,fumbles,1,,,,,
player,201212230tam,ram,AmenDa00,fumbles_lost,1,,,,,
player,201212230tam,ram,QuicBr00,pass_cmp,0,,,,,
player,201212230tam,ram,QuicBr00,pass_att,0,,,,,
player,201212230tam,ram,QuicBr00,pass_yds,0,,,,,
player,201212230tam,ram,QuicBr00,pass_td,0,,,,,
player,201212230tam,ram,QuicBr00,pass_int,0,,,,,
player,201212230tam,ram,QuicBr00,pass_sacked,0,,,,,
player,201212230tam,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201212230tam,ram,QuicBr00,pass_long,0,,,,,
player,201212230tam,ram,QuicBr00,pass_rating,,,,,,
player,201212230tam,ram,QuicBr00,rush_att,0,,,,,
player,201212230tam,ram,QuicBr00,rush_yds,0,,,,,
player,201212230tam,ram,QuicBr00,rush_td,0,,,,,
player,201212230tam,ram,QuicBr00,rush_long,0,,,,,
player,201212230tam,ram,QuicBr00,targets,1,,,,,
player,201212230tam,ram,QuicBr00,rec,0,,,,,
player,201212230tam,ram,QuicBr00,rec_yds,0,,,,,
player,201212230tam,ram,QuicBr00,rec_td,0,,,,,
player,201212230tam,ram,QuicBr00,rec_long,0,,,,,
player,201212230tam,ram,QuicBr00,fumbles,0,,,,,
player,201212230tam,ram,QuicBr00,fumbles_lost,0,,,,,
player,201212230tam,ram,PeadIs00,pass_cmp,0,,,,,
player,201212230tam,ram,PeadIs00,pass_att,0,,,,,
player,201212230tam,ram,PeadIs00,pass_yds,0,,,,,
player,201212230tam,ram,PeadIs00,pass_td,0,,,,,
player,201212230tam,ram,PeadIs00,pass_int,0,,,,,
player,201212230tam,ram,PeadIs00,pass_sacked,0,,,,,
player,201212230tam,ram,PeadIs00,pass_sacked_yds,0,,,,,
player,201212230tam,ram,PeadIs00,pass_long,0,,,,,
player,201212230tam,ram,PeadIs00,pass_rating,,,,,,
player,201212230tam,ram,PeadIs00,rush_att,1,,,,,
player,201212230tam,ram,PeadIs00,rush_yds,0,,,,,
player,201212230tam,ram,PeadIs00,rush_td,0,,,,,
player,201212230tam,ram,PeadIs00,rush_long,0,,,,,
player,201212230tam,ram,PeadIs00,targets,0,,,,,
player,201212230tam,ram,PeadIs00,rec,0,,,,,
player,201212230tam,ram,PeadIs00,rec_yds,0,,,,,
player,201212230tam,ram,PeadIs00,rec_td,0,,,,,
player,201212230tam,ram,PeadIs00,rec_long,0,,,,,
player,201212230tam,ram,PeadIs00,fumbles,0,,,,,
player,201212230tam,ram,PeadIs00,fumbles_lost,0,,,,,
player,201212230tam,ram,McNeMi00,pass_cmp,0,,,,,
player,201212230tam,ram,McNeMi00,pass_att,0,,,,,
player,201212230tam,ram,McNeMi00,pass_yds,0,,,,,
player,201212230tam,ram,McNeMi00,pass_td,0,,,,,
player,201212230tam,ram,McNeMi00,pass_int,0,,,,,
player,201212230tam,ram,McNeMi00,pass_sacked,0,,,,,
player,201212230tam,ram,McNeMi00,pass_sacked_yds,0,,,,,
player,201212230tam,ram,McNeMi00,pass_long,0,,,,,
player,201212230tam,ram,McNeMi00,pass_rating,,,,,,
player,201212230tam,ram,McNeMi00,rush_att,0,,,,,
player,201212230tam,ram,McNeMi00,rush_yds,0,,,,,
player,201212230tam,ram,McNeMi00,rush_td,0,,,,,
player,201212230tam,ram,McNeMi00,rush_long,0,,,,,
player,201212230tam,ram,McNeMi00,targets,1,,,,,
player,201212230tam,ram,McNeMi00,rec,0,,,,,
player,201212230tam,ram,McNeMi00,rec_yds,0,,,,,
player,201212230tam,ram,McNeMi00,rec_td,0,,,,,
player,201212230tam,ram,McNeMi00,rec_long,0,,,,,
player,201212230tam,ram,McNeMi00,fumbles,0,,,,,
player,201212230tam,ram,McNeMi00,fumbles_lost,0,,,,,
player,201212230tam,ram,MullMa00,pass_cmp,0,,,,,
player,201212230tam,ram,MullMa00,pass_att,0,,,,,
player,201212230tam,ram,MullMa00,pass_yds,0,,,,,
player,201212230tam,ram,MullMa00,pass_td,0,,,,,
player,201212230tam,ram,MullMa00,pass_int,0,,,,,
player,201212230tam,ram,MullMa00,pass_sacked,0,,,,,
player,201212230tam,ram,MullMa00,pass_sacked_yds,0,,,,,
player,201212230tam,ram,MullMa00,pass_long,0,,,,,
player,201212230tam,ram,MullMa00,pass_rating,,,,,,
player,201212230tam,ram,MullMa00,rush_att,0,,,,,
player,201212230tam,ram,MullMa00,rush_yds,0,,,,,
player,201212230tam,ram,MullMa00,rush_td,0,,,,,
player,201212230tam,ram,MullMa00,rush_long,0,,,,,
player,201212230tam,ram,MullMa00,targets,1,,,,,
player,201212230tam,ram,MullMa00,rec,0,,,,,
player,201212230tam,ram,MullMa00,rec_yds,0,,,,,
player,201212230tam,ram,MullMa00,rec_td,0,,,,,
player,201212230tam,ram,MullMa00,rec_long,0,,,,,
player,201212230tam,ram,MullMa00,fumbles,0,,,,,
player,201212230tam,ram,MullMa00,fumbles_lost,0,,,,,
player,201212230tam,tam,FreeJo00,pass_cmp,30,,,,,
player,201212230tam,tam,FreeJo00,pass_att,54,,,,,
player,201212230tam,tam,FreeJo00,pass_yds,372,,,,,
player,201212230tam,tam,FreeJo00,pass_td,1,,,,,
player,201212230tam,tam,FreeJo00,pass_int,4,,,,,
player,201212230tam,tam,FreeJo00,pass_sacked,5,,,,,
player,201212230tam,tam,FreeJo00,pass_sacked_yds,23,,,,,
player,201212230tam,tam,FreeJo00,pass_long,61,,,,,
player,201212230tam,tam,FreeJo00,pass_rating,52.4,,,,,
player,201212230tam,tam,FreeJo00,rush_att,4,,,,,
player,201212230tam,tam,FreeJo00,rush_yds,18,,,,,
player,201212230tam,tam,FreeJo00,rush_td,0,,,,,
player,201212230tam,tam,FreeJo00,rush_long,12,,,,,
player,201212230tam,tam,FreeJo00,targets,0,,,,,
player,201212230tam,tam,FreeJo00,rec,0,,,,,
player,201212230tam,tam,FreeJo00,rec_yds,0,,,,,
player,201212230tam,tam,FreeJo00,rec_td,0,,,,,
player,201212230tam,tam,FreeJo00,rec_long,0,,,,,
player,201212230tam,tam,FreeJo00,fumbles,1,,,,,
player,201212230tam,tam,FreeJo00,fumbles_lost,0,,,,,
player,201212230tam,tam,MartDo00,pass_cmp,0,,,,,
player,201212230tam,tam,MartDo00,pass_att,0,,,,,
player,201212230tam,tam,MartDo00,pass_yds,0,,,,,
player,201212230tam,tam,MartDo00,pass_td,0,,,,,
player,201212230tam,tam,MartDo00,pass_int,0,,,,,
player,201212230tam,tam,MartDo00,pass_sacked,0,,,,,
player,201212230tam,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201212230tam,tam,MartDo00,pass_long,0,,,,,
player,201212230tam,tam,MartDo00,pass_rating,,,,,,
player,201212230tam,tam,MartDo00,rush_att,18,,,,,
player,201212230tam,tam,MartDo00,rush_yds,62,,,,,
player,201212230tam,tam,MartDo00,rush_td,0,,,,,
player,201212230tam,tam,MartDo00,rush_long,8,,,,,
player,201212230tam,tam,MartDo00,targets,8,,,,,
player,201212230tam,tam,MartDo00,rec,7,,,,,
player,201212230tam,tam,MartDo00,rec_yds,57,,,,,
player,201212230tam,tam,MartDo00,rec_td,0,,,,,
player,201212230tam,tam,MartDo00,rec_long,17,,,,,
player,201212230tam,tam,MartDo00,fumbles,0,,,,,
player,201212230tam,tam,MartDo00,fumbles_lost,0,,,,,
player,201212230tam,tam,WillMi04,pass_cmp,0,,,,,
player,201212230tam,tam,WillMi04,pass_att,0,,,,,
player,201212230tam,tam,WillMi04,pass_yds,0,,,,,
player,201212230tam,tam,WillMi04,pass_td,0,,,,,
player,201212230tam,tam,WillMi04,pass_int,0,,,,,
player,201212230tam,tam,WillMi04,pass_sacked,0,,,,,
player,201212230tam,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201212230tam,tam,WillMi04,pass_long,0,,,,,
player,201212230tam,tam,WillMi04,pass_rating,,,,,,
player,201212230tam,tam,WillMi04,rush_att,0,,,,,
player,201212230tam,tam,WillMi04,rush_yds,0,,,,,
player,201212230tam,tam,WillMi04,rush_td,0,,,,,
player,201212230tam,tam,WillMi04,rush_long,0,,,,,
player,201212230tam,tam,WillMi04,targets,17,,,,,
player,201212230tam,tam,WillMi04,rec,7,,,,,
player,201212230tam,tam,WillMi04,rec_yds,132,,,,,
player,201212230tam,tam,WillMi04,rec_td,1,,,,,
player,201212230tam,tam,WillMi04,rec_long,61,,,,,
player,201212230tam,tam,WillMi04,fumbles,0,,,,,
player,201212230tam,tam,WillMi04,fumbles_lost,0,,,,,
player,201212230tam,tam,JackVi00,pass_cmp,0,,,,,
player,201212230tam,tam,JackVi00,pass_att,0,,,,,
player,201212230tam,tam,JackVi00,pass_yds,0,,,,,
player,201212230tam,tam,JackVi00,pass_td,0,,,,,
player,201212230tam,tam,JackVi00,pass_int,0,,,,,
player,201212230tam,tam,JackVi00,pass_sacked,0,,,,,
player,201212230tam,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201212230tam,tam,JackVi00,pass_long,0,,,,,
player,201212230tam,tam,JackVi00,pass_rating,,,,,,
player,201212230tam,tam,JackVi00,rush_att,0,,,,,
player,201212230tam,tam,JackVi00,rush_yds,0,,,,,
player,201212230tam,tam,JackVi00,rush_td,0,,,,,
player,201212230tam,tam,JackVi00,rush_long,0,,,,,
player,201212230tam,tam,JackVi00,targets,15,,,,,
player,201212230tam,tam,JackVi00,rec,7,,,,,
player,201212230tam,tam,JackVi00,rec_yds,108,,,,,
player,201212230tam,tam,JackVi00,rec_td,0,,,,,
player,201212230tam,tam,JackVi00,rec_long,46,,,,,
player,201212230tam,tam,JackVi00,fumbles,0,,,,,
player,201212230tam,tam,JackVi00,fumbles_lost,0,,,,,
player,201212230tam,tam,ClarDa00,pass_cmp,0,,,,,
player,201212230tam,tam,ClarDa00,pass_att,0,,,,,
player,201212230tam,tam,ClarDa00,pass_yds,0,,,,,
player,201212230tam,tam,ClarDa00,pass_td,0,,,,,
player,201212230tam,tam,ClarDa00,pass_int,0,,,,,
player,201212230tam,tam,ClarDa00,pass_sacked,0,,,,,
player,201212230tam,tam,ClarDa00,pass_sacked_yds,0,,,,,
player,201212230tam,tam,ClarDa00,pass_long,0,,,,,
player,201212230tam,tam,ClarDa00,pass_rating,,,,,,
player,201212230tam,tam,ClarDa00,rush_att,0,,,,,
player,201212230tam,tam,ClarDa00,rush_yds,0,,,,,
player,201212230tam,tam,ClarDa00,rush_td,0,,,,,
player,201212230tam,tam,ClarDa00,rush_long,0,,,,,
player,201212230tam,tam,ClarDa00,targets,7,,,,,
player,201212230tam,tam,ClarDa00,rec,4,,,,,
player,201212230tam,tam,ClarDa00,rec_yds,33,,,,,
player,201212230tam,tam,ClarDa00,rec_td,0,,,,,
player,201212230tam,tam,ClarDa00,rec_long,11,,,,,
player,201212230tam,tam,ClarDa00,fumbles,0,,,,,
player,201212230tam,tam,ClarDa00,fumbles_lost,0,,,,,
player,201212230tam,tam,UndeTi00,pass_cmp,0,,,,,
player,201212230tam,tam,UndeTi00,pass_att,0,,,,,
player,201212230tam,tam,UndeTi00,pass_yds,0,,,,,
player,201212230tam,tam,UndeTi00,pass_td,0,,,,,
player,201212230tam,tam,UndeTi00,pass_int,0,,,,,
player,201212230tam,tam,UndeTi00,pass_sacked,0,,,,,
player,201212230tam,tam,UndeTi00,pass_sacked_yds,0,,,,,
player,201212230tam,tam,UndeTi00,pass_long,0,,,,,
player,201212230tam,tam,UndeTi00,pass_rating,,,,,,
player,201212230tam,tam,UndeTi00,rush_att,0,,,,,
player,201212230tam,tam,UndeTi00,rush_yds,0,,,,,
player,201212230tam,tam,UndeTi00,rush_td,0,,,,,
player,201212230tam,tam,UndeTi00,rush_long,0,,,,,
player,201212230tam,tam,UndeTi00,targets,2,,,,,
player,201212230tam,tam,UndeTi00,rec,1,,,,,
player,201212230tam,tam,UndeTi00,rec_yds,18,,,,,
player,201212230tam,tam,UndeTi00,rec_td,0,,,,,
player,201212230tam,tam,UndeTi00,rec_long,18,,,,,
player,201212230tam,tam,UndeTi00,fumbles,0,,,,,
player,201212230tam,tam,UndeTi00,fumbles_lost,0,,,,,
player,201212230tam,tam,StocLu00,pass_cmp,0,,,,,
player,201212230tam,tam,StocLu00,pass_att,0,,,,,
player,201212230tam,tam,StocLu00,pass_yds,0,,,,,
player,201212230tam,tam,StocLu00,pass_td,0,,,,,
player,201212230tam,tam,StocLu00,pass_int,0,,,,,
player,201212230tam,tam,StocLu00,pass_sacked,0,,,,,
player,201212230tam,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201212230tam,tam,StocLu00,pass_long,0,,,,,
player,201212230tam,tam,StocLu00,pass_rating,,,,,,
player,201212230tam,tam,StocLu00,rush_att,0,,,,,
player,201212230tam,tam,StocLu00,rush_yds,0,,,,,
player,201212230tam,tam,StocLu00,rush_td,0,,,,,
player,201212230tam,tam,StocLu00,rush_long,0,,,,,
player,201212230tam,tam,StocLu00,targets,2,,,,,
player,201212230tam,tam,StocLu00,rec,2,,,,,
player,201212230tam,tam,StocLu00,rec_yds,16,,,,,
player,201212230tam,tam,StocLu00,rec_td,0,,,,,
player,201212230tam,tam,StocLu00,rec_long,10,,,,,
player,201212230tam,tam,StocLu00,fumbles,0,,,,,
player,201212230tam,tam,StocLu00,fumbles_lost,0,,,,,
player,201212230tam,tam,LoriEr99,pass_cmp,0,,,,,
player,201212230tam,tam,LoriEr99,pass_att,0,,,,,
player,201212230tam,tam,LoriEr99,pass_yds,0,,,,,
player,201212230tam,tam,LoriEr99,pass_td,0,,,,,
player,201212230tam,tam,LoriEr99,pass_int,0,,,,,
player,201212230tam,tam,LoriEr99,pass_sacked,0,,,,,
player,201212230tam,tam,LoriEr99,pass_sacked_yds,0,,,,,
player,201212230tam,tam,LoriEr99,pass_long,0,,,,,
player,201212230tam,tam,LoriEr99,pass_rating,,,,,,
player,201212230tam,tam,LoriEr99,rush_att,0,,,,,
player,201212230tam,tam,LoriEr99,rush_yds,0,,,,,
player,201212230tam,tam,LoriEr99,rush_td,0,,,,,
player,201212230tam,tam,LoriEr99,rush_long,0,,,,,
player,201212230tam,tam,LoriEr99,targets,2,,,,,
player,201212230tam,tam,LoriEr99,rec,2,,,,,
player,201212230tam,tam,LoriEr99,rec_yds,8,,,,,
player,201212230tam,tam,LoriEr99,rec_td,0,,,,,
player,201212230tam,tam,LoriEr99,rec_long,7,,,,,
player,201212230tam,tam,LoriEr99,fumbles,0,,,,,
player,201212230tam,tam,LoriEr99,fumbles_lost,0,,,,,
player,201212230tam,ram,LaurJa99,def_int,1,,,,,
player,201212230tam,ram,LaurJa99,def_int_yds,0,,,,,
player,201212230tam,ram,LaurJa99,def_int_td,0,,,,,
player,201212230tam,ram,LaurJa99,def_int_long,0,,,,,
player,201212230tam,ram,LaurJa99,pass_defended,2,,,,,
player,201212230tam,ram,LaurJa99,sacks,0.0,,,,,
player,201212230tam,ram,LaurJa99,tackles_combined,12,,,,,
player,201212230tam,ram,LaurJa99,tackles_solo,11,,,,,
player,201212230tam,ram,LaurJa99,tackles_assists,1,,,,,
player,201212230tam,ram,LaurJa99,tackles_loss,0,,,,,
player,201212230tam,ram,LaurJa99,qb_hits,0,,,,,
player,201212230tam,ram,LaurJa99,fumbles_rec,0,,,,,
player,201212230tam,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201212230tam,ram,LaurJa99,fumbles_forced,0,,,,,
player,201212230tam,ram,JenkJa03,def_int,1,,,,,
player,201212230tam,ram,JenkJa03,def_int_yds,41,,,,,
player,201212230tam,ram,JenkJa03,def_int_td,1,,,,,
player,201212230tam,ram,JenkJa03,def_int_long,41,,,,,
player,201212230tam,ram,JenkJa03,pass_defended,1,,,,,
player,201212230tam,ram,JenkJa03,sacks,0.0,,,,,
player,201212230tam,ram,JenkJa03,tackles_combined,6,,,,,
player,201212230tam,ram,JenkJa03,tackles_solo,6,,,,,
player,201212230tam,ram,JenkJa03,tackles_assists,0,,,,,
player,201212230tam,ram,JenkJa03,tackles_loss,0,,,,,
player,201212230tam,ram,JenkJa03,qb_hits,0,,,,,
player,201212230tam,ram,JenkJa03,fumbles_rec,0,,,,,
player,201212230tam,ram,JenkJa03,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,JenkJa03,fumbles_rec_td,0,,,,,
player,201212230tam,ram,JenkJa03,fumbles_forced,0,,,,,
player,201212230tam,ram,JohnTr05,def_int,1,,,,,
player,201212230tam,ram,JohnTr05,def_int_yds,0,,,,,
player,201212230tam,ram,JohnTr05,def_int_td,0,,,,,
player,201212230tam,ram,JohnTr05,def_int_long,0,,,,,
player,201212230tam,ram,JohnTr05,pass_defended,3,,,,,
