game,2012,16,20121223,201212230rav,nyg,"New York Giants",14,rav,"Baltimore Ravens",33
player,201212230rav,nyg,MannEl00,pass_rating,78.0,,,,,
player,201212230rav,nyg,MannEl00,rush_att,1,,,,,
player,201212230rav,nyg,MannEl00,rush_yds,8,,,,,
player,201212230rav,nyg,MannEl00,rush_td,0,,,,,
player,201212230rav,nyg,MannEl00,rush_long,8,,,,,
player,201212230rav,nyg,MannEl00,targets,0,,,,,
player,201212230rav,nyg,MannEl00,rec,0,,,,,
player,201212230rav,nyg,MannEl00,rec_yds,0,,,,,
player,201212230rav,nyg,MannEl00,rec_td,0,,,,,
player,201212230rav,nyg,MannEl00,rec_long,0,,,,,
player,201212230rav,nyg,MannEl00,fumbles,0,,,,,
player,201212230rav,nyg,MannEl00,fumbles_lost,0,,,,,
player,201212230rav,nyg,BradAh00,pass_cmp,0,,,,,
player,201212230rav,nyg,BradAh00,pass_att,0,,,,,
player,201212230rav,nyg,BradAh00,pass_yds,0,,,,,
player,201212230rav,nyg,BradAh00,pass_td,0,,,,,
player,201212230rav,nyg,BradAh00,pass_int,0,,,,,
player,201212230rav,nyg,BradAh00,pass_sacked,0,,,,,
player,201212230rav,nyg,BradAh00,pass_sacked_yds,0,,,,,
player,201212230rav,nyg,BradAh00,pass_long,0,,,,,
player,201212230rav,nyg,BradAh00,pass_rating,,,,,,
player,201212230rav,nyg,BradAh00,rush_att,9,,,,,
player,201212230rav,nyg,BradAh00,rush_yds,39,,,,,
player,201212230rav,nyg,BradAh00,rush_td,0,,,,,
player,201212230rav,nyg,BradAh00,rush_long,11,,,,,
player,201212230rav,nyg,BradAh00,targets,1,,,,,
player,201212230rav,nyg,BradAh00,rec,1,,,,,
player,201212230rav,nyg,BradAh00,rec_yds,8,,,,,
player,201212230rav,nyg,BradAh00,rec_td,0,,,,,
player,201212230rav,nyg,BradAh00,rec_long,8,,,,,
player,201212230rav,nyg,BradAh00,fumbles,0,,,,,
player,201212230rav,nyg,BradAh00,fumbles_lost,0,,,,,
player,201212230rav,nyg,WilsDa01,pass_cmp,0,,,,,
player,201212230rav,nyg,WilsDa01,pass_att,0,,,,,
player,201212230rav,nyg,WilsDa01,pass_yds,0,,,,,
player,201212230rav,nyg,WilsDa01,pass_td,0,,,,,
player,201212230rav,nyg,WilsDa01,pass_int,0,,,,,
player,201212230rav,nyg,WilsDa01,pass_sacked,0,,,,,
player,201212230rav,nyg,WilsDa01,pass_sacked_yds,0,,,,,
player,201212230rav,nyg,WilsDa01,pass_long,0,,,,,
player,201212230rav,nyg,WilsDa01,pass_rating,,,,,,
player,201212230rav,nyg,WilsDa01,rush_att,3,,,,,
player,201212230rav,nyg,WilsDa01,rush_yds,17,,,,,
player,201212230rav,nyg,WilsDa01,rush_td,1,,,,,
player,201212230rav,nyg,WilsDa01,rush_long,14,,,,,
player,201212230rav,nyg,WilsDa01,targets,0,,,,,
player,201212230rav,nyg,WilsDa01,rec,0,,,,,
player,201212230rav,nyg,WilsDa01,rec_yds,0,,,,,
player,201212230rav,nyg,WilsDa01,rec_td,0,,,,,
player,201212230rav,nyg,WilsDa01,rec_long,0,,,,,
player,201212230rav,nyg,WilsDa01,fumbles,0,,,,,
player,201212230rav,nyg,WilsDa01,fumbles_lost,0,,,,,
player,201212230rav,nyg,HynoHe01,pass_cmp,0,,,,,
player,201212230rav,nyg,HynoHe01,pass_att,0,,,,,
player,201212230rav,nyg,HynoHe01,pass_yds,0,,,,,
player,201212230rav,nyg,HynoHe01,pass_td,0,,,,,
player,201212230rav,nyg,HynoHe01,pass_int,0,,,,,
player,201212230rav,nyg,HynoHe01,pass_sacked,0,,,,,
player,201212230rav,nyg,HynoHe01,pass_sacked_yds,0,,,,,
player,201212230rav,nyg,HynoHe01,pass_long,0,,,,,
player,201212230rav,nyg,HynoHe01,pass_rating,,,,,,
player,201212230rav,nyg,HynoHe01,rush_att,1,,,,,
player,201212230rav,nyg,HynoHe01,rush_yds,3,,,,,
player,201212230rav,nyg,HynoHe01,rush_td,0,,,,,
player,201212230rav,nyg,HynoHe01,rush_long,3,,,,,
player,201212230rav,nyg,HynoHe01,targets,1,,,,,
player,201212230rav,nyg,HynoHe01,rec,1,,,,,
player,201212230rav,nyg,HynoHe01,rec_yds,8,,,,,
player,201212230rav,nyg,HynoHe01,rec_td,0,,,,,
player,201212230rav,nyg,HynoHe01,rec_long,8,,,,,
player,201212230rav,nyg,HynoHe01,fumbles,0,,,,,
player,201212230rav,nyg,HynoHe01,fumbles_lost,0,,,,,
player,201212230rav,nyg,RandRu00,pass_cmp,0,,,,,
player,201212230rav,nyg,RandRu00,pass_att,0,,,,,
player,201212230rav,nyg,RandRu00,pass_yds,0,,,,,
player,201212230rav,nyg,RandRu00,pass_td,0,,,,,
player,201212230rav,nyg,RandRu00,pass_int,0,,,,,
player,201212230rav,nyg,RandRu00,pass_sacked,0,,,,,
player,201212230rav,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201212230rav,nyg,RandRu00,pass_long,0,,,,,
player,201212230rav,nyg,RandRu00,pass_rating,,,,,,
player,201212230rav,nyg,RandRu00,rush_att,0,,,,,
player,201212230rav,nyg,RandRu00,rush_yds,0,,,,,
player,201212230rav,nyg,RandRu00,rush_td,0,,,,,
player,201212230rav,nyg,RandRu00,rush_long,0,,,,,
player,201212230rav,nyg,RandRu00,targets,4,,,,,
player,201212230rav,nyg,RandRu00,rec,1,,,,,
player,201212230rav,nyg,RandRu00,rec_yds,43,,,,,
player,201212230rav,nyg,RandRu00,rec_td,0,,,,,
player,201212230rav,nyg,RandRu00,rec_long,43,,,,,
player,201212230rav,nyg,RandRu00,fumbles,0,,,,,
player,201212230rav,nyg,RandRu00,fumbles_lost,0,,,,,
player,201212230rav,nyg,HixoDo00,pass_cmp,0,,,,,
player,201212230rav,nyg,HixoDo00,pass_att,0,,,,,
player,201212230rav,nyg,HixoDo00,pass_yds,0,,,,,
player,201212230rav,nyg,HixoDo00,pass_td,0,,,,,
player,201212230rav,nyg,HixoDo00,pass_int,0,,,,,
player,201212230rav,nyg,HixoDo00,pass_sacked,0,,,,,
player,201212230rav,nyg,HixoDo00,pass_sacked_yds,0,,,,,
player,201212230rav,nyg,HixoDo00,pass_long,0,,,,,
player,201212230rav,nyg,HixoDo00,pass_rating,,,,,,
player,201212230rav,nyg,HixoDo00,rush_att,0,,,,,
player,201212230rav,nyg,HixoDo00,rush_yds,0,,,,,
player,201212230rav,nyg,HixoDo00,rush_td,0,,,,,
player,201212230rav,nyg,HixoDo00,rush_long,0,,,,,
player,201212230rav,nyg,HixoDo00,targets,5,,,,,
player,201212230rav,nyg,HixoDo00,rec,3,,,,,
player,201212230rav,nyg,HixoDo00,rec_yds,36,,,,,
player,201212230rav,nyg,HixoDo00,rec_td,1,,,,,
player,201212230rav,nyg,HixoDo00,rec_long,14,,,,,
player,201212230rav,nyg,HixoDo00,fumbles,0,,,,,
player,201212230rav,nyg,HixoDo00,fumbles_lost,0,,,,,
player,201212230rav,nyg,BennMa00,pass_cmp,0,,,,,
player,201212230rav,nyg,BennMa00,pass_att,0,,,,,
player,201212230rav,nyg,BennMa00,pass_yds,0,,,,,
player,201212230rav,nyg,BennMa00,pass_td,0,,,,,
player,201212230rav,nyg,BennMa00,pass_int,0,,,,,
player,201212230rav,nyg,BennMa00,pass_sacked,0,,,,,
player,201212230rav,nyg,BennMa00,pass_sacked_yds,0,,,,,
player,201212230rav,nyg,BennMa00,pass_long,0,,,,,
player,201212230rav,nyg,BennMa00,pass_rating,,,,,,
player,201212230rav,nyg,BennMa00,rush_att,0,,,,,
player,201212230rav,nyg,BennMa00,rush_yds,0,,,,,
player,201212230rav,nyg,BennMa00,rush_td,0,,,,,
player,201212230rav,nyg,BennMa00,rush_long,0,,,,,
player,201212230rav,nyg,BennMa00,targets,7,,,,,
player,201212230rav,nyg,BennMa00,rec,4,,,,,
player,201212230rav,nyg,BennMa00,rec_yds,27,,,,,
player,201212230rav,nyg,BennMa00,rec_td,0,,,,,
player,201212230rav,nyg,BennMa00,rec_long,11,,,,,
player,201212230rav,nyg,BennMa00,fumbles,0,,,,,
player,201212230rav,nyg,BennMa00,fumbles_lost,0,,,,,
player,201212230rav,nyg,CruzVi00,pass_cmp,0,,,,,
player,201212230rav,nyg,CruzVi00,pass_att,0,,,,,
player,201212230rav,nyg,CruzVi00,pass_yds,0,,,,,
player,201212230rav,nyg,CruzVi00,pass_td,0,,,,,
player,201212230rav,nyg,CruzVi00,pass_int,0,,,,,
player,201212230rav,nyg,CruzVi00,pass_sacked,0,,,,,
player,201212230rav,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201212230rav,nyg,CruzVi00,pass_long,0,,,,,
player,201212230rav,nyg,CruzVi00,pass_rating,,,,,,
player,201212230rav,nyg,CruzVi00,rush_att,0,,,,,
player,201212230rav,nyg,CruzVi00,rush_yds,0,,,,,
player,201212230rav,nyg,CruzVi00,rush_td,0,,,,,
player,201212230rav,nyg,CruzVi00,rush_long,0,,,,,
player,201212230rav,nyg,CruzVi00,targets,5,,,,,
player,201212230rav,nyg,CruzVi00,rec,3,,,,,
player,201212230rav,nyg,CruzVi00,rec_yds,21,,,,,
player,201212230rav,nyg,CruzVi00,rec_td,0,,,,,
player,201212230rav,nyg,CruzVi00,rec_long,11,,,,,
player,201212230rav,nyg,CruzVi00,fumbles,0,,,,,
player,201212230rav,nyg,CruzVi00,fumbles_lost,0,,,,,
player,201212230rav,nyg,JernJe00,pass_cmp,0,,,,,
player,201212230rav,nyg,JernJe00,pass_att,0,,,,,
player,201212230rav,nyg,JernJe00,pass_yds,0,,,,,
player,201212230rav,nyg,JernJe00,pass_td,0,,,,,
player,201212230rav,nyg,JernJe00,pass_int,0,,,,,
player,201212230rav,nyg,JernJe00,pass_sacked,0,,,,,
player,201212230rav,nyg,JernJe00,pass_sacked_yds,0,,,,,
player,201212230rav,nyg,JernJe00,pass_long,0,,,,,
player,201212230rav,nyg,JernJe00,pass_rating,,,,,,
player,201212230rav,nyg,JernJe00,rush_att,0,,,,,
player,201212230rav,nyg,JernJe00,rush_yds,0,,,,,
player,201212230rav,nyg,JernJe00,rush_td,0,,,,,
player,201212230rav,nyg,JernJe00,rush_long,0,,,,,
player,201212230rav,nyg,JernJe00,targets,1,,,,,
player,201212230rav,nyg,JernJe00,rec,1,,,,,
player,201212230rav,nyg,JernJe00,rec_yds,7,,,,,
player,201212230rav,nyg,JernJe00,rec_td,0,,,,,
player,201212230rav,nyg,JernJe00,rec_long,7,,,,,
player,201212230rav,nyg,JernJe00,fumbles,0,,,,,
player,201212230rav,nyg,JernJe00,fumbles_lost,0,,,,,
player,201212230rav,nyg,NickHa01,pass_cmp,0,,,,,
player,201212230rav,nyg,NickHa01,pass_att,0,,,,,
player,201212230rav,nyg,NickHa01,pass_yds,0,,,,,
player,201212230rav,nyg,NickHa01,pass_td,0,,,,,
player,201212230rav,nyg,NickHa01,pass_int,0,,,,,
player,201212230rav,nyg,NickHa01,pass_sacked,0,,,,,
player,201212230rav,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201212230rav,nyg,NickHa01,pass_long,0,,,,,
player,201212230rav,nyg,NickHa01,pass_rating,,,,,,
player,201212230rav,nyg,NickHa01,rush_att,0,,,,,
player,201212230rav,nyg,NickHa01,rush_yds,0,,,,,
player,201212230rav,nyg,NickHa01,rush_td,0,,,,,
player,201212230rav,nyg,NickHa01,rush_long,0,,,,,
player,201212230rav,nyg,NickHa01,targets,3,,,,,
player,201212230rav,nyg,NickHa01,rec,0,,,,,
player,201212230rav,nyg,NickHa01,rec_yds,0,,,,,
player,201212230rav,nyg,NickHa01,rec_td,0,,,,,
player,201212230rav,nyg,NickHa01,rec_long,0,,,,,
player,201212230rav,nyg,NickHa01,fumbles,0,,,,,
player,201212230rav,nyg,NickHa01,fumbles_lost,0,,,,,
player,201212230rav,nyg,PascBe00,pass_cmp,0,,,,,
player,201212230rav,nyg,PascBe00,pass_att,0,,,,,
player,201212230rav,nyg,PascBe00,pass_yds,0,,,,,
player,201212230rav,nyg,PascBe00,pass_td,0,,,,,
player,201212230rav,nyg,PascBe00,pass_int,0,,,,,
player,201212230rav,nyg,PascBe00,pass_sacked,0,,,,,
player,201212230rav,nyg,PascBe00,pass_sacked_yds,0,,,,,
player,201212230rav,nyg,PascBe00,pass_long,0,,,,,
player,201212230rav,nyg,PascBe00,pass_rating,,,,,,
player,201212230rav,nyg,PascBe00,rush_att,0,,,,,
player,201212230rav,nyg,PascBe00,rush_yds,0,,,,,
player,201212230rav,nyg,PascBe00,rush_td,0,,,,,
player,201212230rav,nyg,PascBe00,rush_long,0,,,,,
player,201212230rav,nyg,PascBe00,targets,1,,,,,
player,201212230rav,nyg,PascBe00,rec,0,,,,,
player,201212230rav,nyg,PascBe00,rec_yds,0,,,,,
player,201212230rav,nyg,PascBe00,rec_td,0,,,,,
player,201212230rav,nyg,PascBe00,rec_long,0,,,,,
player,201212230rav,nyg,PascBe00,fumbles,0,,,,,
player,201212230rav,nyg,PascBe00,fumbles_lost,0,,,,,
player,201212230rav,rav,FlacJo00,pass_cmp,25,,,,,
player,201212230rav,rav,FlacJo00,pass_att,36,,,,,
player,201212230rav,rav,FlacJo00,pass_yds,309,,,,,
player,201212230rav,rav,FlacJo00,pass_td,2,,,,,
player,201212230rav,rav,FlacJo00,pass_int,0,,,,,
player,201212230rav,rav,FlacJo00,pass_sacked,0,,,,,
player,201212230rav,rav,FlacJo00,pass_sacked_yds,0,,,,,
player,201212230rav,rav,FlacJo00,pass_long,43,,,,,
player,201212230rav,rav,FlacJo00,pass_rating,114.2,,,,,
player,201212230rav,rav,FlacJo00,rush_att,3,,,,,
player,201212230rav,rav,FlacJo00,rush_yds,-10,,,,,
player,201212230rav,rav,FlacJo00,rush_td,1,,,,,
player,201212230rav,rav,FlacJo00,rush_long,1,,,,,
player,201212230rav,rav,FlacJo00,targets,0,,,,,
player,201212230rav,rav,FlacJo00,rec,0,,,,,
player,201212230rav,rav,FlacJo00,rec_yds,0,,,,,
player,201212230rav,rav,FlacJo00,rec_td,0,,,,,
player,201212230rav,rav,FlacJo00,rec_long,0,,,,,
player,201212230rav,rav,FlacJo00,fumbles,0,,,,,
player,201212230rav,rav,FlacJo00,fumbles_lost,0,,,,,
player,201212230rav,rav,PierBe00,pass_cmp,0,,,,,
player,201212230rav,rav,PierBe00,pass_att,0,,,,,
player,201212230rav,rav,PierBe00,pass_yds,0,,,,,
player,201212230rav,rav,PierBe00,pass_td,0,,,,,
player,201212230rav,rav,PierBe00,pass_int,0,,,,,
player,201212230rav,rav,PierBe00,pass_sacked,0,,,,,
player,201212230rav,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201212230rav,rav,PierBe00,pass_long,0,,,,,
player,201212230rav,rav,PierBe00,pass_rating,,,,,,
player,201212230rav,rav,PierBe00,rush_att,14,,,,,
player,201212230rav,rav,PierBe00,rush_yds,123,,,,,
player,201212230rav,rav,PierBe00,rush_td,0,,,,,
player,201212230rav,rav,PierBe00,rush_long,78,,,,,
player,201212230rav,rav,PierBe00,targets,1,,,,,
player,201212230rav,rav,PierBe00,rec,0,,,,,
player,201212230rav,rav,PierBe00,rec_yds,0,,,,,
player,201212230rav,rav,PierBe00,rec_td,0,,,,,
player,201212230rav,rav,PierBe00,rec_long,0,,,,,
player,201212230rav,rav,PierBe00,fumbles,0,,,,,
player,201212230rav,rav,PierBe00,fumbles_lost,0,,,,,
player,201212230rav,rav,RiceRa00,pass_cmp,0,,,,,
player,201212230rav,rav,RiceRa00,pass_att,0,,,,,
player,201212230rav,rav,RiceRa00,pass_yds,0,,,,,
player,201212230rav,rav,RiceRa00,pass_td,0,,,,,
player,201212230rav,rav,RiceRa00,pass_int,0,,,,,
player,201212230rav,rav,RiceRa00,pass_sacked,0,,,,,
player,201212230rav,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201212230rav,rav,RiceRa00,pass_long,0,,,,,
player,201212230rav,rav,RiceRa00,pass_rating,,,,,,
player,201212230rav,rav,RiceRa00,rush_att,24,,,,,
player,201212230rav,rav,RiceRa00,rush_yds,107,,,,,
player,201212230rav,rav,RiceRa00,rush_td,0,,,,,
player,201212230rav,rav,RiceRa00,rush_long,19,,,,,
player,201212230rav,rav,RiceRa00,targets,7,,,,,
player,201212230rav,rav,RiceRa00,rec,6,,,,,
player,201212230rav,rav,RiceRa00,rec_yds,51,,,,,
player,201212230rav,rav,RiceRa00,rec_td,1,,,,,
player,201212230rav,rav,RiceRa00,rec_long,27,,,,,
player,201212230rav,rav,RiceRa00,fumbles,0,,,,,
player,201212230rav,rav,RiceRa00,fumbles_lost,0,,,,,
player,201212230rav,rav,AlleAn01,pass_cmp,0,,,,,
player,201212230rav,rav,AlleAn01,pass_att,0,,,,,
player,201212230rav,rav,AlleAn01,pass_yds,0,,,,,
player,201212230rav,rav,AlleAn01,pass_td,0,,,,,
player,201212230rav,rav,AlleAn01,pass_int,0,,,,,
player,201212230rav,rav,AlleAn01,pass_sacked,0,,,,,
player,201212230rav,rav,AlleAn01,pass_sacked_yds,0,,,,,
player,201212230rav,rav,AlleAn01,pass_long,0,,,,,
player,201212230rav,rav,AlleAn01,pass_rating,,,,,,
player,201212230rav,rav,AlleAn01,rush_att,1,,,,,
player,201212230rav,rav,AlleAn01,rush_yds,7,,,,,
player,201212230rav,rav,AlleAn01,rush_td,0,,,,,
player,201212230rav,rav,AlleAn01,rush_long,7,,,,,
player,201212230rav,rav,AlleAn01,targets,1,,,,,
player,201212230rav,rav,AlleAn01,rec,1,,,,,
player,201212230rav,rav,AlleAn01,rec_yds,5,,,,,
player,201212230rav,rav,AlleAn01,rec_td,0,,,,,
player,201212230rav,rav,AlleAn01,rec_long,5,,,,,
player,201212230rav,rav,AlleAn01,fumbles,0,,,,,
player,201212230rav,rav,AlleAn01,fumbles_lost,0,,,,,
player,201212230rav,rav,BoldAn00,pass_cmp,0,,,,,
player,201212230rav,rav,BoldAn00,pass_att,0,,,,,
player,201212230rav,rav,BoldAn00,pass_yds,0,,,,,
player,201212230rav,rav,BoldAn00,pass_td,0,,,,,
player,201212230rav,rav,BoldAn00,pass_int,0,,,,,
player,201212230rav,rav,BoldAn00,pass_sacked,0,,,,,
player,201212230rav,rav,BoldAn00,pass_sacked_yds,0,,,,,
player,201212230rav,rav,BoldAn00,pass_long,0,,,,,
player,201212230rav,rav,BoldAn00,pass_rating,,,,,,
player,201212230rav,rav,BoldAn00,rush_att,0,,,,,
player,201212230rav,rav,BoldAn00,rush_yds,0,,,,,
player,201212230rav,rav,BoldAn00,rush_td,0,,,,,
player,201212230rav,rav,BoldAn00,rush_long,0,,,,,
player,201212230rav,rav,BoldAn00,targets,7,,,,,
player,201212230rav,rav,BoldAn00,rec,7,,,,,
player,201212230rav,rav,BoldAn00,rec_yds,93,,,,,
player,201212230rav,rav,BoldAn00,rec_td,0,,,,,
player,201212230rav,rav,BoldAn00,rec_long,39,,,,,
player,201212230rav,rav,BoldAn00,fumbles,0,,,,,
player,201212230rav,rav,BoldAn00,fumbles_lost,0,,,,,
player,201212230rav,rav,SmitTo02,pass_cmp,0,,,,,
player,201212230rav,rav,SmitTo02,pass_att,0,,,,,
player,201212230rav,rav,SmitTo02,pass_yds,0,,,,,
player,201212230rav,rav,SmitTo02,pass_td,0,,,,,
player,201212230rav,rav,SmitTo02,pass_int,0,,,,,
player,201212230rav,rav,SmitTo02,pass_sacked,0,,,,,
player,201212230rav,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201212230rav,rav,SmitTo02,pass_long,0,,,,,
player,201212230rav,rav,SmitTo02,pass_rating,,,,,,
player,201212230rav,rav,SmitTo02,rush_att,0,,,,,
player,201212230rav,rav,SmitTo02,rush_yds,0,,,,,
player,201212230rav,rav,SmitTo02,rush_td,0,,,,,
player,201212230rav,rav,SmitTo02,rush_long,0,,,,,
player,201212230rav,rav,SmitTo02,targets,11,,,,,
player,201212230rav,rav,SmitTo02,rec,5,,,,,
player,201212230rav,rav,SmitTo02,rec_yds,88,,,,,
player,201212230rav,rav,SmitTo02,rec_td,1,,,,,
player,201212230rav,rav,SmitTo02,rec_long,43,,,,,
player,201212230rav,rav,SmitTo02,fumbles,0,,,,,
player,201212230rav,rav,SmitTo02,fumbles_lost,0,,,,,
player,201212230rav,rav,PittDe00,pass_cmp,0,,,,,
player,201212230rav,rav,PittDe00,pass_att,0,,,,,
player,201212230rav,rav,PittDe00,pass_yds,0,,,,,
player,201212230rav,rav,PittDe00,pass_td,0,,,,,
player,201212230rav,rav,PittDe00,pass_int,0,,,,,
player,201212230rav,rav,PittDe00,pass_sacked,0,,,,,
player,201212230rav,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201212230rav,rav,PittDe00,pass_long,0,,,,,
player,201212230rav,rav,PittDe00,pass_rating,,,,,,
player,201212230rav,rav,PittDe00,rush_att,0,,,,,
player,201212230rav,rav,PittDe00,rush_yds,0,,,,,
player,201212230rav,rav,PittDe00,rush_td,0,,,,,
player,201212230rav,rav,PittDe00,rush_long,0,,,,,
player,201212230rav,rav,PittDe00,targets,5,,,,,
player,201212230rav,rav,PittDe00,rec,4,,,,,
player,201212230rav,rav,PittDe00,rec_yds,56,,,,,
player,201212230rav,rav,PittDe00,rec_td,0,,,,,
player,201212230rav,rav,PittDe00,rec_long,36,,,,,
player,201212230rav,rav,PittDe00,fumbles,0,,,,,
player,201212230rav,rav,PittDe00,fumbles_lost,0,,,,,
player,201212230rav,rav,DickEd00,pass_cmp,0,,,,,
player,201212230rav,rav,DickEd00,pass_att,0,,,,,
player,201212230rav,rav,DickEd00,pass_yds,0,,,,,
player,201212230rav,rav,DickEd00,pass_td,0,,,,,
player,201212230rav,rav,DickEd00,pass_int,0,,,,,
player,201212230rav,rav,DickEd00,pass_sacked,0,,,,,
player,201212230rav,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201212230rav,rav,DickEd00,pass_long,0,,,,,
player,201212230rav,rav,DickEd00,pass_rating,,,,,,
player,201212230rav,rav,DickEd00,rush_att,0,,,,,
player,201212230rav,rav,DickEd00,rush_yds,0,,,,,
player,201212230rav,rav,DickEd00,rush_td,0,,,,,
player,201212230rav,rav,DickEd00,rush_long,0,,,,,
player,201212230rav,rav,DickEd00,targets,1,,,,,
player,201212230rav,rav,DickEd00,rec,1,,,,,
player,201212230rav,rav,DickEd00,rec_yds,9,,,,,
player,201212230rav,rav,DickEd00,rec_td,0,,,,,
player,201212230rav,rav,DickEd00,rec_long,9,,,,,
player,201212230rav,rav,DickEd00,fumbles,0,,,,,
player,201212230rav,rav,DickEd00,fumbles_lost,0,,,,,
player,201212230rav,rav,JoneJa03,pass_cmp,0,,,,,
player,201212230rav,rav,JoneJa03,pass_att,0,,,,,
player,201212230rav,rav,JoneJa03,pass_yds,0,,,,,
player,201212230rav,rav,JoneJa03,pass_td,0,,,,,
player,201212230rav,rav,JoneJa03,pass_int,0,,,,,
player,201212230rav,rav,JoneJa03,pass_sacked,0,,,,,
player,201212230rav,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201212230rav,rav,JoneJa03,pass_long,0,,,,,
player,201212230rav,rav,JoneJa03,pass_rating,,,,,,
player,201212230rav,rav,JoneJa03,rush_att,0,,,,,
player,201212230rav,rav,JoneJa03,rush_yds,0,,,,,
player,201212230rav,rav,JoneJa03,rush_td,0,,,,,
player,201212230rav,rav,JoneJa03,rush_long,0,,,,,
player,201212230rav,rav,JoneJa03,targets,3,,,,,
player,201212230rav,rav,JoneJa03,rec,1,,,,,
player,201212230rav,rav,JoneJa03,rec_yds,7,,,,,
player,201212230rav,rav,JoneJa03,rec_td,0,,,,,
player,201212230rav,rav,JoneJa03,rec_long,7,,,,,
player,201212230rav,rav,JoneJa03,fumbles,0,,,,,
player,201212230rav,rav,JoneJa03,fumbles_lost,0,,,,,
player,201212230rav,rav,TaylTy00,pass_cmp,0,,,,,
player,201212230rav,rav,TaylTy00,pass_att,0,,,,,
player,201212230rav,rav,TaylTy00,pass_yds,0,,,,,
player,201212230rav,rav,TaylTy00,pass_td,0,,,,,
player,201212230rav,rav,TaylTy00,pass_int,0,,,,,
player,201212230rav,rav,TaylTy00,pass_sacked,0,,,,,
player,201212230rav,rav,TaylTy00,pass_sacked_yds,0,,,,,
player,201212230rav,rav,TaylTy00,pass_long,0,,,,,
player,201212230rav,rav,TaylTy00,pass_rating,,,,,,
player,201212230rav,rav,TaylTy00,rush_att,3,,,,,
player,201212230rav,rav,TaylTy00,rush_yds,-3,,,,,
player,201212230rav,rav,TaylTy00,rush_td,0,,,,,
player,201212230rav,rav,TaylTy00,rush_long,-1,,,,,
player,201212230rav,rav,TaylTy00,targets,0,,,,,
player,201212230rav,rav,TaylTy00,rec,0,,,,,
player,201212230rav,rav,TaylTy00,rec_yds,0,,,,,
player,201212230rav,rav,TaylTy00,rec_td,0,,,,,
player,201212230rav,rav,TaylTy00,rec_long,0,,,,,
player,201212230rav,rav,TaylTy00,fumbles,0,,,,,
player,201212230rav,rav,TaylTy00,fumbles_lost,0,,,,,
player,201212230rav,nyg,RollAn20,def_int,0,,,,,
player,201212230rav,nyg,RollAn20,def_int_yds,0,,,,,
player,201212230rav,nyg,RollAn20,def_int_td,0,,,,,
player,201212230rav,nyg,RollAn20,def_int_long,0,,,,,
player,201212230rav,nyg,RollAn20,pass_defended,0,,,,,
player,201212230rav,nyg,RollAn20,sacks,0.0,,,,,
player,201212230rav,nyg,RollAn20,tackles_combined,10,,,,,
player,201212230rav,nyg,RollAn20,tackles_solo,8,,,,,
player,201212230rav,nyg,RollAn20,tackles_assists,2,,,,,
