game,2012,9,20121104,201211040gnb,crd,"Arizona Cardinals",17,gnb,"Green Bay Packers",31
player,201211040gnb,crd,StepLa00,fumbles_lost,0,,,,,
player,201211040gnb,crd,PoweWi00,pass_cmp,0,,,,,
player,201211040gnb,crd,PoweWi00,pass_att,0,,,,,
player,201211040gnb,crd,PoweWi00,pass_yds,0,,,,,
player,201211040gnb,crd,PoweWi00,pass_td,0,,,,,
player,201211040gnb,crd,PoweWi00,pass_int,0,,,,,
player,201211040gnb,crd,PoweWi00,pass_sacked,0,,,,,
player,201211040gnb,crd,PoweWi00,pass_sacked_yds,0,,,,,
player,201211040gnb,crd,PoweWi00,pass_long,0,,,,,
player,201211040gnb,crd,PoweWi00,pass_rating,,,,,,
player,201211040gnb,crd,PoweWi00,rush_att,1,,,,,
player,201211040gnb,crd,PoweWi00,rush_yds,3,,,,,
player,201211040gnb,crd,PoweWi00,rush_td,0,,,,,
player,201211040gnb,crd,PoweWi00,rush_long,3,,,,,
player,201211040gnb,crd,PoweWi00,targets,0,,,,,
player,201211040gnb,crd,PoweWi00,rec,0,,,,,
player,201211040gnb,crd,PoweWi00,rec_yds,0,,,,,
player,201211040gnb,crd,PoweWi00,rec_td,0,,,,,
player,201211040gnb,crd,PoweWi00,rec_long,0,,,,,
player,201211040gnb,crd,PoweWi00,fumbles,0,,,,,
player,201211040gnb,crd,PoweWi00,fumbles_lost,0,,,,,
player,201211040gnb,crd,RobeAn00,pass_cmp,0,,,,,
player,201211040gnb,crd,RobeAn00,pass_att,0,,,,,
player,201211040gnb,crd,RobeAn00,pass_yds,0,,,,,
player,201211040gnb,crd,RobeAn00,pass_td,0,,,,,
player,201211040gnb,crd,RobeAn00,pass_int,0,,,,,
player,201211040gnb,crd,RobeAn00,pass_sacked,0,,,,,
player,201211040gnb,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201211040gnb,crd,RobeAn00,pass_long,0,,,,,
player,201211040gnb,crd,RobeAn00,pass_rating,,,,,,
player,201211040gnb,crd,RobeAn00,rush_att,0,,,,,
player,201211040gnb,crd,RobeAn00,rush_yds,0,,,,,
player,201211040gnb,crd,RobeAn00,rush_td,0,,,,,
player,201211040gnb,crd,RobeAn00,rush_long,0,,,,,
player,201211040gnb,crd,RobeAn00,targets,7,,,,,
player,201211040gnb,crd,RobeAn00,rec,4,,,,,
player,201211040gnb,crd,RobeAn00,rec_yds,86,,,,,
player,201211040gnb,crd,RobeAn00,rec_td,0,,,,,
player,201211040gnb,crd,RobeAn00,rec_long,40,,,,,
player,201211040gnb,crd,RobeAn00,fumbles,1,,,,,
player,201211040gnb,crd,RobeAn00,fumbles_lost,0,,,,,
player,201211040gnb,crd,FloyMi00,pass_cmp,0,,,,,
player,201211040gnb,crd,FloyMi00,pass_att,0,,,,,
player,201211040gnb,crd,FloyMi00,pass_yds,0,,,,,
player,201211040gnb,crd,FloyMi00,pass_td,0,,,,,
player,201211040gnb,crd,FloyMi00,pass_int,0,,,,,
player,201211040gnb,crd,FloyMi00,pass_sacked,0,,,,,
player,201211040gnb,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201211040gnb,crd,FloyMi00,pass_long,0,,,,,
player,201211040gnb,crd,FloyMi00,pass_rating,,,,,,
player,201211040gnb,crd,FloyMi00,rush_att,0,,,,,
player,201211040gnb,crd,FloyMi00,rush_yds,0,,,,,
player,201211040gnb,crd,FloyMi00,rush_td,0,,,,,
player,201211040gnb,crd,FloyMi00,rush_long,0,,,,,
player,201211040gnb,crd,FloyMi00,targets,7,,,,,
player,201211040gnb,crd,FloyMi00,rec,5,,,,,
player,201211040gnb,crd,FloyMi00,rec_yds,80,,,,,
player,201211040gnb,crd,FloyMi00,rec_td,0,,,,,
player,201211040gnb,crd,FloyMi00,rec_long,37,,,,,
player,201211040gnb,crd,FloyMi00,fumbles,0,,,,,
player,201211040gnb,crd,FloyMi00,fumbles_lost,0,,,,,
player,201211040gnb,crd,FitzLa00,pass_cmp,0,,,,,
player,201211040gnb,crd,FitzLa00,pass_att,0,,,,,
player,201211040gnb,crd,FitzLa00,pass_yds,0,,,,,
player,201211040gnb,crd,FitzLa00,pass_td,0,,,,,
player,201211040gnb,crd,FitzLa00,pass_int,0,,,,,
player,201211040gnb,crd,FitzLa00,pass_sacked,0,,,,,
player,201211040gnb,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201211040gnb,crd,FitzLa00,pass_long,0,,,,,
player,201211040gnb,crd,FitzLa00,pass_rating,,,,,,
player,201211040gnb,crd,FitzLa00,rush_att,0,,,,,
player,201211040gnb,crd,FitzLa00,rush_yds,0,,,,,
player,201211040gnb,crd,FitzLa00,rush_td,0,,,,,
player,201211040gnb,crd,FitzLa00,rush_long,0,,,,,
player,201211040gnb,crd,FitzLa00,targets,12,,,,,
player,201211040gnb,crd,FitzLa00,rec,6,,,,,
player,201211040gnb,crd,FitzLa00,rec_yds,74,,,,,
player,201211040gnb,crd,FitzLa00,rec_td,1,,,,,
player,201211040gnb,crd,FitzLa00,rec_long,31,,,,,
player,201211040gnb,crd,FitzLa00,fumbles,0,,,,,
player,201211040gnb,crd,FitzLa00,fumbles_lost,0,,,,,
player,201211040gnb,crd,HousRo01,pass_cmp,0,,,,,
player,201211040gnb,crd,HousRo01,pass_att,0,,,,,
player,201211040gnb,crd,HousRo01,pass_yds,0,,,,,
player,201211040gnb,crd,HousRo01,pass_td,0,,,,,
player,201211040gnb,crd,HousRo01,pass_int,0,,,,,
player,201211040gnb,crd,HousRo01,pass_sacked,0,,,,,
player,201211040gnb,crd,HousRo01,pass_sacked_yds,0,,,,,
player,201211040gnb,crd,HousRo01,pass_long,0,,,,,
player,201211040gnb,crd,HousRo01,pass_rating,,,,,,
player,201211040gnb,crd,HousRo01,rush_att,0,,,,,
player,201211040gnb,crd,HousRo01,rush_yds,0,,,,,
player,201211040gnb,crd,HousRo01,rush_td,0,,,,,
player,201211040gnb,crd,HousRo01,rush_long,0,,,,,
player,201211040gnb,crd,HousRo01,targets,9,,,,,
player,201211040gnb,crd,HousRo01,rec,5,,,,,
player,201211040gnb,crd,HousRo01,rec_yds,55,,,,,
player,201211040gnb,crd,HousRo01,rec_td,0,,,,,
player,201211040gnb,crd,HousRo01,rec_long,22,,,,,
player,201211040gnb,crd,HousRo01,fumbles,0,,,,,
player,201211040gnb,crd,HousRo01,fumbles_lost,0,,,,,
player,201211040gnb,crd,SherAn00,pass_cmp,0,,,,,
player,201211040gnb,crd,SherAn00,pass_att,0,,,,,
player,201211040gnb,crd,SherAn00,pass_yds,0,,,,,
player,201211040gnb,crd,SherAn00,pass_td,0,,,,,
player,201211040gnb,crd,SherAn00,pass_int,0,,,,,
player,201211040gnb,crd,SherAn00,pass_sacked,0,,,,,
player,201211040gnb,crd,SherAn00,pass_sacked_yds,0,,,,,
player,201211040gnb,crd,SherAn00,pass_long,0,,,,,
player,201211040gnb,crd,SherAn00,pass_rating,,,,,,
player,201211040gnb,crd,SherAn00,rush_att,0,,,,,
player,201211040gnb,crd,SherAn00,rush_yds,0,,,,,
player,201211040gnb,crd,SherAn00,rush_td,0,,,,,
player,201211040gnb,crd,SherAn00,rush_long,0,,,,,
player,201211040gnb,crd,SherAn00,targets,1,,,,,
player,201211040gnb,crd,SherAn00,rec,1,,,,,
player,201211040gnb,crd,SherAn00,rec_yds,3,,,,,
player,201211040gnb,crd,SherAn00,rec_td,0,,,,,
player,201211040gnb,crd,SherAn00,rec_long,3,,,,,
player,201211040gnb,crd,SherAn00,fumbles,0,,,,,
player,201211040gnb,crd,SherAn00,fumbles_lost,0,,,,,
player,201211040gnb,crd,DoucEa00,pass_cmp,0,,,,,
player,201211040gnb,crd,DoucEa00,pass_att,0,,,,,
player,201211040gnb,crd,DoucEa00,pass_yds,0,,,,,
player,201211040gnb,crd,DoucEa00,pass_td,0,,,,,
player,201211040gnb,crd,DoucEa00,pass_int,0,,,,,
player,201211040gnb,crd,DoucEa00,pass_sacked,0,,,,,
player,201211040gnb,crd,DoucEa00,pass_sacked_yds,0,,,,,
player,201211040gnb,crd,DoucEa00,pass_long,0,,,,,
player,201211040gnb,crd,DoucEa00,pass_rating,,,,,,
player,201211040gnb,crd,DoucEa00,rush_att,0,,,,,
player,201211040gnb,crd,DoucEa00,rush_yds,0,,,,,
player,201211040gnb,crd,DoucEa00,rush_td,0,,,,,
player,201211040gnb,crd,DoucEa00,rush_long,0,,,,,
player,201211040gnb,crd,DoucEa00,targets,4,,,,,
player,201211040gnb,crd,DoucEa00,rec,0,,,,,
player,201211040gnb,crd,DoucEa00,rec_yds,0,,,,,
player,201211040gnb,crd,DoucEa00,rec_td,0,,,,,
player,201211040gnb,crd,DoucEa00,rec_long,0,,,,,
player,201211040gnb,crd,DoucEa00,fumbles,0,,,,,
player,201211040gnb,crd,DoucEa00,fumbles_lost,0,,,,,
player,201211040gnb,crd,KingJe00,pass_cmp,0,,,,,
player,201211040gnb,crd,KingJe00,pass_att,0,,,,,
player,201211040gnb,crd,KingJe00,pass_yds,0,,,,,
player,201211040gnb,crd,KingJe00,pass_td,0,,,,,
player,201211040gnb,crd,KingJe00,pass_int,0,,,,,
player,201211040gnb,crd,KingJe00,pass_sacked,0,,,,,
player,201211040gnb,crd,KingJe00,pass_sacked_yds,0,,,,,
player,201211040gnb,crd,KingJe00,pass_long,0,,,,,
player,201211040gnb,crd,KingJe00,pass_rating,,,,,,
player,201211040gnb,crd,KingJe00,rush_att,0,,,,,
player,201211040gnb,crd,KingJe00,rush_yds,0,,,,,
player,201211040gnb,crd,KingJe00,rush_td,0,,,,,
player,201211040gnb,crd,KingJe00,rush_long,0,,,,,
player,201211040gnb,crd,KingJe00,targets,1,,,,,
player,201211040gnb,crd,KingJe00,rec,0,,,,,
player,201211040gnb,crd,KingJe00,rec_yds,0,,,,,
player,201211040gnb,crd,KingJe00,rec_td,0,,,,,
player,201211040gnb,crd,KingJe00,rec_long,0,,,,,
player,201211040gnb,crd,KingJe00,fumbles,0,,,,,
player,201211040gnb,crd,KingJe00,fumbles_lost,0,,,,,
player,201211040gnb,gnb,RodgAa00,pass_cmp,14,,,,,
player,201211040gnb,gnb,RodgAa00,pass_att,30,,,,,
player,201211040gnb,gnb,RodgAa00,pass_yds,218,,,,,
player,201211040gnb,gnb,RodgAa00,pass_td,4,,,,,
player,201211040gnb,gnb,RodgAa00,pass_int,1,,,,,
player,201211040gnb,gnb,RodgAa00,pass_sacked,1,,,,,
player,201211040gnb,gnb,RodgAa00,pass_sacked_yds,10,,,,,
player,201211040gnb,gnb,RodgAa00,pass_long,72,,,,,
player,201211040gnb,gnb,RodgAa00,pass_rating,96.9,,,,,
player,201211040gnb,gnb,RodgAa00,rush_att,8,,,,,
player,201211040gnb,gnb,RodgAa00,rush_yds,33,,,,,
player,201211040gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201211040gnb,gnb,RodgAa00,rush_long,25,,,,,
player,201211040gnb,gnb,RodgAa00,targets,0,,,,,
player,201211040gnb,gnb,RodgAa00,rec,0,,,,,
player,201211040gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201211040gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201211040gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201211040gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201211040gnb,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201211040gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201211040gnb,gnb,StarJa00,pass_att,0,,,,,
player,201211040gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201211040gnb,gnb,StarJa00,pass_td,0,,,,,
player,201211040gnb,gnb,StarJa00,pass_int,0,,,,,
player,201211040gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201211040gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201211040gnb,gnb,StarJa00,pass_long,0,,,,,
player,201211040gnb,gnb,StarJa00,pass_rating,,,,,,
player,201211040gnb,gnb,StarJa00,rush_att,17,,,,,
player,201211040gnb,gnb,StarJa00,rush_yds,61,,,,,
player,201211040gnb,gnb,StarJa00,rush_td,0,,,,,
player,201211040gnb,gnb,StarJa00,rush_long,14,,,,,
player,201211040gnb,gnb,StarJa00,targets,0,,,,,
player,201211040gnb,gnb,StarJa00,rec,0,,,,,
player,201211040gnb,gnb,StarJa00,rec_yds,0,,,,,
player,201211040gnb,gnb,StarJa00,rec_td,0,,,,,
player,201211040gnb,gnb,StarJa00,rec_long,0,,,,,
player,201211040gnb,gnb,StarJa00,fumbles,1,,,,,
player,201211040gnb,gnb,StarJa00,fumbles_lost,0,,,,,
player,201211040gnb,gnb,GreeAl00,pass_cmp,0,,,,,
player,201211040gnb,gnb,GreeAl00,pass_att,0,,,,,
player,201211040gnb,gnb,GreeAl00,pass_yds,0,,,,,
player,201211040gnb,gnb,GreeAl00,pass_td,0,,,,,
player,201211040gnb,gnb,GreeAl00,pass_int,0,,,,,
player,201211040gnb,gnb,GreeAl00,pass_sacked,0,,,,,
player,201211040gnb,gnb,GreeAl00,pass_sacked_yds,0,,,,,
player,201211040gnb,gnb,GreeAl00,pass_long,0,,,,,
player,201211040gnb,gnb,GreeAl00,pass_rating,,,,,,
player,201211040gnb,gnb,GreeAl00,rush_att,11,,,,,
player,201211040gnb,gnb,GreeAl00,rush_yds,53,,,,,
player,201211040gnb,gnb,GreeAl00,rush_td,0,,,,,
player,201211040gnb,gnb,GreeAl00,rush_long,21,,,,,
player,201211040gnb,gnb,GreeAl00,targets,4,,,,,
player,201211040gnb,gnb,GreeAl00,rec,2,,,,,
player,201211040gnb,gnb,GreeAl00,rec_yds,25,,,,,
player,201211040gnb,gnb,GreeAl00,rec_td,0,,,,,
player,201211040gnb,gnb,GreeAl00,rec_long,19,,,,,
player,201211040gnb,gnb,GreeAl00,fumbles,0,,,,,
player,201211040gnb,gnb,GreeAl00,fumbles_lost,0,,,,,
player,201211040gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201211040gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201211040gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201211040gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201211040gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201211040gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201211040gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201211040gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201211040gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201211040gnb,gnb,CobbRa00,rush_att,3,,,,,
player,201211040gnb,gnb,CobbRa00,rush_yds,29,,,,,
player,201211040gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201211040gnb,gnb,CobbRa00,rush_long,12,,,,,
player,201211040gnb,gnb,CobbRa00,targets,9,,,,,
player,201211040gnb,gnb,CobbRa00,rec,3,,,,,
player,201211040gnb,gnb,CobbRa00,rec_yds,37,,,,,
player,201211040gnb,gnb,CobbRa00,rec_td,2,,,,,
player,201211040gnb,gnb,CobbRa00,rec_long,21,,,,,
player,201211040gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201211040gnb,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201211040gnb,gnb,CrabTo00,pass_cmp,0,,,,,
player,201211040gnb,gnb,CrabTo00,pass_att,0,,,,,
player,201211040gnb,gnb,CrabTo00,pass_yds,0,,,,,
player,201211040gnb,gnb,CrabTo00,pass_td,0,,,,,
player,201211040gnb,gnb,CrabTo00,pass_int,0,,,,,
player,201211040gnb,gnb,CrabTo00,pass_sacked,0,,,,,
player,201211040gnb,gnb,CrabTo00,pass_sacked_yds,0,,,,,
player,201211040gnb,gnb,CrabTo00,pass_long,0,,,,,
player,201211040gnb,gnb,CrabTo00,pass_rating,,,,,,
player,201211040gnb,gnb,CrabTo00,rush_att,0,,,,,
player,201211040gnb,gnb,CrabTo00,rush_yds,0,,,,,
player,201211040gnb,gnb,CrabTo00,rush_td,0,,,,,
player,201211040gnb,gnb,CrabTo00,rush_long,0,,,,,
player,201211040gnb,gnb,CrabTo00,targets,2,,,,,
player,201211040gnb,gnb,CrabTo00,rec,1,,,,,
player,201211040gnb,gnb,CrabTo00,rec_yds,72,,,,,
player,201211040gnb,gnb,CrabTo00,rec_td,1,,,,,
player,201211040gnb,gnb,CrabTo00,rec_long,72,,,,,
player,201211040gnb,gnb,CrabTo00,fumbles,0,,,,,
player,201211040gnb,gnb,CrabTo00,fumbles_lost,0,,,,,
player,201211040gnb,gnb,JoneJa04,pass_cmp,0,,,,,
player,201211040gnb,gnb,JoneJa04,pass_att,0,,,,,
player,201211040gnb,gnb,JoneJa04,pass_yds,0,,,,,
player,201211040gnb,gnb,JoneJa04,pass_td,0,,,,,
player,201211040gnb,gnb,JoneJa04,pass_int,0,,,,,
player,201211040gnb,gnb,JoneJa04,pass_sacked,0,,,,,
player,201211040gnb,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201211040gnb,gnb,JoneJa04,pass_long,0,,,,,
player,201211040gnb,gnb,JoneJa04,pass_rating,,,,,,
player,201211040gnb,gnb,JoneJa04,rush_att,0,,,,,
player,201211040gnb,gnb,JoneJa04,rush_yds,0,,,,,
player,201211040gnb,gnb,JoneJa04,rush_td,0,,,,,
player,201211040gnb,gnb,JoneJa04,rush_long,0,,,,,
player,201211040gnb,gnb,JoneJa04,targets,7,,,,,
player,201211040gnb,gnb,JoneJa04,rec,4,,,,,
player,201211040gnb,gnb,JoneJa04,rec_yds,61,,,,,
player,201211040gnb,gnb,JoneJa04,rec_td,1,,,,,
player,201211040gnb,gnb,JoneJa04,rec_long,28,,,,,
player,201211040gnb,gnb,JoneJa04,fumbles,0,,,,,
player,201211040gnb,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201211040gnb,gnb,DrivDo00,pass_cmp,0,,,,,
player,201211040gnb,gnb,DrivDo00,pass_att,0,,,,,
player,201211040gnb,gnb,DrivDo00,pass_yds,0,,,,,
player,201211040gnb,gnb,DrivDo00,pass_td,0,,,,,
player,201211040gnb,gnb,DrivDo00,pass_int,0,,,,,
player,201211040gnb,gnb,DrivDo00,pass_sacked,0,,,,,
player,201211040gnb,gnb,DrivDo00,pass_sacked_yds,0,,,,,
player,201211040gnb,gnb,DrivDo00,pass_long,0,,,,,
player,201211040gnb,gnb,DrivDo00,pass_rating,,,,,,
player,201211040gnb,gnb,DrivDo00,rush_att,0,,,,,
player,201211040gnb,gnb,DrivDo00,rush_yds,0,,,,,
player,201211040gnb,gnb,DrivDo00,rush_td,0,,,,,
player,201211040gnb,gnb,DrivDo00,rush_long,0,,,,,
player,201211040gnb,gnb,DrivDo00,targets,2,,,,,
player,201211040gnb,gnb,DrivDo00,rec,1,,,,,
player,201211040gnb,gnb,DrivDo00,rec_yds,10,,,,,
player,201211040gnb,gnb,DrivDo00,rec_td,0,,,,,
player,201211040gnb,gnb,DrivDo00,rec_long,10,,,,,
player,201211040gnb,gnb,DrivDo00,fumbles,0,,,,,
player,201211040gnb,gnb,DrivDo00,fumbles_lost,0,,,,,
player,201211040gnb,gnb,BoykJa00,pass_cmp,0,,,,,
player,201211040gnb,gnb,BoykJa00,pass_att,0,,,,,
player,201211040gnb,gnb,BoykJa00,pass_yds,0,,,,,
player,201211040gnb,gnb,BoykJa00,pass_td,0,,,,,
player,201211040gnb,gnb,BoykJa00,pass_int,0,,,,,
player,201211040gnb,gnb,BoykJa00,pass_sacked,0,,,,,
player,201211040gnb,gnb,BoykJa00,pass_sacked_yds,0,,,,,
player,201211040gnb,gnb,BoykJa00,pass_long,0,,,,,
player,201211040gnb,gnb,BoykJa00,pass_rating,,,,,,
player,201211040gnb,gnb,BoykJa00,rush_att,0,,,,,
player,201211040gnb,gnb,BoykJa00,rush_yds,0,,,,,
player,201211040gnb,gnb,BoykJa00,rush_td,0,,,,,
player,201211040gnb,gnb,BoykJa00,rush_long,0,,,,,
player,201211040gnb,gnb,BoykJa00,targets,2,,,,,
player,201211040gnb,gnb,BoykJa00,rec,2,,,,,
player,201211040gnb,gnb,BoykJa00,rec_yds,7,,,,,
player,201211040gnb,gnb,BoykJa00,rec_td,0,,,,,
player,201211040gnb,gnb,BoykJa00,rec_long,6,,,,,
player,201211040gnb,gnb,BoykJa00,fumbles,0,,,,,
player,201211040gnb,gnb,BoykJa00,fumbles_lost,0,,,,,
player,201211040gnb,gnb,FinlJe00,pass_cmp,0,,,,,
player,201211040gnb,gnb,FinlJe00,pass_att,0,,,,,
player,201211040gnb,gnb,FinlJe00,pass_yds,0,,,,,
player,201211040gnb,gnb,FinlJe00,pass_td,0,,,,,
player,201211040gnb,gnb,FinlJe00,pass_int,0,,,,,
player,201211040gnb,gnb,FinlJe00,pass_sacked,0,,,,,
player,201211040gnb,gnb,FinlJe00,pass_sacked_yds,0,,,,,
player,201211040gnb,gnb,FinlJe00,pass_long,0,,,,,
player,201211040gnb,gnb,FinlJe00,pass_rating,,,,,,
player,201211040gnb,gnb,FinlJe00,rush_att,0,,,,,
player,201211040gnb,gnb,FinlJe00,rush_yds,0,,,,,
player,201211040gnb,gnb,FinlJe00,rush_td,0,,,,,
player,201211040gnb,gnb,FinlJe00,rush_long,0,,,,,
player,201211040gnb,gnb,FinlJe00,targets,2,,,,,
player,201211040gnb,gnb,FinlJe00,rec,1,,,,,
player,201211040gnb,gnb,FinlJe00,rec_yds,6,,,,,
player,201211040gnb,gnb,FinlJe00,rec_td,0,,,,,
player,201211040gnb,gnb,FinlJe00,rec_long,6,,,,,
player,201211040gnb,gnb,FinlJe00,fumbles,0,,,,,
player,201211040gnb,gnb,FinlJe00,fumbles_lost,0,,,,,
player,201211040gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201211040gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201211040gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201211040gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201211040gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201211040gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201211040gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201211040gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201211040gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201211040gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201211040gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201211040gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201211040gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201211040gnb,gnb,NelsJo00,targets,1,,,,,
player,201211040gnb,gnb,NelsJo00,rec,0,,,,,
player,201211040gnb,gnb,NelsJo00,rec_yds,0,,,,,
player,201211040gnb,gnb,NelsJo00,rec_td,0,,,,,
player,201211040gnb,gnb,NelsJo00,rec_long,0,,,,,
player,201211040gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201211040gnb,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201211040gnb,crd,GayxWi99,def_int,1,,,,,
player,201211040gnb,crd,GayxWi99,def_int_yds,6,,,,,
player,201211040gnb,crd,GayxWi99,def_int_td,0,,,,,
player,201211040gnb,crd,GayxWi99,def_int_long,6,,,,,
player,201211040gnb,crd,GayxWi99,pass_defended,1,,,,,
player,201211040gnb,crd,GayxWi99,sacks,0.0,,,,,
player,201211040gnb,crd,GayxWi99,tackles_combined,0,,,,,
player,201211040gnb,crd,GayxWi99,tackles_solo,0,,,,,
player,201211040gnb,crd,GayxWi99,tackles_assists,0,,,,,
player,201211040gnb,crd,GayxWi99,tackles_loss,0,,,,,
player,201211040gnb,crd,GayxWi99,qb_hits,0,,,,,
player,201211040gnb,crd,GayxWi99,fumbles_rec,0,,,,,
