game,2012,13,20121202,201212020den,tam,"Tampa Bay Buccaneers",23,den,"Denver Broncos",31
player,201212020den,tam,JackVi00,pass_sacked,0,,,,,
player,201212020den,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201212020den,tam,JackVi00,pass_long,0,,,,,
player,201212020den,tam,JackVi00,pass_rating,,,,,,
player,201212020den,tam,JackVi00,rush_att,0,,,,,
player,201212020den,tam,JackVi00,rush_yds,0,,,,,
player,201212020den,tam,JackVi00,rush_td,0,,,,,
player,201212020den,tam,JackVi00,rush_long,0,,,,,
player,201212020den,tam,JackVi00,targets,8,,,,,
player,201212020den,tam,JackVi00,rec,3,,,,,
player,201212020den,tam,JackVi00,rec_yds,55,,,,,
player,201212020den,tam,JackVi00,rec_td,0,,,,,
player,201212020den,tam,JackVi00,rec_long,24,,,,,
player,201212020den,tam,JackVi00,fumbles,0,,,,,
player,201212020den,tam,JackVi00,fumbles_lost,0,,,,,
player,201212020den,tam,ClarDa00,pass_cmp,0,,,,,
player,201212020den,tam,ClarDa00,pass_att,0,,,,,
player,201212020den,tam,ClarDa00,pass_yds,0,,,,,
player,201212020den,tam,ClarDa00,pass_td,0,,,,,
player,201212020den,tam,ClarDa00,pass_int,0,,,,,
player,201212020den,tam,ClarDa00,pass_sacked,0,,,,,
player,201212020den,tam,ClarDa00,pass_sacked_yds,0,,,,,
player,201212020den,tam,ClarDa00,pass_long,0,,,,,
player,201212020den,tam,ClarDa00,pass_rating,,,,,,
player,201212020den,tam,ClarDa00,rush_att,0,,,,,
player,201212020den,tam,ClarDa00,rush_yds,0,,,,,
player,201212020den,tam,ClarDa00,rush_td,0,,,,,
player,201212020den,tam,ClarDa00,rush_long,0,,,,,
player,201212020den,tam,ClarDa00,targets,5,,,,,
player,201212020den,tam,ClarDa00,rec,3,,,,,
player,201212020den,tam,ClarDa00,rec_yds,21,,,,,
player,201212020den,tam,ClarDa00,rec_td,1,,,,,
player,201212020den,tam,ClarDa00,rec_long,11,,,,,
player,201212020den,tam,ClarDa00,fumbles,0,,,,,
player,201212020den,tam,ClarDa00,fumbles_lost,0,,,,,
player,201212020den,tam,StocLu00,pass_cmp,0,,,,,
player,201212020den,tam,StocLu00,pass_att,0,,,,,
player,201212020den,tam,StocLu00,pass_yds,0,,,,,
player,201212020den,tam,StocLu00,pass_td,0,,,,,
player,201212020den,tam,StocLu00,pass_int,0,,,,,
player,201212020den,tam,StocLu00,pass_sacked,0,,,,,
player,201212020den,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201212020den,tam,StocLu00,pass_long,0,,,,,
player,201212020den,tam,StocLu00,pass_rating,,,,,,
player,201212020den,tam,StocLu00,rush_att,0,,,,,
player,201212020den,tam,StocLu00,rush_yds,0,,,,,
player,201212020den,tam,StocLu00,rush_td,0,,,,,
player,201212020den,tam,StocLu00,rush_long,0,,,,,
player,201212020den,tam,StocLu00,targets,2,,,,,
player,201212020den,tam,StocLu00,rec,2,,,,,
player,201212020den,tam,StocLu00,rec_yds,19,,,,,
player,201212020den,tam,StocLu00,rec_td,0,,,,,
player,201212020den,tam,StocLu00,rec_long,11,,,,,
player,201212020den,tam,StocLu00,fumbles,0,,,,,
player,201212020den,tam,StocLu00,fumbles_lost,0,,,,,
player,201212020den,tam,UndeTi00,pass_cmp,0,,,,,
player,201212020den,tam,UndeTi00,pass_att,0,,,,,
player,201212020den,tam,UndeTi00,pass_yds,0,,,,,
player,201212020den,tam,UndeTi00,pass_td,0,,,,,
player,201212020den,tam,UndeTi00,pass_int,0,,,,,
player,201212020den,tam,UndeTi00,pass_sacked,0,,,,,
player,201212020den,tam,UndeTi00,pass_sacked_yds,0,,,,,
player,201212020den,tam,UndeTi00,pass_long,0,,,,,
player,201212020den,tam,UndeTi00,pass_rating,,,,,,
player,201212020den,tam,UndeTi00,rush_att,0,,,,,
player,201212020den,tam,UndeTi00,rush_yds,0,,,,,
player,201212020den,tam,UndeTi00,rush_td,0,,,,,
player,201212020den,tam,UndeTi00,rush_long,0,,,,,
player,201212020den,tam,UndeTi00,targets,6,,,,,
player,201212020den,tam,UndeTi00,rec,1,,,,,
player,201212020den,tam,UndeTi00,rec_yds,12,,,,,
player,201212020den,tam,UndeTi00,rec_td,0,,,,,
player,201212020den,tam,UndeTi00,rec_long,12,,,,,
player,201212020den,tam,UndeTi00,fumbles,0,,,,,
player,201212020den,tam,UndeTi00,fumbles_lost,0,,,,,
player,201212020den,tam,LoriEr99,pass_cmp,0,,,,,
player,201212020den,tam,LoriEr99,pass_att,0,,,,,
player,201212020den,tam,LoriEr99,pass_yds,0,,,,,
player,201212020den,tam,LoriEr99,pass_td,0,,,,,
player,201212020den,tam,LoriEr99,pass_int,0,,,,,
player,201212020den,tam,LoriEr99,pass_sacked,0,,,,,
player,201212020den,tam,LoriEr99,pass_sacked_yds,0,,,,,
player,201212020den,tam,LoriEr99,pass_long,0,,,,,
player,201212020den,tam,LoriEr99,pass_rating,,,,,,
player,201212020den,tam,LoriEr99,rush_att,0,,,,,
player,201212020den,tam,LoriEr99,rush_yds,0,,,,,
player,201212020den,tam,LoriEr99,rush_td,0,,,,,
player,201212020den,tam,LoriEr99,rush_long,0,,,,,
player,201212020den,tam,LoriEr99,targets,1,,,,,
player,201212020den,tam,LoriEr99,rec,0,,,,,
player,201212020den,tam,LoriEr99,rec_yds,0,,,,,
player,201212020den,tam,LoriEr99,rec_td,0,,,,,
player,201212020den,tam,LoriEr99,rec_long,0,,,,,
player,201212020den,tam,LoriEr99,fumbles,0,,,,,
player,201212020den,tam,LoriEr99,fumbles_lost,0,,,,,
player,201212020den,den,MannPe00,pass_cmp,27,,,,,
player,201212020den,den,MannPe00,pass_att,38,,,,,
player,201212020den,den,MannPe00,pass_yds,242,,,,,
player,201212020den,den,MannPe00,pass_td,3,,,,,
player,201212020den,den,MannPe00,pass_int,1,,,,,
player,201212020den,den,MannPe00,pass_sacked,0,,,,,
player,201212020den,den,MannPe00,pass_sacked_yds,0,,,,,
player,201212020den,den,MannPe00,pass_long,28,,,,,
player,201212020den,den,MannPe00,pass_rating,103.2,,,,,
player,201212020den,den,MannPe00,rush_att,2,,,,,
player,201212020den,den,MannPe00,rush_yds,-5,,,,,
player,201212020den,den,MannPe00,rush_td,0,,,,,
player,201212020den,den,MannPe00,rush_long,-2,,,,,
player,201212020den,den,MannPe00,targets,0,,,,,
player,201212020den,den,MannPe00,rec,0,,,,,
player,201212020den,den,MannPe00,rec_yds,0,,,,,
player,201212020den,den,MannPe00,rec_td,0,,,,,
player,201212020den,den,MannPe00,rec_long,0,,,,,
player,201212020den,den,MannPe00,fumbles,0,,,,,
player,201212020den,den,MannPe00,fumbles_lost,0,,,,,
player,201212020den,den,MoreKn00,pass_cmp,0,,,,,
player,201212020den,den,MoreKn00,pass_att,0,,,,,
player,201212020den,den,MoreKn00,pass_yds,0,,,,,
player,201212020den,den,MoreKn00,pass_td,0,,,,,
player,201212020den,den,MoreKn00,pass_int,0,,,,,
player,201212020den,den,MoreKn00,pass_sacked,0,,,,,
player,201212020den,den,MoreKn00,pass_sacked_yds,0,,,,,
player,201212020den,den,MoreKn00,pass_long,0,,,,,
player,201212020den,den,MoreKn00,pass_rating,,,,,,
player,201212020den,den,MoreKn00,rush_att,20,,,,,
player,201212020den,den,MoreKn00,rush_yds,69,,,,,
player,201212020den,den,MoreKn00,rush_td,0,,,,,
player,201212020den,den,MoreKn00,rush_long,16,,,,,
player,201212020den,den,MoreKn00,targets,5,,,,,
player,201212020den,den,MoreKn00,rec,4,,,,,
player,201212020den,den,MoreKn00,rec_yds,14,,,,,
player,201212020den,den,MoreKn00,rec_td,0,,,,,
player,201212020den,den,MoreKn00,rec_long,5,,,,,
player,201212020den,den,MoreKn00,fumbles,0,,,,,
player,201212020den,den,MoreKn00,fumbles_lost,0,,,,,
player,201212020den,den,HillRo00,pass_cmp,0,,,,,
player,201212020den,den,HillRo00,pass_att,0,,,,,
player,201212020den,den,HillRo00,pass_yds,0,,,,,
player,201212020den,den,HillRo00,pass_td,0,,,,,
player,201212020den,den,HillRo00,pass_int,0,,,,,
player,201212020den,den,HillRo00,pass_sacked,0,,,,,
player,201212020den,den,HillRo00,pass_sacked_yds,0,,,,,
player,201212020den,den,HillRo00,pass_long,0,,,,,
player,201212020den,den,HillRo00,pass_rating,,,,,,
player,201212020den,den,HillRo00,rush_att,5,,,,,
player,201212020den,den,HillRo00,rush_yds,29,,,,,
player,201212020den,den,HillRo00,rush_td,0,,,,,
player,201212020den,den,HillRo00,rush_long,9,,,,,
player,201212020den,den,HillRo00,targets,0,,,,,
player,201212020den,den,HillRo00,rec,0,,,,,
player,201212020den,den,HillRo00,rec_yds,0,,,,,
player,201212020den,den,HillRo00,rec_td,0,,,,,
player,201212020den,den,HillRo00,rec_long,0,,,,,
player,201212020den,den,HillRo00,fumbles,0,,,,,
player,201212020den,den,HillRo00,fumbles_lost,0,,,,,
player,201212020den,den,ThomDe03,pass_cmp,0,,,,,
player,201212020den,den,ThomDe03,pass_att,0,,,,,
player,201212020den,den,ThomDe03,pass_yds,0,,,,,
player,201212020den,den,ThomDe03,pass_td,0,,,,,
player,201212020den,den,ThomDe03,pass_int,0,,,,,
player,201212020den,den,ThomDe03,pass_sacked,0,,,,,
player,201212020den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201212020den,den,ThomDe03,pass_long,0,,,,,
player,201212020den,den,ThomDe03,pass_rating,,,,,,
player,201212020den,den,ThomDe03,rush_att,0,,,,,
player,201212020den,den,ThomDe03,rush_yds,0,,,,,
player,201212020den,den,ThomDe03,rush_td,0,,,,,
player,201212020den,den,ThomDe03,rush_long,0,,,,,
player,201212020den,den,ThomDe03,targets,10,,,,,
player,201212020den,den,ThomDe03,rec,8,,,,,
player,201212020den,den,ThomDe03,rec_yds,99,,,,,
player,201212020den,den,ThomDe03,rec_td,2,,,,,
player,201212020den,den,ThomDe03,rec_long,28,,,,,
player,201212020den,den,ThomDe03,fumbles,0,,,,,
player,201212020den,den,ThomDe03,fumbles_lost,0,,,,,
player,201212020den,den,TammJa00,pass_cmp,0,,,,,
player,201212020den,den,TammJa00,pass_att,0,,,,,
player,201212020den,den,TammJa00,pass_yds,0,,,,,
player,201212020den,den,TammJa00,pass_td,0,,,,,
player,201212020den,den,TammJa00,pass_int,0,,,,,
player,201212020den,den,TammJa00,pass_sacked,0,,,,,
player,201212020den,den,TammJa00,pass_sacked_yds,0,,,,,
player,201212020den,den,TammJa00,pass_long,0,,,,,
player,201212020den,den,TammJa00,pass_rating,,,,,,
player,201212020den,den,TammJa00,rush_att,0,,,,,
player,201212020den,den,TammJa00,rush_yds,0,,,,,
player,201212020den,den,TammJa00,rush_td,0,,,,,
player,201212020den,den,TammJa00,rush_long,0,,,,,
player,201212020den,den,TammJa00,targets,13,,,,,
player,201212020den,den,TammJa00,rec,9,,,,,
player,201212020den,den,TammJa00,rec_yds,89,,,,,
player,201212020den,den,TammJa00,rec_td,0,,,,,
player,201212020den,den,TammJa00,rec_long,15,,,,,
player,201212020den,den,TammJa00,fumbles,0,,,,,
player,201212020den,den,TammJa00,fumbles_lost,0,,,,,
player,201212020den,den,WillMa00,pass_cmp,0,,,,,
player,201212020den,den,WillMa00,pass_att,0,,,,,
player,201212020den,den,WillMa00,pass_yds,0,,,,,
player,201212020den,den,WillMa00,pass_td,0,,,,,
player,201212020den,den,WillMa00,pass_int,0,,,,,
player,201212020den,den,WillMa00,pass_sacked,0,,,,,
player,201212020den,den,WillMa00,pass_sacked_yds,0,,,,,
player,201212020den,den,WillMa00,pass_long,0,,,,,
player,201212020den,den,WillMa00,pass_rating,,,,,,
player,201212020den,den,WillMa00,rush_att,0,,,,,
player,201212020den,den,WillMa00,rush_yds,0,,,,,
player,201212020den,den,WillMa00,rush_td,0,,,,,
player,201212020den,den,WillMa00,rush_long,0,,,,,
player,201212020den,den,WillMa00,targets,5,,,,,
player,201212020den,den,WillMa00,rec,3,,,,,
player,201212020den,den,WillMa00,rec_yds,22,,,,,
player,201212020den,den,WillMa00,rec_td,0,,,,,
player,201212020den,den,WillMa00,rec_long,9,,,,,
player,201212020den,den,WillMa00,fumbles,0,,,,,
player,201212020den,den,WillMa00,fumbles_lost,0,,,,,
player,201212020den,den,DeckEr00,pass_cmp,0,,,,,
player,201212020den,den,DeckEr00,pass_att,0,,,,,
player,201212020den,den,DeckEr00,pass_yds,0,,,,,
player,201212020den,den,DeckEr00,pass_td,0,,,,,
player,201212020den,den,DeckEr00,pass_int,0,,,,,
player,201212020den,den,DeckEr00,pass_sacked,0,,,,,
player,201212020den,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201212020den,den,DeckEr00,pass_long,0,,,,,
player,201212020den,den,DeckEr00,pass_rating,,,,,,
player,201212020den,den,DeckEr00,rush_att,0,,,,,
player,201212020den,den,DeckEr00,rush_yds,0,,,,,
player,201212020den,den,DeckEr00,rush_td,0,,,,,
player,201212020den,den,DeckEr00,rush_long,0,,,,,
player,201212020den,den,DeckEr00,targets,2,,,,,
player,201212020den,den,DeckEr00,rec,2,,,,,
player,201212020den,den,DeckEr00,rec_yds,17,,,,,
player,201212020den,den,DeckEr00,rec_td,0,,,,,
player,201212020den,den,DeckEr00,rec_long,12,,,,,
player,201212020den,den,DeckEr00,fumbles,0,,,,,
player,201212020den,den,DeckEr00,fumbles_lost,0,,,,,
player,201212020den,den,UnreMi00,pass_cmp,0,,,,,
player,201212020den,den,UnreMi00,pass_att,0,,,,,
player,201212020den,den,UnreMi00,pass_yds,0,,,,,
player,201212020den,den,UnreMi00,pass_td,0,,,,,
player,201212020den,den,UnreMi00,pass_int,0,,,,,
player,201212020den,den,UnreMi00,pass_sacked,0,,,,,
player,201212020den,den,UnreMi00,pass_sacked_yds,0,,,,,
player,201212020den,den,UnreMi00,pass_long,0,,,,,
player,201212020den,den,UnreMi00,pass_rating,,,,,,
player,201212020den,den,UnreMi00,rush_att,0,,,,,
player,201212020den,den,UnreMi00,rush_yds,0,,,,,
player,201212020den,den,UnreMi00,rush_td,0,,,,,
player,201212020den,den,UnreMi00,rush_long,0,,,,,
player,201212020den,den,UnreMi00,targets,1,,,,,
player,201212020den,den,UnreMi00,rec,1,,,,,
player,201212020den,den,UnreMi00,rec_yds,1,,,,,
player,201212020den,den,UnreMi00,rec_td,1,,,,,
player,201212020den,den,UnreMi00,rec_long,1,,,,,
player,201212020den,den,UnreMi00,fumbles,0,,,,,
player,201212020den,den,UnreMi00,fumbles_lost,0,,,,,
player,201212020den,den,DreeJo00,pass_cmp,0,,,,,
player,201212020den,den,DreeJo00,pass_att,0,,,,,
player,201212020den,den,DreeJo00,pass_yds,0,,,,,
player,201212020den,den,DreeJo00,pass_td,0,,,,,
player,201212020den,den,DreeJo00,pass_int,0,,,,,
player,201212020den,den,DreeJo00,pass_sacked,0,,,,,
player,201212020den,den,DreeJo00,pass_sacked_yds,0,,,,,
player,201212020den,den,DreeJo00,pass_long,0,,,,,
player,201212020den,den,DreeJo00,pass_rating,,,,,,
player,201212020den,den,DreeJo00,rush_att,0,,,,,
player,201212020den,den,DreeJo00,rush_yds,0,,,,,
player,201212020den,den,DreeJo00,rush_td,0,,,,,
player,201212020den,den,DreeJo00,rush_long,0,,,,,
player,201212020den,den,DreeJo00,targets,2,,,,,
player,201212020den,den,DreeJo00,rec,0,,,,,
player,201212020den,den,DreeJo00,rec_yds,0,,,,,
player,201212020den,den,DreeJo00,rec_td,0,,,,,
player,201212020den,den,DreeJo00,rec_long,0,,,,,
player,201212020den,den,DreeJo00,fumbles,0,,,,,
player,201212020den,den,DreeJo00,fumbles_lost,0,,,,,
player,201212020den,den,BallLa00,pass_cmp,0,,,,,
player,201212020den,den,BallLa00,pass_att,0,,,,,
player,201212020den,den,BallLa00,pass_yds,0,,,,,
player,201212020den,den,BallLa00,pass_td,0,,,,,
player,201212020den,den,BallLa00,pass_int,0,,,,,
player,201212020den,den,BallLa00,pass_sacked,0,,,,,
player,201212020den,den,BallLa00,pass_sacked_yds,0,,,,,
player,201212020den,den,BallLa00,pass_long,0,,,,,
player,201212020den,den,BallLa00,pass_rating,,,,,,
player,201212020den,den,BallLa00,rush_att,2,,,,,
player,201212020den,den,BallLa00,rush_yds,-2,,,,,
player,201212020den,den,BallLa00,rush_td,0,,,,,
player,201212020den,den,BallLa00,rush_long,0,,,,,
player,201212020den,den,BallLa00,targets,0,,,,,
player,201212020den,den,BallLa00,rec,0,,,,,
player,201212020den,den,BallLa00,rec_yds,0,,,,,
player,201212020den,den,BallLa00,rec_td,0,,,,,
player,201212020den,den,BallLa00,rec_long,0,,,,,
player,201212020den,den,BallLa00,fumbles,0,,,,,
player,201212020den,den,BallLa00,fumbles_lost,0,,,,,
player,201212020den,tam,DaviLa00,def_int,1,,,,,
player,201212020den,tam,DaviLa00,def_int_yds,27,,,,,
player,201212020den,tam,DaviLa00,def_int_td,0,,,,,
player,201212020den,tam,DaviLa00,def_int_long,27,,,,,
player,201212020den,tam,DaviLa00,pass_defended,1,,,,,
player,201212020den,tam,DaviLa00,sacks,0.0,,,,,
player,201212020den,tam,DaviLa00,tackles_combined,10,,,,,
player,201212020den,tam,DaviLa00,tackles_solo,7,,,,,
player,201212020den,tam,DaviLa00,tackles_assists,3,,,,,
player,201212020den,tam,DaviLa00,tackles_loss,3,,,,,
player,201212020den,tam,DaviLa00,qb_hits,0,,,,,
player,201212020den,tam,DaviLa00,fumbles_rec,0,,,,,
player,201212020den,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201212020den,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201212020den,tam,DaviLa00,fumbles_forced,0,,,,,
player,201212020den,tam,BlacAh00,def_int,0,,,,,
player,201212020den,tam,BlacAh00,def_int_yds,0,,,,,
player,201212020den,tam,BlacAh00,def_int_td,0,,,,,
player,201212020den,tam,BlacAh00,def_int_long,0,,,,,
player,201212020den,tam,BlacAh00,pass_defended,1,,,,,
player,201212020den,tam,BlacAh00,sacks,0.0,,,,,
player,201212020den,tam,BlacAh00,tackles_combined,7,,,,,
player,201212020den,tam,BlacAh00,tackles_solo,7,,,,,
player,201212020den,tam,BlacAh00,tackles_assists,0,,,,,
player,201212020den,tam,BlacAh00,tackles_loss,0,,,,,
player,201212020den,tam,BlacAh00,qb_hits,0,,,,,
player,201212020den,tam,BlacAh00,fumbles_rec,0,,,,,
player,201212020den,tam,BlacAh00,fumbles_rec_yds,0,,,,,
player,201212020den,tam,BlacAh00,fumbles_rec_td,0,,,,,
player,201212020den,tam,BlacAh00,fumbles_forced,0,,,,,
player,201212020den,tam,BarbRo00,def_int,0,,,,,
player,201212020den,tam,BarbRo00,def_int_yds,0,,,,,
player,201212020den,tam,BarbRo00,def_int_td,0,,,,,
player,201212020den,tam,BarbRo00,def_int_long,0,,,,,
player,201212020den,tam,BarbRo00,pass_defended,0,,,,,
player,201212020den,tam,BarbRo00,sacks,0.0,,,,,
player,201212020den,tam,BarbRo00,tackles_combined,6,,,,,
player,201212020den,tam,BarbRo00,tackles_solo,4,,,,,
player,201212020den,tam,BarbRo00,tackles_assists,2,,,,,
player,201212020den,tam,BarbRo00,tackles_loss,0,,,,,
player,201212020den,tam,BarbRo00,qb_hits,0,,,,,
player,201212020den,tam,BarbRo00,fumbles_rec,0,,,,,
player,201212020den,tam,BarbRo00,fumbles_rec_yds,0,,,,,
player,201212020den,tam,BarbRo00,fumbles_rec_td,0,,,,,
player,201212020den,tam,BarbRo00,fumbles_forced,0,,,,,
player,201212020den,tam,BiggE.99,def_int,0,,,,,
player,201212020den,tam,BiggE.99,def_int_yds,0,,,,,
player,201212020den,tam,BiggE.99,def_int_td,0,,,,,
player,201212020den,tam,BiggE.99,def_int_long,0,,,,,
player,201212020den,tam,BiggE.99,pass_defended,0,,,,,
player,201212020den,tam,BiggE.99,sacks,0.0,,,,,
player,201212020den,tam,BiggE.99,tackles_combined,6,,,,,
player,201212020den,tam,BiggE.99,tackles_solo,4,,,,,
player,201212020den,tam,BiggE.99,tackles_assists,2,,,,,
player,201212020den,tam,BiggE.99,tackles_loss,0,,,,,
player,201212020den,tam,BiggE.99,qb_hits,0,,,,,
player,201212020den,tam,BiggE.99,fumbles_rec,0,,,,,
player,201212020den,tam,BiggE.99,fumbles_rec_yds,0,,,,,
player,201212020den,tam,BiggE.99,fumbles_rec_td,0,,,,,
player,201212020den,tam,BiggE.99,fumbles_forced,0,,,,,
player,201212020den,tam,FostMa00,def_int,0,,,,,
player,201212020den,tam,FostMa00,def_int_yds,0,,,,,
player,201212020den,tam,FostMa00,def_int_td,0,,,,,
player,201212020den,tam,FostMa00,def_int_long,0,,,,,
player,201212020den,tam,FostMa00,pass_defended,0,,,,,
player,201212020den,tam,FostMa00,sacks,0.0,,,,,
player,201212020den,tam,FostMa00,tackles_combined,5,,,,,
player,201212020den,tam,FostMa00,tackles_solo,5,,,,,
player,201212020den,tam,FostMa00,tackles_assists,0,,,,,
player,201212020den,tam,FostMa00,tackles_loss,0,,,,,
player,201212020den,tam,FostMa00,qb_hits,0,,,,,
player,201212020den,tam,FostMa00,fumbles_rec,0,,,,,
player,201212020den,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201212020den,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201212020den,tam,FostMa00,fumbles_forced,0,,,,,
player,201212020den,tam,BarrMa00,def_int,0,,,,,
player,201212020den,tam,BarrMa00,def_int_yds,0,,,,,
