game,2012,1,20120909,201209090den,pit,"Pittsburgh Steelers",19,den,"Denver Broncos",31
player,201209090den,pit,CotcJe00,rush_td,0,,,,,
player,201209090den,pit,CotcJe00,rush_long,0,,,,,
player,201209090den,pit,CotcJe00,targets,1,,,,,
player,201209090den,pit,CotcJe00,rec,0,,,,,
player,201209090den,pit,CotcJe00,rec_yds,0,,,,,
player,201209090den,pit,CotcJe00,rec_td,0,,,,,
player,201209090den,pit,CotcJe00,rec_long,0,,,,,
player,201209090den,pit,CotcJe00,fumbles,0,,,,,
player,201209090den,pit,CotcJe00,fumbles_lost,0,,,,,
player,201209090den,pit,BatcBa00,pass_cmp,0,,,,,
player,201209090den,pit,BatcBa00,pass_att,0,,,,,
player,201209090den,pit,BatcBa00,pass_yds,0,,,,,
player,201209090den,pit,BatcBa00,pass_td,0,,,,,
player,201209090den,pit,BatcBa00,pass_int,0,,,,,
player,201209090den,pit,BatcBa00,pass_sacked,0,,,,,
player,201209090den,pit,BatcBa00,pass_sacked_yds,0,,,,,
player,201209090den,pit,BatcBa00,pass_long,0,,,,,
player,201209090den,pit,BatcBa00,pass_rating,,,,,,
player,201209090den,pit,BatcBa00,rush_att,1,,,,,
player,201209090den,pit,BatcBa00,rush_yds,-1,,,,,
player,201209090den,pit,BatcBa00,rush_td,0,,,,,
player,201209090den,pit,BatcBa00,rush_long,-1,,,,,
player,201209090den,pit,BatcBa00,targets,0,,,,,
player,201209090den,pit,BatcBa00,rec,0,,,,,
player,201209090den,pit,BatcBa00,rec_yds,0,,,,,
player,201209090den,pit,BatcBa00,rec_td,0,,,,,
player,201209090den,pit,BatcBa00,rec_long,0,,,,,
player,201209090den,pit,BatcBa00,fumbles,0,,,,,
player,201209090den,pit,BatcBa00,fumbles_lost,0,,,,,
player,201209090den,den,MannPe00,pass_cmp,19,,,,,
player,201209090den,den,MannPe00,pass_att,26,,,,,
player,201209090den,den,MannPe00,pass_yds,253,,,,,
player,201209090den,den,MannPe00,pass_td,2,,,,,
player,201209090den,den,MannPe00,pass_int,0,,,,,
player,201209090den,den,MannPe00,pass_sacked,2,,,,,
player,201209090den,den,MannPe00,pass_sacked_yds,13,,,,,
player,201209090den,den,MannPe00,pass_long,71,,,,,
player,201209090den,den,MannPe00,pass_rating,129.2,,,,,
player,201209090den,den,MannPe00,rush_att,4,,,,,
player,201209090den,den,MannPe00,rush_yds,3,,,,,
player,201209090den,den,MannPe00,rush_td,0,,,,,
player,201209090den,den,MannPe00,rush_long,7,,,,,
player,201209090den,den,MannPe00,targets,0,,,,,
player,201209090den,den,MannPe00,rec,0,,,,,
player,201209090den,den,MannPe00,rec_yds,0,,,,,
player,201209090den,den,MannPe00,rec_td,0,,,,,
player,201209090den,den,MannPe00,rec_long,0,,,,,
player,201209090den,den,MannPe00,fumbles,0,,,,,
player,201209090den,den,MannPe00,fumbles_lost,0,,,,,
player,201209090den,den,McGaWi00,pass_cmp,0,,,,,
player,201209090den,den,McGaWi00,pass_att,0,,,,,
player,201209090den,den,McGaWi00,pass_yds,0,,,,,
player,201209090den,den,McGaWi00,pass_td,0,,,,,
player,201209090den,den,McGaWi00,pass_int,0,,,,,
player,201209090den,den,McGaWi00,pass_sacked,0,,,,,
player,201209090den,den,McGaWi00,pass_sacked_yds,0,,,,,
player,201209090den,den,McGaWi00,pass_long,0,,,,,
player,201209090den,den,McGaWi00,pass_rating,,,,,,
player,201209090den,den,McGaWi00,rush_att,16,,,,,
player,201209090den,den,McGaWi00,rush_yds,64,,,,,
player,201209090den,den,McGaWi00,rush_td,0,,,,,
player,201209090den,den,McGaWi00,rush_long,12,,,,,
player,201209090den,den,McGaWi00,targets,1,,,,,
player,201209090den,den,McGaWi00,rec,0,,,,,
player,201209090den,den,McGaWi00,rec_yds,0,,,,,
player,201209090den,den,McGaWi00,rec_td,0,,,,,
player,201209090den,den,McGaWi00,rec_long,0,,,,,
player,201209090den,den,McGaWi00,fumbles,1,,,,,
player,201209090den,den,McGaWi00,fumbles_lost,1,,,,,
player,201209090den,den,BallLa00,pass_cmp,0,,,,,
player,201209090den,den,BallLa00,pass_att,0,,,,,
player,201209090den,den,BallLa00,pass_yds,0,,,,,
player,201209090den,den,BallLa00,pass_td,0,,,,,
player,201209090den,den,BallLa00,pass_int,0,,,,,
player,201209090den,den,BallLa00,pass_sacked,0,,,,,
player,201209090den,den,BallLa00,pass_sacked_yds,0,,,,,
player,201209090den,den,BallLa00,pass_long,0,,,,,
player,201209090den,den,BallLa00,pass_rating,,,,,,
player,201209090den,den,BallLa00,rush_att,2,,,,,
player,201209090den,den,BallLa00,rush_yds,14,,,,,
player,201209090den,den,BallLa00,rush_td,0,,,,,
player,201209090den,den,BallLa00,rush_long,11,,,,,
player,201209090den,den,BallLa00,targets,0,,,,,
player,201209090den,den,BallLa00,rec,0,,,,,
player,201209090den,den,BallLa00,rec_yds,0,,,,,
player,201209090den,den,BallLa00,rec_td,0,,,,,
player,201209090den,den,BallLa00,rec_long,0,,,,,
player,201209090den,den,BallLa00,fumbles,0,,,,,
player,201209090den,den,BallLa00,fumbles_lost,0,,,,,
player,201209090den,den,MoreKn00,pass_cmp,0,,,,,
player,201209090den,den,MoreKn00,pass_att,0,,,,,
player,201209090den,den,MoreKn00,pass_yds,0,,,,,
player,201209090den,den,MoreKn00,pass_td,0,,,,,
player,201209090den,den,MoreKn00,pass_int,0,,,,,
player,201209090den,den,MoreKn00,pass_sacked,0,,,,,
player,201209090den,den,MoreKn00,pass_sacked_yds,0,,,,,
player,201209090den,den,MoreKn00,pass_long,0,,,,,
player,201209090den,den,MoreKn00,pass_rating,,,,,,
player,201209090den,den,MoreKn00,rush_att,5,,,,,
player,201209090den,den,MoreKn00,rush_yds,13,,,,,
player,201209090den,den,MoreKn00,rush_td,1,,,,,
player,201209090den,den,MoreKn00,rush_long,7,,,,,
player,201209090den,den,MoreKn00,targets,0,,,,,
player,201209090den,den,MoreKn00,rec,0,,,,,
player,201209090den,den,MoreKn00,rec_yds,0,,,,,
player,201209090den,den,MoreKn00,rec_td,0,,,,,
player,201209090den,den,MoreKn00,rec_long,0,,,,,
player,201209090den,den,MoreKn00,fumbles,0,,,,,
player,201209090den,den,MoreKn00,fumbles_lost,0,,,,,
player,201209090den,den,ThomDe03,pass_cmp,0,,,,,
player,201209090den,den,ThomDe03,pass_att,0,,,,,
player,201209090den,den,ThomDe03,pass_yds,0,,,,,
player,201209090den,den,ThomDe03,pass_td,0,,,,,
player,201209090den,den,ThomDe03,pass_int,0,,,,,
player,201209090den,den,ThomDe03,pass_sacked,0,,,,,
player,201209090den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201209090den,den,ThomDe03,pass_long,0,,,,,
player,201209090den,den,ThomDe03,pass_rating,,,,,,
player,201209090den,den,ThomDe03,rush_att,0,,,,,
player,201209090den,den,ThomDe03,rush_yds,0,,,,,
player,201209090den,den,ThomDe03,rush_td,0,,,,,
player,201209090den,den,ThomDe03,rush_long,0,,,,,
player,201209090den,den,ThomDe03,targets,7,,,,,
player,201209090den,den,ThomDe03,rec,5,,,,,
player,201209090den,den,ThomDe03,rec_yds,110,,,,,
player,201209090den,den,ThomDe03,rec_td,1,,,,,
player,201209090den,den,ThomDe03,rec_long,71,,,,,
player,201209090den,den,ThomDe03,fumbles,0,,,,,
player,201209090den,den,ThomDe03,fumbles_lost,0,,,,,
player,201209090den,den,DeckEr00,pass_cmp,0,,,,,
player,201209090den,den,DeckEr00,pass_att,0,,,,,
player,201209090den,den,DeckEr00,pass_yds,0,,,,,
player,201209090den,den,DeckEr00,pass_td,0,,,,,
player,201209090den,den,DeckEr00,pass_int,0,,,,,
player,201209090den,den,DeckEr00,pass_sacked,0,,,,,
player,201209090den,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201209090den,den,DeckEr00,pass_long,0,,,,,
player,201209090den,den,DeckEr00,pass_rating,,,,,,
player,201209090den,den,DeckEr00,rush_att,0,,,,,
player,201209090den,den,DeckEr00,rush_yds,0,,,,,
player,201209090den,den,DeckEr00,rush_td,0,,,,,
player,201209090den,den,DeckEr00,rush_long,0,,,,,
player,201209090den,den,DeckEr00,targets,7,,,,,
player,201209090den,den,DeckEr00,rec,5,,,,,
player,201209090den,den,DeckEr00,rec_yds,54,,,,,
player,201209090den,den,DeckEr00,rec_td,0,,,,,
player,201209090den,den,DeckEr00,rec_long,17,,,,,
player,201209090den,den,DeckEr00,fumbles,0,,,,,
player,201209090den,den,DeckEr00,fumbles_lost,0,,,,,
player,201209090den,den,TammJa00,pass_cmp,0,,,,,
player,201209090den,den,TammJa00,pass_att,0,,,,,
player,201209090den,den,TammJa00,pass_yds,0,,,,,
player,201209090den,den,TammJa00,pass_td,0,,,,,
player,201209090den,den,TammJa00,pass_int,0,,,,,
player,201209090den,den,TammJa00,pass_sacked,0,,,,,
player,201209090den,den,TammJa00,pass_sacked_yds,0,,,,,
player,201209090den,den,TammJa00,pass_long,0,,,,,
player,201209090den,den,TammJa00,pass_rating,,,,,,
player,201209090den,den,TammJa00,rush_att,0,,,,,
player,201209090den,den,TammJa00,rush_yds,0,,,,,
player,201209090den,den,TammJa00,rush_td,0,,,,,
player,201209090den,den,TammJa00,rush_long,0,,,,,
player,201209090den,den,TammJa00,targets,5,,,,,
player,201209090den,den,TammJa00,rec,5,,,,,
player,201209090den,den,TammJa00,rec_yds,43,,,,,
player,201209090den,den,TammJa00,rec_td,1,,,,,
player,201209090den,den,TammJa00,rec_long,18,,,,,
player,201209090den,den,TammJa00,fumbles,0,,,,,
player,201209090den,den,TammJa00,fumbles_lost,0,,,,,
player,201209090den,den,StokBr00,pass_cmp,0,,,,,
player,201209090den,den,StokBr00,pass_att,0,,,,,
player,201209090den,den,StokBr00,pass_yds,0,,,,,
player,201209090den,den,StokBr00,pass_td,0,,,,,
player,201209090den,den,StokBr00,pass_int,0,,,,,
player,201209090den,den,StokBr00,pass_sacked,0,,,,,
player,201209090den,den,StokBr00,pass_sacked_yds,0,,,,,
player,201209090den,den,StokBr00,pass_long,0,,,,,
player,201209090den,den,StokBr00,pass_rating,,,,,,
player,201209090den,den,StokBr00,rush_att,0,,,,,
player,201209090den,den,StokBr00,rush_yds,0,,,,,
player,201209090den,den,StokBr00,rush_td,0,,,,,
player,201209090den,den,StokBr00,rush_long,0,,,,,
player,201209090den,den,StokBr00,targets,3,,,,,
player,201209090den,den,StokBr00,rec,2,,,,,
player,201209090den,den,StokBr00,rec_yds,26,,,,,
player,201209090den,den,StokBr00,rec_td,0,,,,,
player,201209090den,den,StokBr00,rec_long,17,,,,,
player,201209090den,den,StokBr00,fumbles,0,,,,,
player,201209090den,den,StokBr00,fumbles_lost,0,,,,,
player,201209090den,den,WillMa00,pass_cmp,0,,,,,
player,201209090den,den,WillMa00,pass_att,0,,,,,
player,201209090den,den,WillMa00,pass_yds,0,,,,,
player,201209090den,den,WillMa00,pass_td,0,,,,,
player,201209090den,den,WillMa00,pass_int,0,,,,,
player,201209090den,den,WillMa00,pass_sacked,0,,,,,
player,201209090den,den,WillMa00,pass_sacked_yds,0,,,,,
player,201209090den,den,WillMa00,pass_long,0,,,,,
player,201209090den,den,WillMa00,pass_rating,,,,,,
player,201209090den,den,WillMa00,rush_att,0,,,,,
player,201209090den,den,WillMa00,rush_yds,0,,,,,
player,201209090den,den,WillMa00,rush_td,0,,,,,
player,201209090den,den,WillMa00,rush_long,0,,,,,
player,201209090den,den,WillMa00,targets,1,,,,,
player,201209090den,den,WillMa00,rec,1,,,,,
player,201209090den,den,WillMa00,rec_yds,14,,,,,
player,201209090den,den,WillMa00,rec_td,0,,,,,
player,201209090den,den,WillMa00,rec_long,14,,,,,
player,201209090den,den,WillMa00,fumbles,0,,,,,
player,201209090den,den,WillMa00,fumbles_lost,0,,,,,
player,201209090den,den,DreeJo00,pass_cmp,0,,,,,
player,201209090den,den,DreeJo00,pass_att,0,,,,,
player,201209090den,den,DreeJo00,pass_yds,0,,,,,
player,201209090den,den,DreeJo00,pass_td,0,,,,,
player,201209090den,den,DreeJo00,pass_int,0,,,,,
player,201209090den,den,DreeJo00,pass_sacked,0,,,,,
player,201209090den,den,DreeJo00,pass_sacked_yds,0,,,,,
player,201209090den,den,DreeJo00,pass_long,0,,,,,
player,201209090den,den,DreeJo00,pass_rating,,,,,,
player,201209090den,den,DreeJo00,rush_att,0,,,,,
player,201209090den,den,DreeJo00,rush_yds,0,,,,,
player,201209090den,den,DreeJo00,rush_td,0,,,,,
player,201209090den,den,DreeJo00,rush_long,0,,,,,
player,201209090den,den,DreeJo00,targets,2,,,,,
player,201209090den,den,DreeJo00,rec,1,,,,,
player,201209090den,den,DreeJo00,rec_yds,6,,,,,
player,201209090den,den,DreeJo00,rec_td,0,,,,,
player,201209090den,den,DreeJo00,rec_long,6,,,,,
player,201209090den,den,DreeJo00,fumbles,0,,,,,
player,201209090den,den,DreeJo00,fumbles_lost,0,,,,,
player,201209090den,pit,FootLa20,def_int,0,,,,,
player,201209090den,pit,FootLa20,def_int_yds,0,,,,,
player,201209090den,pit,FootLa20,def_int_td,0,,,,,
player,201209090den,pit,FootLa20,def_int_long,0,,,,,
player,201209090den,pit,FootLa20,pass_defended,1,,,,,
player,201209090den,pit,FootLa20,sacks,1.0,,,,,
player,201209090den,pit,FootLa20,tackles_combined,9,,,,,
player,201209090den,pit,FootLa20,tackles_solo,8,,,,,
player,201209090den,pit,FootLa20,tackles_assists,1,,,,,
player,201209090den,pit,FootLa20,tackles_loss,1,,,,,
player,201209090den,pit,FootLa20,qb_hits,2,,,,,
player,201209090den,pit,FootLa20,fumbles_rec,0,,,,,
player,201209090den,pit,FootLa20,fumbles_rec_yds,0,,,,,
player,201209090den,pit,FootLa20,fumbles_rec_td,0,,,,,
player,201209090den,pit,FootLa20,fumbles_forced,1,,,,,
player,201209090den,pit,WoriJa99,def_int,0,,,,,
player,201209090den,pit,WoriJa99,def_int_yds,0,,,,,
player,201209090den,pit,WoriJa99,def_int_td,0,,,,,
player,201209090den,pit,WoriJa99,def_int_long,0,,,,,
player,201209090den,pit,WoriJa99,pass_defended,0,,,,,
player,201209090den,pit,WoriJa99,sacks,1.0,,,,,
player,201209090den,pit,WoriJa99,tackles_combined,3,,,,,
player,201209090den,pit,WoriJa99,tackles_solo,3,,,,,
player,201209090den,pit,WoriJa99,tackles_assists,0,,,,,
player,201209090den,pit,WoriJa99,tackles_loss,1,,,,,
player,201209090den,pit,WoriJa99,qb_hits,1,,,,,
player,201209090den,pit,WoriJa99,fumbles_rec,0,,,,,
player,201209090den,pit,WoriJa99,fumbles_rec_yds,0,,,,,
player,201209090den,pit,WoriJa99,fumbles_rec_td,0,,,,,
player,201209090den,pit,WoriJa99,fumbles_forced,0,,,,,
player,201209090den,pit,PolaTr99,def_int,0,,,,,
player,201209090den,pit,PolaTr99,def_int_yds,0,,,,,
player,201209090den,pit,PolaTr99,def_int_td,0,,,,,
player,201209090den,pit,PolaTr99,def_int_long,0,,,,,
player,201209090den,pit,PolaTr99,pass_defended,0,,,,,
player,201209090den,pit,PolaTr99,sacks,0.0,,,,,
player,201209090den,pit,PolaTr99,tackles_combined,5,,,,,
