game,2012,15,20121216,201212160atl,nyg,"New York Giants",0,atl,"Atlanta Falcons",34
player,201212160atl,atl,GonzTo00,pass_rating,,,,,,
player,201212160atl,atl,GonzTo00,rush_att,0,,,,,
player,201212160atl,atl,GonzTo00,rush_yds,0,,,,,
player,201212160atl,atl,GonzTo00,rush_td,0,,,,,
player,201212160atl,atl,GonzTo00,rush_long,0,,,,,
player,201212160atl,atl,GonzTo00,targets,7,,,,,
player,201212160atl,atl,GonzTo00,rec,6,,,,,
player,201212160atl,atl,GonzTo00,rec_yds,49,,,,,
player,201212160atl,atl,GonzTo00,rec_td,1,,,,,
player,201212160atl,atl,GonzTo00,rec_long,12,,,,,
player,201212160atl,atl,GonzTo00,fumbles,0,,,,,
player,201212160atl,atl,GonzTo00,fumbles_lost,0,,,,,
player,201212160atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201212160atl,atl,WhitRo00,pass_att,0,,,,,
player,201212160atl,atl,WhitRo00,pass_yds,0,,,,,
player,201212160atl,atl,WhitRo00,pass_td,0,,,,,
player,201212160atl,atl,WhitRo00,pass_int,0,,,,,
player,201212160atl,atl,WhitRo00,pass_sacked,0,,,,,
player,201212160atl,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201212160atl,atl,WhitRo00,pass_long,0,,,,,
player,201212160atl,atl,WhitRo00,pass_rating,,,,,,
player,201212160atl,atl,WhitRo00,rush_att,0,,,,,
player,201212160atl,atl,WhitRo00,rush_yds,0,,,,,
player,201212160atl,atl,WhitRo00,rush_td,0,,,,,
player,201212160atl,atl,WhitRo00,rush_long,0,,,,,
player,201212160atl,atl,WhitRo00,targets,5,,,,,
player,201212160atl,atl,WhitRo00,rec,2,,,,,
player,201212160atl,atl,WhitRo00,rec_yds,16,,,,,
player,201212160atl,atl,WhitRo00,rec_td,0,,,,,
player,201212160atl,atl,WhitRo00,rec_long,11,,,,,
player,201212160atl,atl,WhitRo00,fumbles,0,,,,,
player,201212160atl,atl,WhitRo00,fumbles_lost,0,,,,,
player,201212160atl,atl,Cox_Mi20,pass_cmp,0,,,,,
player,201212160atl,atl,Cox_Mi20,pass_att,0,,,,,
player,201212160atl,atl,Cox_Mi20,pass_yds,0,,,,,
player,201212160atl,atl,Cox_Mi20,pass_td,0,,,,,
player,201212160atl,atl,Cox_Mi20,pass_int,,,,,,
player,201212160atl,atl,Cox_Mi20,pass_sacked,,,,,,
player,201212160atl,atl,Cox_Mi20,pass_sacked_yds,,,,,,
player,201212160atl,atl,Cox_Mi20,pass_long,,,,,,
player,201212160atl,atl,Cox_Mi20,pass_rating,,,,,,
player,201212160atl,atl,Cox_Mi20,rush_att,0,,,,,
player,201212160atl,atl,Cox_Mi20,rush_yds,0,,,,,
player,201212160atl,atl,Cox_Mi20,rush_td,0,,,,,
player,201212160atl,atl,Cox_Mi20,rush_long,,,,,,
player,201212160atl,atl,Cox_Mi20,targets,1,,,,,
player,201212160atl,atl,Cox_Mi20,rec,1,,,,,
player,201212160atl,atl,Cox_Mi20,rec_yds,11,,,,,
player,201212160atl,atl,Cox_Mi20,rec_td,0,,,,,
player,201212160atl,atl,Cox_Mi20,rec_long,11,,,,,
player,201212160atl,atl,Cox_Mi20,fumbles,,,,,,
player,201212160atl,atl,Cox_Mi20,fumbles_lost,,,,,,
player,201212160atl,atl,DougHa00,pass_cmp,0,,,,,
player,201212160atl,atl,DougHa00,pass_att,0,,,,,
player,201212160atl,atl,DougHa00,pass_yds,0,,,,,
player,201212160atl,atl,DougHa00,pass_td,0,,,,,
player,201212160atl,atl,DougHa00,pass_int,0,,,,,
player,201212160atl,atl,DougHa00,pass_sacked,0,,,,,
player,201212160atl,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201212160atl,atl,DougHa00,pass_long,0,,,,,
player,201212160atl,atl,DougHa00,pass_rating,,,,,,
player,201212160atl,atl,DougHa00,rush_att,1,,,,,
player,201212160atl,atl,DougHa00,rush_yds,-1,,,,,
player,201212160atl,atl,DougHa00,rush_td,0,,,,,
player,201212160atl,atl,DougHa00,rush_long,-1,,,,,
player,201212160atl,atl,DougHa00,targets,3,,,,,
player,201212160atl,atl,DougHa00,rec,3,,,,,
player,201212160atl,atl,DougHa00,rec_yds,83,,,,,
player,201212160atl,atl,DougHa00,rec_td,0,,,,,
player,201212160atl,atl,DougHa00,rec_long,37,,,,,
player,201212160atl,atl,DougHa00,fumbles,0,,,,,
player,201212160atl,atl,DougHa00,fumbles_lost,0,,,,,
player,201212160atl,atl,McCoLu00,pass_cmp,0,,,,,
player,201212160atl,atl,McCoLu00,pass_att,0,,,,,
player,201212160atl,atl,McCoLu00,pass_yds,0,,,,,
player,201212160atl,atl,McCoLu00,pass_td,0,,,,,
player,201212160atl,atl,McCoLu00,pass_int,0,,,,,
player,201212160atl,atl,McCoLu00,pass_sacked,0,,,,,
player,201212160atl,atl,McCoLu00,pass_sacked_yds,0,,,,,
player,201212160atl,atl,McCoLu00,pass_long,0,,,,,
player,201212160atl,atl,McCoLu00,pass_rating,,,,,,
player,201212160atl,atl,McCoLu00,rush_att,2,,,,,
player,201212160atl,atl,McCoLu00,rush_yds,-3,,,,,
player,201212160atl,atl,McCoLu00,rush_td,0,,,,,
player,201212160atl,atl,McCoLu00,rush_long,-1,,,,,
player,201212160atl,atl,McCoLu00,targets,0,,,,,
player,201212160atl,atl,McCoLu00,rec,0,,,,,
player,201212160atl,atl,McCoLu00,rec_yds,0,,,,,
player,201212160atl,atl,McCoLu00,rec_td,0,,,,,
player,201212160atl,atl,McCoLu00,rec_long,0,,,,,
player,201212160atl,atl,McCoLu00,fumbles,0,,,,,
player,201212160atl,atl,McCoLu00,fumbles_lost,0,,,,,
player,201212160atl,nyg,CantCh21,def_int,0,,,,,
player,201212160atl,nyg,CantCh21,def_int_yds,0,,,,,
player,201212160atl,nyg,CantCh21,def_int_td,0,,,,,
player,201212160atl,nyg,CantCh21,def_int_long,0,,,,,
player,201212160atl,nyg,CantCh21,pass_defended,0,,,,,
player,201212160atl,nyg,CantCh21,sacks,1.0,,,,,
player,201212160atl,nyg,CantCh21,tackles_combined,5,,,,,
player,201212160atl,nyg,CantCh21,tackles_solo,5,,,,,
player,201212160atl,nyg,CantCh21,tackles_assists,0,,,,,
player,201212160atl,nyg,CantCh21,tackles_loss,1,,,,,
player,201212160atl,nyg,CantCh21,qb_hits,1,,,,,
player,201212160atl,nyg,CantCh21,fumbles_rec,0,,,,,
player,201212160atl,nyg,CantCh21,fumbles_rec_yds,0,,,,,
player,201212160atl,nyg,CantCh21,fumbles_rec_td,0,,,,,
player,201212160atl,nyg,CantCh21,fumbles_forced,0,,,,,
player,201212160atl,nyg,HillWi01,def_int,0,,,,,
player,201212160atl,nyg,HillWi01,def_int_yds,0,,,,,
player,201212160atl,nyg,HillWi01,def_int_td,0,,,,,
player,201212160atl,nyg,HillWi01,def_int_long,0,,,,,
player,201212160atl,nyg,HillWi01,pass_defended,0,,,,,
player,201212160atl,nyg,HillWi01,sacks,0.0,,,,,
player,201212160atl,nyg,HillWi01,tackles_combined,9,,,,,
player,201212160atl,nyg,HillWi01,tackles_solo,6,,,,,
player,201212160atl,nyg,HillWi01,tackles_assists,3,,,,,
player,201212160atl,nyg,HillWi01,tackles_loss,1,,,,,
player,201212160atl,nyg,HillWi01,qb_hits,0,,,,,
player,201212160atl,nyg,HillWi01,fumbles_rec,0,,,,,
player,201212160atl,nyg,HillWi01,fumbles_rec_yds,0,,,,,
player,201212160atl,nyg,HillWi01,fumbles_rec_td,0,,,,,
player,201212160atl,nyg,HillWi01,fumbles_forced,0,,,,,
player,201212160atl,nyg,BrowSt99,def_int,0,,,,,
player,201212160atl,nyg,BrowSt99,def_int_yds,0,,,,,
player,201212160atl,nyg,BrowSt99,def_int_td,0,,,,,
player,201212160atl,nyg,BrowSt99,def_int_long,0,,,,,
player,201212160atl,nyg,BrowSt99,pass_defended,0,,,,,
player,201212160atl,nyg,BrowSt99,sacks,0.0,,,,,
player,201212160atl,nyg,BrowSt99,tackles_combined,8,,,,,
player,201212160atl,nyg,BrowSt99,tackles_solo,6,,,,,
player,201212160atl,nyg,BrowSt99,tackles_assists,2,,,,,
player,201212160atl,nyg,BrowSt99,tackles_loss,0,,,,,
player,201212160atl,nyg,BrowSt99,qb_hits,0,,,,,
player,201212160atl,nyg,BrowSt99,fumbles_rec,0,,,,,
player,201212160atl,nyg,BrowSt99,fumbles_rec_yds,0,,,,,
player,201212160atl,nyg,BrowSt99,fumbles_rec_td,0,,,,,
player,201212160atl,nyg,BrowSt99,fumbles_forced,0,,,,,
player,201212160atl,nyg,BlacCh21,def_int,0,,,,,
player,201212160atl,nyg,BlacCh21,def_int_yds,0,,,,,
player,201212160atl,nyg,BlacCh21,def_int_td,0,,,,,
player,201212160atl,nyg,BlacCh21,def_int_long,0,,,,,
player,201212160atl,nyg,BlacCh21,pass_defended,1,,,,,
player,201212160atl,nyg,BlacCh21,sacks,0.0,,,,,
player,201212160atl,nyg,BlacCh21,tackles_combined,7,,,,,
player,201212160atl,nyg,BlacCh21,tackles_solo,5,,,,,
player,201212160atl,nyg,BlacCh21,tackles_assists,2,,,,,
player,201212160atl,nyg,BlacCh21,tackles_loss,1,,,,,
player,201212160atl,nyg,BlacCh21,qb_hits,0,,,,,
player,201212160atl,nyg,BlacCh21,fumbles_rec,0,,,,,
player,201212160atl,nyg,BlacCh21,fumbles_rec_yds,0,,,,,
player,201212160atl,nyg,BlacCh21,fumbles_rec_td,0,,,,,
player,201212160atl,nyg,BlacCh21,fumbles_forced,0,,,,,
player,201212160atl,nyg,HoslJa00,def_int,0,,,,,
player,201212160atl,nyg,HoslJa00,def_int_yds,0,,,,,
player,201212160atl,nyg,HoslJa00,def_int_td,0,,,,,
