game,2012,12,20121125,201211250mia,sea,"Seattle Seahawks",21,mia,"Miami Dolphins",24
player,201211250mia,sea,BaldDo00,rec_td,0,,,,,
player,201211250mia,sea,BaldDo00,rec_long,14,,,,,
player,201211250mia,sea,BaldDo00,fumbles,0,,,,,
player,201211250mia,sea,BaldDo00,fumbles_lost,0,,,,,
player,201211250mia,sea,KearJe01,pass_cmp,0,,,,,
player,201211250mia,sea,KearJe01,pass_att,0,,,,,
player,201211250mia,sea,KearJe01,pass_yds,0,,,,,
player,201211250mia,sea,KearJe01,pass_td,0,,,,,
player,201211250mia,sea,KearJe01,pass_int,0,,,,,
player,201211250mia,sea,KearJe01,pass_sacked,0,,,,,
player,201211250mia,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201211250mia,sea,KearJe01,pass_long,0,,,,,
player,201211250mia,sea,KearJe01,pass_rating,,,,,,
player,201211250mia,sea,KearJe01,rush_att,0,,,,,
player,201211250mia,sea,KearJe01,rush_yds,0,,,,,
player,201211250mia,sea,KearJe01,rush_td,0,,,,,
player,201211250mia,sea,KearJe01,rush_long,0,,,,,
player,201211250mia,sea,KearJe01,targets,1,,,,,
player,201211250mia,sea,KearJe01,rec,1,,,,,
player,201211250mia,sea,KearJe01,rec_yds,8,,,,,
player,201211250mia,sea,KearJe01,rec_td,0,,,,,
player,201211250mia,sea,KearJe01,rec_long,8,,,,,
player,201211250mia,sea,KearJe01,fumbles,0,,,,,
player,201211250mia,sea,KearJe01,fumbles_lost,0,,,,,
player,201211250mia,sea,MoorEv00,pass_cmp,0,,,,,
player,201211250mia,sea,MoorEv00,pass_att,0,,,,,
player,201211250mia,sea,MoorEv00,pass_yds,0,,,,,
player,201211250mia,sea,MoorEv00,pass_td,0,,,,,
player,201211250mia,sea,MoorEv00,pass_int,0,,,,,
player,201211250mia,sea,MoorEv00,pass_sacked,0,,,,,
player,201211250mia,sea,MoorEv00,pass_sacked_yds,0,,,,,
player,201211250mia,sea,MoorEv00,pass_long,0,,,,,
player,201211250mia,sea,MoorEv00,pass_rating,,,,,,
player,201211250mia,sea,MoorEv00,rush_att,0,,,,,
player,201211250mia,sea,MoorEv00,rush_yds,0,,,,,
player,201211250mia,sea,MoorEv00,rush_td,0,,,,,
player,201211250mia,sea,MoorEv00,rush_long,0,,,,,
player,201211250mia,sea,MoorEv00,targets,1,,,,,
player,201211250mia,sea,MoorEv00,rec,1,,,,,
player,201211250mia,sea,MoorEv00,rec_yds,6,,,,,
player,201211250mia,sea,MoorEv00,rec_td,0,,,,,
player,201211250mia,sea,MoorEv00,rec_long,6,,,,,
player,201211250mia,sea,MoorEv00,fumbles,0,,,,,
player,201211250mia,sea,MoorEv00,fumbles_lost,0,,,,,
player,201211250mia,sea,RobiMi00,pass_cmp,0,,,,,
player,201211250mia,sea,RobiMi00,pass_att,0,,,,,
player,201211250mia,sea,RobiMi00,pass_yds,0,,,,,
player,201211250mia,sea,RobiMi00,pass_td,0,,,,,
player,201211250mia,sea,RobiMi00,pass_int,0,,,,,
player,201211250mia,sea,RobiMi00,pass_sacked,0,,,,,
player,201211250mia,sea,RobiMi00,pass_sacked_yds,0,,,,,
player,201211250mia,sea,RobiMi00,pass_long,0,,,,,
player,201211250mia,sea,RobiMi00,pass_rating,,,,,,
player,201211250mia,sea,RobiMi00,rush_att,0,,,,,
player,201211250mia,sea,RobiMi00,rush_yds,0,,,,,
player,201211250mia,sea,RobiMi00,rush_td,0,,,,,
player,201211250mia,sea,RobiMi00,rush_long,0,,,,,
player,201211250mia,sea,RobiMi00,targets,1,,,,,
player,201211250mia,sea,RobiMi00,rec,1,,,,,
player,201211250mia,sea,RobiMi00,rec_yds,4,,,,,
player,201211250mia,sea,RobiMi00,rec_td,1,,,,,
player,201211250mia,sea,RobiMi00,rec_long,4,,,,,
player,201211250mia,sea,RobiMi00,fumbles,0,,,,,
player,201211250mia,sea,RobiMi00,fumbles_lost,0,,,,,
player,201211250mia,mia,TannRy00,pass_cmp,18,,,,,
player,201211250mia,mia,TannRy00,pass_att,26,,,,,
player,201211250mia,mia,TannRy00,pass_yds,253,,,,,
player,201211250mia,mia,TannRy00,pass_td,1,,,,,
player,201211250mia,mia,TannRy00,pass_int,1,,,,,
player,201211250mia,mia,TannRy00,pass_sacked,1,,,,,
player,201211250mia,mia,TannRy00,pass_sacked_yds,7,,,,,
player,201211250mia,mia,TannRy00,pass_long,39,,,,,
player,201211250mia,mia,TannRy00,pass_rating,97.1,,,,,
player,201211250mia,mia,TannRy00,rush_att,4,,,,,
player,201211250mia,mia,TannRy00,rush_yds,33,,,,,
player,201211250mia,mia,TannRy00,rush_td,0,,,,,
player,201211250mia,mia,TannRy00,rush_long,19,,,,,
player,201211250mia,mia,TannRy00,targets,0,,,,,
player,201211250mia,mia,TannRy00,rec,0,,,,,
player,201211250mia,mia,TannRy00,rec_yds,0,,,,,
player,201211250mia,mia,TannRy00,rec_td,0,,,,,
player,201211250mia,mia,TannRy00,rec_long,0,,,,,
player,201211250mia,mia,TannRy00,fumbles,0,,,,,
player,201211250mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201211250mia,mia,BushRe00,pass_cmp,0,,,,,
player,201211250mia,mia,BushRe00,pass_att,0,,,,,
player,201211250mia,mia,BushRe00,pass_yds,0,,,,,
player,201211250mia,mia,BushRe00,pass_td,0,,,,,
player,201211250mia,mia,BushRe00,pass_int,0,,,,,
player,201211250mia,mia,BushRe00,pass_sacked,0,,,,,
player,201211250mia,mia,BushRe00,pass_sacked_yds,0,,,,,
player,201211250mia,mia,BushRe00,pass_long,0,,,,,
player,201211250mia,mia,BushRe00,pass_rating,,,,,,
player,201211250mia,mia,BushRe00,rush_att,14,,,,,
player,201211250mia,mia,BushRe00,rush_yds,87,,,,,
player,201211250mia,mia,BushRe00,rush_td,1,,,,,
player,201211250mia,mia,BushRe00,rush_long,22,,,,,
player,201211250mia,mia,BushRe00,targets,3,,,,,
player,201211250mia,mia,BushRe00,rec,1,,,,,
player,201211250mia,mia,BushRe00,rec_yds,-5,,,,,
player,201211250mia,mia,BushRe00,rec_td,0,,,,,
player,201211250mia,mia,BushRe00,rec_long,-5,,,,,
player,201211250mia,mia,BushRe00,fumbles,0,,,,,
player,201211250mia,mia,BushRe00,fumbles_lost,0,,,,,
player,201211250mia,mia,ThomDa03,pass_cmp,0,,,,,
player,201211250mia,mia,ThomDa03,pass_att,0,,,,,
player,201211250mia,mia,ThomDa03,pass_yds,0,,,,,
player,201211250mia,mia,ThomDa03,pass_td,0,,,,,
player,201211250mia,mia,ThomDa03,pass_int,0,,,,,
player,201211250mia,mia,ThomDa03,pass_sacked,0,,,,,
player,201211250mia,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201211250mia,mia,ThomDa03,pass_long,0,,,,,
player,201211250mia,mia,ThomDa03,pass_rating,,,,,,
player,201211250mia,mia,ThomDa03,rush_att,9,,,,,
player,201211250mia,mia,ThomDa03,rush_yds,60,,,,,
player,201211250mia,mia,ThomDa03,rush_td,1,,,,,
player,201211250mia,mia,ThomDa03,rush_long,20,,,,,
player,201211250mia,mia,ThomDa03,targets,1,,,,,
player,201211250mia,mia,ThomDa03,rec,1,,,,,
player,201211250mia,mia,ThomDa03,rec_yds,18,,,,,
player,201211250mia,mia,ThomDa03,rec_td,0,,,,,
player,201211250mia,mia,ThomDa03,rec_long,18,,,,,
player,201211250mia,mia,ThomDa03,fumbles,0,,,,,
player,201211250mia,mia,ThomDa03,fumbles_lost,0,,,,,
player,201211250mia,mia,MoorMa02,pass_cmp,0,,,,,
player,201211250mia,mia,MoorMa02,pass_att,0,,,,,
player,201211250mia,mia,MoorMa02,pass_yds,0,,,,,
player,201211250mia,mia,MoorMa02,pass_td,0,,,,,
player,201211250mia,mia,MoorMa02,pass_int,0,,,,,
player,201211250mia,mia,MoorMa02,pass_sacked,0,,,,,
player,201211250mia,mia,MoorMa02,pass_sacked_yds,0,,,,,
player,201211250mia,mia,MoorMa02,pass_long,0,,,,,
player,201211250mia,mia,MoorMa02,pass_rating,,,,,,
player,201211250mia,mia,MoorMa02,rush_att,1,,,,,
player,201211250mia,mia,MoorMa02,rush_yds,9,,,,,
player,201211250mia,mia,MoorMa02,rush_td,0,,,,,
player,201211250mia,mia,MoorMa02,rush_long,9,,,,,
player,201211250mia,mia,MoorMa02,targets,,,,,,
player,201211250mia,mia,MoorMa02,rec,0,,,,,
player,201211250mia,mia,MoorMa02,rec_yds,0,,,,,
player,201211250mia,mia,MoorMa02,rec_td,0,,,,,
player,201211250mia,mia,MoorMa02,rec_long,0,,,,,
player,201211250mia,mia,MoorMa02,fumbles,0,,,,,
player,201211250mia,mia,MoorMa02,fumbles_lost,0,,,,,
player,201211250mia,mia,BessDa00,pass_cmp,0,,,,,
player,201211250mia,mia,BessDa00,pass_att,0,,,,,
player,201211250mia,mia,BessDa00,pass_yds,0,,,,,
player,201211250mia,mia,BessDa00,pass_td,0,,,,,
player,201211250mia,mia,BessDa00,pass_int,0,,,,,
player,201211250mia,mia,BessDa00,pass_sacked,0,,,,,
player,201211250mia,mia,BessDa00,pass_sacked_yds,0,,,,,
player,201211250mia,mia,BessDa00,pass_long,0,,,,,
player,201211250mia,mia,BessDa00,pass_rating,,,,,,
player,201211250mia,mia,BessDa00,rush_att,0,,,,,
player,201211250mia,mia,BessDa00,rush_yds,0,,,,,
player,201211250mia,mia,BessDa00,rush_td,0,,,,,
player,201211250mia,mia,BessDa00,rush_long,0,,,,,
player,201211250mia,mia,BessDa00,targets,9,,,,,
player,201211250mia,mia,BessDa00,rec,7,,,,,
player,201211250mia,mia,BessDa00,rec_yds,129,,,,,
player,201211250mia,mia,BessDa00,rec_td,0,,,,,
player,201211250mia,mia,BessDa00,rec_long,39,,,,,
player,201211250mia,mia,BessDa00,fumbles,0,,,,,
player,201211250mia,mia,BessDa00,fumbles_lost,0,,,,,
player,201211250mia,mia,ClayCh00,pass_cmp,0,,,,,
player,201211250mia,mia,ClayCh00,pass_att,0,,,,,
player,201211250mia,mia,ClayCh00,pass_yds,0,,,,,
player,201211250mia,mia,ClayCh00,pass_td,0,,,,,
player,201211250mia,mia,ClayCh00,pass_int,0,,,,,
player,201211250mia,mia,ClayCh00,pass_sacked,0,,,,,
player,201211250mia,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201211250mia,mia,ClayCh00,pass_long,0,,,,,
player,201211250mia,mia,ClayCh00,pass_rating,,,,,,
player,201211250mia,mia,ClayCh00,rush_att,0,,,,,
player,201211250mia,mia,ClayCh00,rush_yds,0,,,,,
player,201211250mia,mia,ClayCh00,rush_td,0,,,,,
player,201211250mia,mia,ClayCh00,rush_long,0,,,,,
player,201211250mia,mia,ClayCh00,targets,6,,,,,
player,201211250mia,mia,ClayCh00,rec,6,,,,,
player,201211250mia,mia,ClayCh00,rec_yds,84,,,,,
player,201211250mia,mia,ClayCh00,rec_td,1,,,,,
player,201211250mia,mia,ClayCh00,rec_long,29,,,,,
player,201211250mia,mia,ClayCh00,fumbles,0,,,,,
player,201211250mia,mia,ClayCh00,fumbles_lost,0,,,,,
player,201211250mia,mia,HartBr00,pass_cmp,0,,,,,
player,201211250mia,mia,HartBr00,pass_att,0,,,,,
player,201211250mia,mia,HartBr00,pass_yds,0,,,,,
player,201211250mia,mia,HartBr00,pass_td,0,,,,,
player,201211250mia,mia,HartBr00,pass_int,0,,,,,
player,201211250mia,mia,HartBr00,pass_sacked,0,,,,,
player,201211250mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201211250mia,mia,HartBr00,pass_long,0,,,,,
player,201211250mia,mia,HartBr00,pass_rating,,,,,,
player,201211250mia,mia,HartBr00,rush_att,0,,,,,
player,201211250mia,mia,HartBr00,rush_yds,0,,,,,
player,201211250mia,mia,HartBr00,rush_td,0,,,,,
player,201211250mia,mia,HartBr00,rush_long,0,,,,,
player,201211250mia,mia,HartBr00,targets,5,,,,,
player,201211250mia,mia,HartBr00,rec,2,,,,,
player,201211250mia,mia,HartBr00,rec_yds,17,,,,,
player,201211250mia,mia,HartBr00,rec_td,0,,,,,
player,201211250mia,mia,HartBr00,rec_long,10,,,,,
player,201211250mia,mia,HartBr00,fumbles,0,,,,,
player,201211250mia,mia,HartBr00,fumbles_lost,0,,,,,
player,201211250mia,mia,FasaAn00,pass_cmp,0,,,,,
player,201211250mia,mia,FasaAn00,pass_att,0,,,,,
player,201211250mia,mia,FasaAn00,pass_yds,0,,,,,
player,201211250mia,mia,FasaAn00,pass_td,0,,,,,
player,201211250mia,mia,FasaAn00,pass_int,0,,,,,
player,201211250mia,mia,FasaAn00,pass_sacked,0,,,,,
player,201211250mia,mia,FasaAn00,pass_sacked_yds,0,,,,,
player,201211250mia,mia,FasaAn00,pass_long,0,,,,,
player,201211250mia,mia,FasaAn00,pass_rating,,,,,,
player,201211250mia,mia,FasaAn00,rush_att,0,,,,,
player,201211250mia,mia,FasaAn00,rush_yds,0,,,,,
player,201211250mia,mia,FasaAn00,rush_td,0,,,,,
player,201211250mia,mia,FasaAn00,rush_long,0,,,,,
player,201211250mia,mia,FasaAn00,targets,1,,,,,
player,201211250mia,mia,FasaAn00,rec,1,,,,,
player,201211250mia,mia,FasaAn00,rec_yds,10,,,,,
player,201211250mia,mia,FasaAn00,rec_td,0,,,,,
player,201211250mia,mia,FasaAn00,rec_long,10,,,,,
player,201211250mia,mia,FasaAn00,fumbles,0,,,,,
player,201211250mia,mia,FasaAn00,fumbles_lost,0,,,,,
player,201211250mia,sea,WagnBo00,def_int,1,,,,,
player,201211250mia,sea,WagnBo00,def_int_yds,10,,,,,
player,201211250mia,sea,WagnBo00,def_int_td,0,,,,,
player,201211250mia,sea,WagnBo00,def_int_long,10,,,,,
player,201211250mia,sea,WagnBo00,pass_defended,2,,,,,
player,201211250mia,sea,WagnBo00,sacks,0.0,,,,,
player,201211250mia,sea,WagnBo00,tackles_combined,9,,,,,
player,201211250mia,sea,WagnBo00,tackles_solo,7,,,,,
player,201211250mia,sea,WagnBo00,tackles_assists,2,,,,,
player,201211250mia,sea,WagnBo00,tackles_loss,0,,,,,
player,201211250mia,sea,WagnBo00,qb_hits,0,,,,,
player,201211250mia,sea,WagnBo00,fumbles_rec,0,,,,,
player,201211250mia,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201211250mia,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201211250mia,sea,WagnBo00,fumbles_forced,0,,,,,
player,201211250mia,sea,ClemCh23,def_int,0,,,,,
player,201211250mia,sea,ClemCh23,def_int_yds,0,,,,,
player,201211250mia,sea,ClemCh23,def_int_td,0,,,,,
player,201211250mia,sea,ClemCh23,def_int_long,0,,,,,
player,201211250mia,sea,ClemCh23,pass_defended,0,,,,,
player,201211250mia,sea,ClemCh23,sacks,1.0,,,,,
player,201211250mia,sea,ClemCh23,tackles_combined,5,,,,,
player,201211250mia,sea,ClemCh23,tackles_solo,5,,,,,
player,201211250mia,sea,ClemCh23,tackles_assists,0,,,,,
player,201211250mia,sea,ClemCh23,tackles_loss,1,,,,,
player,201211250mia,sea,ClemCh23,qb_hits,1,,,,,
player,201211250mia,sea,ClemCh23,fumbles_rec,0,,,,,
player,201211250mia,sea,ClemCh23,fumbles_rec_yds,0,,,,,
player,201211250mia,sea,ClemCh23,fumbles_rec_td,0,,,,,
player,201211250mia,sea,ClemCh23,fumbles_forced,0,,,,,
player,201211250mia,sea,ChanKa99,def_int,0,,,,,
player,201211250mia,sea,ChanKa99,def_int_yds,0,,,,,
player,201211250mia,sea,ChanKa99,def_int_td,0,,,,,
player,201211250mia,sea,ChanKa99,def_int_long,0,,,,,
player,201211250mia,sea,ChanKa99,pass_defended,0,,,,,
player,201211250mia,sea,ChanKa99,sacks,0.0,,,,,
player,201211250mia,sea,ChanKa99,tackles_combined,5,,,,,
player,201211250mia,sea,ChanKa99,tackles_solo,4,,,,,
player,201211250mia,sea,ChanKa99,tackles_assists,1,,,,,
player,201211250mia,sea,ChanKa99,tackles_loss,2,,,,,
player,201211250mia,sea,ChanKa99,qb_hits,0,,,,,
player,201211250mia,sea,ChanKa99,fumbles_rec,0,,,,,
player,201211250mia,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201211250mia,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201211250mia,sea,ChanKa99,fumbles_forced,0,,,,,
player,201211250mia,sea,HillLe20,def_int,0,,,,,
player,201211250mia,sea,HillLe20,def_int_yds,0,,,,,
player,201211250mia,sea,HillLe20,def_int_td,0,,,,,
player,201211250mia,sea,HillLe20,def_int_long,0,,,,,
player,201211250mia,sea,HillLe20,pass_defended,0,,,,,
player,201211250mia,sea,HillLe20,sacks,0.0,,,,,
player,201211250mia,sea,HillLe20,tackles_combined,5,,,,,
player,201211250mia,sea,HillLe20,tackles_solo,4,,,,,
