game,2012,6,20121014,201210140rav,dal,"Dallas Cowboys",29,rav,"Baltimore Ravens",31
player,201210140rav,rav,CoxxMo00,def_pct,0%,,,,,
player,201210140rav,rav,CoxxMo00,special_teams,8,,,,,
player,201210140rav,rav,CoxxMo00,st_pct,29%,,,,,
player,201210140rav,rav,ThomCh01,pos,FS,,,,,
player,201210140rav,rav,ThomCh01,offense,0,,,,,
player,201210140rav,rav,ThomCh01,off_pct,0%,,,,,
player,201210140rav,rav,ThomCh01,defense,0,,,,,
player,201210140rav,rav,ThomCh01,def_pct,0%,,,,,
player,201210140rav,rav,ThomCh01,special_teams,7,,,,,
player,201210140rav,rav,ThomCh01,st_pct,25%,,,,,
player,201210140rav,dal,FreeDo20,pos,T,,,,,
player,201210140rav,dal,FreeDo20,offense,89,,,,,
player,201210140rav,dal,FreeDo20,off_pct,100%,,,,,
player,201210140rav,dal,FreeDo20,defense,0,,,,,
player,201210140rav,dal,FreeDo20,def_pct,0%,,,,,
player,201210140rav,dal,FreeDo20,special_teams,6,,,,,
player,201210140rav,dal,FreeDo20,st_pct,21%,,,,,
player,201210140rav,dal,BernMa20,pos,G,,,,,
player,201210140rav,dal,BernMa20,offense,89,,,,,
player,201210140rav,dal,BernMa20,off_pct,100%,,,,,
player,201210140rav,dal,BernMa20,defense,0,,,,,
player,201210140rav,dal,BernMa20,def_pct,0%,,,,,
player,201210140rav,dal,BernMa20,special_teams,6,,,,,
player,201210140rav,dal,BernMa20,st_pct,21%,,,,,
player,201210140rav,dal,LiviNa20,pos,G,,,,,
player,201210140rav,dal,LiviNa20,offense,89,,,,,
player,201210140rav,dal,LiviNa20,off_pct,100%,,,,,
player,201210140rav,dal,LiviNa20,defense,0,,,,,
player,201210140rav,dal,LiviNa20,def_pct,0%,,,,,
player,201210140rav,dal,LiviNa20,special_teams,6,,,,,
player,201210140rav,dal,LiviNa20,st_pct,21%,,,,,
player,201210140rav,dal,SmitTy00,pos,T,,,,,
player,201210140rav,dal,SmitTy00,offense,89,,,,,
player,201210140rav,dal,SmitTy00,off_pct,100%,,,,,
player,201210140rav,dal,SmitTy00,defense,0,,,,,
player,201210140rav,dal,SmitTy00,def_pct,0%,,,,,
player,201210140rav,dal,SmitTy00,special_teams,6,,,,,
player,201210140rav,dal,SmitTy00,st_pct,21%,,,,,
player,201210140rav,dal,WittJa00,pos,TE,,,,,
player,201210140rav,dal,WittJa00,offense,89,,,,,
player,201210140rav,dal,WittJa00,off_pct,100%,,,,,
player,201210140rav,dal,WittJa00,defense,0,,,,,
player,201210140rav,dal,WittJa00,def_pct,0%,,,,,
player,201210140rav,dal,WittJa00,special_teams,6,,,,,
player,201210140rav,dal,WittJa00,st_pct,21%,,,,,
player,201210140rav,dal,RomoTo00,pos,QB,,,,,
player,201210140rav,dal,RomoTo00,offense,89,,,,,
player,201210140rav,dal,RomoTo00,off_pct,100%,,,,,
player,201210140rav,dal,RomoTo00,defense,0,,,,,
player,201210140rav,dal,RomoTo00,def_pct,0%,,,,,
player,201210140rav,dal,RomoTo00,special_teams,0,,,,,
player,201210140rav,dal,RomoTo00,st_pct,0%,,,,,
player,201210140rav,dal,CostPh00,pos,C,,,,,
player,201210140rav,dal,CostPh00,offense,89,,,,,
player,201210140rav,dal,CostPh00,off_pct,100%,,,,,
player,201210140rav,dal,CostPh00,defense,0,,,,,
player,201210140rav,dal,CostPh00,def_pct,0%,,,,,
player,201210140rav,dal,CostPh00,special_teams,0,,,,,
player,201210140rav,dal,CostPh00,st_pct,0%,,,,,
player,201210140rav,dal,AustMi00,pos,WR,,,,,
player,201210140rav,dal,AustMi00,offense,83,,,,,
player,201210140rav,dal,AustMi00,off_pct,93%,,,,,
player,201210140rav,dal,AustMi00,defense,0,,,,,
player,201210140rav,dal,AustMi00,def_pct,0%,,,,,
player,201210140rav,dal,AustMi00,special_teams,0,,,,,
player,201210140rav,dal,AustMi00,st_pct,0%,,,,,
player,201210140rav,dal,BryaDe01,pos,WR,,,,,
player,201210140rav,dal,BryaDe01,offense,72,,,,,
player,201210140rav,dal,BryaDe01,off_pct,81%,,,,,
player,201210140rav,dal,BryaDe01,defense,0,,,,,
player,201210140rav,dal,BryaDe01,def_pct,0%,,,,,
player,201210140rav,dal,BryaDe01,special_teams,2,,,,,
player,201210140rav,dal,BryaDe01,st_pct,7%,,,,,
player,201210140rav,dal,JoneFe00,pos,RB,,,,,
player,201210140rav,dal,JoneFe00,offense,49,,,,,
player,201210140rav,dal,JoneFe00,off_pct,55%,,,,,
player,201210140rav,dal,JoneFe00,defense,0,,,,,
player,201210140rav,dal,JoneFe00,def_pct,0%,,,,,
player,201210140rav,dal,JoneFe00,special_teams,5,,,,,
player,201210140rav,dal,JoneFe00,st_pct,18%,,,,,
player,201210140rav,dal,PhilJo00,pos,TE,,,,,
player,201210140rav,dal,PhilJo00,offense,48,,,,,
player,201210140rav,dal,PhilJo00,off_pct,54%,,,,,
player,201210140rav,dal,PhilJo00,defense,0,,,,,
player,201210140rav,dal,PhilJo00,def_pct,0%,,,,,
player,201210140rav,dal,PhilJo00,special_teams,13,,,,,
player,201210140rav,dal,PhilJo00,st_pct,46%,,,,,
player,201210140rav,dal,OgleKe00,pos,WR,,,,,
player,201210140rav,dal,OgleKe00,offense,35,,,,,
player,201210140rav,dal,OgleKe00,off_pct,39%,,,,,
player,201210140rav,dal,OgleKe00,defense,0,,,,,
player,201210140rav,dal,OgleKe00,def_pct,0%,,,,,
player,201210140rav,dal,OgleKe00,special_teams,0,,,,,
player,201210140rav,dal,OgleKe00,st_pct,0%,,,,,
player,201210140rav,dal,MurrDe00,pos,RB,,,,,
player,201210140rav,dal,MurrDe00,offense,22,,,,,
player,201210140rav,dal,MurrDe00,off_pct,25%,,,,,
player,201210140rav,dal,MurrDe00,defense,0,,,,,
player,201210140rav,dal,MurrDe00,def_pct,0%,,,,,
player,201210140rav,dal,MurrDe00,special_teams,0,,,,,
player,201210140rav,dal,MurrDe00,st_pct,0%,,,,,
player,201210140rav,dal,TannPh00,pos,RB,,,,,
player,201210140rav,dal,TannPh00,offense,16,,,,,
player,201210140rav,dal,TannPh00,off_pct,18%,,,,,
player,201210140rav,dal,TannPh00,defense,0,,,,,
player,201210140rav,dal,TannPh00,def_pct,0%,,,,,
player,201210140rav,dal,TannPh00,special_teams,16,,,,,
player,201210140rav,dal,TannPh00,st_pct,57%,,,,,
player,201210140rav,dal,VickLa00,pos,FB,,,,,
player,201210140rav,dal,VickLa00,offense,15,,,,,
player,201210140rav,dal,VickLa00,off_pct,17%,,,,,
player,201210140rav,dal,VickLa00,defense,0,,,,,
player,201210140rav,dal,VickLa00,def_pct,0%,,,,,
player,201210140rav,dal,VickLa00,special_teams,6,,,,,
player,201210140rav,dal,VickLa00,st_pct,21%,,,,,
player,201210140rav,dal,HannJa00,pos,TE,,,,,
player,201210140rav,dal,HannJa00,offense,11,,,,,
player,201210140rav,dal,HannJa00,off_pct,12%,,,,,
player,201210140rav,dal,HannJa00,defense,0,,,,,
player,201210140rav,dal,HannJa00,def_pct,0%,,,,,
player,201210140rav,dal,HannJa00,special_teams,14,,,,,
player,201210140rav,dal,HannJa00,st_pct,50%,,,,,
player,201210140rav,dal,DunbLa00,pos,RB,,,,,
player,201210140rav,dal,DunbLa00,offense,2,,,,,
player,201210140rav,dal,DunbLa00,off_pct,2%,,,,,
player,201210140rav,dal,DunbLa00,defense,0,,,,,
player,201210140rav,dal,DunbLa00,def_pct,0%,,,,,
player,201210140rav,dal,DunbLa00,special_teams,17,,,,,
player,201210140rav,dal,DunbLa00,st_pct,61%,,,,,
player,201210140rav,dal,ParnJe00,pos,T,,,,,
player,201210140rav,dal,ParnJe00,offense,2,,,,,
player,201210140rav,dal,ParnJe00,off_pct,2%,,,,,
player,201210140rav,dal,ParnJe00,defense,0,,,,,
player,201210140rav,dal,ParnJe00,def_pct,0%,,,,,
player,201210140rav,dal,ParnJe00,special_teams,6,,,,,
player,201210140rav,dal,ParnJe00,st_pct,21%,,,,,
player,201210140rav,dal,HarrDw00,pos,WR,,,,,
player,201210140rav,dal,HarrDw00,offense,1,,,,,
player,201210140rav,dal,HarrDw00,off_pct,1%,,,,,
player,201210140rav,dal,HarrDw00,defense,0,,,,,
player,201210140rav,dal,HarrDw00,def_pct,0%,,,,,
player,201210140rav,dal,HarrDw00,special_teams,1,,,,,
player,201210140rav,dal,HarrDw00,st_pct,4%,,,,,
player,201210140rav,dal,SensGe20,pos,FS,,,,,
player,201210140rav,dal,SensGe20,offense,0,,,,,
player,201210140rav,dal,SensGe20,off_pct,0%,,,,,
player,201210140rav,dal,SensGe20,defense,51,,,,,
player,201210140rav,dal,SensGe20,def_pct,100%,,,,,
player,201210140rav,dal,SensGe20,special_teams,12,,,,,
player,201210140rav,dal,SensGe20,st_pct,43%,,,,,
player,201210140rav,dal,CartBr00,pos,LB,,,,,
player,201210140rav,dal,CartBr00,offense,0,,,,,
player,201210140rav,dal,CartBr00,off_pct,0%,,,,,
player,201210140rav,dal,CartBr00,defense,51,,,,,
player,201210140rav,dal,CartBr00,def_pct,100%,,,,,
player,201210140rav,dal,CartBr00,special_teams,8,,,,,
player,201210140rav,dal,CartBr00,st_pct,29%,,,,,
player,201210140rav,dal,LeexSe99,pos,LB,,,,,
player,201210140rav,dal,LeexSe99,offense,0,,,,,
player,201210140rav,dal,LeexSe99,off_pct,0%,,,,,
player,201210140rav,dal,LeexSe99,defense,51,,,,,
player,201210140rav,dal,LeexSe99,def_pct,100%,,,,,
player,201210140rav,dal,LeexSe99,special_teams,0,,,,,
player,201210140rav,dal,LeexSe99,st_pct,0%,,,,,
player,201210140rav,dal,McCrDa00,pos,FS,,,,,
player,201210140rav,dal,McCrDa00,offense,0,,,,,
player,201210140rav,dal,McCrDa00,off_pct,0%,,,,,
player,201210140rav,dal,McCrDa00,defense,50,,,,,
player,201210140rav,dal,McCrDa00,def_pct,98%,,,,,
player,201210140rav,dal,McCrDa00,special_teams,15,,,,,
player,201210140rav,dal,McCrDa00,st_pct,54%,,,,,
player,201210140rav,dal,WareDe99,pos,LB,,,,,
player,201210140rav,dal,WareDe99,offense,0,,,,,
player,201210140rav,dal,WareDe99,off_pct,0%,,,,,
player,201210140rav,dal,WareDe99,defense,48,,,,,
player,201210140rav,dal,WareDe99,def_pct,94%,,,,,
player,201210140rav,dal,WareDe99,special_teams,0,,,,,
player,201210140rav,dal,WareDe99,st_pct,0%,,,,,
player,201210140rav,dal,CarrBr99,pos,CB,,,,,
player,201210140rav,dal,CarrBr99,offense,0,,,,,
player,201210140rav,dal,CarrBr99,off_pct,0%,,,,,
player,201210140rav,dal,CarrBr99,defense,46,,,,,
player,201210140rav,dal,CarrBr99,def_pct,90%,,,,,
player,201210140rav,dal,CarrBr99,special_teams,8,,,,,
player,201210140rav,dal,CarrBr99,st_pct,29%,,,,,
player,201210140rav,dal,HatcJa20,pos,DT,,,,,
player,201210140rav,dal,HatcJa20,offense,0,,,,,
player,201210140rav,dal,HatcJa20,off_pct,0%,,,,,
player,201210140rav,dal,HatcJa20,defense,39,,,,,
player,201210140rav,dal,HatcJa20,def_pct,76%,,,,,
player,201210140rav,dal,HatcJa20,special_teams,5,,,,,
player,201210140rav,dal,HatcJa20,st_pct,18%,,,,,
player,201210140rav,dal,ClaiMo00,pos,CB,,,,,
player,201210140rav,dal,ClaiMo00,offense,0,,,,,
player,201210140rav,dal,ClaiMo00,off_pct,0%,,,,,
player,201210140rav,dal,ClaiMo00,defense,38,,,,,
player,201210140rav,dal,ClaiMo00,def_pct,75%,,,,,
player,201210140rav,dal,ClaiMo00,special_teams,0,,,,,
player,201210140rav,dal,ClaiMo00,st_pct,0%,,,,,
player,201210140rav,dal,RatlJa20,pos,NT,,,,,
player,201210140rav,dal,RatlJa20,offense,0,,,,,
player,201210140rav,dal,RatlJa20,off_pct,0%,,,,,
player,201210140rav,dal,RatlJa20,defense,37,,,,,
player,201210140rav,dal,RatlJa20,def_pct,73%,,,,,
player,201210140rav,dal,RatlJa20,special_teams,0,,,,,
player,201210140rav,dal,RatlJa20,st_pct,0%,,,,,
player,201210140rav,dal,ButlVi99,pos,LB,,,,,
player,201210140rav,dal,ButlVi99,offense,0,,,,,
player,201210140rav,dal,ButlVi99,off_pct,0%,,,,,
player,201210140rav,dal,ButlVi99,defense,35,,,,,
player,201210140rav,dal,ButlVi99,def_pct,69%,,,,,
player,201210140rav,dal,ButlVi99,special_teams,2,,,,,
player,201210140rav,dal,ButlVi99,st_pct,7%,,,,,
player,201210140rav,dal,ScanOr99,pos,CB,,,,,
player,201210140rav,dal,ScanOr99,offense,0,,,,,
player,201210140rav,dal,ScanOr99,off_pct,0%,,,,,
player,201210140rav,dal,ScanOr99,defense,30,,,,,
player,201210140rav,dal,ScanOr99,def_pct,59%,,,,,
player,201210140rav,dal,ScanOr99,special_teams,10,,,,,
player,201210140rav,dal,ScanOr99,st_pct,36%,,,,,
player,201210140rav,dal,ColeKe20,pos,DT,,,,,
player,201210140rav,dal,ColeKe20,offense,0,,,,,
player,201210140rav,dal,ColeKe20,off_pct,0%,,,,,
player,201210140rav,dal,ColeKe20,defense,23,,,,,
player,201210140rav,dal,ColeKe20,def_pct,45%,,,,,
player,201210140rav,dal,ColeKe20,special_teams,0,,,,,
player,201210140rav,dal,ColeKe20,st_pct,0%,,,,,
player,201210140rav,dal,CrawTy00,pos,DT,,,,,
player,201210140rav,dal,CrawTy00,offense,0,,,,,
player,201210140rav,dal,CrawTy00,off_pct,0%,,,,,
player,201210140rav,dal,CrawTy00,defense,15,,,,,
player,201210140rav,dal,CrawTy00,def_pct,29%,,,,,
player,201210140rav,dal,CrawTy00,special_teams,11,,,,,
player,201210140rav,dal,CrawTy00,st_pct,39%,,,,,
player,201210140rav,dal,AlbrAl00,pos,LB,,,,,
player,201210140rav,dal,AlbrAl00,offense,0,,,,,
player,201210140rav,dal,AlbrAl00,off_pct,0%,,,,,
player,201210140rav,dal,AlbrAl00,defense,13,,,,,
player,201210140rav,dal,AlbrAl00,def_pct,25%,,,,,
player,201210140rav,dal,AlbrAl00,special_teams,22,,,,,
player,201210140rav,dal,AlbrAl00,st_pct,79%,,,,,
player,201210140rav,dal,BrenJo00,pos,NT,,,,,
player,201210140rav,dal,BrenJo00,offense,0,,,,,
player,201210140rav,dal,BrenJo00,off_pct,0%,,,,,
player,201210140rav,dal,BrenJo00,defense,13,,,,,
player,201210140rav,dal,BrenJo00,def_pct,25%,,,,,
player,201210140rav,dal,BrenJo00,special_teams,5,,,,,
player,201210140rav,dal,BrenJo00,st_pct,18%,,,,,
player,201210140rav,dal,ConnDa99,pos,LB,,,,,
player,201210140rav,dal,ConnDa99,offense,0,,,,,
player,201210140rav,dal,ConnDa99,off_pct,0%,,,,,
player,201210140rav,dal,ConnDa99,defense,12,,,,,
player,201210140rav,dal,ConnDa99,def_pct,24%,,,,,
player,201210140rav,dal,ConnDa99,special_teams,22,,,,,
player,201210140rav,dal,ConnDa99,st_pct,79%,,,,,
player,201210140rav,dal,JenkMi99,pos,CB,,,,,
player,201210140rav,dal,JenkMi99,offense,0,,,,,
player,201210140rav,dal,JenkMi99,off_pct,0%,,,,,
player,201210140rav,dal,JenkMi99,defense,6,,,,,
player,201210140rav,dal,JenkMi99,def_pct,12%,,,,,
player,201210140rav,dal,JenkMi99,special_teams,0,,,,,
player,201210140rav,dal,JenkMi99,st_pct,0%,,,,,
player,201210140rav,dal,WilbKy00,pos,LB,,,,,
player,201210140rav,dal,WilbKy00,offense,0,,,,,
player,201210140rav,dal,WilbKy00,off_pct,0%,,,,,
player,201210140rav,dal,WilbKy00,defense,2,,,,,
player,201210140rav,dal,WilbKy00,def_pct,4%,,,,,
player,201210140rav,dal,WilbKy00,special_teams,13,,,,,
player,201210140rav,dal,WilbKy00,st_pct,46%,,,,,
player,201210140rav,dal,LissSe99,pos,DT,,,,,
player,201210140rav,dal,LissSe99,offense,0,,,,,
player,201210140rav,dal,LissSe99,off_pct,0%,,,,,
player,201210140rav,dal,LissSe99,defense,1,,,,,
player,201210140rav,dal,LissSe99,def_pct,2%,,,,,
player,201210140rav,dal,LissSe99,special_teams,0,,,,,
player,201210140rav,dal,LissSe99,st_pct,0%,,,,,
player,201210140rav,dal,FramEr99,pos,SS,,,,,
player,201210140rav,dal,FramEr99,offense,0,,,,,
player,201210140rav,dal,FramEr99,off_pct,0%,,,,,
player,201210140rav,dal,FramEr99,defense,0,,,,,
player,201210140rav,dal,FramEr99,def_pct,0%,,,,,
player,201210140rav,dal,FramEr99,special_teams,17,,,,,
player,201210140rav,dal,FramEr99,st_pct,61%,,,,,
player,201210140rav,dal,HolmAn00,pos,WR,,,,,
player,201210140rav,dal,HolmAn00,offense,0,,,,,
player,201210140rav,dal,HolmAn00,off_pct,0%,,,,,
player,201210140rav,dal,HolmAn00,defense,0,,,,,
player,201210140rav,dal,HolmAn00,def_pct,0%,,,,,
player,201210140rav,dal,HolmAn00,special_teams,15,,,,,
player,201210140rav,dal,HolmAn00,st_pct,54%,,,,,
player,201210140rav,dal,BailDa00,pos,K,,,,,
player,201210140rav,dal,BailDa00,offense,0,,,,,
player,201210140rav,dal,BailDa00,off_pct,0%,,,,,
player,201210140rav,dal,BailDa00,defense,0,,,,,
player,201210140rav,dal,BailDa00,def_pct,0%,,,,,
player,201210140rav,dal,BailDa00,special_teams,13,,,,,
player,201210140rav,dal,BailDa00,st_pct,46%,,,,,
player,201210140rav,dal,JoneCh02,pos,P,,,,,
player,201210140rav,dal,JoneCh02,offense,0,,,,,
player,201210140rav,dal,JoneCh02,off_pct,0%,,,,,
player,201210140rav,dal,JoneCh02,defense,0,,,,,
player,201210140rav,dal,JoneCh02,def_pct,0%,,,,,
player,201210140rav,dal,JoneCh02,special_teams,7,,,,,
player,201210140rav,dal,JoneCh02,st_pct,25%,,,,,
player,201210140rav,dal,LadoL.20,pos,LS,,,,,
player,201210140rav,dal,LadoL.20,offense,0,,,,,
player,201210140rav,dal,LadoL.20,off_pct,0%,,,,,
player,201210140rav,dal,LadoL.20,defense,0,,,,,
player,201210140rav,dal,LadoL.20,def_pct,0%,,,,,
player,201210140rav,dal,LadoL.20,special_teams,7,,,,,
player,201210140rav,dal,LadoL.20,st_pct,25%,,,,,
player,201210140rav,dal,DockDe20,pos,G,,,,,
player,201210140rav,dal,DockDe20,offense,0,,,,,
player,201210140rav,dal,DockDe20,off_pct,0%,,,,,
player,201210140rav,dal,DockDe20,defense,0,,,,,
player,201210140rav,dal,DockDe20,def_pct,0%,,,,,
player,201210140rav,dal,DockDe20,special_teams,6,,,,,
player,201210140rav,dal,DockDe20,st_pct,21%,,,,,
