game,2012,1,20120909,201209090oti,nwe,"New England Patriots",34,oti,"Tennessee Titans",13
player,201209090oti,nwe,GronRo00,rush_long,0,,,,,
player,201209090oti,nwe,GronRo00,targets,6,,,,,
player,201209090oti,nwe,GronRo00,rec,6,,,,,
player,201209090oti,nwe,GronRo00,rec_yds,60,,,,,
player,201209090oti,nwe,GronRo00,rec_td,1,,,,,
player,201209090oti,nwe,GronRo00,rec_long,28,,,,,
player,201209090oti,nwe,GronRo00,fumbles,0,,,,,
player,201209090oti,nwe,GronRo00,fumbles_lost,0,,,,,
player,201209090oti,nwe,WelkWe00,pass_cmp,0,,,,,
player,201209090oti,nwe,WelkWe00,pass_att,0,,,,,
player,201209090oti,nwe,WelkWe00,pass_yds,0,,,,,
player,201209090oti,nwe,WelkWe00,pass_td,0,,,,,
player,201209090oti,nwe,WelkWe00,pass_int,0,,,,,
player,201209090oti,nwe,WelkWe00,pass_sacked,0,,,,,
player,201209090oti,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201209090oti,nwe,WelkWe00,pass_long,0,,,,,
player,201209090oti,nwe,WelkWe00,pass_rating,,,,,,
player,201209090oti,nwe,WelkWe00,rush_att,0,,,,,
player,201209090oti,nwe,WelkWe00,rush_yds,0,,,,,
player,201209090oti,nwe,WelkWe00,rush_td,0,,,,,
player,201209090oti,nwe,WelkWe00,rush_long,0,,,,,
player,201209090oti,nwe,WelkWe00,targets,5,,,,,
player,201209090oti,nwe,WelkWe00,rec,3,,,,,
player,201209090oti,nwe,WelkWe00,rec_yds,14,,,,,
player,201209090oti,nwe,WelkWe00,rec_td,0,,,,,
player,201209090oti,nwe,WelkWe00,rec_long,8,,,,,
player,201209090oti,nwe,WelkWe00,fumbles,0,,,,,
player,201209090oti,nwe,WelkWe00,fumbles_lost,0,,,,,
player,201209090oti,nwe,EdelJu00,pass_cmp,0,,,,,
player,201209090oti,nwe,EdelJu00,pass_att,0,,,,,
player,201209090oti,nwe,EdelJu00,pass_yds,0,,,,,
player,201209090oti,nwe,EdelJu00,pass_td,0,,,,,
player,201209090oti,nwe,EdelJu00,pass_int,0,,,,,
player,201209090oti,nwe,EdelJu00,pass_sacked,0,,,,,
player,201209090oti,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201209090oti,nwe,EdelJu00,pass_long,0,,,,,
player,201209090oti,nwe,EdelJu00,pass_rating,,,,,,
player,201209090oti,nwe,EdelJu00,rush_att,0,,,,,
player,201209090oti,nwe,EdelJu00,rush_yds,0,,,,,
player,201209090oti,nwe,EdelJu00,rush_td,0,,,,,
player,201209090oti,nwe,EdelJu00,rush_long,0,,,,,
player,201209090oti,nwe,EdelJu00,targets,2,,,,,
player,201209090oti,nwe,EdelJu00,rec,1,,,,,
player,201209090oti,nwe,EdelJu00,rec_yds,7,,,,,
player,201209090oti,nwe,EdelJu00,rec_td,0,,,,,
player,201209090oti,nwe,EdelJu00,rec_long,7,,,,,
player,201209090oti,nwe,EdelJu00,fumbles,0,,,,,
player,201209090oti,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201209090oti,oti,LockJa00,pass_cmp,23,,,,,
player,201209090oti,oti,LockJa00,pass_att,32,,,,,
player,201209090oti,oti,LockJa00,pass_yds,229,,,,,
player,201209090oti,oti,LockJa00,pass_td,1,,,,,
player,201209090oti,oti,LockJa00,pass_int,1,,,,,
player,201209090oti,oti,LockJa00,pass_sacked,2,,,,,
player,201209090oti,oti,LockJa00,pass_sacked_yds,8,,,,,
player,201209090oti,oti,LockJa00,pass_long,35,,,,,
player,201209090oti,oti,LockJa00,pass_rating,89.2,,,,,
player,201209090oti,oti,LockJa00,rush_att,2,,,,,
player,201209090oti,oti,LockJa00,rush_yds,11,,,,,
player,201209090oti,oti,LockJa00,rush_td,0,,,,,
player,201209090oti,oti,LockJa00,rush_long,9,,,,,
player,201209090oti,oti,LockJa00,targets,0,,,,,
player,201209090oti,oti,LockJa00,rec,0,,,,,
player,201209090oti,oti,LockJa00,rec_yds,0,,,,,
player,201209090oti,oti,LockJa00,rec_td,0,,,,,
player,201209090oti,oti,LockJa00,rec_long,0,,,,,
player,201209090oti,oti,LockJa00,fumbles,1,,,,,
player,201209090oti,oti,LockJa00,fumbles_lost,1,,,,,
player,201209090oti,oti,HassMa00,pass_cmp,6,,,,,
player,201209090oti,oti,HassMa00,pass_att,11,,,,,
player,201209090oti,oti,HassMa00,pass_yds,43,,,,,
player,201209090oti,oti,HassMa00,pass_td,0,,,,,
player,201209090oti,oti,HassMa00,pass_int,0,,,,,
player,201209090oti,oti,HassMa00,pass_sacked,0,,,,,
player,201209090oti,oti,HassMa00,pass_sacked_yds,0,,,,,
player,201209090oti,oti,HassMa00,pass_long,14,,,,,
player,201209090oti,oti,HassMa00,pass_rating,63.8,,,,,
player,201209090oti,oti,HassMa00,rush_att,0,,,,,
player,201209090oti,oti,HassMa00,rush_yds,0,,,,,
player,201209090oti,oti,HassMa00,rush_td,0,,,,,
player,201209090oti,oti,HassMa00,rush_long,0,,,,,
player,201209090oti,oti,HassMa00,targets,0,,,,,
player,201209090oti,oti,HassMa00,rec,0,,,,,
player,201209090oti,oti,HassMa00,rec_yds,0,,,,,
player,201209090oti,oti,HassMa00,rec_td,0,,,,,
player,201209090oti,oti,HassMa00,rec_long,0,,,,,
player,201209090oti,oti,HassMa00,fumbles,0,,,,,
player,201209090oti,oti,HassMa00,fumbles_lost,0,,,,,
player,201209090oti,oti,JohnCh04,pass_cmp,0,,,,,
player,201209090oti,oti,JohnCh04,pass_att,0,,,,,
player,201209090oti,oti,JohnCh04,pass_yds,0,,,,,
player,201209090oti,oti,JohnCh04,pass_td,0,,,,,
player,201209090oti,oti,JohnCh04,pass_int,0,,,,,
player,201209090oti,oti,JohnCh04,pass_sacked,0,,,,,
player,201209090oti,oti,JohnCh04,pass_sacked_yds,0,,,,,
player,201209090oti,oti,JohnCh04,pass_long,0,,,,,
player,201209090oti,oti,JohnCh04,pass_rating,,,,,,
player,201209090oti,oti,JohnCh04,rush_att,11,,,,,
player,201209090oti,oti,JohnCh04,rush_yds,4,,,,,
player,201209090oti,oti,JohnCh04,rush_td,0,,,,,
player,201209090oti,oti,JohnCh04,rush_long,5,,,,,
player,201209090oti,oti,JohnCh04,targets,7,,,,,
player,201209090oti,oti,JohnCh04,rec,6,,,,,
player,201209090oti,oti,JohnCh04,rec_yds,47,,,,,
player,201209090oti,oti,JohnCh04,rec_td,0,,,,,
player,201209090oti,oti,JohnCh04,rec_long,16,,,,,
player,201209090oti,oti,JohnCh04,fumbles,0,,,,,
player,201209090oti,oti,JohnCh04,fumbles_lost,0,,,,,
player,201209090oti,oti,HarpJa01,pass_cmp,0,,,,,
player,201209090oti,oti,HarpJa01,pass_att,0,,,,,
player,201209090oti,oti,HarpJa01,pass_yds,0,,,,,
player,201209090oti,oti,HarpJa01,pass_td,0,,,,,
player,201209090oti,oti,HarpJa01,pass_int,0,,,,,
player,201209090oti,oti,HarpJa01,pass_sacked,0,,,,,
player,201209090oti,oti,HarpJa01,pass_sacked_yds,0,,,,,
player,201209090oti,oti,HarpJa01,pass_long,0,,,,,
player,201209090oti,oti,HarpJa01,pass_rating,,,,,,
player,201209090oti,oti,HarpJa01,rush_att,1,,,,,
player,201209090oti,oti,HarpJa01,rush_yds,3,,,,,
player,201209090oti,oti,HarpJa01,rush_td,0,,,,,
player,201209090oti,oti,HarpJa01,rush_long,3,,,,,
player,201209090oti,oti,HarpJa01,targets,1,,,,,
player,201209090oti,oti,HarpJa01,rec,1,,,,,
player,201209090oti,oti,HarpJa01,rec_yds,8,,,,,
player,201209090oti,oti,HarpJa01,rec_td,0,,,,,
player,201209090oti,oti,HarpJa01,rec_long,8,,,,,
player,201209090oti,oti,HarpJa01,fumbles,0,,,,,
player,201209090oti,oti,HarpJa01,fumbles_lost,0,,,,,
player,201209090oti,oti,ReynDa00,pass_cmp,0,,,,,
player,201209090oti,oti,ReynDa00,pass_att,0,,,,,
player,201209090oti,oti,ReynDa00,pass_yds,0,,,,,
player,201209090oti,oti,ReynDa00,pass_td,0,,,,,
player,201209090oti,oti,ReynDa00,pass_int,0,,,,,
player,201209090oti,oti,ReynDa00,pass_sacked,0,,,,,
player,201209090oti,oti,ReynDa00,pass_sacked_yds,0,,,,,
player,201209090oti,oti,ReynDa00,pass_long,0,,,,,
player,201209090oti,oti,ReynDa00,pass_rating,,,,,,
player,201209090oti,oti,ReynDa00,rush_att,2,,,,,
player,201209090oti,oti,ReynDa00,rush_yds,2,,,,,
player,201209090oti,oti,ReynDa00,rush_td,0,,,,,
player,201209090oti,oti,ReynDa00,rush_long,2,,,,,
player,201209090oti,oti,ReynDa00,targets,4,,,,,
player,201209090oti,oti,ReynDa00,rec,3,,,,,
player,201209090oti,oti,ReynDa00,rec_yds,17,,,,,
player,201209090oti,oti,ReynDa00,rec_td,0,,,,,
player,201209090oti,oti,ReynDa00,rec_long,7,,,,,
player,201209090oti,oti,ReynDa00,fumbles,0,,,,,
player,201209090oti,oti,ReynDa00,fumbles_lost,0,,,,,
player,201209090oti,oti,CookJa02,pass_cmp,0,,,,,
player,201209090oti,oti,CookJa02,pass_att,0,,,,,
player,201209090oti,oti,CookJa02,pass_yds,0,,,,,
player,201209090oti,oti,CookJa02,pass_td,0,,,,,
player,201209090oti,oti,CookJa02,pass_int,0,,,,,
player,201209090oti,oti,CookJa02,pass_sacked,0,,,,,
player,201209090oti,oti,CookJa02,pass_sacked_yds,0,,,,,
player,201209090oti,oti,CookJa02,pass_long,0,,,,,
player,201209090oti,oti,CookJa02,pass_rating,,,,,,
player,201209090oti,oti,CookJa02,rush_att,0,,,,,
player,201209090oti,oti,CookJa02,rush_yds,0,,,,,
player,201209090oti,oti,CookJa02,rush_td,0,,,,,
player,201209090oti,oti,CookJa02,rush_long,0,,,,,
player,201209090oti,oti,CookJa02,targets,6,,,,,
player,201209090oti,oti,CookJa02,rec,4,,,,,
player,201209090oti,oti,CookJa02,rec_yds,64,,,,,
player,201209090oti,oti,CookJa02,rec_td,0,,,,,
player,201209090oti,oti,CookJa02,rec_long,35,,,,,
player,201209090oti,oti,CookJa02,fumbles,0,,,,,
player,201209090oti,oti,CookJa02,fumbles_lost,0,,,,,
player,201209090oti,oti,WashNa00,pass_cmp,0,,,,,
player,201209090oti,oti,WashNa00,pass_att,0,,,,,
player,201209090oti,oti,WashNa00,pass_yds,0,,,,,
player,201209090oti,oti,WashNa00,pass_td,0,,,,,
player,201209090oti,oti,WashNa00,pass_int,0,,,,,
player,201209090oti,oti,WashNa00,pass_sacked,0,,,,,
player,201209090oti,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201209090oti,oti,WashNa00,pass_long,0,,,,,
player,201209090oti,oti,WashNa00,pass_rating,,,,,,
player,201209090oti,oti,WashNa00,rush_att,0,,,,,
player,201209090oti,oti,WashNa00,rush_yds,0,,,,,
player,201209090oti,oti,WashNa00,rush_td,0,,,,,
player,201209090oti,oti,WashNa00,rush_long,0,,,,,
player,201209090oti,oti,WashNa00,targets,8,,,,,
player,201209090oti,oti,WashNa00,rec,2,,,,,
player,201209090oti,oti,WashNa00,rec_yds,53,,,,,
player,201209090oti,oti,WashNa00,rec_td,1,,,,,
player,201209090oti,oti,WashNa00,rec_long,29,,,,,
player,201209090oti,oti,WashNa00,fumbles,0,,,,,
player,201209090oti,oti,WashNa00,fumbles_lost,0,,,,,
player,201209090oti,oti,WrigKe01,pass_cmp,0,,,,,
player,201209090oti,oti,WrigKe01,pass_att,0,,,,,
player,201209090oti,oti,WrigKe01,pass_yds,0,,,,,
player,201209090oti,oti,WrigKe01,pass_td,0,,,,,
player,201209090oti,oti,WrigKe01,pass_int,0,,,,,
player,201209090oti,oti,WrigKe01,pass_sacked,0,,,,,
player,201209090oti,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201209090oti,oti,WrigKe01,pass_long,0,,,,,
player,201209090oti,oti,WrigKe01,pass_rating,,,,,,
player,201209090oti,oti,WrigKe01,rush_att,0,,,,,
player,201209090oti,oti,WrigKe01,rush_yds,0,,,,,
player,201209090oti,oti,WrigKe01,rush_td,0,,,,,
player,201209090oti,oti,WrigKe01,rush_long,0,,,,,
player,201209090oti,oti,WrigKe01,targets,6,,,,,
player,201209090oti,oti,WrigKe01,rec,5,,,,,
player,201209090oti,oti,WrigKe01,rec_yds,37,,,,,
player,201209090oti,oti,WrigKe01,rec_td,0,,,,,
player,201209090oti,oti,WrigKe01,rec_long,17,,,,,
player,201209090oti,oti,WrigKe01,fumbles,0,,,,,
player,201209090oti,oti,WrigKe01,fumbles_lost,0,,,,,
player,201209090oti,oti,WillDa04,pass_cmp,0,,,,,
player,201209090oti,oti,WillDa04,pass_att,0,,,,,
player,201209090oti,oti,WillDa04,pass_yds,0,,,,,
player,201209090oti,oti,WillDa04,pass_td,0,,,,,
player,201209090oti,oti,WillDa04,pass_int,0,,,,,
player,201209090oti,oti,WillDa04,pass_sacked,0,,,,,
player,201209090oti,oti,WillDa04,pass_sacked_yds,0,,,,,
player,201209090oti,oti,WillDa04,pass_long,0,,,,,
player,201209090oti,oti,WillDa04,pass_rating,,,,,,
player,201209090oti,oti,WillDa04,rush_att,0,,,,,
player,201209090oti,oti,WillDa04,rush_yds,0,,,,,
player,201209090oti,oti,WillDa04,rush_td,0,,,,,
player,201209090oti,oti,WillDa04,rush_long,0,,,,,
player,201209090oti,oti,WillDa04,targets,6,,,,,
player,201209090oti,oti,WillDa04,rec,5,,,,,
player,201209090oti,oti,WillDa04,rec_yds,33,,,,,
player,201209090oti,oti,WillDa04,rec_td,0,,,,,
player,201209090oti,oti,WillDa04,rec_long,12,,,,,
player,201209090oti,oti,WillDa04,fumbles,0,,,,,
player,201209090oti,oti,WillDa04,fumbles_lost,0,,,,,
player,201209090oti,oti,HawkLa00,pass_cmp,0,,,,,
player,201209090oti,oti,HawkLa00,pass_att,0,,,,,
player,201209090oti,oti,HawkLa00,pass_yds,0,,,,,
player,201209090oti,oti,HawkLa00,pass_td,0,,,,,
player,201209090oti,oti,HawkLa00,pass_int,0,,,,,
player,201209090oti,oti,HawkLa00,pass_sacked,0,,,,,
player,201209090oti,oti,HawkLa00,pass_sacked_yds,0,,,,,
player,201209090oti,oti,HawkLa00,pass_long,0,,,,,
player,201209090oti,oti,HawkLa00,pass_rating,,,,,,
player,201209090oti,oti,HawkLa00,rush_att,0,,,,,
player,201209090oti,oti,HawkLa00,rush_yds,0,,,,,
player,201209090oti,oti,HawkLa00,rush_td,0,,,,,
player,201209090oti,oti,HawkLa00,rush_long,0,,,,,
player,201209090oti,oti,HawkLa00,targets,4,,,,,
player,201209090oti,oti,HawkLa00,rec,2,,,,,
player,201209090oti,oti,HawkLa00,rec_yds,8,,,,,
player,201209090oti,oti,HawkLa00,rec_td,0,,,,,
player,201209090oti,oti,HawkLa00,rec_long,6,,,,,
player,201209090oti,oti,HawkLa00,fumbles,0,,,,,
player,201209090oti,oti,HawkLa00,fumbles_lost,0,,,,,
player,201209090oti,oti,StevCr00,pass_cmp,0,,,,,
player,201209090oti,oti,StevCr00,pass_att,0,,,,,
player,201209090oti,oti,StevCr00,pass_yds,0,,,,,
player,201209090oti,oti,StevCr00,pass_td,0,,,,,
player,201209090oti,oti,StevCr00,pass_int,0,,,,,
player,201209090oti,oti,StevCr00,pass_sacked,0,,,,,
player,201209090oti,oti,StevCr00,pass_sacked_yds,0,,,,,
player,201209090oti,oti,StevCr00,pass_long,0,,,,,
player,201209090oti,oti,StevCr00,pass_rating,,,,,,
player,201209090oti,oti,StevCr00,rush_att,0,,,,,
player,201209090oti,oti,StevCr00,rush_yds,0,,,,,
player,201209090oti,oti,StevCr00,rush_td,0,,,,,
player,201209090oti,oti,StevCr00,rush_long,0,,,,,
player,201209090oti,oti,StevCr00,targets,1,,,,,
player,201209090oti,oti,StevCr00,rec,1,,,,,
player,201209090oti,oti,StevCr00,rec_yds,5,,,,,
player,201209090oti,oti,StevCr00,rec_td,0,,,,,
player,201209090oti,oti,StevCr00,rec_long,5,,,,,
player,201209090oti,oti,StevCr00,fumbles,0,,,,,
player,201209090oti,oti,StevCr00,fumbles_lost,0,,,,,
player,201209090oti,nwe,WilsTa00,def_int,1,,,,,
player,201209090oti,nwe,WilsTa00,def_int_yds,0,,,,,
player,201209090oti,nwe,WilsTa00,def_int_td,0,,,,,
player,201209090oti,nwe,WilsTa00,def_int_long,0,,,,,
player,201209090oti,nwe,WilsTa00,pass_defended,2,,,,,
player,201209090oti,nwe,WilsTa00,sacks,0.0,,,,,
player,201209090oti,nwe,WilsTa00,tackles_combined,4,,,,,
player,201209090oti,nwe,WilsTa00,tackles_solo,3,,,,,
player,201209090oti,nwe,WilsTa00,tackles_assists,1,,,,,
player,201209090oti,nwe,WilsTa00,tackles_loss,0,,,,,
player,201209090oti,nwe,WilsTa00,qb_hits,0,,,,,
player,201209090oti,nwe,WilsTa00,fumbles_rec,0,,,,,
player,201209090oti,nwe,WilsTa00,fumbles_rec_yds,0,,,,,
player,201209090oti,nwe,WilsTa00,fumbles_rec_td,0,,,,,
player,201209090oti,nwe,WilsTa00,fumbles_forced,0,,,,,
player,201209090oti,nwe,JoneCh03,def_int,0,,,,,
player,201209090oti,nwe,JoneCh03,def_int_yds,0,,,,,
player,201209090oti,nwe,JoneCh03,def_int_td,0,,,,,
player,201209090oti,nwe,JoneCh03,def_int_long,0,,,,,
player,201209090oti,nwe,JoneCh03,pass_defended,0,,,,,
player,201209090oti,nwe,JoneCh03,sacks,1.0,,,,,
player,201209090oti,nwe,JoneCh03,tackles_combined,5,,,,,
player,201209090oti,nwe,JoneCh03,tackles_solo,3,,,,,
player,201209090oti,nwe,JoneCh03,tackles_assists,2,,,,,
player,201209090oti,nwe,JoneCh03,tackles_loss,1,,,,,
player,201209090oti,nwe,JoneCh03,qb_hits,0,,,,,
player,201209090oti,nwe,JoneCh03,fumbles_rec,0,,,,,
player,201209090oti,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
