game,2012,12,20121125,201211250sdg,rav,"Baltimore Ravens",16,sdg,"San Diego Chargers",13
player,201211250sdg,rav,PittDe00,rush_td,0,,,,,
player,201211250sdg,rav,PittDe00,rush_long,0,,,,,
player,201211250sdg,rav,PittDe00,targets,9,,,,,
player,201211250sdg,rav,PittDe00,rec,6,,,,,
player,201211250sdg,rav,PittDe00,rec_yds,42,,,,,
player,201211250sdg,rav,PittDe00,rec_td,1,,,,,
player,201211250sdg,rav,PittDe00,rec_long,16,,,,,
player,201211250sdg,rav,PittDe00,fumbles,0,,,,,
player,201211250sdg,rav,PittDe00,fumbles_lost,0,,,,,
player,201211250sdg,rav,BoldAn00,pass_cmp,0,,,,,
player,201211250sdg,rav,BoldAn00,pass_att,0,,,,,
player,201211250sdg,rav,BoldAn00,pass_yds,0,,,,,
player,201211250sdg,rav,BoldAn00,pass_td,0,,,,,
player,201211250sdg,rav,BoldAn00,pass_int,0,,,,,
player,201211250sdg,rav,BoldAn00,pass_sacked,0,,,,,
player,201211250sdg,rav,BoldAn00,pass_sacked_yds,0,,,,,
player,201211250sdg,rav,BoldAn00,pass_long,0,,,,,
player,201211250sdg,rav,BoldAn00,pass_rating,,,,,,
player,201211250sdg,rav,BoldAn00,rush_att,0,,,,,
player,201211250sdg,rav,BoldAn00,rush_yds,0,,,,,
player,201211250sdg,rav,BoldAn00,rush_td,0,,,,,
player,201211250sdg,rav,BoldAn00,rush_long,0,,,,,
player,201211250sdg,rav,BoldAn00,targets,8,,,,,
player,201211250sdg,rav,BoldAn00,rec,2,,,,,
player,201211250sdg,rav,BoldAn00,rec_yds,42,,,,,
player,201211250sdg,rav,BoldAn00,rec_td,0,,,,,
player,201211250sdg,rav,BoldAn00,rec_long,23,,,,,
player,201211250sdg,rav,BoldAn00,fumbles,0,,,,,
player,201211250sdg,rav,BoldAn00,fumbles_lost,0,,,,,
player,201211250sdg,rav,DossTa00,pass_cmp,0,,,,,
player,201211250sdg,rav,DossTa00,pass_att,0,,,,,
player,201211250sdg,rav,DossTa00,pass_yds,0,,,,,
player,201211250sdg,rav,DossTa00,pass_td,0,,,,,
player,201211250sdg,rav,DossTa00,pass_int,0,,,,,
player,201211250sdg,rav,DossTa00,pass_sacked,0,,,,,
player,201211250sdg,rav,DossTa00,pass_sacked_yds,0,,,,,
player,201211250sdg,rav,DossTa00,pass_long,0,,,,,
player,201211250sdg,rav,DossTa00,pass_rating,,,,,,
player,201211250sdg,rav,DossTa00,rush_att,0,,,,,
player,201211250sdg,rav,DossTa00,rush_yds,0,,,,,
player,201211250sdg,rav,DossTa00,rush_td,0,,,,,
player,201211250sdg,rav,DossTa00,rush_long,0,,,,,
player,201211250sdg,rav,DossTa00,targets,4,,,,,
player,201211250sdg,rav,DossTa00,rec,1,,,,,
player,201211250sdg,rav,DossTa00,rec_yds,9,,,,,
player,201211250sdg,rav,DossTa00,rec_td,0,,,,,
player,201211250sdg,rav,DossTa00,rec_long,9,,,,,
player,201211250sdg,rav,DossTa00,fumbles,0,,,,,
player,201211250sdg,rav,DossTa00,fumbles_lost,0,,,,,
player,201211250sdg,rav,LeacVo00,pass_cmp,0,,,,,
player,201211250sdg,rav,LeacVo00,pass_att,0,,,,,
player,201211250sdg,rav,LeacVo00,pass_yds,0,,,,,
player,201211250sdg,rav,LeacVo00,pass_td,0,,,,,
player,201211250sdg,rav,LeacVo00,pass_int,0,,,,,
player,201211250sdg,rav,LeacVo00,pass_sacked,0,,,,,
player,201211250sdg,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201211250sdg,rav,LeacVo00,pass_long,0,,,,,
player,201211250sdg,rav,LeacVo00,pass_rating,,,,,,
player,201211250sdg,rav,LeacVo00,rush_att,0,,,,,
player,201211250sdg,rav,LeacVo00,rush_yds,0,,,,,
player,201211250sdg,rav,LeacVo00,rush_td,0,,,,,
player,201211250sdg,rav,LeacVo00,rush_long,0,,,,,
player,201211250sdg,rav,LeacVo00,targets,1,,,,,
player,201211250sdg,rav,LeacVo00,rec,1,,,,,
player,201211250sdg,rav,LeacVo00,rec_yds,1,,,,,
player,201211250sdg,rav,LeacVo00,rec_td,0,,,,,
player,201211250sdg,rav,LeacVo00,rec_long,1,,,,,
player,201211250sdg,rav,LeacVo00,fumbles,0,,,,,
player,201211250sdg,rav,LeacVo00,fumbles_lost,0,,,,,
player,201211250sdg,sdg,RivePh00,pass_cmp,23,,,,,
player,201211250sdg,sdg,RivePh00,pass_att,36,,,,,
player,201211250sdg,sdg,RivePh00,pass_yds,228,,,,,
player,201211250sdg,sdg,RivePh00,pass_td,1,,,,,
player,201211250sdg,sdg,RivePh00,pass_int,0,,,,,
player,201211250sdg,sdg,RivePh00,pass_sacked,6,,,,,
player,201211250sdg,sdg,RivePh00,pass_sacked_yds,39,,,,,
player,201211250sdg,sdg,RivePh00,pass_long,26,,,,,
player,201211250sdg,sdg,RivePh00,pass_rating,91.0,,,,,
player,201211250sdg,sdg,RivePh00,rush_att,0,,,,,
player,201211250sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201211250sdg,sdg,RivePh00,rush_td,0,,,,,
player,201211250sdg,sdg,RivePh00,rush_long,0,,,,,
player,201211250sdg,sdg,RivePh00,targets,0,,,,,
player,201211250sdg,sdg,RivePh00,rec,0,,,,,
player,201211250sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201211250sdg,sdg,RivePh00,rec_td,0,,,,,
player,201211250sdg,sdg,RivePh00,rec_long,0,,,,,
player,201211250sdg,sdg,RivePh00,fumbles,0,,,,,
player,201211250sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201211250sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201211250sdg,sdg,MathRy00,pass_att,0,,,,,
player,201211250sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201211250sdg,sdg,MathRy00,pass_td,0,,,,,
player,201211250sdg,sdg,MathRy00,pass_int,0,,,,,
player,201211250sdg,sdg,MathRy00,pass_sacked,0,,,,,
player,201211250sdg,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201211250sdg,sdg,MathRy00,pass_long,0,,,,,
player,201211250sdg,sdg,MathRy00,pass_rating,,,,,,
player,201211250sdg,sdg,MathRy00,rush_att,19,,,,,
player,201211250sdg,sdg,MathRy00,rush_yds,72,,,,,
player,201211250sdg,sdg,MathRy00,rush_td,0,,,,,
player,201211250sdg,sdg,MathRy00,rush_long,10,,,,,
player,201211250sdg,sdg,MathRy00,targets,3,,,,,
player,201211250sdg,sdg,MathRy00,rec,3,,,,,
player,201211250sdg,sdg,MathRy00,rec_yds,16,,,,,
player,201211250sdg,sdg,MathRy00,rec_td,0,,,,,
player,201211250sdg,sdg,MathRy00,rec_long,9,,,,,
player,201211250sdg,sdg,MathRy00,fumbles,0,,,,,
player,201211250sdg,sdg,MathRy00,fumbles_lost,0,,,,,
player,201211250sdg,sdg,BrowRo05,pass_cmp,0,,,,,
player,201211250sdg,sdg,BrowRo05,pass_att,0,,,,,
player,201211250sdg,sdg,BrowRo05,pass_yds,0,,,,,
player,201211250sdg,sdg,BrowRo05,pass_td,0,,,,,
player,201211250sdg,sdg,BrowRo05,pass_int,0,,,,,
player,201211250sdg,sdg,BrowRo05,pass_sacked,0,,,,,
player,201211250sdg,sdg,BrowRo05,pass_sacked_yds,0,,,,,
player,201211250sdg,sdg,BrowRo05,pass_long,0,,,,,
player,201211250sdg,sdg,BrowRo05,pass_rating,,,,,,
player,201211250sdg,sdg,BrowRo05,rush_att,2,,,,,
player,201211250sdg,sdg,BrowRo05,rush_yds,17,,,,,
player,201211250sdg,sdg,BrowRo05,rush_td,0,,,,,
player,201211250sdg,sdg,BrowRo05,rush_long,13,,,,,
player,201211250sdg,sdg,BrowRo05,targets,4,,,,,
player,201211250sdg,sdg,BrowRo05,rec,4,,,,,
player,201211250sdg,sdg,BrowRo05,rec_yds,22,,,,,
player,201211250sdg,sdg,BrowRo05,rec_td,0,,,,,
player,201211250sdg,sdg,BrowRo05,rec_long,8,,,,,
player,201211250sdg,sdg,BrowRo05,fumbles,0,,,,,
player,201211250sdg,sdg,BrowRo05,fumbles_lost,0,,,,,
player,201211250sdg,sdg,BattJa00,pass_cmp,0,,,,,
player,201211250sdg,sdg,BattJa00,pass_att,0,,,,,
player,201211250sdg,sdg,BattJa00,pass_yds,0,,,,,
player,201211250sdg,sdg,BattJa00,pass_td,0,,,,,
player,201211250sdg,sdg,BattJa00,pass_int,0,,,,,
player,201211250sdg,sdg,BattJa00,pass_sacked,0,,,,,
player,201211250sdg,sdg,BattJa00,pass_sacked_yds,0,,,,,
player,201211250sdg,sdg,BattJa00,pass_long,0,,,,,
player,201211250sdg,sdg,BattJa00,pass_rating,,,,,,
player,201211250sdg,sdg,BattJa00,rush_att,2,,,,,
player,201211250sdg,sdg,BattJa00,rush_yds,2,,,,,
player,201211250sdg,sdg,BattJa00,rush_td,0,,,,,
player,201211250sdg,sdg,BattJa00,rush_long,2,,,,,
player,201211250sdg,sdg,BattJa00,targets,1,,,,,
player,201211250sdg,sdg,BattJa00,rec,1,,,,,
player,201211250sdg,sdg,BattJa00,rec_yds,10,,,,,
player,201211250sdg,sdg,BattJa00,rec_td,0,,,,,
player,201211250sdg,sdg,BattJa00,rec_long,10,,,,,
player,201211250sdg,sdg,BattJa00,fumbles,0,,,,,
player,201211250sdg,sdg,BattJa00,fumbles_lost,0,,,,,
player,201211250sdg,sdg,AlexDa00,pass_cmp,0,,,,,
player,201211250sdg,sdg,AlexDa00,pass_att,0,,,,,
player,201211250sdg,sdg,AlexDa00,pass_yds,0,,,,,
player,201211250sdg,sdg,AlexDa00,pass_td,0,,,,,
player,201211250sdg,sdg,AlexDa00,pass_int,0,,,,,
player,201211250sdg,sdg,AlexDa00,pass_sacked,0,,,,,
player,201211250sdg,sdg,AlexDa00,pass_sacked_yds,0,,,,,
player,201211250sdg,sdg,AlexDa00,pass_long,0,,,,,
player,201211250sdg,sdg,AlexDa00,pass_rating,,,,,,
player,201211250sdg,sdg,AlexDa00,rush_att,0,,,,,
player,201211250sdg,sdg,AlexDa00,rush_yds,0,,,,,
player,201211250sdg,sdg,AlexDa00,rush_td,0,,,,,
player,201211250sdg,sdg,AlexDa00,rush_long,0,,,,,
player,201211250sdg,sdg,AlexDa00,targets,8,,,,,
player,201211250sdg,sdg,AlexDa00,rec,5,,,,,
player,201211250sdg,sdg,AlexDa00,rec_yds,74,,,,,
player,201211250sdg,sdg,AlexDa00,rec_td,0,,,,,
player,201211250sdg,sdg,AlexDa00,rec_long,26,,,,,
player,201211250sdg,sdg,AlexDa00,fumbles,0,,,,,
player,201211250sdg,sdg,AlexDa00,fumbles_lost,0,,,,,
player,201211250sdg,sdg,FloyMa00,pass_cmp,0,,,,,
player,201211250sdg,sdg,FloyMa00,pass_att,0,,,,,
player,201211250sdg,sdg,FloyMa00,pass_yds,0,,,,,
player,201211250sdg,sdg,FloyMa00,pass_td,0,,,,,
player,201211250sdg,sdg,FloyMa00,pass_int,0,,,,,
player,201211250sdg,sdg,FloyMa00,pass_sacked,0,,,,,
player,201211250sdg,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201211250sdg,sdg,FloyMa00,pass_long,0,,,,,
player,201211250sdg,sdg,FloyMa00,pass_rating,,,,,,
player,201211250sdg,sdg,FloyMa00,rush_att,0,,,,,
player,201211250sdg,sdg,FloyMa00,rush_yds,0,,,,,
player,201211250sdg,sdg,FloyMa00,rush_td,0,,,,,
player,201211250sdg,sdg,FloyMa00,rush_long,0,,,,,
player,201211250sdg,sdg,FloyMa00,targets,5,,,,,
player,201211250sdg,sdg,FloyMa00,rec,4,,,,,
player,201211250sdg,sdg,FloyMa00,rec_yds,65,,,,,
player,201211250sdg,sdg,FloyMa00,rec_td,1,,,,,
player,201211250sdg,sdg,FloyMa00,rec_long,21,,,,,
player,201211250sdg,sdg,FloyMa00,fumbles,0,,,,,
player,201211250sdg,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201211250sdg,sdg,AjirSe00,pass_cmp,0,,,,,
player,201211250sdg,sdg,AjirSe00,pass_att,0,,,,,
player,201211250sdg,sdg,AjirSe00,pass_yds,0,,,,,
player,201211250sdg,sdg,AjirSe00,pass_td,0,,,,,
player,201211250sdg,sdg,AjirSe00,pass_int,0,,,,,
player,201211250sdg,sdg,AjirSe00,pass_sacked,0,,,,,
player,201211250sdg,sdg,AjirSe00,pass_sacked_yds,0,,,,,
player,201211250sdg,sdg,AjirSe00,pass_long,0,,,,,
player,201211250sdg,sdg,AjirSe00,pass_rating,,,,,,
player,201211250sdg,sdg,AjirSe00,rush_att,0,,,,,
player,201211250sdg,sdg,AjirSe00,rush_yds,0,,,,,
player,201211250sdg,sdg,AjirSe00,rush_td,0,,,,,
player,201211250sdg,sdg,AjirSe00,rush_long,0,,,,,
player,201211250sdg,sdg,AjirSe00,targets,3,,,,,
player,201211250sdg,sdg,AjirSe00,rec,2,,,,,
player,201211250sdg,sdg,AjirSe00,rec_yds,17,,,,,
player,201211250sdg,sdg,AjirSe00,rec_td,0,,,,,
player,201211250sdg,sdg,AjirSe00,rec_long,12,,,,,
player,201211250sdg,sdg,AjirSe00,fumbles,0,,,,,
player,201211250sdg,sdg,AjirSe00,fumbles_lost,0,,,,,
player,201211250sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201211250sdg,sdg,GateAn00,pass_att,0,,,,,
player,201211250sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201211250sdg,sdg,GateAn00,pass_td,0,,,,,
player,201211250sdg,sdg,GateAn00,pass_int,0,,,,,
player,201211250sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201211250sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201211250sdg,sdg,GateAn00,pass_long,0,,,,,
player,201211250sdg,sdg,GateAn00,pass_rating,,,,,,
player,201211250sdg,sdg,GateAn00,rush_att,0,,,,,
player,201211250sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201211250sdg,sdg,GateAn00,rush_td,0,,,,,
player,201211250sdg,sdg,GateAn00,rush_long,0,,,,,
player,201211250sdg,sdg,GateAn00,targets,2,,,,,
player,201211250sdg,sdg,GateAn00,rec,2,,,,,
player,201211250sdg,sdg,GateAn00,rec_yds,13,,,,,
player,201211250sdg,sdg,GateAn00,rec_td,0,,,,,
player,201211250sdg,sdg,GateAn00,rec_long,11,,,,,
player,201211250sdg,sdg,GateAn00,fumbles,0,,,,,
player,201211250sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201211250sdg,sdg,McMiRa01,pass_cmp,0,,,,,
player,201211250sdg,sdg,McMiRa01,pass_att,0,,,,,
player,201211250sdg,sdg,McMiRa01,pass_yds,0,,,,,
player,201211250sdg,sdg,McMiRa01,pass_td,0,,,,,
player,201211250sdg,sdg,McMiRa01,pass_int,0,,,,,
player,201211250sdg,sdg,McMiRa01,pass_sacked,0,,,,,
player,201211250sdg,sdg,McMiRa01,pass_sacked_yds,0,,,,,
player,201211250sdg,sdg,McMiRa01,pass_long,0,,,,,
player,201211250sdg,sdg,McMiRa01,pass_rating,,,,,,
player,201211250sdg,sdg,McMiRa01,rush_att,0,,,,,
player,201211250sdg,sdg,McMiRa01,rush_yds,0,,,,,
player,201211250sdg,sdg,McMiRa01,rush_td,0,,,,,
player,201211250sdg,sdg,McMiRa01,rush_long,0,,,,,
player,201211250sdg,sdg,McMiRa01,targets,3,,,,,
player,201211250sdg,sdg,McMiRa01,rec,2,,,,,
player,201211250sdg,sdg,McMiRa01,rec_yds,11,,,,,
player,201211250sdg,sdg,McMiRa01,rec_td,0,,,,,
player,201211250sdg,sdg,McMiRa01,rec_long,6,,,,,
player,201211250sdg,sdg,McMiRa01,fumbles,0,,,,,
player,201211250sdg,sdg,McMiRa01,fumbles_lost,0,,,,,
player,201211250sdg,rav,JoneAr22,def_int,0,,,,,
player,201211250sdg,rav,JoneAr22,def_int_yds,0,,,,,
player,201211250sdg,rav,JoneAr22,def_int_td,0,,,,,
player,201211250sdg,rav,JoneAr22,def_int_long,0,,,,,
player,201211250sdg,rav,JoneAr22,pass_defended,0,,,,,
player,201211250sdg,rav,JoneAr22,sacks,2.0,,,,,
player,201211250sdg,rav,JoneAr22,tackles_combined,5,,,,,
player,201211250sdg,rav,JoneAr22,tackles_solo,4,,,,,
player,201211250sdg,rav,JoneAr22,tackles_assists,1,,,,,
player,201211250sdg,rav,JoneAr22,tackles_loss,3,,,,,
player,201211250sdg,rav,JoneAr22,qb_hits,2,,,,,
player,201211250sdg,rav,JoneAr22,fumbles_rec,0,,,,,
player,201211250sdg,rav,JoneAr22,fumbles_rec_yds,0,,,,,
player,201211250sdg,rav,JoneAr22,fumbles_rec_td,0,,,,,
player,201211250sdg,rav,JoneAr22,fumbles_forced,0,,,,,
player,201211250sdg,rav,ElleDa99,def_int,0,,,,,
player,201211250sdg,rav,ElleDa99,def_int_yds,0,,,,,
player,201211250sdg,rav,ElleDa99,def_int_td,0,,,,,
player,201211250sdg,rav,ElleDa99,def_int_long,0,,,,,
player,201211250sdg,rav,ElleDa99,pass_defended,0,,,,,
player,201211250sdg,rav,ElleDa99,sacks,1.0,,,,,
player,201211250sdg,rav,ElleDa99,tackles_combined,6,,,,,
player,201211250sdg,rav,ElleDa99,tackles_solo,4,,,,,
player,201211250sdg,rav,ElleDa99,tackles_assists,2,,,,,
player,201211250sdg,rav,ElleDa99,tackles_loss,1,,,,,
player,201211250sdg,rav,ElleDa99,qb_hits,1,,,,,
player,201211250sdg,rav,ElleDa99,fumbles_rec,0,,,,,
player,201211250sdg,rav,ElleDa99,fumbles_rec_yds,0,,,,,
player,201211250sdg,rav,ElleDa99,fumbles_rec_td,0,,,,,
player,201211250sdg,rav,ElleDa99,fumbles_forced,0,,,,,
player,201211250sdg,rav,KrugPa99,def_int,0,,,,,
player,201211250sdg,rav,KrugPa99,def_int_yds,0,,,,,
player,201211250sdg,rav,KrugPa99,def_int_td,0,,,,,
player,201211250sdg,rav,KrugPa99,def_int_long,0,,,,,
player,201211250sdg,rav,KrugPa99,pass_defended,0,,,,,
player,201211250sdg,rav,KrugPa99,sacks,1.0,,,,,
player,201211250sdg,rav,KrugPa99,tackles_combined,4,,,,,
player,201211250sdg,rav,KrugPa99,tackles_solo,4,,,,,
player,201211250sdg,rav,KrugPa99,tackles_assists,0,,,,,
player,201211250sdg,rav,KrugPa99,tackles_loss,1,,,,,
player,201211250sdg,rav,KrugPa99,qb_hits,1,,,,,
player,201211250sdg,rav,KrugPa99,fumbles_rec,0,,,,,
player,201211250sdg,rav,KrugPa99,fumbles_rec_yds,0,,,,,
player,201211250sdg,rav,KrugPa99,fumbles_rec_td,0,,,,,
player,201211250sdg,rav,KrugPa99,fumbles_forced,0,,,,,
player,201211250sdg,rav,SuggTe99,def_int,0,,,,,
player,201211250sdg,rav,SuggTe99,def_int_yds,0,,,,,
player,201211250sdg,rav,SuggTe99,def_int_td,0,,,,,
player,201211250sdg,rav,SuggTe99,def_int_long,0,,,,,
player,201211250sdg,rav,SuggTe99,pass_defended,1,,,,,
player,201211250sdg,rav,SuggTe99,sacks,1.0,,,,,
player,201211250sdg,rav,SuggTe99,tackles_combined,4,,,,,
