game,2012,5,20121007,201210070nyg,cle,"Cleveland Browns",27,nyg,"New York Giants",41
player,201210070nyg,nyg,TryoJu99,defense,4,,,,,
player,201210070nyg,nyg,TryoJu99,def_pct,7%,,,,,
player,201210070nyg,nyg,TryoJu99,special_teams,22,,,,,
player,201210070nyg,nyg,TryoJu99,st_pct,73%,,,,,
player,201210070nyg,nyg,HerzMa00,pos,LB,,,,,
player,201210070nyg,nyg,HerzMa00,offense,0,,,,,
player,201210070nyg,nyg,HerzMa00,off_pct,0%,,,,,
player,201210070nyg,nyg,HerzMa00,defense,0,,,,,
player,201210070nyg,nyg,HerzMa00,def_pct,0%,,,,,
player,201210070nyg,nyg,HerzMa00,special_teams,19,,,,,
player,201210070nyg,nyg,HerzMa00,st_pct,63%,,,,,
player,201210070nyg,nyg,tyneslaw01,pos,K,,,,,
player,201210070nyg,nyg,tyneslaw01,offense,0,,,,,
player,201210070nyg,nyg,tyneslaw01,off_pct,0%,,,,,
player,201210070nyg,nyg,tyneslaw01,defense,0,,,,,
player,201210070nyg,nyg,tyneslaw01,def_pct,0%,,,,,
player,201210070nyg,nyg,tyneslaw01,special_teams,14,,,,,
player,201210070nyg,nyg,tyneslaw01,st_pct,47%,,,,,
player,201210070nyg,nyg,ScotDa01,pos,RB,,,,,
player,201210070nyg,nyg,ScotDa01,offense,0,,,,,
player,201210070nyg,nyg,ScotDa01,off_pct,0%,,,,,
player,201210070nyg,nyg,ScotDa01,defense,0,,,,,
player,201210070nyg,nyg,ScotDa01,def_pct,0%,,,,,
player,201210070nyg,nyg,ScotDa01,special_teams,13,,,,,
player,201210070nyg,nyg,ScotDa01,st_pct,43%,,,,,
player,201210070nyg,nyg,CordJi00,pos,C,,,,,
player,201210070nyg,nyg,CordJi00,offense,0,,,,,
player,201210070nyg,nyg,CordJi00,off_pct,0%,,,,,
player,201210070nyg,nyg,CordJi00,defense,0,,,,,
player,201210070nyg,nyg,CordJi00,def_pct,0%,,,,,
player,201210070nyg,nyg,CordJi00,special_teams,12,,,,,
player,201210070nyg,nyg,CordJi00,st_pct,40%,,,,,
player,201210070nyg,nyg,OjomAd00,pos,DE,,,,,
player,201210070nyg,nyg,OjomAd00,offense,0,,,,,
player,201210070nyg,nyg,OjomAd00,off_pct,0%,,,,,
player,201210070nyg,nyg,OjomAd00,defense,0,,,,,
player,201210070nyg,nyg,OjomAd00,def_pct,0%,,,,,
player,201210070nyg,nyg,OjomAd00,special_teams,10,,,,,
player,201210070nyg,nyg,OjomAd00,st_pct,33%,,,,,
player,201210070nyg,nyg,WeatSt20,pos,P,,,,,
player,201210070nyg,nyg,WeatSt20,offense,0,,,,,
player,201210070nyg,nyg,WeatSt20,off_pct,0%,,,,,
player,201210070nyg,nyg,WeatSt20,defense,0,,,,,
player,201210070nyg,nyg,WeatSt20,def_pct,0%,,,,,
player,201210070nyg,nyg,WeatSt20,special_teams,9,,,,,
player,201210070nyg,nyg,WeatSt20,st_pct,30%,,,,,
player,201210070nyg,nyg,DeOsZa99,pos,LS,,,,,
player,201210070nyg,nyg,DeOsZa99,offense,0,,,,,
player,201210070nyg,nyg,DeOsZa99,off_pct,0%,,,,,
player,201210070nyg,nyg,DeOsZa99,defense,0,,,,,
player,201210070nyg,nyg,DeOsZa99,def_pct,0%,,,,,
player,201210070nyg,nyg,DeOsZa99,special_teams,9,,,,,
player,201210070nyg,nyg,DeOsZa99,st_pct,30%,,,,,
player,201210070nyg,nyg,CoexMi99,pos,CB,,,,,
player,201210070nyg,nyg,CoexMi99,offense,0,,,,,
player,201210070nyg,nyg,CoexMi99,off_pct,0%,,,,,
player,201210070nyg,nyg,CoexMi99,defense,0,,,,,
player,201210070nyg,nyg,CoexMi99,def_pct,0%,,,,,
player,201210070nyg,nyg,CoexMi99,special_teams,7,,,,,
player,201210070nyg,nyg,CoexMi99,st_pct,23%,,,,,
player,201210070nyg,nyg,BrowAn03,pos,RB,,,,,
player,201210070nyg,nyg,BrowAn03,offense,0,,,,,
player,201210070nyg,nyg,BrowAn03,off_pct,0%,,,,,
player,201210070nyg,nyg,BrowAn03,defense,0,,,,,
player,201210070nyg,nyg,BrowAn03,def_pct,0%,,,,,
player,201210070nyg,nyg,BrowAn03,special_teams,4,,,,,
player,201210070nyg,nyg,BrowAn03,st_pct,13%,,,,,
player,201210070nyg,cle,MackAl20,pos,C,,,,,
player,201210070nyg,cle,MackAl20,offense,58,,,,,
player,201210070nyg,cle,MackAl20,off_pct,100%,,,,,
player,201210070nyg,cle,MackAl20,defense,0,,,,,
player,201210070nyg,cle,MackAl20,def_pct,0%,,,,,
player,201210070nyg,cle,MackAl20,special_teams,5,,,,,
player,201210070nyg,cle,MackAl20,st_pct,17%,,,,,
player,201210070nyg,cle,LauvSh20,pos,G,,,,,
player,201210070nyg,cle,LauvSh20,offense,58,,,,,
player,201210070nyg,cle,LauvSh20,off_pct,100%,,,,,
player,201210070nyg,cle,LauvSh20,defense,0,,,,,
player,201210070nyg,cle,LauvSh20,def_pct,0%,,,,,
player,201210070nyg,cle,LauvSh20,special_teams,5,,,,,
player,201210070nyg,cle,LauvSh20,st_pct,17%,,,,,
player,201210070nyg,cle,PinkJa00,pos,G,,,,,
player,201210070nyg,cle,PinkJa00,offense,58,,,,,
player,201210070nyg,cle,PinkJa00,off_pct,100%,,,,,
player,201210070nyg,cle,PinkJa00,defense,0,,,,,
player,201210070nyg,cle,PinkJa00,def_pct,0%,,,,,
player,201210070nyg,cle,PinkJa00,special_teams,5,,,,,
player,201210070nyg,cle,PinkJa00,st_pct,17%,,,,,
player,201210070nyg,cle,SchwMi00,pos,T,,,,,
player,201210070nyg,cle,SchwMi00,offense,58,,,,,
player,201210070nyg,cle,SchwMi00,off_pct,100%,,,,,
player,201210070nyg,cle,SchwMi00,defense,0,,,,,
player,201210070nyg,cle,SchwMi00,def_pct,0%,,,,,
player,201210070nyg,cle,SchwMi00,special_teams,5,,,,,
player,201210070nyg,cle,SchwMi00,st_pct,17%,,,,,
player,201210070nyg,cle,ThomJo28,pos,T,,,,,
player,201210070nyg,cle,ThomJo28,offense,58,,,,,
player,201210070nyg,cle,ThomJo28,off_pct,100%,,,,,
player,201210070nyg,cle,ThomJo28,defense,0,,,,,
player,201210070nyg,cle,ThomJo28,def_pct,0%,,,,,
player,201210070nyg,cle,ThomJo28,special_teams,5,,,,,
player,201210070nyg,cle,ThomJo28,st_pct,17%,,,,,
player,201210070nyg,cle,WeedBr00,pos,QB,,,,,
player,201210070nyg,cle,WeedBr00,offense,58,,,,,
player,201210070nyg,cle,WeedBr00,off_pct,100%,,,,,
player,201210070nyg,cle,WeedBr00,defense,0,,,,,
player,201210070nyg,cle,WeedBr00,def_pct,0%,,,,,
player,201210070nyg,cle,WeedBr00,special_teams,0,,,,,
player,201210070nyg,cle,WeedBr00,st_pct,0%,,,,,
player,201210070nyg,cle,LittGr00,pos,WR,,,,,
player,201210070nyg,cle,LittGr00,offense,53,,,,,
player,201210070nyg,cle,LittGr00,off_pct,91%,,,,,
player,201210070nyg,cle,LittGr00,defense,0,,,,,
player,201210070nyg,cle,LittGr00,def_pct,0%,,,,,
player,201210070nyg,cle,LittGr00,special_teams,1,,,,,
player,201210070nyg,cle,LittGr00,st_pct,3%,,,,,
player,201210070nyg,cle,GordJo02,pos,WR,,,,,
player,201210070nyg,cle,GordJo02,offense,50,,,,,
player,201210070nyg,cle,GordJo02,off_pct,86%,,,,,
player,201210070nyg,cle,GordJo02,defense,0,,,,,
player,201210070nyg,cle,GordJo02,def_pct,0%,,,,,
player,201210070nyg,cle,GordJo02,special_teams,1,,,,,
player,201210070nyg,cle,GordJo02,st_pct,3%,,,,,
player,201210070nyg,cle,RichTr00,pos,RB,,,,,
player,201210070nyg,cle,RichTr00,offense,49,,,,,
player,201210070nyg,cle,RichTr00,off_pct,84%,,,,,
player,201210070nyg,cle,RichTr00,defense,0,,,,,
player,201210070nyg,cle,RichTr00,def_pct,0%,,,,,
player,201210070nyg,cle,RichTr00,special_teams,0,,,,,
player,201210070nyg,cle,RichTr00,st_pct,0%,,,,,
player,201210070nyg,cle,WatsBe00,pos,TE,,,,,
player,201210070nyg,cle,WatsBe00,offense,47,,,,,
player,201210070nyg,cle,WatsBe00,off_pct,81%,,,,,
player,201210070nyg,cle,WatsBe00,defense,0,,,,,
player,201210070nyg,cle,WatsBe00,def_pct,0%,,,,,
player,201210070nyg,cle,WatsBe00,special_teams,5,,,,,
player,201210070nyg,cle,WatsBe00,st_pct,17%,,,,,
player,201210070nyg,cle,NorwJo00,pos,WR,,,,,
player,201210070nyg,cle,NorwJo00,offense,39,,,,,
player,201210070nyg,cle,NorwJo00,off_pct,67%,,,,,
player,201210070nyg,cle,NorwJo00,defense,0,,,,,
player,201210070nyg,cle,NorwJo00,def_pct,0%,,,,,
player,201210070nyg,cle,NorwJo00,special_teams,0,,,,,
player,201210070nyg,cle,NorwJo00,st_pct,0%,,,,,
player,201210070nyg,cle,CameJo00,pos,TE,,,,,
player,201210070nyg,cle,CameJo00,offense,17,,,,,
player,201210070nyg,cle,CameJo00,off_pct,29%,,,,,
player,201210070nyg,cle,CameJo00,defense,0,,,,,
player,201210070nyg,cle,CameJo00,def_pct,0%,,,,,
player,201210070nyg,cle,CameJo00,special_teams,13,,,,,
player,201210070nyg,cle,CameJo00,st_pct,43%,,,,,
player,201210070nyg,cle,MareOw00,pos,FB,,,,,
player,201210070nyg,cle,MareOw00,offense,14,,,,,
player,201210070nyg,cle,MareOw00,off_pct,24%,,,,,
player,201210070nyg,cle,MareOw00,defense,0,,,,,
player,201210070nyg,cle,MareOw00,def_pct,0%,,,,,
player,201210070nyg,cle,MareOw00,special_teams,8,,,,,
player,201210070nyg,cle,MareOw00,st_pct,27%,,,,,
player,201210070nyg,cle,OgboCh00,pos,RB,,,,,
player,201210070nyg,cle,OgboCh00,offense,11,,,,,
player,201210070nyg,cle,OgboCh00,off_pct,19%,,,,,
player,201210070nyg,cle,OgboCh00,defense,0,,,,,
player,201210070nyg,cle,OgboCh00,def_pct,0%,,,,,
player,201210070nyg,cle,OgboCh00,special_teams,5,,,,,
player,201210070nyg,cle,OgboCh00,st_pct,17%,,,,,
player,201210070nyg,cle,CribJo01,pos,WR,,,,,
player,201210070nyg,cle,CribJo01,offense,8,,,,,
player,201210070nyg,cle,CribJo01,off_pct,14%,,,,,
player,201210070nyg,cle,CribJo01,defense,0,,,,,
player,201210070nyg,cle,CribJo01,def_pct,0%,,,,,
player,201210070nyg,cle,CribJo01,special_teams,18,,,,,
player,201210070nyg,cle,CribJo01,st_pct,60%,,,,,
player,201210070nyg,cle,GrecJo20,pos,C,,,,,
player,201210070nyg,cle,GrecJo20,offense,1,,,,,
player,201210070nyg,cle,GrecJo20,off_pct,2%,,,,,
player,201210070nyg,cle,GrecJo20,defense,0,,,,,
player,201210070nyg,cle,GrecJo20,def_pct,0%,,,,,
player,201210070nyg,cle,GrecJo20,special_teams,0,,,,,
player,201210070nyg,cle,GrecJo20,st_pct,0%,,,,,
player,201210070nyg,cle,HardMo00,pos,RB,,,,,
player,201210070nyg,cle,HardMo00,offense,1,,,,,
player,201210070nyg,cle,HardMo00,off_pct,2%,,,,,
player,201210070nyg,cle,HardMo00,defense,0,,,,,
player,201210070nyg,cle,HardMo00,def_pct,0%,,,,,
player,201210070nyg,cle,HardMo00,special_teams,0,,,,,
player,201210070nyg,cle,HardMo00,st_pct,0%,,,,,
player,201210070nyg,cle,YounUs99,pos,SS,,,,,
player,201210070nyg,cle,YounUs99,offense,0,,,,,
player,201210070nyg,cle,YounUs99,off_pct,0%,,,,,
player,201210070nyg,cle,YounUs99,defense,75,,,,,
player,201210070nyg,cle,YounUs99,def_pct,100%,,,,,
player,201210070nyg,cle,YounUs99,special_teams,1,,,,,
player,201210070nyg,cle,YounUs99,st_pct,3%,,,,,
player,201210070nyg,cle,BrowSh20,pos,CB,,,,,
player,201210070nyg,cle,BrowSh20,offense,0,,,,,
player,201210070nyg,cle,BrowSh20,off_pct,0%,,,,,
player,201210070nyg,cle,BrowSh20,defense,75,,,,,
player,201210070nyg,cle,BrowSh20,def_pct,100%,,,,,
player,201210070nyg,cle,BrowSh20,special_teams,1,,,,,
player,201210070nyg,cle,BrowSh20,st_pct,3%,,,,,
player,201210070nyg,cle,WardT.99,pos,SS,,,,,
player,201210070nyg,cle,WardT.99,offense,0,,,,,
player,201210070nyg,cle,WardT.99,off_pct,0%,,,,,
player,201210070nyg,cle,WardT.99,defense,75,,,,,
player,201210070nyg,cle,WardT.99,def_pct,100%,,,,,
player,201210070nyg,cle,WardT.99,special_teams,0,,,,,
player,201210070nyg,cle,WardT.99,st_pct,0%,,,,,
player,201210070nyg,cle,SheaJa00,pos,DE,,,,,
player,201210070nyg,cle,SheaJa00,offense,0,,,,,
player,201210070nyg,cle,SheaJa00,off_pct,0%,,,,,
player,201210070nyg,cle,SheaJa00,defense,61,,,,,
player,201210070nyg,cle,SheaJa00,def_pct,81%,,,,,
player,201210070nyg,cle,SheaJa00,special_teams,7,,,,,
player,201210070nyg,cle,SheaJa00,st_pct,23%,,,,,
player,201210070nyg,cle,SkriBu00,pos,CB,,,,,
player,201210070nyg,cle,SkriBu00,offense,0,,,,,
player,201210070nyg,cle,SkriBu00,off_pct,0%,,,,,
player,201210070nyg,cle,SkriBu00,defense,57,,,,,
player,201210070nyg,cle,SkriBu00,def_pct,76%,,,,,
player,201210070nyg,cle,SkriBu00,special_teams,18,,,,,
player,201210070nyg,cle,SkriBu00,st_pct,60%,,,,,
player,201210070nyg,cle,RubiAh99,pos,DT,,,,,
player,201210070nyg,cle,RubiAh99,offense,0,,,,,
player,201210070nyg,cle,RubiAh99,off_pct,0%,,,,,
player,201210070nyg,cle,RubiAh99,defense,57,,,,,
player,201210070nyg,cle,RubiAh99,def_pct,76%,,,,,
player,201210070nyg,cle,RubiAh99,special_teams,8,,,,,
player,201210070nyg,cle,RubiAh99,st_pct,27%,,,,,
player,201210070nyg,cle,WinnBi00,pos,DT,,,,,
player,201210070nyg,cle,WinnBi00,offense,0,,,,,
player,201210070nyg,cle,WinnBi00,off_pct,0%,,,,,
player,201210070nyg,cle,WinnBi00,defense,45,,,,,
player,201210070nyg,cle,WinnBi00,def_pct,60%,,,,,
player,201210070nyg,cle,WinnBi00,special_teams,7,,,,,
player,201210070nyg,cle,WinnBi00,st_pct,23%,,,,,
player,201210070nyg,cle,PattDi20,pos,CB,,,,,
player,201210070nyg,cle,PattDi20,offense,0,,,,,
player,201210070nyg,cle,PattDi20,off_pct,0%,,,,,
player,201210070nyg,cle,PattDi20,defense,42,,,,,
player,201210070nyg,cle,PattDi20,def_pct,56%,,,,,
player,201210070nyg,cle,PattDi20,special_teams,6,,,,,
player,201210070nyg,cle,PattDi20,st_pct,20%,,,,,
player,201210070nyg,cle,MaiaKa99,pos,LB,,,,,
player,201210070nyg,cle,MaiaKa99,offense,0,,,,,
player,201210070nyg,cle,MaiaKa99,off_pct,0%,,,,,
player,201210070nyg,cle,MaiaKa99,defense,40,,,,,
player,201210070nyg,cle,MaiaKa99,def_pct,53%,,,,,
player,201210070nyg,cle,MaiaKa99,special_teams,23,,,,,
player,201210070nyg,cle,MaiaKa99,st_pct,77%,,,,,
player,201210070nyg,cle,FujiSc20,pos,LB,,,,,
player,201210070nyg,cle,FujiSc20,offense,0,,,,,
player,201210070nyg,cle,FujiSc20,off_pct,0%,,,,,
player,201210070nyg,cle,FujiSc20,defense,40,,,,,
player,201210070nyg,cle,FujiSc20,def_pct,53%,,,,,
player,201210070nyg,cle,FujiSc20,special_teams,7,,,,,
player,201210070nyg,cle,FujiSc20,st_pct,23%,,,,,
player,201210070nyg,cle,FortL.00,pos,LB,,,,,
player,201210070nyg,cle,FortL.00,offense,0,,,,,
player,201210070nyg,cle,FortL.00,off_pct,0%,,,,,
player,201210070nyg,cle,FortL.00,defense,38,,,,,
player,201210070nyg,cle,FortL.00,def_pct,51%,,,,,
player,201210070nyg,cle,FortL.00,special_teams,18,,,,,
player,201210070nyg,cle,FortL.00,st_pct,60%,,,,,
player,201210070nyg,cle,ThomJu20,pos,DE,,,,,
player,201210070nyg,cle,ThomJu20,offense,0,,,,,
player,201210070nyg,cle,ThomJu20,off_pct,0%,,,,,
player,201210070nyg,cle,ThomJu20,defense,38,,,,,
player,201210070nyg,cle,ThomJu20,def_pct,51%,,,,,
player,201210070nyg,cle,ThomJu20,special_teams,1,,,,,
player,201210070nyg,cle,ThomJu20,st_pct,3%,,,,,
player,201210070nyg,cle,JackDQ20,pos,LB,,,,,
player,201210070nyg,cle,JackDQ20,offense,0,,,,,
player,201210070nyg,cle,JackDQ20,off_pct,0%,,,,,
player,201210070nyg,cle,JackDQ20,defense,37,,,,,
player,201210070nyg,cle,JackDQ20,def_pct,49%,,,,,
player,201210070nyg,cle,JackDQ20,special_teams,3,,,,,
player,201210070nyg,cle,JackDQ20,st_pct,10%,,,,,
player,201210070nyg,cle,RobeCr00,pos,LB,,,,,
player,201210070nyg,cle,RobeCr00,offense,0,,,,,
player,201210070nyg,cle,RobeCr00,off_pct,0%,,,,,
player,201210070nyg,cle,RobeCr00,defense,34,,,,,
player,201210070nyg,cle,RobeCr00,def_pct,45%,,,,,
player,201210070nyg,cle,RobeCr00,special_teams,17,,,,,
player,201210070nyg,cle,RobeCr00,st_pct,57%,,,,,
player,201210070nyg,cle,HughJo00,pos,DT,,,,,
player,201210070nyg,cle,HughJo00,offense,0,,,,,
player,201210070nyg,cle,HughJo00,off_pct,0%,,,,,
player,201210070nyg,cle,HughJo00,defense,33,,,,,
player,201210070nyg,cle,HughJo00,def_pct,44%,,,,,
player,201210070nyg,cle,HughJo00,special_teams,1,,,,,
player,201210070nyg,cle,HughJo00,st_pct,3%,,,,,
player,201210070nyg,cle,RuckFr99,pos,DE,,,,,
player,201210070nyg,cle,RuckFr99,offense,0,,,,,
player,201210070nyg,cle,RuckFr99,off_pct,0%,,,,,
player,201210070nyg,cle,RuckFr99,defense,29,,,,,
player,201210070nyg,cle,RuckFr99,def_pct,39%,,,,,
player,201210070nyg,cle,RuckFr99,special_teams,7,,,,,
player,201210070nyg,cle,RuckFr99,st_pct,23%,,,,,
player,201210070nyg,cle,StepEm00,pos,DE,,,,,
player,201210070nyg,cle,StepEm00,offense,0,,,,,
player,201210070nyg,cle,StepEm00,off_pct,0%,,,,,
player,201210070nyg,cle,StepEm00,defense,22,,,,,
player,201210070nyg,cle,StepEm00,def_pct,29%,,,,,
player,201210070nyg,cle,StepEm00,special_teams,7,,,,,
player,201210070nyg,cle,StepEm00,st_pct,23%,,,,,
player,201210070nyg,cle,KitcIs00,pos,DT,,,,,
player,201210070nyg,cle,KitcIs00,offense,0,,,,,
player,201210070nyg,cle,KitcIs00,off_pct,0%,,,,,
player,201210070nyg,cle,KitcIs00,defense,15,,,,,
player,201210070nyg,cle,KitcIs00,def_pct,20%,,,,,
player,201210070nyg,cle,KitcIs00,special_teams,0,,,,,
player,201210070nyg,cle,KitcIs00,st_pct,0%,,,,,
player,201210070nyg,cle,WadeTr00,pos,CB,,,,,
player,201210070nyg,cle,WadeTr00,offense,0,,,,,
player,201210070nyg,cle,WadeTr00,off_pct,0%,,,,,
player,201210070nyg,cle,WadeTr00,defense,11,,,,,
player,201210070nyg,cle,WadeTr00,def_pct,15%,,,,,
player,201210070nyg,cle,WadeTr00,special_teams,9,,,,,
player,201210070nyg,cle,WadeTr00,st_pct,30%,,,,,
player,201210070nyg,cle,HaggEr00,pos,FS,,,,,
player,201210070nyg,cle,HaggEr00,offense,0,,,,,
player,201210070nyg,cle,HaggEr00,off_pct,0%,,,,,
player,201210070nyg,cle,HaggEr00,defense,1,,,,,
player,201210070nyg,cle,HaggEr00,def_pct,1%,,,,,
player,201210070nyg,cle,HaggEr00,special_teams,0,,,,,
player,201210070nyg,cle,HaggEr00,st_pct,0%,,,,,
player,201210070nyg,cle,BadeJo00,pos,CB,,,,,
player,201210070nyg,cle,BadeJo00,offense,0,,,,,
player,201210070nyg,cle,BadeJo00,off_pct,0%,,,,,
player,201210070nyg,cle,BadeJo00,defense,0,,,,,
player,201210070nyg,cle,BadeJo00,def_pct,0%,,,,,
player,201210070nyg,cle,BadeJo00,special_teams,24,,,,,
player,201210070nyg,cle,BadeJo00,st_pct,80%,,,,,
player,201210070nyg,cle,VentRa20,pos,FS,,,,,
player,201210070nyg,cle,VentRa20,offense,0,,,,,
player,201210070nyg,cle,VentRa20,off_pct,0%,,,,,
player,201210070nyg,cle,VentRa20,defense,0,,,,,
player,201210070nyg,cle,VentRa20,def_pct,0%,,,,,
player,201210070nyg,cle,VentRa20,special_teams,24,,,,,
player,201210070nyg,cle,VentRa20,st_pct,80%,,,,,
player,201210070nyg,cle,CardTa00,pos,LB,,,,,
player,201210070nyg,cle,CardTa00,offense,0,,,,,
player,201210070nyg,cle,CardTa00,off_pct,0%,,,,,
player,201210070nyg,cle,CardTa00,defense,0,,,,,
player,201210070nyg,cle,CardTa00,def_pct,0%,,,,,
player,201210070nyg,cle,CardTa00,special_teams,16,,,,,
player,201210070nyg,cle,CardTa00,st_pct,53%,,,,,
player,201210070nyg,cle,JohnJa04,pos,LB,,,,,
player,201210070nyg,cle,JohnJa04,offense,0,,,,,
player,201210070nyg,cle,JohnJa04,off_pct,0%,,,,,
player,201210070nyg,cle,JohnJa04,defense,0,,,,,
player,201210070nyg,cle,JohnJa04,def_pct,0%,,,,,
player,201210070nyg,cle,JohnJa04,special_teams,16,,,,,
player,201210070nyg,cle,JohnJa04,st_pct,53%,,,,,
player,201210070nyg,cle,dawsophi01,pos,K,,,,,
player,201210070nyg,cle,dawsophi01,offense,0,,,,,
player,201210070nyg,cle,dawsophi01,off_pct,0%,,,,,
player,201210070nyg,cle,dawsophi01,defense,0,,,,,
player,201210070nyg,cle,dawsophi01,def_pct,0%,,,,,
player,201210070nyg,cle,dawsophi01,special_teams,11,,,,,
player,201210070nyg,cle,dawsophi01,st_pct,37%,,,,,
player,201210070nyg,cle,HodgRe20,pos,P,,,,,
player,201210070nyg,cle,HodgRe20,offense,0,,,,,
player,201210070nyg,cle,HodgRe20,off_pct,0%,,,,,
player,201210070nyg,cle,HodgRe20,defense,0,,,,,
player,201210070nyg,cle,HodgRe20,def_pct,0%,,,,,
player,201210070nyg,cle,HodgRe20,special_teams,8,,,,,
player,201210070nyg,cle,HodgRe20,st_pct,27%,,,,,
player,201210070nyg,cle,YounCh02,pos,LS,,,,,
player,201210070nyg,cle,YounCh02,offense,0,,,,,
player,201210070nyg,cle,YounCh02,off_pct,0%,,,,,
player,201210070nyg,cle,YounCh02,defense,0,,,,,
player,201210070nyg,cle,YounCh02,def_pct,0%,,,,,
player,201210070nyg,cle,YounCh02,special_teams,8,,,,,
player,201210070nyg,cle,YounCh02,st_pct,27%,,,,,
player,201210070nyg,cle,CousOn00,pos,T,,,,,
player,201210070nyg,cle,CousOn00,offense,0,,,,,
player,201210070nyg,cle,CousOn00,off_pct,0%,,,,,
player,201210070nyg,cle,CousOn00,defense,0,,,,,
player,201210070nyg,cle,CousOn00,def_pct,0%,,,,,
player,201210070nyg,cle,CousOn00,special_teams,5,,,,,
player,201210070nyg,cle,CousOn00,st_pct,17%,,,,,
