game,2012,14,20121209,201212090was,rav,"Baltimore Ravens",28,was,"Washington Redskins",31
team,201212090was,rav,First Downs,18,,,,,,
team,201212090was,was,First Downs,22,,,,,,
team,201212090was,rav,Rush-Yds-TDs,35-186-1,,,,,,
team,201212090was,was,Rush-Yds-TDs,35-179-1,,,,,,
team,201212090was,rav,Cmp-Att-Yd-TD-INT,16-21-182-3-1,,,,,,
team,201212090was,was,Cmp-Att-Yd-TD-INT,17-28-268-2-0,,,,,,
team,201212090was,rav,Sacked-Yards,2-9,,,,,,
team,201212090was,was,Sacked-Yards,3-24,,,,,,
team,201212090was,rav,Net Pass Yards,173,,,,,,
team,201212090was,was,Net Pass Yards,244,,,,,,
team,201212090was,rav,Total Yards,359,,,,,,
team,201212090was,was,Total Yards,423,,,,,,
team,201212090was,rav,Fumbles-Lost,2-1,,,,,,
team,201212090was,was,Fumbles-Lost,3-1,,,,,,
team,201212090was,rav,Turnovers,2,,,,,,
team,201212090was,was,Turnovers,1,,,,,,
team,201212090was,rav,Penalties-Yards,8-56,,,,,,
team,201212090was,was,Penalties-Yards,8-70,,,,,,
team,201212090was,rav,Third Down Conv.,6-12,,,,,,
team,201212090was,was,Third Down Conv.,4-11,,,,,,
team,201212090was,rav,Fourth Down Conv.,0-0,,,,,,
team,201212090was,was,Fourth Down Conv.,0-0,,,,,,
team,201212090was,rav,Time of Possession,29:22,,,,,,
team,201212090was,was,Time of Possession,34:01,,,,,,
player,201212090was,rav,FlacJo00,pass_cmp,16,,,,,
player,201212090was,rav,FlacJo00,pass_att,21,,,,,
player,201212090was,rav,FlacJo00,pass_yds,182,,,,,
player,201212090was,rav,FlacJo00,pass_td,3,,,,,
player,201212090was,rav,FlacJo00,pass_int,1,,,,,
player,201212090was,rav,FlacJo00,pass_sacked,2,,,,,
player,201212090was,rav,FlacJo00,pass_sacked_yds,9,,,,,
player,201212090was,rav,FlacJo00,pass_long,31,,,,,
player,201212090was,rav,FlacJo00,pass_rating,121.4,,,,,
player,201212090was,rav,FlacJo00,rush_att,5,,,,,
player,201212090was,rav,FlacJo00,rush_yds,9,,,,,
player,201212090was,rav,FlacJo00,rush_td,0,,,,,
player,201212090was,rav,FlacJo00,rush_long,5,,,,,
player,201212090was,rav,FlacJo00,targets,0,,,,,
player,201212090was,rav,FlacJo00,rec,0,,,,,
player,201212090was,rav,FlacJo00,rec_yds,0,,,,,
player,201212090was,rav,FlacJo00,rec_td,0,,,,,
player,201212090was,rav,FlacJo00,rec_long,0,,,,,
player,201212090was,rav,FlacJo00,fumbles,2,,,,,
player,201212090was,rav,FlacJo00,fumbles_lost,1,,,,,
player,201212090was,rav,RiceRa00,pass_cmp,0,,,,,
player,201212090was,rav,RiceRa00,pass_att,0,,,,,
player,201212090was,rav,RiceRa00,pass_yds,0,,,,,
player,201212090was,rav,RiceRa00,pass_td,0,,,,,
player,201212090was,rav,RiceRa00,pass_int,0,,,,,
player,201212090was,rav,RiceRa00,pass_sacked,0,,,,,
player,201212090was,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201212090was,rav,RiceRa00,pass_long,0,,,,,
player,201212090was,rav,RiceRa00,pass_rating,,,,,,
player,201212090was,rav,RiceRa00,rush_att,20,,,,,
player,201212090was,rav,RiceRa00,rush_yds,121,,,,,
player,201212090was,rav,RiceRa00,rush_td,1,,,,,
player,201212090was,rav,RiceRa00,rush_long,46,,,,,
player,201212090was,rav,RiceRa00,targets,4,,,,,
player,201212090was,rav,RiceRa00,rec,3,,,,,
player,201212090was,rav,RiceRa00,rec_yds,15,,,,,
player,201212090was,rav,RiceRa00,rec_td,0,,,,,
player,201212090was,rav,RiceRa00,rec_long,9,,,,,
player,201212090was,rav,RiceRa00,fumbles,0,,,,,
player,201212090was,rav,RiceRa00,fumbles_lost,0,,,,,
player,201212090was,rav,PierBe00,pass_cmp,0,,,,,
player,201212090was,rav,PierBe00,pass_att,0,,,,,
player,201212090was,rav,PierBe00,pass_yds,0,,,,,
player,201212090was,rav,PierBe00,pass_td,0,,,,,
player,201212090was,rav,PierBe00,pass_int,0,,,,,
player,201212090was,rav,PierBe00,pass_sacked,0,,,,,
player,201212090was,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201212090was,rav,PierBe00,pass_long,0,,,,,
player,201212090was,rav,PierBe00,pass_rating,,,,,,
player,201212090was,rav,PierBe00,rush_att,8,,,,,
player,201212090was,rav,PierBe00,rush_yds,53,,,,,
player,201212090was,rav,PierBe00,rush_td,0,,,,,
player,201212090was,rav,PierBe00,rush_long,21,,,,,
player,201212090was,rav,PierBe00,targets,2,,,,,
player,201212090was,rav,PierBe00,rec,2,,,,,
player,201212090was,rav,PierBe00,rec_yds,11,,,,,
player,201212090was,rav,PierBe00,rec_td,0,,,,,
player,201212090was,rav,PierBe00,rec_long,11,,,,,
player,201212090was,rav,PierBe00,fumbles,0,,,,,
player,201212090was,rav,PierBe00,fumbles_lost,0,,,,,
player,201212090was,rav,LeacVo00,pass_cmp,0,,,,,
player,201212090was,rav,LeacVo00,pass_att,0,,,,,
player,201212090was,rav,LeacVo00,pass_yds,0,,,,,
player,201212090was,rav,LeacVo00,pass_td,0,,,,,
player,201212090was,rav,LeacVo00,pass_int,0,,,,,
player,201212090was,rav,LeacVo00,pass_sacked,0,,,,,
player,201212090was,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201212090was,rav,LeacVo00,pass_long,0,,,,,
player,201212090was,rav,LeacVo00,pass_rating,,,,,,
player,201212090was,rav,LeacVo00,rush_att,2,,,,,
player,201212090was,rav,LeacVo00,rush_yds,3,,,,,
player,201212090was,rav,LeacVo00,rush_td,0,,,,,
player,201212090was,rav,LeacVo00,rush_long,2,,,,,
player,201212090was,rav,LeacVo00,targets,2,,,,,
player,201212090was,rav,LeacVo00,rec,2,,,,,
player,201212090was,rav,LeacVo00,rec_yds,11,,,,,
player,201212090was,rav,LeacVo00,rec_td,0,,,,,
player,201212090was,rav,LeacVo00,rec_long,8,,,,,
player,201212090was,rav,LeacVo00,fumbles,0,,,,,
player,201212090was,rav,LeacVo00,fumbles_lost,0,,,,,
player,201212090was,rav,BoldAn00,pass_cmp,0,,,,,
player,201212090was,rav,BoldAn00,pass_att,0,,,,,
player,201212090was,rav,BoldAn00,pass_yds,0,,,,,
player,201212090was,rav,BoldAn00,pass_td,0,,,,,
player,201212090was,rav,BoldAn00,pass_int,0,,,,,
player,201212090was,rav,BoldAn00,pass_sacked,0,,,,,
player,201212090was,rav,BoldAn00,pass_sacked_yds,0,,,,,
player,201212090was,rav,BoldAn00,pass_long,0,,,,,
player,201212090was,rav,BoldAn00,pass_rating,,,,,,
player,201212090was,rav,BoldAn00,rush_att,0,,,,,
player,201212090was,rav,BoldAn00,rush_yds,0,,,,,
player,201212090was,rav,BoldAn00,rush_td,0,,,,,
player,201212090was,rav,BoldAn00,rush_long,0,,,,,
player,201212090was,rav,BoldAn00,targets,3,,,,,
player,201212090was,rav,BoldAn00,rec,3,,,,,
player,201212090was,rav,BoldAn00,rec_yds,78,,,,,
player,201212090was,rav,BoldAn00,rec_td,2,,,,,
player,201212090was,rav,BoldAn00,rec_long,31,,,,,
player,201212090was,rav,BoldAn00,fumbles,0,,,,,
player,201212090was,rav,BoldAn00,fumbles_lost,0,,,,,
player,201212090was,rav,PittDe00,pass_cmp,0,,,,,
player,201212090was,rav,PittDe00,pass_att,0,,,,,
player,201212090was,rav,PittDe00,pass_yds,0,,,,,
player,201212090was,rav,PittDe00,pass_td,0,,,,,
player,201212090was,rav,PittDe00,pass_int,0,,,,,
player,201212090was,rav,PittDe00,pass_sacked,0,,,,,
player,201212090was,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201212090was,rav,PittDe00,pass_long,0,,,,,
player,201212090was,rav,PittDe00,pass_rating,,,,,,
player,201212090was,rav,PittDe00,rush_att,0,,,,,
player,201212090was,rav,PittDe00,rush_yds,0,,,,,
player,201212090was,rav,PittDe00,rush_td,0,,,,,
player,201212090was,rav,PittDe00,rush_long,0,,,,,
player,201212090was,rav,PittDe00,targets,6,,,,,
player,201212090was,rav,PittDe00,rec,5,,,,,
player,201212090was,rav,PittDe00,rec_yds,46,,,,,
player,201212090was,rav,PittDe00,rec_td,1,,,,,
player,201212090was,rav,PittDe00,rec_long,14,,,,,
player,201212090was,rav,PittDe00,fumbles,0,,,,,
player,201212090was,rav,PittDe00,fumbles_lost,0,,,,,
player,201212090was,rav,SmitTo02,pass_cmp,0,,,,,
player,201212090was,rav,SmitTo02,pass_att,0,,,,,
player,201212090was,rav,SmitTo02,pass_yds,0,,,,,
player,201212090was,rav,SmitTo02,pass_td,0,,,,,
player,201212090was,rav,SmitTo02,pass_int,0,,,,,
player,201212090was,rav,SmitTo02,pass_sacked,0,,,,,
player,201212090was,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201212090was,rav,SmitTo02,pass_long,0,,,,,
player,201212090was,rav,SmitTo02,pass_rating,,,,,,
player,201212090was,rav,SmitTo02,rush_att,0,,,,,
player,201212090was,rav,SmitTo02,rush_yds,0,,,,,
player,201212090was,rav,SmitTo02,rush_td,0,,,,,
player,201212090was,rav,SmitTo02,rush_long,0,,,,,
player,201212090was,rav,SmitTo02,targets,3,,,,,
player,201212090was,rav,SmitTo02,rec,1,,,,,
player,201212090was,rav,SmitTo02,rec_yds,21,,,,,
player,201212090was,rav,SmitTo02,rec_td,0,,,,,
player,201212090was,rav,SmitTo02,rec_long,21,,,,,
player,201212090was,rav,SmitTo02,fumbles,0,,,,,
player,201212090was,rav,SmitTo02,fumbles_lost,0,,,,,
player,201212090was,rav,JoneJa03,pass_cmp,0,,,,,
player,201212090was,rav,JoneJa03,pass_att,0,,,,,
player,201212090was,rav,JoneJa03,pass_yds,0,,,,,
player,201212090was,rav,JoneJa03,pass_td,0,,,,,
player,201212090was,rav,JoneJa03,pass_int,0,,,,,
player,201212090was,rav,JoneJa03,pass_sacked,0,,,,,
player,201212090was,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201212090was,rav,JoneJa03,pass_long,0,,,,,
player,201212090was,rav,JoneJa03,pass_rating,,,,,,
player,201212090was,rav,JoneJa03,rush_att,0,,,,,
player,201212090was,rav,JoneJa03,rush_yds,0,,,,,
player,201212090was,rav,JoneJa03,rush_td,0,,,,,
player,201212090was,rav,JoneJa03,rush_long,0,,,,,
player,201212090was,rav,JoneJa03,targets,1,,,,,
player,201212090was,rav,JoneJa03,rec,0,,,,,
player,201212090was,rav,JoneJa03,rec_yds,0,,,,,
player,201212090was,rav,JoneJa03,rec_td,0,,,,,
player,201212090was,rav,JoneJa03,rec_long,0,,,,,
player,201212090was,rav,JoneJa03,fumbles,0,,,,,
player,201212090was,rav,JoneJa03,fumbles_lost,0,,,,,
player,201212090was,was,GrifRo01,pass_cmp,15,,,,,
player,201212090was,was,GrifRo01,pass_att,26,,,,,
player,201212090was,was,GrifRo01,pass_yds,242,,,,,
player,201212090was,was,GrifRo01,pass_td,1,,,,,
player,201212090was,was,GrifRo01,pass_int,0,,,,,
player,201212090was,was,GrifRo01,pass_sacked,3,,,,,
player,201212090was,was,GrifRo01,pass_sacked_yds,24,,,,,
player,201212090was,was,GrifRo01,pass_long,31,,,,,
player,201212090was,was,GrifRo01,pass_rating,101.8,,,,,
player,201212090was,was,GrifRo01,rush_att,7,,,,,
player,201212090was,was,GrifRo01,rush_yds,34,,,,,
player,201212090was,was,GrifRo01,rush_td,0,,,,,
player,201212090was,was,GrifRo01,rush_long,13,,,,,
player,201212090was,was,GrifRo01,targets,0,,,,,
player,201212090was,was,GrifRo01,rec,0,,,,,
player,201212090was,was,GrifRo01,rec_yds,0,,,,,
player,201212090was,was,GrifRo01,rec_td,0,,,,,
player,201212090was,was,GrifRo01,rec_long,0,,,,,
player,201212090was,was,GrifRo01,fumbles,1,,,,,
player,201212090was,was,GrifRo01,fumbles_lost,0,,,,,
player,201212090was,was,CousKi00,pass_cmp,2,,,,,
player,201212090was,was,CousKi00,pass_att,2,,,,,
player,201212090was,was,CousKi00,pass_yds,26,,,,,
player,201212090was,was,CousKi00,pass_td,1,,,,,
player,201212090was,was,CousKi00,pass_int,0,,,,,
player,201212090was,was,CousKi00,pass_sacked,0,,,,,
player,201212090was,was,CousKi00,pass_sacked_yds,0,,,,,
player,201212090was,was,CousKi00,pass_long,15,,,,,
player,201212090was,was,CousKi00,pass_rating,158.3,,,,,
player,201212090was,was,CousKi00,rush_att,0,,,,,
player,201212090was,was,CousKi00,rush_yds,0,,,,,
player,201212090was,was,CousKi00,rush_td,0,,,,,
player,201212090was,was,CousKi00,rush_long,0,,,,,
player,201212090was,was,CousKi00,targets,0,,,,,
player,201212090was,was,CousKi00,rec,0,,,,,
player,201212090was,was,CousKi00,rec_yds,0,,,,,
player,201212090was,was,CousKi00,rec_td,0,,,,,
player,201212090was,was,CousKi00,rec_long,0,,,,,
player,201212090was,was,CousKi00,fumbles,0,,,,,
player,201212090was,was,CousKi00,fumbles_lost,0,,,,,
player,201212090was,was,MorrAl00,pass_cmp,0,,,,,
player,201212090was,was,MorrAl00,pass_att,0,,,,,
player,201212090was,was,MorrAl00,pass_yds,0,,,,,
player,201212090was,was,MorrAl00,pass_td,0,,,,,
player,201212090was,was,MorrAl00,pass_int,0,,,,,
player,201212090was,was,MorrAl00,pass_sacked,0,,,,,
player,201212090was,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201212090was,was,MorrAl00,pass_long,0,,,,,
player,201212090was,was,MorrAl00,pass_rating,,,,,,
player,201212090was,was,MorrAl00,rush_att,23,,,,,
player,201212090was,was,MorrAl00,rush_yds,129,,,,,
player,201212090was,was,MorrAl00,rush_td,1,,,,,
player,201212090was,was,MorrAl00,rush_long,29,,,,,
player,201212090was,was,MorrAl00,targets,1,,,,,
player,201212090was,was,MorrAl00,rec,0,,,,,
player,201212090was,was,MorrAl00,rec_yds,0,,,,,
player,201212090was,was,MorrAl00,rec_td,0,,,,,
player,201212090was,was,MorrAl00,rec_long,0,,,,,
player,201212090was,was,MorrAl00,fumbles,1,,,,,
player,201212090was,was,MorrAl00,fumbles_lost,1,,,,,
player,201212090was,was,RoysEv00,pass_cmp,0,,,,,
player,201212090was,was,RoysEv00,pass_att,0,,,,,
player,201212090was,was,RoysEv00,pass_yds,0,,,,,
player,201212090was,was,RoysEv00,pass_td,0,,,,,
player,201212090was,was,RoysEv00,pass_int,0,,,,,
player,201212090was,was,RoysEv00,pass_sacked,0,,,,,
player,201212090was,was,RoysEv00,pass_sacked_yds,0,,,,,
player,201212090was,was,RoysEv00,pass_long,0,,,,,
player,201212090was,was,RoysEv00,pass_rating,,,,,,
player,201212090was,was,RoysEv00,rush_att,3,,,,,
player,201212090was,was,RoysEv00,rush_yds,11,,,,,
player,201212090was,was,RoysEv00,rush_td,0,,,,,
player,201212090was,was,RoysEv00,rush_long,5,,,,,
player,201212090was,was,RoysEv00,targets,1,,,,,
player,201212090was,was,RoysEv00,rec,0,,,,,
player,201212090was,was,RoysEv00,rec_yds,0,,,,,
player,201212090was,was,RoysEv00,rec_td,0,,,,,
player,201212090was,was,RoysEv00,rec_long,0,,,,,
player,201212090was,was,RoysEv00,fumbles,0,,,,,
player,201212090was,was,RoysEv00,fumbles_lost,0,,,,,
player,201212090was,was,HankLe00,pass_cmp,0,,,,,
player,201212090was,was,HankLe00,pass_att,0,,,,,
player,201212090was,was,HankLe00,pass_yds,0,,,,,
player,201212090was,was,HankLe00,pass_td,0,,,,,
player,201212090was,was,HankLe00,pass_int,0,,,,,
player,201212090was,was,HankLe00,pass_sacked,0,,,,,
player,201212090was,was,HankLe00,pass_sacked_yds,0,,,,,
player,201212090was,was,HankLe00,pass_long,0,,,,,
player,201212090was,was,HankLe00,pass_rating,,,,,,
player,201212090was,was,HankLe00,rush_att,1,,,,,
player,201212090was,was,HankLe00,rush_yds,3,,,,,
player,201212090was,was,HankLe00,rush_td,0,,,,,
player,201212090was,was,HankLe00,rush_long,3,,,,,
player,201212090was,was,HankLe00,targets,5,,,,,
player,201212090was,was,HankLe00,rec,4,,,,,
player,201212090was,was,HankLe00,rec_yds,67,,,,,
player,201212090was,was,HankLe00,rec_td,0,,,,,
player,201212090was,was,HankLe00,rec_long,29,,,,,
player,201212090was,was,HankLe00,fumbles,0,,,,,
player,201212090was,was,HankLe00,fumbles_lost,0,,,,,
player,201212090was,was,GarcPi00,pass_cmp,0,,,,,
player,201212090was,was,GarcPi00,pass_att,0,,,,,
player,201212090was,was,GarcPi00,pass_yds,0,,,,,
player,201212090was,was,GarcPi00,pass_td,0,,,,,
player,201212090was,was,GarcPi00,pass_int,0,,,,,
player,201212090was,was,GarcPi00,pass_sacked,0,,,,,
player,201212090was,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201212090was,was,GarcPi00,pass_long,0,,,,,
player,201212090was,was,GarcPi00,pass_rating,,,,,,
player,201212090was,was,GarcPi00,rush_att,1,,,,,
player,201212090was,was,GarcPi00,rush_yds,2,,,,,
player,201212090was,was,GarcPi00,rush_td,0,,,,,
player,201212090was,was,GarcPi00,rush_long,2,,,,,
player,201212090was,was,GarcPi00,targets,9,,,,,
player,201212090was,was,GarcPi00,rec,5,,,,,
player,201212090was,was,GarcPi00,rec_yds,83,,,,,
player,201212090was,was,GarcPi00,rec_td,1,,,,,
player,201212090was,was,GarcPi00,rec_long,23,,,,,
player,201212090was,was,GarcPi00,fumbles,0,,,,,
player,201212090was,was,GarcPi00,fumbles_lost,0,,,,,
player,201212090was,was,MossSa00,pass_cmp,0,,,,,
player,201212090was,was,MossSa00,pass_att,0,,,,,
player,201212090was,was,MossSa00,pass_yds,0,,,,,
player,201212090was,was,MossSa00,pass_td,0,,,,,
player,201212090was,was,MossSa00,pass_int,0,,,,,
player,201212090was,was,MossSa00,pass_sacked,0,,,,,
player,201212090was,was,MossSa00,pass_sacked_yds,0,,,,,
player,201212090was,was,MossSa00,pass_long,0,,,,,
player,201212090was,was,MossSa00,pass_rating,,,,,,
player,201212090was,was,MossSa00,rush_att,0,,,,,
player,201212090was,was,MossSa00,rush_yds,0,,,,,
player,201212090was,was,MossSa00,rush_td,0,,,,,
player,201212090was,was,MossSa00,rush_long,0,,,,,
player,201212090was,was,MossSa00,targets,4,,,,,
player,201212090was,was,MossSa00,rec,3,,,,,
player,201212090was,was,MossSa00,rec_yds,52,,,,,
player,201212090was,was,MossSa00,rec_td,0,,,,,
player,201212090was,was,MossSa00,rec_long,31,,,,,
player,201212090was,was,MossSa00,fumbles,0,,,,,
player,201212090was,was,MossSa00,fumbles_lost,0,,,,,
player,201212090was,was,MorgJo00,pass_cmp,0,,,,,
player,201212090was,was,MorgJo00,pass_att,0,,,,,
player,201212090was,was,MorgJo00,pass_yds,0,,,,,
player,201212090was,was,MorgJo00,pass_td,0,,,,,
player,201212090was,was,MorgJo00,pass_int,0,,,,,
player,201212090was,was,MorgJo00,pass_sacked,0,,,,,
player,201212090was,was,MorgJo00,pass_sacked_yds,0,,,,,
player,201212090was,was,MorgJo00,pass_long,0,,,,,
player,201212090was,was,MorgJo00,pass_rating,,,,,,
player,201212090was,was,MorgJo00,rush_att,0,,,,,
player,201212090was,was,MorgJo00,rush_yds,0,,,,,
player,201212090was,was,MorgJo00,rush_td,0,,,,,
player,201212090was,was,MorgJo00,rush_long,0,,,,,
player,201212090was,was,MorgJo00,targets,4,,,,,
player,201212090was,was,MorgJo00,rec,3,,,,,
player,201212090was,was,MorgJo00,rec_yds,30,,,,,
player,201212090was,was,MorgJo00,rec_td,1,,,,,
player,201212090was,was,MorgJo00,rec_long,21,,,,,
player,201212090was,was,MorgJo00,fumbles,0,,,,,
player,201212090was,was,MorgJo00,fumbles_lost,0,,,,,
player,201212090was,was,YounDa01,pass_cmp,0,,,,,
player,201212090was,was,YounDa01,pass_att,0,,,,,
player,201212090was,was,YounDa01,pass_yds,0,,,,,
player,201212090was,was,YounDa01,pass_td,0,,,,,
player,201212090was,was,YounDa01,pass_int,0,,,,,
player,201212090was,was,YounDa01,pass_sacked,0,,,,,
player,201212090was,was,YounDa01,pass_sacked_yds,0,,,,,
player,201212090was,was,YounDa01,pass_long,0,,,,,
player,201212090was,was,YounDa01,pass_rating,,,,,,
player,201212090was,was,YounDa01,rush_att,0,,,,,
player,201212090was,was,YounDa01,rush_yds,0,,,,,
player,201212090was,was,YounDa01,rush_td,0,,,,,
player,201212090was,was,YounDa01,rush_long,0,,,,,
player,201212090was,was,YounDa01,targets,1,,,,,
player,201212090was,was,YounDa01,rec,1,,,,,
player,201212090was,was,YounDa01,rec_yds,28,,,,,
player,201212090was,was,YounDa01,rec_td,0,,,,,
player,201212090was,was,YounDa01,rec_long,28,,,,,
player,201212090was,was,YounDa01,fumbles,0,,,,,
player,201212090was,was,YounDa01,fumbles_lost,0,,,,,
player,201212090was,was,PaulLo00,pass_cmp,0,,,,,
player,201212090was,was,PaulLo00,pass_att,0,,,,,
player,201212090was,was,PaulLo00,pass_yds,0,,,,,
player,201212090was,was,PaulLo00,pass_td,0,,,,,
player,201212090was,was,PaulLo00,pass_int,0,,,,,
player,201212090was,was,PaulLo00,pass_sacked,0,,,,,
player,201212090was,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201212090was,was,PaulLo00,pass_long,0,,,,,
player,201212090was,was,PaulLo00,pass_rating,,,,,,
player,201212090was,was,PaulLo00,rush_att,0,,,,,
player,201212090was,was,PaulLo00,rush_yds,0,,,,,
player,201212090was,was,PaulLo00,rush_td,0,,,,,
player,201212090was,was,PaulLo00,rush_long,0,,,,,
player,201212090was,was,PaulLo00,targets,1,,,,,
player,201212090was,was,PaulLo00,rec,1,,,,,
player,201212090was,was,PaulLo00,rec_yds,8,,,,,
player,201212090was,was,PaulLo00,rec_td,0,,,,,
player,201212090was,was,PaulLo00,rec_long,8,,,,,
player,201212090was,was,PaulLo00,fumbles,0,,,,,
player,201212090was,was,PaulLo00,fumbles_lost,0,,,,,
player,201212090was,was,PaulNi00,pass_cmp,0,,,,,
player,201212090was,was,PaulNi00,pass_att,0,,,,,
player,201212090was,was,PaulNi00,pass_yds,0,,,,,
player,201212090was,was,PaulNi00,pass_td,0,,,,,
player,201212090was,was,PaulNi00,pass_int,0,,,,,
player,201212090was,was,PaulNi00,pass_sacked,0,,,,,
player,201212090was,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201212090was,was,PaulNi00,pass_long,0,,,,,
player,201212090was,was,PaulNi00,pass_rating,,,,,,
player,201212090was,was,PaulNi00,rush_att,0,,,,,
player,201212090was,was,PaulNi00,rush_yds,0,,,,,
player,201212090was,was,PaulNi00,rush_td,0,,,,,
player,201212090was,was,PaulNi00,rush_long,0,,,,,
player,201212090was,was,PaulNi00,targets,1,,,,,
player,201212090was,was,PaulNi00,rec,0,,,,,
player,201212090was,was,PaulNi00,rec_yds,0,,,,,
player,201212090was,was,PaulNi00,rec_td,0,,,,,
player,201212090was,was,PaulNi00,rec_long,0,,,,,
player,201212090was,was,PaulNi00,fumbles,1,,,,,
player,201212090was,was,PaulNi00,fumbles_lost,0,,,,,
player,201212090was,rav,KrugPa99,def_int,0,,,,,
player,201212090was,rav,KrugPa99,def_int_yds,0,,,,,
player,201212090was,rav,KrugPa99,def_int_td,0,,,,,
player,201212090was,rav,KrugPa99,def_int_long,0,,,,,
player,201212090was,rav,KrugPa99,pass_defended,0,,,,,
player,201212090was,rav,KrugPa99,sacks,1.5,,,,,
player,201212090was,rav,KrugPa99,tackles_combined,7,,,,,
player,201212090was,rav,KrugPa99,tackles_solo,2,,,,,
player,201212090was,rav,KrugPa99,tackles_assists,5,,,,,
player,201212090was,rav,KrugPa99,tackles_loss,1,,,,,
player,201212090was,rav,KrugPa99,qb_hits,2,,,,,
player,201212090was,rav,KrugPa99,fumbles_rec,1,,,,,
player,201212090was,rav,KrugPa99,fumbles_rec_yds,9,,,,,
player,201212090was,rav,KrugPa99,fumbles_rec_td,0,,,,,
player,201212090was,rav,KrugPa99,fumbles_forced,0,,,,,
player,201212090was,rav,JoneAr22,def_int,0,,,,,
player,201212090was,rav,JoneAr22,def_int_yds,0,,,,,
player,201212090was,rav,JoneAr22,def_int_td,0,,,,,
player,201212090was,rav,JoneAr22,def_int_long,0,,,,,
player,201212090was,rav,JoneAr22,pass_defended,0,,,,,
player,201212090was,rav,JoneAr22,sacks,1.5,,,,,
player,201212090was,rav,JoneAr22,tackles_combined,4,,,,,
player,201212090was,rav,JoneAr22,tackles_solo,2,,,,,
player,201212090was,rav,JoneAr22,tackles_assists,2,,,,,
player,201212090was,rav,JoneAr22,tackles_loss,1,,,,,
player,201212090was,rav,JoneAr22,qb_hits,3,,,,,
player,201212090was,rav,JoneAr22,fumbles_rec,0,,,,,
player,201212090was,rav,JoneAr22,fumbles_rec_yds,0,,,,,
player,201212090was,rav,JoneAr22,fumbles_rec_td,0,,,,,
player,201212090was,rav,JoneAr22,fumbles_forced,0,,,,,
player,201212090was,rav,GrahCo99,def_int,0,,,,,
player,201212090was,rav,GrahCo99,def_int_yds,0,,,,,
player,201212090was,rav,GrahCo99,def_int_td,0,,,,,
player,201212090was,rav,GrahCo99,def_int_long,0,,,,,
player,201212090was,rav,GrahCo99,pass_defended,0,,,,,
player,201212090was,rav,GrahCo99,sacks,0.0,,,,,
player,201212090was,rav,GrahCo99,tackles_combined,8,,,,,
player,201212090was,rav,GrahCo99,tackles_solo,3,,,,,
player,201212090was,rav,GrahCo99,tackles_assists,5,,,,,
player,201212090was,rav,GrahCo99,tackles_loss,0,,,,,
player,201212090was,rav,GrahCo99,qb_hits,0,,,,,
player,201212090was,rav,GrahCo99,fumbles_rec,0,,,,,
player,201212090was,rav,GrahCo99,fumbles_rec_yds,0,,,,,
player,201212090was,rav,GrahCo99,fumbles_rec_td,0,,,,,
player,201212090was,rav,GrahCo99,fumbles_forced,0,,,,,
player,201212090was,rav,McClJa01,def_int,0,,,,,
player,201212090was,rav,McClJa01,def_int_yds,0,,,,,
player,201212090was,rav,McClJa01,def_int_td,0,,,,,
player,201212090was,rav,McClJa01,def_int_long,0,,,,,
player,201212090was,rav,McClJa01,pass_defended,0,,,,,
player,201212090was,rav,McClJa01,sacks,0.0,,,,,
player,201212090was,rav,McClJa01,tackles_combined,8,,,,,
player,201212090was,rav,McClJa01,tackles_solo,4,,,,,
player,201212090was,rav,McClJa01,tackles_assists,4,,,,,
player,201212090was,rav,McClJa01,tackles_loss,0,,,,,
player,201212090was,rav,McClJa01,qb_hits,0,,,,,
player,201212090was,rav,McClJa01,fumbles_rec,0,,,,,
player,201212090was,rav,McClJa01,fumbles_rec_yds,0,,,,,
player,201212090was,rav,McClJa01,fumbles_rec_td,0,,,,,
player,201212090was,rav,McClJa01,fumbles_forced,0,,,,,
player,201212090was,rav,PollBe20,def_int,0,,,,,
player,201212090was,rav,PollBe20,def_int_yds,0,,,,,
player,201212090was,rav,PollBe20,def_int_td,0,,,,,
player,201212090was,rav,PollBe20,def_int_long,0,,,,,
player,201212090was,rav,PollBe20,pass_defended,0,,,,,
player,201212090was,rav,PollBe20,sacks,0.0,,,,,
player,201212090was,rav,PollBe20,tackles_combined,8,,,,,
player,201212090was,rav,PollBe20,tackles_solo,3,,,,,
player,201212090was,rav,PollBe20,tackles_assists,5,,,,,
player,201212090was,rav,PollBe20,tackles_loss,0,,,,,
player,201212090was,rav,PollBe20,qb_hits,0,,,,,
player,201212090was,rav,PollBe20,fumbles_rec,0,,,,,
player,201212090was,rav,PollBe20,fumbles_rec_yds,0,,,,,
player,201212090was,rav,PollBe20,fumbles_rec_td,0,,,,,
player,201212090was,rav,PollBe20,fumbles_forced,0,,,,,
player,201212090was,rav,AyanBr99,def_int,0,,,,,
player,201212090was,rav,AyanBr99,def_int_yds,0,,,,,
