game,2012,8,20121028,201210280ram,nwe,"New England Patriots",45,ram,"St. Louis Rams",7
player,201210280ram,ram,LaurJa99,qb_hits,0,,,,,
player,201210280ram,ram,LaurJa99,fumbles_rec,0,,,,,
player,201210280ram,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201210280ram,ram,LaurJa99,fumbles_forced,0,,,,,
player,201210280ram,ram,HullJo99,def_int,0,,,,,
player,201210280ram,ram,HullJo99,def_int_yds,0,,,,,
player,201210280ram,ram,HullJo99,def_int_td,0,,,,,
player,201210280ram,ram,HullJo99,def_int_long,0,,,,,
player,201210280ram,ram,HullJo99,pass_defended,0,,,,,
player,201210280ram,ram,HullJo99,sacks,0.0,,,,,
player,201210280ram,ram,HullJo99,tackles_combined,4,,,,,
player,201210280ram,ram,HullJo99,tackles_solo,4,,,,,
player,201210280ram,ram,HullJo99,tackles_assists,0,,,,,
player,201210280ram,ram,HullJo99,tackles_loss,1,,,,,
player,201210280ram,ram,HullJo99,qb_hits,0,,,,,
player,201210280ram,ram,HullJo99,fumbles_rec,0,,,,,
player,201210280ram,ram,HullJo99,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,HullJo99,fumbles_rec_td,0,,,,,
player,201210280ram,ram,HullJo99,fumbles_forced,0,,,,,
player,201210280ram,ram,FletBr99,def_int,0,,,,,
player,201210280ram,ram,FletBr99,def_int_yds,0,,,,,
player,201210280ram,ram,FletBr99,def_int_td,0,,,,,
player,201210280ram,ram,FletBr99,def_int_long,0,,,,,
player,201210280ram,ram,FletBr99,pass_defended,1,,,,,
player,201210280ram,ram,FletBr99,sacks,0.0,,,,,
player,201210280ram,ram,FletBr99,tackles_combined,3,,,,,
player,201210280ram,ram,FletBr99,tackles_solo,2,,,,,
player,201210280ram,ram,FletBr99,tackles_assists,1,,,,,
player,201210280ram,ram,FletBr99,tackles_loss,0,,,,,
player,201210280ram,ram,FletBr99,qb_hits,0,,,,,
player,201210280ram,ram,FletBr99,fumbles_rec,0,,,,,
player,201210280ram,ram,FletBr99,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,FletBr99,fumbles_rec_td,0,,,,,
player,201210280ram,ram,FletBr99,fumbles_forced,0,,,,,
player,201210280ram,ram,MikeQu20,def_int,0,,,,,
player,201210280ram,ram,MikeQu20,def_int_yds,0,,,,,
player,201210280ram,ram,MikeQu20,def_int_td,0,,,,,
player,201210280ram,ram,MikeQu20,def_int_long,0,,,,,
player,201210280ram,ram,MikeQu20,pass_defended,0,,,,,
player,201210280ram,ram,MikeQu20,sacks,0.0,,,,,
player,201210280ram,ram,MikeQu20,tackles_combined,3,,,,,
player,201210280ram,ram,MikeQu20,tackles_solo,3,,,,,
player,201210280ram,ram,MikeQu20,tackles_assists,0,,,,,
player,201210280ram,ram,MikeQu20,tackles_loss,0,,,,,
player,201210280ram,ram,MikeQu20,qb_hits,0,,,,,
player,201210280ram,ram,MikeQu20,fumbles_rec,0,,,,,
player,201210280ram,ram,MikeQu20,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,MikeQu20,fumbles_rec_td,0,,,,,
player,201210280ram,ram,MikeQu20,fumbles_forced,0,,,,,
player,201210280ram,ram,QuinRo00,def_int,0,,,,,
player,201210280ram,ram,QuinRo00,def_int_yds,0,,,,,
player,201210280ram,ram,QuinRo00,def_int_td,0,,,,,
player,201210280ram,ram,QuinRo00,def_int_long,0,,,,,
player,201210280ram,ram,QuinRo00,pass_defended,0,,,,,
player,201210280ram,ram,QuinRo00,sacks,0.0,,,,,
player,201210280ram,ram,QuinRo00,tackles_combined,2,,,,,
player,201210280ram,ram,QuinRo00,tackles_solo,1,,,,,
player,201210280ram,ram,QuinRo00,tackles_assists,1,,,,,
player,201210280ram,ram,QuinRo00,tackles_loss,0,,,,,
player,201210280ram,ram,QuinRo00,qb_hits,0,,,,,
player,201210280ram,ram,QuinRo00,fumbles_rec,0,,,,,
player,201210280ram,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201210280ram,ram,QuinRo00,fumbles_forced,0,,,,,
player,201210280ram,ram,CudjJe00,def_int,0,,,,,
player,201210280ram,ram,CudjJe00,def_int_yds,0,,,,,
player,201210280ram,ram,CudjJe00,def_int_td,0,,,,,
player,201210280ram,ram,CudjJe00,def_int_long,0,,,,,
player,201210280ram,ram,CudjJe00,pass_defended,0,,,,,
player,201210280ram,ram,CudjJe00,sacks,0.0,,,,,
player,201210280ram,ram,CudjJe00,tackles_combined,1,,,,,
player,201210280ram,ram,CudjJe00,tackles_solo,1,,,,,
player,201210280ram,ram,CudjJe00,tackles_assists,0,,,,,
player,201210280ram,ram,CudjJe00,tackles_loss,0,,,,,
player,201210280ram,ram,CudjJe00,qb_hits,0,,,,,
player,201210280ram,ram,CudjJe00,fumbles_rec,0,,,,,
player,201210280ram,ram,CudjJe00,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,CudjJe00,fumbles_rec_td,0,,,,,
player,201210280ram,ram,CudjJe00,fumbles_forced,0,,,,,
player,201210280ram,ram,HayeWi99,def_int,0,,,,,
player,201210280ram,ram,HayeWi99,def_int_yds,0,,,,,
player,201210280ram,ram,HayeWi99,def_int_td,0,,,,,
player,201210280ram,ram,HayeWi99,def_int_long,0,,,,,
player,201210280ram,ram,HayeWi99,pass_defended,0,,,,,
player,201210280ram,ram,HayeWi99,sacks,0.0,,,,,
player,201210280ram,ram,HayeWi99,tackles_combined,1,,,,,
player,201210280ram,ram,HayeWi99,tackles_solo,1,,,,,
player,201210280ram,ram,HayeWi99,tackles_assists,0,,,,,
player,201210280ram,ram,HayeWi99,tackles_loss,1,,,,,
player,201210280ram,ram,HayeWi99,qb_hits,0,,,,,
player,201210280ram,ram,HayeWi99,fumbles_rec,0,,,,,
player,201210280ram,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201210280ram,ram,HayeWi99,fumbles_forced,0,,,,,
player,201210280ram,ram,LangKe98,def_int,0,,,,,
player,201210280ram,ram,LangKe98,def_int_yds,0,,,,,
player,201210280ram,ram,LangKe98,def_int_td,0,,,,,
player,201210280ram,ram,LangKe98,def_int_long,0,,,,,
player,201210280ram,ram,LangKe98,pass_defended,0,,,,,
player,201210280ram,ram,LangKe98,sacks,0.0,,,,,
player,201210280ram,ram,LangKe98,tackles_combined,1,,,,,
player,201210280ram,ram,LangKe98,tackles_solo,1,,,,,
player,201210280ram,ram,LangKe98,tackles_assists,0,,,,,
player,201210280ram,ram,LangKe98,tackles_loss,0,,,,,
player,201210280ram,ram,LangKe98,qb_hits,0,,,,,
player,201210280ram,ram,LangKe98,fumbles_rec,0,,,,,
player,201210280ram,ram,LangKe98,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,LangKe98,fumbles_rec_td,0,,,,,
player,201210280ram,ram,LangKe98,fumbles_forced,0,,,,,
player,201210280ram,ram,LongCh99,def_int,0,,,,,
player,201210280ram,ram,LongCh99,def_int_yds,0,,,,,
player,201210280ram,ram,LongCh99,def_int_td,0,,,,,
player,201210280ram,ram,LongCh99,def_int_long,0,,,,,
player,201210280ram,ram,LongCh99,pass_defended,0,,,,,
player,201210280ram,ram,LongCh99,sacks,0.0,,,,,
player,201210280ram,ram,LongCh99,tackles_combined,1,,,,,
player,201210280ram,ram,LongCh99,tackles_solo,1,,,,,
player,201210280ram,ram,LongCh99,tackles_assists,0,,,,,
player,201210280ram,ram,LongCh99,tackles_loss,1,,,,,
player,201210280ram,ram,LongCh99,qb_hits,0,,,,,
player,201210280ram,ram,LongCh99,fumbles_rec,0,,,,,
player,201210280ram,ram,LongCh99,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,LongCh99,fumbles_rec_td,0,,,,,
player,201210280ram,ram,LongCh99,fumbles_forced,0,,,,,
player,201210280ram,ram,McLeRo00,def_int,0,,,,,
player,201210280ram,ram,McLeRo00,def_int_yds,0,,,,,
player,201210280ram,ram,McLeRo00,def_int_td,0,,,,,
player,201210280ram,ram,McLeRo00,def_int_long,0,,,,,
player,201210280ram,ram,McLeRo00,pass_defended,0,,,,,
player,201210280ram,ram,McLeRo00,sacks,0.0,,,,,
player,201210280ram,ram,McLeRo00,tackles_combined,1,,,,,
player,201210280ram,ram,McLeRo00,tackles_solo,1,,,,,
player,201210280ram,ram,McLeRo00,tackles_assists,0,,,,,
player,201210280ram,ram,McLeRo00,tackles_loss,0,,,,,
player,201210280ram,ram,McLeRo00,qb_hits,0,,,,,
player,201210280ram,ram,McLeRo00,fumbles_rec,0,,,,,
player,201210280ram,ram,McLeRo00,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,McLeRo00,fumbles_rec_td,0,,,,,
player,201210280ram,ram,McLeRo00,fumbles_forced,0,,,,,
player,201210280ram,ram,JohnTr05,def_int,0,,,,,
player,201210280ram,ram,JohnTr05,def_int_yds,0,,,,,
player,201210280ram,ram,JohnTr05,def_int_td,0,,,,,
player,201210280ram,ram,JohnTr05,def_int_long,0,,,,,
player,201210280ram,ram,JohnTr05,pass_defended,1,,,,,
player,201210280ram,ram,JohnTr05,sacks,0.0,,,,,
player,201210280ram,ram,JohnTr05,tackles_combined,0,,,,,
player,201210280ram,ram,JohnTr05,tackles_solo,0,,,,,
player,201210280ram,ram,JohnTr05,tackles_assists,0,,,,,
player,201210280ram,ram,JohnTr05,tackles_loss,0,,,,,
player,201210280ram,ram,JohnTr05,qb_hits,0,,,,,
player,201210280ram,ram,JohnTr05,fumbles_rec,0,,,,,
player,201210280ram,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201210280ram,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201210280ram,ram,JohnTr05,fumbles_forced,0,,,,,
player,201210280ram,nwe,EdelJu00,kick_ret,0,,,,,
player,201210280ram,nwe,EdelJu00,kick_ret_yds,0,,,,,
player,201210280ram,nwe,EdelJu00,kick_ret_yds_per_ret,,,,,,
player,201210280ram,nwe,EdelJu00,kick_ret_td,0,,,,,
player,201210280ram,nwe,EdelJu00,kick_ret_long,0,,,,,
player,201210280ram,nwe,EdelJu00,punt_ret,3,,,,,
player,201210280ram,nwe,EdelJu00,punt_ret_yds,16,,,,,
player,201210280ram,nwe,EdelJu00,punt_ret_yds_per_ret,5.3,,,,,
player,201210280ram,nwe,EdelJu00,punt_ret_td,0,,,,,
player,201210280ram,nwe,EdelJu00,punt_ret_long,14,,,,,
player,201210280ram,nwe,McCoDe99,kick_ret,1,,,,,
player,201210280ram,nwe,McCoDe99,kick_ret_yds,19,,,,,
player,201210280ram,nwe,McCoDe99,kick_ret_yds_per_ret,19.0,,,,,
player,201210280ram,nwe,McCoDe99,kick_ret_td,0,,,,,
player,201210280ram,nwe,McCoDe99,kick_ret_long,19,,,,,
player,201210280ram,nwe,McCoDe99,punt_ret,0,,,,,
player,201210280ram,nwe,McCoDe99,punt_ret_yds,0,,,,,
player,201210280ram,nwe,McCoDe99,punt_ret_yds_per_ret,,,,,,
player,201210280ram,nwe,McCoDe99,punt_ret_td,0,,,,,
player,201210280ram,nwe,McCoDe99,punt_ret_long,0,,,,,
player,201210280ram,ram,PettAu00,kick_ret,0,,,,,
player,201210280ram,ram,PettAu00,kick_ret_yds,0,,,,,
player,201210280ram,ram,PettAu00,kick_ret_yds_per_ret,,,,,,
player,201210280ram,ram,PettAu00,kick_ret_td,0,,,,,
player,201210280ram,ram,PettAu00,kick_ret_long,0,,,,,
player,201210280ram,ram,PettAu00,punt_ret,1,,,,,
player,201210280ram,ram,PettAu00,punt_ret_yds,0,,,,,
player,201210280ram,ram,PettAu00,punt_ret_yds_per_ret,0.0,,,,,
player,201210280ram,ram,PettAu00,punt_ret_td,0,,,,,
player,201210280ram,ram,PettAu00,punt_ret_long,0,,,,,
player,201210280ram,ram,GiveCh00,kick_ret,2,,,,,
player,201210280ram,ram,GiveCh00,kick_ret_yds,48,,,,,
player,201210280ram,ram,GiveCh00,kick_ret_yds_per_ret,24.0,,,,,
player,201210280ram,ram,GiveCh00,kick_ret_td,0,,,,,
player,201210280ram,ram,GiveCh00,kick_ret_long,26,,,,,
player,201210280ram,ram,GiveCh00,punt_ret,0,,,,,
player,201210280ram,ram,GiveCh00,punt_ret_yds,0,,,,,
player,201210280ram,ram,GiveCh00,punt_ret_yds_per_ret,,,,,,
player,201210280ram,ram,GiveCh00,punt_ret_td,0,,,,,
player,201210280ram,ram,GiveCh00,punt_ret_long,0,,,,,
player,201210280ram,ram,PeadIs00,kick_ret,2,,,,,
player,201210280ram,ram,PeadIs00,kick_ret_yds,39,,,,,
player,201210280ram,ram,PeadIs00,kick_ret_yds_per_ret,19.5,,,,,
player,201210280ram,ram,PeadIs00,kick_ret_td,0,,,,,
player,201210280ram,ram,PeadIs00,kick_ret_long,23,,,,,
player,201210280ram,ram,PeadIs00,punt_ret,0,,,,,
player,201210280ram,ram,PeadIs00,punt_ret_yds,0,,,,,
player,201210280ram,ram,PeadIs00,punt_ret_yds_per_ret,,,,,,
player,201210280ram,ram,PeadIs00,punt_ret_td,0,,,,,
player,201210280ram,ram,PeadIs00,punt_ret_long,0,,,,,
player,201210280ram,ram,DahlCr99,kick_ret,1,,,,,
player,201210280ram,ram,DahlCr99,kick_ret_yds,6,,,,,
player,201210280ram,ram,DahlCr99,kick_ret_yds_per_ret,6.0,,,,,
player,201210280ram,ram,DahlCr99,kick_ret_td,0,,,,,
player,201210280ram,ram,DahlCr99,kick_ret_long,6,,,,,
player,201210280ram,ram,DahlCr99,punt_ret,0,,,,,
player,201210280ram,ram,DahlCr99,punt_ret_yds,0,,,,,
player,201210280ram,ram,DahlCr99,punt_ret_yds_per_ret,,,,,,
player,201210280ram,ram,DahlCr99,punt_ret_td,0,,,,,
player,201210280ram,ram,DahlCr99,punt_ret_long,0,,,,,
player,201210280ram,nwe,GostSt20,xpm,6,,,,,
player,201210280ram,nwe,GostSt20,xpa,6,,,,,
player,201210280ram,nwe,GostSt20,fgm,1,,,,,
player,201210280ram,nwe,GostSt20,fga,1,,,,,
player,201210280ram,nwe,GostSt20,punt,0,,,,,
player,201210280ram,nwe,GostSt20,punt_yds,0,,,,,
player,201210280ram,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201210280ram,nwe,GostSt20,punt_long,0,,,,,
player,201210280ram,nwe,MeskZo99,xpm,,,,,,
player,201210280ram,nwe,MeskZo99,xpa,,,,,,
player,201210280ram,nwe,MeskZo99,fgm,,,,,,
player,201210280ram,nwe,MeskZo99,fga,,,,,,
player,201210280ram,nwe,MeskZo99,punt,2,,,,,
player,201210280ram,nwe,MeskZo99,punt_yds,113,,,,,
player,201210280ram,nwe,MeskZo99,punt_yds_per_punt,56.5,,,,,
player,201210280ram,nwe,MeskZo99,punt_long,62,,,,,
player,201210280ram,ram,ZuerGr00,xpm,1,,,,,
player,201210280ram,ram,ZuerGr00,xpa,1,,,,,
player,201210280ram,ram,ZuerGr00,fgm,,,,,,
player,201210280ram,ram,ZuerGr00,fga,,,,,,
player,201210280ram,ram,ZuerGr00,punt,0,,,,,
player,201210280ram,ram,ZuerGr00,punt_yds,0,,,,,
player,201210280ram,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201210280ram,ram,ZuerGr00,punt_long,0,,,,,
player,201210280ram,ram,HekkJo00,xpm,,,,,,
player,201210280ram,ram,HekkJo00,xpa,,,,,,
player,201210280ram,ram,HekkJo00,fgm,,,,,,
player,201210280ram,ram,HekkJo00,fga,,,,,,
player,201210280ram,ram,HekkJo00,punt,4,,,,,
player,201210280ram,ram,HekkJo00,punt_yds,195,,,,,
player,201210280ram,ram,HekkJo00,punt_yds_per_punt,48.8,,,,,
player,201210280ram,ram,HekkJo00,punt_long,50,,,,,
player,201210280ram,ram,SmitSh22,pos,G,,,,,
player,201210280ram,ram,SmitSh22,offense,59,,,,,
player,201210280ram,ram,SmitSh22,off_pct,100%,,,,,
player,201210280ram,ram,SmitSh22,defense,0,,,,,
player,201210280ram,ram,SmitSh22,def_pct,0%,,,,,
player,201210280ram,ram,SmitSh22,special_teams,2,,,,,
player,201210280ram,ram,SmitSh22,st_pct,7%,,,,,
player,201210280ram,ram,DahlHa20,pos,G,,,,,
player,201210280ram,ram,DahlHa20,offense,59,,,,,
player,201210280ram,ram,DahlHa20,off_pct,100%,,,,,
player,201210280ram,ram,DahlHa20,defense,0,,,,,
player,201210280ram,ram,DahlHa20,def_pct,0%,,,,,
player,201210280ram,ram,DahlHa20,special_teams,2,,,,,
player,201210280ram,ram,DahlHa20,st_pct,7%,,,,,
player,201210280ram,ram,TurnRo22,pos,C,,,,,
player,201210280ram,ram,TurnRo22,offense,59,,,,,
player,201210280ram,ram,TurnRo22,off_pct,100%,,,,,
player,201210280ram,ram,TurnRo22,defense,0,,,,,
player,201210280ram,ram,TurnRo22,def_pct,0%,,,,,
player,201210280ram,ram,TurnRo22,special_teams,0,,,,,
player,201210280ram,ram,TurnRo22,st_pct,0%,,,,,
player,201210280ram,ram,BarkJo00,pos,T,,,,,
player,201210280ram,ram,BarkJo00,offense,58,,,,,
player,201210280ram,ram,BarkJo00,off_pct,98%,,,,,
player,201210280ram,ram,BarkJo00,defense,0,,,,,
player,201210280ram,ram,BarkJo00,def_pct,0%,,,,,
player,201210280ram,ram,BarkJo00,special_teams,2,,,,,
player,201210280ram,ram,BarkJo00,st_pct,7%,,,,,
player,201210280ram,ram,BradSa00,pos,QB,,,,,
player,201210280ram,ram,BradSa00,offense,52,,,,,
player,201210280ram,ram,BradSa00,off_pct,88%,,,,,
player,201210280ram,ram,BradSa00,defense,0,,,,,
player,201210280ram,ram,BradSa00,def_pct,0%,,,,,
player,201210280ram,ram,BradSa00,special_teams,0,,,,,
player,201210280ram,ram,BradSa00,st_pct,0%,,,,,
player,201210280ram,ram,PettAu00,pos,WR,,,,,
player,201210280ram,ram,PettAu00,offense,43,,,,,
player,201210280ram,ram,PettAu00,off_pct,73%,,,,,
player,201210280ram,ram,PettAu00,defense,0,,,,,
player,201210280ram,ram,PettAu00,def_pct,0%,,,,,
player,201210280ram,ram,PettAu00,special_teams,11,,,,,
player,201210280ram,ram,PettAu00,st_pct,41%,,,,,
player,201210280ram,ram,KendLa00,pos,TE,,,,,
player,201210280ram,ram,KendLa00,offense,38,,,,,
player,201210280ram,ram,KendLa00,off_pct,64%,,,,,
player,201210280ram,ram,KendLa00,defense,0,,,,,
player,201210280ram,ram,KendLa00,def_pct,0%,,,,,
player,201210280ram,ram,KendLa00,special_teams,5,,,,,
player,201210280ram,ram,KendLa00,st_pct,19%,,,,,
player,201210280ram,ram,RichBa20,pos,T,,,,,
player,201210280ram,ram,RichBa20,offense,38,,,,,
player,201210280ram,ram,RichBa20,off_pct,64%,,,,,
player,201210280ram,ram,RichBa20,defense,0,,,,,
player,201210280ram,ram,RichBa20,def_pct,0%,,,,,
player,201210280ram,ram,RichBa20,special_teams,2,,,,,
player,201210280ram,ram,RichBa20,st_pct,7%,,,,,
player,201210280ram,ram,GiveCh00,pos,WR,,,,,
player,201210280ram,ram,GiveCh00,offense,32,,,,,
player,201210280ram,ram,GiveCh00,off_pct,54%,,,,,
player,201210280ram,ram,GiveCh00,defense,0,,,,,
player,201210280ram,ram,GiveCh00,def_pct,0%,,,,,
player,201210280ram,ram,GiveCh00,special_teams,5,,,,,
player,201210280ram,ram,GiveCh00,st_pct,19%,,,,,
player,201210280ram,ram,GibsBr00,pos,WR,,,,,
player,201210280ram,ram,GibsBr00,offense,31,,,,,
player,201210280ram,ram,GibsBr00,off_pct,53%,,,,,
player,201210280ram,ram,GibsBr00,defense,0,,,,,
player,201210280ram,ram,GibsBr00,def_pct,0%,,,,,
player,201210280ram,ram,GibsBr00,special_teams,0,,,,,
player,201210280ram,ram,GibsBr00,st_pct,0%,,,,,
player,201210280ram,ram,JackSt00,pos,RB,,,,,
player,201210280ram,ram,JackSt00,offense,28,,,,,
player,201210280ram,ram,JackSt00,off_pct,47%,,,,,
player,201210280ram,ram,JackSt00,defense,0,,,,,
player,201210280ram,ram,JackSt00,def_pct,0%,,,,,
player,201210280ram,ram,JackSt00,special_teams,0,,,,,
player,201210280ram,ram,JackSt00,st_pct,0%,,,,,
player,201210280ram,ram,MullMa00,pos,TE,,,,,
player,201210280ram,ram,MullMa00,offense,26,,,,,
player,201210280ram,ram,MullMa00,off_pct,44%,,,,,
player,201210280ram,ram,MullMa00,defense,0,,,,,
player,201210280ram,ram,MullMa00,def_pct,0%,,,,,
player,201210280ram,ram,MullMa00,special_teams,12,,,,,
player,201210280ram,ram,MullMa00,st_pct,44%,,,,,
player,201210280ram,ram,RichDa00,pos,RB,,,,,
player,201210280ram,ram,RichDa00,offense,23,,,,,
player,201210280ram,ram,RichDa00,off_pct,39%,,,,,
player,201210280ram,ram,RichDa00,defense,0,,,,,
player,201210280ram,ram,RichDa00,def_pct,0%,,,,,
player,201210280ram,ram,RichDa00,special_teams,0,,,,,
player,201210280ram,ram,RichDa00,st_pct,0%,,,,,
player,201210280ram,ram,QuicBr00,pos,WR,,,,,
player,201210280ram,ram,QuicBr00,offense,23,,,,,
player,201210280ram,ram,QuicBr00,off_pct,39%,,,,,
player,201210280ram,ram,QuicBr00,defense,0,,,,,
player,201210280ram,ram,QuicBr00,def_pct,0%,,,,,
player,201210280ram,ram,QuicBr00,special_teams,0,,,,,
player,201210280ram,ram,QuicBr00,st_pct,0%,,,,,
player,201210280ram,ram,WillCh03,pos,G,,,,,
player,201210280ram,ram,WillCh03,offense,21,,,,,
player,201210280ram,ram,WillCh03,off_pct,36%,,,,,
player,201210280ram,ram,WillCh03,defense,0,,,,,
player,201210280ram,ram,WillCh03,def_pct,0%,,,,,
player,201210280ram,ram,WillCh03,special_teams,0,,,,,
player,201210280ram,ram,WillCh03,st_pct,0%,,,,,
player,201210280ram,ram,McNeMi00,pos,TE,,,,,
player,201210280ram,ram,McNeMi00,offense,16,,,,,
player,201210280ram,ram,McNeMi00,off_pct,27%,,,,,
player,201210280ram,ram,McNeMi00,defense,0,,,,,
player,201210280ram,ram,McNeMi00,def_pct,0%,,,,,
player,201210280ram,ram,McNeMi00,special_teams,2,,,,,
player,201210280ram,ram,McNeMi00,st_pct,7%,,,,,
player,201210280ram,ram,MillBr01,pos,FB,,,,,
player,201210280ram,ram,MillBr01,offense,13,,,,,
player,201210280ram,ram,MillBr01,off_pct,22%,,,,,
player,201210280ram,ram,MillBr01,defense,0,,,,,
player,201210280ram,ram,MillBr01,def_pct,0%,,,,,
player,201210280ram,ram,MillBr01,special_teams,14,,,,,
player,201210280ram,ram,MillBr01,st_pct,52%,,,,,
player,201210280ram,ram,SmitSt02,pos,WR,,,,,
player,201210280ram,ram,SmitSt02,offense,9,,,,,
player,201210280ram,ram,SmitSt02,off_pct,15%,,,,,
player,201210280ram,ram,SmitSt02,defense,0,,,,,
player,201210280ram,ram,SmitSt02,def_pct,0%,,,,,
player,201210280ram,ram,SmitSt02,special_teams,0,,,,,
player,201210280ram,ram,SmitSt02,st_pct,0%,,,,,
player,201210280ram,ram,PeadIs00,pos,RB,,,,,
player,201210280ram,ram,PeadIs00,offense,8,,,,,
player,201210280ram,ram,PeadIs00,off_pct,14%,,,,,
player,201210280ram,ram,PeadIs00,defense,0,,,,,
player,201210280ram,ram,PeadIs00,def_pct,0%,,,,,
player,201210280ram,ram,PeadIs00,special_teams,5,,,,,
player,201210280ram,ram,PeadIs00,st_pct,19%,,,,,
player,201210280ram,ram,ClemKe00,pos,QB,,,,,
player,201210280ram,ram,ClemKe00,offense,7,,,,,
player,201210280ram,ram,ClemKe00,off_pct,12%,,,,,
player,201210280ram,ram,ClemKe00,defense,0,,,,,
player,201210280ram,ram,ClemKe00,def_pct,0%,,,,,
player,201210280ram,ram,ClemKe00,special_teams,0,,,,,
player,201210280ram,ram,ClemKe00,st_pct,0%,,,,,
player,201210280ram,ram,GanaTe00,pos,RB,,,,,
player,201210280ram,ram,GanaTe00,offense,5,,,,,
player,201210280ram,ram,GanaTe00,off_pct,8%,,,,,
player,201210280ram,ram,GanaTe00,defense,0,,,,,
player,201210280ram,ram,GanaTe00,def_pct,0%,,,,,
player,201210280ram,ram,GanaTe00,special_teams,1,,,,,
player,201210280ram,ram,GanaTe00,st_pct,4%,,,,,
player,201210280ram,ram,BarnTi01,pos,C,,,,,
player,201210280ram,ram,BarnTi01,offense,1,,,,,
player,201210280ram,ram,BarnTi01,off_pct,2%,,,,,
player,201210280ram,ram,BarnTi01,defense,0,,,,,
player,201210280ram,ram,BarnTi01,def_pct,0%,,,,,
player,201210280ram,ram,BarnTi01,special_teams,10,,,,,
player,201210280ram,ram,BarnTi01,st_pct,37%,,,,,
player,201210280ram,ram,MikeQu20,pos,FS,,,,,
player,201210280ram,ram,MikeQu20,offense,0,,,,,
player,201210280ram,ram,MikeQu20,off_pct,0%,,,,,
player,201210280ram,ram,MikeQu20,defense,71,,,,,
player,201210280ram,ram,MikeQu20,def_pct,100%,,,,,
player,201210280ram,ram,MikeQu20,special_teams,9,,,,,
player,201210280ram,ram,MikeQu20,st_pct,33%,,,,,
player,201210280ram,ram,FinnCo20,pos,CB,,,,,
player,201210280ram,ram,FinnCo20,offense,0,,,,,
player,201210280ram,ram,FinnCo20,off_pct,0%,,,,,
player,201210280ram,ram,FinnCo20,defense,71,,,,,
player,201210280ram,ram,FinnCo20,def_pct,100%,,,,,
player,201210280ram,ram,FinnCo20,special_teams,7,,,,,
player,201210280ram,ram,FinnCo20,st_pct,26%,,,,,
player,201210280ram,ram,LaurJa99,pos,LB,,,,,
player,201210280ram,ram,LaurJa99,offense,0,,,,,
player,201210280ram,ram,LaurJa99,off_pct,0%,,,,,
player,201210280ram,ram,LaurJa99,defense,71,,,,,
player,201210280ram,ram,LaurJa99,def_pct,100%,,,,,
player,201210280ram,ram,LaurJa99,special_teams,7,,,,,
player,201210280ram,ram,LaurJa99,st_pct,26%,,,,,
player,201210280ram,ram,JenkJa03,pos,CB,,,,,
player,201210280ram,ram,JenkJa03,offense,0,,,,,
player,201210280ram,ram,JenkJa03,off_pct,0%,,,,,
player,201210280ram,ram,JenkJa03,defense,67,,,,,
player,201210280ram,ram,JenkJa03,def_pct,94%,,,,,
player,201210280ram,ram,JenkJa03,special_teams,9,,,,,
player,201210280ram,ram,JenkJa03,st_pct,33%,,,,,
player,201210280ram,ram,DahlCr99,pos,SS,,,,,
player,201210280ram,ram,DahlCr99,offense,0,,,,,
player,201210280ram,ram,DahlCr99,off_pct,0%,,,,,
player,201210280ram,ram,DahlCr99,defense,66,,,,,
player,201210280ram,ram,DahlCr99,def_pct,93%,,,,,
player,201210280ram,ram,DahlCr99,special_teams,14,,,,,
player,201210280ram,ram,DahlCr99,st_pct,52%,,,,,
player,201210280ram,ram,DunbJo20,pos,LB,,,,,
player,201210280ram,ram,DunbJo20,offense,0,,,,,
player,201210280ram,ram,DunbJo20,off_pct,0%,,,,,
player,201210280ram,ram,DunbJo20,defense,65,,,,,
player,201210280ram,ram,DunbJo20,def_pct,92%,,,,,
player,201210280ram,ram,DunbJo20,special_teams,12,,,,,
player,201210280ram,ram,DunbJo20,st_pct,44%,,,,,
player,201210280ram,ram,QuinRo00,pos,DE,,,,,
player,201210280ram,ram,QuinRo00,offense,0,,,,,
player,201210280ram,ram,QuinRo00,off_pct,0%,,,,,
player,201210280ram,ram,QuinRo00,defense,61,,,,,
player,201210280ram,ram,QuinRo00,def_pct,86%,,,,,
player,201210280ram,ram,QuinRo00,special_teams,7,,,,,
player,201210280ram,ram,QuinRo00,st_pct,26%,,,,,
player,201210280ram,ram,LongCh99,pos,DE,,,,,
