game,2012,17,20121230,201212300min,gnb,"Green Bay Packers",34,min,"Minnesota Vikings",37
player,201212300min,gnb,FinlJe00,pass_int,0,,,,,
player,201212300min,gnb,FinlJe00,pass_sacked,0,,,,,
player,201212300min,gnb,FinlJe00,pass_sacked_yds,0,,,,,
player,201212300min,gnb,FinlJe00,pass_long,0,,,,,
player,201212300min,gnb,FinlJe00,pass_rating,,,,,,
player,201212300min,gnb,FinlJe00,rush_att,0,,,,,
player,201212300min,gnb,FinlJe00,rush_yds,0,,,,,
player,201212300min,gnb,FinlJe00,rush_td,0,,,,,
player,201212300min,gnb,FinlJe00,rush_long,0,,,,,
player,201212300min,gnb,FinlJe00,targets,9,,,,,
player,201212300min,gnb,FinlJe00,rec,8,,,,,
player,201212300min,gnb,FinlJe00,rec_yds,72,,,,,
player,201212300min,gnb,FinlJe00,rec_td,0,,,,,
player,201212300min,gnb,FinlJe00,rec_long,20,,,,,
player,201212300min,gnb,FinlJe00,fumbles,0,,,,,
player,201212300min,gnb,FinlJe00,fumbles_lost,0,,,,,
player,201212300min,gnb,JoneJa04,pass_cmp,0,,,,,
player,201212300min,gnb,JoneJa04,pass_att,0,,,,,
player,201212300min,gnb,JoneJa04,pass_yds,0,,,,,
player,201212300min,gnb,JoneJa04,pass_td,0,,,,,
player,201212300min,gnb,JoneJa04,pass_int,0,,,,,
player,201212300min,gnb,JoneJa04,pass_sacked,0,,,,,
player,201212300min,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201212300min,gnb,JoneJa04,pass_long,0,,,,,
player,201212300min,gnb,JoneJa04,pass_rating,,,,,,
player,201212300min,gnb,JoneJa04,rush_att,0,,,,,
player,201212300min,gnb,JoneJa04,rush_yds,0,,,,,
player,201212300min,gnb,JoneJa04,rush_td,0,,,,,
player,201212300min,gnb,JoneJa04,rush_long,0,,,,,
player,201212300min,gnb,JoneJa04,targets,7,,,,,
player,201212300min,gnb,JoneJa04,rec,6,,,,,
player,201212300min,gnb,JoneJa04,rec_yds,62,,,,,
player,201212300min,gnb,JoneJa04,rec_td,1,,,,,
player,201212300min,gnb,JoneJa04,rec_long,30,,,,,
player,201212300min,gnb,JoneJa04,fumbles,0,,,,,
player,201212300min,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201212300min,gnb,BoykJa00,pass_cmp,0,,,,,
player,201212300min,gnb,BoykJa00,pass_att,0,,,,,
player,201212300min,gnb,BoykJa00,pass_yds,0,,,,,
player,201212300min,gnb,BoykJa00,pass_td,0,,,,,
player,201212300min,gnb,BoykJa00,pass_int,0,,,,,
player,201212300min,gnb,BoykJa00,pass_sacked,0,,,,,
player,201212300min,gnb,BoykJa00,pass_sacked_yds,0,,,,,
player,201212300min,gnb,BoykJa00,pass_long,0,,,,,
player,201212300min,gnb,BoykJa00,pass_rating,,,,,,
player,201212300min,gnb,BoykJa00,rush_att,0,,,,,
player,201212300min,gnb,BoykJa00,rush_yds,0,,,,,
player,201212300min,gnb,BoykJa00,rush_td,0,,,,,
player,201212300min,gnb,BoykJa00,rush_long,0,,,,,
player,201212300min,gnb,BoykJa00,targets,1,,,,,
player,201212300min,gnb,BoykJa00,rec,1,,,,,
player,201212300min,gnb,BoykJa00,rec_yds,7,,,,,
player,201212300min,gnb,BoykJa00,rec_td,0,,,,,
player,201212300min,gnb,BoykJa00,rec_long,7,,,,,
player,201212300min,gnb,BoykJa00,fumbles,0,,,,,
player,201212300min,gnb,BoykJa00,fumbles_lost,0,,,,,
player,201212300min,gnb,WillD.00,pass_cmp,0,,,,,
player,201212300min,gnb,WillD.00,pass_att,0,,,,,
player,201212300min,gnb,WillD.00,pass_yds,0,,,,,
player,201212300min,gnb,WillD.00,pass_td,0,,,,,
player,201212300min,gnb,WillD.00,pass_int,0,,,,,
player,201212300min,gnb,WillD.00,pass_sacked,0,,,,,
player,201212300min,gnb,WillD.00,pass_sacked_yds,0,,,,,
player,201212300min,gnb,WillD.00,pass_long,0,,,,,
player,201212300min,gnb,WillD.00,pass_rating,,,,,,
player,201212300min,gnb,WillD.00,rush_att,0,,,,,
player,201212300min,gnb,WillD.00,rush_yds,0,,,,,
player,201212300min,gnb,WillD.00,rush_td,0,,,,,
player,201212300min,gnb,WillD.00,rush_long,0,,,,,
player,201212300min,gnb,WillD.00,targets,2,,,,,
player,201212300min,gnb,WillD.00,rec,0,,,,,
player,201212300min,gnb,WillD.00,rec_yds,0,,,,,
player,201212300min,gnb,WillD.00,rec_td,0,,,,,
player,201212300min,gnb,WillD.00,rec_long,0,,,,,
player,201212300min,gnb,WillD.00,fumbles,0,,,,,
player,201212300min,gnb,WillD.00,fumbles_lost,0,,,,,
player,201212300min,min,PondCh00,pass_cmp,16,,,,,
player,201212300min,min,PondCh00,pass_att,28,,,,,
player,201212300min,min,PondCh00,pass_yds,234,,,,,
player,201212300min,min,PondCh00,pass_td,3,,,,,
player,201212300min,min,PondCh00,pass_int,0,,,,,
player,201212300min,min,PondCh00,pass_sacked,1,,,,,
player,201212300min,min,PondCh00,pass_sacked_yds,7,,,,,
player,201212300min,min,PondCh00,pass_long,65,,,,,
player,201212300min,min,PondCh00,pass_rating,120.2,,,,,
player,201212300min,min,PondCh00,rush_att,2,,,,,
player,201212300min,min,PondCh00,rush_yds,16,,,,,
player,201212300min,min,PondCh00,rush_td,0,,,,,
player,201212300min,min,PondCh00,rush_long,8,,,,,
player,201212300min,min,PondCh00,targets,0,,,,,
player,201212300min,min,PondCh00,rec,0,,,,,
player,201212300min,min,PondCh00,rec_yds,0,,,,,
player,201212300min,min,PondCh00,rec_td,0,,,,,
player,201212300min,min,PondCh00,rec_long,0,,,,,
player,201212300min,min,PondCh00,fumbles,0,,,,,
player,201212300min,min,PondCh00,fumbles_lost,0,,,,,
player,201212300min,min,PeteAd01,pass_cmp,0,,,,,
player,201212300min,min,PeteAd01,pass_att,0,,,,,
player,201212300min,min,PeteAd01,pass_yds,0,,,,,
player,201212300min,min,PeteAd01,pass_td,0,,,,,
player,201212300min,min,PeteAd01,pass_int,0,,,,,
player,201212300min,min,PeteAd01,pass_sacked,0,,,,,
player,201212300min,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201212300min,min,PeteAd01,pass_long,0,,,,,
player,201212300min,min,PeteAd01,pass_rating,,,,,,
player,201212300min,min,PeteAd01,rush_att,34,,,,,
player,201212300min,min,PeteAd01,rush_yds,199,,,,,
player,201212300min,min,PeteAd01,rush_td,1,,,,,
player,201212300min,min,PeteAd01,rush_long,28,,,,,
player,201212300min,min,PeteAd01,targets,2,,,,,
player,201212300min,min,PeteAd01,rec,1,,,,,
player,201212300min,min,PeteAd01,rec_yds,2,,,,,
player,201212300min,min,PeteAd01,rec_td,1,,,,,
player,201212300min,min,PeteAd01,rec_long,2,,,,,
player,201212300min,min,PeteAd01,fumbles,0,,,,,
player,201212300min,min,PeteAd01,fumbles_lost,0,,,,,
player,201212300min,min,GerhTo00,pass_cmp,0,,,,,
player,201212300min,min,GerhTo00,pass_att,0,,,,,
player,201212300min,min,GerhTo00,pass_yds,0,,,,,
player,201212300min,min,GerhTo00,pass_td,0,,,,,
player,201212300min,min,GerhTo00,pass_int,0,,,,,
player,201212300min,min,GerhTo00,pass_sacked,0,,,,,
player,201212300min,min,GerhTo00,pass_sacked_yds,0,,,,,
player,201212300min,min,GerhTo00,pass_long,0,,,,,
player,201212300min,min,GerhTo00,pass_rating,,,,,,
player,201212300min,min,GerhTo00,rush_att,1,,,,,
player,201212300min,min,GerhTo00,rush_yds,2,,,,,
player,201212300min,min,GerhTo00,rush_td,0,,,,,
player,201212300min,min,GerhTo00,rush_long,2,,,,,
player,201212300min,min,GerhTo00,targets,2,,,,,
player,201212300min,min,GerhTo00,rec,2,,,,,
player,201212300min,min,GerhTo00,rec_yds,22,,,,,
player,201212300min,min,GerhTo00,rec_td,0,,,,,
player,201212300min,min,GerhTo00,rec_long,21,,,,,
player,201212300min,min,GerhTo00,fumbles,0,,,,,
player,201212300min,min,GerhTo00,fumbles_lost,0,,,,,
player,201212300min,min,WrigJa02,pass_cmp,0,,,,,
player,201212300min,min,WrigJa02,pass_att,0,,,,,
player,201212300min,min,WrigJa02,pass_yds,0,,,,,
player,201212300min,min,WrigJa02,pass_td,0,,,,,
player,201212300min,min,WrigJa02,pass_int,0,,,,,
player,201212300min,min,WrigJa02,pass_sacked,0,,,,,
player,201212300min,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201212300min,min,WrigJa02,pass_long,0,,,,,
player,201212300min,min,WrigJa02,pass_rating,,,,,,
player,201212300min,min,WrigJa02,rush_att,0,,,,,
player,201212300min,min,WrigJa02,rush_yds,0,,,,,
player,201212300min,min,WrigJa02,rush_td,0,,,,,
player,201212300min,min,WrigJa02,rush_long,0,,,,,
player,201212300min,min,WrigJa02,targets,5,,,,,
player,201212300min,min,WrigJa02,rec,3,,,,,
player,201212300min,min,WrigJa02,rec_yds,90,,,,,
player,201212300min,min,WrigJa02,rec_td,1,,,,,
player,201212300min,min,WrigJa02,rec_long,65,,,,,
player,201212300min,min,WrigJa02,fumbles,0,,,,,
player,201212300min,min,WrigJa02,fumbles_lost,0,,,,,
player,201212300min,min,SimpJe00,pass_cmp,0,,,,,
player,201212300min,min,SimpJe00,pass_att,0,,,,,
player,201212300min,min,SimpJe00,pass_yds,0,,,,,
player,201212300min,min,SimpJe00,pass_td,0,,,,,
player,201212300min,min,SimpJe00,pass_int,0,,,,,
player,201212300min,min,SimpJe00,pass_sacked,0,,,,,
player,201212300min,min,SimpJe00,pass_sacked_yds,0,,,,,
player,201212300min,min,SimpJe00,pass_long,0,,,,,
player,201212300min,min,SimpJe00,pass_rating,,,,,,
player,201212300min,min,SimpJe00,rush_att,0,,,,,
player,201212300min,min,SimpJe00,rush_yds,0,,,,,
player,201212300min,min,SimpJe00,rush_td,0,,,,,
player,201212300min,min,SimpJe00,rush_long,0,,,,,
player,201212300min,min,SimpJe00,targets,6,,,,,
player,201212300min,min,SimpJe00,rec,3,,,,,
player,201212300min,min,SimpJe00,rec_yds,39,,,,,
player,201212300min,min,SimpJe00,rec_td,0,,,,,
player,201212300min,min,SimpJe00,rec_long,21,,,,,
player,201212300min,min,SimpJe00,fumbles,0,,,,,
player,201212300min,min,SimpJe00,fumbles_lost,0,,,,,
player,201212300min,min,JenkMi00,pass_cmp,0,,,,,
player,201212300min,min,JenkMi00,pass_att,0,,,,,
player,201212300min,min,JenkMi00,pass_yds,0,,,,,
player,201212300min,min,JenkMi00,pass_td,0,,,,,
player,201212300min,min,JenkMi00,pass_int,0,,,,,
player,201212300min,min,JenkMi00,pass_sacked,0,,,,,
player,201212300min,min,JenkMi00,pass_sacked_yds,0,,,,,
player,201212300min,min,JenkMi00,pass_long,0,,,,,
player,201212300min,min,JenkMi00,pass_rating,,,,,,
player,201212300min,min,JenkMi00,rush_att,0,,,,,
player,201212300min,min,JenkMi00,rush_yds,0,,,,,
player,201212300min,min,JenkMi00,rush_td,0,,,,,
player,201212300min,min,JenkMi00,rush_long,0,,,,,
player,201212300min,min,JenkMi00,targets,5,,,,,
player,201212300min,min,JenkMi00,rec,3,,,,,
player,201212300min,min,JenkMi00,rec_yds,37,,,,,
player,201212300min,min,JenkMi00,rec_td,1,,,,,
player,201212300min,min,JenkMi00,rec_long,25,,,,,
player,201212300min,min,JenkMi00,fumbles,0,,,,,
player,201212300min,min,JenkMi00,fumbles_lost,0,,,,,
player,201212300min,min,RudoKy00,pass_cmp,0,,,,,
player,201212300min,min,RudoKy00,pass_att,0,,,,,
player,201212300min,min,RudoKy00,pass_yds,0,,,,,
player,201212300min,min,RudoKy00,pass_td,0,,,,,
player,201212300min,min,RudoKy00,pass_int,0,,,,,
player,201212300min,min,RudoKy00,pass_sacked,0,,,,,
player,201212300min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201212300min,min,RudoKy00,pass_long,0,,,,,
player,201212300min,min,RudoKy00,pass_rating,,,,,,
player,201212300min,min,RudoKy00,rush_att,0,,,,,
player,201212300min,min,RudoKy00,rush_yds,0,,,,,
player,201212300min,min,RudoKy00,rush_td,0,,,,,
player,201212300min,min,RudoKy00,rush_long,0,,,,,
player,201212300min,min,RudoKy00,targets,6,,,,,
player,201212300min,min,RudoKy00,rec,2,,,,,
player,201212300min,min,RudoKy00,rec_yds,20,,,,,
player,201212300min,min,RudoKy00,rec_td,0,,,,,
player,201212300min,min,RudoKy00,rec_long,10,,,,,
player,201212300min,min,RudoKy00,fumbles,0,,,,,
player,201212300min,min,RudoKy00,fumbles_lost,0,,,,,
player,201212300min,min,FeltJe00,pass_cmp,0,,,,,
player,201212300min,min,FeltJe00,pass_att,0,,,,,
player,201212300min,min,FeltJe00,pass_yds,0,,,,,
player,201212300min,min,FeltJe00,pass_td,0,,,,,
player,201212300min,min,FeltJe00,pass_int,0,,,,,
player,201212300min,min,FeltJe00,pass_sacked,0,,,,,
player,201212300min,min,FeltJe00,pass_sacked_yds,0,,,,,
player,201212300min,min,FeltJe00,pass_long,0,,,,,
player,201212300min,min,FeltJe00,pass_rating,,,,,,
player,201212300min,min,FeltJe00,rush_att,0,,,,,
player,201212300min,min,FeltJe00,rush_yds,0,,,,,
player,201212300min,min,FeltJe00,rush_td,0,,,,,
player,201212300min,min,FeltJe00,rush_long,0,,,,,
player,201212300min,min,FeltJe00,targets,1,,,,,
player,201212300min,min,FeltJe00,rec,1,,,,,
player,201212300min,min,FeltJe00,rec_yds,17,,,,,
player,201212300min,min,FeltJe00,rec_td,0,,,,,
player,201212300min,min,FeltJe00,rec_long,17,,,,,
player,201212300min,min,FeltJe00,fumbles,0,,,,,
player,201212300min,min,FeltJe00,fumbles_lost,0,,,,,
player,201212300min,min,ElliRh00,pass_cmp,0,,,,,
player,201212300min,min,ElliRh00,pass_att,0,,,,,
player,201212300min,min,ElliRh00,pass_yds,0,,,,,
player,201212300min,min,ElliRh00,pass_td,0,,,,,
player,201212300min,min,ElliRh00,pass_int,0,,,,,
player,201212300min,min,ElliRh00,pass_sacked,0,,,,,
player,201212300min,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201212300min,min,ElliRh00,pass_long,0,,,,,
player,201212300min,min,ElliRh00,pass_rating,,,,,,
player,201212300min,min,ElliRh00,rush_att,0,,,,,
player,201212300min,min,ElliRh00,rush_yds,0,,,,,
player,201212300min,min,ElliRh00,rush_td,0,,,,,
player,201212300min,min,ElliRh00,rush_long,0,,,,,
player,201212300min,min,ElliRh00,targets,1,,,,,
player,201212300min,min,ElliRh00,rec,1,,,,,
player,201212300min,min,ElliRh00,rec_yds,7,,,,,
player,201212300min,min,ElliRh00,rec_td,0,,,,,
player,201212300min,min,ElliRh00,rec_long,7,,,,,
player,201212300min,min,ElliRh00,fumbles,0,,,,,
player,201212300min,min,ElliRh00,fumbles_lost,0,,,,,
player,201212300min,gnb,MattCl99,def_int,0,,,,,
player,201212300min,gnb,MattCl99,def_int_yds,0,,,,,
player,201212300min,gnb,MattCl99,def_int_td,0,,,,,
player,201212300min,gnb,MattCl99,def_int_long,0,,,,,
player,201212300min,gnb,MattCl99,pass_defended,1,,,,,
player,201212300min,gnb,MattCl99,sacks,1.0,,,,,
player,201212300min,gnb,MattCl99,tackles_combined,3,,,,,
player,201212300min,gnb,MattCl99,tackles_solo,3,,,,,
player,201212300min,gnb,MattCl99,tackles_assists,0,,,,,
player,201212300min,gnb,MattCl99,tackles_loss,1,,,,,
player,201212300min,gnb,MattCl99,qb_hits,1,,,,,
player,201212300min,gnb,MattCl99,fumbles_rec,0,,,,,
player,201212300min,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201212300min,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201212300min,gnb,MattCl99,fumbles_forced,0,,,,,
player,201212300min,gnb,BurnMo99,def_int,0,,,,,
player,201212300min,gnb,BurnMo99,def_int_yds,0,,,,,
player,201212300min,gnb,BurnMo99,def_int_td,0,,,,,
player,201212300min,gnb,BurnMo99,def_int_long,0,,,,,
player,201212300min,gnb,BurnMo99,pass_defended,0,,,,,
player,201212300min,gnb,BurnMo99,sacks,0.0,,,,,
player,201212300min,gnb,BurnMo99,tackles_combined,7,,,,,
player,201212300min,gnb,BurnMo99,tackles_solo,7,,,,,
player,201212300min,gnb,BurnMo99,tackles_assists,0,,,,,
player,201212300min,gnb,BurnMo99,tackles_loss,0,,,,,
player,201212300min,gnb,BurnMo99,qb_hits,1,,,,,
player,201212300min,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201212300min,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201212300min,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201212300min,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201212300min,gnb,JennM.00,def_int,0,,,,,
player,201212300min,gnb,JennM.00,def_int_yds,0,,,,,
player,201212300min,gnb,JennM.00,def_int_td,0,,,,,
player,201212300min,gnb,JennM.00,def_int_long,0,,,,,
player,201212300min,gnb,JennM.00,pass_defended,0,,,,,
player,201212300min,gnb,JennM.00,sacks,0.0,,,,,
player,201212300min,gnb,JennM.00,tackles_combined,5,,,,,
player,201212300min,gnb,JennM.00,tackles_solo,5,,,,,
player,201212300min,gnb,JennM.00,tackles_assists,0,,,,,
player,201212300min,gnb,JennM.00,tackles_loss,0,,,,,
player,201212300min,gnb,JennM.00,qb_hits,0,,,,,
player,201212300min,gnb,JennM.00,fumbles_rec,0,,,,,
player,201212300min,gnb,JennM.00,fumbles_rec_yds,0,,,,,
player,201212300min,gnb,JennM.00,fumbles_rec_td,0,,,,,
player,201212300min,gnb,JennM.00,fumbles_forced,0,,,,,
player,201212300min,gnb,JoneBr99,def_int,0,,,,,
player,201212300min,gnb,JoneBr99,def_int_yds,0,,,,,
player,201212300min,gnb,JoneBr99,def_int_td,0,,,,,
player,201212300min,gnb,JoneBr99,def_int_long,0,,,,,
player,201212300min,gnb,JoneBr99,pass_defended,0,,,,,
player,201212300min,gnb,JoneBr99,sacks,0.0,,,,,
player,201212300min,gnb,JoneBr99,tackles_combined,5,,,,,
player,201212300min,gnb,JoneBr99,tackles_solo,3,,,,,
player,201212300min,gnb,JoneBr99,tackles_assists,2,,,,,
player,201212300min,gnb,JoneBr99,tackles_loss,0,,,,,
player,201212300min,gnb,JoneBr99,qb_hits,0,,,,,
player,201212300min,gnb,JoneBr99,fumbles_rec,0,,,,,
player,201212300min,gnb,JoneBr99,fumbles_rec_yds,0,,,,,
player,201212300min,gnb,JoneBr99,fumbles_rec_td,0,,,,,
player,201212300min,gnb,JoneBr99,fumbles_forced,0,,,,,
player,201212300min,gnb,ShieSa00,def_int,0,,,,,
player,201212300min,gnb,ShieSa00,def_int_yds,0,,,,,
player,201212300min,gnb,ShieSa00,def_int_td,0,,,,,
player,201212300min,gnb,ShieSa00,def_int_long,0,,,,,
player,201212300min,gnb,ShieSa00,pass_defended,0,,,,,
player,201212300min,gnb,ShieSa00,sacks,0.0,,,,,
player,201212300min,gnb,ShieSa00,tackles_combined,5,,,,,
player,201212300min,gnb,ShieSa00,tackles_solo,4,,,,,
player,201212300min,gnb,ShieSa00,tackles_assists,1,,,,,
player,201212300min,gnb,ShieSa00,tackles_loss,0,,,,,
player,201212300min,gnb,ShieSa00,qb_hits,0,,,,,
player,201212300min,gnb,ShieSa00,fumbles_rec,0,,,,,
player,201212300min,gnb,ShieSa00,fumbles_rec_yds,0,,,,,
player,201212300min,gnb,ShieSa00,fumbles_rec_td,0,,,,,
player,201212300min,gnb,ShieSa00,fumbles_forced,0,,,,,
player,201212300min,gnb,WillTr99,def_int,0,,,,,
player,201212300min,gnb,WillTr99,def_int_yds,0,,,,,
player,201212300min,gnb,WillTr99,def_int_td,0,,,,,
player,201212300min,gnb,WillTr99,def_int_long,0,,,,,
player,201212300min,gnb,WillTr99,pass_defended,0,,,,,
player,201212300min,gnb,WillTr99,sacks,0.0,,,,,
player,201212300min,gnb,WillTr99,tackles_combined,5,,,,,
player,201212300min,gnb,WillTr99,tackles_solo,5,,,,,
