game,2012,14,20121209,201212090sfo,mia,"Miami Dolphins",13,sfo,"San Francisco 49ers",27
player,201212090sfo,sfo,McBaDa99,off_pct,0%,,,,,
player,201212090sfo,sfo,McBaDa99,defense,0,,,,,
player,201212090sfo,sfo,McBaDa99,def_pct,0%,,,,,
player,201212090sfo,sfo,McBaDa99,special_teams,15,,,,,
player,201212090sfo,sfo,McBaDa99,st_pct,62%,,,,,
player,201212090sfo,sfo,BrocTr00,pos,CB,,,,,
player,201212090sfo,sfo,BrocTr00,offense,0,,,,,
player,201212090sfo,sfo,BrocTr00,off_pct,0%,,,,,
player,201212090sfo,sfo,BrocTr00,defense,0,,,,,
player,201212090sfo,sfo,BrocTr00,def_pct,0%,,,,,
player,201212090sfo,sfo,BrocTr00,special_teams,15,,,,,
player,201212090sfo,sfo,BrocTr00,st_pct,62%,,,,,
player,201212090sfo,sfo,SpilCJ99,pos,SS,,,,,
player,201212090sfo,sfo,SpilCJ99,offense,0,,,,,
player,201212090sfo,sfo,SpilCJ99,off_pct,0%,,,,,
player,201212090sfo,sfo,SpilCJ99,defense,0,,,,,
player,201212090sfo,sfo,SpilCJ99,def_pct,0%,,,,,
player,201212090sfo,sfo,SpilCJ99,special_teams,14,,,,,
player,201212090sfo,sfo,SpilCJ99,st_pct,58%,,,,,
player,201212090sfo,sfo,WilhMi00,pos,LB,,,,,
player,201212090sfo,sfo,WilhMi00,offense,0,,,,,
player,201212090sfo,sfo,WilhMi00,off_pct,0%,,,,,
player,201212090sfo,sfo,WilhMi00,defense,0,,,,,
player,201212090sfo,sfo,WilhMi00,def_pct,0%,,,,,
player,201212090sfo,sfo,WilhMi00,special_teams,14,,,,,
player,201212090sfo,sfo,WilhMi00,st_pct,58%,,,,,
player,201212090sfo,sfo,GranLa99,pos,LB,,,,,
player,201212090sfo,sfo,GranLa99,offense,0,,,,,
player,201212090sfo,sfo,GranLa99,off_pct,0%,,,,,
player,201212090sfo,sfo,GranLa99,defense,0,,,,,
player,201212090sfo,sfo,GranLa99,def_pct,0%,,,,,
player,201212090sfo,sfo,GranLa99,special_teams,12,,,,,
player,201212090sfo,sfo,GranLa99,st_pct,50%,,,,,
player,201212090sfo,sfo,akersdav01,pos,K,,,,,
player,201212090sfo,sfo,akersdav01,offense,0,,,,,
player,201212090sfo,sfo,akersdav01,off_pct,0%,,,,,
player,201212090sfo,sfo,akersdav01,defense,0,,,,,
player,201212090sfo,sfo,akersdav01,def_pct,0%,,,,,
player,201212090sfo,sfo,akersdav01,special_teams,10,,,,,
player,201212090sfo,sfo,akersdav01,st_pct,42%,,,,,
player,201212090sfo,sfo,LeexAn20,pos,P,,,,,
player,201212090sfo,sfo,LeexAn20,offense,0,,,,,
player,201212090sfo,sfo,LeexAn20,off_pct,0%,,,,,
player,201212090sfo,sfo,LeexAn20,defense,0,,,,,
player,201212090sfo,sfo,LeexAn20,def_pct,0%,,,,,
player,201212090sfo,sfo,LeexAn20,special_teams,9,,,,,
player,201212090sfo,sfo,LeexAn20,st_pct,38%,,,,,
player,201212090sfo,sfo,JennBr00,pos,LS,,,,,
player,201212090sfo,sfo,JennBr00,offense,0,,,,,
player,201212090sfo,sfo,JennBr00,off_pct,0%,,,,,
player,201212090sfo,sfo,JennBr00,defense,0,,,,,
player,201212090sfo,sfo,JennBr00,def_pct,0%,,,,,
player,201212090sfo,sfo,JennBr00,special_teams,9,,,,,
player,201212090sfo,sfo,JennBr00,st_pct,38%,,,,,
player,201212090sfo,sfo,GoodTa99,pos,LB,,,,,
player,201212090sfo,sfo,GoodTa99,offense,0,,,,,
player,201212090sfo,sfo,GoodTa99,off_pct,0%,,,,,
player,201212090sfo,sfo,GoodTa99,defense,0,,,,,
player,201212090sfo,sfo,GoodTa99,def_pct,0%,,,,,
player,201212090sfo,sfo,GoodTa99,special_teams,6,,,,,
player,201212090sfo,sfo,GoodTa99,st_pct,25%,,,,,
player,201212090sfo,mia,JerrJo20,pos,G,,,,,
player,201212090sfo,mia,JerrJo20,offense,61,,,,,
player,201212090sfo,mia,JerrJo20,off_pct,100%,,,,,
player,201212090sfo,mia,JerrJo20,defense,0,,,,,
player,201212090sfo,mia,JerrJo20,def_pct,0%,,,,,
player,201212090sfo,mia,JerrJo20,special_teams,3,,,,,
player,201212090sfo,mia,JerrJo20,st_pct,12%,,,,,
player,201212090sfo,mia,IncoRi20,pos,G,,,,,
player,201212090sfo,mia,IncoRi20,offense,61,,,,,
player,201212090sfo,mia,IncoRi20,off_pct,100%,,,,,
player,201212090sfo,mia,IncoRi20,defense,0,,,,,
player,201212090sfo,mia,IncoRi20,def_pct,0%,,,,,
player,201212090sfo,mia,IncoRi20,special_teams,3,,,,,
player,201212090sfo,mia,IncoRi20,st_pct,12%,,,,,
player,201212090sfo,mia,GarnNa20,pos,G,,,,,
player,201212090sfo,mia,GarnNa20,offense,61,,,,,
player,201212090sfo,mia,GarnNa20,off_pct,100%,,,,,
player,201212090sfo,mia,GarnNa20,defense,0,,,,,
player,201212090sfo,mia,GarnNa20,def_pct,0%,,,,,
player,201212090sfo,mia,GarnNa20,special_teams,3,,,,,
player,201212090sfo,mia,GarnNa20,st_pct,12%,,,,,
player,201212090sfo,mia,MartJo01,pos,T,,,,,
player,201212090sfo,mia,MartJo01,offense,61,,,,,
player,201212090sfo,mia,MartJo01,off_pct,100%,,,,,
player,201212090sfo,mia,MartJo01,defense,0,,,,,
player,201212090sfo,mia,MartJo01,def_pct,0%,,,,,
player,201212090sfo,mia,MartJo01,special_teams,3,,,,,
player,201212090sfo,mia,MartJo01,st_pct,12%,,,,,
player,201212090sfo,mia,TannRy00,pos,QB,,,,,
player,201212090sfo,mia,TannRy00,offense,61,,,,,
player,201212090sfo,mia,TannRy00,off_pct,100%,,,,,
player,201212090sfo,mia,TannRy00,defense,0,,,,,
player,201212090sfo,mia,TannRy00,def_pct,0%,,,,,
player,201212090sfo,mia,TannRy00,special_teams,0,,,,,
player,201212090sfo,mia,TannRy00,st_pct,0%,,,,,
player,201212090sfo,mia,PounMi00,pos,C,,,,,
player,201212090sfo,mia,PounMi00,offense,61,,,,,
player,201212090sfo,mia,PounMi00,off_pct,100%,,,,,
player,201212090sfo,mia,PounMi00,defense,0,,,,,
player,201212090sfo,mia,PounMi00,def_pct,0%,,,,,
player,201212090sfo,mia,PounMi00,special_teams,0,,,,,
player,201212090sfo,mia,PounMi00,st_pct,0%,,,,,
player,201212090sfo,mia,FasaAn00,pos,TE,,,,,
player,201212090sfo,mia,FasaAn00,offense,58,,,,,
player,201212090sfo,mia,FasaAn00,off_pct,95%,,,,,
player,201212090sfo,mia,FasaAn00,defense,0,,,,,
player,201212090sfo,mia,FasaAn00,def_pct,0%,,,,,
player,201212090sfo,mia,FasaAn00,special_teams,0,,,,,
player,201212090sfo,mia,FasaAn00,st_pct,0%,,,,,
player,201212090sfo,mia,HartBr00,pos,WR,,,,,
player,201212090sfo,mia,HartBr00,offense,57,,,,,
player,201212090sfo,mia,HartBr00,off_pct,93%,,,,,
player,201212090sfo,mia,HartBr00,defense,0,,,,,
player,201212090sfo,mia,HartBr00,def_pct,0%,,,,,
player,201212090sfo,mia,HartBr00,special_teams,0,,,,,
player,201212090sfo,mia,HartBr00,st_pct,0%,,,,,
player,201212090sfo,mia,BessDa00,pos,WR,,,,,
player,201212090sfo,mia,BessDa00,offense,56,,,,,
player,201212090sfo,mia,BessDa00,off_pct,92%,,,,,
player,201212090sfo,mia,BessDa00,defense,0,,,,,
player,201212090sfo,mia,BessDa00,def_pct,0%,,,,,
player,201212090sfo,mia,BessDa00,special_teams,1,,,,,
player,201212090sfo,mia,BessDa00,st_pct,4%,,,,,
player,201212090sfo,mia,BushRe00,pos,RB,,,,,
player,201212090sfo,mia,BushRe00,offense,43,,,,,
player,201212090sfo,mia,BushRe00,off_pct,70%,,,,,
player,201212090sfo,mia,BushRe00,defense,0,,,,,
player,201212090sfo,mia,BushRe00,def_pct,0%,,,,,
player,201212090sfo,mia,BushRe00,special_teams,0,,,,,
player,201212090sfo,mia,BushRe00,st_pct,0%,,,,,
player,201212090sfo,mia,MattRi00,pos,WR,,,,,
player,201212090sfo,mia,MattRi00,offense,28,,,,,
player,201212090sfo,mia,MattRi00,off_pct,46%,,,,,
player,201212090sfo,mia,MattRi00,defense,0,,,,,
player,201212090sfo,mia,MattRi00,def_pct,0%,,,,,
player,201212090sfo,mia,MattRi00,special_teams,1,,,,,
player,201212090sfo,mia,MattRi00,st_pct,4%,,,,,
player,201212090sfo,mia,MoorMa02,pos,WR,,,,,
player,201212090sfo,mia,MoorMa02,offense,19,,,,,
player,201212090sfo,mia,MoorMa02,off_pct,31%,,,,,
player,201212090sfo,mia,MoorMa02,defense,0,,,,,
player,201212090sfo,mia,MoorMa02,def_pct,0%,,,,,
player,201212090sfo,mia,MoorMa02,special_teams,10,,,,,
player,201212090sfo,mia,MoorMa02,st_pct,42%,,,,,
player,201212090sfo,mia,ClayCh00,pos,TE,,,,,
player,201212090sfo,mia,ClayCh00,offense,16,,,,,
player,201212090sfo,mia,ClayCh00,off_pct,26%,,,,,
player,201212090sfo,mia,ClayCh00,defense,0,,,,,
player,201212090sfo,mia,ClayCh00,def_pct,0%,,,,,
player,201212090sfo,mia,ClayCh00,special_teams,5,,,,,
player,201212090sfo,mia,ClayCh00,st_pct,21%,,,,,
player,201212090sfo,mia,ThomDa03,pos,RB,,,,,
player,201212090sfo,mia,ThomDa03,offense,13,,,,,
player,201212090sfo,mia,ThomDa03,off_pct,21%,,,,,
player,201212090sfo,mia,ThomDa03,defense,0,,,,,
player,201212090sfo,mia,ThomDa03,def_pct,0%,,,,,
player,201212090sfo,mia,ThomDa03,special_teams,1,,,,,
player,201212090sfo,mia,ThomDa03,st_pct,4%,,,,,
player,201212090sfo,mia,LaneJo00,pos,FB,,,,,
player,201212090sfo,mia,LaneJo00,offense,8,,,,,
player,201212090sfo,mia,LaneJo00,off_pct,13%,,,,,
player,201212090sfo,mia,LaneJo00,defense,0,,,,,
player,201212090sfo,mia,LaneJo00,def_pct,0%,,,,,
player,201212090sfo,mia,LaneJo00,special_teams,5,,,,,
player,201212090sfo,mia,LaneJo00,st_pct,21%,,,,,
player,201212090sfo,mia,MillLa01,pos,RB,,,,,
player,201212090sfo,mia,MillLa01,offense,7,,,,,
player,201212090sfo,mia,MillLa01,off_pct,11%,,,,,
player,201212090sfo,mia,MillLa01,defense,0,,,,,
player,201212090sfo,mia,MillLa01,def_pct,0%,,,,,
player,201212090sfo,mia,MillLa01,special_teams,3,,,,,
player,201212090sfo,mia,MillLa01,st_pct,12%,,,,,
player,201212090sfo,mia,ClemCh97,pos,FS,,,,,
player,201212090sfo,mia,ClemCh97,offense,0,,,,,
player,201212090sfo,mia,ClemCh97,off_pct,0%,,,,,
player,201212090sfo,mia,ClemCh97,defense,57,,,,,
player,201212090sfo,mia,ClemCh97,def_pct,100%,,,,,
player,201212090sfo,mia,ClemCh97,special_teams,9,,,,,
player,201212090sfo,mia,ClemCh97,st_pct,38%,,,,,
player,201212090sfo,mia,BurnKe20,pos,LB,,,,,
player,201212090sfo,mia,BurnKe20,offense,0,,,,,
player,201212090sfo,mia,BurnKe20,off_pct,0%,,,,,
player,201212090sfo,mia,BurnKe20,defense,57,,,,,
player,201212090sfo,mia,BurnKe20,def_pct,100%,,,,,
player,201212090sfo,mia,BurnKe20,special_teams,6,,,,,
player,201212090sfo,mia,BurnKe20,st_pct,25%,,,,,
player,201212090sfo,mia,OdriJa99,pos,DE,,,,,
player,201212090sfo,mia,OdriJa99,offense,0,,,,,
player,201212090sfo,mia,OdriJa99,off_pct,0%,,,,,
player,201212090sfo,mia,OdriJa99,defense,57,,,,,
player,201212090sfo,mia,OdriJa99,def_pct,100%,,,,,
player,201212090sfo,mia,OdriJa99,special_teams,6,,,,,
player,201212090sfo,mia,OdriJa99,st_pct,25%,,,,,
player,201212090sfo,mia,JoneRe99,pos,FS,,,,,
player,201212090sfo,mia,JoneRe99,offense,0,,,,,
player,201212090sfo,mia,JoneRe99,off_pct,0%,,,,,
player,201212090sfo,mia,JoneRe99,defense,57,,,,,
player,201212090sfo,mia,JoneRe99,def_pct,100%,,,,,
player,201212090sfo,mia,JoneRe99,special_teams,3,,,,,
player,201212090sfo,mia,JoneRe99,st_pct,12%,,,,,
player,201212090sfo,mia,DansKa20,pos,LB,,,,,
player,201212090sfo,mia,DansKa20,offense,0,,,,,
player,201212090sfo,mia,DansKa20,off_pct,0%,,,,,
player,201212090sfo,mia,DansKa20,defense,57,,,,,
player,201212090sfo,mia,DansKa20,def_pct,100%,,,,,
player,201212090sfo,mia,DansKa20,special_teams,1,,,,,
player,201212090sfo,mia,DansKa20,st_pct,4%,,,,,
player,201212090sfo,mia,SmitSe99,pos,CB,,,,,
player,201212090sfo,mia,SmitSe99,offense,0,,,,,
player,201212090sfo,mia,SmitSe99,off_pct,0%,,,,,
player,201212090sfo,mia,SmitSe99,defense,54,,,,,
player,201212090sfo,mia,SmitSe99,def_pct,95%,,,,,
player,201212090sfo,mia,SmitSe99,special_teams,1,,,,,
player,201212090sfo,mia,SmitSe99,st_pct,4%,,,,,
player,201212090sfo,mia,WakeCa00,pos,DE,,,,,
player,201212090sfo,mia,WakeCa00,offense,0,,,,,
player,201212090sfo,mia,WakeCa00,off_pct,0%,,,,,
player,201212090sfo,mia,WakeCa00,defense,51,,,,,
player,201212090sfo,mia,WakeCa00,def_pct,89%,,,,,
player,201212090sfo,mia,WakeCa00,special_teams,1,,,,,
player,201212090sfo,mia,WakeCa00,st_pct,4%,,,,,
player,201212090sfo,mia,StarRa20,pos,DT,,,,,
player,201212090sfo,mia,StarRa20,offense,0,,,,,
player,201212090sfo,mia,StarRa20,off_pct,0%,,,,,
player,201212090sfo,mia,StarRa20,defense,45,,,,,
player,201212090sfo,mia,StarRa20,def_pct,79%,,,,,
player,201212090sfo,mia,StarRa20,special_teams,6,,,,,
player,201212090sfo,mia,StarRa20,st_pct,25%,,,,,
player,201212090sfo,mia,SoliPa99,pos,DT,,,,,
player,201212090sfo,mia,SoliPa99,offense,0,,,,,
player,201212090sfo,mia,SoliPa99,off_pct,0%,,,,,
player,201212090sfo,mia,SoliPa99,defense,40,,,,,
player,201212090sfo,mia,SoliPa99,def_pct,70%,,,,,
player,201212090sfo,mia,SoliPa99,special_teams,8,,,,,
player,201212090sfo,mia,SoliPa99,st_pct,33%,,,,,
player,201212090sfo,mia,CarrNo00,pos,CB,,,,,
player,201212090sfo,mia,CarrNo00,offense,0,,,,,
player,201212090sfo,mia,CarrNo00,off_pct,0%,,,,,
player,201212090sfo,mia,CarrNo00,defense,36,,,,,
player,201212090sfo,mia,CarrNo00,def_pct,63%,,,,,
player,201212090sfo,mia,CarrNo00,special_teams,11,,,,,
player,201212090sfo,mia,CarrNo00,st_pct,46%,,,,,
player,201212090sfo,mia,TrusJa99,pos,LB,,,,,
player,201212090sfo,mia,TrusJa99,offense,0,,,,,
player,201212090sfo,mia,TrusJa99,off_pct,0%,,,,,
player,201212090sfo,mia,TrusJa99,defense,25,,,,,
player,201212090sfo,mia,TrusJa99,def_pct,44%,,,,,
player,201212090sfo,mia,TrusJa99,special_teams,23,,,,,
player,201212090sfo,mia,TrusJa99,st_pct,96%,,,,,
player,201212090sfo,mia,MisiKo99,pos,LB,,,,,
player,201212090sfo,mia,MisiKo99,offense,0,,,,,
player,201212090sfo,mia,MisiKo99,off_pct,0%,,,,,
player,201212090sfo,mia,MisiKo99,defense,23,,,,,
player,201212090sfo,mia,MisiKo99,def_pct,40%,,,,,
player,201212090sfo,mia,MisiKo99,special_teams,4,,,,,
player,201212090sfo,mia,MisiKo99,st_pct,17%,,,,,
player,201212090sfo,mia,StanR.00,pos,CB,,,,,
player,201212090sfo,mia,StanR.00,offense,0,,,,,
player,201212090sfo,mia,StanR.00,off_pct,0%,,,,,
player,201212090sfo,mia,StanR.00,defense,18,,,,,
player,201212090sfo,mia,StanR.00,def_pct,32%,,,,,
player,201212090sfo,mia,StanR.00,special_teams,15,,,,,
player,201212090sfo,mia,StanR.00,st_pct,62%,,,,,
player,201212090sfo,mia,McDaTo20,pos,DT,,,,,
player,201212090sfo,mia,McDaTo20,offense,0,,,,,
player,201212090sfo,mia,McDaTo20,off_pct,0%,,,,,
player,201212090sfo,mia,McDaTo20,defense,15,,,,,
player,201212090sfo,mia,McDaTo20,def_pct,26%,,,,,
player,201212090sfo,mia,McDaTo20,special_teams,0,,,,,
player,201212090sfo,mia,McDaTo20,st_pct,0%,,,,,
player,201212090sfo,mia,ShelDe00,pos,DE,,,,,
player,201212090sfo,mia,ShelDe00,offense,0,,,,,
player,201212090sfo,mia,ShelDe00,off_pct,0%,,,,,
player,201212090sfo,mia,ShelDe00,defense,14,,,,,
player,201212090sfo,mia,ShelDe00,def_pct,25%,,,,,
player,201212090sfo,mia,ShelDe00,special_teams,0,,,,,
player,201212090sfo,mia,ShelDe00,st_pct,0%,,,,,
player,201212090sfo,mia,VernOl00,pos,DE,,,,,
player,201212090sfo,mia,VernOl00,offense,0,,,,,
player,201212090sfo,mia,VernOl00,off_pct,0%,,,,,
player,201212090sfo,mia,VernOl00,defense,9,,,,,
player,201212090sfo,mia,VernOl00,def_pct,16%,,,,,
player,201212090sfo,mia,VernOl00,special_teams,14,,,,,
player,201212090sfo,mia,VernOl00,st_pct,58%,,,,,
player,201212090sfo,mia,RandKh00,pos,DT,,,,,
player,201212090sfo,mia,RandKh00,offense,0,,,,,
player,201212090sfo,mia,RandKh00,off_pct,0%,,,,,
player,201212090sfo,mia,RandKh00,defense,9,,,,,
player,201212090sfo,mia,RandKh00,def_pct,16%,,,,,
player,201212090sfo,mia,RandKh00,special_teams,0,,,,,
player,201212090sfo,mia,RandKh00,st_pct,0%,,,,,
player,201212090sfo,mia,CulvTy20,pos,SS,,,,,
player,201212090sfo,mia,CulvTy20,offense,0,,,,,
player,201212090sfo,mia,CulvTy20,off_pct,0%,,,,,
player,201212090sfo,mia,CulvTy20,defense,3,,,,,
player,201212090sfo,mia,CulvTy20,def_pct,5%,,,,,
player,201212090sfo,mia,CulvTy20,special_teams,15,,,,,
player,201212090sfo,mia,CulvTy20,st_pct,62%,,,,,
player,201212090sfo,mia,SpitAu99,pos,LB,,,,,
player,201212090sfo,mia,SpitAu99,offense,0,,,,,
player,201212090sfo,mia,SpitAu99,off_pct,0%,,,,,
player,201212090sfo,mia,SpitAu99,defense,0,,,,,
player,201212090sfo,mia,SpitAu99,def_pct,0%,,,,,
player,201212090sfo,mia,SpitAu99,special_teams,20,,,,,
player,201212090sfo,mia,SpitAu99,st_pct,83%,,,,,
player,201212090sfo,mia,AmayJo00,pos,SS,,,,,
player,201212090sfo,mia,AmayJo00,offense,0,,,,,
player,201212090sfo,mia,AmayJo00,off_pct,0%,,,,,
player,201212090sfo,mia,AmayJo00,defense,0,,,,,
player,201212090sfo,mia,AmayJo00,def_pct,0%,,,,,
player,201212090sfo,mia,AmayJo00,special_teams,20,,,,,
player,201212090sfo,mia,AmayJo00,st_pct,83%,,,,,
player,201212090sfo,mia,FreeJo01,pos,LB,,,,,
player,201212090sfo,mia,FreeJo01,offense,0,,,,,
player,201212090sfo,mia,FreeJo01,off_pct,0%,,,,,
player,201212090sfo,mia,FreeJo01,defense,0,,,,,
player,201212090sfo,mia,FreeJo01,def_pct,0%,,,,,
player,201212090sfo,mia,FreeJo01,special_teams,15,,,,,
player,201212090sfo,mia,FreeJo01,st_pct,62%,,,,,
player,201212090sfo,mia,ThigMa00,pos,RB,,,,,
player,201212090sfo,mia,ThigMa00,offense,0,,,,,
player,201212090sfo,mia,ThigMa00,off_pct,0%,,,,,
player,201212090sfo,mia,ThigMa00,defense,0,,,,,
player,201212090sfo,mia,ThigMa00,def_pct,0%,,,,,
player,201212090sfo,mia,ThigMa00,special_teams,8,,,,,
player,201212090sfo,mia,ThigMa00,st_pct,33%,,,,,
player,201212090sfo,mia,McCaBr01,pos,CB,,,,,
player,201212090sfo,mia,McCaBr01,offense,0,,,,,
player,201212090sfo,mia,McCaBr01,off_pct,0%,,,,,
player,201212090sfo,mia,McCaBr01,defense,0,,,,,
player,201212090sfo,mia,McCaBr01,def_pct,0%,,,,,
player,201212090sfo,mia,McCaBr01,special_teams,7,,,,,
player,201212090sfo,mia,McCaBr01,st_pct,29%,,,,,
player,201212090sfo,mia,MastJe20,pos,TE,,,,,
player,201212090sfo,mia,MastJe20,offense,0,,,,,
player,201212090sfo,mia,MastJe20,off_pct,0%,,,,,
player,201212090sfo,mia,MastJe20,defense,0,,,,,
player,201212090sfo,mia,MastJe20,def_pct,0%,,,,,
player,201212090sfo,mia,MastJe20,special_teams,7,,,,,
player,201212090sfo,mia,MastJe20,st_pct,29%,,,,,
player,201212090sfo,mia,CarpDa44,pos,K,,,,,
player,201212090sfo,mia,CarpDa44,offense,0,,,,,
player,201212090sfo,mia,CarpDa44,off_pct,0%,,,,,
player,201212090sfo,mia,CarpDa44,defense,0,,,,,
player,201212090sfo,mia,CarpDa44,def_pct,0%,,,,,
player,201212090sfo,mia,CarpDa44,special_teams,7,,,,,
player,201212090sfo,mia,CarpDa44,st_pct,29%,,,,,
player,201212090sfo,mia,FielBr20,pos,P,,,,,
player,201212090sfo,mia,FielBr20,offense,0,,,,,
player,201212090sfo,mia,FielBr20,off_pct,0%,,,,,
player,201212090sfo,mia,FielBr20,defense,0,,,,,
player,201212090sfo,mia,FielBr20,def_pct,0%,,,,,
player,201212090sfo,mia,FielBr20,special_teams,6,,,,,
player,201212090sfo,mia,FielBr20,st_pct,25%,,,,,
player,201212090sfo,mia,DennJo20,pos,LS,,,,,
player,201212090sfo,mia,DennJo20,offense,0,,,,,
player,201212090sfo,mia,DennJo20,off_pct,0%,,,,,
player,201212090sfo,mia,DennJo20,defense,0,,,,,
player,201212090sfo,mia,DennJo20,def_pct,0%,,,,,
player,201212090sfo,mia,DennJo20,special_teams,6,,,,,
player,201212090sfo,mia,DennJo20,st_pct,25%,,,,,
player,201212090sfo,mia,YeatWi00,pos,T,,,,,
player,201212090sfo,mia,YeatWi00,offense,0,,,,,
player,201212090sfo,mia,YeatWi00,off_pct,0%,,,,,
player,201212090sfo,mia,YeatWi00,defense,0,,,,,
player,201212090sfo,mia,YeatWi00,def_pct,0%,,,,,
player,201212090sfo,mia,YeatWi00,special_teams,4,,,,,
player,201212090sfo,mia,YeatWi00,st_pct,17%,,,,,
player,201212090sfo,mia,SamuJo00,pos,G,,,,,
player,201212090sfo,mia,SamuJo00,offense,0,,,,,
player,201212090sfo,mia,SamuJo00,off_pct,0%,,,,,
player,201212090sfo,mia,SamuJo00,defense,0,,,,,
player,201212090sfo,mia,SamuJo00,def_pct,0%,,,,,
player,201212090sfo,mia,SamuJo00,special_teams,3,,,,,
player,201212090sfo,mia,SamuJo00,st_pct,12%,,,,,
