game,2012,1,20120909,201209090gnb,sfo,"San Francisco 49ers",30,gnb,"Green Bay Packers",22
player,201209090gnb,sfo,SmitAl03,targets,0,,,,,
player,201209090gnb,sfo,SmitAl03,rec,0,,,,,
player,201209090gnb,sfo,SmitAl03,rec_yds,0,,,,,
player,201209090gnb,sfo,SmitAl03,rec_td,0,,,,,
player,201209090gnb,sfo,SmitAl03,rec_long,0,,,,,
player,201209090gnb,sfo,SmitAl03,fumbles,0,,,,,
player,201209090gnb,sfo,SmitAl03,fumbles_lost,0,,,,,
player,201209090gnb,sfo,GoreFr00,pass_cmp,0,,,,,
player,201209090gnb,sfo,GoreFr00,pass_att,0,,,,,
player,201209090gnb,sfo,GoreFr00,pass_yds,0,,,,,
player,201209090gnb,sfo,GoreFr00,pass_td,0,,,,,
player,201209090gnb,sfo,GoreFr00,pass_int,0,,,,,
player,201209090gnb,sfo,GoreFr00,pass_sacked,0,,,,,
player,201209090gnb,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201209090gnb,sfo,GoreFr00,pass_long,0,,,,,
player,201209090gnb,sfo,GoreFr00,pass_rating,,,,,,
player,201209090gnb,sfo,GoreFr00,rush_att,16,,,,,
player,201209090gnb,sfo,GoreFr00,rush_yds,112,,,,,
player,201209090gnb,sfo,GoreFr00,rush_td,1,,,,,
player,201209090gnb,sfo,GoreFr00,rush_long,23,,,,,
player,201209090gnb,sfo,GoreFr00,targets,1,,,,,
player,201209090gnb,sfo,GoreFr00,rec,1,,,,,
player,201209090gnb,sfo,GoreFr00,rec_yds,1,,,,,
player,201209090gnb,sfo,GoreFr00,rec_td,0,,,,,
player,201209090gnb,sfo,GoreFr00,rec_long,1,,,,,
player,201209090gnb,sfo,GoreFr00,fumbles,0,,,,,
player,201209090gnb,sfo,GoreFr00,fumbles_lost,0,,,,,
player,201209090gnb,sfo,HuntKe00,pass_cmp,0,,,,,
player,201209090gnb,sfo,HuntKe00,pass_att,0,,,,,
player,201209090gnb,sfo,HuntKe00,pass_yds,0,,,,,
player,201209090gnb,sfo,HuntKe00,pass_td,0,,,,,
player,201209090gnb,sfo,HuntKe00,pass_int,0,,,,,
player,201209090gnb,sfo,HuntKe00,pass_sacked,0,,,,,
player,201209090gnb,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201209090gnb,sfo,HuntKe00,pass_long,0,,,,,
player,201209090gnb,sfo,HuntKe00,pass_rating,,,,,,
player,201209090gnb,sfo,HuntKe00,rush_att,9,,,,,
player,201209090gnb,sfo,HuntKe00,rush_yds,41,,,,,
player,201209090gnb,sfo,HuntKe00,rush_td,0,,,,,
player,201209090gnb,sfo,HuntKe00,rush_long,8,,,,,
player,201209090gnb,sfo,HuntKe00,targets,0,,,,,
player,201209090gnb,sfo,HuntKe00,rec,0,,,,,
player,201209090gnb,sfo,HuntKe00,rec_yds,0,,,,,
player,201209090gnb,sfo,HuntKe00,rec_td,0,,,,,
player,201209090gnb,sfo,HuntKe00,rec_long,0,,,,,
player,201209090gnb,sfo,HuntKe00,fumbles,0,,,,,
player,201209090gnb,sfo,HuntKe00,fumbles_lost,0,,,,,
player,201209090gnb,sfo,KaepCo00,pass_cmp,0,,,,,
player,201209090gnb,sfo,KaepCo00,pass_att,0,,,,,
player,201209090gnb,sfo,KaepCo00,pass_yds,0,,,,,
player,201209090gnb,sfo,KaepCo00,pass_td,0,,,,,
player,201209090gnb,sfo,KaepCo00,pass_int,0,,,,,
player,201209090gnb,sfo,KaepCo00,pass_sacked,0,,,,,
player,201209090gnb,sfo,KaepCo00,pass_sacked_yds,0,,,,,
player,201209090gnb,sfo,KaepCo00,pass_long,0,,,,,
player,201209090gnb,sfo,KaepCo00,pass_rating,,,,,,
player,201209090gnb,sfo,KaepCo00,rush_att,1,,,,,
player,201209090gnb,sfo,KaepCo00,rush_yds,17,,,,,
player,201209090gnb,sfo,KaepCo00,rush_td,0,,,,,
player,201209090gnb,sfo,KaepCo00,rush_long,17,,,,,
player,201209090gnb,sfo,KaepCo00,targets,0,,,,,
player,201209090gnb,sfo,KaepCo00,rec,0,,,,,
player,201209090gnb,sfo,KaepCo00,rec_yds,0,,,,,
player,201209090gnb,sfo,KaepCo00,rec_td,0,,,,,
player,201209090gnb,sfo,KaepCo00,rec_long,0,,,,,
player,201209090gnb,sfo,KaepCo00,fumbles,0,,,,,
player,201209090gnb,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201209090gnb,sfo,WillKy01,pass_cmp,0,,,,,
player,201209090gnb,sfo,WillKy01,pass_att,0,,,,,
player,201209090gnb,sfo,WillKy01,pass_yds,0,,,,,
player,201209090gnb,sfo,WillKy01,pass_td,0,,,,,
player,201209090gnb,sfo,WillKy01,pass_int,0,,,,,
player,201209090gnb,sfo,WillKy01,pass_sacked,0,,,,,
player,201209090gnb,sfo,WillKy01,pass_sacked_yds,0,,,,,
player,201209090gnb,sfo,WillKy01,pass_long,0,,,,,
player,201209090gnb,sfo,WillKy01,pass_rating,,,,,,
player,201209090gnb,sfo,WillKy01,rush_att,1,,,,,
player,201209090gnb,sfo,WillKy01,rush_yds,3,,,,,
player,201209090gnb,sfo,WillKy01,rush_td,0,,,,,
player,201209090gnb,sfo,WillKy01,rush_long,3,,,,,
player,201209090gnb,sfo,WillKy01,targets,0,,,,,
player,201209090gnb,sfo,WillKy01,rec,0,,,,,
player,201209090gnb,sfo,WillKy01,rec_yds,0,,,,,
player,201209090gnb,sfo,WillKy01,rec_td,0,,,,,
player,201209090gnb,sfo,WillKy01,rec_long,0,,,,,
player,201209090gnb,sfo,WillKy01,fumbles,0,,,,,
player,201209090gnb,sfo,WillKy01,fumbles_lost,0,,,,,
player,201209090gnb,sfo,CrabMi00,pass_cmp,0,,,,,
player,201209090gnb,sfo,CrabMi00,pass_att,0,,,,,
player,201209090gnb,sfo,CrabMi00,pass_yds,0,,,,,
player,201209090gnb,sfo,CrabMi00,pass_td,0,,,,,
player,201209090gnb,sfo,CrabMi00,pass_int,0,,,,,
player,201209090gnb,sfo,CrabMi00,pass_sacked,0,,,,,
player,201209090gnb,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201209090gnb,sfo,CrabMi00,pass_long,0,,,,,
player,201209090gnb,sfo,CrabMi00,pass_rating,,,,,,
player,201209090gnb,sfo,CrabMi00,rush_att,0,,,,,
player,201209090gnb,sfo,CrabMi00,rush_yds,0,,,,,
player,201209090gnb,sfo,CrabMi00,rush_td,0,,,,,
player,201209090gnb,sfo,CrabMi00,rush_long,0,,,,,
player,201209090gnb,sfo,CrabMi00,targets,9,,,,,
player,201209090gnb,sfo,CrabMi00,rec,7,,,,,
player,201209090gnb,sfo,CrabMi00,rec_yds,76,,,,,
player,201209090gnb,sfo,CrabMi00,rec_td,0,,,,,
player,201209090gnb,sfo,CrabMi00,rec_long,20,,,,,
player,201209090gnb,sfo,CrabMi00,fumbles,0,,,,,
player,201209090gnb,sfo,CrabMi00,fumbles_lost,0,,,,,
player,201209090gnb,sfo,MossRa00,pass_cmp,0,,,,,
player,201209090gnb,sfo,MossRa00,pass_att,0,,,,,
player,201209090gnb,sfo,MossRa00,pass_yds,0,,,,,
player,201209090gnb,sfo,MossRa00,pass_td,0,,,,,
player,201209090gnb,sfo,MossRa00,pass_int,0,,,,,
player,201209090gnb,sfo,MossRa00,pass_sacked,0,,,,,
player,201209090gnb,sfo,MossRa00,pass_sacked_yds,0,,,,,
player,201209090gnb,sfo,MossRa00,pass_long,0,,,,,
player,201209090gnb,sfo,MossRa00,pass_rating,,,,,,
player,201209090gnb,sfo,MossRa00,rush_att,0,,,,,
player,201209090gnb,sfo,MossRa00,rush_yds,0,,,,,
player,201209090gnb,sfo,MossRa00,rush_td,0,,,,,
player,201209090gnb,sfo,MossRa00,rush_long,0,,,,,
player,201209090gnb,sfo,MossRa00,targets,4,,,,,
player,201209090gnb,sfo,MossRa00,rec,4,,,,,
player,201209090gnb,sfo,MossRa00,rec_yds,47,,,,,
player,201209090gnb,sfo,MossRa00,rec_td,1,,,,,
player,201209090gnb,sfo,MossRa00,rec_long,20,,,,,
player,201209090gnb,sfo,MossRa00,fumbles,0,,,,,
player,201209090gnb,sfo,MossRa00,fumbles_lost,0,,,,,
player,201209090gnb,sfo,DaviVe00,pass_cmp,0,,,,,
player,201209090gnb,sfo,DaviVe00,pass_att,0,,,,,
player,201209090gnb,sfo,DaviVe00,pass_yds,0,,,,,
player,201209090gnb,sfo,DaviVe00,pass_td,0,,,,,
player,201209090gnb,sfo,DaviVe00,pass_int,0,,,,,
player,201209090gnb,sfo,DaviVe00,pass_sacked,0,,,,,
player,201209090gnb,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201209090gnb,sfo,DaviVe00,pass_long,0,,,,,
player,201209090gnb,sfo,DaviVe00,pass_rating,,,,,,
player,201209090gnb,sfo,DaviVe00,rush_att,0,,,,,
player,201209090gnb,sfo,DaviVe00,rush_yds,0,,,,,
player,201209090gnb,sfo,DaviVe00,rush_td,0,,,,,
player,201209090gnb,sfo,DaviVe00,rush_long,0,,,,,
player,201209090gnb,sfo,DaviVe00,targets,5,,,,,
player,201209090gnb,sfo,DaviVe00,rec,3,,,,,
player,201209090gnb,sfo,DaviVe00,rec_yds,43,,,,,
player,201209090gnb,sfo,DaviVe00,rec_td,1,,,,,
player,201209090gnb,sfo,DaviVe00,rec_long,29,,,,,
player,201209090gnb,sfo,DaviVe00,fumbles,0,,,,,
player,201209090gnb,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201209090gnb,sfo,MannMa01,pass_cmp,0,,,,,
player,201209090gnb,sfo,MannMa01,pass_att,0,,,,,
player,201209090gnb,sfo,MannMa01,pass_yds,0,,,,,
player,201209090gnb,sfo,MannMa01,pass_td,0,,,,,
player,201209090gnb,sfo,MannMa01,pass_int,0,,,,,
player,201209090gnb,sfo,MannMa01,pass_sacked,0,,,,,
player,201209090gnb,sfo,MannMa01,pass_sacked_yds,0,,,,,
player,201209090gnb,sfo,MannMa01,pass_long,0,,,,,
player,201209090gnb,sfo,MannMa01,pass_rating,,,,,,
player,201209090gnb,sfo,MannMa01,rush_att,0,,,,,
player,201209090gnb,sfo,MannMa01,rush_yds,0,,,,,
player,201209090gnb,sfo,MannMa01,rush_td,0,,,,,
player,201209090gnb,sfo,MannMa01,rush_long,0,,,,,
player,201209090gnb,sfo,MannMa01,targets,4,,,,,
player,201209090gnb,sfo,MannMa01,rec,4,,,,,
player,201209090gnb,sfo,MannMa01,rec_yds,29,,,,,
player,201209090gnb,sfo,MannMa01,rec_td,0,,,,,
player,201209090gnb,sfo,MannMa01,rec_long,11,,,,,
player,201209090gnb,sfo,MannMa01,fumbles,1,,,,,
player,201209090gnb,sfo,MannMa01,fumbles_lost,0,,,,,
player,201209090gnb,sfo,MillBr02,pass_cmp,0,,,,,
player,201209090gnb,sfo,MillBr02,pass_att,0,,,,,
player,201209090gnb,sfo,MillBr02,pass_yds,0,,,,,
player,201209090gnb,sfo,MillBr02,pass_td,0,,,,,
player,201209090gnb,sfo,MillBr02,pass_int,0,,,,,
player,201209090gnb,sfo,MillBr02,pass_sacked,0,,,,,
player,201209090gnb,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201209090gnb,sfo,MillBr02,pass_long,0,,,,,
player,201209090gnb,sfo,MillBr02,pass_rating,,,,,,
player,201209090gnb,sfo,MillBr02,rush_att,0,,,,,
player,201209090gnb,sfo,MillBr02,rush_yds,0,,,,,
player,201209090gnb,sfo,MillBr02,rush_td,0,,,,,
player,201209090gnb,sfo,MillBr02,rush_long,0,,,,,
player,201209090gnb,sfo,MillBr02,targets,1,,,,,
player,201209090gnb,sfo,MillBr02,rec,1,,,,,
player,201209090gnb,sfo,MillBr02,rec_yds,15,,,,,
player,201209090gnb,sfo,MillBr02,rec_td,0,,,,,
player,201209090gnb,sfo,MillBr02,rec_long,15,,,,,
player,201209090gnb,sfo,MillBr02,fumbles,0,,,,,
player,201209090gnb,sfo,MillBr02,fumbles_lost,0,,,,,
player,201209090gnb,sfo,WalkHu00,pass_cmp,0,,,,,
player,201209090gnb,sfo,WalkHu00,pass_att,0,,,,,
player,201209090gnb,sfo,WalkHu00,pass_yds,0,,,,,
player,201209090gnb,sfo,WalkHu00,pass_td,0,,,,,
player,201209090gnb,sfo,WalkHu00,pass_int,0,,,,,
player,201209090gnb,sfo,WalkHu00,pass_sacked,0,,,,,
player,201209090gnb,sfo,WalkHu00,pass_sacked_yds,0,,,,,
player,201209090gnb,sfo,WalkHu00,pass_long,0,,,,,
player,201209090gnb,sfo,WalkHu00,pass_rating,,,,,,
player,201209090gnb,sfo,WalkHu00,rush_att,0,,,,,
player,201209090gnb,sfo,WalkHu00,rush_yds,0,,,,,
player,201209090gnb,sfo,WalkHu00,rush_td,0,,,,,
player,201209090gnb,sfo,WalkHu00,rush_long,0,,,,,
player,201209090gnb,sfo,WalkHu00,targets,2,,,,,
player,201209090gnb,sfo,WalkHu00,rec,0,,,,,
player,201209090gnb,sfo,WalkHu00,rec_yds,0,,,,,
player,201209090gnb,sfo,WalkHu00,rec_td,0,,,,,
player,201209090gnb,sfo,WalkHu00,rec_long,0,,,,,
player,201209090gnb,sfo,WalkHu00,fumbles,0,,,,,
player,201209090gnb,sfo,WalkHu00,fumbles_lost,0,,,,,
player,201209090gnb,gnb,RodgAa00,pass_cmp,30,,,,,
player,201209090gnb,gnb,RodgAa00,pass_att,44,,,,,
player,201209090gnb,gnb,RodgAa00,pass_yds,303,,,,,
player,201209090gnb,gnb,RodgAa00,pass_td,2,,,,,
player,201209090gnb,gnb,RodgAa00,pass_int,1,,,,,
player,201209090gnb,gnb,RodgAa00,pass_sacked,3,,,,,
player,201209090gnb,gnb,RodgAa00,pass_sacked_yds,24,,,,,
player,201209090gnb,gnb,RodgAa00,pass_long,49,,,,,
player,201209090gnb,gnb,RodgAa00,pass_rating,93.3,,,,,
player,201209090gnb,gnb,RodgAa00,rush_att,5,,,,,
player,201209090gnb,gnb,RodgAa00,rush_yds,27,,,,,
player,201209090gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201209090gnb,gnb,RodgAa00,rush_long,9,,,,,
player,201209090gnb,gnb,RodgAa00,targets,0,,,,,
player,201209090gnb,gnb,RodgAa00,rec,0,,,,,
player,201209090gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201209090gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201209090gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201209090gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201209090gnb,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201209090gnb,gnb,BensCe00,pass_cmp,0,,,,,
player,201209090gnb,gnb,BensCe00,pass_att,0,,,,,
player,201209090gnb,gnb,BensCe00,pass_yds,0,,,,,
player,201209090gnb,gnb,BensCe00,pass_td,0,,,,,
player,201209090gnb,gnb,BensCe00,pass_int,0,,,,,
player,201209090gnb,gnb,BensCe00,pass_sacked,0,,,,,
player,201209090gnb,gnb,BensCe00,pass_sacked_yds,0,,,,,
player,201209090gnb,gnb,BensCe00,pass_long,0,,,,,
player,201209090gnb,gnb,BensCe00,pass_rating,,,,,,
player,201209090gnb,gnb,BensCe00,rush_att,9,,,,,
player,201209090gnb,gnb,BensCe00,rush_yds,18,,,,,
player,201209090gnb,gnb,BensCe00,rush_td,0,,,,,
player,201209090gnb,gnb,BensCe00,rush_long,4,,,,,
player,201209090gnb,gnb,BensCe00,targets,0,,,,,
player,201209090gnb,gnb,BensCe00,rec,0,,,,,
player,201209090gnb,gnb,BensCe00,rec_yds,0,,,,,
player,201209090gnb,gnb,BensCe00,rec_td,0,,,,,
player,201209090gnb,gnb,BensCe00,rec_long,0,,,,,
player,201209090gnb,gnb,BensCe00,fumbles,0,,,,,
player,201209090gnb,gnb,BensCe00,fumbles_lost,0,,,,,
player,201209090gnb,gnb,JoneJa04,pass_cmp,0,,,,,
player,201209090gnb,gnb,JoneJa04,pass_att,0,,,,,
player,201209090gnb,gnb,JoneJa04,pass_yds,0,,,,,
player,201209090gnb,gnb,JoneJa04,pass_td,0,,,,,
player,201209090gnb,gnb,JoneJa04,pass_int,0,,,,,
player,201209090gnb,gnb,JoneJa04,pass_sacked,0,,,,,
player,201209090gnb,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201209090gnb,gnb,JoneJa04,pass_long,0,,,,,
player,201209090gnb,gnb,JoneJa04,pass_rating,,,,,,
player,201209090gnb,gnb,JoneJa04,rush_att,0,,,,,
player,201209090gnb,gnb,JoneJa04,rush_yds,0,,,,,
player,201209090gnb,gnb,JoneJa04,rush_td,0,,,,,
player,201209090gnb,gnb,JoneJa04,rush_long,0,,,,,
player,201209090gnb,gnb,JoneJa04,targets,6,,,,,
player,201209090gnb,gnb,JoneJa04,rec,4,,,,,
player,201209090gnb,gnb,JoneJa04,rec_yds,81,,,,,
player,201209090gnb,gnb,JoneJa04,rec_td,1,,,,,
player,201209090gnb,gnb,JoneJa04,rec_long,49,,,,,
player,201209090gnb,gnb,JoneJa04,fumbles,0,,,,,
player,201209090gnb,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201209090gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201209090gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201209090gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201209090gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201209090gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201209090gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201209090gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201209090gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201209090gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201209090gnb,gnb,CobbRa00,rush_att,0,,,,,
player,201209090gnb,gnb,CobbRa00,rush_yds,0,,,,,
player,201209090gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201209090gnb,gnb,CobbRa00,rush_long,0,,,,,
player,201209090gnb,gnb,CobbRa00,targets,9,,,,,
player,201209090gnb,gnb,CobbRa00,rec,9,,,,,
player,201209090gnb,gnb,CobbRa00,rec_yds,77,,,,,
player,201209090gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201209090gnb,gnb,CobbRa00,rec_long,16,,,,,
player,201209090gnb,gnb,CobbRa00,fumbles,1,,,,,
player,201209090gnb,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201209090gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201209090gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201209090gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201209090gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201209090gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201209090gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201209090gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201209090gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201209090gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201209090gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201209090gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201209090gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201209090gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201209090gnb,gnb,NelsJo00,targets,7,,,,,
player,201209090gnb,gnb,NelsJo00,rec,5,,,,,
player,201209090gnb,gnb,NelsJo00,rec_yds,64,,,,,
player,201209090gnb,gnb,NelsJo00,rec_td,0,,,,,
player,201209090gnb,gnb,NelsJo00,rec_long,28,,,,,
player,201209090gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201209090gnb,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201209090gnb,gnb,FinlJe00,pass_cmp,0,,,,,
player,201209090gnb,gnb,FinlJe00,pass_att,0,,,,,
player,201209090gnb,gnb,FinlJe00,pass_yds,0,,,,,
player,201209090gnb,gnb,FinlJe00,pass_td,0,,,,,
player,201209090gnb,gnb,FinlJe00,pass_int,0,,,,,
player,201209090gnb,gnb,FinlJe00,pass_sacked,0,,,,,
player,201209090gnb,gnb,FinlJe00,pass_sacked_yds,0,,,,,
player,201209090gnb,gnb,FinlJe00,pass_long,0,,,,,
player,201209090gnb,gnb,FinlJe00,pass_rating,,,,,,
player,201209090gnb,gnb,FinlJe00,rush_att,0,,,,,
player,201209090gnb,gnb,FinlJe00,rush_yds,0,,,,,
player,201209090gnb,gnb,FinlJe00,rush_td,0,,,,,
player,201209090gnb,gnb,FinlJe00,rush_long,0,,,,,
player,201209090gnb,gnb,FinlJe00,targets,11,,,,,
player,201209090gnb,gnb,FinlJe00,rec,7,,,,,
player,201209090gnb,gnb,FinlJe00,rec_yds,47,,,,,
player,201209090gnb,gnb,FinlJe00,rec_td,1,,,,,
player,201209090gnb,gnb,FinlJe00,rec_long,16,,,,,
player,201209090gnb,gnb,FinlJe00,fumbles,0,,,,,
player,201209090gnb,gnb,FinlJe00,fumbles_lost,0,,,,,
player,201209090gnb,gnb,JennGr00,pass_cmp,0,,,,,
player,201209090gnb,gnb,JennGr00,pass_att,0,,,,,
player,201209090gnb,gnb,JennGr00,pass_yds,0,,,,,
player,201209090gnb,gnb,JennGr00,pass_td,0,,,,,
player,201209090gnb,gnb,JennGr00,pass_int,0,,,,,
player,201209090gnb,gnb,JennGr00,pass_sacked,0,,,,,
player,201209090gnb,gnb,JennGr00,pass_sacked_yds,0,,,,,
player,201209090gnb,gnb,JennGr00,pass_long,0,,,,,
player,201209090gnb,gnb,JennGr00,pass_rating,,,,,,
player,201209090gnb,gnb,JennGr00,rush_att,0,,,,,
player,201209090gnb,gnb,JennGr00,rush_yds,0,,,,,
player,201209090gnb,gnb,JennGr00,rush_td,0,,,,,
player,201209090gnb,gnb,JennGr00,rush_long,0,,,,,
player,201209090gnb,gnb,JennGr00,targets,9,,,,,
player,201209090gnb,gnb,JennGr00,rec,5,,,,,
player,201209090gnb,gnb,JennGr00,rec_yds,34,,,,,
player,201209090gnb,gnb,JennGr00,rec_td,0,,,,,
player,201209090gnb,gnb,JennGr00,rec_long,10,,,,,
player,201209090gnb,gnb,JennGr00,fumbles,0,,,,,
player,201209090gnb,gnb,JennGr00,fumbles_lost,0,,,,,
player,201209090gnb,sfo,BowmNa99,def_int,1,,,,,
player,201209090gnb,sfo,BowmNa99,def_int_yds,11,,,,,
player,201209090gnb,sfo,BowmNa99,def_int_td,0,,,,,
player,201209090gnb,sfo,BowmNa99,def_int_long,11,,,,,
player,201209090gnb,sfo,BowmNa99,pass_defended,2,,,,,
player,201209090gnb,sfo,BowmNa99,sacks,0.0,,,,,
player,201209090gnb,sfo,BowmNa99,tackles_combined,11,,,,,
player,201209090gnb,sfo,BowmNa99,tackles_solo,8,,,,,
player,201209090gnb,sfo,BowmNa99,tackles_assists,3,,,,,
player,201209090gnb,sfo,BowmNa99,tackles_loss,0,,,,,
player,201209090gnb,sfo,BowmNa99,qb_hits,0,,,,,
player,201209090gnb,sfo,BowmNa99,fumbles_rec,0,,,,,
player,201209090gnb,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201209090gnb,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201209090gnb,sfo,BowmNa99,fumbles_forced,0,,,,,
player,201209090gnb,sfo,RogeCa20,def_int,0,,,,,
player,201209090gnb,sfo,RogeCa20,def_int_yds,0,,,,,
player,201209090gnb,sfo,RogeCa20,def_int_td,0,,,,,
player,201209090gnb,sfo,RogeCa20,def_int_long,0,,,,,
player,201209090gnb,sfo,RogeCa20,pass_defended,0,,,,,
player,201209090gnb,sfo,RogeCa20,sacks,1.0,,,,,
player,201209090gnb,sfo,RogeCa20,tackles_combined,4,,,,,
player,201209090gnb,sfo,RogeCa20,tackles_solo,4,,,,,
player,201209090gnb,sfo,RogeCa20,tackles_assists,0,,,,,
player,201209090gnb,sfo,RogeCa20,tackles_loss,1,,,,,
player,201209090gnb,sfo,RogeCa20,qb_hits,1,,,,,
player,201209090gnb,sfo,RogeCa20,fumbles_rec,0,,,,,
player,201209090gnb,sfo,RogeCa20,fumbles_rec_yds,0,,,,,
player,201209090gnb,sfo,RogeCa20,fumbles_rec_td,0,,,,,
player,201209090gnb,sfo,RogeCa20,fumbles_forced,0,,,,,
player,201209090gnb,sfo,SmitAl04,def_int,0,,,,,
player,201209090gnb,sfo,SmitAl04,def_int_yds,0,,,,,
player,201209090gnb,sfo,SmitAl04,def_int_td,0,,,,,
player,201209090gnb,sfo,SmitAl04,def_int_long,0,,,,,
player,201209090gnb,sfo,SmitAl04,pass_defended,0,,,,,
player,201209090gnb,sfo,SmitAl04,sacks,1.0,,,,,
player,201209090gnb,sfo,SmitAl04,tackles_combined,4,,,,,
player,201209090gnb,sfo,SmitAl04,tackles_solo,3,,,,,
player,201209090gnb,sfo,SmitAl04,tackles_assists,1,,,,,
player,201209090gnb,sfo,SmitAl04,tackles_loss,0,,,,,
player,201209090gnb,sfo,SmitAl04,qb_hits,1,,,,,
player,201209090gnb,sfo,SmitAl04,fumbles_rec,0,,,,,
player,201209090gnb,sfo,SmitAl04,fumbles_rec_yds,0,,,,,
player,201209090gnb,sfo,SmitAl04,fumbles_rec_td,0,,,,,
