game,2012,5,20121007,201210070was,atl,"Atlanta Falcons",24,was,"Washington Redskins",17
player,201210070was,atl,WhitRo00,rec_td,0,,,,,
player,201210070was,atl,WhitRo00,rec_long,20,,,,,
player,201210070was,atl,WhitRo00,fumbles,0,,,,,
player,201210070was,atl,WhitRo00,fumbles_lost,0,,,,,
player,201210070was,atl,GallTo00,pass_cmp,0,,,,,
player,201210070was,atl,GallTo00,pass_att,0,,,,,
player,201210070was,atl,GallTo00,pass_yds,0,,,,,
player,201210070was,atl,GallTo00,pass_td,0,,,,,
player,201210070was,atl,GallTo00,pass_int,0,,,,,
player,201210070was,atl,GallTo00,pass_sacked,0,,,,,
player,201210070was,atl,GallTo00,pass_sacked_yds,0,,,,,
player,201210070was,atl,GallTo00,pass_long,0,,,,,
player,201210070was,atl,GallTo00,pass_rating,,,,,,
player,201210070was,atl,GallTo00,rush_att,0,,,,,
player,201210070was,atl,GallTo00,rush_yds,0,,,,,
player,201210070was,atl,GallTo00,rush_td,0,,,,,
player,201210070was,atl,GallTo00,rush_long,0,,,,,
player,201210070was,atl,GallTo00,targets,2,,,,,
player,201210070was,atl,GallTo00,rec,1,,,,,
player,201210070was,atl,GallTo00,rec_yds,7,,,,,
player,201210070was,atl,GallTo00,rec_td,0,,,,,
player,201210070was,atl,GallTo00,rec_long,7,,,,,
player,201210070was,atl,GallTo00,fumbles,0,,,,,
player,201210070was,atl,GallTo00,fumbles_lost,0,,,,,
player,201210070was,atl,HawlJo20,pass_cmp,0,,,,,
player,201210070was,atl,HawlJo20,pass_att,0,,,,,
player,201210070was,atl,HawlJo20,pass_yds,0,,,,,
player,201210070was,atl,HawlJo20,pass_td,0,,,,,
player,201210070was,atl,HawlJo20,pass_int,0,,,,,
player,201210070was,atl,HawlJo20,pass_sacked,0,,,,,
player,201210070was,atl,HawlJo20,pass_sacked_yds,0,,,,,
player,201210070was,atl,HawlJo20,pass_long,0,,,,,
player,201210070was,atl,HawlJo20,pass_rating,,,,,,
player,201210070was,atl,HawlJo20,rush_att,0,,,,,
player,201210070was,atl,HawlJo20,rush_yds,0,,,,,
player,201210070was,atl,HawlJo20,rush_td,0,,,,,
player,201210070was,atl,HawlJo20,rush_long,0,,,,,
player,201210070was,atl,HawlJo20,targets,2,,,,,
player,201210070was,atl,HawlJo20,rec,0,,,,,
player,201210070was,atl,HawlJo20,rec_yds,0,,,,,
player,201210070was,atl,HawlJo20,rec_td,0,,,,,
player,201210070was,atl,HawlJo20,rec_long,0,,,,,
player,201210070was,atl,HawlJo20,fumbles,0,,,,,
player,201210070was,atl,HawlJo20,fumbles_lost,0,,,,,
player,201210070was,was,GrifRo01,pass_cmp,10,,,,,
player,201210070was,was,GrifRo01,pass_att,15,,,,,
player,201210070was,was,GrifRo01,pass_yds,91,,,,,
player,201210070was,was,GrifRo01,pass_td,0,,,,,
player,201210070was,was,GrifRo01,pass_int,0,,,,,
player,201210070was,was,GrifRo01,pass_sacked,2,,,,,
player,201210070was,was,GrifRo01,pass_sacked_yds,9,,,,,
player,201210070was,was,GrifRo01,pass_long,20,,,,,
player,201210070was,was,GrifRo01,pass_rating,82.9,,,,,
player,201210070was,was,GrifRo01,rush_att,1,,,,,
player,201210070was,was,GrifRo01,rush_yds,7,,,,,
player,201210070was,was,GrifRo01,rush_td,0,,,,,
player,201210070was,was,GrifRo01,rush_long,7,,,,,
player,201210070was,was,GrifRo01,targets,0,,,,,
player,201210070was,was,GrifRo01,rec,0,,,,,
player,201210070was,was,GrifRo01,rec_yds,0,,,,,
player,201210070was,was,GrifRo01,rec_td,0,,,,,
player,201210070was,was,GrifRo01,rec_long,0,,,,,
player,201210070was,was,GrifRo01,fumbles,0,,,,,
player,201210070was,was,GrifRo01,fumbles_lost,0,,,,,
player,201210070was,was,CousKi00,pass_cmp,5,,,,,
player,201210070was,was,CousKi00,pass_att,9,,,,,
player,201210070was,was,CousKi00,pass_yds,111,,,,,
player,201210070was,was,CousKi00,pass_td,1,,,,,
player,201210070was,was,CousKi00,pass_int,2,,,,,
player,201210070was,was,CousKi00,pass_sacked,1,,,,,
player,201210070was,was,CousKi00,pass_sacked_yds,6,,,,,
player,201210070was,was,CousKi00,pass_long,77,,,,,
player,201210070was,was,CousKi00,pass_rating,97.2,,,,,
player,201210070was,was,CousKi00,rush_att,0,,,,,
player,201210070was,was,CousKi00,rush_yds,0,,,,,
player,201210070was,was,CousKi00,rush_td,0,,,,,
player,201210070was,was,CousKi00,rush_long,0,,,,,
player,201210070was,was,CousKi00,targets,0,,,,,
player,201210070was,was,CousKi00,rec,0,,,,,
player,201210070was,was,CousKi00,rec_yds,0,,,,,
player,201210070was,was,CousKi00,rec_td,0,,,,,
player,201210070was,was,CousKi00,rec_long,0,,,,,
player,201210070was,was,CousKi00,fumbles,0,,,,,
player,201210070was,was,CousKi00,fumbles_lost,0,,,,,
player,201210070was,was,MorrAl00,pass_cmp,0,,,,,
player,201210070was,was,MorrAl00,pass_att,0,,,,,
player,201210070was,was,MorrAl00,pass_yds,0,,,,,
player,201210070was,was,MorrAl00,pass_td,0,,,,,
player,201210070was,was,MorrAl00,pass_int,0,,,,,
player,201210070was,was,MorrAl00,pass_sacked,0,,,,,
player,201210070was,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201210070was,was,MorrAl00,pass_long,0,,,,,
player,201210070was,was,MorrAl00,pass_rating,,,,,,
player,201210070was,was,MorrAl00,rush_att,18,,,,,
player,201210070was,was,MorrAl00,rush_yds,115,,,,,
player,201210070was,was,MorrAl00,rush_td,0,,,,,
player,201210070was,was,MorrAl00,rush_long,29,,,,,
player,201210070was,was,MorrAl00,targets,1,,,,,
player,201210070was,was,MorrAl00,rec,1,,,,,
player,201210070was,was,MorrAl00,rec_yds,20,,,,,
player,201210070was,was,MorrAl00,rec_td,0,,,,,
player,201210070was,was,MorrAl00,rec_long,20,,,,,
player,201210070was,was,MorrAl00,fumbles,0,,,,,
player,201210070was,was,MorrAl00,fumbles_lost,0,,,,,
player,201210070was,was,GranRy00,pass_cmp,0,,,,,
player,201210070was,was,GranRy00,pass_att,0,,,,,
player,201210070was,was,GranRy00,pass_yds,0,,,,,
player,201210070was,was,GranRy00,pass_td,0,,,,,
player,201210070was,was,GranRy00,pass_int,0,,,,,
player,201210070was,was,GranRy00,pass_sacked,0,,,,,
player,201210070was,was,GranRy00,pass_sacked_yds,0,,,,,
player,201210070was,was,GranRy00,pass_long,0,,,,,
player,201210070was,was,GranRy00,pass_rating,,,,,,
player,201210070was,was,GranRy00,rush_att,1,,,,,
player,201210070was,was,GranRy00,rush_yds,5,,,,,
player,201210070was,was,GranRy00,rush_td,0,,,,,
player,201210070was,was,GranRy00,rush_long,5,,,,,
player,201210070was,was,GranRy00,targets,0,,,,,
player,201210070was,was,GranRy00,rec,0,,,,,
player,201210070was,was,GranRy00,rec_yds,0,,,,,
player,201210070was,was,GranRy00,rec_td,0,,,,,
player,201210070was,was,GranRy00,rec_long,0,,,,,
player,201210070was,was,GranRy00,fumbles,0,,,,,
player,201210070was,was,GranRy00,fumbles_lost,0,,,,,
player,201210070was,was,HankLe00,pass_cmp,0,,,,,
player,201210070was,was,HankLe00,pass_att,0,,,,,
player,201210070was,was,HankLe00,pass_yds,0,,,,,
player,201210070was,was,HankLe00,pass_td,0,,,,,
player,201210070was,was,HankLe00,pass_int,0,,,,,
player,201210070was,was,HankLe00,pass_sacked,0,,,,,
player,201210070was,was,HankLe00,pass_sacked_yds,0,,,,,
player,201210070was,was,HankLe00,pass_long,0,,,,,
player,201210070was,was,HankLe00,pass_rating,,,,,,
player,201210070was,was,HankLe00,rush_att,1,,,,,
player,201210070was,was,HankLe00,rush_yds,2,,,,,
player,201210070was,was,HankLe00,rush_td,0,,,,,
player,201210070was,was,HankLe00,rush_long,2,,,,,
player,201210070was,was,HankLe00,targets,1,,,,,
player,201210070was,was,HankLe00,rec,1,,,,,
player,201210070was,was,HankLe00,rec_yds,3,,,,,
player,201210070was,was,HankLe00,rec_td,0,,,,,
player,201210070was,was,HankLe00,rec_long,3,,,,,
player,201210070was,was,HankLe00,fumbles,0,,,,,
player,201210070was,was,HankLe00,fumbles_lost,0,,,,,
player,201210070was,was,MossSa00,pass_cmp,0,,,,,
player,201210070was,was,MossSa00,pass_att,0,,,,,
player,201210070was,was,MossSa00,pass_yds,0,,,,,
player,201210070was,was,MossSa00,pass_td,0,,,,,
player,201210070was,was,MossSa00,pass_int,0,,,,,
player,201210070was,was,MossSa00,pass_sacked,0,,,,,
player,201210070was,was,MossSa00,pass_sacked_yds,0,,,,,
player,201210070was,was,MossSa00,pass_long,0,,,,,
player,201210070was,was,MossSa00,pass_rating,,,,,,
player,201210070was,was,MossSa00,rush_att,0,,,,,
player,201210070was,was,MossSa00,rush_yds,0,,,,,
player,201210070was,was,MossSa00,rush_td,0,,,,,
player,201210070was,was,MossSa00,rush_long,0,,,,,
player,201210070was,was,MossSa00,targets,5,,,,,
player,201210070was,was,MossSa00,rec,2,,,,,
player,201210070was,was,MossSa00,rec_yds,80,,,,,
player,201210070was,was,MossSa00,rec_td,1,,,,,
player,201210070was,was,MossSa00,rec_long,77,,,,,
player,201210070was,was,MossSa00,fumbles,0,,,,,
player,201210070was,was,MossSa00,fumbles_lost,0,,,,,
player,201210070was,was,DaviFr01,pass_cmp,0,,,,,
player,201210070was,was,DaviFr01,pass_att,0,,,,,
player,201210070was,was,DaviFr01,pass_yds,0,,,,,
player,201210070was,was,DaviFr01,pass_td,0,,,,,
player,201210070was,was,DaviFr01,pass_int,0,,,,,
player,201210070was,was,DaviFr01,pass_sacked,0,,,,,
player,201210070was,was,DaviFr01,pass_sacked_yds,0,,,,,
player,201210070was,was,DaviFr01,pass_long,0,,,,,
player,201210070was,was,DaviFr01,pass_rating,,,,,,
player,201210070was,was,DaviFr01,rush_att,0,,,,,
player,201210070was,was,DaviFr01,rush_yds,0,,,,,
player,201210070was,was,DaviFr01,rush_td,0,,,,,
player,201210070was,was,DaviFr01,rush_long,0,,,,,
player,201210070was,was,DaviFr01,targets,6,,,,,
player,201210070was,was,DaviFr01,rec,5,,,,,
player,201210070was,was,DaviFr01,rec_yds,54,,,,,
player,201210070was,was,DaviFr01,rec_td,0,,,,,
player,201210070was,was,DaviFr01,rec_long,18,,,,,
player,201210070was,was,DaviFr01,fumbles,0,,,,,
player,201210070was,was,DaviFr01,fumbles_lost,0,,,,,
player,201210070was,was,GarcPi00,pass_cmp,0,,,,,
player,201210070was,was,GarcPi00,pass_att,0,,,,,
player,201210070was,was,GarcPi00,pass_yds,0,,,,,
player,201210070was,was,GarcPi00,pass_td,0,,,,,
player,201210070was,was,GarcPi00,pass_int,0,,,,,
player,201210070was,was,GarcPi00,pass_sacked,0,,,,,
player,201210070was,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201210070was,was,GarcPi00,pass_long,0,,,,,
player,201210070was,was,GarcPi00,pass_rating,,,,,,
player,201210070was,was,GarcPi00,rush_att,0,,,,,
player,201210070was,was,GarcPi00,rush_yds,0,,,,,
player,201210070was,was,GarcPi00,rush_td,0,,,,,
player,201210070was,was,GarcPi00,rush_long,0,,,,,
player,201210070was,was,GarcPi00,targets,7,,,,,
player,201210070was,was,GarcPi00,rec,3,,,,,
player,201210070was,was,GarcPi00,rec_yds,24,,,,,
player,201210070was,was,GarcPi00,rec_td,0,,,,,
player,201210070was,was,GarcPi00,rec_long,20,,,,,
player,201210070was,was,GarcPi00,fumbles,0,,,,,
player,201210070was,was,GarcPi00,fumbles_lost,0,,,,,
player,201210070was,was,RobiAl00,pass_cmp,0,,,,,
player,201210070was,was,RobiAl00,pass_att,0,,,,,
player,201210070was,was,RobiAl00,pass_yds,0,,,,,
player,201210070was,was,RobiAl00,pass_td,0,,,,,
player,201210070was,was,RobiAl00,pass_int,0,,,,,
player,201210070was,was,RobiAl00,pass_sacked,0,,,,,
player,201210070was,was,RobiAl00,pass_sacked_yds,0,,,,,
player,201210070was,was,RobiAl00,pass_long,0,,,,,
player,201210070was,was,RobiAl00,pass_rating,,,,,,
player,201210070was,was,RobiAl00,rush_att,0,,,,,
player,201210070was,was,RobiAl00,rush_yds,0,,,,,
player,201210070was,was,RobiAl00,rush_td,0,,,,,
player,201210070was,was,RobiAl00,rush_long,0,,,,,
player,201210070was,was,RobiAl00,targets,1,,,,,
player,201210070was,was,RobiAl00,rec,1,,,,,
player,201210070was,was,RobiAl00,rec_yds,10,,,,,
player,201210070was,was,RobiAl00,rec_td,0,,,,,
player,201210070was,was,RobiAl00,rec_long,10,,,,,
player,201210070was,was,RobiAl00,fumbles,0,,,,,
player,201210070was,was,RobiAl00,fumbles_lost,0,,,,,
player,201210070was,was,RoysEv00,pass_cmp,0,,,,,
player,201210070was,was,RoysEv00,pass_att,0,,,,,
player,201210070was,was,RoysEv00,pass_yds,0,,,,,
player,201210070was,was,RoysEv00,pass_td,0,,,,,
player,201210070was,was,RoysEv00,pass_int,0,,,,,
player,201210070was,was,RoysEv00,pass_sacked,0,,,,,
player,201210070was,was,RoysEv00,pass_sacked_yds,0,,,,,
player,201210070was,was,RoysEv00,pass_long,0,,,,,
player,201210070was,was,RoysEv00,pass_rating,,,,,,
player,201210070was,was,RoysEv00,rush_att,0,,,,,
player,201210070was,was,RoysEv00,rush_yds,0,,,,,
player,201210070was,was,RoysEv00,rush_td,0,,,,,
player,201210070was,was,RoysEv00,rush_long,0,,,,,
player,201210070was,was,RoysEv00,targets,1,,,,,
player,201210070was,was,RoysEv00,rec,1,,,,,
player,201210070was,was,RoysEv00,rec_yds,7,,,,,
player,201210070was,was,RoysEv00,rec_td,0,,,,,
player,201210070was,was,RoysEv00,rec_long,7,,,,,
player,201210070was,was,RoysEv00,fumbles,0,,,,,
player,201210070was,was,RoysEv00,fumbles_lost,0,,,,,
player,201210070was,was,MorgJo00,pass_cmp,0,,,,,
player,201210070was,was,MorgJo00,pass_att,0,,,,,
player,201210070was,was,MorgJo00,pass_yds,0,,,,,
player,201210070was,was,MorgJo00,pass_td,0,,,,,
player,201210070was,was,MorgJo00,pass_int,0,,,,,
player,201210070was,was,MorgJo00,pass_sacked,0,,,,,
player,201210070was,was,MorgJo00,pass_sacked_yds,0,,,,,
player,201210070was,was,MorgJo00,pass_long,0,,,,,
player,201210070was,was,MorgJo00,pass_rating,,,,,,
player,201210070was,was,MorgJo00,rush_att,0,,,,,
player,201210070was,was,MorgJo00,rush_yds,0,,,,,
player,201210070was,was,MorgJo00,rush_td,0,,,,,
player,201210070was,was,MorgJo00,rush_long,0,,,,,
player,201210070was,was,MorgJo00,targets,1,,,,,
player,201210070was,was,MorgJo00,rec,1,,,,,
player,201210070was,was,MorgJo00,rec_yds,4,,,,,
player,201210070was,was,MorgJo00,rec_td,0,,,,,
player,201210070was,was,MorgJo00,rec_long,4,,,,,
player,201210070was,was,MorgJo00,fumbles,0,,,,,
player,201210070was,was,MorgJo00,fumbles_lost,0,,,,,
player,201210070was,was,PaulLo00,pass_cmp,0,,,,,
player,201210070was,was,PaulLo00,pass_att,0,,,,,
player,201210070was,was,PaulLo00,pass_yds,0,,,,,
player,201210070was,was,PaulLo00,pass_td,0,,,,,
player,201210070was,was,PaulLo00,pass_int,0,,,,,
player,201210070was,was,PaulLo00,pass_sacked,0,,,,,
player,201210070was,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201210070was,was,PaulLo00,pass_long,0,,,,,
player,201210070was,was,PaulLo00,pass_rating,,,,,,
player,201210070was,was,PaulLo00,rush_att,0,,,,,
player,201210070was,was,PaulLo00,rush_yds,0,,,,,
player,201210070was,was,PaulLo00,rush_td,0,,,,,
player,201210070was,was,PaulLo00,rush_long,0,,,,,
player,201210070was,was,PaulLo00,targets,1,,,,,
player,201210070was,was,PaulLo00,rec,0,,,,,
player,201210070was,was,PaulLo00,rec_yds,0,,,,,
player,201210070was,was,PaulLo00,rec_td,0,,,,,
player,201210070was,was,PaulLo00,rec_long,0,,,,,
player,201210070was,was,PaulLo00,fumbles,0,,,,,
player,201210070was,was,PaulLo00,fumbles_lost,0,,,,,
player,201210070was,atl,RobiDu20,def_int,1,,,,,
player,201210070was,atl,RobiDu20,def_int_yds,4,,,,,
player,201210070was,atl,RobiDu20,def_int_td,0,,,,,
player,201210070was,atl,RobiDu20,def_int_long,4,,,,,
player,201210070was,atl,RobiDu20,pass_defended,2,,,,,
player,201210070was,atl,RobiDu20,sacks,0.5,,,,,
player,201210070was,atl,RobiDu20,tackles_combined,6,,,,,
player,201210070was,atl,RobiDu20,tackles_solo,3,,,,,
player,201210070was,atl,RobiDu20,tackles_assists,3,,,,,
player,201210070was,atl,RobiDu20,tackles_loss,1,,,,,
player,201210070was,atl,RobiDu20,qb_hits,1,,,,,
player,201210070was,atl,RobiDu20,fumbles_rec,0,,,,,
player,201210070was,atl,RobiDu20,fumbles_rec_yds,0,,,,,
player,201210070was,atl,RobiDu20,fumbles_rec_td,0,,,,,
player,201210070was,atl,RobiDu20,fumbles_forced,0,,,,,
player,201210070was,atl,DeCoTh99,def_int,1,,,,,
player,201210070was,atl,DeCoTh99,def_int_yds,24,,,,,
player,201210070was,atl,DeCoTh99,def_int_td,0,,,,,
