game,2012,7,20121021,201210210htx,rav,"Baltimore Ravens",13,htx,"Houston Texans",43
player,201210210htx,rav,FlacJo00,rec,0,,,,,
player,201210210htx,rav,FlacJo00,rec_yds,0,,,,,
player,201210210htx,rav,FlacJo00,rec_td,0,,,,,
player,201210210htx,rav,FlacJo00,rec_long,0,,,,,
player,201210210htx,rav,FlacJo00,fumbles,1,,,,,
player,201210210htx,rav,FlacJo00,fumbles_lost,0,,,,,
player,201210210htx,rav,RiceRa00,pass_cmp,0,,,,,
player,201210210htx,rav,RiceRa00,pass_att,0,,,,,
player,201210210htx,rav,RiceRa00,pass_yds,0,,,,,
player,201210210htx,rav,RiceRa00,pass_td,0,,,,,
player,201210210htx,rav,RiceRa00,pass_int,0,,,,,
player,201210210htx,rav,RiceRa00,pass_sacked,0,,,,,
player,201210210htx,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201210210htx,rav,RiceRa00,pass_long,0,,,,,
player,201210210htx,rav,RiceRa00,pass_rating,,,,,,
player,201210210htx,rav,RiceRa00,rush_att,9,,,,,
player,201210210htx,rav,RiceRa00,rush_yds,42,,,,,
player,201210210htx,rav,RiceRa00,rush_td,0,,,,,
player,201210210htx,rav,RiceRa00,rush_long,17,,,,,
player,201210210htx,rav,RiceRa00,targets,5,,,,,
player,201210210htx,rav,RiceRa00,rec,5,,,,,
player,201210210htx,rav,RiceRa00,rec_yds,12,,,,,
player,201210210htx,rav,RiceRa00,rec_td,0,,,,,
player,201210210htx,rav,RiceRa00,rec_long,7,,,,,
player,201210210htx,rav,RiceRa00,fumbles,0,,,,,
player,201210210htx,rav,RiceRa00,fumbles_lost,0,,,,,
player,201210210htx,rav,LeacVo00,pass_cmp,0,,,,,
player,201210210htx,rav,LeacVo00,pass_att,0,,,,,
player,201210210htx,rav,LeacVo00,pass_yds,0,,,,,
player,201210210htx,rav,LeacVo00,pass_td,0,,,,,
player,201210210htx,rav,LeacVo00,pass_int,0,,,,,
player,201210210htx,rav,LeacVo00,pass_sacked,0,,,,,
player,201210210htx,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201210210htx,rav,LeacVo00,pass_long,0,,,,,
player,201210210htx,rav,LeacVo00,pass_rating,,,,,,
player,201210210htx,rav,LeacVo00,rush_att,1,,,,,
player,201210210htx,rav,LeacVo00,rush_yds,6,,,,,
player,201210210htx,rav,LeacVo00,rush_td,0,,,,,
player,201210210htx,rav,LeacVo00,rush_long,6,,,,,
player,201210210htx,rav,LeacVo00,targets,0,,,,,
player,201210210htx,rav,LeacVo00,rec,0,,,,,
player,201210210htx,rav,LeacVo00,rec_yds,0,,,,,
player,201210210htx,rav,LeacVo00,rec_td,0,,,,,
player,201210210htx,rav,LeacVo00,rec_long,0,,,,,
player,201210210htx,rav,LeacVo00,fumbles,0,,,,,
player,201210210htx,rav,LeacVo00,fumbles_lost,0,,,,,
player,201210210htx,rav,SmitTo02,pass_cmp,0,,,,,
player,201210210htx,rav,SmitTo02,pass_att,0,,,,,
player,201210210htx,rav,SmitTo02,pass_yds,0,,,,,
player,201210210htx,rav,SmitTo02,pass_td,0,,,,,
player,201210210htx,rav,SmitTo02,pass_int,0,,,,,
player,201210210htx,rav,SmitTo02,pass_sacked,0,,,,,
player,201210210htx,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201210210htx,rav,SmitTo02,pass_long,0,,,,,
player,201210210htx,rav,SmitTo02,pass_rating,,,,,,
player,201210210htx,rav,SmitTo02,rush_att,0,,,,,
player,201210210htx,rav,SmitTo02,rush_yds,0,,,,,
player,201210210htx,rav,SmitTo02,rush_td,0,,,,,
player,201210210htx,rav,SmitTo02,rush_long,0,,,,,
player,201210210htx,rav,SmitTo02,targets,13,,,,,
player,201210210htx,rav,SmitTo02,rec,4,,,,,
player,201210210htx,rav,SmitTo02,rec_yds,41,,,,,
player,201210210htx,rav,SmitTo02,rec_td,0,,,,,
player,201210210htx,rav,SmitTo02,rec_long,15,,,,,
player,201210210htx,rav,SmitTo02,fumbles,0,,,,,
player,201210210htx,rav,SmitTo02,fumbles_lost,0,,,,,
player,201210210htx,rav,PittDe00,pass_cmp,0,,,,,
player,201210210htx,rav,PittDe00,pass_att,0,,,,,
player,201210210htx,rav,PittDe00,pass_yds,0,,,,,
player,201210210htx,rav,PittDe00,pass_td,0,,,,,
player,201210210htx,rav,PittDe00,pass_int,0,,,,,
player,201210210htx,rav,PittDe00,pass_sacked,0,,,,,
player,201210210htx,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201210210htx,rav,PittDe00,pass_long,0,,,,,
player,201210210htx,rav,PittDe00,pass_rating,,,,,,
player,201210210htx,rav,PittDe00,rush_att,0,,,,,
player,201210210htx,rav,PittDe00,rush_yds,0,,,,,
player,201210210htx,rav,PittDe00,rush_td,0,,,,,
player,201210210htx,rav,PittDe00,rush_long,0,,,,,
player,201210210htx,rav,PittDe00,targets,8,,,,,
player,201210210htx,rav,PittDe00,rec,5,,,,,
player,201210210htx,rav,PittDe00,rec_yds,33,,,,,
player,201210210htx,rav,PittDe00,rec_td,0,,,,,
player,201210210htx,rav,PittDe00,rec_long,9,,,,,
player,201210210htx,rav,PittDe00,fumbles,0,,,,,
player,201210210htx,rav,PittDe00,fumbles_lost,0,,,,,
player,201210210htx,rav,BoldAn00,pass_cmp,0,,,,,
player,201210210htx,rav,BoldAn00,pass_att,0,,,,,
player,201210210htx,rav,BoldAn00,pass_yds,0,,,,,
player,201210210htx,rav,BoldAn00,pass_td,0,,,,,
player,201210210htx,rav,BoldAn00,pass_int,0,,,,,
player,201210210htx,rav,BoldAn00,pass_sacked,0,,,,,
player,201210210htx,rav,BoldAn00,pass_sacked_yds,0,,,,,
player,201210210htx,rav,BoldAn00,pass_long,0,,,,,
player,201210210htx,rav,BoldAn00,pass_rating,,,,,,
player,201210210htx,rav,BoldAn00,rush_att,0,,,,,
player,201210210htx,rav,BoldAn00,rush_yds,0,,,,,
player,201210210htx,rav,BoldAn00,rush_td,0,,,,,
player,201210210htx,rav,BoldAn00,rush_long,0,,,,,
player,201210210htx,rav,BoldAn00,targets,8,,,,,
player,201210210htx,rav,BoldAn00,rec,3,,,,,
player,201210210htx,rav,BoldAn00,rec_yds,24,,,,,
player,201210210htx,rav,BoldAn00,rec_td,0,,,,,
player,201210210htx,rav,BoldAn00,rec_long,10,,,,,
player,201210210htx,rav,BoldAn00,fumbles,0,,,,,
player,201210210htx,rav,BoldAn00,fumbles_lost,0,,,,,
player,201210210htx,rav,JoneJa03,pass_cmp,0,,,,,
player,201210210htx,rav,JoneJa03,pass_att,0,,,,,
player,201210210htx,rav,JoneJa03,pass_yds,0,,,,,
player,201210210htx,rav,JoneJa03,pass_td,0,,,,,
player,201210210htx,rav,JoneJa03,pass_int,0,,,,,
player,201210210htx,rav,JoneJa03,pass_sacked,0,,,,,
player,201210210htx,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201210210htx,rav,JoneJa03,pass_long,0,,,,,
player,201210210htx,rav,JoneJa03,pass_rating,,,,,,
player,201210210htx,rav,JoneJa03,rush_att,0,,,,,
player,201210210htx,rav,JoneJa03,rush_yds,0,,,,,
player,201210210htx,rav,JoneJa03,rush_td,0,,,,,
player,201210210htx,rav,JoneJa03,rush_long,0,,,,,
player,201210210htx,rav,JoneJa03,targets,2,,,,,
player,201210210htx,rav,JoneJa03,rec,2,,,,,
player,201210210htx,rav,JoneJa03,rec_yds,17,,,,,
player,201210210htx,rav,JoneJa03,rec_td,0,,,,,
player,201210210htx,rav,JoneJa03,rec_long,9,,,,,
player,201210210htx,rav,JoneJa03,fumbles,0,,,,,
player,201210210htx,rav,JoneJa03,fumbles_lost,0,,,,,
player,201210210htx,rav,DossTa00,pass_cmp,0,,,,,
player,201210210htx,rav,DossTa00,pass_att,0,,,,,
player,201210210htx,rav,DossTa00,pass_yds,0,,,,,
player,201210210htx,rav,DossTa00,pass_td,0,,,,,
player,201210210htx,rav,DossTa00,pass_int,0,,,,,
player,201210210htx,rav,DossTa00,pass_sacked,0,,,,,
player,201210210htx,rav,DossTa00,pass_sacked_yds,0,,,,,
player,201210210htx,rav,DossTa00,pass_long,0,,,,,
player,201210210htx,rav,DossTa00,pass_rating,,,,,,
player,201210210htx,rav,DossTa00,rush_att,0,,,,,
player,201210210htx,rav,DossTa00,rush_yds,0,,,,,
player,201210210htx,rav,DossTa00,rush_td,0,,,,,
player,201210210htx,rav,DossTa00,rush_long,0,,,,,
player,201210210htx,rav,DossTa00,targets,1,,,,,
player,201210210htx,rav,DossTa00,rec,1,,,,,
player,201210210htx,rav,DossTa00,rec_yds,15,,,,,
player,201210210htx,rav,DossTa00,rec_td,1,,,,,
player,201210210htx,rav,DossTa00,rec_long,15,,,,,
player,201210210htx,rav,DossTa00,fumbles,0,,,,,
player,201210210htx,rav,DossTa00,fumbles_lost,0,,,,,
player,201210210htx,rav,DickEd00,pass_cmp,0,,,,,
player,201210210htx,rav,DickEd00,pass_att,0,,,,,
player,201210210htx,rav,DickEd00,pass_yds,0,,,,,
player,201210210htx,rav,DickEd00,pass_td,0,,,,,
player,201210210htx,rav,DickEd00,pass_int,0,,,,,
player,201210210htx,rav,DickEd00,pass_sacked,0,,,,,
player,201210210htx,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201210210htx,rav,DickEd00,pass_long,0,,,,,
player,201210210htx,rav,DickEd00,pass_rating,,,,,,
player,201210210htx,rav,DickEd00,rush_att,0,,,,,
player,201210210htx,rav,DickEd00,rush_yds,0,,,,,
player,201210210htx,rav,DickEd00,rush_td,0,,,,,
player,201210210htx,rav,DickEd00,rush_long,0,,,,,
player,201210210htx,rav,DickEd00,targets,5,,,,,
player,201210210htx,rav,DickEd00,rec,1,,,,,
player,201210210htx,rav,DickEd00,rec_yds,5,,,,,
player,201210210htx,rav,DickEd00,rec_td,0,,,,,
player,201210210htx,rav,DickEd00,rec_long,5,,,,,
player,201210210htx,rav,DickEd00,fumbles,0,,,,,
player,201210210htx,rav,DickEd00,fumbles_lost,0,,,,,
player,201210210htx,htx,SchaMa00,pass_cmp,23,,,,,
player,201210210htx,htx,SchaMa00,pass_att,37,,,,,
player,201210210htx,htx,SchaMa00,pass_yds,256,,,,,
player,201210210htx,htx,SchaMa00,pass_td,2,,,,,
player,201210210htx,htx,SchaMa00,pass_int,0,,,,,
player,201210210htx,htx,SchaMa00,pass_sacked,2,,,,,
player,201210210htx,htx,SchaMa00,pass_sacked_yds,17,,,,,
player,201210210htx,htx,SchaMa00,pass_long,34,,,,,
player,201210210htx,htx,SchaMa00,pass_rating,100.7,,,,,
player,201210210htx,htx,SchaMa00,rush_att,1,,,,,
player,201210210htx,htx,SchaMa00,rush_yds,-2,,,,,
player,201210210htx,htx,SchaMa00,rush_td,0,,,,,
player,201210210htx,htx,SchaMa00,rush_long,-2,,,,,
player,201210210htx,htx,SchaMa00,targets,0,,,,,
player,201210210htx,htx,SchaMa00,rec,0,,,,,
player,201210210htx,htx,SchaMa00,rec_yds,0,,,,,
player,201210210htx,htx,SchaMa00,rec_td,0,,,,,
player,201210210htx,htx,SchaMa00,rec_long,0,,,,,
player,201210210htx,htx,SchaMa00,fumbles,0,,,,,
player,201210210htx,htx,SchaMa00,fumbles_lost,0,,,,,
player,201210210htx,htx,FostAr00,pass_cmp,0,,,,,
player,201210210htx,htx,FostAr00,pass_att,0,,,,,
player,201210210htx,htx,FostAr00,pass_yds,0,,,,,
player,201210210htx,htx,FostAr00,pass_td,0,,,,,
player,201210210htx,htx,FostAr00,pass_int,0,,,,,
player,201210210htx,htx,FostAr00,pass_sacked,0,,,,,
player,201210210htx,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201210210htx,htx,FostAr00,pass_long,0,,,,,
player,201210210htx,htx,FostAr00,pass_rating,,,,,,
player,201210210htx,htx,FostAr00,rush_att,19,,,,,
player,201210210htx,htx,FostAr00,rush_yds,98,,,,,
player,201210210htx,htx,FostAr00,rush_td,2,,,,,
player,201210210htx,htx,FostAr00,rush_long,16,,,,,
player,201210210htx,htx,FostAr00,targets,5,,,,,
player,201210210htx,htx,FostAr00,rec,1,,,,,
player,201210210htx,htx,FostAr00,rec_yds,5,,,,,
player,201210210htx,htx,FostAr00,rec_td,0,,,,,
player,201210210htx,htx,FostAr00,rec_long,5,,,,,
player,201210210htx,htx,FostAr00,fumbles,0,,,,,
player,201210210htx,htx,FostAr00,fumbles_lost,0,,,,,
player,201210210htx,htx,TateBe00,pass_cmp,0,,,,,
player,201210210htx,htx,TateBe00,pass_att,0,,,,,
player,201210210htx,htx,TateBe00,pass_yds,0,,,,,
player,201210210htx,htx,TateBe00,pass_td,0,,,,,
player,201210210htx,htx,TateBe00,pass_int,0,,,,,
player,201210210htx,htx,TateBe00,pass_sacked,0,,,,,
player,201210210htx,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201210210htx,htx,TateBe00,pass_long,0,,,,,
player,201210210htx,htx,TateBe00,pass_rating,,,,,,
player,201210210htx,htx,TateBe00,rush_att,10,,,,,
player,201210210htx,htx,TateBe00,rush_yds,47,,,,,
player,201210210htx,htx,TateBe00,rush_td,0,,,,,
player,201210210htx,htx,TateBe00,rush_long,10,,,,,
player,201210210htx,htx,TateBe00,targets,0,,,,,
player,201210210htx,htx,TateBe00,rec,0,,,,,
player,201210210htx,htx,TateBe00,rec_yds,0,,,,,
player,201210210htx,htx,TateBe00,rec_td,0,,,,,
player,201210210htx,htx,TateBe00,rec_long,0,,,,,
player,201210210htx,htx,TateBe00,fumbles,0,,,,,
player,201210210htx,htx,TateBe00,fumbles_lost,0,,,,,
player,201210210htx,htx,ForsJu00,pass_cmp,0,,,,,
player,201210210htx,htx,ForsJu00,pass_att,0,,,,,
player,201210210htx,htx,ForsJu00,pass_yds,0,,,,,
player,201210210htx,htx,ForsJu00,pass_td,0,,,,,
player,201210210htx,htx,ForsJu00,pass_int,0,,,,,
player,201210210htx,htx,ForsJu00,pass_sacked,0,,,,,
player,201210210htx,htx,ForsJu00,pass_sacked_yds,0,,,,,
player,201210210htx,htx,ForsJu00,pass_long,0,,,,,
player,201210210htx,htx,ForsJu00,pass_rating,,,,,,
player,201210210htx,htx,ForsJu00,rush_att,6,,,,,
player,201210210htx,htx,ForsJu00,rush_yds,32,,,,,
player,201210210htx,htx,ForsJu00,rush_td,0,,,,,
player,201210210htx,htx,ForsJu00,rush_long,11,,,,,
player,201210210htx,htx,ForsJu00,targets,0,,,,,
player,201210210htx,htx,ForsJu00,rec,0,,,,,
player,201210210htx,htx,ForsJu00,rec_yds,0,,,,,
player,201210210htx,htx,ForsJu00,rec_td,0,,,,,
player,201210210htx,htx,ForsJu00,rec_long,0,,,,,
player,201210210htx,htx,ForsJu00,fumbles,0,,,,,
player,201210210htx,htx,ForsJu00,fumbles_lost,0,,,,,
player,201210210htx,htx,CaseJa00,pass_cmp,0,,,,,
player,201210210htx,htx,CaseJa00,pass_att,0,,,,,
player,201210210htx,htx,CaseJa00,pass_yds,0,,,,,
player,201210210htx,htx,CaseJa00,pass_td,0,,,,,
player,201210210htx,htx,CaseJa00,pass_int,0,,,,,
player,201210210htx,htx,CaseJa00,pass_sacked,0,,,,,
player,201210210htx,htx,CaseJa00,pass_sacked_yds,0,,,,,
player,201210210htx,htx,CaseJa00,pass_long,0,,,,,
player,201210210htx,htx,CaseJa00,pass_rating,,,,,,
player,201210210htx,htx,CaseJa00,rush_att,1,,,,,
player,201210210htx,htx,CaseJa00,rush_yds,6,,,,,
player,201210210htx,htx,CaseJa00,rush_td,0,,,,,
player,201210210htx,htx,CaseJa00,rush_long,6,,,,,
player,201210210htx,htx,CaseJa00,targets,2,,,,,
player,201210210htx,htx,CaseJa00,rec,0,,,,,
player,201210210htx,htx,CaseJa00,rec_yds,0,,,,,
player,201210210htx,htx,CaseJa00,rec_td,0,,,,,
player,201210210htx,htx,CaseJa00,rec_long,0,,,,,
player,201210210htx,htx,CaseJa00,fumbles,0,,,,,
player,201210210htx,htx,CaseJa00,fumbles_lost,0,,,,,
player,201210210htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201210210htx,htx,JohnAn02,pass_att,0,,,,,
player,201210210htx,htx,JohnAn02,pass_yds,0,,,,,
player,201210210htx,htx,JohnAn02,pass_td,0,,,,,
player,201210210htx,htx,JohnAn02,pass_int,0,,,,,
player,201210210htx,htx,JohnAn02,pass_sacked,0,,,,,
player,201210210htx,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201210210htx,htx,JohnAn02,pass_long,0,,,,,
player,201210210htx,htx,JohnAn02,pass_rating,,,,,,
player,201210210htx,htx,JohnAn02,rush_att,0,,,,,
player,201210210htx,htx,JohnAn02,rush_yds,0,,,,,
player,201210210htx,htx,JohnAn02,rush_td,0,,,,,
player,201210210htx,htx,JohnAn02,rush_long,0,,,,,
player,201210210htx,htx,JohnAn02,targets,10,,,,,
player,201210210htx,htx,JohnAn02,rec,9,,,,,
player,201210210htx,htx,JohnAn02,rec_yds,86,,,,,
player,201210210htx,htx,JohnAn02,rec_td,0,,,,,
player,201210210htx,htx,JohnAn02,rec_long,14,,,,,
player,201210210htx,htx,JohnAn02,fumbles,0,,,,,
player,201210210htx,htx,JohnAn02,fumbles_lost,0,,,,,
player,201210210htx,htx,WaltKe00,pass_cmp,0,,,,,
player,201210210htx,htx,WaltKe00,pass_att,0,,,,,
player,201210210htx,htx,WaltKe00,pass_yds,0,,,,,
player,201210210htx,htx,WaltKe00,pass_td,0,,,,,
player,201210210htx,htx,WaltKe00,pass_int,0,,,,,
player,201210210htx,htx,WaltKe00,pass_sacked,0,,,,,
player,201210210htx,htx,WaltKe00,pass_sacked_yds,0,,,,,
player,201210210htx,htx,WaltKe00,pass_long,0,,,,,
player,201210210htx,htx,WaltKe00,pass_rating,,,,,,
player,201210210htx,htx,WaltKe00,rush_att,0,,,,,
player,201210210htx,htx,WaltKe00,rush_yds,0,,,,,
player,201210210htx,htx,WaltKe00,rush_td,0,,,,,
player,201210210htx,htx,WaltKe00,rush_long,0,,,,,
player,201210210htx,htx,WaltKe00,targets,6,,,,,
player,201210210htx,htx,WaltKe00,rec,4,,,,,
player,201210210htx,htx,WaltKe00,rec_yds,74,,,,,
player,201210210htx,htx,WaltKe00,rec_td,1,,,,,
player,201210210htx,htx,WaltKe00,rec_long,34,,,,,
player,201210210htx,htx,WaltKe00,fumbles,0,,,,,
player,201210210htx,htx,WaltKe00,fumbles_lost,0,,,,,
player,201210210htx,htx,DaniOw00,pass_cmp,0,,,,,
player,201210210htx,htx,DaniOw00,pass_att,0,,,,,
player,201210210htx,htx,DaniOw00,pass_yds,0,,,,,
player,201210210htx,htx,DaniOw00,pass_td,0,,,,,
player,201210210htx,htx,DaniOw00,pass_int,0,,,,,
player,201210210htx,htx,DaniOw00,pass_sacked,0,,,,,
player,201210210htx,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201210210htx,htx,DaniOw00,pass_long,0,,,,,
player,201210210htx,htx,DaniOw00,pass_rating,,,,,,
player,201210210htx,htx,DaniOw00,rush_att,0,,,,,
player,201210210htx,htx,DaniOw00,rush_yds,0,,,,,
player,201210210htx,htx,DaniOw00,rush_td,0,,,,,
player,201210210htx,htx,DaniOw00,rush_long,0,,,,,
player,201210210htx,htx,DaniOw00,targets,10,,,,,
player,201210210htx,htx,DaniOw00,rec,7,,,,,
player,201210210htx,htx,DaniOw00,rec_yds,59,,,,,
player,201210210htx,htx,DaniOw00,rec_td,1,,,,,
player,201210210htx,htx,DaniOw00,rec_long,19,,,,,
player,201210210htx,htx,DaniOw00,fumbles,0,,,,,
player,201210210htx,htx,DaniOw00,fumbles_lost,0,,,,,
player,201210210htx,htx,GrahGa00,pass_cmp,0,,,,,
player,201210210htx,htx,GrahGa00,pass_att,0,,,,,
player,201210210htx,htx,GrahGa00,pass_yds,0,,,,,
player,201210210htx,htx,GrahGa00,pass_td,0,,,,,
player,201210210htx,htx,GrahGa00,pass_int,0,,,,,
player,201210210htx,htx,GrahGa00,pass_sacked,0,,,,,
player,201210210htx,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201210210htx,htx,GrahGa00,pass_long,0,,,,,
player,201210210htx,htx,GrahGa00,pass_rating,,,,,,
player,201210210htx,htx,GrahGa00,rush_att,0,,,,,
player,201210210htx,htx,GrahGa00,rush_yds,0,,,,,
player,201210210htx,htx,GrahGa00,rush_td,0,,,,,
player,201210210htx,htx,GrahGa00,rush_long,0,,,,,
player,201210210htx,htx,GrahGa00,targets,2,,,,,
player,201210210htx,htx,GrahGa00,rec,2,,,,,
player,201210210htx,htx,GrahGa00,rec_yds,32,,,,,
player,201210210htx,htx,GrahGa00,rec_td,0,,,,,
player,201210210htx,htx,GrahGa00,rec_long,20,,,,,
player,201210210htx,htx,GrahGa00,fumbles,0,,,,,
player,201210210htx,htx,GrahGa00,fumbles_lost,0,,,,,
player,201210210htx,htx,MartKe01,pass_cmp,0,,,,,
player,201210210htx,htx,MartKe01,pass_att,0,,,,,
player,201210210htx,htx,MartKe01,pass_yds,0,,,,,
player,201210210htx,htx,MartKe01,pass_td,0,,,,,
player,201210210htx,htx,MartKe01,pass_int,0,,,,,
player,201210210htx,htx,MartKe01,pass_sacked,0,,,,,
player,201210210htx,htx,MartKe01,pass_sacked_yds,0,,,,,
player,201210210htx,htx,MartKe01,pass_long,0,,,,,
player,201210210htx,htx,MartKe01,pass_rating,,,,,,
player,201210210htx,htx,MartKe01,rush_att,0,,,,,
player,201210210htx,htx,MartKe01,rush_yds,0,,,,,
player,201210210htx,htx,MartKe01,rush_td,0,,,,,
player,201210210htx,htx,MartKe01,rush_long,0,,,,,
player,201210210htx,htx,MartKe01,targets,2,,,,,
player,201210210htx,htx,MartKe01,rec,0,,,,,
player,201210210htx,htx,MartKe01,rec_yds,0,,,,,
player,201210210htx,htx,MartKe01,rec_td,0,,,,,
player,201210210htx,htx,MartKe01,rec_long,0,,,,,
player,201210210htx,htx,MartKe01,fumbles,1,,,,,
player,201210210htx,htx,MartKe01,fumbles_lost,0,,,,,
player,201210210htx,rav,WillCa99,def_int,0,,,,,
player,201210210htx,rav,WillCa99,def_int_yds,0,,,,,
player,201210210htx,rav,WillCa99,def_int_td,0,,,,,
player,201210210htx,rav,WillCa99,def_int_long,0,,,,,
player,201210210htx,rav,WillCa99,pass_defended,0,,,,,
player,201210210htx,rav,WillCa99,sacks,1.0,,,,,
player,201210210htx,rav,WillCa99,tackles_combined,8,,,,,
player,201210210htx,rav,WillCa99,tackles_solo,8,,,,,
player,201210210htx,rav,WillCa99,tackles_assists,0,,,,,
player,201210210htx,rav,WillCa99,tackles_loss,1,,,,,
player,201210210htx,rav,WillCa99,qb_hits,1,,,,,
player,201210210htx,rav,WillCa99,fumbles_rec,0,,,,,
player,201210210htx,rav,WillCa99,fumbles_rec_yds,0,,,,,
player,201210210htx,rav,WillCa99,fumbles_rec_td,0,,,,,
player,201210210htx,rav,WillCa99,fumbles_forced,0,,,,,
player,201210210htx,rav,SuggTe99,def_int,0,,,,,
player,201210210htx,rav,SuggTe99,def_int_yds,0,,,,,
player,201210210htx,rav,SuggTe99,def_int_td,0,,,,,
player,201210210htx,rav,SuggTe99,def_int_long,0,,,,,
player,201210210htx,rav,SuggTe99,pass_defended,1,,,,,
player,201210210htx,rav,SuggTe99,sacks,1.0,,,,,
player,201210210htx,rav,SuggTe99,tackles_combined,4,,,,,
player,201210210htx,rav,SuggTe99,tackles_solo,3,,,,,
player,201210210htx,rav,SuggTe99,tackles_assists,1,,,,,
player,201210210htx,rav,SuggTe99,tackles_loss,1,,,,,
player,201210210htx,rav,SuggTe99,qb_hits,2,,,,,
player,201210210htx,rav,SuggTe99,fumbles_rec,0,,,,,
player,201210210htx,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201210210htx,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201210210htx,rav,SuggTe99,fumbles_forced,0,,,,,
player,201210210htx,rav,ElleDa99,def_int,0,,,,,
player,201210210htx,rav,ElleDa99,def_int_yds,0,,,,,
player,201210210htx,rav,ElleDa99,def_int_td,0,,,,,
player,201210210htx,rav,ElleDa99,def_int_long,0,,,,,
player,201210210htx,rav,ElleDa99,pass_defended,1,,,,,
player,201210210htx,rav,ElleDa99,sacks,0.0,,,,,
player,201210210htx,rav,ElleDa99,tackles_combined,12,,,,,
player,201210210htx,rav,ElleDa99,tackles_solo,9,,,,,
player,201210210htx,rav,ElleDa99,tackles_assists,3,,,,,
player,201210210htx,rav,ElleDa99,tackles_loss,0,,,,,
player,201210210htx,rav,ElleDa99,qb_hits,0,,,,,
player,201210210htx,rav,ElleDa99,fumbles_rec,0,,,,,
player,201210210htx,rav,ElleDa99,fumbles_rec_yds,0,,,,,
player,201210210htx,rav,ElleDa99,fumbles_rec_td,0,,,,,
player,201210210htx,rav,ElleDa99,fumbles_forced,0,,,,,
player,201210210htx,rav,PollBe20,def_int,0,,,,,
player,201210210htx,rav,PollBe20,def_int_yds,0,,,,,
player,201210210htx,rav,PollBe20,def_int_td,0,,,,,
player,201210210htx,rav,PollBe20,def_int_long,0,,,,,
player,201210210htx,rav,PollBe20,pass_defended,0,,,,,
player,201210210htx,rav,PollBe20,sacks,0.0,,,,,
player,201210210htx,rav,PollBe20,tackles_combined,8,,,,,
player,201210210htx,rav,PollBe20,tackles_solo,7,,,,,
