game,2012,13,20121202,201212020kan,car,"Carolina Panthers",21,kan,"Kansas City Chiefs",27
player,201212020kan,car,WillDe02,fumbles_lost,0,,,,,
player,201212020kan,car,TolbMi00,pass_cmp,0,,,,,
player,201212020kan,car,TolbMi00,pass_att,0,,,,,
player,201212020kan,car,TolbMi00,pass_yds,0,,,,,
player,201212020kan,car,TolbMi00,pass_td,0,,,,,
player,201212020kan,car,TolbMi00,pass_int,0,,,,,
player,201212020kan,car,TolbMi00,pass_sacked,0,,,,,
player,201212020kan,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201212020kan,car,TolbMi00,pass_long,0,,,,,
player,201212020kan,car,TolbMi00,pass_rating,,,,,,
player,201212020kan,car,TolbMi00,rush_att,2,,,,,
player,201212020kan,car,TolbMi00,rush_yds,15,,,,,
player,201212020kan,car,TolbMi00,rush_td,0,,,,,
player,201212020kan,car,TolbMi00,rush_long,9,,,,,
player,201212020kan,car,TolbMi00,targets,4,,,,,
player,201212020kan,car,TolbMi00,rec,3,,,,,
player,201212020kan,car,TolbMi00,rec_yds,24,,,,,
player,201212020kan,car,TolbMi00,rec_td,0,,,,,
player,201212020kan,car,TolbMi00,rec_long,15,,,,,
player,201212020kan,car,TolbMi00,fumbles,0,,,,,
player,201212020kan,car,TolbMi00,fumbles_lost,0,,,,,
player,201212020kan,car,AdamJo01,pass_cmp,0,,,,,
player,201212020kan,car,AdamJo01,pass_att,0,,,,,
player,201212020kan,car,AdamJo01,pass_yds,0,,,,,
player,201212020kan,car,AdamJo01,pass_td,0,,,,,
player,201212020kan,car,AdamJo01,pass_int,0,,,,,
player,201212020kan,car,AdamJo01,pass_sacked,0,,,,,
player,201212020kan,car,AdamJo01,pass_sacked_yds,0,,,,,
player,201212020kan,car,AdamJo01,pass_long,0,,,,,
player,201212020kan,car,AdamJo01,pass_rating,,,,,,
player,201212020kan,car,AdamJo01,rush_att,1,,,,,
player,201212020kan,car,AdamJo01,rush_yds,5,,,,,
player,201212020kan,car,AdamJo01,rush_td,0,,,,,
player,201212020kan,car,AdamJo01,rush_long,5,,,,,
player,201212020kan,car,AdamJo01,targets,1,,,,,
player,201212020kan,car,AdamJo01,rec,1,,,,,
player,201212020kan,car,AdamJo01,rec_yds,7,,,,,
player,201212020kan,car,AdamJo01,rec_td,0,,,,,
player,201212020kan,car,AdamJo01,rec_long,7,,,,,
player,201212020kan,car,AdamJo01,fumbles,0,,,,,
player,201212020kan,car,AdamJo01,fumbles_lost,0,,,,,
player,201212020kan,car,SmitSt01,pass_cmp,0,,,,,
player,201212020kan,car,SmitSt01,pass_att,0,,,,,
player,201212020kan,car,SmitSt01,pass_yds,0,,,,,
player,201212020kan,car,SmitSt01,pass_td,0,,,,,
player,201212020kan,car,SmitSt01,pass_int,0,,,,,
player,201212020kan,car,SmitSt01,pass_sacked,0,,,,,
player,201212020kan,car,SmitSt01,pass_sacked_yds,0,,,,,
player,201212020kan,car,SmitSt01,pass_long,0,,,,,
player,201212020kan,car,SmitSt01,pass_rating,,,,,,
player,201212020kan,car,SmitSt01,rush_att,0,,,,,
player,201212020kan,car,SmitSt01,rush_yds,0,,,,,
player,201212020kan,car,SmitSt01,rush_td,0,,,,,
player,201212020kan,car,SmitSt01,rush_long,0,,,,,
player,201212020kan,car,SmitSt01,targets,9,,,,,
player,201212020kan,car,SmitSt01,rec,5,,,,,
player,201212020kan,car,SmitSt01,rec_yds,120,,,,,
player,201212020kan,car,SmitSt01,rec_td,1,,,,,
player,201212020kan,car,SmitSt01,rec_long,53,,,,,
player,201212020kan,car,SmitSt01,fumbles,0,,,,,
player,201212020kan,car,SmitSt01,fumbles_lost,0,,,,,
player,201212020kan,car,OlseGr00,pass_cmp,0,,,,,
player,201212020kan,car,OlseGr00,pass_att,0,,,,,
player,201212020kan,car,OlseGr00,pass_yds,0,,,,,
player,201212020kan,car,OlseGr00,pass_td,0,,,,,
player,201212020kan,car,OlseGr00,pass_int,0,,,,,
player,201212020kan,car,OlseGr00,pass_sacked,0,,,,,
player,201212020kan,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201212020kan,car,OlseGr00,pass_long,0,,,,,
player,201212020kan,car,OlseGr00,pass_rating,,,,,,
player,201212020kan,car,OlseGr00,rush_att,0,,,,,
player,201212020kan,car,OlseGr00,rush_yds,0,,,,,
player,201212020kan,car,OlseGr00,rush_td,0,,,,,
player,201212020kan,car,OlseGr00,rush_long,0,,,,,
player,201212020kan,car,OlseGr00,targets,4,,,,,
player,201212020kan,car,OlseGr00,rec,1,,,,,
player,201212020kan,car,OlseGr00,rec_yds,47,,,,,
player,201212020kan,car,OlseGr00,rec_td,1,,,,,
player,201212020kan,car,OlseGr00,rec_long,47,,,,,
player,201212020kan,car,OlseGr00,fumbles,0,,,,,
player,201212020kan,car,OlseGr00,fumbles_lost,0,,,,,
player,201212020kan,car,LaFeBr00,pass_cmp,0,,,,,
player,201212020kan,car,LaFeBr00,pass_att,0,,,,,
player,201212020kan,car,LaFeBr00,pass_yds,0,,,,,
player,201212020kan,car,LaFeBr00,pass_td,0,,,,,
player,201212020kan,car,LaFeBr00,pass_int,0,,,,,
player,201212020kan,car,LaFeBr00,pass_sacked,0,,,,,
player,201212020kan,car,LaFeBr00,pass_sacked_yds,0,,,,,
player,201212020kan,car,LaFeBr00,pass_long,0,,,,,
player,201212020kan,car,LaFeBr00,pass_rating,,,,,,
player,201212020kan,car,LaFeBr00,rush_att,0,,,,,
player,201212020kan,car,LaFeBr00,rush_yds,0,,,,,
player,201212020kan,car,LaFeBr00,rush_td,0,,,,,
player,201212020kan,car,LaFeBr00,rush_long,0,,,,,
player,201212020kan,car,LaFeBr00,targets,4,,,,,
player,201212020kan,car,LaFeBr00,rec,2,,,,,
player,201212020kan,car,LaFeBr00,rec_yds,14,,,,,
player,201212020kan,car,LaFeBr00,rec_td,0,,,,,
player,201212020kan,car,LaFeBr00,rec_long,10,,,,,
player,201212020kan,car,LaFeBr00,fumbles,1,,,,,
player,201212020kan,car,LaFeBr00,fumbles_lost,0,,,,,
player,201212020kan,car,EdwaAr00,pass_cmp,0,,,,,
player,201212020kan,car,EdwaAr00,pass_att,0,,,,,
player,201212020kan,car,EdwaAr00,pass_yds,0,,,,,
player,201212020kan,car,EdwaAr00,pass_td,0,,,,,
player,201212020kan,car,EdwaAr00,pass_int,0,,,,,
player,201212020kan,car,EdwaAr00,pass_sacked,0,,,,,
player,201212020kan,car,EdwaAr00,pass_sacked_yds,0,,,,,
player,201212020kan,car,EdwaAr00,pass_long,0,,,,,
player,201212020kan,car,EdwaAr00,pass_rating,,,,,,
player,201212020kan,car,EdwaAr00,rush_att,0,,,,,
player,201212020kan,car,EdwaAr00,rush_yds,0,,,,,
player,201212020kan,car,EdwaAr00,rush_td,0,,,,,
player,201212020kan,car,EdwaAr00,rush_long,0,,,,,
player,201212020kan,car,EdwaAr00,targets,1,,,,,
player,201212020kan,car,EdwaAr00,rec,1,,,,,
player,201212020kan,car,EdwaAr00,rec_yds,11,,,,,
player,201212020kan,car,EdwaAr00,rec_td,0,,,,,
player,201212020kan,car,EdwaAr00,rec_long,11,,,,,
player,201212020kan,car,EdwaAr00,fumbles,0,,,,,
player,201212020kan,car,EdwaAr00,fumbles_lost,0,,,,,
player,201212020kan,car,MurpLo00,pass_cmp,0,,,,,
player,201212020kan,car,MurpLo00,pass_att,0,,,,,
player,201212020kan,car,MurpLo00,pass_yds,0,,,,,
player,201212020kan,car,MurpLo00,pass_td,0,,,,,
player,201212020kan,car,MurpLo00,pass_int,0,,,,,
player,201212020kan,car,MurpLo00,pass_sacked,0,,,,,
player,201212020kan,car,MurpLo00,pass_sacked_yds,0,,,,,
player,201212020kan,car,MurpLo00,pass_long,0,,,,,
player,201212020kan,car,MurpLo00,pass_rating,,,,,,
player,201212020kan,car,MurpLo00,rush_att,0,,,,,
player,201212020kan,car,MurpLo00,rush_yds,0,,,,,
player,201212020kan,car,MurpLo00,rush_td,0,,,,,
player,201212020kan,car,MurpLo00,rush_long,0,,,,,
player,201212020kan,car,MurpLo00,targets,3,,,,,
player,201212020kan,car,MurpLo00,rec,1,,,,,
player,201212020kan,car,MurpLo00,rec_yds,8,,,,,
player,201212020kan,car,MurpLo00,rec_td,1,,,,,
player,201212020kan,car,MurpLo00,rec_long,8,,,,,
player,201212020kan,car,MurpLo00,fumbles,0,,,,,
player,201212020kan,car,MurpLo00,fumbles_lost,0,,,,,
player,201212020kan,kan,QuinBr00,pass_cmp,19,,,,,
player,201212020kan,kan,QuinBr00,pass_att,23,,,,,
player,201212020kan,kan,QuinBr00,pass_yds,201,,,,,
player,201212020kan,kan,QuinBr00,pass_td,2,,,,,
player,201212020kan,kan,QuinBr00,pass_int,0,,,,,
player,201212020kan,kan,QuinBr00,pass_sacked,1,,,,,
player,201212020kan,kan,QuinBr00,pass_sacked_yds,4,,,,,
player,201212020kan,kan,QuinBr00,pass_long,34,,,,,
player,201212020kan,kan,QuinBr00,pass_rating,132.1,,,,,
player,201212020kan,kan,QuinBr00,rush_att,3,,,,,
player,201212020kan,kan,QuinBr00,rush_yds,12,,,,,
player,201212020kan,kan,QuinBr00,rush_td,0,,,,,
player,201212020kan,kan,QuinBr00,rush_long,6,,,,,
player,201212020kan,kan,QuinBr00,targets,0,,,,,
player,201212020kan,kan,QuinBr00,rec,0,,,,,
player,201212020kan,kan,QuinBr00,rec_yds,0,,,,,
player,201212020kan,kan,QuinBr00,rec_td,0,,,,,
player,201212020kan,kan,QuinBr00,rec_long,0,,,,,
player,201212020kan,kan,QuinBr00,fumbles,0,,,,,
player,201212020kan,kan,QuinBr00,fumbles_lost,0,,,,,
player,201212020kan,kan,CharJa00,pass_cmp,0,,,,,
player,201212020kan,kan,CharJa00,pass_att,0,,,,,
player,201212020kan,kan,CharJa00,pass_yds,0,,,,,
player,201212020kan,kan,CharJa00,pass_td,0,,,,,
player,201212020kan,kan,CharJa00,pass_int,0,,,,,
player,201212020kan,kan,CharJa00,pass_sacked,0,,,,,
player,201212020kan,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201212020kan,kan,CharJa00,pass_long,0,,,,,
player,201212020kan,kan,CharJa00,pass_rating,,,,,,
player,201212020kan,kan,CharJa00,rush_att,27,,,,,
player,201212020kan,kan,CharJa00,rush_yds,127,,,,,
player,201212020kan,kan,CharJa00,rush_td,0,,,,,
player,201212020kan,kan,CharJa00,rush_long,16,,,,,
player,201212020kan,kan,CharJa00,targets,4,,,,,
player,201212020kan,kan,CharJa00,rec,4,,,,,
player,201212020kan,kan,CharJa00,rec_yds,11,,,,,
player,201212020kan,kan,CharJa00,rec_td,0,,,,,
player,201212020kan,kan,CharJa00,rec_long,6,,,,,
player,201212020kan,kan,CharJa00,fumbles,0,,,,,
player,201212020kan,kan,CharJa00,fumbles_lost,0,,,,,
player,201212020kan,kan,HillPe00,pass_cmp,0,,,,,
player,201212020kan,kan,HillPe00,pass_att,0,,,,,
player,201212020kan,kan,HillPe00,pass_yds,0,,,,,
player,201212020kan,kan,HillPe00,pass_td,0,,,,,
player,201212020kan,kan,HillPe00,pass_int,0,,,,,
player,201212020kan,kan,HillPe00,pass_sacked,0,,,,,
player,201212020kan,kan,HillPe00,pass_sacked_yds,0,,,,,
player,201212020kan,kan,HillPe00,pass_long,0,,,,,
player,201212020kan,kan,HillPe00,pass_rating,,,,,,
player,201212020kan,kan,HillPe00,rush_att,12,,,,,
player,201212020kan,kan,HillPe00,rush_yds,19,,,,,
player,201212020kan,kan,HillPe00,rush_td,1,,,,,
player,201212020kan,kan,HillPe00,rush_long,5,,,,,
player,201212020kan,kan,HillPe00,targets,1,,,,,
player,201212020kan,kan,HillPe00,rec,1,,,,,
player,201212020kan,kan,HillPe00,rec_yds,9,,,,,
player,201212020kan,kan,HillPe00,rec_td,0,,,,,
player,201212020kan,kan,HillPe00,rec_long,9,,,,,
player,201212020kan,kan,HillPe00,fumbles,0,,,,,
player,201212020kan,kan,HillPe00,fumbles_lost,0,,,,,
player,201212020kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201212020kan,kan,BoweDw00,pass_att,0,,,,,
player,201212020kan,kan,BoweDw00,pass_yds,0,,,,,
player,201212020kan,kan,BoweDw00,pass_td,0,,,,,
player,201212020kan,kan,BoweDw00,pass_int,0,,,,,
player,201212020kan,kan,BoweDw00,pass_sacked,0,,,,,
player,201212020kan,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201212020kan,kan,BoweDw00,pass_long,0,,,,,
player,201212020kan,kan,BoweDw00,pass_rating,,,,,,
player,201212020kan,kan,BoweDw00,rush_att,0,,,,,
player,201212020kan,kan,BoweDw00,rush_yds,0,,,,,
player,201212020kan,kan,BoweDw00,rush_td,0,,,,,
player,201212020kan,kan,BoweDw00,rush_long,0,,,,,
player,201212020kan,kan,BoweDw00,targets,7,,,,,
player,201212020kan,kan,BoweDw00,rec,4,,,,,
player,201212020kan,kan,BoweDw00,rec_yds,64,,,,,
player,201212020kan,kan,BoweDw00,rec_td,0,,,,,
player,201212020kan,kan,BoweDw00,rec_long,21,,,,,
player,201212020kan,kan,BoweDw00,fumbles,0,,,,,
player,201212020kan,kan,BoweDw00,fumbles_lost,0,,,,,
player,201212020kan,kan,MoeaTo00,pass_cmp,0,,,,,
player,201212020kan,kan,MoeaTo00,pass_att,0,,,,,
player,201212020kan,kan,MoeaTo00,pass_yds,0,,,,,
player,201212020kan,kan,MoeaTo00,pass_td,0,,,,,
player,201212020kan,kan,MoeaTo00,pass_int,0,,,,,
player,201212020kan,kan,MoeaTo00,pass_sacked,0,,,,,
player,201212020kan,kan,MoeaTo00,pass_sacked_yds,0,,,,,
player,201212020kan,kan,MoeaTo00,pass_long,0,,,,,
player,201212020kan,kan,MoeaTo00,pass_rating,,,,,,
player,201212020kan,kan,MoeaTo00,rush_att,0,,,,,
player,201212020kan,kan,MoeaTo00,rush_yds,0,,,,,
player,201212020kan,kan,MoeaTo00,rush_td,0,,,,,
player,201212020kan,kan,MoeaTo00,rush_long,0,,,,,
player,201212020kan,kan,MoeaTo00,targets,4,,,,,
player,201212020kan,kan,MoeaTo00,rec,4,,,,,
player,201212020kan,kan,MoeaTo00,rec_yds,54,,,,,
player,201212020kan,kan,MoeaTo00,rec_td,1,,,,,
player,201212020kan,kan,MoeaTo00,rec_long,25,,,,,
player,201212020kan,kan,MoeaTo00,fumbles,0,,,,,
player,201212020kan,kan,MoeaTo00,fumbles_lost,0,,,,,
player,201212020kan,kan,BaldJo00,pass_cmp,0,,,,,
player,201212020kan,kan,BaldJo00,pass_att,0,,,,,
player,201212020kan,kan,BaldJo00,pass_yds,0,,,,,
player,201212020kan,kan,BaldJo00,pass_td,0,,,,,
player,201212020kan,kan,BaldJo00,pass_int,0,,,,,
player,201212020kan,kan,BaldJo00,pass_sacked,0,,,,,
player,201212020kan,kan,BaldJo00,pass_sacked_yds,0,,,,,
player,201212020kan,kan,BaldJo00,pass_long,0,,,,,
player,201212020kan,kan,BaldJo00,pass_rating,,,,,,
player,201212020kan,kan,BaldJo00,rush_att,0,,,,,
player,201212020kan,kan,BaldJo00,rush_yds,0,,,,,
player,201212020kan,kan,BaldJo00,rush_td,0,,,,,
player,201212020kan,kan,BaldJo00,rush_long,0,,,,,
player,201212020kan,kan,BaldJo00,targets,2,,,,,
player,201212020kan,kan,BaldJo00,rec,2,,,,,
player,201212020kan,kan,BaldJo00,rec_yds,37,,,,,
player,201212020kan,kan,BaldJo00,rec_td,1,,,,,
player,201212020kan,kan,BaldJo00,rec_long,34,,,,,
player,201212020kan,kan,BaldJo00,fumbles,0,,,,,
player,201212020kan,kan,BaldJo00,fumbles_lost,0,,,,,
player,201212020kan,kan,McClDe00,pass_cmp,0,,,,,
player,201212020kan,kan,McClDe00,pass_att,0,,,,,
player,201212020kan,kan,McClDe00,pass_yds,0,,,,,
player,201212020kan,kan,McClDe00,pass_td,0,,,,,
player,201212020kan,kan,McClDe00,pass_int,0,,,,,
player,201212020kan,kan,McClDe00,pass_sacked,0,,,,,
player,201212020kan,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201212020kan,kan,McClDe00,pass_long,0,,,,,
player,201212020kan,kan,McClDe00,pass_rating,,,,,,
player,201212020kan,kan,McClDe00,rush_att,1,,,,,
player,201212020kan,kan,McClDe00,rush_yds,0,,,,,
player,201212020kan,kan,McClDe00,rush_td,0,,,,,
player,201212020kan,kan,McClDe00,rush_long,0,,,,,
player,201212020kan,kan,McClDe00,targets,2,,,,,
player,201212020kan,kan,McClDe00,rec,2,,,,,
player,201212020kan,kan,McClDe00,rec_yds,16,,,,,
player,201212020kan,kan,McClDe00,rec_td,0,,,,,
player,201212020kan,kan,McClDe00,rec_long,12,,,,,
player,201212020kan,kan,McClDe00,fumbles,0,,,,,
player,201212020kan,kan,McClDe00,fumbles_lost,0,,,,,
player,201212020kan,kan,GrayCy00,pass_cmp,0,,,,,
player,201212020kan,kan,GrayCy00,pass_att,0,,,,,
player,201212020kan,kan,GrayCy00,pass_yds,0,,,,,
player,201212020kan,kan,GrayCy00,pass_td,0,,,,,
player,201212020kan,kan,GrayCy00,pass_int,0,,,,,
player,201212020kan,kan,GrayCy00,pass_sacked,0,,,,,
player,201212020kan,kan,GrayCy00,pass_sacked_yds,0,,,,,
player,201212020kan,kan,GrayCy00,pass_long,0,,,,,
player,201212020kan,kan,GrayCy00,pass_rating,,,,,,
player,201212020kan,kan,GrayCy00,rush_att,0,,,,,
player,201212020kan,kan,GrayCy00,rush_yds,0,,,,,
player,201212020kan,kan,GrayCy00,rush_td,0,,,,,
player,201212020kan,kan,GrayCy00,rush_long,0,,,,,
player,201212020kan,kan,GrayCy00,targets,1,,,,,
player,201212020kan,kan,GrayCy00,rec,1,,,,,
player,201212020kan,kan,GrayCy00,rec_yds,6,,,,,
player,201212020kan,kan,GrayCy00,rec_td,0,,,,,
player,201212020kan,kan,GrayCy00,rec_long,6,,,,,
player,201212020kan,kan,GrayCy00,fumbles,0,,,,,
player,201212020kan,kan,GrayCy00,fumbles_lost,0,,,,,
player,201212020kan,kan,NewsJa00,pass_cmp,0,,,,,
player,201212020kan,kan,NewsJa00,pass_att,0,,,,,
player,201212020kan,kan,NewsJa00,pass_yds,0,,,,,
player,201212020kan,kan,NewsJa00,pass_td,0,,,,,
player,201212020kan,kan,NewsJa00,pass_int,0,,,,,
player,201212020kan,kan,NewsJa00,pass_sacked,0,,,,,
player,201212020kan,kan,NewsJa00,pass_sacked_yds,0,,,,,
player,201212020kan,kan,NewsJa00,pass_long,0,,,,,
player,201212020kan,kan,NewsJa00,pass_rating,,,,,,
player,201212020kan,kan,NewsJa00,rush_att,0,,,,,
player,201212020kan,kan,NewsJa00,rush_yds,0,,,,,
player,201212020kan,kan,NewsJa00,rush_td,0,,,,,
player,201212020kan,kan,NewsJa00,rush_long,0,,,,,
player,201212020kan,kan,NewsJa00,targets,1,,,,,
player,201212020kan,kan,NewsJa00,rec,1,,,,,
player,201212020kan,kan,NewsJa00,rec_yds,4,,,,,
player,201212020kan,kan,NewsJa00,rec_td,0,,,,,
player,201212020kan,kan,NewsJa00,rec_long,4,,,,,
player,201212020kan,kan,NewsJa00,fumbles,0,,,,,
player,201212020kan,kan,NewsJa00,fumbles_lost,0,,,,,
player,201212020kan,kan,DiMaPa00,pass_cmp,0,,,,,
player,201212020kan,kan,DiMaPa00,pass_att,0,,,,,
player,201212020kan,kan,DiMaPa00,pass_yds,0,,,,,
player,201212020kan,kan,DiMaPa00,pass_td,0,,,,,
player,201212020kan,kan,DiMaPa00,pass_int,0,,,,,
player,201212020kan,kan,DiMaPa00,pass_sacked,0,,,,,
player,201212020kan,kan,DiMaPa00,pass_sacked_yds,0,,,,,
player,201212020kan,kan,DiMaPa00,pass_long,0,,,,,
player,201212020kan,kan,DiMaPa00,pass_rating,,,,,,
player,201212020kan,kan,DiMaPa00,rush_att,0,,,,,
player,201212020kan,kan,DiMaPa00,rush_yds,0,,,,,
player,201212020kan,kan,DiMaPa00,rush_td,0,,,,,
player,201212020kan,kan,DiMaPa00,rush_long,0,,,,,
player,201212020kan,kan,DiMaPa00,targets,1,,,,,
player,201212020kan,kan,DiMaPa00,rec,0,,,,,
player,201212020kan,kan,DiMaPa00,rec_yds,0,,,,,
player,201212020kan,kan,DiMaPa00,rec_td,0,,,,,
player,201212020kan,kan,DiMaPa00,rec_long,0,,,,,
player,201212020kan,kan,DiMaPa00,fumbles,0,,,,,
player,201212020kan,kan,DiMaPa00,fumbles_lost,0,,,,,
player,201212020kan,car,KuecLu00,def_int,0,,,,,
player,201212020kan,car,KuecLu00,def_int_yds,0,,,,,
player,201212020kan,car,KuecLu00,def_int_td,0,,,,,
player,201212020kan,car,KuecLu00,def_int_long,0,,,,,
player,201212020kan,car,KuecLu00,pass_defended,0,,,,,
player,201212020kan,car,KuecLu00,sacks,1.0,,,,,
player,201212020kan,car,KuecLu00,tackles_combined,9,,,,,
player,201212020kan,car,KuecLu00,tackles_solo,9,,,,,
player,201212020kan,car,KuecLu00,tackles_assists,0,,,,,
player,201212020kan,car,KuecLu00,tackles_loss,3,,,,,
player,201212020kan,car,KuecLu00,qb_hits,1,,,,,
player,201212020kan,car,KuecLu00,fumbles_rec,0,,,,,
player,201212020kan,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201212020kan,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201212020kan,car,KuecLu00,fumbles_forced,0,,,,,
player,201212020kan,car,DaviTh20,def_int,0,,,,,
player,201212020kan,car,DaviTh20,def_int_yds,0,,,,,
player,201212020kan,car,DaviTh20,def_int_td,0,,,,,
player,201212020kan,car,DaviTh20,def_int_long,0,,,,,
player,201212020kan,car,DaviTh20,pass_defended,0,,,,,
player,201212020kan,car,DaviTh20,sacks,0.0,,,,,
player,201212020kan,car,DaviTh20,tackles_combined,11,,,,,
player,201212020kan,car,DaviTh20,tackles_solo,11,,,,,
player,201212020kan,car,DaviTh20,tackles_assists,0,,,,,
player,201212020kan,car,DaviTh20,tackles_loss,1,,,,,
player,201212020kan,car,DaviTh20,qb_hits,0,,,,,
player,201212020kan,car,DaviTh20,fumbles_rec,0,,,,,
player,201212020kan,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201212020kan,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201212020kan,car,DaviTh20,fumbles_forced,0,,,,,
player,201212020kan,car,EdwaDw20,def_int,0,,,,,
player,201212020kan,car,EdwaDw20,def_int_yds,0,,,,,
player,201212020kan,car,EdwaDw20,def_int_td,0,,,,,
player,201212020kan,car,EdwaDw20,def_int_long,0,,,,,
player,201212020kan,car,EdwaDw20,pass_defended,0,,,,,
player,201212020kan,car,EdwaDw20,sacks,0.0,,,,,
player,201212020kan,car,EdwaDw20,tackles_combined,7,,,,,
player,201212020kan,car,EdwaDw20,tackles_solo,7,,,,,
player,201212020kan,car,EdwaDw20,tackles_assists,0,,,,,
player,201212020kan,car,EdwaDw20,tackles_loss,0,,,,,
player,201212020kan,car,EdwaDw20,qb_hits,0,,,,,
player,201212020kan,car,EdwaDw20,fumbles_rec,0,,,,,
player,201212020kan,car,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201212020kan,car,EdwaDw20,fumbles_rec_td,0,,,,,
player,201212020kan,car,EdwaDw20,fumbles_forced,0,,,,,
player,201212020kan,car,NakaHa99,def_int,0,,,,,
player,201212020kan,car,NakaHa99,def_int_yds,0,,,,,
player,201212020kan,car,NakaHa99,def_int_td,0,,,,,
player,201212020kan,car,NakaHa99,def_int_long,0,,,,,
player,201212020kan,car,NakaHa99,pass_defended,0,,,,,
player,201212020kan,car,NakaHa99,sacks,0.0,,,,,
player,201212020kan,car,NakaHa99,tackles_combined,5,,,,,
player,201212020kan,car,NakaHa99,tackles_solo,5,,,,,
player,201212020kan,car,NakaHa99,tackles_assists,0,,,,,
player,201212020kan,car,NakaHa99,tackles_loss,0,,,,,
player,201212020kan,car,NakaHa99,qb_hits,0,,,,,
