game,2012,6,20121014,201210140htx,gnb,"Green Bay Packers",42,htx,"Houston Texans",24
player,201210140htx,htx,NadiJe00,pos,LB,,,,,
player,201210140htx,htx,NadiJe00,offense,0,,,,,
player,201210140htx,htx,NadiJe00,off_pct,0%,,,,,
player,201210140htx,htx,NadiJe00,defense,6,,,,,
player,201210140htx,htx,NadiJe00,def_pct,8%,,,,,
player,201210140htx,htx,NadiJe00,special_teams,22,,,,,
player,201210140htx,htx,NadiJe00,st_pct,67%,,,,,
player,201210140htx,htx,JamiTi99,pos,DE,,,,,
player,201210140htx,htx,JamiTi99,offense,0,,,,,
player,201210140htx,htx,JamiTi99,off_pct,0%,,,,,
player,201210140htx,htx,JamiTi99,defense,4,,,,,
player,201210140htx,htx,JamiTi99,def_pct,5%,,,,,
player,201210140htx,htx,JamiTi99,special_teams,3,,,,,
player,201210140htx,htx,JamiTi99,st_pct,9%,,,,,
player,201210140htx,htx,KeoxSh00,pos,FS,,,,,
player,201210140htx,htx,KeoxSh00,offense,0,,,,,
player,201210140htx,htx,KeoxSh00,off_pct,0%,,,,,
player,201210140htx,htx,KeoxSh00,defense,3,,,,,
player,201210140htx,htx,KeoxSh00,def_pct,4%,,,,,
player,201210140htx,htx,KeoxSh00,special_teams,22,,,,,
player,201210140htx,htx,KeoxSh00,st_pct,67%,,,,,
player,201210140htx,htx,BallAl99,pos,CB,,,,,
player,201210140htx,htx,BallAl99,offense,0,,,,,
player,201210140htx,htx,BallAl99,off_pct,0%,,,,,
player,201210140htx,htx,BallAl99,defense,2,,,,,
player,201210140htx,htx,BallAl99,def_pct,3%,,,,,
player,201210140htx,htx,BallAl99,special_teams,22,,,,,
player,201210140htx,htx,BallAl99,st_pct,67%,,,,,
player,201210140htx,htx,grahasha01,pos,K,,,,,
player,201210140htx,htx,grahasha01,offense,0,,,,,
player,201210140htx,htx,grahasha01,off_pct,0%,,,,,
player,201210140htx,htx,grahasha01,defense,0,,,,,
player,201210140htx,htx,grahasha01,def_pct,0%,,,,,
player,201210140htx,htx,grahasha01,special_teams,9,,,,,
player,201210140htx,htx,grahasha01,st_pct,27%,,,,,
player,201210140htx,htx,JoneDo21,pos,P,,,,,
player,201210140htx,htx,JoneDo21,offense,0,,,,,
player,201210140htx,htx,JoneDo21,off_pct,0%,,,,,
player,201210140htx,htx,JoneDo21,defense,0,,,,,
player,201210140htx,htx,JoneDo21,def_pct,0%,,,,,
player,201210140htx,htx,JoneDo21,special_teams,8,,,,,
player,201210140htx,htx,JoneDo21,st_pct,24%,,,,,
player,201210140htx,htx,WeekJo00,pos,LS,,,,,
player,201210140htx,htx,WeekJo00,offense,0,,,,,
player,201210140htx,htx,WeekJo00,off_pct,0%,,,,,
player,201210140htx,htx,WeekJo00,defense,0,,,,,
player,201210140htx,htx,WeekJo00,def_pct,0%,,,,,
player,201210140htx,htx,WeekJo00,special_teams,8,,,,,
player,201210140htx,htx,WeekJo00,st_pct,24%,,,,,
player,201210140htx,gnb,NewhMa20,pos,T,,,,,
player,201210140htx,gnb,NewhMa20,offense,73,,,,,
player,201210140htx,gnb,NewhMa20,off_pct,100%,,,,,
player,201210140htx,gnb,NewhMa20,defense,0,,,,,
player,201210140htx,gnb,NewhMa20,def_pct,0%,,,,,
player,201210140htx,gnb,NewhMa20,special_teams,7,,,,,
player,201210140htx,gnb,NewhMa20,st_pct,21%,,,,,
player,201210140htx,gnb,SittJo20,pos,G,,,,,
player,201210140htx,gnb,SittJo20,offense,73,,,,,
player,201210140htx,gnb,SittJo20,off_pct,100%,,,,,
player,201210140htx,gnb,SittJo20,defense,0,,,,,
player,201210140htx,gnb,SittJo20,def_pct,0%,,,,,
player,201210140htx,gnb,SittJo20,special_teams,7,,,,,
player,201210140htx,gnb,SittJo20,st_pct,21%,,,,,
player,201210140htx,gnb,BulaBr20,pos,T,,,,,
player,201210140htx,gnb,BulaBr20,offense,73,,,,,
player,201210140htx,gnb,BulaBr20,off_pct,100%,,,,,
player,201210140htx,gnb,BulaBr20,defense,0,,,,,
player,201210140htx,gnb,BulaBr20,def_pct,0%,,,,,
player,201210140htx,gnb,BulaBr20,special_teams,7,,,,,
player,201210140htx,gnb,BulaBr20,st_pct,21%,,,,,
player,201210140htx,gnb,LangT.20,pos,G,,,,,
player,201210140htx,gnb,LangT.20,offense,73,,,,,
player,201210140htx,gnb,LangT.20,off_pct,100%,,,,,
player,201210140htx,gnb,LangT.20,defense,0,,,,,
player,201210140htx,gnb,LangT.20,def_pct,0%,,,,,
player,201210140htx,gnb,LangT.20,special_teams,7,,,,,
player,201210140htx,gnb,LangT.20,st_pct,21%,,,,,
player,201210140htx,gnb,SatuJe55,pos,C,,,,,
player,201210140htx,gnb,SatuJe55,offense,73,,,,,
player,201210140htx,gnb,SatuJe55,off_pct,100%,,,,,
player,201210140htx,gnb,SatuJe55,defense,0,,,,,
player,201210140htx,gnb,SatuJe55,def_pct,0%,,,,,
player,201210140htx,gnb,SatuJe55,special_teams,0,,,,,
player,201210140htx,gnb,SatuJe55,st_pct,0%,,,,,
player,201210140htx,gnb,RodgAa00,pos,QB,,,,,
player,201210140htx,gnb,RodgAa00,offense,66,,,,,
player,201210140htx,gnb,RodgAa00,off_pct,90%,,,,,
player,201210140htx,gnb,RodgAa00,defense,0,,,,,
player,201210140htx,gnb,RodgAa00,def_pct,0%,,,,,
player,201210140htx,gnb,RodgAa00,special_teams,0,,,,,
player,201210140htx,gnb,RodgAa00,st_pct,0%,,,,,
player,201210140htx,gnb,JoneJa04,pos,WR,,,,,
player,201210140htx,gnb,JoneJa04,offense,62,,,,,
player,201210140htx,gnb,JoneJa04,off_pct,85%,,,,,
player,201210140htx,gnb,JoneJa04,defense,0,,,,,
player,201210140htx,gnb,JoneJa04,def_pct,0%,,,,,
player,201210140htx,gnb,JoneJa04,special_teams,1,,,,,
player,201210140htx,gnb,JoneJa04,st_pct,3%,,,,,
player,201210140htx,gnb,NelsJo00,pos,WR,,,,,
player,201210140htx,gnb,NelsJo00,offense,60,,,,,
player,201210140htx,gnb,NelsJo00,off_pct,82%,,,,,
player,201210140htx,gnb,NelsJo00,defense,0,,,,,
player,201210140htx,gnb,NelsJo00,def_pct,0%,,,,,
player,201210140htx,gnb,NelsJo00,special_teams,1,,,,,
player,201210140htx,gnb,NelsJo00,st_pct,3%,,,,,
player,201210140htx,gnb,GreeAl00,pos,RB,,,,,
player,201210140htx,gnb,GreeAl00,offense,51,,,,,
player,201210140htx,gnb,GreeAl00,off_pct,70%,,,,,
player,201210140htx,gnb,GreeAl00,defense,0,,,,,
player,201210140htx,gnb,GreeAl00,def_pct,0%,,,,,
player,201210140htx,gnb,GreeAl00,special_teams,1,,,,,
player,201210140htx,gnb,GreeAl00,st_pct,3%,,,,,
player,201210140htx,gnb,CrabTo00,pos,TE,,,,,
player,201210140htx,gnb,CrabTo00,offense,46,,,,,
player,201210140htx,gnb,CrabTo00,off_pct,63%,,,,,
player,201210140htx,gnb,CrabTo00,defense,0,,,,,
player,201210140htx,gnb,CrabTo00,def_pct,0%,,,,,
player,201210140htx,gnb,CrabTo00,special_teams,3,,,,,
player,201210140htx,gnb,CrabTo00,st_pct,9%,,,,,
player,201210140htx,gnb,CobbRa00,pos,WR,,,,,
player,201210140htx,gnb,CobbRa00,offense,44,,,,,
player,201210140htx,gnb,CobbRa00,off_pct,60%,,,,,
player,201210140htx,gnb,CobbRa00,defense,0,,,,,
player,201210140htx,gnb,CobbRa00,def_pct,0%,,,,,
player,201210140htx,gnb,CobbRa00,special_teams,9,,,,,
player,201210140htx,gnb,CobbRa00,st_pct,27%,,,,,
player,201210140htx,gnb,KuhnJo00,pos,FB,,,,,
player,201210140htx,gnb,KuhnJo00,offense,27,,,,,
player,201210140htx,gnb,KuhnJo00,off_pct,37%,,,,,
player,201210140htx,gnb,KuhnJo00,defense,0,,,,,
player,201210140htx,gnb,KuhnJo00,def_pct,0%,,,,,
player,201210140htx,gnb,KuhnJo00,special_teams,11,,,,,
player,201210140htx,gnb,KuhnJo00,st_pct,33%,,,,,
player,201210140htx,gnb,FinlJe00,pos,TE,,,,,
player,201210140htx,gnb,FinlJe00,offense,24,,,,,
player,201210140htx,gnb,FinlJe00,off_pct,33%,,,,,
player,201210140htx,gnb,FinlJe00,defense,0,,,,,
player,201210140htx,gnb,FinlJe00,def_pct,0%,,,,,
player,201210140htx,gnb,FinlJe00,special_teams,0,,,,,
player,201210140htx,gnb,FinlJe00,st_pct,0%,,,,,
player,201210140htx,gnb,DrivDo00,pos,WR,,,,,
player,201210140htx,gnb,DrivDo00,offense,16,,,,,
player,201210140htx,gnb,DrivDo00,off_pct,22%,,,,,
player,201210140htx,gnb,DrivDo00,defense,0,,,,,
player,201210140htx,gnb,DrivDo00,def_pct,0%,,,,,
player,201210140htx,gnb,DrivDo00,special_teams,1,,,,,
player,201210140htx,gnb,DrivDo00,st_pct,3%,,,,,
player,201210140htx,gnb,TaylRy00,pos,TE,,,,,
player,201210140htx,gnb,TaylRy00,offense,13,,,,,
player,201210140htx,gnb,TaylRy00,off_pct,18%,,,,,
player,201210140htx,gnb,TaylRy00,defense,0,,,,,
player,201210140htx,gnb,TaylRy00,def_pct,0%,,,,,
player,201210140htx,gnb,TaylRy00,special_teams,26,,,,,
player,201210140htx,gnb,TaylRy00,st_pct,79%,,,,,
player,201210140htx,gnb,BoykJa00,pos,WR,,,,,
player,201210140htx,gnb,BoykJa00,offense,10,,,,,
player,201210140htx,gnb,BoykJa00,off_pct,14%,,,,,
player,201210140htx,gnb,BoykJa00,defense,0,,,,,
player,201210140htx,gnb,BoykJa00,def_pct,0%,,,,,
player,201210140htx,gnb,BoykJa00,special_teams,6,,,,,
player,201210140htx,gnb,BoykJa00,st_pct,18%,,,,,
player,201210140htx,gnb,StarJa00,pos,RB,,,,,
player,201210140htx,gnb,StarJa00,offense,8,,,,,
player,201210140htx,gnb,StarJa00,off_pct,11%,,,,,
player,201210140htx,gnb,StarJa00,defense,0,,,,,
player,201210140htx,gnb,StarJa00,def_pct,0%,,,,,
player,201210140htx,gnb,StarJa00,special_teams,1,,,,,
player,201210140htx,gnb,StarJa00,st_pct,3%,,,,,
player,201210140htx,gnb,HarrGr00,pos,QB,,,,,
player,201210140htx,gnb,HarrGr00,offense,7,,,,,
player,201210140htx,gnb,HarrGr00,off_pct,10%,,,,,
player,201210140htx,gnb,HarrGr00,defense,0,,,,,
player,201210140htx,gnb,HarrGr00,def_pct,0%,,,,,
player,201210140htx,gnb,HarrGr00,special_teams,0,,,,,
player,201210140htx,gnb,HarrGr00,st_pct,0%,,,,,
player,201210140htx,gnb,DietEv00,pos,C,,,,,
player,201210140htx,gnb,DietEv00,offense,4,,,,,
player,201210140htx,gnb,DietEv00,off_pct,5%,,,,,
player,201210140htx,gnb,DietEv00,defense,0,,,,,
player,201210140htx,gnb,DietEv00,def_pct,0%,,,,,
player,201210140htx,gnb,DietEv00,special_teams,7,,,,,
player,201210140htx,gnb,DietEv00,st_pct,21%,,,,,
player,201210140htx,gnb,BurnMo99,pos,FS,,,,,
player,201210140htx,gnb,BurnMo99,offense,0,,,,,
player,201210140htx,gnb,BurnMo99,off_pct,0%,,,,,
player,201210140htx,gnb,BurnMo99,defense,71,,,,,
player,201210140htx,gnb,BurnMo99,def_pct,100%,,,,,
player,201210140htx,gnb,BurnMo99,special_teams,4,,,,,
player,201210140htx,gnb,BurnMo99,st_pct,12%,,,,,
player,201210140htx,gnb,WillTr99,pos,CB,,,,,
player,201210140htx,gnb,WillTr99,offense,0,,,,,
player,201210140htx,gnb,WillTr99,off_pct,0%,,,,,
player,201210140htx,gnb,WillTr99,defense,68,,,,,
player,201210140htx,gnb,WillTr99,def_pct,96%,,,,,
player,201210140htx,gnb,WillTr99,special_teams,1,,,,,
player,201210140htx,gnb,WillTr99,st_pct,3%,,,,,
player,201210140htx,gnb,HawkA.20,pos,LB,,,,,
player,201210140htx,gnb,HawkA.20,offense,0,,,,,
player,201210140htx,gnb,HawkA.20,off_pct,0%,,,,,
player,201210140htx,gnb,HawkA.20,defense,67,,,,,
player,201210140htx,gnb,HawkA.20,def_pct,94%,,,,,
player,201210140htx,gnb,HawkA.20,special_teams,1,,,,,
player,201210140htx,gnb,HawkA.20,st_pct,3%,,,,,
player,201210140htx,gnb,WoodCh00,pos,FS,,,,,
player,201210140htx,gnb,WoodCh00,offense,0,,,,,
player,201210140htx,gnb,WoodCh00,off_pct,0%,,,,,
player,201210140htx,gnb,WoodCh00,defense,62,,,,,
player,201210140htx,gnb,WoodCh00,def_pct,87%,,,,,
player,201210140htx,gnb,WoodCh00,special_teams,0,,,,,
player,201210140htx,gnb,WoodCh00,st_pct,0%,,,,,
player,201210140htx,gnb,MattCl99,pos,LB,,,,,
player,201210140htx,gnb,MattCl99,offense,0,,,,,
player,201210140htx,gnb,MattCl99,off_pct,0%,,,,,
player,201210140htx,gnb,MattCl99,defense,62,,,,,
player,201210140htx,gnb,MattCl99,def_pct,87%,,,,,
player,201210140htx,gnb,MattCl99,special_teams,0,,,,,
player,201210140htx,gnb,MattCl99,st_pct,0%,,,,,
player,201210140htx,gnb,WaldEr99,pos,LB,,,,,
player,201210140htx,gnb,WaldEr99,offense,0,,,,,
player,201210140htx,gnb,WaldEr99,off_pct,0%,,,,,
player,201210140htx,gnb,WaldEr99,defense,57,,,,,
player,201210140htx,gnb,WaldEr99,def_pct,80%,,,,,
player,201210140htx,gnb,WaldEr99,special_teams,4,,,,,
player,201210140htx,gnb,WaldEr99,st_pct,12%,,,,,
player,201210140htx,gnb,WortJe00,pos,DE,,,,,
player,201210140htx,gnb,WortJe00,offense,0,,,,,
player,201210140htx,gnb,WortJe00,off_pct,0%,,,,,
player,201210140htx,gnb,WortJe00,defense,55,,,,,
player,201210140htx,gnb,WortJe00,def_pct,77%,,,,,
player,201210140htx,gnb,WortJe00,special_teams,9,,,,,
player,201210140htx,gnb,WortJe00,st_pct,27%,,,,,
player,201210140htx,gnb,ShieSa00,pos,CB,,,,,
player,201210140htx,gnb,ShieSa00,offense,0,,,,,
player,201210140htx,gnb,ShieSa00,off_pct,0%,,,,,
player,201210140htx,gnb,ShieSa00,defense,47,,,,,
player,201210140htx,gnb,ShieSa00,def_pct,66%,,,,,
player,201210140htx,gnb,ShieSa00,special_teams,10,,,,,
player,201210140htx,gnb,ShieSa00,st_pct,30%,,,,,
player,201210140htx,gnb,WilsC.98,pos,DE,,,,,
player,201210140htx,gnb,WilsC.98,offense,0,,,,,
player,201210140htx,gnb,WilsC.98,off_pct,0%,,,,,
player,201210140htx,gnb,WilsC.98,defense,35,,,,,
player,201210140htx,gnb,WilsC.98,def_pct,49%,,,,,
player,201210140htx,gnb,WilsC.98,special_teams,11,,,,,
player,201210140htx,gnb,WilsC.98,st_pct,33%,,,,,
player,201210140htx,gnb,PickRy20,pos,NT,,,,,
player,201210140htx,gnb,PickRy20,offense,0,,,,,
player,201210140htx,gnb,PickRy20,off_pct,0%,,,,,
player,201210140htx,gnb,PickRy20,defense,32,,,,,
player,201210140htx,gnb,PickRy20,def_pct,45%,,,,,
player,201210140htx,gnb,PickRy20,special_teams,0,,,,,
player,201210140htx,gnb,PickRy20,st_pct,0%,,,,,
player,201210140htx,gnb,HaywCa00,pos,CB,,,,,
player,201210140htx,gnb,HaywCa00,offense,0,,,,,
player,201210140htx,gnb,HaywCa00,off_pct,0%,,,,,
player,201210140htx,gnb,HaywCa00,defense,30,,,,,
player,201210140htx,gnb,HaywCa00,def_pct,42%,,,,,
player,201210140htx,gnb,HaywCa00,special_teams,11,,,,,
player,201210140htx,gnb,HaywCa00,st_pct,33%,,,,,
player,201210140htx,gnb,SmitD.00,pos,LB,,,,,
player,201210140htx,gnb,SmitD.00,offense,0,,,,,
player,201210140htx,gnb,SmitD.00,off_pct,0%,,,,,
player,201210140htx,gnb,SmitD.00,defense,29,,,,,
player,201210140htx,gnb,SmitD.00,def_pct,41%,,,,,
player,201210140htx,gnb,SmitD.00,special_teams,0,,,,,
player,201210140htx,gnb,SmitD.00,st_pct,0%,,,,,
player,201210140htx,gnb,JennM.00,pos,SS,,,,,
player,201210140htx,gnb,JennM.00,offense,0,,,,,
player,201210140htx,gnb,JennM.00,off_pct,0%,,,,,
player,201210140htx,gnb,JennM.00,defense,28,,,,,
player,201210140htx,gnb,JennM.00,def_pct,39%,,,,,
player,201210140htx,gnb,JennM.00,special_teams,18,,,,,
player,201210140htx,gnb,JennM.00,st_pct,55%,,,,,
player,201210140htx,gnb,NealMi99,pos,DE,,,,,
player,201210140htx,gnb,NealMi99,offense,0,,,,,
player,201210140htx,gnb,NealMi99,off_pct,0%,,,,,
player,201210140htx,gnb,NealMi99,defense,28,,,,,
player,201210140htx,gnb,NealMi99,def_pct,39%,,,,,
player,201210140htx,gnb,NealMi99,special_teams,4,,,,,
player,201210140htx,gnb,NealMi99,st_pct,12%,,,,,
player,201210140htx,gnb,McMiJe00,pos,SS,,,,,
player,201210140htx,gnb,McMiJe00,offense,0,,,,,
player,201210140htx,gnb,McMiJe00,off_pct,0%,,,,,
player,201210140htx,gnb,McMiJe00,defense,26,,,,,
player,201210140htx,gnb,McMiJe00,def_pct,37%,,,,,
player,201210140htx,gnb,McMiJe00,special_teams,15,,,,,
player,201210140htx,gnb,McMiJe00,st_pct,45%,,,,,
player,201210140htx,gnb,BushJa20,pos,CB,,,,,
player,201210140htx,gnb,BushJa20,offense,0,,,,,
player,201210140htx,gnb,BushJa20,off_pct,0%,,,,,
player,201210140htx,gnb,BushJa20,defense,20,,,,,
player,201210140htx,gnb,BushJa20,def_pct,28%,,,,,
player,201210140htx,gnb,BushJa20,special_teams,24,,,,,
player,201210140htx,gnb,BushJa20,st_pct,73%,,,,,
player,201210140htx,gnb,DaniMi00,pos,DE,,,,,
player,201210140htx,gnb,DaniMi00,offense,0,,,,,
player,201210140htx,gnb,DaniMi00,off_pct,0%,,,,,
player,201210140htx,gnb,DaniMi00,defense,20,,,,,
player,201210140htx,gnb,DaniMi00,def_pct,28%,,,,,
player,201210140htx,gnb,DaniMi00,special_teams,4,,,,,
player,201210140htx,gnb,DaniMi00,st_pct,12%,,,,,
player,201210140htx,gnb,JoneBr99,pos,LB,,,,,
player,201210140htx,gnb,JoneBr99,offense,0,,,,,
player,201210140htx,gnb,JoneBr99,off_pct,0%,,,,,
player,201210140htx,gnb,JoneBr99,defense,17,,,,,
player,201210140htx,gnb,JoneBr99,def_pct,24%,,,,,
player,201210140htx,gnb,JoneBr99,special_teams,19,,,,,
player,201210140htx,gnb,JoneBr99,st_pct,58%,,,,,
player,201210140htx,gnb,MoseDe00,pos,LB,,,,,
player,201210140htx,gnb,MoseDe00,offense,0,,,,,
player,201210140htx,gnb,MoseDe00,off_pct,0%,,,,,
player,201210140htx,gnb,MoseDe00,defense,16,,,,,
player,201210140htx,gnb,MoseDe00,def_pct,23%,,,,,
player,201210140htx,gnb,MoseDe00,special_teams,21,,,,,
player,201210140htx,gnb,MoseDe00,st_pct,64%,,,,,
player,201210140htx,gnb,PerrNi00,pos,LB,,,,,
player,201210140htx,gnb,PerrNi00,offense,0,,,,,
player,201210140htx,gnb,PerrNi00,off_pct,0%,,,,,
player,201210140htx,gnb,PerrNi00,defense,11,,,,,
player,201210140htx,gnb,PerrNi00,def_pct,15%,,,,,
player,201210140htx,gnb,PerrNi00,special_teams,0,,,,,
player,201210140htx,gnb,PerrNi00,st_pct,0%,,,,,
player,201210140htx,gnb,FranRo99,pos,LB,,,,,
player,201210140htx,gnb,FranRo99,offense,0,,,,,
player,201210140htx,gnb,FranRo99,off_pct,0%,,,,,
player,201210140htx,gnb,FranRo99,defense,0,,,,,
player,201210140htx,gnb,FranRo99,def_pct,0%,,,,,
player,201210140htx,gnb,FranRo99,special_teams,25,,,,,
player,201210140htx,gnb,FranRo99,st_pct,76%,,,,,
player,201210140htx,gnb,LattJa00,pos,LB,,,,,
player,201210140htx,gnb,LattJa00,offense,0,,,,,
player,201210140htx,gnb,LattJa00,off_pct,0%,,,,,
player,201210140htx,gnb,LattJa00,defense,0,,,,,
player,201210140htx,gnb,LattJa00,def_pct,0%,,,,,
player,201210140htx,gnb,LattJa00,special_teams,22,,,,,
player,201210140htx,gnb,LattJa00,st_pct,67%,,,,,
player,201210140htx,gnb,SainBr00,pos,RB,,,,,
player,201210140htx,gnb,SainBr00,offense,0,,,,,
player,201210140htx,gnb,SainBr00,off_pct,0%,,,,,
player,201210140htx,gnb,SainBr00,defense,0,,,,,
player,201210140htx,gnb,SainBr00,def_pct,0%,,,,,
player,201210140htx,gnb,SainBr00,special_teams,14,,,,,
player,201210140htx,gnb,SainBr00,st_pct,42%,,,,,
player,201210140htx,gnb,CrosMa20,pos,K,,,,,
player,201210140htx,gnb,CrosMa20,offense,0,,,,,
player,201210140htx,gnb,CrosMa20,off_pct,0%,,,,,
player,201210140htx,gnb,CrosMa20,defense,0,,,,,
player,201210140htx,gnb,CrosMa20,def_pct,0%,,,,,
player,201210140htx,gnb,CrosMa20,special_teams,14,,,,,
player,201210140htx,gnb,CrosMa20,st_pct,42%,,,,,
player,201210140htx,gnb,GoodBr99,pos,LS,,,,,
player,201210140htx,gnb,GoodBr99,offense,0,,,,,
player,201210140htx,gnb,GoodBr99,off_pct,0%,,,,,
player,201210140htx,gnb,GoodBr99,defense,0,,,,,
player,201210140htx,gnb,GoodBr99,def_pct,0%,,,,,
player,201210140htx,gnb,GoodBr99,special_teams,13,,,,,
player,201210140htx,gnb,GoodBr99,st_pct,39%,,,,,
player,201210140htx,gnb,MastTi99,pos,P,,,,,
player,201210140htx,gnb,MastTi99,offense,0,,,,,
player,201210140htx,gnb,MastTi99,off_pct,0%,,,,,
player,201210140htx,gnb,MastTi99,defense,0,,,,,
player,201210140htx,gnb,MastTi99,def_pct,0%,,,,,
player,201210140htx,gnb,MastTi99,special_teams,13,,,,,
player,201210140htx,gnb,MastTi99,st_pct,39%,,,,,
player,201210140htx,gnb,BarcDo00,pos,T,,,,,
player,201210140htx,gnb,BarcDo00,offense,0,,,,,
player,201210140htx,gnb,BarcDo00,off_pct,0%,,,,,
player,201210140htx,gnb,BarcDo00,defense,0,,,,,
player,201210140htx,gnb,BarcDo00,def_pct,0%,,,,,
player,201210140htx,gnb,BarcDo00,special_teams,11,,,,,
player,201210140htx,gnb,BarcDo00,st_pct,33%,,,,,
