game,2012,16,20121223,201212230gnb,oti,"Tennessee Titans",7,gnb,"Green Bay Packers",55
player,201212230gnb,oti,SensCo00,pos,CB,,,,,
player,201212230gnb,oti,SensCo00,offense,0,,,,,
player,201212230gnb,oti,SensCo00,off_pct,0%,,,,,
player,201212230gnb,oti,SensCo00,defense,41,,,,,
player,201212230gnb,oti,SensCo00,def_pct,53%,,,,,
player,201212230gnb,oti,SensCo00,special_teams,4,,,,,
player,201212230gnb,oti,SensCo00,st_pct,12%,,,,,
player,201212230gnb,oti,ShawTi99,pos,LB,,,,,
player,201212230gnb,oti,ShawTi99,offense,0,,,,,
player,201212230gnb,oti,ShawTi99,off_pct,0%,,,,,
player,201212230gnb,oti,ShawTi99,defense,39,,,,,
player,201212230gnb,oti,ShawTi99,def_pct,50%,,,,,
player,201212230gnb,oti,ShawTi99,special_teams,32,,,,,
player,201212230gnb,oti,ShawTi99,st_pct,97%,,,,,
player,201212230gnb,oti,WithWi20,pos,LB,,,,,
player,201212230gnb,oti,WithWi20,offense,0,,,,,
player,201212230gnb,oti,WithWi20,off_pct,0%,,,,,
player,201212230gnb,oti,WithWi20,defense,39,,,,,
player,201212230gnb,oti,WithWi20,def_pct,50%,,,,,
player,201212230gnb,oti,WithWi20,special_teams,11,,,,,
player,201212230gnb,oti,WithWi20,st_pct,33%,,,,,
player,201212230gnb,oti,MartMa00,pos,DT,,,,,
player,201212230gnb,oti,MartMa00,offense,0,,,,,
player,201212230gnb,oti,MartMa00,off_pct,0%,,,,,
player,201212230gnb,oti,MartMa00,defense,26,,,,,
player,201212230gnb,oti,MartMa00,def_pct,33%,,,,,
player,201212230gnb,oti,MartMa00,special_teams,5,,,,,
player,201212230gnb,oti,MartMa00,st_pct,15%,,,,,
player,201212230gnb,oti,WynnJa99,pos,DE,,,,,
player,201212230gnb,oti,WynnJa99,offense,0,,,,,
player,201212230gnb,oti,WynnJa99,off_pct,0%,,,,,
player,201212230gnb,oti,WynnJa99,defense,23,,,,,
player,201212230gnb,oti,WynnJa99,def_pct,29%,,,,,
player,201212230gnb,oti,WynnJa99,special_teams,10,,,,,
player,201212230gnb,oti,WynnJa99,st_pct,30%,,,,,
player,201212230gnb,oti,BabiJo21,pos,SS,,,,,
player,201212230gnb,oti,BabiJo21,offense,0,,,,,
player,201212230gnb,oti,BabiJo21,off_pct,0%,,,,,
player,201212230gnb,oti,BabiJo21,defense,18,,,,,
player,201212230gnb,oti,BabiJo21,def_pct,23%,,,,,
player,201212230gnb,oti,BabiJo21,special_teams,7,,,,,
player,201212230gnb,oti,BabiJo21,st_pct,21%,,,,,
player,201212230gnb,oti,HarrDa02,pos,DT,,,,,
player,201212230gnb,oti,HarrDa02,offense,0,,,,,
player,201212230gnb,oti,HarrDa02,off_pct,0%,,,,,
player,201212230gnb,oti,HarrDa02,defense,15,,,,,
player,201212230gnb,oti,HarrDa02,def_pct,19%,,,,,
player,201212230gnb,oti,HarrDa02,special_teams,3,,,,,
player,201212230gnb,oti,HarrDa02,st_pct,9%,,,,,
player,201212230gnb,oti,KlugKa00,pos,DT,,,,,
player,201212230gnb,oti,KlugKa00,offense,0,,,,,
player,201212230gnb,oti,KlugKa00,off_pct,0%,,,,,
player,201212230gnb,oti,KlugKa00,defense,7,,,,,
player,201212230gnb,oti,KlugKa00,def_pct,9%,,,,,
player,201212230gnb,oti,KlugKa00,special_teams,0,,,,,
player,201212230gnb,oti,KlugKa00,st_pct,0%,,,,,
player,201212230gnb,oti,CampTo00,pos,CB,,,,,
player,201212230gnb,oti,CampTo00,offense,0,,,,,
player,201212230gnb,oti,CampTo00,off_pct,0%,,,,,
player,201212230gnb,oti,CampTo00,defense,6,,,,,
player,201212230gnb,oti,CampTo00,def_pct,8%,,,,,
player,201212230gnb,oti,CampTo00,special_teams,22,,,,,
player,201212230gnb,oti,CampTo00,st_pct,67%,,,,,
player,201212230gnb,oti,BailPa99,pos,LB,,,,,
player,201212230gnb,oti,BailPa99,offense,0,,,,,
player,201212230gnb,oti,BailPa99,off_pct,0%,,,,,
player,201212230gnb,oti,BailPa99,defense,0,,,,,
player,201212230gnb,oti,BailPa99,def_pct,0%,,,,,
player,201212230gnb,oti,BailPa99,special_teams,22,,,,,
player,201212230gnb,oti,BailPa99,st_pct,67%,,,,,
player,201212230gnb,oti,WilsTr01,pos,DB,,,,,
player,201212230gnb,oti,WilsTr01,offense,0,,,,,
player,201212230gnb,oti,WilsTr01,off_pct,0%,,,,,
player,201212230gnb,oti,WilsTr01,defense,0,,,,,
player,201212230gnb,oti,WilsTr01,def_pct,0%,,,,,
player,201212230gnb,oti,WilsTr01,special_teams,21,,,,,
player,201212230gnb,oti,WilsTr01,st_pct,64%,,,,,
player,201212230gnb,oti,BardBr00,pos,TE,,,,,
player,201212230gnb,oti,BardBr00,offense,0,,,,,
player,201212230gnb,oti,BardBr00,off_pct,0%,,,,,
player,201212230gnb,oti,BardBr00,defense,0,,,,,
player,201212230gnb,oti,BardBr00,def_pct,0%,,,,,
player,201212230gnb,oti,BardBr00,special_teams,13,,,,,
player,201212230gnb,oti,BardBr00,st_pct,39%,,,,,
player,201212230gnb,oti,ReynDa00,pos,RB,,,,,
player,201212230gnb,oti,ReynDa00,offense,0,,,,,
player,201212230gnb,oti,ReynDa00,off_pct,0%,,,,,
player,201212230gnb,oti,ReynDa00,defense,0,,,,,
player,201212230gnb,oti,ReynDa00,def_pct,0%,,,,,
player,201212230gnb,oti,ReynDa00,special_teams,10,,,,,
player,201212230gnb,oti,ReynDa00,st_pct,30%,,,,,
player,201212230gnb,oti,KernBr20,pos,P,,,,,
player,201212230gnb,oti,KernBr20,offense,0,,,,,
player,201212230gnb,oti,KernBr20,off_pct,0%,,,,,
player,201212230gnb,oti,KernBr20,defense,0,,,,,
player,201212230gnb,oti,KernBr20,def_pct,0%,,,,,
player,201212230gnb,oti,KernBr20,special_teams,9,,,,,
player,201212230gnb,oti,KernBr20,st_pct,27%,,,,,
player,201212230gnb,oti,BrinBe00,pos,LS,,,,,
player,201212230gnb,oti,BrinBe00,offense,0,,,,,
player,201212230gnb,oti,BrinBe00,off_pct,0%,,,,,
player,201212230gnb,oti,BrinBe00,defense,0,,,,,
player,201212230gnb,oti,BrinBe00,def_pct,0%,,,,,
player,201212230gnb,oti,BrinBe00,special_teams,9,,,,,
player,201212230gnb,oti,BrinBe00,st_pct,27%,,,,,
player,201212230gnb,oti,AdibXa99,pos,LB,,,,,
player,201212230gnb,oti,AdibXa99,offense,0,,,,,
player,201212230gnb,oti,AdibXa99,off_pct,0%,,,,,
player,201212230gnb,oti,AdibXa99,defense,0,,,,,
player,201212230gnb,oti,AdibXa99,def_pct,0%,,,,,
player,201212230gnb,oti,AdibXa99,special_teams,9,,,,,
player,201212230gnb,oti,AdibXa99,st_pct,27%,,,,,
player,201212230gnb,oti,bironrob01,pos,K,,,,,
player,201212230gnb,oti,bironrob01,offense,0,,,,,
player,201212230gnb,oti,bironrob01,off_pct,0%,,,,,
player,201212230gnb,oti,bironrob01,defense,0,,,,,
player,201212230gnb,oti,bironrob01,def_pct,0%,,,,,
player,201212230gnb,oti,bironrob01,special_teams,3,,,,,
player,201212230gnb,oti,bironrob01,st_pct,9%,,,,,
