game,2012,10,20121111,201211110tam,sdg,"San Diego Chargers",24,tam,"Tampa Bay Buccaneers",34
player,201211110tam,sdg,GateAn00,fumbles,0,,,,,
player,201211110tam,sdg,GateAn00,fumbles_lost,0,,,,,
player,201211110tam,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201211110tam,sdg,RoyaEd00,pass_att,0,,,,,
player,201211110tam,sdg,RoyaEd00,pass_yds,0,,,,,
player,201211110tam,sdg,RoyaEd00,pass_td,0,,,,,
player,201211110tam,sdg,RoyaEd00,pass_int,0,,,,,
player,201211110tam,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201211110tam,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201211110tam,sdg,RoyaEd00,pass_long,0,,,,,
player,201211110tam,sdg,RoyaEd00,pass_rating,,,,,,
player,201211110tam,sdg,RoyaEd00,rush_att,0,,,,,
player,201211110tam,sdg,RoyaEd00,rush_yds,0,,,,,
player,201211110tam,sdg,RoyaEd00,rush_td,0,,,,,
player,201211110tam,sdg,RoyaEd00,rush_long,0,,,,,
player,201211110tam,sdg,RoyaEd00,targets,5,,,,,
player,201211110tam,sdg,RoyaEd00,rec,3,,,,,
player,201211110tam,sdg,RoyaEd00,rec_yds,36,,,,,
player,201211110tam,sdg,RoyaEd00,rec_td,0,,,,,
player,201211110tam,sdg,RoyaEd00,rec_long,20,,,,,
player,201211110tam,sdg,RoyaEd00,fumbles,0,,,,,
player,201211110tam,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201211110tam,sdg,RosaDa00,pass_cmp,0,,,,,
player,201211110tam,sdg,RosaDa00,pass_att,0,,,,,
player,201211110tam,sdg,RosaDa00,pass_yds,0,,,,,
player,201211110tam,sdg,RosaDa00,pass_td,0,,,,,
player,201211110tam,sdg,RosaDa00,pass_int,0,,,,,
player,201211110tam,sdg,RosaDa00,pass_sacked,0,,,,,
player,201211110tam,sdg,RosaDa00,pass_sacked_yds,0,,,,,
player,201211110tam,sdg,RosaDa00,pass_long,0,,,,,
player,201211110tam,sdg,RosaDa00,pass_rating,,,,,,
player,201211110tam,sdg,RosaDa00,rush_att,0,,,,,
player,201211110tam,sdg,RosaDa00,rush_yds,0,,,,,
player,201211110tam,sdg,RosaDa00,rush_td,0,,,,,
player,201211110tam,sdg,RosaDa00,rush_long,0,,,,,
player,201211110tam,sdg,RosaDa00,targets,2,,,,,
player,201211110tam,sdg,RosaDa00,rec,1,,,,,
player,201211110tam,sdg,RosaDa00,rec_yds,11,,,,,
player,201211110tam,sdg,RosaDa00,rec_td,0,,,,,
player,201211110tam,sdg,RosaDa00,rec_long,11,,,,,
player,201211110tam,sdg,RosaDa00,fumbles,0,,,,,
player,201211110tam,sdg,RosaDa00,fumbles_lost,0,,,,,
player,201211110tam,sdg,MeacRo00,pass_cmp,0,,,,,
player,201211110tam,sdg,MeacRo00,pass_att,0,,,,,
player,201211110tam,sdg,MeacRo00,pass_yds,0,,,,,
player,201211110tam,sdg,MeacRo00,pass_td,0,,,,,
player,201211110tam,sdg,MeacRo00,pass_int,0,,,,,
player,201211110tam,sdg,MeacRo00,pass_sacked,0,,,,,
player,201211110tam,sdg,MeacRo00,pass_sacked_yds,0,,,,,
player,201211110tam,sdg,MeacRo00,pass_long,0,,,,,
player,201211110tam,sdg,MeacRo00,pass_rating,,,,,,
player,201211110tam,sdg,MeacRo00,rush_att,0,,,,,
player,201211110tam,sdg,MeacRo00,rush_yds,0,,,,,
player,201211110tam,sdg,MeacRo00,rush_td,0,,,,,
player,201211110tam,sdg,MeacRo00,rush_long,0,,,,,
player,201211110tam,sdg,MeacRo00,targets,1,,,,,
player,201211110tam,sdg,MeacRo00,rec,1,,,,,
player,201211110tam,sdg,MeacRo00,rec_yds,8,,,,,
player,201211110tam,sdg,MeacRo00,rec_td,0,,,,,
player,201211110tam,sdg,MeacRo00,rec_long,8,,,,,
player,201211110tam,sdg,MeacRo00,fumbles,0,,,,,
player,201211110tam,sdg,MeacRo00,fumbles_lost,0,,,,,
player,201211110tam,sdg,McMiRa01,pass_cmp,0,,,,,
player,201211110tam,sdg,McMiRa01,pass_att,0,,,,,
player,201211110tam,sdg,McMiRa01,pass_yds,0,,,,,
player,201211110tam,sdg,McMiRa01,pass_td,0,,,,,
player,201211110tam,sdg,McMiRa01,pass_int,0,,,,,
player,201211110tam,sdg,McMiRa01,pass_sacked,0,,,,,
player,201211110tam,sdg,McMiRa01,pass_sacked_yds,0,,,,,
player,201211110tam,sdg,McMiRa01,pass_long,0,,,,,
player,201211110tam,sdg,McMiRa01,pass_rating,,,,,,
player,201211110tam,sdg,McMiRa01,rush_att,0,,,,,
player,201211110tam,sdg,McMiRa01,rush_yds,0,,,,,
player,201211110tam,sdg,McMiRa01,rush_td,0,,,,,
player,201211110tam,sdg,McMiRa01,rush_long,0,,,,,
player,201211110tam,sdg,McMiRa01,targets,1,,,,,
player,201211110tam,sdg,McMiRa01,rec,1,,,,,
player,201211110tam,sdg,McMiRa01,rec_yds,0,,,,,
player,201211110tam,sdg,McMiRa01,rec_td,0,,,,,
player,201211110tam,sdg,McMiRa01,rec_long,0,,,,,
player,201211110tam,sdg,McMiRa01,fumbles,0,,,,,
player,201211110tam,sdg,McMiRa01,fumbles_lost,0,,,,,
player,201211110tam,tam,FreeJo00,pass_cmp,14,,,,,
player,201211110tam,tam,FreeJo00,pass_att,20,,,,,
player,201211110tam,tam,FreeJo00,pass_yds,210,,,,,
player,201211110tam,tam,FreeJo00,pass_td,2,,,,,
player,201211110tam,tam,FreeJo00,pass_int,0,,,,,
player,201211110tam,tam,FreeJo00,pass_sacked,1,,,,,
player,201211110tam,tam,FreeJo00,pass_sacked_yds,5,,,,,
player,201211110tam,tam,FreeJo00,pass_long,54,,,,,
player,201211110tam,tam,FreeJo00,pass_rating,137.5,,,,,
player,201211110tam,tam,FreeJo00,rush_att,1,,,,,
player,201211110tam,tam,FreeJo00,rush_yds,4,,,,,
player,201211110tam,tam,FreeJo00,rush_td,0,,,,,
player,201211110tam,tam,FreeJo00,rush_long,4,,,,,
player,201211110tam,tam,FreeJo00,targets,0,,,,,
player,201211110tam,tam,FreeJo00,rec,0,,,,,
player,201211110tam,tam,FreeJo00,rec_yds,0,,,,,
player,201211110tam,tam,FreeJo00,rec_td,0,,,,,
player,201211110tam,tam,FreeJo00,rec_long,0,,,,,
player,201211110tam,tam,FreeJo00,fumbles,0,,,,,
player,201211110tam,tam,FreeJo00,fumbles_lost,0,,,,,
player,201211110tam,tam,MartDo00,pass_cmp,0,,,,,
player,201211110tam,tam,MartDo00,pass_att,0,,,,,
player,201211110tam,tam,MartDo00,pass_yds,0,,,,,
player,201211110tam,tam,MartDo00,pass_td,0,,,,,
player,201211110tam,tam,MartDo00,pass_int,0,,,,,
player,201211110tam,tam,MartDo00,pass_sacked,0,,,,,
player,201211110tam,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201211110tam,tam,MartDo00,pass_long,0,,,,,
player,201211110tam,tam,MartDo00,pass_rating,,,,,,
player,201211110tam,tam,MartDo00,rush_att,19,,,,,
player,201211110tam,tam,MartDo00,rush_yds,68,,,,,
player,201211110tam,tam,MartDo00,rush_td,0,,,,,
player,201211110tam,tam,MartDo00,rush_long,14,,,,,
player,201211110tam,tam,MartDo00,targets,3,,,,,
player,201211110tam,tam,MartDo00,rec,3,,,,,
player,201211110tam,tam,MartDo00,rec_yds,51,,,,,
player,201211110tam,tam,MartDo00,rec_td,0,,,,,
player,201211110tam,tam,MartDo00,rec_long,42,,,,,
player,201211110tam,tam,MartDo00,fumbles,0,,,,,
player,201211110tam,tam,MartDo00,fumbles_lost,0,,,,,
player,201211110tam,tam,BlouLe00,pass_cmp,0,,,,,
player,201211110tam,tam,BlouLe00,pass_att,0,,,,,
player,201211110tam,tam,BlouLe00,pass_yds,0,,,,,
player,201211110tam,tam,BlouLe00,pass_td,0,,,,,
player,201211110tam,tam,BlouLe00,pass_int,0,,,,,
player,201211110tam,tam,BlouLe00,pass_sacked,0,,,,,
player,201211110tam,tam,BlouLe00,pass_sacked_yds,0,,,,,
player,201211110tam,tam,BlouLe00,pass_long,0,,,,,
player,201211110tam,tam,BlouLe00,pass_rating,,,,,,
player,201211110tam,tam,BlouLe00,rush_att,1,,,,,
player,201211110tam,tam,BlouLe00,rush_yds,3,,,,,
player,201211110tam,tam,BlouLe00,rush_td,0,,,,,
player,201211110tam,tam,BlouLe00,rush_long,3,,,,,
player,201211110tam,tam,BlouLe00,targets,0,,,,,
player,201211110tam,tam,BlouLe00,rec,0,,,,,
player,201211110tam,tam,BlouLe00,rec_yds,0,,,,,
player,201211110tam,tam,BlouLe00,rec_td,0,,,,,
player,201211110tam,tam,BlouLe00,rec_long,0,,,,,
player,201211110tam,tam,BlouLe00,fumbles,0,,,,,
player,201211110tam,tam,BlouLe00,fumbles_lost,0,,,,,
player,201211110tam,tam,WillMi04,pass_cmp,0,,,,,
player,201211110tam,tam,WillMi04,pass_att,0,,,,,
player,201211110tam,tam,WillMi04,pass_yds,0,,,,,
player,201211110tam,tam,WillMi04,pass_td,0,,,,,
player,201211110tam,tam,WillMi04,pass_int,0,,,,,
player,201211110tam,tam,WillMi04,pass_sacked,0,,,,,
player,201211110tam,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201211110tam,tam,WillMi04,pass_long,0,,,,,
player,201211110tam,tam,WillMi04,pass_rating,,,,,,
player,201211110tam,tam,WillMi04,rush_att,0,,,,,
player,201211110tam,tam,WillMi04,rush_yds,0,,,,,
player,201211110tam,tam,WillMi04,rush_td,0,,,,,
player,201211110tam,tam,WillMi04,rush_long,0,,,,,
player,201211110tam,tam,WillMi04,targets,4,,,,,
player,201211110tam,tam,WillMi04,rec,2,,,,,
player,201211110tam,tam,WillMi04,rec_yds,64,,,,,
player,201211110tam,tam,WillMi04,rec_td,0,,,,,
player,201211110tam,tam,WillMi04,rec_long,54,,,,,
player,201211110tam,tam,WillMi04,fumbles,0,,,,,
player,201211110tam,tam,WillMi04,fumbles_lost,0,,,,,
player,201211110tam,tam,JackVi00,pass_cmp,0,,,,,
player,201211110tam,tam,JackVi00,pass_att,0,,,,,
player,201211110tam,tam,JackVi00,pass_yds,0,,,,,
player,201211110tam,tam,JackVi00,pass_td,0,,,,,
player,201211110tam,tam,JackVi00,pass_int,0,,,,,
player,201211110tam,tam,JackVi00,pass_sacked,0,,,,,
player,201211110tam,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201211110tam,tam,JackVi00,pass_long,0,,,,,
player,201211110tam,tam,JackVi00,pass_rating,,,,,,
player,201211110tam,tam,JackVi00,rush_att,0,,,,,
player,201211110tam,tam,JackVi00,rush_yds,0,,,,,
player,201211110tam,tam,JackVi00,rush_td,0,,,,,
player,201211110tam,tam,JackVi00,rush_long,0,,,,,
player,201211110tam,tam,JackVi00,targets,7,,,,,
player,201211110tam,tam,JackVi00,rec,5,,,,,
player,201211110tam,tam,JackVi00,rec_yds,59,,,,,
player,201211110tam,tam,JackVi00,rec_td,0,,,,,
player,201211110tam,tam,JackVi00,rec_long,31,,,,,
player,201211110tam,tam,JackVi00,fumbles,0,,,,,
player,201211110tam,tam,JackVi00,fumbles_lost,0,,,,,
player,201211110tam,tam,UndeTi00,pass_cmp,0,,,,,
player,201211110tam,tam,UndeTi00,pass_att,0,,,,,
player,201211110tam,tam,UndeTi00,pass_yds,0,,,,,
player,201211110tam,tam,UndeTi00,pass_td,0,,,,,
player,201211110tam,tam,UndeTi00,pass_int,0,,,,,
player,201211110tam,tam,UndeTi00,pass_sacked,0,,,,,
player,201211110tam,tam,UndeTi00,pass_sacked_yds,0,,,,,
player,201211110tam,tam,UndeTi00,pass_long,0,,,,,
player,201211110tam,tam,UndeTi00,pass_rating,,,,,,
player,201211110tam,tam,UndeTi00,rush_att,0,,,,,
player,201211110tam,tam,UndeTi00,rush_yds,0,,,,,
player,201211110tam,tam,UndeTi00,rush_td,0,,,,,
player,201211110tam,tam,UndeTi00,rush_long,0,,,,,
player,201211110tam,tam,UndeTi00,targets,2,,,,,
player,201211110tam,tam,UndeTi00,rec,2,,,,,
player,201211110tam,tam,UndeTi00,rec_yds,22,,,,,
player,201211110tam,tam,UndeTi00,rec_td,1,,,,,
player,201211110tam,tam,UndeTi00,rec_long,15,,,,,
player,201211110tam,tam,UndeTi00,fumbles,0,,,,,
player,201211110tam,tam,UndeTi00,fumbles_lost,0,,,,,
player,201211110tam,tam,StocLu00,pass_cmp,0,,,,,
player,201211110tam,tam,StocLu00,pass_att,0,,,,,
player,201211110tam,tam,StocLu00,pass_yds,0,,,,,
player,201211110tam,tam,StocLu00,pass_td,0,,,,,
player,201211110tam,tam,StocLu00,pass_int,0,,,,,
player,201211110tam,tam,StocLu00,pass_sacked,0,,,,,
player,201211110tam,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201211110tam,tam,StocLu00,pass_long,0,,,,,
player,201211110tam,tam,StocLu00,pass_rating,,,,,,
player,201211110tam,tam,StocLu00,rush_att,0,,,,,
player,201211110tam,tam,StocLu00,rush_yds,0,,,,,
player,201211110tam,tam,StocLu00,rush_td,0,,,,,
player,201211110tam,tam,StocLu00,rush_long,0,,,,,
player,201211110tam,tam,StocLu00,targets,1,,,,,
player,201211110tam,tam,StocLu00,rec,1,,,,,
player,201211110tam,tam,StocLu00,rec_yds,11,,,,,
player,201211110tam,tam,StocLu00,rec_td,0,,,,,
player,201211110tam,tam,StocLu00,rec_long,11,,,,,
player,201211110tam,tam,StocLu00,fumbles,0,,,,,
player,201211110tam,tam,StocLu00,fumbles_lost,0,,,,,
player,201211110tam,tam,ClarDa00,pass_cmp,0,,,,,
player,201211110tam,tam,ClarDa00,pass_att,0,,,,,
player,201211110tam,tam,ClarDa00,pass_yds,0,,,,,
player,201211110tam,tam,ClarDa00,pass_td,0,,,,,
player,201211110tam,tam,ClarDa00,pass_int,0,,,,,
player,201211110tam,tam,ClarDa00,pass_sacked,0,,,,,
player,201211110tam,tam,ClarDa00,pass_sacked_yds,0,,,,,
player,201211110tam,tam,ClarDa00,pass_long,0,,,,,
player,201211110tam,tam,ClarDa00,pass_rating,,,,,,
player,201211110tam,tam,ClarDa00,rush_att,0,,,,,
player,201211110tam,tam,ClarDa00,rush_yds,0,,,,,
player,201211110tam,tam,ClarDa00,rush_td,0,,,,,
player,201211110tam,tam,ClarDa00,rush_long,0,,,,,
player,201211110tam,tam,ClarDa00,targets,1,,,,,
player,201211110tam,tam,ClarDa00,rec,1,,,,,
player,201211110tam,tam,ClarDa00,rec_yds,3,,,,,
player,201211110tam,tam,ClarDa00,rec_td,1,,,,,
player,201211110tam,tam,ClarDa00,rec_long,3,,,,,
player,201211110tam,tam,ClarDa00,fumbles,0,,,,,
player,201211110tam,tam,ClarDa00,fumbles_lost,0,,,,,
player,201211110tam,tam,LoriEr99,pass_cmp,0,,,,,
player,201211110tam,tam,LoriEr99,pass_att,0,,,,,
player,201211110tam,tam,LoriEr99,pass_yds,0,,,,,
player,201211110tam,tam,LoriEr99,pass_td,0,,,,,
player,201211110tam,tam,LoriEr99,pass_int,0,,,,,
player,201211110tam,tam,LoriEr99,pass_sacked,0,,,,,
player,201211110tam,tam,LoriEr99,pass_sacked_yds,0,,,,,
player,201211110tam,tam,LoriEr99,pass_long,0,,,,,
player,201211110tam,tam,LoriEr99,pass_rating,,,,,,
player,201211110tam,tam,LoriEr99,rush_att,0,,,,,
player,201211110tam,tam,LoriEr99,rush_yds,0,,,,,
player,201211110tam,tam,LoriEr99,rush_td,0,,,,,
player,201211110tam,tam,LoriEr99,rush_long,0,,,,,
player,201211110tam,tam,LoriEr99,targets,1,,,,,
player,201211110tam,tam,LoriEr99,rec,0,,,,,
player,201211110tam,tam,LoriEr99,rec_yds,0,,,,,
player,201211110tam,tam,LoriEr99,rec_td,0,,,,,
player,201211110tam,tam,LoriEr99,rec_long,0,,,,,
player,201211110tam,tam,LoriEr99,fumbles,0,,,,,
player,201211110tam,tam,LoriEr99,fumbles_lost,0,,,,,
player,201211110tam,tam,OwusCh00,pass_cmp,0,,,,,
player,201211110tam,tam,OwusCh00,pass_att,0,,,,,
player,201211110tam,tam,OwusCh00,pass_yds,0,,,,,
player,201211110tam,tam,OwusCh00,pass_td,0,,,,,
player,201211110tam,tam,OwusCh00,pass_int,0,,,,,
player,201211110tam,tam,OwusCh00,pass_sacked,0,,,,,
player,201211110tam,tam,OwusCh00,pass_sacked_yds,0,,,,,
