game,2016,16,20161224,201612240cle,sdg,"San Diego Chargers",17,cle,"Cleveland Browns",20
player,201612240cle,sdg,WattDe00,fumbles,0,,,,,
player,201612240cle,sdg,WattDe00,fumbles_lost,0,,,,,
player,201612240cle,sdg,DaviGe00,pass_cmp,0,,,,,
player,201612240cle,sdg,DaviGe00,pass_att,0,,,,,
player,201612240cle,sdg,DaviGe00,pass_yds,0,,,,,
player,201612240cle,sdg,DaviGe00,pass_td,0,,,,,
player,201612240cle,sdg,DaviGe00,pass_int,0,,,,,
player,201612240cle,sdg,DaviGe00,pass_sacked,0,,,,,
player,201612240cle,sdg,DaviGe00,pass_sacked_yds,0,,,,,
player,201612240cle,sdg,DaviGe00,pass_long,0,,,,,
player,201612240cle,sdg,DaviGe00,pass_rating,,,,,,
player,201612240cle,sdg,DaviGe00,rush_att,0,,,,,
player,201612240cle,sdg,DaviGe00,rush_yds,0,,,,,
player,201612240cle,sdg,DaviGe00,rush_td,0,,,,,
player,201612240cle,sdg,DaviGe00,rush_long,0,,,,,
player,201612240cle,sdg,DaviGe00,targets,1,,,,,
player,201612240cle,sdg,DaviGe00,rec,0,,,,,
player,201612240cle,sdg,DaviGe00,rec_yds,0,,,,,
player,201612240cle,sdg,DaviGe00,rec_td,0,,,,,
player,201612240cle,sdg,DaviGe00,rec_long,0,,,,,
player,201612240cle,sdg,DaviGe00,fumbles,0,,,,,
player,201612240cle,sdg,DaviGe00,fumbles_lost,0,,,,,
player,201612240cle,cle,GrifRo01,pass_cmp,17,,,,,
player,201612240cle,cle,GrifRo01,pass_att,25,,,,,
player,201612240cle,cle,GrifRo01,pass_yds,164,,,,,
player,201612240cle,cle,GrifRo01,pass_td,0,,,,,
player,201612240cle,cle,GrifRo01,pass_int,0,,,,,
player,201612240cle,cle,GrifRo01,pass_sacked,7,,,,,
player,201612240cle,cle,GrifRo01,pass_sacked_yds,37,,,,,
player,201612240cle,cle,GrifRo01,pass_long,21,,,,,
player,201612240cle,cle,GrifRo01,pass_rating,86.1,,,,,
player,201612240cle,cle,GrifRo01,rush_att,6,,,,,
player,201612240cle,cle,GrifRo01,rush_yds,42,,,,,
player,201612240cle,cle,GrifRo01,rush_td,0,,,,,
player,201612240cle,cle,GrifRo01,rush_long,12,,,,,
player,201612240cle,cle,GrifRo01,targets,0,,,,,
player,201612240cle,cle,GrifRo01,rec,0,,,,,
player,201612240cle,cle,GrifRo01,rec_yds,0,,,,,
player,201612240cle,cle,GrifRo01,rec_td,0,,,,,
player,201612240cle,cle,GrifRo01,rec_long,0,,,,,
player,201612240cle,cle,GrifRo01,fumbles,0,,,,,
player,201612240cle,cle,GrifRo01,fumbles_lost,0,,,,,
player,201612240cle,cle,KessCo00,pass_cmp,2,,,,,
player,201612240cle,cle,KessCo00,pass_att,3,,,,,
player,201612240cle,cle,KessCo00,pass_yds,11,,,,,
player,201612240cle,cle,KessCo00,pass_td,0,,,,,
player,201612240cle,cle,KessCo00,pass_int,0,,,,,
player,201612240cle,cle,KessCo00,pass_sacked,2,,,,,
player,201612240cle,cle,KessCo00,pass_sacked_yds,11,,,,,
player,201612240cle,cle,KessCo00,pass_long,9,,,,,
player,201612240cle,cle,KessCo00,pass_rating,72.9,,,,,
player,201612240cle,cle,KessCo00,rush_att,0,,,,,
player,201612240cle,cle,KessCo00,rush_yds,0,,,,,
player,201612240cle,cle,KessCo00,rush_td,0,,,,,
player,201612240cle,cle,KessCo00,rush_long,0,,,,,
player,201612240cle,cle,KessCo00,targets,0,,,,,
player,201612240cle,cle,KessCo00,rec,0,,,,,
player,201612240cle,cle,KessCo00,rec_yds,0,,,,,
player,201612240cle,cle,KessCo00,rec_td,0,,,,,
player,201612240cle,cle,KessCo00,rec_long,0,,,,,
player,201612240cle,cle,KessCo00,fumbles,0,,,,,
player,201612240cle,cle,KessCo00,fumbles_lost,0,,,,,
player,201612240cle,cle,CrowIs00,pass_cmp,0,,,,,
player,201612240cle,cle,CrowIs00,pass_att,0,,,,,
player,201612240cle,cle,CrowIs00,pass_yds,0,,,,,
player,201612240cle,cle,CrowIs00,pass_td,0,,,,,
player,201612240cle,cle,CrowIs00,pass_int,0,,,,,
player,201612240cle,cle,CrowIs00,pass_sacked,0,,,,,
player,201612240cle,cle,CrowIs00,pass_sacked_yds,0,,,,,
player,201612240cle,cle,CrowIs00,pass_long,0,,,,,
player,201612240cle,cle,CrowIs00,pass_rating,,,,,,
player,201612240cle,cle,CrowIs00,rush_att,16,,,,,
player,201612240cle,cle,CrowIs00,rush_yds,54,,,,,
player,201612240cle,cle,CrowIs00,rush_td,2,,,,,
player,201612240cle,cle,CrowIs00,rush_long,14,,,,,
player,201612240cle,cle,CrowIs00,targets,5,,,,,
player,201612240cle,cle,CrowIs00,rec,4,,,,,
player,201612240cle,cle,CrowIs00,rec_yds,4,,,,,
player,201612240cle,cle,CrowIs00,rec_td,0,,,,,
player,201612240cle,cle,CrowIs00,rec_long,5,,,,,
player,201612240cle,cle,CrowIs00,fumbles,0,,,,,
player,201612240cle,cle,CrowIs00,fumbles_lost,0,,,,,
player,201612240cle,cle,JohnDu00,pass_cmp,0,,,,,
player,201612240cle,cle,JohnDu00,pass_att,0,,,,,
player,201612240cle,cle,JohnDu00,pass_yds,0,,,,,
player,201612240cle,cle,JohnDu00,pass_td,0,,,,,
player,201612240cle,cle,JohnDu00,pass_int,0,,,,,
player,201612240cle,cle,JohnDu00,pass_sacked,0,,,,,
player,201612240cle,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201612240cle,cle,JohnDu00,pass_long,0,,,,,
player,201612240cle,cle,JohnDu00,pass_rating,,,,,,
player,201612240cle,cle,JohnDu00,rush_att,7,,,,,
player,201612240cle,cle,JohnDu00,rush_yds,28,,,,,
player,201612240cle,cle,JohnDu00,rush_td,0,,,,,
player,201612240cle,cle,JohnDu00,rush_long,22,,,,,
player,201612240cle,cle,JohnDu00,targets,2,,,,,
player,201612240cle,cle,JohnDu00,rec,2,,,,,
player,201612240cle,cle,JohnDu00,rec_yds,21,,,,,
player,201612240cle,cle,JohnDu00,rec_td,0,,,,,
player,201612240cle,cle,JohnDu00,rec_long,17,,,,,
player,201612240cle,cle,JohnDu00,fumbles,0,,,,,
player,201612240cle,cle,JohnDu00,fumbles_lost,0,,,,,
player,201612240cle,cle,BarnGa01,pass_cmp,0,,,,,
player,201612240cle,cle,BarnGa01,pass_att,0,,,,,
player,201612240cle,cle,BarnGa01,pass_yds,0,,,,,
player,201612240cle,cle,BarnGa01,pass_td,0,,,,,
player,201612240cle,cle,BarnGa01,pass_int,0,,,,,
player,201612240cle,cle,BarnGa01,pass_sacked,0,,,,,
player,201612240cle,cle,BarnGa01,pass_sacked_yds,0,,,,,
player,201612240cle,cle,BarnGa01,pass_long,0,,,,,
player,201612240cle,cle,BarnGa01,pass_rating,,,,,,
player,201612240cle,cle,BarnGa01,rush_att,0,,,,,
player,201612240cle,cle,BarnGa01,rush_yds,0,,,,,
player,201612240cle,cle,BarnGa01,rush_td,0,,,,,
player,201612240cle,cle,BarnGa01,rush_long,0,,,,,
player,201612240cle,cle,BarnGa01,targets,6,,,,,
player,201612240cle,cle,BarnGa01,rec,5,,,,,
player,201612240cle,cle,BarnGa01,rec_yds,42,,,,,
player,201612240cle,cle,BarnGa01,rec_td,0,,,,,
player,201612240cle,cle,BarnGa01,rec_long,12,,,,,
player,201612240cle,cle,BarnGa01,fumbles,0,,,,,
player,201612240cle,cle,BarnGa01,fumbles_lost,0,,,,,
player,201612240cle,cle,PryoTe00,pass_cmp,0,,,,,
player,201612240cle,cle,PryoTe00,pass_att,0,,,,,
player,201612240cle,cle,PryoTe00,pass_yds,0,,,,,
player,201612240cle,cle,PryoTe00,pass_td,0,,,,,
player,201612240cle,cle,PryoTe00,pass_int,0,,,,,
player,201612240cle,cle,PryoTe00,pass_sacked,0,,,,,
player,201612240cle,cle,PryoTe00,pass_sacked_yds,0,,,,,
player,201612240cle,cle,PryoTe00,pass_long,0,,,,,
player,201612240cle,cle,PryoTe00,pass_rating,,,,,,
player,201612240cle,cle,PryoTe00,rush_att,0,,,,,
player,201612240cle,cle,PryoTe00,rush_yds,0,,,,,
player,201612240cle,cle,PryoTe00,rush_td,0,,,,,
player,201612240cle,cle,PryoTe00,rush_long,0,,,,,
player,201612240cle,cle,PryoTe00,targets,5,,,,,
player,201612240cle,cle,PryoTe00,rec,3,,,,,
player,201612240cle,cle,PryoTe00,rec_yds,36,,,,,
player,201612240cle,cle,PryoTe00,rec_td,0,,,,,
player,201612240cle,cle,PryoTe00,rec_long,18,,,,,
player,201612240cle,cle,PryoTe00,fumbles,0,,,,,
player,201612240cle,cle,PryoTe00,fumbles_lost,0,,,,,
player,201612240cle,cle,HawkAn00,pass_cmp,0,,,,,
player,201612240cle,cle,HawkAn00,pass_att,0,,,,,
player,201612240cle,cle,HawkAn00,pass_yds,0,,,,,
player,201612240cle,cle,HawkAn00,pass_td,0,,,,,
player,201612240cle,cle,HawkAn00,pass_int,0,,,,,
player,201612240cle,cle,HawkAn00,pass_sacked,0,,,,,
player,201612240cle,cle,HawkAn00,pass_sacked_yds,0,,,,,
player,201612240cle,cle,HawkAn00,pass_long,0,,,,,
player,201612240cle,cle,HawkAn00,pass_rating,,,,,,
player,201612240cle,cle,HawkAn00,rush_att,0,,,,,
player,201612240cle,cle,HawkAn00,rush_yds,0,,,,,
player,201612240cle,cle,HawkAn00,rush_td,0,,,,,
player,201612240cle,cle,HawkAn00,rush_long,0,,,,,
player,201612240cle,cle,HawkAn00,targets,2,,,,,
player,201612240cle,cle,HawkAn00,rec,1,,,,,
player,201612240cle,cle,HawkAn00,rec_yds,21,,,,,
player,201612240cle,cle,HawkAn00,rec_td,0,,,,,
player,201612240cle,cle,HawkAn00,rec_long,21,,,,,
player,201612240cle,cle,HawkAn00,fumbles,0,,,,,
player,201612240cle,cle,HawkAn00,fumbles_lost,0,,,,,
player,201612240cle,cle,DevaSe00,pass_cmp,0,,,,,
player,201612240cle,cle,DevaSe00,pass_att,0,,,,,
player,201612240cle,cle,DevaSe00,pass_yds,0,,,,,
player,201612240cle,cle,DevaSe00,pass_td,0,,,,,
player,201612240cle,cle,DevaSe00,pass_int,0,,,,,
player,201612240cle,cle,DevaSe00,pass_sacked,0,,,,,
player,201612240cle,cle,DevaSe00,pass_sacked_yds,0,,,,,
player,201612240cle,cle,DevaSe00,pass_long,0,,,,,
player,201612240cle,cle,DevaSe00,pass_rating,,,,,,
player,201612240cle,cle,DevaSe00,rush_att,0,,,,,
player,201612240cle,cle,DevaSe00,rush_yds,0,,,,,
player,201612240cle,cle,DevaSe00,rush_td,0,,,,,
player,201612240cle,cle,DevaSe00,rush_long,0,,,,,
player,201612240cle,cle,DevaSe00,targets,1,,,,,
player,201612240cle,cle,DevaSe00,rec,1,,,,,
player,201612240cle,cle,DevaSe00,rec_yds,21,,,,,
player,201612240cle,cle,DevaSe00,rec_td,0,,,,,
player,201612240cle,cle,DevaSe00,rec_long,21,,,,,
player,201612240cle,cle,DevaSe00,fumbles,0,,,,,
player,201612240cle,cle,DevaSe00,fumbles_lost,0,,,,,
player,201612240cle,cle,VitaDa00,pass_cmp,0,,,,,
player,201612240cle,cle,VitaDa00,pass_att,0,,,,,
player,201612240cle,cle,VitaDa00,pass_yds,0,,,,,
player,201612240cle,cle,VitaDa00,pass_td,0,,,,,
player,201612240cle,cle,VitaDa00,pass_int,0,,,,,
player,201612240cle,cle,VitaDa00,pass_sacked,0,,,,,
player,201612240cle,cle,VitaDa00,pass_sacked_yds,0,,,,,
player,201612240cle,cle,VitaDa00,pass_long,0,,,,,
player,201612240cle,cle,VitaDa00,pass_rating,,,,,,
player,201612240cle,cle,VitaDa00,rush_att,0,,,,,
player,201612240cle,cle,VitaDa00,rush_yds,0,,,,,
player,201612240cle,cle,VitaDa00,rush_td,0,,,,,
player,201612240cle,cle,VitaDa00,rush_long,0,,,,,
player,201612240cle,cle,VitaDa00,targets,1,,,,,
player,201612240cle,cle,VitaDa00,rec,1,,,,,
player,201612240cle,cle,VitaDa00,rec_yds,15,,,,,
player,201612240cle,cle,VitaDa00,rec_td,0,,,,,
player,201612240cle,cle,VitaDa00,rec_long,15,,,,,
player,201612240cle,cle,VitaDa00,fumbles,0,,,,,
player,201612240cle,cle,VitaDa00,fumbles_lost,0,,,,,
player,201612240cle,cle,ColeCo00,pass_cmp,0,,,,,
player,201612240cle,cle,ColeCo00,pass_att,0,,,,,
player,201612240cle,cle,ColeCo00,pass_yds,0,,,,,
player,201612240cle,cle,ColeCo00,pass_td,0,,,,,
player,201612240cle,cle,ColeCo00,pass_int,0,,,,,
player,201612240cle,cle,ColeCo00,pass_sacked,0,,,,,
player,201612240cle,cle,ColeCo00,pass_sacked_yds,0,,,,,
player,201612240cle,cle,ColeCo00,pass_long,0,,,,,
player,201612240cle,cle,ColeCo00,pass_rating,,,,,,
player,201612240cle,cle,ColeCo00,rush_att,0,,,,,
player,201612240cle,cle,ColeCo00,rush_yds,0,,,,,
player,201612240cle,cle,ColeCo00,rush_td,0,,,,,
player,201612240cle,cle,ColeCo00,rush_long,0,,,,,
player,201612240cle,cle,ColeCo00,targets,5,,,,,
player,201612240cle,cle,ColeCo00,rec,2,,,,,
player,201612240cle,cle,ColeCo00,rec_yds,15,,,,,
player,201612240cle,cle,ColeCo00,rec_td,0,,,,,
player,201612240cle,cle,ColeCo00,rec_long,9,,,,,
player,201612240cle,cle,ColeCo00,fumbles,0,,,,,
player,201612240cle,cle,ColeCo00,fumbles_lost,0,,,,,
player,201612240cle,cle,HiggRa00,pass_cmp,0,,,,,
player,201612240cle,cle,HiggRa00,pass_att,0,,,,,
player,201612240cle,cle,HiggRa00,pass_yds,0,,,,,
player,201612240cle,cle,HiggRa00,pass_td,0,,,,,
player,201612240cle,cle,HiggRa00,pass_int,0,,,,,
player,201612240cle,cle,HiggRa00,pass_sacked,0,,,,,
player,201612240cle,cle,HiggRa00,pass_sacked_yds,0,,,,,
player,201612240cle,cle,HiggRa00,pass_long,0,,,,,
player,201612240cle,cle,HiggRa00,pass_rating,,,,,,
player,201612240cle,cle,HiggRa00,rush_att,0,,,,,
player,201612240cle,cle,HiggRa00,rush_yds,0,,,,,
player,201612240cle,cle,HiggRa00,rush_td,0,,,,,
player,201612240cle,cle,HiggRa00,rush_long,0,,,,,
player,201612240cle,cle,HiggRa00,targets,1,,,,,
player,201612240cle,cle,HiggRa00,rec,0,,,,,
player,201612240cle,cle,HiggRa00,rec_yds,0,,,,,
player,201612240cle,cle,HiggRa00,rec_td,0,,,,,
player,201612240cle,cle,HiggRa00,rec_long,0,,,,,
player,201612240cle,cle,HiggRa00,fumbles,0,,,,,
player,201612240cle,cle,HiggRa00,fumbles_lost,0,,,,,
player,201612240cle,sdg,BosaJo00,def_int,0,,,,,
player,201612240cle,sdg,BosaJo00,def_int_yds,0,,,,,
player,201612240cle,sdg,BosaJo00,def_int_td,0,,,,,
player,201612240cle,sdg,BosaJo00,def_int_long,0,,,,,
player,201612240cle,sdg,BosaJo00,pass_defended,0,,,,,
player,201612240cle,sdg,BosaJo00,sacks,2.0,,,,,
player,201612240cle,sdg,BosaJo00,tackles_combined,5,,,,,
player,201612240cle,sdg,BosaJo00,tackles_solo,4,,,,,
player,201612240cle,sdg,BosaJo00,tackles_assists,1,,,,,
player,201612240cle,sdg,BosaJo00,tackles_loss,3,,,,,
player,201612240cle,sdg,BosaJo00,qb_hits,3,,,,,
player,201612240cle,sdg,BosaJo00,fumbles_rec,0,,,,,
player,201612240cle,sdg,BosaJo00,fumbles_rec_yds,0,,,,,
player,201612240cle,sdg,BosaJo00,fumbles_rec_td,0,,,,,
player,201612240cle,sdg,BosaJo00,fumbles_forced,0,,,,,
player,201612240cle,sdg,SquaDa00,def_int,0,,,,,
player,201612240cle,sdg,SquaDa00,def_int_yds,0,,,,,
player,201612240cle,sdg,SquaDa00,def_int_td,0,,,,,
player,201612240cle,sdg,SquaDa00,def_int_long,0,,,,,
player,201612240cle,sdg,SquaDa00,pass_defended,0,,,,,
player,201612240cle,sdg,SquaDa00,sacks,2.0,,,,,
player,201612240cle,sdg,SquaDa00,tackles_combined,2,,,,,
player,201612240cle,sdg,SquaDa00,tackles_solo,2,,,,,
player,201612240cle,sdg,SquaDa00,tackles_assists,0,,,,,
player,201612240cle,sdg,SquaDa00,tackles_loss,2,,,,,
player,201612240cle,sdg,SquaDa00,qb_hits,2,,,,,
