game,2016,1,20160912,201609120was,pit,"Pittsburgh Steelers",38,was,"Washington Redskins",16
player,201609120was,pit,JoneJa05,st_pct,4%,,,,,
player,201609120was,pit,MoatAr00,pos,LB,,,,,
player,201609120was,pit,MoatAr00,offense,0,,,,,
player,201609120was,pit,MoatAr00,off_pct,0%,,,,,
player,201609120was,pit,MoatAr00,defense,33,,,,,
player,201609120was,pit,MoatAr00,def_pct,57%,,,,,
player,201609120was,pit,MoatAr00,special_teams,6,,,,,
player,201609120was,pit,MoatAr00,st_pct,24%,,,,,
player,201609120was,pit,HarrJa23,pos,LB,,,,,
player,201609120was,pit,HarrJa23,offense,0,,,,,
player,201609120was,pit,HarrJa23,off_pct,0%,,,,,
player,201609120was,pit,HarrJa23,defense,26,,,,,
player,201609120was,pit,HarrJa23,def_pct,45%,,,,,
player,201609120was,pit,HarrJa23,special_teams,3,,,,,
player,201609120was,pit,HarrJa23,st_pct,12%,,,,,
player,201609120was,pit,MathRi99,pos,DE,,,,,
player,201609120was,pit,MathRi99,offense,0,,,,,
player,201609120was,pit,MathRi99,off_pct,0%,,,,,
player,201609120was,pit,MathRi99,defense,16,,,,,
player,201609120was,pit,MathRi99,def_pct,28%,,,,,
player,201609120was,pit,MathRi99,special_teams,2,,,,,
player,201609120was,pit,MathRi99,st_pct,8%,,,,,
player,201609120was,pit,ChicAn00,pos,LB,,,,,
player,201609120was,pit,ChicAn00,offense,0,,,,,
player,201609120was,pit,ChicAn00,off_pct,0%,,,,,
player,201609120was,pit,ChicAn00,defense,15,,,,,
player,201609120was,pit,ChicAn00,def_pct,26%,,,,,
player,201609120was,pit,ChicAn00,special_teams,18,,,,,
player,201609120was,pit,ChicAn00,st_pct,72%,,,,,
player,201609120was,pit,HargJa00,pos,NT,,,,,
player,201609120was,pit,HargJa00,offense,0,,,,,
player,201609120was,pit,HargJa00,off_pct,0%,,,,,
player,201609120was,pit,HargJa00,defense,13,,,,,
player,201609120was,pit,HargJa00,def_pct,22%,,,,,
player,201609120was,pit,HargJa00,special_teams,3,,,,,
player,201609120was,pit,HargJa00,st_pct,12%,,,,,
player,201609120was,pit,McCuDa00,pos,NT,,,,,
player,201609120was,pit,McCuDa00,offense,0,,,,,
player,201609120was,pit,McCuDa00,off_pct,0%,,,,,
player,201609120was,pit,McCuDa00,defense,10,,,,,
player,201609120was,pit,McCuDa00,def_pct,17%,,,,,
player,201609120was,pit,McCuDa00,special_teams,1,,,,,
player,201609120was,pit,McCuDa00,st_pct,4%,,,,,
player,201609120was,pit,BurnAr00,pos,CB,,,,,
player,201609120was,pit,BurnAr00,offense,0,,,,,
player,201609120was,pit,BurnAr00,off_pct,0%,,,,,
player,201609120was,pit,BurnAr00,defense,9,,,,,
player,201609120was,pit,BurnAr00,def_pct,16%,,,,,
player,201609120was,pit,BurnAr00,special_teams,9,,,,,
player,201609120was,pit,BurnAr00,st_pct,36%,,,,,
player,201609120was,pit,WillVi01,pos,LB,,,,,
player,201609120was,pit,WillVi01,offense,0,,,,,
player,201609120was,pit,WillVi01,off_pct,0%,,,,,
player,201609120was,pit,WillVi01,defense,7,,,,,
player,201609120was,pit,WillVi01,def_pct,12%,,,,,
player,201609120was,pit,WillVi01,special_teams,15,,,,,
player,201609120was,pit,WillVi01,st_pct,60%,,,,,
player,201609120was,pit,FortL.00,pos,LB,,,,,
player,201609120was,pit,FortL.00,offense,0,,,,,
player,201609120was,pit,FortL.00,off_pct,0%,,,,,
player,201609120was,pit,FortL.00,defense,4,,,,,
player,201609120was,pit,FortL.00,def_pct,7%,,,,,
player,201609120was,pit,FortL.00,special_teams,16,,,,,
player,201609120was,pit,FortL.00,st_pct,64%,,,,,
player,201609120was,pit,ThomSh00,pos,SS,,,,,
player,201609120was,pit,ThomSh00,offense,0,,,,,
player,201609120was,pit,ThomSh00,off_pct,0%,,,,,
player,201609120was,pit,ThomSh00,defense,0,,,,,
player,201609120was,pit,ThomSh00,def_pct,0%,,,,,
player,201609120was,pit,ThomSh00,special_teams,15,,,,,
player,201609120was,pit,ThomSh00,st_pct,60%,,,,,
player,201609120was,pit,BoswCh00,pos,K,,,,,
player,201609120was,pit,BoswCh00,offense,0,,,,,
player,201609120was,pit,BoswCh00,off_pct,0%,,,,,
player,201609120was,pit,BoswCh00,defense,0,,,,,
player,201609120was,pit,BoswCh00,def_pct,0%,,,,,
player,201609120was,pit,BoswCh00,special_teams,13,,,,,
player,201609120was,pit,BoswCh00,st_pct,52%,,,,,
player,201609120was,pit,HubbCh00,pos,G,,,,,
player,201609120was,pit,HubbCh00,offense,0,,,,,
player,201609120was,pit,HubbCh00,off_pct,0%,,,,,
player,201609120was,pit,HubbCh00,defense,0,,,,,
player,201609120was,pit,HubbCh00,def_pct,0%,,,,,
player,201609120was,pit,HubbCh00,special_teams,11,,,,,
player,201609120was,pit,HubbCh00,st_pct,44%,,,,,
player,201609120was,pit,DangJo00,pos,SS,,,,,
player,201609120was,pit,DangJo00,offense,0,,,,,
player,201609120was,pit,DangJo00,off_pct,0%,,,,,
player,201609120was,pit,DangJo00,defense,0,,,,,
player,201609120was,pit,DangJo00,def_pct,0%,,,,,
player,201609120was,pit,DangJo00,special_teams,9,,,,,
player,201609120was,pit,DangJo00,st_pct,36%,,,,,
player,201609120was,pit,MataTy00,pos,LB,,,,,
player,201609120was,pit,MataTy00,offense,0,,,,,
player,201609120was,pit,MataTy00,off_pct,0%,,,,,
player,201609120was,pit,MataTy00,defense,0,,,,,
player,201609120was,pit,MataTy00,def_pct,0%,,,,,
player,201609120was,pit,MataTy00,special_teams,9,,,,,
player,201609120was,pit,MataTy00,st_pct,36%,,,,,
player,201609120was,pit,BerrJo00,pos,P,,,,,
player,201609120was,pit,BerrJo00,offense,0,,,,,
player,201609120was,pit,BerrJo00,off_pct,0%,,,,,
player,201609120was,pit,BerrJo00,defense,0,,,,,
player,201609120was,pit,BerrJo00,def_pct,0%,,,,,
player,201609120was,pit,BerrJo00,special_teams,8,,,,,
player,201609120was,pit,BerrJo00,st_pct,32%,,,,,
player,201609120was,pit,WarrGr20,pos,LS,,,,,
player,201609120was,pit,WarrGr20,offense,0,,,,,
player,201609120was,pit,WarrGr20,off_pct,0%,,,,,
player,201609120was,pit,WarrGr20,defense,0,,,,,
player,201609120was,pit,WarrGr20,def_pct,0%,,,,,
player,201609120was,pit,WarrGr20,special_teams,8,,,,,
player,201609120was,pit,WarrGr20,st_pct,32%,,,,,
player,201609120was,pit,HarrRy20,pos,T,,,,,
player,201609120was,pit,HarrRy20,offense,0,,,,,
player,201609120was,pit,HarrRy20,off_pct,0%,,,,,
player,201609120was,pit,HarrRy20,defense,0,,,,,
player,201609120was,pit,HarrRy20,def_pct,0%,,,,,
player,201609120was,pit,HarrRy20,special_teams,6,,,,,
player,201609120was,pit,HarrRy20,st_pct,24%,,,,,
player,201609120was,pit,FinnB.01,pos,C,,,,,
player,201609120was,pit,FinnB.01,offense,0,,,,,
player,201609120was,pit,FinnB.01,off_pct,0%,,,,,
player,201609120was,pit,FinnB.01,defense,0,,,,,
player,201609120was,pit,FinnB.01,def_pct,0%,,,,,
player,201609120was,pit,FinnB.01,special_teams,5,,,,,
player,201609120was,pit,FinnB.01,st_pct,20%,,,,,
