game,2016,3,20160925,201609250mia,cle,"Cleveland Browns",24,mia,"Miami Dolphins",30
player,201609250mia,cle,PryoTe00,pass_yds,35,,,,,
player,201609250mia,cle,PryoTe00,pass_td,0,,,,,
player,201609250mia,cle,PryoTe00,pass_int,0,,,,,
player,201609250mia,cle,PryoTe00,pass_sacked,1,,,,,
player,201609250mia,cle,PryoTe00,pass_sacked_yds,1,,,,,
player,201609250mia,cle,PryoTe00,pass_long,26,,,,,
player,201609250mia,cle,PryoTe00,pass_rating,81.2,,,,,
player,201609250mia,cle,PryoTe00,rush_att,4,,,,,
player,201609250mia,cle,PryoTe00,rush_yds,21,,,,,
player,201609250mia,cle,PryoTe00,rush_td,1,,,,,
player,201609250mia,cle,PryoTe00,rush_long,15,,,,,
player,201609250mia,cle,PryoTe00,targets,14,,,,,
player,201609250mia,cle,PryoTe00,rec,8,,,,,
player,201609250mia,cle,PryoTe00,rec_yds,144,,,,,
player,201609250mia,cle,PryoTe00,rec_td,0,,,,,
player,201609250mia,cle,PryoTe00,rec_long,40,,,,,
player,201609250mia,cle,PryoTe00,fumbles,0,,,,,
player,201609250mia,cle,PryoTe00,fumbles_lost,0,,,,,
player,201609250mia,cle,CrowIs00,pass_cmp,0,,,,,
player,201609250mia,cle,CrowIs00,pass_att,0,,,,,
player,201609250mia,cle,CrowIs00,pass_yds,0,,,,,
player,201609250mia,cle,CrowIs00,pass_td,0,,,,,
player,201609250mia,cle,CrowIs00,pass_int,0,,,,,
player,201609250mia,cle,CrowIs00,pass_sacked,0,,,,,
player,201609250mia,cle,CrowIs00,pass_sacked_yds,0,,,,,
player,201609250mia,cle,CrowIs00,pass_long,0,,,,,
player,201609250mia,cle,CrowIs00,pass_rating,,,,,,
player,201609250mia,cle,CrowIs00,rush_att,15,,,,,
player,201609250mia,cle,CrowIs00,rush_yds,79,,,,,
player,201609250mia,cle,CrowIs00,rush_td,0,,,,,
player,201609250mia,cle,CrowIs00,rush_long,25,,,,,
player,201609250mia,cle,CrowIs00,targets,1,,,,,
player,201609250mia,cle,CrowIs00,rec,0,,,,,
player,201609250mia,cle,CrowIs00,rec_yds,0,,,,,
player,201609250mia,cle,CrowIs00,rec_td,0,,,,,
player,201609250mia,cle,CrowIs00,rec_long,0,,,,,
player,201609250mia,cle,CrowIs00,fumbles,0,,,,,
player,201609250mia,cle,CrowIs00,fumbles_lost,0,,,,,
player,201609250mia,cle,JohnDu00,pass_cmp,0,,,,,
player,201609250mia,cle,JohnDu00,pass_att,0,,,,,
player,201609250mia,cle,JohnDu00,pass_yds,0,,,,,
player,201609250mia,cle,JohnDu00,pass_td,0,,,,,
player,201609250mia,cle,JohnDu00,pass_int,0,,,,,
player,201609250mia,cle,JohnDu00,pass_sacked,0,,,,,
player,201609250mia,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201609250mia,cle,JohnDu00,pass_long,0,,,,,
player,201609250mia,cle,JohnDu00,pass_rating,,,,,,
player,201609250mia,cle,JohnDu00,rush_att,10,,,,,
player,201609250mia,cle,JohnDu00,rush_yds,69,,,,,
player,201609250mia,cle,JohnDu00,rush_td,0,,,,,
player,201609250mia,cle,JohnDu00,rush_long,17,,,,,
player,201609250mia,cle,JohnDu00,targets,7,,,,,
player,201609250mia,cle,JohnDu00,rec,5,,,,,
player,201609250mia,cle,JohnDu00,rec_yds,12,,,,,
player,201609250mia,cle,JohnDu00,rec_td,0,,,,,
player,201609250mia,cle,JohnDu00,rec_long,7,,,,,
player,201609250mia,cle,JohnDu00,fumbles,0,,,,,
player,201609250mia,cle,JohnDu00,fumbles_lost,0,,,,,
player,201609250mia,cle,HawkAn00,pass_cmp,0,,,,,
player,201609250mia,cle,HawkAn00,pass_att,0,,,,,
player,201609250mia,cle,HawkAn00,pass_yds,0,,,,,
player,201609250mia,cle,HawkAn00,pass_td,0,,,,,
player,201609250mia,cle,HawkAn00,pass_int,0,,,,,
player,201609250mia,cle,HawkAn00,pass_sacked,0,,,,,
player,201609250mia,cle,HawkAn00,pass_sacked_yds,0,,,,,
player,201609250mia,cle,HawkAn00,pass_long,0,,,,,
player,201609250mia,cle,HawkAn00,pass_rating,,,,,,
player,201609250mia,cle,HawkAn00,rush_att,1,,,,,
player,201609250mia,cle,HawkAn00,rush_yds,1,,,,,
player,201609250mia,cle,HawkAn00,rush_td,0,,,,,
player,201609250mia,cle,HawkAn00,rush_long,1,,,,,
player,201609250mia,cle,HawkAn00,targets,4,,,,,
player,201609250mia,cle,HawkAn00,rec,2,,,,,
player,201609250mia,cle,HawkAn00,rec_yds,14,,,,,
player,201609250mia,cle,HawkAn00,rec_td,0,,,,,
player,201609250mia,cle,HawkAn00,rec_long,9,,,,,
player,201609250mia,cle,HawkAn00,fumbles,0,,,,,
player,201609250mia,cle,HawkAn00,fumbles_lost,0,,,,,
player,201609250mia,cle,BarnGa01,pass_cmp,0,,,,,
player,201609250mia,cle,BarnGa01,pass_att,0,,,,,
player,201609250mia,cle,BarnGa01,pass_yds,0,,,,,
player,201609250mia,cle,BarnGa01,pass_td,0,,,,,
player,201609250mia,cle,BarnGa01,pass_int,0,,,,,
player,201609250mia,cle,BarnGa01,pass_sacked,0,,,,,
player,201609250mia,cle,BarnGa01,pass_sacked_yds,0,,,,,
player,201609250mia,cle,BarnGa01,pass_long,0,,,,,
player,201609250mia,cle,BarnGa01,pass_rating,,,,,,
player,201609250mia,cle,BarnGa01,rush_att,0,,,,,
player,201609250mia,cle,BarnGa01,rush_yds,0,,,,,
player,201609250mia,cle,BarnGa01,rush_td,0,,,,,
player,201609250mia,cle,BarnGa01,rush_long,0,,,,,
player,201609250mia,cle,BarnGa01,targets,6,,,,,
player,201609250mia,cle,BarnGa01,rec,5,,,,,
player,201609250mia,cle,BarnGa01,rec_yds,66,,,,,
player,201609250mia,cle,BarnGa01,rec_td,0,,,,,
player,201609250mia,cle,BarnGa01,rec_long,26,,,,,
player,201609250mia,cle,BarnGa01,fumbles,0,,,,,
player,201609250mia,cle,BarnGa01,fumbles_lost,0,,,,,
player,201609250mia,cle,LouiRi00,pass_cmp,0,,,,,
player,201609250mia,cle,LouiRi00,pass_att,0,,,,,
player,201609250mia,cle,LouiRi00,pass_yds,0,,,,,
player,201609250mia,cle,LouiRi00,pass_td,0,,,,,
player,201609250mia,cle,LouiRi00,pass_int,0,,,,,
player,201609250mia,cle,LouiRi00,pass_sacked,0,,,,,
player,201609250mia,cle,LouiRi00,pass_sacked_yds,0,,,,,
player,201609250mia,cle,LouiRi00,pass_long,0,,,,,
player,201609250mia,cle,LouiRi00,pass_rating,,,,,,
player,201609250mia,cle,LouiRi00,rush_att,0,,,,,
player,201609250mia,cle,LouiRi00,rush_yds,0,,,,,
player,201609250mia,cle,LouiRi00,rush_td,0,,,,,
player,201609250mia,cle,LouiRi00,rush_long,0,,,,,
player,201609250mia,cle,LouiRi00,targets,4,,,,,
player,201609250mia,cle,LouiRi00,rec,3,,,,,
player,201609250mia,cle,LouiRi00,rec_yds,40,,,,,
player,201609250mia,cle,LouiRi00,rec_td,0,,,,,
player,201609250mia,cle,LouiRi00,rec_long,28,,,,,
player,201609250mia,cle,LouiRi00,fumbles,1,,,,,
player,201609250mia,cle,LouiRi00,fumbles_lost,0,,,,,
player,201609250mia,cle,JohnMa06,pass_cmp,0,,,,,
player,201609250mia,cle,JohnMa06,pass_att,0,,,,,
player,201609250mia,cle,JohnMa06,pass_yds,0,,,,,
player,201609250mia,cle,JohnMa06,pass_td,0,,,,,
player,201609250mia,cle,JohnMa06,pass_int,0,,,,,
player,201609250mia,cle,JohnMa06,pass_sacked,0,,,,,
player,201609250mia,cle,JohnMa06,pass_sacked_yds,0,,,,,
player,201609250mia,cle,JohnMa06,pass_long,0,,,,,
player,201609250mia,cle,JohnMa06,pass_rating,,,,,,
player,201609250mia,cle,JohnMa06,rush_att,0,,,,,
player,201609250mia,cle,JohnMa06,rush_yds,0,,,,,
player,201609250mia,cle,JohnMa06,rush_td,0,,,,,
player,201609250mia,cle,JohnMa06,rush_long,0,,,,,
player,201609250mia,cle,JohnMa06,targets,1,,,,,
player,201609250mia,cle,JohnMa06,rec,1,,,,,
player,201609250mia,cle,JohnMa06,rec_yds,3,,,,,
player,201609250mia,cle,JohnMa06,rec_td,0,,,,,
player,201609250mia,cle,JohnMa06,rec_long,3,,,,,
player,201609250mia,cle,JohnMa06,fumbles,0,,,,,
player,201609250mia,cle,JohnMa06,fumbles_lost,0,,,,,
player,201609250mia,cle,HiggRa00,pass_cmp,0,,,,,
player,201609250mia,cle,HiggRa00,pass_att,0,,,,,
player,201609250mia,cle,HiggRa00,pass_yds,0,,,,,
player,201609250mia,cle,HiggRa00,pass_td,0,,,,,
player,201609250mia,cle,HiggRa00,pass_int,0,,,,,
player,201609250mia,cle,HiggRa00,pass_sacked,0,,,,,
player,201609250mia,cle,HiggRa00,pass_sacked_yds,0,,,,,
player,201609250mia,cle,HiggRa00,pass_long,0,,,,,
player,201609250mia,cle,HiggRa00,pass_rating,,,,,,
player,201609250mia,cle,HiggRa00,rush_att,0,,,,,
player,201609250mia,cle,HiggRa00,rush_yds,0,,,,,
player,201609250mia,cle,HiggRa00,rush_td,0,,,,,
player,201609250mia,cle,HiggRa00,rush_long,0,,,,,
player,201609250mia,cle,HiggRa00,targets,1,,,,,
player,201609250mia,cle,HiggRa00,rec,0,,,,,
player,201609250mia,cle,HiggRa00,rec_yds,0,,,,,
player,201609250mia,cle,HiggRa00,rec_td,0,,,,,
player,201609250mia,cle,HiggRa00,rec_long,0,,,,,
player,201609250mia,cle,HiggRa00,fumbles,0,,,,,
player,201609250mia,cle,HiggRa00,fumbles_lost,0,,,,,
player,201609250mia,mia,TannRy00,pass_cmp,25,,,,,
player,201609250mia,mia,TannRy00,pass_att,39,,,,,
player,201609250mia,mia,TannRy00,pass_yds,319,,,,,
player,201609250mia,mia,TannRy00,pass_td,3,,,,,
player,201609250mia,mia,TannRy00,pass_int,2,,,,,
player,201609250mia,mia,TannRy00,pass_sacked,1,,,,,
player,201609250mia,mia,TannRy00,pass_sacked_yds,8,,,,,
player,201609250mia,mia,TannRy00,pass_long,42,,,,,
player,201609250mia,mia,TannRy00,pass_rating,93.9,,,,,
player,201609250mia,mia,TannRy00,rush_att,1,,,,,
player,201609250mia,mia,TannRy00,rush_yds,2,,,,,
player,201609250mia,mia,TannRy00,rush_td,0,,,,,
player,201609250mia,mia,TannRy00,rush_long,2,,,,,
player,201609250mia,mia,TannRy00,targets,0,,,,,
player,201609250mia,mia,TannRy00,rec,0,,,,,
player,201609250mia,mia,TannRy00,rec_yds,0,,,,,
player,201609250mia,mia,TannRy00,rec_td,0,,,,,
player,201609250mia,mia,TannRy00,rec_long,0,,,,,
player,201609250mia,mia,TannRy00,fumbles,1,,,,,
player,201609250mia,mia,TannRy00,fumbles_lost,1,,,,,
player,201609250mia,mia,DrakKe00,pass_cmp,0,,,,,
player,201609250mia,mia,DrakKe00,pass_att,0,,,,,
player,201609250mia,mia,DrakKe00,pass_yds,0,,,,,
player,201609250mia,mia,DrakKe00,pass_td,0,,,,,
player,201609250mia,mia,DrakKe00,pass_int,0,,,,,
player,201609250mia,mia,DrakKe00,pass_sacked,0,,,,,
player,201609250mia,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201609250mia,mia,DrakKe00,pass_long,0,,,,,
player,201609250mia,mia,DrakKe00,pass_rating,,,,,,
player,201609250mia,mia,DrakKe00,rush_att,9,,,,,
player,201609250mia,mia,DrakKe00,rush_yds,37,,,,,
player,201609250mia,mia,DrakKe00,rush_td,0,,,,,
player,201609250mia,mia,DrakKe00,rush_long,11,,,,,
player,201609250mia,mia,DrakKe00,targets,2,,,,,
player,201609250mia,mia,DrakKe00,rec,2,,,,,
player,201609250mia,mia,DrakKe00,rec_yds,11,,,,,
player,201609250mia,mia,DrakKe00,rec_td,0,,,,,
player,201609250mia,mia,DrakKe00,rec_long,7,,,,,
player,201609250mia,mia,DrakKe00,fumbles,0,,,,,
player,201609250mia,mia,DrakKe00,fumbles_lost,0,,,,,
player,201609250mia,mia,AjayJa00,pass_cmp,0,,,,,
player,201609250mia,mia,AjayJa00,pass_att,0,,,,,
player,201609250mia,mia,AjayJa00,pass_yds,0,,,,,
player,201609250mia,mia,AjayJa00,pass_td,0,,,,,
player,201609250mia,mia,AjayJa00,pass_int,0,,,,,
player,201609250mia,mia,AjayJa00,pass_sacked,0,,,,,
player,201609250mia,mia,AjayJa00,pass_sacked_yds,0,,,,,
player,201609250mia,mia,AjayJa00,pass_long,0,,,,,
player,201609250mia,mia,AjayJa00,pass_rating,,,,,,
player,201609250mia,mia,AjayJa00,rush_att,7,,,,,
player,201609250mia,mia,AjayJa00,rush_yds,28,,,,,
player,201609250mia,mia,AjayJa00,rush_td,1,,,,,
player,201609250mia,mia,AjayJa00,rush_long,11,,,,,
player,201609250mia,mia,AjayJa00,targets,0,,,,,
player,201609250mia,mia,AjayJa00,rec,0,,,,,
player,201609250mia,mia,AjayJa00,rec_yds,0,,,,,
player,201609250mia,mia,AjayJa00,rec_td,0,,,,,
player,201609250mia,mia,AjayJa00,rec_long,0,,,,,
player,201609250mia,mia,AjayJa00,fumbles,0,,,,,
player,201609250mia,mia,AjayJa00,fumbles_lost,0,,,,,
player,201609250mia,mia,PeadIs00,pass_cmp,0,,,,,
player,201609250mia,mia,PeadIs00,pass_att,0,,,,,
player,201609250mia,mia,PeadIs00,pass_yds,0,,,,,
player,201609250mia,mia,PeadIs00,pass_td,0,,,,,
player,201609250mia,mia,PeadIs00,pass_int,0,,,,,
player,201609250mia,mia,PeadIs00,pass_sacked,0,,,,,
player,201609250mia,mia,PeadIs00,pass_sacked_yds,0,,,,,
player,201609250mia,mia,PeadIs00,pass_long,0,,,,,
player,201609250mia,mia,PeadIs00,pass_rating,,,,,,
player,201609250mia,mia,PeadIs00,rush_att,5,,,,,
player,201609250mia,mia,PeadIs00,rush_yds,17,,,,,
player,201609250mia,mia,PeadIs00,rush_td,0,,,,,
player,201609250mia,mia,PeadIs00,rush_long,4,,,,,
player,201609250mia,mia,PeadIs00,targets,0,,,,,
player,201609250mia,mia,PeadIs00,rec,0,,,,,
player,201609250mia,mia,PeadIs00,rec_yds,0,,,,,
player,201609250mia,mia,PeadIs00,rec_td,0,,,,,
player,201609250mia,mia,PeadIs00,rec_long,0,,,,,
player,201609250mia,mia,PeadIs00,fumbles,0,,,,,
player,201609250mia,mia,PeadIs00,fumbles_lost,0,,,,,
player,201609250mia,mia,LandJa00,pass_cmp,0,,,,,
player,201609250mia,mia,LandJa00,pass_att,0,,,,,
player,201609250mia,mia,LandJa00,pass_yds,0,,,,,
player,201609250mia,mia,LandJa00,pass_td,0,,,,,
player,201609250mia,mia,LandJa00,pass_int,0,,,,,
player,201609250mia,mia,LandJa00,pass_sacked,0,,,,,
player,201609250mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201609250mia,mia,LandJa00,pass_long,0,,,,,
player,201609250mia,mia,LandJa00,pass_rating,,,,,,
player,201609250mia,mia,LandJa00,rush_att,2,,,,,
player,201609250mia,mia,LandJa00,rush_yds,16,,,,,
player,201609250mia,mia,LandJa00,rush_td,0,,,,,
player,201609250mia,mia,LandJa00,rush_long,13,,,,,
player,201609250mia,mia,LandJa00,targets,12,,,,,
player,201609250mia,mia,LandJa00,rec,7,,,,,
player,201609250mia,mia,LandJa00,rec_yds,120,,,,,
player,201609250mia,mia,LandJa00,rec_td,1,,,,,
player,201609250mia,mia,LandJa00,rec_long,42,,,,,
player,201609250mia,mia,LandJa00,fumbles,0,,,,,
player,201609250mia,mia,LandJa00,fumbles_lost,0,,,,,
player,201609250mia,mia,WillDa05,pass_cmp,0,,,,,
player,201609250mia,mia,WillDa05,pass_att,0,,,,,
player,201609250mia,mia,WillDa05,pass_yds,0,,,,,
player,201609250mia,mia,WillDa05,pass_td,0,,,,,
player,201609250mia,mia,WillDa05,pass_int,0,,,,,
player,201609250mia,mia,WillDa05,pass_sacked,0,,,,,
player,201609250mia,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201609250mia,mia,WillDa05,pass_long,0,,,,,
player,201609250mia,mia,WillDa05,pass_rating,,,,,,
player,201609250mia,mia,WillDa05,rush_att,1,,,,,
player,201609250mia,mia,WillDa05,rush_yds,15,,,,,
player,201609250mia,mia,WillDa05,rush_td,0,,,,,
player,201609250mia,mia,WillDa05,rush_long,15,,,,,
player,201609250mia,mia,WillDa05,targets,3,,,,,
player,201609250mia,mia,WillDa05,rec,3,,,,,
player,201609250mia,mia,WillDa05,rec_yds,10,,,,,
player,201609250mia,mia,WillDa05,rec_td,1,,,,,
player,201609250mia,mia,WillDa05,rec_long,10,,,,,
player,201609250mia,mia,WillDa05,fumbles,0,,,,,
player,201609250mia,mia,WillDa05,fumbles_lost,0,,,,,
player,201609250mia,mia,StilKe00,pass_cmp,0,,,,,
player,201609250mia,mia,StilKe00,pass_att,0,,,,,
player,201609250mia,mia,StilKe00,pass_yds,0,,,,,
player,201609250mia,mia,StilKe00,pass_td,0,,,,,
player,201609250mia,mia,StilKe00,pass_int,0,,,,,
player,201609250mia,mia,StilKe00,pass_sacked,0,,,,,
player,201609250mia,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201609250mia,mia,StilKe00,pass_long,0,,,,,
player,201609250mia,mia,StilKe00,pass_rating,,,,,,
player,201609250mia,mia,StilKe00,rush_att,0,,,,,
player,201609250mia,mia,StilKe00,rush_yds,0,,,,,
player,201609250mia,mia,StilKe00,rush_td,0,,,,,
player,201609250mia,mia,StilKe00,rush_long,0,,,,,
player,201609250mia,mia,StilKe00,targets,8,,,,,
player,201609250mia,mia,StilKe00,rec,5,,,,,
player,201609250mia,mia,StilKe00,rec_yds,76,,,,,
player,201609250mia,mia,StilKe00,rec_td,0,,,,,
player,201609250mia,mia,StilKe00,rec_long,28,,,,,
player,201609250mia,mia,StilKe00,fumbles,0,,,,,
player,201609250mia,mia,StilKe00,fumbles_lost,0,,,,,
player,201609250mia,mia,ParkDe01,pass_cmp,0,,,,,
player,201609250mia,mia,ParkDe01,pass_att,0,,,,,
player,201609250mia,mia,ParkDe01,pass_yds,0,,,,,
player,201609250mia,mia,ParkDe01,pass_td,0,,,,,
player,201609250mia,mia,ParkDe01,pass_int,0,,,,,
player,201609250mia,mia,ParkDe01,pass_sacked,0,,,,,
player,201609250mia,mia,ParkDe01,pass_sacked_yds,0,,,,,
player,201609250mia,mia,ParkDe01,pass_long,0,,,,,
player,201609250mia,mia,ParkDe01,pass_rating,,,,,,
player,201609250mia,mia,ParkDe01,rush_att,0,,,,,
player,201609250mia,mia,ParkDe01,rush_yds,0,,,,,
player,201609250mia,mia,ParkDe01,rush_td,0,,,,,
player,201609250mia,mia,ParkDe01,rush_long,0,,,,,
player,201609250mia,mia,ParkDe01,targets,6,,,,,
player,201609250mia,mia,ParkDe01,rec,3,,,,,
player,201609250mia,mia,ParkDe01,rec_yds,51,,,,,
player,201609250mia,mia,ParkDe01,rec_td,1,,,,,
player,201609250mia,mia,ParkDe01,rec_long,26,,,,,
player,201609250mia,mia,ParkDe01,fumbles,0,,,,,
player,201609250mia,mia,ParkDe01,fumbles_lost,0,,,,,
player,201609250mia,mia,SimsDi00,pass_cmp,0,,,,,
player,201609250mia,mia,SimsDi00,pass_att,0,,,,,
player,201609250mia,mia,SimsDi00,pass_yds,0,,,,,
player,201609250mia,mia,SimsDi00,pass_td,0,,,,,
player,201609250mia,mia,SimsDi00,pass_int,0,,,,,
player,201609250mia,mia,SimsDi00,pass_sacked,0,,,,,
player,201609250mia,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201609250mia,mia,SimsDi00,pass_long,0,,,,,
player,201609250mia,mia,SimsDi00,pass_rating,,,,,,
player,201609250mia,mia,SimsDi00,rush_att,0,,,,,
player,201609250mia,mia,SimsDi00,rush_yds,0,,,,,
player,201609250mia,mia,SimsDi00,rush_td,0,,,,,
player,201609250mia,mia,SimsDi00,rush_long,0,,,,,
player,201609250mia,mia,SimsDi00,targets,4,,,,,
player,201609250mia,mia,SimsDi00,rec,4,,,,,
player,201609250mia,mia,SimsDi00,rec_yds,46,,,,,
player,201609250mia,mia,SimsDi00,rec_td,0,,,,,
player,201609250mia,mia,SimsDi00,rec_long,18,,,,,
player,201609250mia,mia,SimsDi00,fumbles,0,,,,,
player,201609250mia,mia,SimsDi00,fumbles_lost,0,,,,,
player,201609250mia,mia,CameJo00,pass_cmp,0,,,,,
player,201609250mia,mia,CameJo00,pass_att,0,,,,,
player,201609250mia,mia,CameJo00,pass_yds,0,,,,,
player,201609250mia,mia,CameJo00,pass_td,0,,,,,
player,201609250mia,mia,CameJo00,pass_int,0,,,,,
player,201609250mia,mia,CameJo00,pass_sacked,0,,,,,
player,201609250mia,mia,CameJo00,pass_sacked_yds,0,,,,,
player,201609250mia,mia,CameJo00,pass_long,0,,,,,
player,201609250mia,mia,CameJo00,pass_rating,,,,,,
player,201609250mia,mia,CameJo00,rush_att,0,,,,,
player,201609250mia,mia,CameJo00,rush_yds,0,,,,,
player,201609250mia,mia,CameJo00,rush_td,0,,,,,
player,201609250mia,mia,CameJo00,rush_long,0,,,,,
player,201609250mia,mia,CameJo00,targets,1,,,,,
player,201609250mia,mia,CameJo00,rec,1,,,,,
player,201609250mia,mia,CameJo00,rec_yds,5,,,,,
player,201609250mia,mia,CameJo00,rec_td,0,,,,,
player,201609250mia,mia,CameJo00,rec_long,5,,,,,
player,201609250mia,mia,CameJo00,fumbles,0,,,,,
player,201609250mia,mia,CameJo00,fumbles_lost,0,,,,,
player,201609250mia,cle,BoddBr01,def_int,1,,,,,
player,201609250mia,cle,BoddBr01,def_int_yds,27,,,,,
player,201609250mia,cle,BoddBr01,def_int_td,1,,,,,
player,201609250mia,cle,BoddBr01,def_int_long,27,,,,,
player,201609250mia,cle,BoddBr01,pass_defended,1,,,,,
player,201609250mia,cle,BoddBr01,sacks,0.0,,,,,
player,201609250mia,cle,BoddBr01,tackles_combined,4,,,,,
player,201609250mia,cle,BoddBr01,tackles_solo,3,,,,,
player,201609250mia,cle,BoddBr01,tackles_assists,1,,,,,
player,201609250mia,cle,BoddBr01,tackles_loss,0,,,,,
player,201609250mia,cle,BoddBr01,qb_hits,0,,,,,
player,201609250mia,cle,BoddBr01,fumbles_rec,0,,,,,
player,201609250mia,cle,BoddBr01,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,BoddBr01,fumbles_rec_td,0,,,,,
player,201609250mia,cle,BoddBr01,fumbles_forced,0,,,,,
player,201609250mia,cle,TaylJa01,def_int,1,,,,,
player,201609250mia,cle,TaylJa01,def_int_yds,-3,,,,,
player,201609250mia,cle,TaylJa01,def_int_td,0,,,,,
player,201609250mia,cle,TaylJa01,def_int_long,-3,,,,,
player,201609250mia,cle,TaylJa01,pass_defended,1,,,,,
player,201609250mia,cle,TaylJa01,sacks,0.0,,,,,
player,201609250mia,cle,TaylJa01,tackles_combined,1,,,,,
player,201609250mia,cle,TaylJa01,tackles_solo,1,,,,,
player,201609250mia,cle,TaylJa01,tackles_assists,0,,,,,
player,201609250mia,cle,TaylJa01,tackles_loss,0,,,,,
player,201609250mia,cle,TaylJa01,qb_hits,0,,,,,
player,201609250mia,cle,TaylJa01,fumbles_rec,0,,,,,
player,201609250mia,cle,TaylJa01,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,TaylJa01,fumbles_rec_td,0,,,,,
player,201609250mia,cle,TaylJa01,fumbles_forced,0,,,,,
player,201609250mia,cle,LemoCo00,def_int,0,,,,,
player,201609250mia,cle,LemoCo00,def_int_yds,0,,,,,
player,201609250mia,cle,LemoCo00,def_int_td,0,,,,,
player,201609250mia,cle,LemoCo00,def_int_long,0,,,,,
player,201609250mia,cle,LemoCo00,pass_defended,0,,,,,
player,201609250mia,cle,LemoCo00,sacks,1.0,,,,,
player,201609250mia,cle,LemoCo00,tackles_combined,3,,,,,
player,201609250mia,cle,LemoCo00,tackles_solo,3,,,,,
player,201609250mia,cle,LemoCo00,tackles_assists,0,,,,,
player,201609250mia,cle,LemoCo00,tackles_loss,1,,,,,
player,201609250mia,cle,LemoCo00,qb_hits,1,,,,,
player,201609250mia,cle,LemoCo00,fumbles_rec,1,,,,,
player,201609250mia,cle,LemoCo00,fumbles_rec_yds,0,,,,,
player,201609250mia,cle,LemoCo00,fumbles_rec_td,0,,,,,
player,201609250mia,cle,LemoCo00,fumbles_forced,1,,,,,
player,201609250mia,cle,PoyeJo00,def_int,0,,,,,
player,201609250mia,cle,PoyeJo00,def_int_yds,0,,,,,
player,201609250mia,cle,PoyeJo00,def_int_td,0,,,,,
player,201609250mia,cle,PoyeJo00,def_int_long,0,,,,,
player,201609250mia,cle,PoyeJo00,pass_defended,1,,,,,
player,201609250mia,cle,PoyeJo00,sacks,0.0,,,,,
player,201609250mia,cle,PoyeJo00,tackles_combined,13,,,,,
