game,2016,16,20161224,201612240ram,sfo,"San Francisco 49ers",22,ram,"Los Angeles Rams",21
player,201612240ram,ram,GurlTo01,pass_int,0,,,,,
player,201612240ram,ram,GurlTo01,pass_sacked,0,,,,,
player,201612240ram,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201612240ram,ram,GurlTo01,pass_long,0,,,,,
player,201612240ram,ram,GurlTo01,pass_rating,,,,,,
player,201612240ram,ram,GurlTo01,rush_att,23,,,,,
player,201612240ram,ram,GurlTo01,rush_yds,67,,,,,
player,201612240ram,ram,GurlTo01,rush_td,1,,,,,
player,201612240ram,ram,GurlTo01,rush_long,11,,,,,
player,201612240ram,ram,GurlTo01,targets,3,,,,,
player,201612240ram,ram,GurlTo01,rec,3,,,,,
player,201612240ram,ram,GurlTo01,rec_yds,20,,,,,
player,201612240ram,ram,GurlTo01,rec_td,0,,,,,
player,201612240ram,ram,GurlTo01,rec_long,9,,,,,
player,201612240ram,ram,GurlTo01,fumbles,0,,,,,
player,201612240ram,ram,GurlTo01,fumbles_lost,0,,,,,
player,201612240ram,ram,AustTa00,pass_cmp,0,,,,,
player,201612240ram,ram,AustTa00,pass_att,0,,,,,
player,201612240ram,ram,AustTa00,pass_yds,0,,,,,
player,201612240ram,ram,AustTa00,pass_td,0,,,,,
player,201612240ram,ram,AustTa00,pass_int,0,,,,,
player,201612240ram,ram,AustTa00,pass_sacked,0,,,,,
player,201612240ram,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201612240ram,ram,AustTa00,pass_long,0,,,,,
player,201612240ram,ram,AustTa00,pass_rating,,,,,,
player,201612240ram,ram,AustTa00,rush_att,3,,,,,
player,201612240ram,ram,AustTa00,rush_yds,26,,,,,
player,201612240ram,ram,AustTa00,rush_td,1,,,,,
player,201612240ram,ram,AustTa00,rush_long,30,,,,,
player,201612240ram,ram,AustTa00,targets,7,,,,,
player,201612240ram,ram,AustTa00,rec,2,,,,,
player,201612240ram,ram,AustTa00,rec_yds,14,,,,,
player,201612240ram,ram,AustTa00,rec_td,0,,,,,
player,201612240ram,ram,AustTa00,rec_long,15,,,,,
player,201612240ram,ram,AustTa00,fumbles,1,,,,,
player,201612240ram,ram,AustTa00,fumbles_lost,0,,,,,
player,201612240ram,ram,BrowMa03,pass_cmp,0,,,,,
player,201612240ram,ram,BrowMa03,pass_att,0,,,,,
player,201612240ram,ram,BrowMa03,pass_yds,0,,,,,
player,201612240ram,ram,BrowMa03,pass_td,0,,,,,
player,201612240ram,ram,BrowMa03,pass_int,0,,,,,
player,201612240ram,ram,BrowMa03,pass_sacked,0,,,,,
player,201612240ram,ram,BrowMa03,pass_sacked_yds,0,,,,,
player,201612240ram,ram,BrowMa03,pass_long,0,,,,,
player,201612240ram,ram,BrowMa03,pass_rating,,,,,,
player,201612240ram,ram,BrowMa03,rush_att,1,,,,,
player,201612240ram,ram,BrowMa03,rush_yds,2,,,,,
player,201612240ram,ram,BrowMa03,rush_td,0,,,,,
player,201612240ram,ram,BrowMa03,rush_long,2,,,,,
player,201612240ram,ram,BrowMa03,targets,0,,,,,
player,201612240ram,ram,BrowMa03,rec,0,,,,,
player,201612240ram,ram,BrowMa03,rec_yds,0,,,,,
player,201612240ram,ram,BrowMa03,rec_td,0,,,,,
player,201612240ram,ram,BrowMa03,rec_long,0,,,,,
player,201612240ram,ram,BrowMa03,fumbles,0,,,,,
player,201612240ram,ram,BrowMa03,fumbles_lost,0,,,,,
player,201612240ram,ram,KendLa00,pass_cmp,0,,,,,
player,201612240ram,ram,KendLa00,pass_att,0,,,,,
player,201612240ram,ram,KendLa00,pass_yds,0,,,,,
player,201612240ram,ram,KendLa00,pass_td,0,,,,,
player,201612240ram,ram,KendLa00,pass_int,0,,,,,
player,201612240ram,ram,KendLa00,pass_sacked,0,,,,,
player,201612240ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201612240ram,ram,KendLa00,pass_long,0,,,,,
player,201612240ram,ram,KendLa00,pass_rating,,,,,,
player,201612240ram,ram,KendLa00,rush_att,0,,,,,
player,201612240ram,ram,KendLa00,rush_yds,0,,,,,
player,201612240ram,ram,KendLa00,rush_td,0,,,,,
player,201612240ram,ram,KendLa00,rush_long,0,,,,,
player,201612240ram,ram,KendLa00,targets,4,,,,,
player,201612240ram,ram,KendLa00,rec,3,,,,,
player,201612240ram,ram,KendLa00,rec_yds,36,,,,,
player,201612240ram,ram,KendLa00,rec_td,0,,,,,
player,201612240ram,ram,KendLa00,rec_long,24,,,,,
player,201612240ram,ram,KendLa00,fumbles,0,,,,,
player,201612240ram,ram,KendLa00,fumbles_lost,0,,,,,
player,201612240ram,ram,BritKe00,pass_cmp,0,,,,,
player,201612240ram,ram,BritKe00,pass_att,0,,,,,
player,201612240ram,ram,BritKe00,pass_yds,0,,,,,
player,201612240ram,ram,BritKe00,pass_td,0,,,,,
player,201612240ram,ram,BritKe00,pass_int,0,,,,,
player,201612240ram,ram,BritKe00,pass_sacked,0,,,,,
player,201612240ram,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201612240ram,ram,BritKe00,pass_long,0,,,,,
player,201612240ram,ram,BritKe00,pass_rating,,,,,,
player,201612240ram,ram,BritKe00,rush_att,0,,,,,
player,201612240ram,ram,BritKe00,rush_yds,0,,,,,
player,201612240ram,ram,BritKe00,rush_td,0,,,,,
player,201612240ram,ram,BritKe00,rush_long,0,,,,,
player,201612240ram,ram,BritKe00,targets,4,,,,,
player,201612240ram,ram,BritKe00,rec,1,,,,,
player,201612240ram,ram,BritKe00,rec_yds,15,,,,,
player,201612240ram,ram,BritKe00,rec_td,0,,,,,
player,201612240ram,ram,BritKe00,rec_long,15,,,,,
player,201612240ram,ram,BritKe00,fumbles,1,,,,,
player,201612240ram,ram,BritKe00,fumbles_lost,0,,,,,
player,201612240ram,ram,HigbTy00,pass_cmp,0,,,,,
player,201612240ram,ram,HigbTy00,pass_att,0,,,,,
player,201612240ram,ram,HigbTy00,pass_yds,0,,,,,
player,201612240ram,ram,HigbTy00,pass_td,0,,,,,
player,201612240ram,ram,HigbTy00,pass_int,0,,,,,
player,201612240ram,ram,HigbTy00,pass_sacked,0,,,,,
player,201612240ram,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201612240ram,ram,HigbTy00,pass_long,0,,,,,
player,201612240ram,ram,HigbTy00,pass_rating,,,,,,
player,201612240ram,ram,HigbTy00,rush_att,0,,,,,
player,201612240ram,ram,HigbTy00,rush_yds,0,,,,,
player,201612240ram,ram,HigbTy00,rush_td,0,,,,,
player,201612240ram,ram,HigbTy00,rush_long,0,,,,,
player,201612240ram,ram,HigbTy00,targets,2,,,,,
player,201612240ram,ram,HigbTy00,rec,2,,,,,
player,201612240ram,ram,HigbTy00,rec_yds,5,,,,,
player,201612240ram,ram,HigbTy00,rec_td,1,,,,,
player,201612240ram,ram,HigbTy00,rec_long,3,,,,,
player,201612240ram,ram,HigbTy00,fumbles,0,,,,,
player,201612240ram,ram,HigbTy00,fumbles_lost,0,,,,,
player,201612240ram,ram,QuicBr00,pass_cmp,0,,,,,
player,201612240ram,ram,QuicBr00,pass_att,0,,,,,
player,201612240ram,ram,QuicBr00,pass_yds,0,,,,,
player,201612240ram,ram,QuicBr00,pass_td,0,,,,,
player,201612240ram,ram,QuicBr00,pass_int,0,,,,,
player,201612240ram,ram,QuicBr00,pass_sacked,0,,,,,
player,201612240ram,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201612240ram,ram,QuicBr00,pass_long,0,,,,,
player,201612240ram,ram,QuicBr00,pass_rating,,,,,,
player,201612240ram,ram,QuicBr00,rush_att,0,,,,,
player,201612240ram,ram,QuicBr00,rush_yds,0,,,,,
player,201612240ram,ram,QuicBr00,rush_td,0,,,,,
player,201612240ram,ram,QuicBr00,rush_long,0,,,,,
player,201612240ram,ram,QuicBr00,targets,4,,,,,
player,201612240ram,ram,QuicBr00,rec,0,,,,,
player,201612240ram,ram,QuicBr00,rec_yds,0,,,,,
player,201612240ram,ram,QuicBr00,rec_td,0,,,,,
player,201612240ram,ram,QuicBr00,rec_long,0,,,,,
player,201612240ram,ram,QuicBr00,fumbles,0,,,,,
player,201612240ram,ram,QuicBr00,fumbles_lost,0,,,,,
player,201612240ram,sfo,BrocTr00,def_int,1,,,,,
player,201612240ram,sfo,BrocTr00,def_int_yds,39,,,,,
player,201612240ram,sfo,BrocTr00,def_int_td,0,,,,,
player,201612240ram,sfo,BrocTr00,def_int_long,39,,,,,
player,201612240ram,sfo,BrocTr00,pass_defended,1,,,,,
player,201612240ram,sfo,BrocTr00,sacks,0.0,,,,,
player,201612240ram,sfo,BrocTr00,tackles_combined,1,,,,,
player,201612240ram,sfo,BrocTr00,tackles_solo,0,,,,,
player,201612240ram,sfo,BrocTr00,tackles_assists,1,,,,,
player,201612240ram,sfo,BrocTr00,tackles_loss,0,,,,,
player,201612240ram,sfo,BrocTr00,qb_hits,0,,,,,
player,201612240ram,sfo,BrocTr00,fumbles_rec,0,,,,,
player,201612240ram,sfo,BrocTr00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,BrocTr00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,BrocTr00,fumbles_forced,0,,,,,
player,201612240ram,sfo,RobiRa00,def_int,1,,,,,
player,201612240ram,sfo,RobiRa00,def_int_yds,0,,,,,
player,201612240ram,sfo,RobiRa00,def_int_td,0,,,,,
player,201612240ram,sfo,RobiRa00,def_int_long,0,,,,,
player,201612240ram,sfo,RobiRa00,pass_defended,2,,,,,
player,201612240ram,sfo,RobiRa00,sacks,0.0,,,,,
player,201612240ram,sfo,RobiRa00,tackles_combined,1,,,,,
player,201612240ram,sfo,RobiRa00,tackles_solo,1,,,,,
player,201612240ram,sfo,RobiRa00,tackles_assists,0,,,,,
player,201612240ram,sfo,RobiRa00,tackles_loss,0,,,,,
player,201612240ram,sfo,RobiRa00,qb_hits,0,,,,,
player,201612240ram,sfo,RobiRa00,fumbles_rec,0,,,,,
player,201612240ram,sfo,RobiRa00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,RobiRa00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,RobiRa00,fumbles_forced,0,,,,,
player,201612240ram,sfo,BrooAh21,def_int,0,,,,,
player,201612240ram,sfo,BrooAh21,def_int_yds,0,,,,,
player,201612240ram,sfo,BrooAh21,def_int_td,0,,,,,
player,201612240ram,sfo,BrooAh21,def_int_long,0,,,,,
player,201612240ram,sfo,BrooAh21,pass_defended,1,,,,,
player,201612240ram,sfo,BrooAh21,sacks,1.0,,,,,
player,201612240ram,sfo,BrooAh21,tackles_combined,5,,,,,
player,201612240ram,sfo,BrooAh21,tackles_solo,4,,,,,
player,201612240ram,sfo,BrooAh21,tackles_assists,1,,,,,
player,201612240ram,sfo,BrooAh21,tackles_loss,2,,,,,
player,201612240ram,sfo,BrooAh21,qb_hits,0,,,,,
player,201612240ram,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201612240ram,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201612240ram,sfo,HaroEl00,def_int,0,,,,,
player,201612240ram,sfo,HaroEl00,def_int_yds,0,,,,,
player,201612240ram,sfo,HaroEl00,def_int_td,0,,,,,
player,201612240ram,sfo,HaroEl00,def_int_long,0,,,,,
player,201612240ram,sfo,HaroEl00,pass_defended,0,,,,,
player,201612240ram,sfo,HaroEl00,sacks,1.0,,,,,
player,201612240ram,sfo,HaroEl00,tackles_combined,5,,,,,
player,201612240ram,sfo,HaroEl00,tackles_solo,2,,,,,
player,201612240ram,sfo,HaroEl00,tackles_assists,3,,,,,
player,201612240ram,sfo,HaroEl00,tackles_loss,1,,,,,
player,201612240ram,sfo,HaroEl00,qb_hits,2,,,,,
player,201612240ram,sfo,HaroEl00,fumbles_rec,0,,,,,
player,201612240ram,sfo,HaroEl00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,HaroEl00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,HaroEl00,fumbles_forced,0,,,,,
player,201612240ram,sfo,BlaiRo00,def_int,0,,,,,
player,201612240ram,sfo,BlaiRo00,def_int_yds,0,,,,,
player,201612240ram,sfo,BlaiRo00,def_int_td,0,,,,,
player,201612240ram,sfo,BlaiRo00,def_int_long,0,,,,,
player,201612240ram,sfo,BlaiRo00,pass_defended,0,,,,,
player,201612240ram,sfo,BlaiRo00,sacks,1.0,,,,,
player,201612240ram,sfo,BlaiRo00,tackles_combined,1,,,,,
player,201612240ram,sfo,BlaiRo00,tackles_solo,1,,,,,
player,201612240ram,sfo,BlaiRo00,tackles_assists,0,,,,,
player,201612240ram,sfo,BlaiRo00,tackles_loss,1,,,,,
player,201612240ram,sfo,BlaiRo00,qb_hits,1,,,,,
player,201612240ram,sfo,BlaiRo00,fumbles_rec,0,,,,,
player,201612240ram,sfo,BlaiRo00,fumbles_rec_yds,0,,,,,
player,201612240ram,sfo,BlaiRo00,fumbles_rec_td,0,,,,,
player,201612240ram,sfo,BlaiRo00,fumbles_forced,0,,,,,
player,201612240ram,sfo,BuckDe00,def_int,0,,,,,
player,201612240ram,sfo,BuckDe00,def_int_yds,0,,,,,
player,201612240ram,sfo,BuckDe00,def_int_td,0,,,,,
player,201612240ram,sfo,BuckDe00,def_int_long,0,,,,,
player,201612240ram,sfo,BuckDe00,pass_defended,1,,,,,
