game,2016,8,20161030,201610300htx,det,"Detroit Lions",13,htx,"Houston Texans",20
player,201610300htx,det,StafMa00,rush_att,0,,,,,
player,201610300htx,det,StafMa00,rush_yds,0,,,,,
player,201610300htx,det,StafMa00,rush_td,0,,,,,
player,201610300htx,det,StafMa00,rush_long,0,,,,,
player,201610300htx,det,StafMa00,targets,0,,,,,
player,201610300htx,det,StafMa00,rec,0,,,,,
player,201610300htx,det,StafMa00,rec_yds,0,,,,,
player,201610300htx,det,StafMa00,rec_td,0,,,,,
player,201610300htx,det,StafMa00,rec_long,0,,,,,
player,201610300htx,det,StafMa00,fumbles,0,,,,,
player,201610300htx,det,StafMa00,fumbles_lost,0,,,,,
player,201610300htx,det,RiddTh00,pass_cmp,0,,,,,
player,201610300htx,det,RiddTh00,pass_att,0,,,,,
player,201610300htx,det,RiddTh00,pass_yds,0,,,,,
player,201610300htx,det,RiddTh00,pass_td,0,,,,,
player,201610300htx,det,RiddTh00,pass_int,0,,,,,
player,201610300htx,det,RiddTh00,pass_sacked,0,,,,,
player,201610300htx,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201610300htx,det,RiddTh00,pass_long,0,,,,,
player,201610300htx,det,RiddTh00,pass_rating,,,,,,
player,201610300htx,det,RiddTh00,rush_att,11,,,,,
player,201610300htx,det,RiddTh00,rush_yds,56,,,,,
player,201610300htx,det,RiddTh00,rush_td,0,,,,,
player,201610300htx,det,RiddTh00,rush_long,16,,,,,
player,201610300htx,det,RiddTh00,targets,11,,,,,
player,201610300htx,det,RiddTh00,rec,8,,,,,
player,201610300htx,det,RiddTh00,rec_yds,77,,,,,
player,201610300htx,det,RiddTh00,rec_td,1,,,,,
player,201610300htx,det,RiddTh00,rec_long,23,,,,,
player,201610300htx,det,RiddTh00,fumbles,0,,,,,
player,201610300htx,det,RiddTh00,fumbles_lost,0,,,,,
player,201610300htx,det,ZennZa00,pass_cmp,0,,,,,
player,201610300htx,det,ZennZa00,pass_att,0,,,,,
player,201610300htx,det,ZennZa00,pass_yds,0,,,,,
player,201610300htx,det,ZennZa00,pass_td,0,,,,,
player,201610300htx,det,ZennZa00,pass_int,0,,,,,
player,201610300htx,det,ZennZa00,pass_sacked,0,,,,,
player,201610300htx,det,ZennZa00,pass_sacked_yds,0,,,,,
player,201610300htx,det,ZennZa00,pass_long,0,,,,,
player,201610300htx,det,ZennZa00,pass_rating,,,,,,
player,201610300htx,det,ZennZa00,rush_att,3,,,,,
player,201610300htx,det,ZennZa00,rush_yds,2,,,,,
player,201610300htx,det,ZennZa00,rush_td,0,,,,,
player,201610300htx,det,ZennZa00,rush_long,2,,,,,
player,201610300htx,det,ZennZa00,targets,1,,,,,
player,201610300htx,det,ZennZa00,rec,1,,,,,
player,201610300htx,det,ZennZa00,rec_yds,5,,,,,
player,201610300htx,det,ZennZa00,rec_td,0,,,,,
player,201610300htx,det,ZennZa00,rec_long,5,,,,,
player,201610300htx,det,ZennZa00,fumbles,0,,,,,
player,201610300htx,det,ZennZa00,fumbles_lost,0,,,,,
player,201610300htx,det,EbroEr00,pass_cmp,0,,,,,
player,201610300htx,det,EbroEr00,pass_att,0,,,,,
player,201610300htx,det,EbroEr00,pass_yds,0,,,,,
player,201610300htx,det,EbroEr00,pass_td,0,,,,,
player,201610300htx,det,EbroEr00,pass_int,0,,,,,
player,201610300htx,det,EbroEr00,pass_sacked,0,,,,,
player,201610300htx,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201610300htx,det,EbroEr00,pass_long,0,,,,,
player,201610300htx,det,EbroEr00,pass_rating,,,,,,
player,201610300htx,det,EbroEr00,rush_att,0,,,,,
player,201610300htx,det,EbroEr00,rush_yds,0,,,,,
player,201610300htx,det,EbroEr00,rush_td,0,,,,,
player,201610300htx,det,EbroEr00,rush_long,0,,,,,
player,201610300htx,det,EbroEr00,targets,10,,,,,
player,201610300htx,det,EbroEr00,rec,7,,,,,
player,201610300htx,det,EbroEr00,rec_yds,79,,,,,
player,201610300htx,det,EbroEr00,rec_td,0,,,,,
player,201610300htx,det,EbroEr00,rec_long,34,,,,,
player,201610300htx,det,EbroEr00,fumbles,0,,,,,
player,201610300htx,det,EbroEr00,fumbles_lost,0,,,,,
player,201610300htx,det,TateGo00,pass_cmp,0,,,,,
player,201610300htx,det,TateGo00,pass_att,0,,,,,
player,201610300htx,det,TateGo00,pass_yds,0,,,,,
player,201610300htx,det,TateGo00,pass_td,0,,,,,
player,201610300htx,det,TateGo00,pass_int,0,,,,,
player,201610300htx,det,TateGo00,pass_sacked,0,,,,,
player,201610300htx,det,TateGo00,pass_sacked_yds,0,,,,,
player,201610300htx,det,TateGo00,pass_long,0,,,,,
player,201610300htx,det,TateGo00,pass_rating,,,,,,
player,201610300htx,det,TateGo00,rush_att,0,,,,,
player,201610300htx,det,TateGo00,rush_yds,0,,,,,
player,201610300htx,det,TateGo00,rush_td,0,,,,,
player,201610300htx,det,TateGo00,rush_long,0,,,,,
player,201610300htx,det,TateGo00,targets,9,,,,,
player,201610300htx,det,TateGo00,rec,7,,,,,
player,201610300htx,det,TateGo00,rec_yds,42,,,,,
player,201610300htx,det,TateGo00,rec_td,0,,,,,
player,201610300htx,det,TateGo00,rec_long,13,,,,,
player,201610300htx,det,TateGo00,fumbles,0,,,,,
player,201610300htx,det,TateGo00,fumbles_lost,0,,,,,
player,201610300htx,det,JoneMa02,pass_cmp,0,,,,,
player,201610300htx,det,JoneMa02,pass_att,0,,,,,
player,201610300htx,det,JoneMa02,pass_yds,0,,,,,
player,201610300htx,det,JoneMa02,pass_td,0,,,,,
player,201610300htx,det,JoneMa02,pass_int,0,,,,,
player,201610300htx,det,JoneMa02,pass_sacked,0,,,,,
player,201610300htx,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201610300htx,det,JoneMa02,pass_long,0,,,,,
player,201610300htx,det,JoneMa02,pass_rating,,,,,,
player,201610300htx,det,JoneMa02,rush_att,0,,,,,
player,201610300htx,det,JoneMa02,rush_yds,0,,,,,
player,201610300htx,det,JoneMa02,rush_td,0,,,,,
player,201610300htx,det,JoneMa02,rush_long,0,,,,,
player,201610300htx,det,JoneMa02,targets,7,,,,,
player,201610300htx,det,JoneMa02,rec,3,,,,,
player,201610300htx,det,JoneMa02,rec_yds,33,,,,,
player,201610300htx,det,JoneMa02,rec_td,0,,,,,
player,201610300htx,det,JoneMa02,rec_long,11,,,,,
player,201610300htx,det,JoneMa02,fumbles,0,,,,,
player,201610300htx,det,JoneMa02,fumbles_lost,0,,,,,
player,201610300htx,det,BoldAn00,pass_cmp,0,,,,,
player,201610300htx,det,BoldAn00,pass_att,0,,,,,
player,201610300htx,det,BoldAn00,pass_yds,0,,,,,
player,201610300htx,det,BoldAn00,pass_td,0,,,,,
player,201610300htx,det,BoldAn00,pass_int,0,,,,,
player,201610300htx,det,BoldAn00,pass_sacked,0,,,,,
player,201610300htx,det,BoldAn00,pass_sacked_yds,0,,,,,
player,201610300htx,det,BoldAn00,pass_long,0,,,,,
player,201610300htx,det,BoldAn00,pass_rating,,,,,,
player,201610300htx,det,BoldAn00,rush_att,0,,,,,
player,201610300htx,det,BoldAn00,rush_yds,0,,,,,
player,201610300htx,det,BoldAn00,rush_td,0,,,,,
player,201610300htx,det,BoldAn00,rush_long,0,,,,,
player,201610300htx,det,BoldAn00,targets,3,,,,,
player,201610300htx,det,BoldAn00,rec,1,,,,,
player,201610300htx,det,BoldAn00,rec_yds,4,,,,,
player,201610300htx,det,BoldAn00,rec_td,0,,,,,
player,201610300htx,det,BoldAn00,rec_long,4,,,,,
player,201610300htx,det,BoldAn00,fumbles,0,,,,,
player,201610300htx,det,BoldAn00,fumbles_lost,0,,,,,
player,201610300htx,htx,OsweBr00,pass_cmp,20,,,,,
player,201610300htx,htx,OsweBr00,pass_att,29,,,,,
player,201610300htx,htx,OsweBr00,pass_yds,186,,,,,
player,201610300htx,htx,OsweBr00,pass_td,1,,,,,
player,201610300htx,htx,OsweBr00,pass_int,1,,,,,
player,201610300htx,htx,OsweBr00,pass_sacked,3,,,,,
player,201610300htx,htx,OsweBr00,pass_sacked_yds,22,,,,,
player,201610300htx,htx,OsweBr00,pass_long,23,,,,,
player,201610300htx,htx,OsweBr00,pass_rating,83.4,,,,,
player,201610300htx,htx,OsweBr00,rush_att,3,,,,,
player,201610300htx,htx,OsweBr00,rush_yds,-3,,,,,
player,201610300htx,htx,OsweBr00,rush_td,0,,,,,
player,201610300htx,htx,OsweBr00,rush_long,-1,,,,,
player,201610300htx,htx,OsweBr00,targets,0,,,,,
player,201610300htx,htx,OsweBr00,rec,0,,,,,
player,201610300htx,htx,OsweBr00,rec_yds,0,,,,,
player,201610300htx,htx,OsweBr00,rec_td,0,,,,,
player,201610300htx,htx,OsweBr00,rec_long,0,,,,,
player,201610300htx,htx,OsweBr00,fumbles,0,,,,,
player,201610300htx,htx,OsweBr00,fumbles_lost,0,,,,,
player,201610300htx,htx,MillLa01,pass_cmp,0,,,,,
player,201610300htx,htx,MillLa01,pass_att,0,,,,,
player,201610300htx,htx,MillLa01,pass_yds,0,,,,,
player,201610300htx,htx,MillLa01,pass_td,0,,,,,
player,201610300htx,htx,MillLa01,pass_int,0,,,,,
player,201610300htx,htx,MillLa01,pass_sacked,0,,,,,
player,201610300htx,htx,MillLa01,pass_sacked_yds,0,,,,,
player,201610300htx,htx,MillLa01,pass_long,0,,,,,
player,201610300htx,htx,MillLa01,pass_rating,,,,,,
player,201610300htx,htx,MillLa01,rush_att,17,,,,,
player,201610300htx,htx,MillLa01,rush_yds,56,,,,,
player,201610300htx,htx,MillLa01,rush_td,1,,,,,
player,201610300htx,htx,MillLa01,rush_long,10,,,,,
player,201610300htx,htx,MillLa01,targets,3,,,,,
player,201610300htx,htx,MillLa01,rec,2,,,,,
player,201610300htx,htx,MillLa01,rec_yds,7,,,,,
player,201610300htx,htx,MillLa01,rec_td,0,,,,,
player,201610300htx,htx,MillLa01,rec_long,4,,,,,
player,201610300htx,htx,MillLa01,fumbles,0,,,,,
player,201610300htx,htx,MillLa01,fumbles_lost,0,,,,,
player,201610300htx,htx,BlueAl00,pass_cmp,0,,,,,
player,201610300htx,htx,BlueAl00,pass_att,0,,,,,
player,201610300htx,htx,BlueAl00,pass_yds,0,,,,,
player,201610300htx,htx,BlueAl00,pass_td,0,,,,,
player,201610300htx,htx,BlueAl00,pass_int,0,,,,,
player,201610300htx,htx,BlueAl00,pass_sacked,0,,,,,
player,201610300htx,htx,BlueAl00,pass_sacked_yds,0,,,,,
player,201610300htx,htx,BlueAl00,pass_long,0,,,,,
player,201610300htx,htx,BlueAl00,pass_rating,,,,,,
player,201610300htx,htx,BlueAl00,rush_att,9,,,,,
player,201610300htx,htx,BlueAl00,rush_yds,41,,,,,
player,201610300htx,htx,BlueAl00,rush_td,0,,,,,
player,201610300htx,htx,BlueAl00,rush_long,19,,,,,
player,201610300htx,htx,BlueAl00,targets,0,,,,,
player,201610300htx,htx,BlueAl00,rec,0,,,,,
player,201610300htx,htx,BlueAl00,rec_yds,0,,,,,
player,201610300htx,htx,BlueAl00,rec_td,0,,,,,
player,201610300htx,htx,BlueAl00,rec_long,0,,,,,
player,201610300htx,htx,BlueAl00,fumbles,0,,,,,
player,201610300htx,htx,BlueAl00,fumbles_lost,0,,,,,
player,201610300htx,htx,GrimJo01,pass_cmp,0,,,,,
player,201610300htx,htx,GrimJo01,pass_att,0,,,,,
player,201610300htx,htx,GrimJo01,pass_yds,0,,,,,
player,201610300htx,htx,GrimJo01,pass_td,0,,,,,
player,201610300htx,htx,GrimJo01,pass_int,0,,,,,
player,201610300htx,htx,GrimJo01,pass_sacked,0,,,,,
player,201610300htx,htx,GrimJo01,pass_sacked_yds,0,,,,,
player,201610300htx,htx,GrimJo01,pass_long,0,,,,,
player,201610300htx,htx,GrimJo01,pass_rating,,,,,,
player,201610300htx,htx,GrimJo01,rush_att,2,,,,,
player,201610300htx,htx,GrimJo01,rush_yds,11,,,,,
player,201610300htx,htx,GrimJo01,rush_td,0,,,,,
player,201610300htx,htx,GrimJo01,rush_long,6,,,,,
player,201610300htx,htx,GrimJo01,targets,0,,,,,
player,201610300htx,htx,GrimJo01,rec,0,,,,,
player,201610300htx,htx,GrimJo01,rec_yds,0,,,,,
player,201610300htx,htx,GrimJo01,rec_td,0,,,,,
player,201610300htx,htx,GrimJo01,rec_long,0,,,,,
player,201610300htx,htx,GrimJo01,fumbles,0,,,,,
player,201610300htx,htx,GrimJo01,fumbles_lost,0,,,,,
player,201610300htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201610300htx,htx,HopkDe00,pass_att,0,,,,,
player,201610300htx,htx,HopkDe00,pass_yds,0,,,,,
player,201610300htx,htx,HopkDe00,pass_td,0,,,,,
player,201610300htx,htx,HopkDe00,pass_int,0,,,,,
player,201610300htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201610300htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201610300htx,htx,HopkDe00,pass_long,0,,,,,
player,201610300htx,htx,HopkDe00,pass_rating,,,,,,
player,201610300htx,htx,HopkDe00,rush_att,0,,,,,
player,201610300htx,htx,HopkDe00,rush_yds,0,,,,,
player,201610300htx,htx,HopkDe00,rush_td,0,,,,,
player,201610300htx,htx,HopkDe00,rush_long,0,,,,,
player,201610300htx,htx,HopkDe00,targets,7,,,,,
player,201610300htx,htx,HopkDe00,rec,4,,,,,
player,201610300htx,htx,HopkDe00,rec_yds,44,,,,,
player,201610300htx,htx,HopkDe00,rec_td,0,,,,,
player,201610300htx,htx,HopkDe00,rec_long,14,,,,,
player,201610300htx,htx,HopkDe00,fumbles,0,,,,,
player,201610300htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201610300htx,htx,FiedC.00,pass_cmp,0,,,,,
player,201610300htx,htx,FiedC.00,pass_att,0,,,,,
player,201610300htx,htx,FiedC.00,pass_yds,0,,,,,
player,201610300htx,htx,FiedC.00,pass_td,0,,,,,
player,201610300htx,htx,FiedC.00,pass_int,0,,,,,
player,201610300htx,htx,FiedC.00,pass_sacked,0,,,,,
player,201610300htx,htx,FiedC.00,pass_sacked_yds,0,,,,,
player,201610300htx,htx,FiedC.00,pass_long,0,,,,,
player,201610300htx,htx,FiedC.00,pass_rating,,,,,,
player,201610300htx,htx,FiedC.00,rush_att,0,,,,,
player,201610300htx,htx,FiedC.00,rush_yds,0,,,,,
player,201610300htx,htx,FiedC.00,rush_td,0,,,,,
player,201610300htx,htx,FiedC.00,rush_long,0,,,,,
player,201610300htx,htx,FiedC.00,targets,7,,,,,
player,201610300htx,htx,FiedC.00,rec,5,,,,,
player,201610300htx,htx,FiedC.00,rec_yds,43,,,,,
player,201610300htx,htx,FiedC.00,rec_td,1,,,,,
player,201610300htx,htx,FiedC.00,rec_long,15,,,,,
player,201610300htx,htx,FiedC.00,fumbles,0,,,,,
player,201610300htx,htx,FiedC.00,fumbles_lost,0,,,,,
player,201610300htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201610300htx,htx,GrifRy00,pass_att,0,,,,,
player,201610300htx,htx,GrifRy00,pass_yds,0,,,,,
player,201610300htx,htx,GrifRy00,pass_td,0,,,,,
player,201610300htx,htx,GrifRy00,pass_int,0,,,,,
player,201610300htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201610300htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201610300htx,htx,GrifRy00,pass_long,0,,,,,
player,201610300htx,htx,GrifRy00,pass_rating,,,,,,
player,201610300htx,htx,GrifRy00,rush_att,0,,,,,
player,201610300htx,htx,GrifRy00,rush_yds,0,,,,,
player,201610300htx,htx,GrifRy00,rush_td,0,,,,,
player,201610300htx,htx,GrifRy00,rush_long,0,,,,,
player,201610300htx,htx,GrifRy00,targets,3,,,,,
player,201610300htx,htx,GrifRy00,rec,3,,,,,
player,201610300htx,htx,GrifRy00,rec_yds,34,,,,,
player,201610300htx,htx,GrifRy00,rec_td,0,,,,,
player,201610300htx,htx,GrifRy00,rec_long,23,,,,,
player,201610300htx,htx,GrifRy00,fumbles,0,,,,,
player,201610300htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201610300htx,htx,FullWi01,pass_cmp,0,,,,,
player,201610300htx,htx,FullWi01,pass_att,0,,,,,
player,201610300htx,htx,FullWi01,pass_yds,0,,,,,
player,201610300htx,htx,FullWi01,pass_td,0,,,,,
player,201610300htx,htx,FullWi01,pass_int,0,,,,,
player,201610300htx,htx,FullWi01,pass_sacked,0,,,,,
player,201610300htx,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201610300htx,htx,FullWi01,pass_long,0,,,,,
player,201610300htx,htx,FullWi01,pass_rating,,,,,,
player,201610300htx,htx,FullWi01,rush_att,0,,,,,
player,201610300htx,htx,FullWi01,rush_yds,0,,,,,
player,201610300htx,htx,FullWi01,rush_td,0,,,,,
player,201610300htx,htx,FullWi01,rush_long,0,,,,,
player,201610300htx,htx,FullWi01,targets,4,,,,,
player,201610300htx,htx,FullWi01,rec,1,,,,,
player,201610300htx,htx,FullWi01,rec_yds,23,,,,,
player,201610300htx,htx,FullWi01,rec_td,0,,,,,
player,201610300htx,htx,FullWi01,rec_long,23,,,,,
player,201610300htx,htx,FullWi01,fumbles,0,,,,,
player,201610300htx,htx,FullWi01,fumbles_lost,0,,,,,
player,201610300htx,htx,MillBr03,pass_cmp,0,,,,,
player,201610300htx,htx,MillBr03,pass_att,0,,,,,
player,201610300htx,htx,MillBr03,pass_yds,0,,,,,
player,201610300htx,htx,MillBr03,pass_td,0,,,,,
player,201610300htx,htx,MillBr03,pass_int,0,,,,,
player,201610300htx,htx,MillBr03,pass_sacked,0,,,,,
player,201610300htx,htx,MillBr03,pass_sacked_yds,0,,,,,
player,201610300htx,htx,MillBr03,pass_long,0,,,,,
player,201610300htx,htx,MillBr03,pass_rating,,,,,,
player,201610300htx,htx,MillBr03,rush_att,0,,,,,
player,201610300htx,htx,MillBr03,rush_yds,0,,,,,
player,201610300htx,htx,MillBr03,rush_td,0,,,,,
player,201610300htx,htx,MillBr03,rush_long,0,,,,,
player,201610300htx,htx,MillBr03,targets,3,,,,,
player,201610300htx,htx,MillBr03,rec,3,,,,,
player,201610300htx,htx,MillBr03,rec_yds,18,,,,,
player,201610300htx,htx,MillBr03,rec_td,0,,,,,
player,201610300htx,htx,MillBr03,rec_long,12,,,,,
player,201610300htx,htx,MillBr03,fumbles,0,,,,,
player,201610300htx,htx,MillBr03,fumbles_lost,0,,,,,
player,201610300htx,htx,AndeSt01,pass_cmp,0,,,,,
player,201610300htx,htx,AndeSt01,pass_att,0,,,,,
player,201610300htx,htx,AndeSt01,pass_yds,0,,,,,
player,201610300htx,htx,AndeSt01,pass_td,0,,,,,
player,201610300htx,htx,AndeSt01,pass_int,0,,,,,
player,201610300htx,htx,AndeSt01,pass_sacked,0,,,,,
player,201610300htx,htx,AndeSt01,pass_sacked_yds,0,,,,,
player,201610300htx,htx,AndeSt01,pass_long,0,,,,,
player,201610300htx,htx,AndeSt01,pass_rating,,,,,,
player,201610300htx,htx,AndeSt01,rush_att,0,,,,,
player,201610300htx,htx,AndeSt01,rush_yds,0,,,,,
player,201610300htx,htx,AndeSt01,rush_td,0,,,,,
player,201610300htx,htx,AndeSt01,rush_long,0,,,,,
player,201610300htx,htx,AndeSt01,targets,2,,,,,
player,201610300htx,htx,AndeSt01,rec,2,,,,,
player,201610300htx,htx,AndeSt01,rec_yds,17,,,,,
player,201610300htx,htx,AndeSt01,rec_td,0,,,,,
player,201610300htx,htx,AndeSt01,rec_long,10,,,,,
player,201610300htx,htx,AndeSt01,fumbles,0,,,,,
player,201610300htx,htx,AndeSt01,fumbles_lost,0,,,,,
player,201610300htx,det,BadeJo00,def_int,1,,,,,
player,201610300htx,det,BadeJo00,def_int_yds,3,,,,,
player,201610300htx,det,BadeJo00,def_int_td,0,,,,,
player,201610300htx,det,BadeJo00,def_int_long,3,,,,,
player,201610300htx,det,BadeJo00,pass_defended,2,,,,,
player,201610300htx,det,BadeJo00,sacks,0.0,,,,,
player,201610300htx,det,BadeJo00,tackles_combined,3,,,,,
player,201610300htx,det,BadeJo00,tackles_solo,3,,,,,
player,201610300htx,det,BadeJo00,tackles_assists,0,,,,,
player,201610300htx,det,BadeJo00,tackles_loss,0,,,,,
player,201610300htx,det,BadeJo00,qb_hits,0,,,,,
player,201610300htx,det,BadeJo00,fumbles_rec,0,,,,,
player,201610300htx,det,BadeJo00,fumbles_rec_yds,0,,,,,
player,201610300htx,det,BadeJo00,fumbles_rec_td,0,,,,,
player,201610300htx,det,BadeJo00,fumbles_forced,0,,,,,
player,201610300htx,det,RobiAS00,def_int,0,,,,,
player,201610300htx,det,RobiAS00,def_int_yds,0,,,,,
player,201610300htx,det,RobiAS00,def_int_td,0,,,,,
player,201610300htx,det,RobiAS00,def_int_long,0,,,,,
player,201610300htx,det,RobiAS00,pass_defended,0,,,,,
player,201610300htx,det,RobiAS00,sacks,1.0,,,,,
player,201610300htx,det,RobiAS00,tackles_combined,4,,,,,
player,201610300htx,det,RobiAS00,tackles_solo,1,,,,,
player,201610300htx,det,RobiAS00,tackles_assists,3,,,,,
player,201610300htx,det,RobiAS00,tackles_loss,1,,,,,
player,201610300htx,det,RobiAS00,qb_hits,1,,,,,
player,201610300htx,det,RobiAS00,fumbles_rec,0,,,,,
player,201610300htx,det,RobiAS00,fumbles_rec_yds,0,,,,,
player,201610300htx,det,RobiAS00,fumbles_rec_td,0,,,,,
player,201610300htx,det,RobiAS00,fumbles_forced,0,,,,,
player,201610300htx,det,ThorKh00,def_int,0,,,,,
player,201610300htx,det,ThorKh00,def_int_yds,0,,,,,
player,201610300htx,det,ThorKh00,def_int_td,0,,,,,
player,201610300htx,det,ThorKh00,def_int_long,0,,,,,
player,201610300htx,det,ThorKh00,pass_defended,0,,,,,
player,201610300htx,det,ThorKh00,sacks,1.0,,,,,
player,201610300htx,det,ThorKh00,tackles_combined,4,,,,,
player,201610300htx,det,ThorKh00,tackles_solo,2,,,,,
player,201610300htx,det,ThorKh00,tackles_assists,2,,,,,
player,201610300htx,det,ThorKh00,tackles_loss,1,,,,,
player,201610300htx,det,ThorKh00,qb_hits,1,,,,,
player,201610300htx,det,ThorKh00,fumbles_rec,0,,,,,
player,201610300htx,det,ThorKh00,fumbles_rec_yds,0,,,,,
player,201610300htx,det,ThorKh00,fumbles_rec_td,0,,,,,
player,201610300htx,det,ThorKh00,fumbles_forced,0,,,,,
player,201610300htx,det,BryaAr00,def_int,0,,,,,
player,201610300htx,det,BryaAr00,def_int_yds,0,,,,,
player,201610300htx,det,BryaAr00,def_int_td,0,,,,,
player,201610300htx,det,BryaAr00,def_int_long,0,,,,,
player,201610300htx,det,BryaAr00,pass_defended,0,,,,,
player,201610300htx,det,BryaAr00,sacks,1.0,,,,,
player,201610300htx,det,BryaAr00,tackles_combined,1,,,,,
player,201610300htx,det,BryaAr00,tackles_solo,1,,,,,
player,201610300htx,det,BryaAr00,tackles_assists,0,,,,,
player,201610300htx,det,BryaAr00,tackles_loss,1,,,,,
player,201610300htx,det,BryaAr00,qb_hits,1,,,,,
player,201610300htx,det,BryaAr00,fumbles_rec,0,,,,,
player,201610300htx,det,BryaAr00,fumbles_rec_yds,0,,,,,
player,201610300htx,det,BryaAr00,fumbles_rec_td,0,,,,,
player,201610300htx,det,BryaAr00,fumbles_forced,0,,,,,
player,201610300htx,det,WilsTa00,def_int,0,,,,,
player,201610300htx,det,WilsTa00,def_int_yds,0,,,,,
player,201610300htx,det,WilsTa00,def_int_td,0,,,,,
player,201610300htx,det,WilsTa00,def_int_long,0,,,,,
player,201610300htx,det,WilsTa00,pass_defended,0,,,,,
player,201610300htx,det,WilsTa00,sacks,0.0,,,,,
player,201610300htx,det,WilsTa00,tackles_combined,9,,,,,
player,201610300htx,det,WilsTa00,tackles_solo,6,,,,,
player,201610300htx,det,WilsTa00,tackles_assists,3,,,,,
player,201610300htx,det,WilsTa00,tackles_loss,1,,,,,
player,201610300htx,det,WilsTa00,qb_hits,0,,,,,
player,201610300htx,det,WilsTa00,fumbles_rec,0,,,,,
player,201610300htx,det,WilsTa00,fumbles_rec_yds,0,,,,,
player,201610300htx,det,WilsTa00,fumbles_rec_td,0,,,,,
player,201610300htx,det,WilsTa00,fumbles_forced,0,,,,,
player,201610300htx,det,WhitTa00,def_int,0,,,,,
player,201610300htx,det,WhitTa00,def_int_yds,0,,,,,
player,201610300htx,det,WhitTa00,def_int_td,0,,,,,
player,201610300htx,det,WhitTa00,def_int_long,0,,,,,
player,201610300htx,det,WhitTa00,pass_defended,0,,,,,
player,201610300htx,det,WhitTa00,sacks,0.0,,,,,
player,201610300htx,det,WhitTa00,tackles_combined,7,,,,,
player,201610300htx,det,WhitTa00,tackles_solo,4,,,,,
player,201610300htx,det,WhitTa00,tackles_assists,3,,,,,
player,201610300htx,det,WhitTa00,tackles_loss,0,,,,,
player,201610300htx,det,WhitTa00,qb_hits,0,,,,,
player,201610300htx,det,WhitTa00,fumbles_rec,0,,,,,
player,201610300htx,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201610300htx,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201610300htx,det,WhitTa00,fumbles_forced,0,,,,,
player,201610300htx,det,QuinGl99,def_int,0,,,,,
player,201610300htx,det,QuinGl99,def_int_yds,0,,,,,
player,201610300htx,det,QuinGl99,def_int_td,0,,,,,
player,201610300htx,det,QuinGl99,def_int_long,0,,,,,
player,201610300htx,det,QuinGl99,pass_defended,0,,,,,
player,201610300htx,det,QuinGl99,sacks,0.0,,,,,
player,201610300htx,det,QuinGl99,tackles_combined,6,,,,,
player,201610300htx,det,QuinGl99,tackles_solo,5,,,,,
