game,2016,14,20161211,201612110mia,crd,"Arizona Cardinals",23,mia,"Miami Dolphins",26
player,201612110mia,crd,BucaDe00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,BucaDe00,fumbles_forced,0,,,,,
player,201612110mia,crd,GoldMa00,def_int,0,,,,,
player,201612110mia,crd,GoldMa00,def_int_yds,0,,,,,
player,201612110mia,crd,GoldMa00,def_int_td,0,,,,,
player,201612110mia,crd,GoldMa00,def_int_long,0,,,,,
player,201612110mia,crd,GoldMa00,pass_defended,0,,,,,
player,201612110mia,crd,GoldMa00,sacks,0.0,,,,,
player,201612110mia,crd,GoldMa00,tackles_combined,5,,,,,
player,201612110mia,crd,GoldMa00,tackles_solo,5,,,,,
player,201612110mia,crd,GoldMa00,tackles_assists,0,,,,,
player,201612110mia,crd,GoldMa00,tackles_loss,2,,,,,
player,201612110mia,crd,GoldMa00,qb_hits,0,,,,,
player,201612110mia,crd,GoldMa00,fumbles_rec,0,,,,,
player,201612110mia,crd,GoldMa00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,GoldMa00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,GoldMa00,fumbles_forced,0,,,,,
player,201612110mia,crd,MaurJo00,def_int,0,,,,,
player,201612110mia,crd,MaurJo00,def_int_yds,0,,,,,
player,201612110mia,crd,MaurJo00,def_int_td,0,,,,,
player,201612110mia,crd,MaurJo00,def_int_long,0,,,,,
player,201612110mia,crd,MaurJo00,pass_defended,0,,,,,
player,201612110mia,crd,MaurJo00,sacks,0.0,,,,,
player,201612110mia,crd,MaurJo00,tackles_combined,4,,,,,
player,201612110mia,crd,MaurJo00,tackles_solo,4,,,,,
player,201612110mia,crd,MaurJo00,tackles_assists,0,,,,,
player,201612110mia,crd,MaurJo00,tackles_loss,1,,,,,
player,201612110mia,crd,MaurJo00,qb_hits,0,,,,,
player,201612110mia,crd,MaurJo00,fumbles_rec,0,,,,,
player,201612110mia,crd,MaurJo00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,MaurJo00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,MaurJo00,fumbles_forced,0,,,,,
player,201612110mia,crd,CampCa99,def_int,0,,,,,
player,201612110mia,crd,CampCa99,def_int_yds,0,,,,,
player,201612110mia,crd,CampCa99,def_int_td,0,,,,,
player,201612110mia,crd,CampCa99,def_int_long,0,,,,,
player,201612110mia,crd,CampCa99,pass_defended,0,,,,,
player,201612110mia,crd,CampCa99,sacks,0.0,,,,,
player,201612110mia,crd,CampCa99,tackles_combined,3,,,,,
player,201612110mia,crd,CampCa99,tackles_solo,3,,,,,
player,201612110mia,crd,CampCa99,tackles_assists,0,,,,,
player,201612110mia,crd,CampCa99,tackles_loss,0,,,,,
player,201612110mia,crd,CampCa99,qb_hits,2,,,,,
player,201612110mia,crd,CampCa99,fumbles_rec,0,,,,,
player,201612110mia,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201612110mia,crd,CampCa99,fumbles_forced,1,,,,,
player,201612110mia,crd,JoneCh03,def_int,0,,,,,
player,201612110mia,crd,JoneCh03,def_int_yds,0,,,,,
player,201612110mia,crd,JoneCh03,def_int_td,0,,,,,
player,201612110mia,crd,JoneCh03,def_int_long,0,,,,,
player,201612110mia,crd,JoneCh03,pass_defended,0,,,,,
player,201612110mia,crd,JoneCh03,sacks,0.0,,,,,
player,201612110mia,crd,JoneCh03,tackles_combined,3,,,,,
player,201612110mia,crd,JoneCh03,tackles_solo,3,,,,,
player,201612110mia,crd,JoneCh03,tackles_assists,0,,,,,
player,201612110mia,crd,JoneCh03,tackles_loss,3,,,,,
player,201612110mia,crd,JoneCh03,qb_hits,0,,,,,
player,201612110mia,crd,JoneCh03,fumbles_rec,0,,,,,
player,201612110mia,crd,JoneCh03,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,JoneCh03,fumbles_rec_td,0,,,,,
player,201612110mia,crd,JoneCh03,fumbles_forced,0,,,,,
player,201612110mia,crd,MoorSi00,def_int,0,,,,,
player,201612110mia,crd,MoorSi00,def_int_yds,0,,,,,
player,201612110mia,crd,MoorSi00,def_int_td,0,,,,,
player,201612110mia,crd,MoorSi00,def_int_long,0,,,,,
player,201612110mia,crd,MoorSi00,pass_defended,0,,,,,
player,201612110mia,crd,MoorSi00,sacks,0.0,,,,,
player,201612110mia,crd,MoorSi00,tackles_combined,3,,,,,
player,201612110mia,crd,MoorSi00,tackles_solo,3,,,,,
player,201612110mia,crd,MoorSi00,tackles_assists,0,,,,,
player,201612110mia,crd,MoorSi00,tackles_loss,0,,,,,
player,201612110mia,crd,MoorSi00,qb_hits,1,,,,,
player,201612110mia,crd,MoorSi00,fumbles_rec,0,,,,,
player,201612110mia,crd,MoorSi00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,MoorSi00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,MoorSi00,fumbles_forced,0,,,,,
player,201612110mia,crd,WillXa00,def_int,0,,,,,
player,201612110mia,crd,WillXa00,def_int_yds,0,,,,,
player,201612110mia,crd,WillXa00,def_int_td,0,,,,,
player,201612110mia,crd,WillXa00,def_int_long,0,,,,,
player,201612110mia,crd,WillXa00,pass_defended,0,,,,,
player,201612110mia,crd,WillXa00,sacks,0.0,,,,,
player,201612110mia,crd,WillXa00,tackles_combined,2,,,,,
player,201612110mia,crd,WillXa00,tackles_solo,1,,,,,
player,201612110mia,crd,WillXa00,tackles_assists,1,,,,,
player,201612110mia,crd,WillXa00,tackles_loss,0,,,,,
player,201612110mia,crd,WillXa00,qb_hits,0,,,,,
player,201612110mia,crd,WillXa00,fumbles_rec,0,,,,,
player,201612110mia,crd,WillXa00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,WillXa00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,WillXa00,fumbles_forced,0,,,,,
player,201612110mia,crd,WillKe05,def_int,0,,,,,
player,201612110mia,crd,WillKe05,def_int_yds,,,,,,
player,201612110mia,crd,WillKe05,def_int_td,0,,,,,
player,201612110mia,crd,WillKe05,def_int_long,0,,,,,
player,201612110mia,crd,WillKe05,pass_defended,0,,,,,
player,201612110mia,crd,WillKe05,sacks,0.0,,,,,
player,201612110mia,crd,WillKe05,tackles_combined,2,,,,,
player,201612110mia,crd,WillKe05,tackles_solo,1,,,,,
player,201612110mia,crd,WillKe05,tackles_assists,1,,,,,
player,201612110mia,crd,WillKe05,tackles_loss,0,,,,,
player,201612110mia,crd,WillKe05,qb_hits,0,,,,,
player,201612110mia,crd,WillKe05,fumbles_rec,0,,,,,
player,201612110mia,crd,WillKe05,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,WillKe05,fumbles_rec_td,0,,,,,
player,201612110mia,crd,WillKe05,fumbles_forced,0,,,,,
player,201612110mia,crd,WillBr07,def_int,0,,,,,
player,201612110mia,crd,WillBr07,def_int_yds,0,,,,,
player,201612110mia,crd,WillBr07,def_int_td,0,,,,,
player,201612110mia,crd,WillBr07,def_int_long,0,,,,,
player,201612110mia,crd,WillBr07,pass_defended,1,,,,,
player,201612110mia,crd,WillBr07,sacks,0.0,,,,,
player,201612110mia,crd,WillBr07,tackles_combined,2,,,,,
player,201612110mia,crd,WillBr07,tackles_solo,1,,,,,
player,201612110mia,crd,WillBr07,tackles_assists,1,,,,,
player,201612110mia,crd,WillBr07,tackles_loss,0,,,,,
player,201612110mia,crd,WillBr07,qb_hits,0,,,,,
player,201612110mia,crd,WillBr07,fumbles_rec,0,,,,,
player,201612110mia,crd,WillBr07,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,WillBr07,fumbles_rec_td,0,,,,,
player,201612110mia,crd,WillBr07,fumbles_forced,0,,,,,
player,201612110mia,crd,BranTy99,def_int,0,,,,,
player,201612110mia,crd,BranTy99,def_int_yds,0,,,,,
player,201612110mia,crd,BranTy99,def_int_td,0,,,,,
player,201612110mia,crd,BranTy99,def_int_long,0,,,,,
player,201612110mia,crd,BranTy99,pass_defended,1,,,,,
player,201612110mia,crd,BranTy99,sacks,0.0,,,,,
player,201612110mia,crd,BranTy99,tackles_combined,1,,,,,
player,201612110mia,crd,BranTy99,tackles_solo,1,,,,,
player,201612110mia,crd,BranTy99,tackles_assists,0,,,,,
player,201612110mia,crd,BranTy99,tackles_loss,0,,,,,
player,201612110mia,crd,BranTy99,qb_hits,0,,,,,
player,201612110mia,crd,BranTy99,fumbles_rec,0,,,,,
player,201612110mia,crd,BranTy99,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,BranTy99,fumbles_rec_td,0,,,,,
player,201612110mia,crd,BranTy99,fumbles_forced,0,,,,,
player,201612110mia,crd,MartKa00,def_int,0,,,,,
player,201612110mia,crd,MartKa00,def_int_yds,0,,,,,
player,201612110mia,crd,MartKa00,def_int_td,0,,,,,
player,201612110mia,crd,MartKa00,def_int_long,0,,,,,
player,201612110mia,crd,MartKa00,pass_defended,0,,,,,
player,201612110mia,crd,MartKa00,sacks,0.0,,,,,
player,201612110mia,crd,MartKa00,tackles_combined,1,,,,,
player,201612110mia,crd,MartKa00,tackles_solo,1,,,,,
player,201612110mia,crd,MartKa00,tackles_assists,0,,,,,
player,201612110mia,crd,MartKa00,tackles_loss,0,,,,,
player,201612110mia,crd,MartKa00,qb_hits,0,,,,,
player,201612110mia,crd,MartKa00,fumbles_rec,0,,,,,
player,201612110mia,crd,MartKa00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,MartKa00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,MartKa00,fumbles_forced,0,,,,,
player,201612110mia,crd,PetePa00,def_int,0,,,,,
player,201612110mia,crd,PetePa00,def_int_yds,0,,,,,
player,201612110mia,crd,PetePa00,def_int_td,0,,,,,
player,201612110mia,crd,PetePa00,def_int_long,0,,,,,
player,201612110mia,crd,PetePa00,pass_defended,1,,,,,
player,201612110mia,crd,PetePa00,sacks,0.0,,,,,
player,201612110mia,crd,PetePa00,tackles_combined,1,,,,,
player,201612110mia,crd,PetePa00,tackles_solo,1,,,,,
player,201612110mia,crd,PetePa00,tackles_assists,0,,,,,
player,201612110mia,crd,PetePa00,tackles_loss,0,,,,,
player,201612110mia,crd,PetePa00,qb_hits,0,,,,,
player,201612110mia,crd,PetePa00,fumbles_rec,0,,,,,
player,201612110mia,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,PetePa00,fumbles_forced,0,,,,,
player,201612110mia,crd,VallHa00,def_int,0,,,,,
player,201612110mia,crd,VallHa00,def_int_yds,0,,,,,
player,201612110mia,crd,VallHa00,def_int_td,0,,,,,
player,201612110mia,crd,VallHa00,def_int_long,0,,,,,
player,201612110mia,crd,VallHa00,pass_defended,0,,,,,
player,201612110mia,crd,VallHa00,sacks,0.0,,,,,
player,201612110mia,crd,VallHa00,tackles_combined,1,,,,,
player,201612110mia,crd,VallHa00,tackles_solo,1,,,,,
player,201612110mia,crd,VallHa00,tackles_assists,0,,,,,
player,201612110mia,crd,VallHa00,tackles_loss,0,,,,,
player,201612110mia,crd,VallHa00,qb_hits,0,,,,,
player,201612110mia,crd,VallHa00,fumbles_rec,0,,,,,
player,201612110mia,crd,VallHa00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,VallHa00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,VallHa00,fumbles_forced,0,,,,,
player,201612110mia,crd,GuntRo00,def_int,0,,,,,
player,201612110mia,crd,GuntRo00,def_int_yds,0,,,,,
player,201612110mia,crd,GuntRo00,def_int_td,0,,,,,
player,201612110mia,crd,GuntRo00,def_int_long,0,,,,,
player,201612110mia,crd,GuntRo00,pass_defended,0,,,,,
player,201612110mia,crd,GuntRo00,sacks,0.0,,,,,
player,201612110mia,crd,GuntRo00,tackles_combined,0,,,,,
player,201612110mia,crd,GuntRo00,tackles_solo,0,,,,,
player,201612110mia,crd,GuntRo00,tackles_assists,0,,,,,
player,201612110mia,crd,GuntRo00,tackles_loss,0,,,,,
player,201612110mia,crd,GuntRo00,qb_hits,0,,,,,
player,201612110mia,crd,GuntRo00,fumbles_rec,1,,,,,
player,201612110mia,crd,GuntRo00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,GuntRo00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,GuntRo00,fumbles_forced,0,,,,,
player,201612110mia,crd,MintKe00,def_int,0,,,,,
player,201612110mia,crd,MintKe00,def_int_yds,0,,,,,
player,201612110mia,crd,MintKe00,def_int_td,0,,,,,
player,201612110mia,crd,MintKe00,def_int_long,0,,,,,
player,201612110mia,crd,MintKe00,pass_defended,0,,,,,
player,201612110mia,crd,MintKe00,sacks,0.0,,,,,
player,201612110mia,crd,MintKe00,tackles_combined,0,,,,,
player,201612110mia,crd,MintKe00,tackles_solo,0,,,,,
player,201612110mia,crd,MintKe00,tackles_assists,0,,,,,
player,201612110mia,crd,MintKe00,tackles_loss,0,,,,,
player,201612110mia,crd,MintKe00,qb_hits,1,,,,,
player,201612110mia,crd,MintKe00,fumbles_rec,0,,,,,
player,201612110mia,crd,MintKe00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,MintKe00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,MintKe00,fumbles_forced,0,,,,,
player,201612110mia,crd,OkafAl00,def_int,0,,,,,
player,201612110mia,crd,OkafAl00,def_int_yds,0,,,,,
player,201612110mia,crd,OkafAl00,def_int_td,0,,,,,
player,201612110mia,crd,OkafAl00,def_int_long,0,,,,,
player,201612110mia,crd,OkafAl00,pass_defended,0,,,,,
player,201612110mia,crd,OkafAl00,sacks,0.0,,,,,
player,201612110mia,crd,OkafAl00,tackles_combined,0,,,,,
player,201612110mia,crd,OkafAl00,tackles_solo,0,,,,,
player,201612110mia,crd,OkafAl00,tackles_assists,0,,,,,
player,201612110mia,crd,OkafAl00,tackles_loss,0,,,,,
player,201612110mia,crd,OkafAl00,qb_hits,0,,,,,
player,201612110mia,crd,OkafAl00,fumbles_rec,1,,,,,
player,201612110mia,crd,OkafAl00,fumbles_rec_yds,0,,,,,
player,201612110mia,crd,OkafAl00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,OkafAl00,fumbles_forced,0,,,,,
player,201612110mia,crd,PalmCa00,def_int,0,,,,,
player,201612110mia,crd,PalmCa00,def_int_yds,,,,,,
player,201612110mia,crd,PalmCa00,def_int_td,0,,,,,
player,201612110mia,crd,PalmCa00,def_int_long,0,,,,,
player,201612110mia,crd,PalmCa00,pass_defended,0,,,,,
player,201612110mia,crd,PalmCa00,sacks,0.0,,,,,
player,201612110mia,crd,PalmCa00,tackles_combined,0,,,,,
player,201612110mia,crd,PalmCa00,tackles_solo,0,,,,,
player,201612110mia,crd,PalmCa00,tackles_assists,0,,,,,
player,201612110mia,crd,PalmCa00,tackles_loss,,,,,,
player,201612110mia,crd,PalmCa00,qb_hits,,,,,,
player,201612110mia,crd,PalmCa00,fumbles_rec,1,,,,,
player,201612110mia,crd,PalmCa00,fumbles_rec_yds,-2,,,,,
player,201612110mia,crd,PalmCa00,fumbles_rec_td,0,,,,,
player,201612110mia,crd,PalmCa00,fumbles_forced,0,,,,,
player,201612110mia,mia,HullMi01,def_int,1,,,,,
player,201612110mia,mia,HullMi01,def_int_yds,8,,,,,
player,201612110mia,mia,HullMi01,def_int_td,0,,,,,
player,201612110mia,mia,HullMi01,def_int_long,8,,,,,
player,201612110mia,mia,HullMi01,pass_defended,1,,,,,
player,201612110mia,mia,HullMi01,sacks,0.0,,,,,
player,201612110mia,mia,HullMi01,tackles_combined,8,,,,,
player,201612110mia,mia,HullMi01,tackles_solo,2,,,,,
player,201612110mia,mia,HullMi01,tackles_assists,6,,,,,
player,201612110mia,mia,HullMi01,tackles_loss,0,,,,,
player,201612110mia,mia,HullMi01,qb_hits,0,,,,,
player,201612110mia,mia,HullMi01,fumbles_rec,0,,,,,
player,201612110mia,mia,HullMi01,fumbles_rec_yds,0,,,,,
player,201612110mia,mia,HullMi01,fumbles_rec_td,0,,,,,
player,201612110mia,mia,HullMi01,fumbles_forced,0,,,,,
player,201612110mia,mia,RambBa00,def_int,1,,,,,
player,201612110mia,mia,RambBa00,def_int_yds,17,,,,,
player,201612110mia,mia,RambBa00,def_int_td,0,,,,,
player,201612110mia,mia,RambBa00,def_int_long,17,,,,,
player,201612110mia,mia,RambBa00,pass_defended,1,,,,,
player,201612110mia,mia,RambBa00,sacks,0.0,,,,,
player,201612110mia,mia,RambBa00,tackles_combined,3,,,,,
player,201612110mia,mia,RambBa00,tackles_solo,2,,,,,
player,201612110mia,mia,RambBa00,tackles_assists,1,,,,,
player,201612110mia,mia,RambBa00,tackles_loss,0,,,,,
player,201612110mia,mia,RambBa00,qb_hits,0,,,,,
player,201612110mia,mia,RambBa00,fumbles_rec,0,,,,,
player,201612110mia,mia,RambBa00,fumbles_rec_yds,0,,,,,
player,201612110mia,mia,RambBa00,fumbles_rec_td,0,,,,,
player,201612110mia,mia,RambBa00,fumbles_forced,0,,,,,
player,201612110mia,mia,BranAn00,def_int,0,,,,,
player,201612110mia,mia,BranAn00,def_int_yds,0,,,,,
player,201612110mia,mia,BranAn00,def_int_td,0,,,,,
player,201612110mia,mia,BranAn00,def_int_long,0,,,,,
player,201612110mia,mia,BranAn00,pass_defended,1,,,,,
player,201612110mia,mia,BranAn00,sacks,1.0,,,,,
player,201612110mia,mia,BranAn00,tackles_combined,6,,,,,
player,201612110mia,mia,BranAn00,tackles_solo,3,,,,,
player,201612110mia,mia,BranAn00,tackles_assists,3,,,,,
player,201612110mia,mia,BranAn00,tackles_loss,0,,,,,
player,201612110mia,mia,BranAn00,qb_hits,0,,,,,
player,201612110mia,mia,BranAn00,fumbles_rec,0,,,,,
player,201612110mia,mia,BranAn00,fumbles_rec_yds,0,,,,,
player,201612110mia,mia,BranAn00,fumbles_rec_td,0,,,,,
player,201612110mia,mia,BranAn00,fumbles_forced,1,,,,,
player,201612110mia,mia,WakeCa00,def_int,0,,,,,
player,201612110mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201612110mia,mia,WakeCa00,def_int_td,0,,,,,
player,201612110mia,mia,WakeCa00,def_int_long,0,,,,,
player,201612110mia,mia,WakeCa00,pass_defended,0,,,,,
player,201612110mia,mia,WakeCa00,sacks,1.0,,,,,
player,201612110mia,mia,WakeCa00,tackles_combined,2,,,,,
player,201612110mia,mia,WakeCa00,tackles_solo,2,,,,,
player,201612110mia,mia,WakeCa00,tackles_assists,0,,,,,
player,201612110mia,mia,WakeCa00,tackles_loss,1,,,,,
player,201612110mia,mia,WakeCa00,qb_hits,4,,,,,
player,201612110mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201612110mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201612110mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201612110mia,mia,WakeCa00,fumbles_forced,1,,,,,
player,201612110mia,mia,PaysSp00,def_int,0,,,,,
player,201612110mia,mia,PaysSp00,def_int_yds,0,,,,,
player,201612110mia,mia,PaysSp00,def_int_td,0,,,,,
player,201612110mia,mia,PaysSp00,def_int_long,0,,,,,
player,201612110mia,mia,PaysSp00,pass_defended,0,,,,,
player,201612110mia,mia,PaysSp00,sacks,0.0,,,,,
player,201612110mia,mia,PaysSp00,tackles_combined,8,,,,,
player,201612110mia,mia,PaysSp00,tackles_solo,6,,,,,
player,201612110mia,mia,PaysSp00,tackles_assists,2,,,,,
player,201612110mia,mia,PaysSp00,tackles_loss,0,,,,,
player,201612110mia,mia,PaysSp00,qb_hits,0,,,,,
player,201612110mia,mia,PaysSp00,fumbles_rec,1,,,,,
player,201612110mia,mia,PaysSp00,fumbles_rec_yds,0,,,,,
player,201612110mia,mia,PaysSp00,fumbles_rec_td,0,,,,,
player,201612110mia,mia,PaysSp00,fumbles_forced,0,,,,,
player,201612110mia,mia,FedeTe00,def_int,0,,,,,
player,201612110mia,mia,FedeTe00,def_int_yds,0,,,,,
player,201612110mia,mia,FedeTe00,def_int_td,0,,,,,
player,201612110mia,mia,FedeTe00,def_int_long,0,,,,,
player,201612110mia,mia,FedeTe00,pass_defended,0,,,,,
player,201612110mia,mia,FedeTe00,sacks,0.0,,,,,
player,201612110mia,mia,FedeTe00,tackles_combined,4,,,,,
player,201612110mia,mia,FedeTe00,tackles_solo,2,,,,,
player,201612110mia,mia,FedeTe00,tackles_assists,2,,,,,
player,201612110mia,mia,FedeTe00,tackles_loss,1,,,,,
player,201612110mia,mia,FedeTe00,qb_hits,0,,,,,
player,201612110mia,mia,FedeTe00,fumbles_rec,1,,,,,
player,201612110mia,mia,FedeTe00,fumbles_rec_yds,0,,,,,
player,201612110mia,mia,FedeTe00,fumbles_rec_td,0,,,,,
player,201612110mia,mia,FedeTe00,fumbles_forced,0,,,,,
player,201612110mia,mia,HewiNe00,def_int,0,,,,,
player,201612110mia,mia,HewiNe00,def_int_yds,0,,,,,
player,201612110mia,mia,HewiNe00,def_int_td,0,,,,,
player,201612110mia,mia,HewiNe00,def_int_long,0,,,,,
player,201612110mia,mia,HewiNe00,pass_defended,1,,,,,
player,201612110mia,mia,HewiNe00,sacks,0.0,,,,,
player,201612110mia,mia,HewiNe00,tackles_combined,4,,,,,
player,201612110mia,mia,HewiNe00,tackles_solo,2,,,,,
player,201612110mia,mia,HewiNe00,tackles_assists,2,,,,,
player,201612110mia,mia,HewiNe00,tackles_loss,0,,,,,
player,201612110mia,mia,HewiNe00,qb_hits,0,,,,,
player,201612110mia,mia,HewiNe00,fumbles_rec,0,,,,,
player,201612110mia,mia,HewiNe00,fumbles_rec_yds,0,,,,,
player,201612110mia,mia,HewiNe00,fumbles_rec_td,0,,,,,
player,201612110mia,mia,HewiNe00,fumbles_forced,0,,,,,
player,201612110mia,mia,JoneJa99,def_int,0,,,,,
player,201612110mia,mia,JoneJa99,def_int_yds,0,,,,,
player,201612110mia,mia,JoneJa99,def_int_td,0,,,,,
player,201612110mia,mia,JoneJa99,def_int_long,0,,,,,
player,201612110mia,mia,JoneJa99,pass_defended,1,,,,,
player,201612110mia,mia,JoneJa99,sacks,0.0,,,,,
player,201612110mia,mia,JoneJa99,tackles_combined,4,,,,,
player,201612110mia,mia,JoneJa99,tackles_solo,2,,,,,
player,201612110mia,mia,JoneJa99,tackles_assists,2,,,,,
player,201612110mia,mia,JoneJa99,tackles_loss,0,,,,,
player,201612110mia,mia,JoneJa99,qb_hits,2,,,,,
player,201612110mia,mia,JoneJa99,fumbles_rec,0,,,,,
player,201612110mia,mia,JoneJa99,fumbles_rec_yds,0,,,,,
player,201612110mia,mia,JoneJa99,fumbles_rec_td,0,,,,,
player,201612110mia,mia,JoneJa99,fumbles_forced,0,,,,,
player,201612110mia,mia,McCaBo01,def_int,0,,,,,
player,201612110mia,mia,McCaBo01,def_int_yds,0,,,,,
player,201612110mia,mia,McCaBo01,def_int_td,0,,,,,
player,201612110mia,mia,McCaBo01,def_int_long,0,,,,,
player,201612110mia,mia,McCaBo01,pass_defended,1,,,,,
player,201612110mia,mia,McCaBo01,sacks,0.0,,,,,
player,201612110mia,mia,McCaBo01,tackles_combined,4,,,,,
player,201612110mia,mia,McCaBo01,tackles_solo,2,,,,,
player,201612110mia,mia,McCaBo01,tackles_assists,2,,,,,
player,201612110mia,mia,McCaBo01,tackles_loss,1,,,,,
player,201612110mia,mia,McCaBo01,qb_hits,0,,,,,
player,201612110mia,mia,McCaBo01,fumbles_rec,0,,,,,
player,201612110mia,mia,McCaBo01,fumbles_rec_yds,0,,,,,
player,201612110mia,mia,McCaBo01,fumbles_rec_td,0,,,,,
player,201612110mia,mia,McCaBo01,fumbles_forced,0,,,,,
player,201612110mia,mia,SuhxNd99,def_int,0,,,,,
player,201612110mia,mia,SuhxNd99,def_int_yds,0,,,,,
player,201612110mia,mia,SuhxNd99,def_int_td,0,,,,,
player,201612110mia,mia,SuhxNd99,def_int_long,0,,,,,
player,201612110mia,mia,SuhxNd99,pass_defended,0,,,,,
player,201612110mia,mia,SuhxNd99,sacks,0.0,,,,,
player,201612110mia,mia,SuhxNd99,tackles_combined,4,,,,,
player,201612110mia,mia,SuhxNd99,tackles_solo,2,,,,,
player,201612110mia,mia,SuhxNd99,tackles_assists,2,,,,,
player,201612110mia,mia,SuhxNd99,tackles_loss,0,,,,,
player,201612110mia,mia,SuhxNd99,qb_hits,2,,,,,
player,201612110mia,mia,SuhxNd99,fumbles_rec,0,,,,,
player,201612110mia,mia,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201612110mia,mia,SuhxNd99,fumbles_rec_td,0,,,,,
player,201612110mia,mia,SuhxNd99,fumbles_forced,0,,,,,
player,201612110mia,mia,LippTo00,def_int,0,,,,,
player,201612110mia,mia,LippTo00,def_int_yds,0,,,,,
player,201612110mia,mia,LippTo00,def_int_td,0,,,,,
player,201612110mia,mia,LippTo00,def_int_long,0,,,,,
player,201612110mia,mia,LippTo00,pass_defended,0,,,,,
player,201612110mia,mia,LippTo00,sacks,0.0,,,,,
player,201612110mia,mia,LippTo00,tackles_combined,3,,,,,
player,201612110mia,mia,LippTo00,tackles_solo,2,,,,,
player,201612110mia,mia,LippTo00,tackles_assists,1,,,,,
player,201612110mia,mia,LippTo00,tackles_loss,0,,,,,
player,201612110mia,mia,LippTo00,qb_hits,0,,,,,
player,201612110mia,mia,LippTo00,fumbles_rec,0,,,,,
player,201612110mia,mia,LippTo00,fumbles_rec_yds,0,,,,,
player,201612110mia,mia,LippTo00,fumbles_rec_td,0,,,,,
player,201612110mia,mia,LippTo00,fumbles_forced,0,,,,,
player,201612110mia,mia,MaxwBy00,def_int,0,,,,,
player,201612110mia,mia,MaxwBy00,def_int_yds,0,,,,,
player,201612110mia,mia,MaxwBy00,def_int_td,0,,,,,
player,201612110mia,mia,MaxwBy00,def_int_long,0,,,,,
player,201612110mia,mia,MaxwBy00,pass_defended,1,,,,,
player,201612110mia,mia,MaxwBy00,sacks,0.0,,,,,
player,201612110mia,mia,MaxwBy00,tackles_combined,3,,,,,
player,201612110mia,mia,MaxwBy00,tackles_solo,3,,,,,
player,201612110mia,mia,MaxwBy00,tackles_assists,0,,,,,
player,201612110mia,mia,MaxwBy00,tackles_loss,0,,,,,
player,201612110mia,mia,MaxwBy00,qb_hits,0,,,,,
player,201612110mia,mia,MaxwBy00,fumbles_rec,0,,,,,
player,201612110mia,mia,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201612110mia,mia,MaxwBy00,fumbles_rec_td,0,,,,,
player,201612110mia,mia,MaxwBy00,fumbles_forced,0,,,,,
player,201612110mia,mia,ThomMi02,def_int,0,,,,,
player,201612110mia,mia,ThomMi02,def_int_yds,0,,,,,
player,201612110mia,mia,ThomMi02,def_int_td,0,,,,,
player,201612110mia,mia,ThomMi02,def_int_long,0,,,,,
player,201612110mia,mia,ThomMi02,pass_defended,0,,,,,
player,201612110mia,mia,ThomMi02,sacks,0.0,,,,,
player,201612110mia,mia,ThomMi02,tackles_combined,3,,,,,
player,201612110mia,mia,ThomMi02,tackles_solo,2,,,,,
player,201612110mia,mia,ThomMi02,tackles_assists,1,,,,,
player,201612110mia,mia,ThomMi02,tackles_loss,0,,,,,
player,201612110mia,mia,ThomMi02,qb_hits,0,,,,,
player,201612110mia,mia,ThomMi02,fumbles_rec,0,,,,,
player,201612110mia,mia,ThomMi02,fumbles_rec_yds,0,,,,,
player,201612110mia,mia,ThomMi02,fumbles_rec_td,0,,,,,
player,201612110mia,mia,ThomMi02,fumbles_forced,0,,,,,
player,201612110mia,mia,MitcEa99,def_int,0,,,,,
player,201612110mia,mia,MitcEa99,def_int_yds,0,,,,,
player,201612110mia,mia,MitcEa99,def_int_td,0,,,,,
