game,2016,5,20161009,201610090den,atl,"Atlanta Falcons",23,den,"Denver Broncos",16
player,201610090den,atl,FreeDe00,pass_int,0,,,,,
player,201610090den,atl,FreeDe00,pass_sacked,0,,,,,
player,201610090den,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201610090den,atl,FreeDe00,pass_long,0,,,,,
player,201610090den,atl,FreeDe00,pass_rating,,,,,,
player,201610090den,atl,FreeDe00,rush_att,23,,,,,
player,201610090den,atl,FreeDe00,rush_yds,88,,,,,
player,201610090den,atl,FreeDe00,rush_td,1,,,,,
player,201610090den,atl,FreeDe00,rush_long,15,,,,,
player,201610090den,atl,FreeDe00,targets,5,,,,,
player,201610090den,atl,FreeDe00,rec,3,,,,,
player,201610090den,atl,FreeDe00,rec_yds,35,,,,,
player,201610090den,atl,FreeDe00,rec_td,0,,,,,
player,201610090den,atl,FreeDe00,rec_long,14,,,,,
player,201610090den,atl,FreeDe00,fumbles,0,,,,,
player,201610090den,atl,FreeDe00,fumbles_lost,0,,,,,
player,201610090den,atl,ColeTe01,pass_cmp,0,,,,,
player,201610090den,atl,ColeTe01,pass_att,0,,,,,
player,201610090den,atl,ColeTe01,pass_yds,0,,,,,
player,201610090den,atl,ColeTe01,pass_td,0,,,,,
player,201610090den,atl,ColeTe01,pass_int,0,,,,,
player,201610090den,atl,ColeTe01,pass_sacked,0,,,,,
player,201610090den,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201610090den,atl,ColeTe01,pass_long,0,,,,,
player,201610090den,atl,ColeTe01,pass_rating,,,,,,
player,201610090den,atl,ColeTe01,rush_att,6,,,,,
player,201610090den,atl,ColeTe01,rush_yds,31,,,,,
player,201610090den,atl,ColeTe01,rush_td,0,,,,,
player,201610090den,atl,ColeTe01,rush_long,16,,,,,
player,201610090den,atl,ColeTe01,targets,6,,,,,
player,201610090den,atl,ColeTe01,rec,4,,,,,
player,201610090den,atl,ColeTe01,rec_yds,132,,,,,
player,201610090den,atl,ColeTe01,rec_td,1,,,,,
player,201610090den,atl,ColeTe01,rec_long,49,,,,,
player,201610090den,atl,ColeTe01,fumbles,0,,,,,
player,201610090den,atl,ColeTe01,fumbles_lost,0,,,,,
player,201610090den,atl,SanuMo00,pass_cmp,0,,,,,
player,201610090den,atl,SanuMo00,pass_att,0,,,,,
player,201610090den,atl,SanuMo00,pass_yds,0,,,,,
player,201610090den,atl,SanuMo00,pass_td,0,,,,,
player,201610090den,atl,SanuMo00,pass_int,0,,,,,
player,201610090den,atl,SanuMo00,pass_sacked,0,,,,,
player,201610090den,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201610090den,atl,SanuMo00,pass_long,0,,,,,
player,201610090den,atl,SanuMo00,pass_rating,,,,,,
player,201610090den,atl,SanuMo00,rush_att,0,,,,,
player,201610090den,atl,SanuMo00,rush_yds,0,,,,,
player,201610090den,atl,SanuMo00,rush_td,0,,,,,
player,201610090den,atl,SanuMo00,rush_long,0,,,,,
player,201610090den,atl,SanuMo00,targets,6,,,,,
player,201610090den,atl,SanuMo00,rec,3,,,,,
player,201610090den,atl,SanuMo00,rec_yds,43,,,,,
player,201610090den,atl,SanuMo00,rec_td,0,,,,,
player,201610090den,atl,SanuMo00,rec_long,22,,,,,
player,201610090den,atl,SanuMo00,fumbles,1,,,,,
player,201610090den,atl,SanuMo00,fumbles_lost,1,,,,,
player,201610090den,atl,JoneJu02,pass_cmp,0,,,,,
player,201610090den,atl,JoneJu02,pass_att,0,,,,,
player,201610090den,atl,JoneJu02,pass_yds,0,,,,,
player,201610090den,atl,JoneJu02,pass_td,0,,,,,
player,201610090den,atl,JoneJu02,pass_int,0,,,,,
player,201610090den,atl,JoneJu02,pass_sacked,0,,,,,
player,201610090den,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201610090den,atl,JoneJu02,pass_long,0,,,,,
player,201610090den,atl,JoneJu02,pass_rating,,,,,,
player,201610090den,atl,JoneJu02,rush_att,0,,,,,
player,201610090den,atl,JoneJu02,rush_yds,0,,,,,
player,201610090den,atl,JoneJu02,rush_td,0,,,,,
player,201610090den,atl,JoneJu02,rush_long,0,,,,,
player,201610090den,atl,JoneJu02,targets,6,,,,,
player,201610090den,atl,JoneJu02,rec,2,,,,,
player,201610090den,atl,JoneJu02,rec_yds,29,,,,,
player,201610090den,atl,JoneJu02,rec_td,0,,,,,
player,201610090den,atl,JoneJu02,rec_long,20,,,,,
player,201610090den,atl,JoneJu02,fumbles,0,,,,,
player,201610090den,atl,JoneJu02,fumbles_lost,0,,,,,
player,201610090den,atl,HoopAu00,pass_cmp,0,,,,,
player,201610090den,atl,HoopAu00,pass_att,0,,,,,
player,201610090den,atl,HoopAu00,pass_yds,0,,,,,
player,201610090den,atl,HoopAu00,pass_td,0,,,,,
player,201610090den,atl,HoopAu00,pass_int,0,,,,,
player,201610090den,atl,HoopAu00,pass_sacked,0,,,,,
player,201610090den,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201610090den,atl,HoopAu00,pass_long,0,,,,,
player,201610090den,atl,HoopAu00,pass_rating,,,,,,
player,201610090den,atl,HoopAu00,rush_att,0,,,,,
player,201610090den,atl,HoopAu00,rush_yds,0,,,,,
player,201610090den,atl,HoopAu00,rush_td,0,,,,,
player,201610090den,atl,HoopAu00,rush_long,0,,,,,
player,201610090den,atl,HoopAu00,targets,1,,,,,
player,201610090den,atl,HoopAu00,rec,1,,,,,
player,201610090den,atl,HoopAu00,rec_yds,14,,,,,
player,201610090den,atl,HoopAu00,rec_td,0,,,,,
player,201610090den,atl,HoopAu00,rec_long,14,,,,,
player,201610090den,atl,HoopAu00,fumbles,0,,,,,
player,201610090den,atl,HoopAu00,fumbles_lost,0,,,,,
player,201610090den,atl,DiMaPa00,pass_cmp,0,,,,,
player,201610090den,atl,DiMaPa00,pass_att,0,,,,,
player,201610090den,atl,DiMaPa00,pass_yds,0,,,,,
player,201610090den,atl,DiMaPa00,pass_td,0,,,,,
player,201610090den,atl,DiMaPa00,pass_int,0,,,,,
player,201610090den,atl,DiMaPa00,pass_sacked,0,,,,,
player,201610090den,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201610090den,atl,DiMaPa00,pass_long,0,,,,,
player,201610090den,atl,DiMaPa00,pass_rating,,,,,,
player,201610090den,atl,DiMaPa00,rush_att,0,,,,,
player,201610090den,atl,DiMaPa00,rush_yds,0,,,,,
player,201610090den,atl,DiMaPa00,rush_td,0,,,,,
player,201610090den,atl,DiMaPa00,rush_long,0,,,,,
player,201610090den,atl,DiMaPa00,targets,1,,,,,
player,201610090den,atl,DiMaPa00,rec,1,,,,,
player,201610090den,atl,DiMaPa00,rec_yds,13,,,,,
player,201610090den,atl,DiMaPa00,rec_td,0,,,,,
player,201610090den,atl,DiMaPa00,rec_long,13,,,,,
player,201610090den,atl,DiMaPa00,fumbles,0,,,,,
player,201610090den,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201610090den,atl,TammJa00,pass_cmp,0,,,,,
player,201610090den,atl,TammJa00,pass_att,0,,,,,
player,201610090den,atl,TammJa00,pass_yds,0,,,,,
player,201610090den,atl,TammJa00,pass_td,0,,,,,
player,201610090den,atl,TammJa00,pass_int,0,,,,,
player,201610090den,atl,TammJa00,pass_sacked,0,,,,,
player,201610090den,atl,TammJa00,pass_sacked_yds,0,,,,,
player,201610090den,atl,TammJa00,pass_long,0,,,,,
player,201610090den,atl,TammJa00,pass_rating,,,,,,
player,201610090den,atl,TammJa00,rush_att,0,,,,,
player,201610090den,atl,TammJa00,rush_yds,0,,,,,
player,201610090den,atl,TammJa00,rush_td,0,,,,,
player,201610090den,atl,TammJa00,rush_long,0,,,,,
player,201610090den,atl,TammJa00,targets,1,,,,,
player,201610090den,atl,TammJa00,rec,1,,,,,
player,201610090den,atl,TammJa00,rec_yds,1,,,,,
player,201610090den,atl,TammJa00,rec_td,0,,,,,
player,201610090den,atl,TammJa00,rec_long,1,,,,,
player,201610090den,atl,TammJa00,fumbles,0,,,,,
player,201610090den,atl,TammJa00,fumbles_lost,0,,,,,
player,201610090den,atl,RobiAl00,pass_cmp,0,,,,,
player,201610090den,atl,RobiAl00,pass_att,0,,,,,
player,201610090den,atl,RobiAl00,pass_yds,0,,,,,
player,201610090den,atl,RobiAl00,pass_td,0,,,,,
player,201610090den,atl,RobiAl00,pass_int,0,,,,,
player,201610090den,atl,RobiAl00,pass_sacked,0,,,,,
player,201610090den,atl,RobiAl00,pass_sacked_yds,0,,,,,
player,201610090den,atl,RobiAl00,pass_long,0,,,,,
player,201610090den,atl,RobiAl00,pass_rating,,,,,,
player,201610090den,atl,RobiAl00,rush_att,0,,,,,
player,201610090den,atl,RobiAl00,rush_yds,0,,,,,
player,201610090den,atl,RobiAl00,rush_td,0,,,,,
player,201610090den,atl,RobiAl00,rush_long,0,,,,,
player,201610090den,atl,RobiAl00,targets,1,,,,,
player,201610090den,atl,RobiAl00,rec,0,,,,,
player,201610090den,atl,RobiAl00,rec_yds,0,,,,,
player,201610090den,atl,RobiAl00,rec_td,0,,,,,
player,201610090den,atl,RobiAl00,rec_long,0,,,,,
player,201610090den,atl,RobiAl00,fumbles,0,,,,,
player,201610090den,atl,RobiAl00,fumbles_lost,0,,,,,
player,201610090den,atl,ToilLe00,pass_cmp,0,,,,,
player,201610090den,atl,ToilLe00,pass_att,0,,,,,
player,201610090den,atl,ToilLe00,pass_yds,0,,,,,
player,201610090den,atl,ToilLe00,pass_td,0,,,,,
player,201610090den,atl,ToilLe00,pass_int,0,,,,,
player,201610090den,atl,ToilLe00,pass_sacked,0,,,,,
player,201610090den,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201610090den,atl,ToilLe00,pass_long,0,,,,,
player,201610090den,atl,ToilLe00,pass_rating,,,,,,
player,201610090den,atl,ToilLe00,rush_att,0,,,,,
player,201610090den,atl,ToilLe00,rush_yds,0,,,,,
player,201610090den,atl,ToilLe00,rush_td,0,,,,,
player,201610090den,atl,ToilLe00,rush_long,0,,,,,
player,201610090den,atl,ToilLe00,targets,1,,,,,
player,201610090den,atl,ToilLe00,rec,0,,,,,
player,201610090den,atl,ToilLe00,rec_yds,0,,,,,
player,201610090den,atl,ToilLe00,rec_td,0,,,,,
player,201610090den,atl,ToilLe00,rec_long,0,,,,,
player,201610090den,atl,ToilLe00,fumbles,0,,,,,
player,201610090den,atl,ToilLe00,fumbles_lost,0,,,,,
player,201610090den,den,LyncPa00,pass_cmp,23,,,,,
player,201610090den,den,LyncPa00,pass_att,35,,,,,
player,201610090den,den,LyncPa00,pass_yds,223,,,,,
player,201610090den,den,LyncPa00,pass_td,1,,,,,
player,201610090den,den,LyncPa00,pass_int,1,,,,,
player,201610090den,den,LyncPa00,pass_sacked,6,,,,,
player,201610090den,den,LyncPa00,pass_sacked_yds,40,,,,,
player,201610090den,den,LyncPa00,pass_long,0,,,,,
player,201610090den,den,LyncPa00,pass_rating,81.0,,,,,
player,201610090den,den,LyncPa00,rush_att,6,,,,,
player,201610090den,den,LyncPa00,rush_yds,18,,,,,
player,201610090den,den,LyncPa00,rush_td,0,,,,,
player,201610090den,den,LyncPa00,rush_long,6,,,,,
player,201610090den,den,LyncPa00,targets,0,,,,,
player,201610090den,den,LyncPa00,rec,0,,,,,
player,201610090den,den,LyncPa00,rec_yds,0,,,,,
player,201610090den,den,LyncPa00,rec_td,0,,,,,
player,201610090den,den,LyncPa00,rec_long,0,,,,,
player,201610090den,den,LyncPa00,fumbles,2,,,,,
player,201610090den,den,LyncPa00,fumbles_lost,0,,,,,
player,201610090den,den,AndeC.00,pass_cmp,0,,,,,
player,201610090den,den,AndeC.00,pass_att,0,,,,,
player,201610090den,den,AndeC.00,pass_yds,0,,,,,
player,201610090den,den,AndeC.00,pass_td,0,,,,,
player,201610090den,den,AndeC.00,pass_int,0,,,,,
player,201610090den,den,AndeC.00,pass_sacked,0,,,,,
player,201610090den,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201610090den,den,AndeC.00,pass_long,0,,,,,
player,201610090den,den,AndeC.00,pass_rating,,,,,,
player,201610090den,den,AndeC.00,rush_att,11,,,,,
player,201610090den,den,AndeC.00,rush_yds,41,,,,,
player,201610090den,den,AndeC.00,rush_td,0,,,,,
player,201610090den,den,AndeC.00,rush_long,10,,,,,
player,201610090den,den,AndeC.00,targets,4,,,,,
player,201610090den,den,AndeC.00,rec,3,,,,,
player,201610090den,den,AndeC.00,rec_yds,21,,,,,
player,201610090den,den,AndeC.00,rec_td,0,,,,,
player,201610090den,den,AndeC.00,rec_long,9,,,,,
player,201610090den,den,AndeC.00,fumbles,0,,,,,
player,201610090den,den,AndeC.00,fumbles_lost,0,,,,,
player,201610090den,den,BookDe00,pass_cmp,0,,,,,
player,201610090den,den,BookDe00,pass_att,0,,,,,
player,201610090den,den,BookDe00,pass_yds,0,,,,,
player,201610090den,den,BookDe00,pass_td,0,,,,,
player,201610090den,den,BookDe00,pass_int,0,,,,,
player,201610090den,den,BookDe00,pass_sacked,0,,,,,
player,201610090den,den,BookDe00,pass_sacked_yds,0,,,,,
player,201610090den,den,BookDe00,pass_long,0,,,,,
player,201610090den,den,BookDe00,pass_rating,,,,,,
player,201610090den,den,BookDe00,rush_att,6,,,,,
player,201610090den,den,BookDe00,rush_yds,23,,,,,
player,201610090den,den,BookDe00,rush_td,0,,,,,
player,201610090den,den,BookDe00,rush_long,8,,,,,
player,201610090den,den,BookDe00,targets,6,,,,,
player,201610090den,den,BookDe00,rec,4,,,,,
player,201610090den,den,BookDe00,rec_yds,36,,,,,
player,201610090den,den,BookDe00,rec_td,0,,,,,
player,201610090den,den,BookDe00,rec_long,11,,,,,
player,201610090den,den,BookDe00,fumbles,0,,,,,
player,201610090den,den,BookDe00,fumbles_lost,0,,,,,
player,201610090den,den,JanoAn00,pass_cmp,0,,,,,
player,201610090den,den,JanoAn00,pass_att,0,,,,,
player,201610090den,den,JanoAn00,pass_yds,0,,,,,
player,201610090den,den,JanoAn00,pass_td,0,,,,,
player,201610090den,den,JanoAn00,pass_int,0,,,,,
player,201610090den,den,JanoAn00,pass_sacked,0,,,,,
player,201610090den,den,JanoAn00,pass_sacked_yds,0,,,,,
player,201610090den,den,JanoAn00,pass_long,0,,,,,
player,201610090den,den,JanoAn00,pass_rating,,,,,,
player,201610090den,den,JanoAn00,rush_att,1,,,,,
player,201610090den,den,JanoAn00,rush_yds,2,,,,,
player,201610090den,den,JanoAn00,rush_td,0,,,,,
player,201610090den,den,JanoAn00,rush_long,2,,,,,
player,201610090den,den,JanoAn00,targets,1,,,,,
player,201610090den,den,JanoAn00,rec,0,,,,,
player,201610090den,den,JanoAn00,rec_yds,0,,,,,
player,201610090den,den,JanoAn00,rec_td,0,,,,,
player,201610090den,den,JanoAn00,rec_long,0,,,,,
player,201610090den,den,JanoAn00,fumbles,0,,,,,
player,201610090den,den,JanoAn00,fumbles_lost,0,,,,,
player,201610090den,den,SandEm00,pass_cmp,0,,,,,
player,201610090den,den,SandEm00,pass_att,0,,,,,
player,201610090den,den,SandEm00,pass_yds,0,,,,,
player,201610090den,den,SandEm00,pass_td,0,,,,,
player,201610090den,den,SandEm00,pass_int,0,,,,,
player,201610090den,den,SandEm00,pass_sacked,0,,,,,
player,201610090den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201610090den,den,SandEm00,pass_long,0,,,,,
player,201610090den,den,SandEm00,pass_rating,,,,,,
player,201610090den,den,SandEm00,rush_att,0,,,,,
player,201610090den,den,SandEm00,rush_yds,0,,,,,
player,201610090den,den,SandEm00,rush_td,0,,,,,
player,201610090den,den,SandEm00,rush_long,0,,,,,
player,201610090den,den,SandEm00,targets,9,,,,,
player,201610090den,den,SandEm00,rec,7,,,,,
player,201610090den,den,SandEm00,rec_yds,80,,,,,
player,201610090den,den,SandEm00,rec_td,0,,,,,
player,201610090den,den,SandEm00,rec_long,26,,,,,
player,201610090den,den,SandEm00,fumbles,1,,,,,
player,201610090den,den,SandEm00,fumbles_lost,0,,,,,
player,201610090den,den,ThomDe03,pass_cmp,0,,,,,
player,201610090den,den,ThomDe03,pass_att,0,,,,,
player,201610090den,den,ThomDe03,pass_yds,0,,,,,
player,201610090den,den,ThomDe03,pass_td,0,,,,,
player,201610090den,den,ThomDe03,pass_int,0,,,,,
player,201610090den,den,ThomDe03,pass_sacked,0,,,,,
player,201610090den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201610090den,den,ThomDe03,pass_long,0,,,,,
player,201610090den,den,ThomDe03,pass_rating,,,,,,
player,201610090den,den,ThomDe03,rush_att,0,,,,,
player,201610090den,den,ThomDe03,rush_yds,0,,,,,
player,201610090den,den,ThomDe03,rush_td,0,,,,,
player,201610090den,den,ThomDe03,rush_long,0,,,,,
player,201610090den,den,ThomDe03,targets,7,,,,,
player,201610090den,den,ThomDe03,rec,5,,,,,
player,201610090den,den,ThomDe03,rec_yds,49,,,,,
player,201610090den,den,ThomDe03,rec_td,1,,,,,
player,201610090den,den,ThomDe03,rec_long,14,,,,,
player,201610090den,den,ThomDe03,fumbles,0,,,,,
player,201610090den,den,ThomDe03,fumbles_lost,0,,,,,
player,201610090den,den,NorwJo00,pass_cmp,0,,,,,
player,201610090den,den,NorwJo00,pass_att,0,,,,,
player,201610090den,den,NorwJo00,pass_yds,0,,,,,
player,201610090den,den,NorwJo00,pass_td,0,,,,,
player,201610090den,den,NorwJo00,pass_int,0,,,,,
player,201610090den,den,NorwJo00,pass_sacked,0,,,,,
player,201610090den,den,NorwJo00,pass_sacked_yds,0,,,,,
player,201610090den,den,NorwJo00,pass_long,0,,,,,
player,201610090den,den,NorwJo00,pass_rating,,,,,,
player,201610090den,den,NorwJo00,rush_att,0,,,,,
player,201610090den,den,NorwJo00,rush_yds,0,,,,,
player,201610090den,den,NorwJo00,rush_td,0,,,,,
player,201610090den,den,NorwJo00,rush_long,0,,,,,
player,201610090den,den,NorwJo00,targets,3,,,,,
player,201610090den,den,NorwJo00,rec,2,,,,,
player,201610090den,den,NorwJo00,rec_yds,24,,,,,
player,201610090den,den,NorwJo00,rec_td,0,,,,,
player,201610090den,den,NorwJo00,rec_long,17,,,,,
player,201610090den,den,NorwJo00,fumbles,0,,,,,
player,201610090den,den,NorwJo00,fumbles_lost,0,,,,,
player,201610090den,den,FowlBe00,pass_cmp,0,,,,,
player,201610090den,den,FowlBe00,pass_att,0,,,,,
player,201610090den,den,FowlBe00,pass_yds,0,,,,,
player,201610090den,den,FowlBe00,pass_td,0,,,,,
player,201610090den,den,FowlBe00,pass_int,0,,,,,
player,201610090den,den,FowlBe00,pass_sacked,0,,,,,
player,201610090den,den,FowlBe00,pass_sacked_yds,0,,,,,
player,201610090den,den,FowlBe00,pass_long,0,,,,,
player,201610090den,den,FowlBe00,pass_rating,,,,,,
player,201610090den,den,FowlBe00,rush_att,0,,,,,
player,201610090den,den,FowlBe00,rush_yds,0,,,,,
player,201610090den,den,FowlBe00,rush_td,0,,,,,
player,201610090den,den,FowlBe00,rush_long,0,,,,,
player,201610090den,den,FowlBe00,targets,2,,,,,
player,201610090den,den,FowlBe00,rec,2,,,,,
player,201610090den,den,FowlBe00,rec_yds,13,,,,,
player,201610090den,den,FowlBe00,rec_td,0,,,,,
player,201610090den,den,FowlBe00,rec_long,7,,,,,
player,201610090den,den,FowlBe00,fumbles,0,,,,,
player,201610090den,den,FowlBe00,fumbles_lost,0,,,,,
player,201610090den,den,PhilJo00,pass_cmp,0,,,,,
player,201610090den,den,PhilJo00,pass_att,0,,,,,
player,201610090den,den,PhilJo00,pass_yds,0,,,,,
player,201610090den,den,PhilJo00,pass_td,0,,,,,
player,201610090den,den,PhilJo00,pass_int,0,,,,,
player,201610090den,den,PhilJo00,pass_sacked,0,,,,,
player,201610090den,den,PhilJo00,pass_sacked_yds,0,,,,,
player,201610090den,den,PhilJo00,pass_long,0,,,,,
player,201610090den,den,PhilJo00,pass_rating,,,,,,
player,201610090den,den,PhilJo00,rush_att,0,,,,,
player,201610090den,den,PhilJo00,rush_yds,0,,,,,
player,201610090den,den,PhilJo00,rush_td,0,,,,,
player,201610090den,den,PhilJo00,rush_long,0,,,,,
player,201610090den,den,PhilJo00,targets,1,,,,,
player,201610090den,den,PhilJo00,rec,0,,,,,
player,201610090den,den,PhilJo00,rec_yds,0,,,,,
player,201610090den,den,PhilJo00,rec_td,0,,,,,
player,201610090den,den,PhilJo00,rec_long,0,,,,,
player,201610090den,den,PhilJo00,fumbles,0,,,,,
player,201610090den,den,PhilJo00,fumbles_lost,0,,,,,
player,201610090den,den,HeueJe00,pass_cmp,0,,,,,
player,201610090den,den,HeueJe00,pass_att,0,,,,,
player,201610090den,den,HeueJe00,pass_yds,0,,,,,
player,201610090den,den,HeueJe00,pass_td,0,,,,,
player,201610090den,den,HeueJe00,pass_int,0,,,,,
player,201610090den,den,HeueJe00,pass_sacked,0,,,,,
player,201610090den,den,HeueJe00,pass_sacked_yds,0,,,,,
player,201610090den,den,HeueJe00,pass_long,0,,,,,
player,201610090den,den,HeueJe00,pass_rating,,,,,,
player,201610090den,den,HeueJe00,rush_att,0,,,,,
player,201610090den,den,HeueJe00,rush_yds,0,,,,,
player,201610090den,den,HeueJe00,rush_td,0,,,,,
player,201610090den,den,HeueJe00,rush_long,0,,,,,
player,201610090den,den,HeueJe00,targets,1,,,,,
player,201610090den,den,HeueJe00,rec,0,,,,,
player,201610090den,den,HeueJe00,rec_yds,0,,,,,
player,201610090den,den,HeueJe00,rec_td,0,,,,,
player,201610090den,den,HeueJe00,rec_long,0,,,,,
player,201610090den,den,HeueJe00,fumbles,0,,,,,
player,201610090den,den,HeueJe00,fumbles_lost,0,,,,,
player,201610090den,atl,AlleRi00,def_int,1,,,,,
player,201610090den,atl,AlleRi00,def_int_yds,0,,,,,
player,201610090den,atl,AlleRi00,def_int_td,0,,,,,
player,201610090den,atl,AlleRi00,def_int_long,0,,,,,
player,201610090den,atl,AlleRi00,pass_defended,1,,,,,
player,201610090den,atl,AlleRi00,sacks,0.0,,,,,
player,201610090den,atl,AlleRi00,tackles_combined,1,,,,,
player,201610090den,atl,AlleRi00,tackles_solo,1,,,,,
player,201610090den,atl,AlleRi00,tackles_assists,0,,,,,
player,201610090den,atl,AlleRi00,tackles_loss,0,,,,,
player,201610090den,atl,AlleRi00,qb_hits,0,,,,,
player,201610090den,atl,AlleRi00,fumbles_rec,0,,,,,
player,201610090den,atl,AlleRi00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,AlleRi00,fumbles_rec_td,0,,,,,
player,201610090den,atl,AlleRi00,fumbles_forced,0,,,,,
player,201610090den,atl,BeasVi00,def_int,0,,,,,
player,201610090den,atl,BeasVi00,def_int_yds,0,,,,,
player,201610090den,atl,BeasVi00,def_int_td,0,,,,,
player,201610090den,atl,BeasVi00,def_int_long,0,,,,,
player,201610090den,atl,BeasVi00,pass_defended,0,,,,,
player,201610090den,atl,BeasVi00,sacks,3.5,,,,,
player,201610090den,atl,BeasVi00,tackles_combined,8,,,,,
player,201610090den,atl,BeasVi00,tackles_solo,7,,,,,
player,201610090den,atl,BeasVi00,tackles_assists,1,,,,,
player,201610090den,atl,BeasVi00,tackles_loss,1,,,,,
player,201610090den,atl,BeasVi00,qb_hits,3,,,,,
player,201610090den,atl,BeasVi00,fumbles_rec,0,,,,,
player,201610090den,atl,BeasVi00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,BeasVi00,fumbles_rec_td,0,,,,,
player,201610090den,atl,BeasVi00,fumbles_forced,2,,,,,
player,201610090den,atl,FreeDw00,def_int,0,,,,,
player,201610090den,atl,FreeDw00,def_int_yds,0,,,,,
player,201610090den,atl,FreeDw00,def_int_td,0,,,,,
player,201610090den,atl,FreeDw00,def_int_long,0,,,,,
player,201610090den,atl,FreeDw00,pass_defended,0,,,,,
player,201610090den,atl,FreeDw00,sacks,1.0,,,,,
player,201610090den,atl,FreeDw00,tackles_combined,4,,,,,
player,201610090den,atl,FreeDw00,tackles_solo,2,,,,,
player,201610090den,atl,FreeDw00,tackles_assists,2,,,,,
player,201610090den,atl,FreeDw00,tackles_loss,1,,,,,
player,201610090den,atl,FreeDw00,qb_hits,2,,,,,
player,201610090den,atl,FreeDw00,fumbles_rec,0,,,,,
player,201610090den,atl,FreeDw00,fumbles_rec_yds,0,,,,,
player,201610090den,atl,FreeDw00,fumbles_rec_td,0,,,,,
player,201610090den,atl,FreeDw00,fumbles_forced,0,,,,,
player,201610090den,atl,JarrGr00,def_int,0,,,,,
player,201610090den,atl,JarrGr00,def_int_yds,0,,,,,
player,201610090den,atl,JarrGr00,def_int_td,0,,,,,
player,201610090den,atl,JarrGr00,def_int_long,0,,,,,
player,201610090den,atl,JarrGr00,pass_defended,0,,,,,
player,201610090den,atl,JarrGr00,sacks,1.0,,,,,
player,201610090den,atl,JarrGr00,tackles_combined,3,,,,,
