game,2016,5,20161009,201610090den,atl,"Atlanta Falcons",23,den,"Denver Broncos",16
player,201610090den,den,TaliAq99,def_int_yds,0,,,,,
player,201610090den,den,TaliAq99,def_int_td,0,,,,,
player,201610090den,den,TaliAq99,def_int_long,0,,,,,
player,201610090den,den,TaliAq99,pass_defended,2,,,,,
player,201610090den,den,TaliAq99,sacks,0.0,,,,,
player,201610090den,den,TaliAq99,tackles_combined,2,,,,,
player,201610090den,den,TaliAq99,tackles_solo,1,,,,,
player,201610090den,den,TaliAq99,tackles_assists,1,,,,,
player,201610090den,den,TaliAq99,tackles_loss,0,,,,,
player,201610090den,den,TaliAq99,qb_hits,0,,,,,
player,201610090den,den,TaliAq99,fumbles_rec,0,,,,,
player,201610090den,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201610090den,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201610090den,den,TaliAq99,fumbles_forced,0,,,,,
player,201610090den,den,WinnBi00,def_int,0,,,,,
player,201610090den,den,WinnBi00,def_int_yds,0,,,,,
player,201610090den,den,WinnBi00,def_int_td,0,,,,,
player,201610090den,den,WinnBi00,def_int_long,0,,,,,
player,201610090den,den,WinnBi00,pass_defended,0,,,,,
player,201610090den,den,WinnBi00,sacks,0.0,,,,,
player,201610090den,den,WinnBi00,tackles_combined,2,,,,,
player,201610090den,den,WinnBi00,tackles_solo,0,,,,,
player,201610090den,den,WinnBi00,tackles_assists,2,,,,,
player,201610090den,den,WinnBi00,tackles_loss,0,,,,,
player,201610090den,den,WinnBi00,qb_hits,0,,,,,
player,201610090den,den,WinnBi00,fumbles_rec,0,,,,,
player,201610090den,den,WinnBi00,fumbles_rec_yds,0,,,,,
player,201610090den,den,WinnBi00,fumbles_rec_td,0,,,,,
player,201610090den,den,WinnBi00,fumbles_forced,0,,,,,
player,201610090den,den,KeoxSh00,def_int,0,,,,,
player,201610090den,den,KeoxSh00,def_int_yds,0,,,,,
player,201610090den,den,KeoxSh00,def_int_td,0,,,,,
player,201610090den,den,KeoxSh00,def_int_long,0,,,,,
player,201610090den,den,KeoxSh00,pass_defended,0,,,,,
player,201610090den,den,KeoxSh00,sacks,0.0,,,,,
player,201610090den,den,KeoxSh00,tackles_combined,1,,,,,
player,201610090den,den,KeoxSh00,tackles_solo,1,,,,,
player,201610090den,den,KeoxSh00,tackles_assists,0,,,,,
player,201610090den,den,KeoxSh00,tackles_loss,0,,,,,
player,201610090den,den,KeoxSh00,qb_hits,0,,,,,
player,201610090den,den,KeoxSh00,fumbles_rec,0,,,,,
player,201610090den,den,KeoxSh00,fumbles_rec_yds,0,,,,,
player,201610090den,den,KeoxSh00,fumbles_rec_td,0,,,,,
player,201610090den,den,KeoxSh00,fumbles_forced,0,,,,,
player,201610090den,den,KilgDa01,def_int,0,,,,,
player,201610090den,den,KilgDa01,def_int_yds,0,,,,,
player,201610090den,den,KilgDa01,def_int_td,0,,,,,
player,201610090den,den,KilgDa01,def_int_long,0,,,,,
player,201610090den,den,KilgDa01,pass_defended,0,,,,,
player,201610090den,den,KilgDa01,sacks,0.0,,,,,
player,201610090den,den,KilgDa01,tackles_combined,1,,,,,
player,201610090den,den,KilgDa01,tackles_solo,0,,,,,
player,201610090den,den,KilgDa01,tackles_assists,1,,,,,
player,201610090den,den,KilgDa01,tackles_loss,0,,,,,
player,201610090den,den,KilgDa01,qb_hits,1,,,,,
player,201610090den,den,KilgDa01,fumbles_rec,0,,,,,
player,201610090den,den,KilgDa01,fumbles_rec_yds,0,,,,,
player,201610090den,den,KilgDa01,fumbles_rec_td,0,,,,,
player,201610090den,den,KilgDa01,fumbles_forced,0,,,,,
player,201610090den,den,McMaBr01,def_int,0,,,,,
player,201610090den,den,McMaBr01,def_int_yds,0,,,,,
player,201610090den,den,McMaBr01,def_int_td,0,,,,,
player,201610090den,den,McMaBr01,def_int_long,0,,,,,
player,201610090den,den,McMaBr01,pass_defended,0,,,,,
player,201610090den,den,McMaBr01,sacks,0.0,,,,,
player,201610090den,den,McMaBr01,tackles_combined,1,,,,,
player,201610090den,den,McMaBr01,tackles_solo,1,,,,,
player,201610090den,den,McMaBr01,tackles_assists,0,,,,,
player,201610090den,den,McMaBr01,tackles_loss,0,,,,,
player,201610090den,den,McMaBr01,qb_hits,0,,,,,
player,201610090den,den,McMaBr01,fumbles_rec,0,,,,,
player,201610090den,den,McMaBr01,fumbles_rec_yds,0,,,,,
player,201610090den,den,McMaBr01,fumbles_rec_td,0,,,,,
player,201610090den,den,McMaBr01,fumbles_forced,0,,,,,
player,201610090den,den,ParkWi01,def_int,0,,,,,
player,201610090den,den,ParkWi01,def_int_yds,0,,,,,
player,201610090den,den,ParkWi01,def_int_td,0,,,,,
player,201610090den,den,ParkWi01,def_int_long,0,,,,,
player,201610090den,den,ParkWi01,pass_defended,0,,,,,
player,201610090den,den,ParkWi01,sacks,0.0,,,,,
player,201610090den,den,ParkWi01,tackles_combined,1,,,,,
player,201610090den,den,ParkWi01,tackles_solo,1,,,,,
player,201610090den,den,ParkWi01,tackles_assists,0,,,,,
player,201610090den,den,ParkWi01,tackles_loss,0,,,,,
player,201610090den,den,ParkWi01,qb_hits,0,,,,,
player,201610090den,den,ParkWi01,fumbles_rec,0,,,,,
player,201610090den,den,ParkWi01,fumbles_rec_yds,0,,,,,
player,201610090den,den,ParkWi01,fumbles_rec_td,0,,,,,
player,201610090den,den,ParkWi01,fumbles_forced,0,,,,,
player,201610090den,den,WillSy00,def_int,0,,,,,
player,201610090den,den,WillSy00,def_int_yds,0,,,,,
player,201610090den,den,WillSy00,def_int_td,0,,,,,
player,201610090den,den,WillSy00,def_int_long,0,,,,,
player,201610090den,den,WillSy00,pass_defended,0,,,,,
player,201610090den,den,WillSy00,sacks,0.0,,,,,
player,201610090den,den,WillSy00,tackles_combined,0,,,,,
player,201610090den,den,WillSy00,tackles_solo,0,,,,,
player,201610090den,den,WillSy00,tackles_assists,0,,,,,
player,201610090den,den,WillSy00,tackles_loss,0,,,,,
player,201610090den,den,WillSy00,qb_hits,2,,,,,
player,201610090den,den,WillSy00,fumbles_rec,0,,,,,
player,201610090den,den,WillSy00,fumbles_rec_yds,0,,,,,
player,201610090den,den,WillSy00,fumbles_rec_td,0,,,,,
player,201610090den,den,WillSy00,fumbles_forced,0,,,,,
player,201610090den,atl,WeemEr00,kick_ret,1,,,,,
player,201610090den,atl,WeemEr00,kick_ret_yds,17,,,,,
player,201610090den,atl,WeemEr00,kick_ret_yds_per_ret,17.0,,,,,
player,201610090den,atl,WeemEr00,kick_ret_td,0,,,,,
player,201610090den,atl,WeemEr00,kick_ret_long,17,,,,,
player,201610090den,atl,WeemEr00,punt_ret,1,,,,,
player,201610090den,atl,WeemEr00,punt_ret_yds,7,,,,,
player,201610090den,atl,WeemEr00,punt_ret_yds_per_ret,7.0,,,,,
player,201610090den,atl,WeemEr00,punt_ret_td,0,,,,,
player,201610090den,atl,WeemEr00,punt_ret_long,7,,,,,
player,201610090den,den,NorwJo00,kick_ret,0,,,,,
player,201610090den,den,NorwJo00,kick_ret_yds,0,,,,,
player,201610090den,den,NorwJo00,kick_ret_yds_per_ret,,,,,,
player,201610090den,den,NorwJo00,kick_ret_td,0,,,,,
player,201610090den,den,NorwJo00,kick_ret_long,0,,,,,
player,201610090den,den,NorwJo00,punt_ret,1,,,,,
player,201610090den,den,NorwJo00,punt_ret_yds,17,,,,,
player,201610090den,den,NorwJo00,punt_ret_yds_per_ret,17.0,,,,,
player,201610090den,den,NorwJo00,punt_ret_td,0,,,,,
player,201610090den,den,NorwJo00,punt_ret_long,17,,,,,
player,201610090den,den,LatiCo00,kick_ret,3,,,,,
player,201610090den,den,LatiCo00,kick_ret_yds,65,,,,,
player,201610090den,den,LatiCo00,kick_ret_yds_per_ret,21.7,,,,,
player,201610090den,den,LatiCo00,kick_ret_td,0,,,,,
player,201610090den,den,LatiCo00,kick_ret_long,23,,,,,
player,201610090den,den,LatiCo00,punt_ret,0,,,,,
player,201610090den,den,LatiCo00,punt_ret_yds,0,,,,,
player,201610090den,den,LatiCo00,punt_ret_yds_per_ret,,,,,,
player,201610090den,den,LatiCo00,punt_ret_td,0,,,,,
player,201610090den,den,LatiCo00,punt_ret_long,0,,,,,
player,201610090den,atl,bryanmat01,xpm,2,,,,,
player,201610090den,atl,bryanmat01,xpa,2,,,,,
player,201610090den,atl,bryanmat01,fgm,3,,,,,
player,201610090den,atl,bryanmat01,fga,3,,,,,
player,201610090den,atl,bryanmat01,punt,0,,,,,
player,201610090den,atl,bryanmat01,punt_yds,0,,,,,
player,201610090den,atl,bryanmat01,punt_yds_per_punt,,,,,,
player,201610090den,atl,bryanmat01,punt_long,0,,,,,
player,201610090den,atl,BoshMa00,xpm,,,,,,
player,201610090den,atl,BoshMa00,xpa,,,,,,
player,201610090den,atl,BoshMa00,fgm,,,,,,
player,201610090den,atl,BoshMa00,fga,,,,,,
player,201610090den,atl,BoshMa00,punt,3,,,,,
player,201610090den,atl,BoshMa00,punt_yds,185,,,,,
player,201610090den,atl,BoshMa00,punt_yds_per_punt,61.7,,,,,
player,201610090den,atl,BoshMa00,punt_long,68,,,,,
player,201610090den,den,McMaBr01,xpm,1,,,,,
player,201610090den,den,McMaBr01,xpa,1,,,,,
player,201610090den,den,McMaBr01,fgm,3,,,,,
player,201610090den,den,McMaBr01,fga,3,,,,,
player,201610090den,den,McMaBr01,punt,0,,,,,
player,201610090den,den,McMaBr01,punt_yds,0,,,,,
player,201610090den,den,McMaBr01,punt_yds_per_punt,,,,,,
player,201610090den,den,McMaBr01,punt_long,0,,,,,
player,201610090den,den,DixoRi00,xpm,,,,,,
player,201610090den,den,DixoRi00,xpa,,,,,,
player,201610090den,den,DixoRi00,fgm,,,,,,
player,201610090den,den,DixoRi00,fga,,,,,,
player,201610090den,den,DixoRi00,punt,6,,,,,
player,201610090den,den,DixoRi00,punt_yds,290,,,,,
player,201610090den,den,DixoRi00,punt_yds_per_punt,48.3,,,,,
player,201610090den,den,DixoRi00,punt_long,62,,,,,
player,201610090den,den,GarcMa00,pos,G,,,,,
player,201610090den,den,GarcMa00,offense,70,,,,,
player,201610090den,den,GarcMa00,off_pct,100%,,,,,
player,201610090den,den,GarcMa00,defense,0,,,,,
player,201610090den,den,GarcMa00,def_pct,0%,,,,,
player,201610090den,den,GarcMa00,special_teams,4,,,,,
player,201610090den,den,GarcMa00,st_pct,13%,,,,,
player,201610090den,den,SchoMi00,pos,T,,,,,
player,201610090den,den,SchoMi00,offense,70,,,,,
player,201610090den,den,SchoMi00,off_pct,100%,,,,,
player,201610090den,den,SchoMi00,defense,0,,,,,
player,201610090den,den,SchoMi00,def_pct,0%,,,,,
player,201610090den,den,SchoMi00,special_teams,4,,,,,
player,201610090den,den,SchoMi00,st_pct,13%,,,,,
player,201610090den,den,ParaMa00,pos,C,,,,,
player,201610090den,den,ParaMa00,offense,70,,,,,
player,201610090den,den,ParaMa00,off_pct,100%,,,,,
player,201610090den,den,ParaMa00,defense,0,,,,,
player,201610090den,den,ParaMa00,def_pct,0%,,,,,
player,201610090den,den,ParaMa00,special_teams,4,,,,,
player,201610090den,den,ParaMa00,st_pct,13%,,,,,
player,201610090den,den,OkunRu20,pos,T,,,,,
player,201610090den,den,OkunRu20,offense,70,,,,,
player,201610090den,den,OkunRu20,off_pct,100%,,,,,
player,201610090den,den,OkunRu20,defense,0,,,,,
player,201610090den,den,OkunRu20,def_pct,0%,,,,,
player,201610090den,den,OkunRu20,special_teams,4,,,,,
player,201610090den,den,OkunRu20,st_pct,13%,,,,,
player,201610090den,den,LyncPa00,pos,QB,,,,,
player,201610090den,den,LyncPa00,offense,70,,,,,
player,201610090den,den,LyncPa00,off_pct,100%,,,,,
player,201610090den,den,LyncPa00,defense,0,,,,,
player,201610090den,den,LyncPa00,def_pct,0%,,,,,
player,201610090den,den,LyncPa00,special_teams,0,,,,,
player,201610090den,den,LyncPa00,st_pct,0%,,,,,
player,201610090den,den,SandEm00,pos,WR,,,,,
player,201610090den,den,SandEm00,offense,68,,,,,
player,201610090den,den,SandEm00,off_pct,97%,,,,,
player,201610090den,den,SandEm00,defense,0,,,,,
player,201610090den,den,SandEm00,def_pct,0%,,,,,
player,201610090den,den,SandEm00,special_teams,0,,,,,
player,201610090den,den,SandEm00,st_pct,0%,,,,,
player,201610090den,den,ThomDe03,pos,WR,,,,,
player,201610090den,den,ThomDe03,offense,56,,,,,
player,201610090den,den,ThomDe03,off_pct,80%,,,,,
player,201610090den,den,ThomDe03,defense,0,,,,,
player,201610090den,den,ThomDe03,def_pct,0%,,,,,
player,201610090den,den,ThomDe03,special_teams,0,,,,,
player,201610090den,den,ThomDe03,st_pct,0%,,,,,
player,201610090den,den,NorwJo00,pos,WR,,,,,
player,201610090den,den,NorwJo00,offense,45,,,,,
player,201610090den,den,NorwJo00,off_pct,64%,,,,,
player,201610090den,den,NorwJo00,defense,0,,,,,
player,201610090den,den,NorwJo00,def_pct,0%,,,,,
player,201610090den,den,NorwJo00,special_teams,3,,,,,
player,201610090den,den,NorwJo00,st_pct,10%,,,,,
player,201610090den,den,SambTy00,pos,T,,,,,
player,201610090den,den,SambTy00,offense,41,,,,,
player,201610090den,den,SambTy00,off_pct,59%,,,,,
player,201610090den,den,SambTy00,defense,0,,,,,
player,201610090den,den,SambTy00,def_pct,0%,,,,,
player,201610090den,den,SambTy00,special_teams,4,,,,,
player,201610090den,den,SambTy00,st_pct,13%,,,,,
player,201610090den,den,AndeC.00,pos,RB,,,,,
player,201610090den,den,AndeC.00,offense,36,,,,,
player,201610090den,den,AndeC.00,off_pct,51%,,,,,
player,201610090den,den,AndeC.00,defense,0,,,,,
player,201610090den,den,AndeC.00,def_pct,0%,,,,,
player,201610090den,den,AndeC.00,special_teams,0,,,,,
player,201610090den,den,AndeC.00,st_pct,0%,,,,,
player,201610090den,den,LatiCo00,pos,WR,,,,,
player,201610090den,den,LatiCo00,offense,30,,,,,
player,201610090den,den,LatiCo00,off_pct,43%,,,,,
player,201610090den,den,LatiCo00,defense,0,,,,,
player,201610090den,den,LatiCo00,def_pct,0%,,,,,
player,201610090den,den,LatiCo00,special_teams,20,,,,,
player,201610090den,den,LatiCo00,st_pct,67%,,,,,
player,201610090den,den,WeemDa00,pos,T,,,,,
player,201610090den,den,WeemDa00,offense,29,,,,,
player,201610090den,den,WeemDa00,off_pct,41%,,,,,
player,201610090den,den,WeemDa00,defense,0,,,,,
player,201610090den,den,WeemDa00,def_pct,0%,,,,,
player,201610090den,den,WeemDa00,special_teams,2,,,,,
player,201610090den,den,WeemDa00,st_pct,7%,,,,,
player,201610090den,den,BookDe00,pos,RB,,,,,
player,201610090den,den,BookDe00,offense,29,,,,,
player,201610090den,den,BookDe00,off_pct,41%,,,,,
player,201610090den,den,BookDe00,defense,0,,,,,
player,201610090den,den,BookDe00,def_pct,0%,,,,,
player,201610090den,den,BookDe00,special_teams,0,,,,,
player,201610090den,den,BookDe00,st_pct,0%,,,,,
player,201610090den,den,PhilJo00,pos,TE,,,,,
player,201610090den,den,PhilJo00,offense,25,,,,,
player,201610090den,den,PhilJo00,off_pct,36%,,,,,
player,201610090den,den,PhilJo00,defense,0,,,,,
player,201610090den,den,PhilJo00,def_pct,0%,,,,,
player,201610090den,den,PhilJo00,special_teams,10,,,,,
player,201610090den,den,PhilJo00,st_pct,33%,,,,,
player,201610090den,den,FowlBe00,pos,WR,,,,,
player,201610090den,den,FowlBe00,offense,18,,,,,
player,201610090den,den,FowlBe00,off_pct,26%,,,,,
player,201610090den,den,FowlBe00,defense,0,,,,,
player,201610090den,den,FowlBe00,def_pct,0%,,,,,
player,201610090den,den,FowlBe00,special_teams,17,,,,,
player,201610090den,den,FowlBe00,st_pct,57%,,,,,
player,201610090den,den,TaylJo01,pos,WR,,,,,
player,201610090den,den,TaylJo01,offense,16,,,,,
player,201610090den,den,TaylJo01,off_pct,23%,,,,,
player,201610090den,den,TaylJo01,defense,0,,,,,
player,201610090den,den,TaylJo01,def_pct,0%,,,,,
player,201610090den,den,TaylJo01,special_teams,12,,,,,
player,201610090den,den,TaylJo01,st_pct,40%,,,,,
player,201610090den,den,HeueJe00,pos,TE,,,,,
player,201610090den,den,HeueJe00,offense,15,,,,,
player,201610090den,den,HeueJe00,off_pct,21%,,,,,
player,201610090den,den,HeueJe00,defense,0,,,,,
player,201610090den,den,HeueJe00,def_pct,0%,,,,,
player,201610090den,den,HeueJe00,special_teams,0,,,,,
player,201610090den,den,HeueJe00,st_pct,0%,,,,,
player,201610090den,den,JanoAn00,pos,FB,,,,,
player,201610090den,den,JanoAn00,offense,12,,,,,
player,201610090den,den,JanoAn00,off_pct,17%,,,,,
player,201610090den,den,JanoAn00,defense,0,,,,,
player,201610090den,den,JanoAn00,def_pct,0%,,,,,
player,201610090den,den,JanoAn00,special_teams,21,,,,,
player,201610090den,den,JanoAn00,st_pct,70%,,,,,
player,201610090den,den,WardT.99,pos,SS,,,,,
player,201610090den,den,WardT.99,offense,0,,,,,
player,201610090den,den,WardT.99,off_pct,0%,,,,,
player,201610090den,den,WardT.99,defense,67,,,,,
player,201610090den,den,WardT.99,def_pct,100%,,,,,
player,201610090den,den,WardT.99,special_teams,0,,,,,
player,201610090den,den,WardT.99,st_pct,0%,,,,,
player,201610090den,den,TaliAq99,pos,CB,,,,,
player,201610090den,den,TaliAq99,offense,0,,,,,
player,201610090den,den,TaliAq99,off_pct,0%,,,,,
player,201610090den,den,TaliAq99,defense,65,,,,,
player,201610090den,den,TaliAq99,def_pct,97%,,,,,
player,201610090den,den,TaliAq99,special_teams,5,,,,,
player,201610090den,den,TaliAq99,st_pct,17%,,,,,
player,201610090den,den,StewDa00,pos,FS,,,,,
player,201610090den,den,StewDa00,offense,0,,,,,
player,201610090den,den,StewDa00,off_pct,0%,,,,,
player,201610090den,den,StewDa00,defense,64,,,,,
player,201610090den,den,StewDa00,def_pct,96%,,,,,
player,201610090den,den,StewDa00,special_teams,5,,,,,
player,201610090den,den,StewDa00,st_pct,17%,,,,,
player,201610090den,den,HarrCh01,pos,CB,,,,,
player,201610090den,den,HarrCh01,offense,0,,,,,
player,201610090den,den,HarrCh01,off_pct,0%,,,,,
player,201610090den,den,HarrCh01,defense,62,,,,,
player,201610090den,den,HarrCh01,def_pct,93%,,,,,
player,201610090den,den,HarrCh01,special_teams,0,,,,,
player,201610090den,den,HarrCh01,st_pct,0%,,,,,
player,201610090den,den,MarsBr01,pos,LB,,,,,
player,201610090den,den,MarsBr01,offense,0,,,,,
player,201610090den,den,MarsBr01,off_pct,0%,,,,,
player,201610090den,den,MarsBr01,defense,60,,,,,
player,201610090den,den,MarsBr01,def_pct,90%,,,,,
player,201610090den,den,MarsBr01,special_teams,4,,,,,
player,201610090den,den,MarsBr01,st_pct,13%,,,,,
player,201610090den,den,CricJa00,pos,DE,,,,,
player,201610090den,den,CricJa00,offense,0,,,,,
player,201610090den,den,CricJa00,off_pct,0%,,,,,
player,201610090den,den,CricJa00,defense,58,,,,,
player,201610090den,den,CricJa00,def_pct,87%,,,,,
player,201610090den,den,CricJa00,special_teams,9,,,,,
player,201610090den,den,CricJa00,st_pct,30%,,,,,
player,201610090den,den,DaviTo01,pos,LB,,,,,
player,201610090den,den,DaviTo01,offense,0,,,,,
player,201610090den,den,DaviTo01,off_pct,0%,,,,,
player,201610090den,den,DaviTo01,defense,52,,,,,
player,201610090den,den,DaviTo01,def_pct,78%,,,,,
player,201610090den,den,DaviTo01,special_teams,5,,,,,
player,201610090den,den,DaviTo01,st_pct,17%,,,,,
player,201610090den,den,RayxSh00,pos,LB,,,,,
player,201610090den,den,RayxSh00,offense,0,,,,,
player,201610090den,den,RayxSh00,off_pct,0%,,,,,
player,201610090den,den,RayxSh00,defense,52,,,,,
player,201610090den,den,RayxSh00,def_pct,78%,,,,,
player,201610090den,den,RayxSh00,special_teams,0,,,,,
player,201610090den,den,RayxSh00,st_pct,0%,,,,,
player,201610090den,den,MillVo00,pos,LB,,,,,
player,201610090den,den,MillVo00,offense,0,,,,,
player,201610090den,den,MillVo00,off_pct,0%,,,,,
player,201610090den,den,MillVo00,defense,48,,,,,
player,201610090den,den,MillVo00,def_pct,72%,,,,,
player,201610090den,den,MillVo00,special_teams,0,,,,,
player,201610090den,den,MillVo00,st_pct,0%,,,,,
player,201610090den,den,WolfDe00,pos,DE,,,,,
player,201610090den,den,WolfDe00,offense,0,,,,,
player,201610090den,den,WolfDe00,off_pct,0%,,,,,
player,201610090den,den,WolfDe00,defense,45,,,,,
player,201610090den,den,WolfDe00,def_pct,67%,,,,,
player,201610090den,den,WolfDe00,special_teams,4,,,,,
player,201610090den,den,WolfDe00,st_pct,13%,,,,,
player,201610090den,den,WillSy00,pos,NT,,,,,
player,201610090den,den,WillSy00,offense,0,,,,,
player,201610090den,den,WillSy00,off_pct,0%,,,,,
player,201610090den,den,WillSy00,defense,42,,,,,
player,201610090den,den,WillSy00,def_pct,63%,,,,,
player,201610090den,den,WillSy00,special_teams,4,,,,,
player,201610090den,den,WillSy00,st_pct,13%,,,,,
player,201610090den,den,BarrSh00,pos,LB,,,,,
player,201610090den,den,BarrSh00,offense,0,,,,,
player,201610090den,den,BarrSh00,off_pct,0%,,,,,
player,201610090den,den,BarrSh00,defense,27,,,,,
player,201610090den,den,BarrSh00,def_pct,40%,,,,,
player,201610090den,den,BarrSh00,special_teams,11,,,,,
player,201610090den,den,BarrSh00,st_pct,37%,,,,,
player,201610090den,den,WinnBi00,pos,DE,,,,,
player,201610090den,den,WinnBi00,offense,0,,,,,
player,201610090den,den,WinnBi00,off_pct,0%,,,,,
player,201610090den,den,WinnBi00,defense,23,,,,,
player,201610090den,den,WinnBi00,def_pct,34%,,,,,
player,201610090den,den,WinnBi00,special_teams,3,,,,,
player,201610090den,den,WinnBi00,st_pct,10%,,,,,
player,201610090den,den,RobyBr00,pos,CB,,,,,
player,201610090den,den,RobyBr00,offense,0,,,,,
player,201610090den,den,RobyBr00,off_pct,0%,,,,,
player,201610090den,den,RobyBr00,defense,19,,,,,
player,201610090den,den,RobyBr00,def_pct,28%,,,,,
player,201610090den,den,RobyBr00,special_teams,0,,,,,
player,201610090den,den,RobyBr00,st_pct,0%,,,,,
player,201610090den,den,KilgDa01,pos,NT,,,,,
player,201610090den,den,KilgDa01,offense,0,,,,,
player,201610090den,den,KilgDa01,off_pct,0%,,,,,
player,201610090den,den,KilgDa01,defense,14,,,,,
player,201610090den,den,KilgDa01,def_pct,21%,,,,,
player,201610090den,den,KilgDa01,special_teams,1,,,,,
player,201610090den,den,KilgDa01,st_pct,3%,,,,,
player,201610090den,den,ParkWi01,pos,SS,,,,,
player,201610090den,den,ParkWi01,offense,0,,,,,
player,201610090den,den,ParkWi01,off_pct,0%,,,,,
player,201610090den,den,ParkWi01,defense,12,,,,,
player,201610090den,den,ParkWi01,def_pct,18%,,,,,
player,201610090den,den,ParkWi01,special_teams,25,,,,,
player,201610090den,den,ParkWi01,st_pct,83%,,,,,
player,201610090den,den,NelsCo00,pos,LB,,,,,
player,201610090den,den,NelsCo00,offense,0,,,,,
player,201610090den,den,NelsCo00,off_pct,0%,,,,,
player,201610090den,den,NelsCo00,defense,8,,,,,
player,201610090den,den,NelsCo00,def_pct,12%,,,,,
player,201610090den,den,NelsCo00,special_teams,22,,,,,
player,201610090den,den,NelsCo00,st_pct,73%,,,,,
player,201610090den,den,WatsDe99,pos,LB,,,,,
player,201610090den,den,WatsDe99,offense,0,,,,,
player,201610090den,den,WatsDe99,off_pct,0%,,,,,
player,201610090den,den,WatsDe99,defense,7,,,,,
player,201610090den,den,WatsDe99,def_pct,10%,,,,,
player,201610090den,den,WatsDe99,special_teams,26,,,,,
player,201610090den,den,WatsDe99,st_pct,87%,,,,,
player,201610090den,den,GotsAd00,pos,DE,,,,,
player,201610090den,den,GotsAd00,offense,0,,,,,
player,201610090den,den,GotsAd00,off_pct,0%,,,,,
player,201610090den,den,GotsAd00,defense,7,,,,,
player,201610090den,den,GotsAd00,def_pct,10%,,,,,
player,201610090den,den,GotsAd00,special_teams,0,,,,,
player,201610090den,den,GotsAd00,st_pct,0%,,,,,
player,201610090den,den,AndeZa01,pos,LB,,,,,
player,201610090den,den,AndeZa01,offense,0,,,,,
player,201610090den,den,AndeZa01,off_pct,0%,,,,,
player,201610090den,den,AndeZa01,defense,4,,,,,
player,201610090den,den,AndeZa01,def_pct,6%,,,,,
player,201610090den,den,AndeZa01,special_teams,21,,,,,
player,201610090den,den,AndeZa01,st_pct,70%,,,,,
player,201610090den,den,DossLo00,pos,CB,,,,,
player,201610090den,den,DossLo00,offense,0,,,,,
player,201610090den,den,DossLo00,off_pct,0%,,,,,
player,201610090den,den,DossLo00,defense,1,,,,,
player,201610090den,den,DossLo00,def_pct,1%,,,,,
player,201610090den,den,DossLo00,special_teams,8,,,,,
player,201610090den,den,DossLo00,st_pct,27%,,,,,
player,201610090den,den,BibbKa00,pos,RB,,,,,
player,201610090den,den,BibbKa00,offense,0,,,,,
player,201610090den,den,BibbKa00,off_pct,0%,,,,,
player,201610090den,den,BibbKa00,defense,0,,,,,
player,201610090den,den,BibbKa00,def_pct,0%,,,,,
player,201610090den,den,BibbKa00,special_teams,21,,,,,
player,201610090den,den,BibbKa00,st_pct,70%,,,,,
player,201610090den,den,KeoxSh00,pos,SS,,,,,
player,201610090den,den,KeoxSh00,offense,0,,,,,
player,201610090den,den,KeoxSh00,off_pct,0%,,,,,
player,201610090den,den,KeoxSh00,defense,0,,,,,
player,201610090den,den,KeoxSh00,def_pct,0%,,,,,
player,201610090den,den,KeoxSh00,special_teams,21,,,,,
player,201610090den,den,KeoxSh00,st_pct,70%,,,,,
player,201610090den,den,McMaBr01,pos,K,,,,,
player,201610090den,den,McMaBr01,offense,0,,,,,
player,201610090den,den,McMaBr01,off_pct,0%,,,,,
player,201610090den,den,McMaBr01,defense,0,,,,,
player,201610090den,den,McMaBr01,def_pct,0%,,,,,
player,201610090den,den,McMaBr01,special_teams,10,,,,,
player,201610090den,den,McMaBr01,st_pct,33%,,,,,
player,201610090den,den,DixoRi00,pos,P,,,,,
player,201610090den,den,DixoRi00,offense,0,,,,,
player,201610090den,den,DixoRi00,off_pct,0%,,,,,
player,201610090den,den,DixoRi00,defense,0,,,,,
player,201610090den,den,DixoRi00,def_pct,0%,,,,,
player,201610090den,den,DixoRi00,special_teams,10,,,,,
player,201610090den,den,DixoRi00,st_pct,33%,,,,,
player,201610090den,den,KreiCa00,pos,LS,,,,,
player,201610090den,den,KreiCa00,offense,0,,,,,
player,201610090den,den,KreiCa00,off_pct,0%,,,,,
player,201610090den,den,KreiCa00,defense,0,,,,,
player,201610090den,den,KreiCa00,def_pct,0%,,,,,
player,201610090den,den,KreiCa00,special_teams,10,,,,,
player,201610090den,den,KreiCa00,st_pct,33%,,,,,
player,201610090den,atl,MattJa00,pos,T,,,,,
player,201610090den,atl,MattJa00,offense,67,,,,,
player,201610090den,atl,MattJa00,off_pct,100%,,,,,
player,201610090den,atl,MattJa00,defense,0,,,,,
player,201610090den,atl,MattJa00,def_pct,0%,,,,,
player,201610090den,atl,MattJa00,special_teams,5,,,,,
player,201610090den,atl,MattJa00,st_pct,17%,,,,,
player,201610090den,atl,LeviAn20,pos,G,,,,,
player,201610090den,atl,LeviAn20,offense,67,,,,,
player,201610090den,atl,LeviAn20,off_pct,100%,,,,,
player,201610090den,atl,LeviAn20,defense,0,,,,,
player,201610090den,atl,LeviAn20,def_pct,0%,,,,,
player,201610090den,atl,LeviAn20,special_teams,5,,,,,
player,201610090den,atl,LeviAn20,st_pct,17%,,,,,
player,201610090den,atl,SchrRy00,pos,T,,,,,
player,201610090den,atl,SchrRy00,offense,67,,,,,
