game,2016,3,20160925,201609250clt,sdg,"San Diego Chargers",22,clt,"Indianapolis Colts",26
player,201609250clt,sdg,GordMe00,pass_cmp,0,,,,,
player,201609250clt,sdg,GordMe00,pass_att,0,,,,,
player,201609250clt,sdg,GordMe00,pass_yds,0,,,,,
player,201609250clt,sdg,GordMe00,pass_td,0,,,,,
player,201609250clt,sdg,GordMe00,pass_int,0,,,,,
player,201609250clt,sdg,GordMe00,pass_sacked,0,,,,,
player,201609250clt,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201609250clt,sdg,GordMe00,pass_long,0,,,,,
player,201609250clt,sdg,GordMe00,pass_rating,,,,,,
player,201609250clt,sdg,GordMe00,rush_att,16,,,,,
player,201609250clt,sdg,GordMe00,rush_yds,35,,,,,
player,201609250clt,sdg,GordMe00,rush_td,1,,,,,
player,201609250clt,sdg,GordMe00,rush_long,7,,,,,
player,201609250clt,sdg,GordMe00,targets,7,,,,,
player,201609250clt,sdg,GordMe00,rec,4,,,,,
player,201609250clt,sdg,GordMe00,rec_yds,43,,,,,
player,201609250clt,sdg,GordMe00,rec_td,0,,,,,
player,201609250clt,sdg,GordMe00,rec_long,25,,,,,
player,201609250clt,sdg,GordMe00,fumbles,0,,,,,
player,201609250clt,sdg,GordMe00,fumbles_lost,0,,,,,
player,201609250clt,sdg,BenjTr00,pass_cmp,0,,,,,
player,201609250clt,sdg,BenjTr00,pass_att,0,,,,,
player,201609250clt,sdg,BenjTr00,pass_yds,0,,,,,
player,201609250clt,sdg,BenjTr00,pass_td,0,,,,,
player,201609250clt,sdg,BenjTr00,pass_int,0,,,,,
player,201609250clt,sdg,BenjTr00,pass_sacked,0,,,,,
player,201609250clt,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201609250clt,sdg,BenjTr00,pass_long,0,,,,,
player,201609250clt,sdg,BenjTr00,pass_rating,,,,,,
player,201609250clt,sdg,BenjTr00,rush_att,0,,,,,
player,201609250clt,sdg,BenjTr00,rush_yds,0,,,,,
player,201609250clt,sdg,BenjTr00,rush_td,0,,,,,
player,201609250clt,sdg,BenjTr00,rush_long,0,,,,,
player,201609250clt,sdg,BenjTr00,targets,7,,,,,
player,201609250clt,sdg,BenjTr00,rec,4,,,,,
player,201609250clt,sdg,BenjTr00,rec_yds,82,,,,,
player,201609250clt,sdg,BenjTr00,rec_td,0,,,,,
player,201609250clt,sdg,BenjTr00,rec_long,43,,,,,
player,201609250clt,sdg,BenjTr00,fumbles,2,,,,,
player,201609250clt,sdg,BenjTr00,fumbles_lost,1,,,,,
player,201609250clt,sdg,HenrHu00,pass_cmp,0,,,,,
player,201609250clt,sdg,HenrHu00,pass_att,0,,,,,
player,201609250clt,sdg,HenrHu00,pass_yds,0,,,,,
player,201609250clt,sdg,HenrHu00,pass_td,0,,,,,
player,201609250clt,sdg,HenrHu00,pass_int,0,,,,,
player,201609250clt,sdg,HenrHu00,pass_sacked,0,,,,,
player,201609250clt,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201609250clt,sdg,HenrHu00,pass_long,0,,,,,
player,201609250clt,sdg,HenrHu00,pass_rating,,,,,,
player,201609250clt,sdg,HenrHu00,rush_att,0,,,,,
player,201609250clt,sdg,HenrHu00,rush_yds,0,,,,,
player,201609250clt,sdg,HenrHu00,rush_td,0,,,,,
player,201609250clt,sdg,HenrHu00,rush_long,0,,,,,
player,201609250clt,sdg,HenrHu00,targets,5,,,,,
player,201609250clt,sdg,HenrHu00,rec,5,,,,,
player,201609250clt,sdg,HenrHu00,rec_yds,72,,,,,
player,201609250clt,sdg,HenrHu00,rec_td,0,,,,,
player,201609250clt,sdg,HenrHu00,rec_long,33,,,,,
player,201609250clt,sdg,HenrHu00,fumbles,1,,,,,
player,201609250clt,sdg,HenrHu00,fumbles_lost,1,,,,,
player,201609250clt,sdg,WillTy00,pass_cmp,0,,,,,
player,201609250clt,sdg,WillTy00,pass_att,0,,,,,
player,201609250clt,sdg,WillTy00,pass_yds,0,,,,,
player,201609250clt,sdg,WillTy00,pass_td,0,,,,,
player,201609250clt,sdg,WillTy00,pass_int,0,,,,,
player,201609250clt,sdg,WillTy00,pass_sacked,0,,,,,
player,201609250clt,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201609250clt,sdg,WillTy00,pass_long,0,,,,,
player,201609250clt,sdg,WillTy00,pass_rating,,,,,,
player,201609250clt,sdg,WillTy00,rush_att,0,,,,,
player,201609250clt,sdg,WillTy00,rush_yds,0,,,,,
player,201609250clt,sdg,WillTy00,rush_td,0,,,,,
player,201609250clt,sdg,WillTy00,rush_long,0,,,,,
player,201609250clt,sdg,WillTy00,targets,9,,,,,
player,201609250clt,sdg,WillTy00,rec,6,,,,,
player,201609250clt,sdg,WillTy00,rec_yds,69,,,,,
player,201609250clt,sdg,WillTy00,rec_td,0,,,,,
player,201609250clt,sdg,WillTy00,rec_long,22,,,,,
player,201609250clt,sdg,WillTy00,fumbles,0,,,,,
player,201609250clt,sdg,WillTy00,fumbles_lost,0,,,,,
player,201609250clt,sdg,InmaDo00,pass_cmp,0,,,,,
player,201609250clt,sdg,InmaDo00,pass_att,0,,,,,
player,201609250clt,sdg,InmaDo00,pass_yds,0,,,,,
player,201609250clt,sdg,InmaDo00,pass_td,0,,,,,
player,201609250clt,sdg,InmaDo00,pass_int,0,,,,,
player,201609250clt,sdg,InmaDo00,pass_sacked,0,,,,,
player,201609250clt,sdg,InmaDo00,pass_sacked_yds,0,,,,,
player,201609250clt,sdg,InmaDo00,pass_long,0,,,,,
player,201609250clt,sdg,InmaDo00,pass_rating,,,,,,
player,201609250clt,sdg,InmaDo00,rush_att,0,,,,,
player,201609250clt,sdg,InmaDo00,rush_yds,0,,,,,
player,201609250clt,sdg,InmaDo00,rush_td,0,,,,,
player,201609250clt,sdg,InmaDo00,rush_long,0,,,,,
player,201609250clt,sdg,InmaDo00,targets,4,,,,,
player,201609250clt,sdg,InmaDo00,rec,3,,,,,
player,201609250clt,sdg,InmaDo00,rec_yds,32,,,,,
player,201609250clt,sdg,InmaDo00,rec_td,0,,,,,
player,201609250clt,sdg,InmaDo00,rec_long,14,,,,,
player,201609250clt,sdg,InmaDo00,fumbles,0,,,,,
player,201609250clt,sdg,InmaDo00,fumbles_lost,0,,,,,
player,201609250clt,sdg,McGrSe00,pass_cmp,0,,,,,
player,201609250clt,sdg,McGrSe00,pass_att,0,,,,,
player,201609250clt,sdg,McGrSe00,pass_yds,0,,,,,
player,201609250clt,sdg,McGrSe00,pass_td,0,,,,,
player,201609250clt,sdg,McGrSe00,pass_int,0,,,,,
player,201609250clt,sdg,McGrSe00,pass_sacked,0,,,,,
player,201609250clt,sdg,McGrSe00,pass_sacked_yds,0,,,,,
player,201609250clt,sdg,McGrSe00,pass_long,0,,,,,
player,201609250clt,sdg,McGrSe00,pass_rating,,,,,,
player,201609250clt,sdg,McGrSe00,rush_att,0,,,,,
player,201609250clt,sdg,McGrSe00,rush_yds,0,,,,,
player,201609250clt,sdg,McGrSe00,rush_td,0,,,,,
player,201609250clt,sdg,McGrSe00,rush_long,0,,,,,
player,201609250clt,sdg,McGrSe00,targets,1,,,,,
player,201609250clt,sdg,McGrSe00,rec,1,,,,,
player,201609250clt,sdg,McGrSe00,rec_yds,13,,,,,
player,201609250clt,sdg,McGrSe00,rec_td,0,,,,,
player,201609250clt,sdg,McGrSe00,rec_long,13,,,,,
player,201609250clt,sdg,McGrSe00,fumbles,0,,,,,
player,201609250clt,sdg,McGrSe00,fumbles_lost,0,,,,,
player,201609250clt,sdg,McClDe00,pass_cmp,0,,,,,
player,201609250clt,sdg,McClDe00,pass_att,0,,,,,
player,201609250clt,sdg,McClDe00,pass_yds,0,,,,,
player,201609250clt,sdg,McClDe00,pass_td,0,,,,,
player,201609250clt,sdg,McClDe00,pass_int,0,,,,,
player,201609250clt,sdg,McClDe00,pass_sacked,0,,,,,
player,201609250clt,sdg,McClDe00,pass_sacked_yds,0,,,,,
player,201609250clt,sdg,McClDe00,pass_long,0,,,,,
player,201609250clt,sdg,McClDe00,pass_rating,,,,,,
player,201609250clt,sdg,McClDe00,rush_att,0,,,,,
player,201609250clt,sdg,McClDe00,rush_yds,0,,,,,
player,201609250clt,sdg,McClDe00,rush_td,0,,,,,
player,201609250clt,sdg,McClDe00,rush_long,0,,,,,
player,201609250clt,sdg,McClDe00,targets,3,,,,,
player,201609250clt,sdg,McClDe00,rec,2,,,,,
player,201609250clt,sdg,McClDe00,rec_yds,9,,,,,
player,201609250clt,sdg,McClDe00,rec_td,0,,,,,
player,201609250clt,sdg,McClDe00,rec_long,6,,,,,
player,201609250clt,sdg,McClDe00,fumbles,0,,,,,
player,201609250clt,sdg,McClDe00,fumbles_lost,0,,,,,
player,201609250clt,sdg,WattDe00,pass_cmp,0,,,,,
player,201609250clt,sdg,WattDe00,pass_att,0,,,,,
player,201609250clt,sdg,WattDe00,pass_yds,0,,,,,
player,201609250clt,sdg,WattDe00,pass_td,0,,,,,
player,201609250clt,sdg,WattDe00,pass_int,0,,,,,
player,201609250clt,sdg,WattDe00,pass_sacked,0,,,,,
player,201609250clt,sdg,WattDe00,pass_sacked_yds,0,,,,,
player,201609250clt,sdg,WattDe00,pass_long,0,,,,,
player,201609250clt,sdg,WattDe00,pass_rating,,,,,,
player,201609250clt,sdg,WattDe00,rush_att,0,,,,,
player,201609250clt,sdg,WattDe00,rush_yds,0,,,,,
player,201609250clt,sdg,WattDe00,rush_td,0,,,,,
player,201609250clt,sdg,WattDe00,rush_long,0,,,,,
player,201609250clt,sdg,WattDe00,targets,1,,,,,
player,201609250clt,sdg,WattDe00,rec,1,,,,,
player,201609250clt,sdg,WattDe00,rec_yds,6,,,,,
player,201609250clt,sdg,WattDe00,rec_td,0,,,,,
player,201609250clt,sdg,WattDe00,rec_long,6,,,,,
player,201609250clt,sdg,WattDe00,fumbles,0,,,,,
player,201609250clt,sdg,WattDe00,fumbles_lost,0,,,,,
player,201609250clt,clt,LuckAn00,pass_cmp,24,,,,,
player,201609250clt,clt,LuckAn00,pass_att,37,,,,,
player,201609250clt,clt,LuckAn00,pass_yds,331,,,,,
player,201609250clt,clt,LuckAn00,pass_td,1,,,,,
player,201609250clt,clt,LuckAn00,pass_int,1,,,,,
player,201609250clt,clt,LuckAn00,pass_sacked,2,,,,,
player,201609250clt,clt,LuckAn00,pass_sacked_yds,14,,,,,
player,201609250clt,clt,LuckAn00,pass_long,63,,,,,
player,201609250clt,clt,LuckAn00,pass_rating,91.2,,,,,
player,201609250clt,clt,LuckAn00,rush_att,0,,,,,
player,201609250clt,clt,LuckAn00,rush_yds,0,,,,,
player,201609250clt,clt,LuckAn00,rush_td,0,,,,,
player,201609250clt,clt,LuckAn00,rush_long,0,,,,,
player,201609250clt,clt,LuckAn00,targets,0,,,,,
player,201609250clt,clt,LuckAn00,rec,0,,,,,
player,201609250clt,clt,LuckAn00,rec_yds,0,,,,,
player,201609250clt,clt,LuckAn00,rec_td,0,,,,,
player,201609250clt,clt,LuckAn00,rec_long,0,,,,,
player,201609250clt,clt,LuckAn00,fumbles,1,,,,,
player,201609250clt,clt,LuckAn00,fumbles_lost,1,,,,,
player,201609250clt,clt,GoreFr00,pass_cmp,0,,,,,
player,201609250clt,clt,GoreFr00,pass_att,0,,,,,
player,201609250clt,clt,GoreFr00,pass_yds,0,,,,,
player,201609250clt,clt,GoreFr00,pass_td,0,,,,,
player,201609250clt,clt,GoreFr00,pass_int,0,,,,,
player,201609250clt,clt,GoreFr00,pass_sacked,0,,,,,
player,201609250clt,clt,GoreFr00,pass_sacked_yds,0,,,,,
player,201609250clt,clt,GoreFr00,pass_long,0,,,,,
player,201609250clt,clt,GoreFr00,pass_rating,,,,,,
player,201609250clt,clt,GoreFr00,rush_att,21,,,,,
player,201609250clt,clt,GoreFr00,rush_yds,82,,,,,
player,201609250clt,clt,GoreFr00,rush_td,1,,,,,
player,201609250clt,clt,GoreFr00,rush_long,19,,,,,
player,201609250clt,clt,GoreFr00,targets,3,,,,,
player,201609250clt,clt,GoreFr00,rec,1,,,,,
player,201609250clt,clt,GoreFr00,rec_yds,1,,,,,
player,201609250clt,clt,GoreFr00,rec_td,0,,,,,
player,201609250clt,clt,GoreFr00,rec_long,1,,,,,
player,201609250clt,clt,GoreFr00,fumbles,1,,,,,
player,201609250clt,clt,GoreFr00,fumbles_lost,0,,,,,
player,201609250clt,clt,TurbRo00,pass_cmp,0,,,,,
player,201609250clt,clt,TurbRo00,pass_att,0,,,,,
player,201609250clt,clt,TurbRo00,pass_yds,0,,,,,
player,201609250clt,clt,TurbRo00,pass_td,0,,,,,
player,201609250clt,clt,TurbRo00,pass_int,0,,,,,
player,201609250clt,clt,TurbRo00,pass_sacked,0,,,,,
player,201609250clt,clt,TurbRo00,pass_sacked_yds,0,,,,,
player,201609250clt,clt,TurbRo00,pass_long,0,,,,,
player,201609250clt,clt,TurbRo00,pass_rating,,,,,,
player,201609250clt,clt,TurbRo00,rush_att,4,,,,,
player,201609250clt,clt,TurbRo00,rush_yds,9,,,,,
player,201609250clt,clt,TurbRo00,rush_td,1,,,,,
player,201609250clt,clt,TurbRo00,rush_long,5,,,,,
player,201609250clt,clt,TurbRo00,targets,0,,,,,
player,201609250clt,clt,TurbRo00,rec,0,,,,,
player,201609250clt,clt,TurbRo00,rec_yds,0,,,,,
player,201609250clt,clt,TurbRo00,rec_td,0,,,,,
player,201609250clt,clt,TurbRo00,rec_long,0,,,,,
player,201609250clt,clt,TurbRo00,fumbles,0,,,,,
player,201609250clt,clt,TurbRo00,fumbles_lost,0,,,,,
player,201609250clt,clt,FergJo02,pass_cmp,0,,,,,
player,201609250clt,clt,FergJo02,pass_att,0,,,,,
player,201609250clt,clt,FergJo02,pass_yds,0,,,,,
player,201609250clt,clt,FergJo02,pass_td,0,,,,,
player,201609250clt,clt,FergJo02,pass_int,0,,,,,
player,201609250clt,clt,FergJo02,pass_sacked,0,,,,,
player,201609250clt,clt,FergJo02,pass_sacked_yds,0,,,,,
player,201609250clt,clt,FergJo02,pass_long,0,,,,,
player,201609250clt,clt,FergJo02,pass_rating,,,,,,
player,201609250clt,clt,FergJo02,rush_att,1,,,,,
player,201609250clt,clt,FergJo02,rush_yds,2,,,,,
player,201609250clt,clt,FergJo02,rush_td,0,,,,,
player,201609250clt,clt,FergJo02,rush_long,2,,,,,
player,201609250clt,clt,FergJo02,targets,4,,,,,
player,201609250clt,clt,FergJo02,rec,3,,,,,
player,201609250clt,clt,FergJo02,rec_yds,29,,,,,
player,201609250clt,clt,FergJo02,rec_td,0,,,,,
player,201609250clt,clt,FergJo02,rec_long,14,,,,,
player,201609250clt,clt,FergJo02,fumbles,0,,,,,
player,201609250clt,clt,FergJo02,fumbles_lost,0,,,,,
player,201609250clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201609250clt,clt,HiltT.00,pass_att,0,,,,,
player,201609250clt,clt,HiltT.00,pass_yds,0,,,,,
player,201609250clt,clt,HiltT.00,pass_td,0,,,,,
player,201609250clt,clt,HiltT.00,pass_int,0,,,,,
player,201609250clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201609250clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201609250clt,clt,HiltT.00,pass_long,0,,,,,
player,201609250clt,clt,HiltT.00,pass_rating,,,,,,
player,201609250clt,clt,HiltT.00,rush_att,0,,,,,
player,201609250clt,clt,HiltT.00,rush_yds,0,,,,,
player,201609250clt,clt,HiltT.00,rush_td,0,,,,,
player,201609250clt,clt,HiltT.00,rush_long,0,,,,,
player,201609250clt,clt,HiltT.00,targets,11,,,,,
player,201609250clt,clt,HiltT.00,rec,8,,,,,
player,201609250clt,clt,HiltT.00,rec_yds,174,,,,,
player,201609250clt,clt,HiltT.00,rec_td,1,,,,,
player,201609250clt,clt,HiltT.00,rec_long,63,,,,,
player,201609250clt,clt,HiltT.00,fumbles,0,,,,,
player,201609250clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201609250clt,clt,DoylJa00,pass_cmp,0,,,,,
player,201609250clt,clt,DoylJa00,pass_att,0,,,,,
player,201609250clt,clt,DoylJa00,pass_yds,0,,,,,
player,201609250clt,clt,DoylJa00,pass_td,0,,,,,
player,201609250clt,clt,DoylJa00,pass_int,0,,,,,
player,201609250clt,clt,DoylJa00,pass_sacked,0,,,,,
player,201609250clt,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201609250clt,clt,DoylJa00,pass_long,0,,,,,
player,201609250clt,clt,DoylJa00,pass_rating,,,,,,
player,201609250clt,clt,DoylJa00,rush_att,0,,,,,
player,201609250clt,clt,DoylJa00,rush_yds,0,,,,,
player,201609250clt,clt,DoylJa00,rush_td,0,,,,,
player,201609250clt,clt,DoylJa00,rush_long,0,,,,,
player,201609250clt,clt,DoylJa00,targets,6,,,,,
player,201609250clt,clt,DoylJa00,rec,6,,,,,
player,201609250clt,clt,DoylJa00,rec_yds,65,,,,,
player,201609250clt,clt,DoylJa00,rec_td,0,,,,,
player,201609250clt,clt,DoylJa00,rec_long,16,,,,,
player,201609250clt,clt,DoylJa00,fumbles,0,,,,,
player,201609250clt,clt,DoylJa00,fumbles_lost,0,,,,,
player,201609250clt,clt,AlleDw00,pass_cmp,0,,,,,
player,201609250clt,clt,AlleDw00,pass_att,0,,,,,
player,201609250clt,clt,AlleDw00,pass_yds,0,,,,,
player,201609250clt,clt,AlleDw00,pass_td,0,,,,,
player,201609250clt,clt,AlleDw00,pass_int,0,,,,,
player,201609250clt,clt,AlleDw00,pass_sacked,0,,,,,
player,201609250clt,clt,AlleDw00,pass_sacked_yds,0,,,,,
player,201609250clt,clt,AlleDw00,pass_long,0,,,,,
player,201609250clt,clt,AlleDw00,pass_rating,,,,,,
player,201609250clt,clt,AlleDw00,rush_att,0,,,,,
player,201609250clt,clt,AlleDw00,rush_yds,0,,,,,
player,201609250clt,clt,AlleDw00,rush_td,0,,,,,
player,201609250clt,clt,AlleDw00,rush_long,0,,,,,
player,201609250clt,clt,AlleDw00,targets,5,,,,,
player,201609250clt,clt,AlleDw00,rec,3,,,,,
player,201609250clt,clt,AlleDw00,rec_yds,35,,,,,
player,201609250clt,clt,AlleDw00,rec_td,0,,,,,
player,201609250clt,clt,AlleDw00,rec_long,14,,,,,
player,201609250clt,clt,AlleDw00,fumbles,0,,,,,
player,201609250clt,clt,AlleDw00,fumbles_lost,0,,,,,
player,201609250clt,clt,DorsPh00,pass_cmp,0,,,,,
player,201609250clt,clt,DorsPh00,pass_att,0,,,,,
player,201609250clt,clt,DorsPh00,pass_yds,0,,,,,
player,201609250clt,clt,DorsPh00,pass_td,0,,,,,
player,201609250clt,clt,DorsPh00,pass_int,0,,,,,
player,201609250clt,clt,DorsPh00,pass_sacked,0,,,,,
player,201609250clt,clt,DorsPh00,pass_sacked_yds,0,,,,,
player,201609250clt,clt,DorsPh00,pass_long,0,,,,,
player,201609250clt,clt,DorsPh00,pass_rating,,,,,,
player,201609250clt,clt,DorsPh00,rush_att,0,,,,,
player,201609250clt,clt,DorsPh00,rush_yds,0,,,,,
player,201609250clt,clt,DorsPh00,rush_td,0,,,,,
player,201609250clt,clt,DorsPh00,rush_long,0,,,,,
player,201609250clt,clt,DorsPh00,targets,4,,,,,
player,201609250clt,clt,DorsPh00,rec,3,,,,,
player,201609250clt,clt,DorsPh00,rec_yds,27,,,,,
player,201609250clt,clt,DorsPh00,rec_td,0,,,,,
player,201609250clt,clt,DorsPh00,rec_long,18,,,,,
player,201609250clt,clt,DorsPh00,fumbles,0,,,,,
player,201609250clt,clt,DorsPh00,fumbles_lost,0,,,,,
player,201609250clt,clt,RogeCh02,pass_cmp,0,,,,,
player,201609250clt,clt,RogeCh02,pass_att,0,,,,,
player,201609250clt,clt,RogeCh02,pass_yds,0,,,,,
player,201609250clt,clt,RogeCh02,pass_td,0,,,,,
player,201609250clt,clt,RogeCh02,pass_int,0,,,,,
player,201609250clt,clt,RogeCh02,pass_sacked,0,,,,,
player,201609250clt,clt,RogeCh02,pass_sacked_yds,0,,,,,
player,201609250clt,clt,RogeCh02,pass_long,0,,,,,
player,201609250clt,clt,RogeCh02,pass_rating,,,,,,
player,201609250clt,clt,RogeCh02,rush_att,0,,,,,
player,201609250clt,clt,RogeCh02,rush_yds,0,,,,,
player,201609250clt,clt,RogeCh02,rush_td,0,,,,,
player,201609250clt,clt,RogeCh02,rush_long,0,,,,,
player,201609250clt,clt,RogeCh02,targets,2,,,,,
player,201609250clt,clt,RogeCh02,rec,0,,,,,
player,201609250clt,clt,RogeCh02,rec_yds,0,,,,,
player,201609250clt,clt,RogeCh02,rec_td,0,,,,,
player,201609250clt,clt,RogeCh02,rec_long,0,,,,,
player,201609250clt,clt,RogeCh02,fumbles,0,,,,,
player,201609250clt,clt,RogeCh02,fumbles_lost,0,,,,,
player,201609250clt,sdg,HaywCa00,def_int,1,,,,,
player,201609250clt,sdg,HaywCa00,def_int_yds,21,,,,,
player,201609250clt,sdg,HaywCa00,def_int_td,0,,,,,
player,201609250clt,sdg,HaywCa00,def_int_long,21,,,,,
player,201609250clt,sdg,HaywCa00,pass_defended,1,,,,,
player,201609250clt,sdg,HaywCa00,sacks,0.0,,,,,
player,201609250clt,sdg,HaywCa00,tackles_combined,3,,,,,
player,201609250clt,sdg,HaywCa00,tackles_solo,2,,,,,
player,201609250clt,sdg,HaywCa00,tackles_assists,1,,,,,
player,201609250clt,sdg,HaywCa00,tackles_loss,0,,,,,
player,201609250clt,sdg,HaywCa00,qb_hits,0,,,,,
player,201609250clt,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201609250clt,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201609250clt,sdg,PerrDe00,def_int,0,,,,,
player,201609250clt,sdg,PerrDe00,def_int_yds,0,,,,,
player,201609250clt,sdg,PerrDe00,def_int_td,0,,,,,
player,201609250clt,sdg,PerrDe00,def_int_long,0,,,,,
player,201609250clt,sdg,PerrDe00,pass_defended,0,,,,,
player,201609250clt,sdg,PerrDe00,sacks,1.0,,,,,
player,201609250clt,sdg,PerrDe00,tackles_combined,10,,,,,
player,201609250clt,sdg,PerrDe00,tackles_solo,8,,,,,
player,201609250clt,sdg,PerrDe00,tackles_assists,2,,,,,
player,201609250clt,sdg,PerrDe00,tackles_loss,1,,,,,
player,201609250clt,sdg,PerrDe00,qb_hits,1,,,,,
player,201609250clt,sdg,PerrDe00,fumbles_rec,0,,,,,
player,201609250clt,sdg,PerrDe00,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,PerrDe00,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,PerrDe00,fumbles_forced,0,,,,,
player,201609250clt,sdg,BrowJa05,def_int,0,,,,,
player,201609250clt,sdg,BrowJa05,def_int_yds,0,,,,,
player,201609250clt,sdg,BrowJa05,def_int_td,0,,,,,
player,201609250clt,sdg,BrowJa05,def_int_long,0,,,,,
player,201609250clt,sdg,BrowJa05,pass_defended,2,,,,,
player,201609250clt,sdg,BrowJa05,sacks,1.0,,,,,
player,201609250clt,sdg,BrowJa05,tackles_combined,6,,,,,
player,201609250clt,sdg,BrowJa05,tackles_solo,5,,,,,
player,201609250clt,sdg,BrowJa05,tackles_assists,1,,,,,
player,201609250clt,sdg,BrowJa05,tackles_loss,2,,,,,
player,201609250clt,sdg,BrowJa05,qb_hits,0,,,,,
player,201609250clt,sdg,BrowJa05,fumbles_rec,0,,,,,
player,201609250clt,sdg,BrowJa05,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,BrowJa05,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,BrowJa05,fumbles_forced,1,,,,,
player,201609250clt,sdg,EmanKy00,def_int,0,,,,,
player,201609250clt,sdg,EmanKy00,def_int_yds,0,,,,,
player,201609250clt,sdg,EmanKy00,def_int_td,0,,,,,
player,201609250clt,sdg,EmanKy00,def_int_long,0,,,,,
player,201609250clt,sdg,EmanKy00,pass_defended,0,,,,,
player,201609250clt,sdg,EmanKy00,sacks,0.0,,,,,
player,201609250clt,sdg,EmanKy00,tackles_combined,6,,,,,
player,201609250clt,sdg,EmanKy00,tackles_solo,3,,,,,
player,201609250clt,sdg,EmanKy00,tackles_assists,3,,,,,
player,201609250clt,sdg,EmanKy00,tackles_loss,0,,,,,
player,201609250clt,sdg,EmanKy00,qb_hits,0,,,,,
player,201609250clt,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201609250clt,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201609250clt,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201609250clt,sdg,EmanKy00,fumbles_forced,1,,,,,
player,201609250clt,sdg,DzubNi00,def_int,0,,,,,
player,201609250clt,sdg,DzubNi00,def_int_yds,0,,,,,
player,201609250clt,sdg,DzubNi00,def_int_td,0,,,,,
