game,2016,1,20160911,201609110sea,mia,"Miami Dolphins",10,sea,"Seattle Seahawks",12
player,201609110sea,mia,SteeAn00,pos,G,,,,,
player,201609110sea,mia,SteeAn00,offense,54,,,,,
player,201609110sea,mia,SteeAn00,off_pct,100%,,,,,
player,201609110sea,mia,SteeAn00,defense,0,,,,,
player,201609110sea,mia,SteeAn00,def_pct,0%,,,,,
player,201609110sea,mia,SteeAn00,special_teams,3,,,,,
player,201609110sea,mia,SteeAn00,st_pct,12%,,,,,
player,201609110sea,mia,TunsLa00,pos,T,,,,,
player,201609110sea,mia,TunsLa00,offense,54,,,,,
player,201609110sea,mia,TunsLa00,off_pct,100%,,,,,
player,201609110sea,mia,TunsLa00,defense,0,,,,,
player,201609110sea,mia,TunsLa00,def_pct,0%,,,,,
player,201609110sea,mia,TunsLa00,special_teams,3,,,,,
player,201609110sea,mia,TunsLa00,st_pct,12%,,,,,
player,201609110sea,mia,StilKe00,pos,WR,,,,,
player,201609110sea,mia,StilKe00,offense,54,,,,,
player,201609110sea,mia,StilKe00,off_pct,100%,,,,,
player,201609110sea,mia,StilKe00,defense,0,,,,,
player,201609110sea,mia,StilKe00,def_pct,0%,,,,,
player,201609110sea,mia,StilKe00,special_teams,0,,,,,
player,201609110sea,mia,StilKe00,st_pct,0%,,,,,
player,201609110sea,mia,TannRy00,pos,QB,,,,,
player,201609110sea,mia,TannRy00,offense,54,,,,,
player,201609110sea,mia,TannRy00,off_pct,100%,,,,,
player,201609110sea,mia,TannRy00,defense,0,,,,,
player,201609110sea,mia,TannRy00,def_pct,0%,,,,,
player,201609110sea,mia,TannRy00,special_teams,0,,,,,
player,201609110sea,mia,TannRy00,st_pct,0%,,,,,
player,201609110sea,mia,AlbeBr20,pos,T,,,,,
player,201609110sea,mia,AlbeBr20,offense,54,,,,,
player,201609110sea,mia,AlbeBr20,off_pct,100%,,,,,
player,201609110sea,mia,AlbeBr20,defense,0,,,,,
player,201609110sea,mia,AlbeBr20,def_pct,0%,,,,,
player,201609110sea,mia,AlbeBr20,special_teams,0,,,,,
player,201609110sea,mia,AlbeBr20,st_pct,0%,,,,,
player,201609110sea,mia,LandJa00,pos,WR,,,,,
player,201609110sea,mia,LandJa00,offense,52,,,,,
player,201609110sea,mia,LandJa00,off_pct,96%,,,,,
player,201609110sea,mia,LandJa00,defense,0,,,,,
player,201609110sea,mia,LandJa00,def_pct,0%,,,,,
player,201609110sea,mia,LandJa00,special_teams,3,,,,,
player,201609110sea,mia,LandJa00,st_pct,12%,,,,,
player,201609110sea,mia,CameJo00,pos,TE,,,,,
player,201609110sea,mia,CameJo00,offense,49,,,,,
player,201609110sea,mia,CameJo00,off_pct,91%,,,,,
player,201609110sea,mia,CameJo00,defense,0,,,,,
player,201609110sea,mia,CameJo00,def_pct,0%,,,,,
player,201609110sea,mia,CameJo00,special_teams,0,,,,,
player,201609110sea,mia,CameJo00,st_pct,0%,,,,,
player,201609110sea,mia,FostAr00,pos,RB,,,,,
player,201609110sea,mia,FostAr00,offense,47,,,,,
player,201609110sea,mia,FostAr00,off_pct,87%,,,,,
player,201609110sea,mia,FostAr00,defense,0,,,,,
player,201609110sea,mia,FostAr00,def_pct,0%,,,,,
player,201609110sea,mia,FostAr00,special_teams,0,,,,,
player,201609110sea,mia,FostAr00,st_pct,0%,,,,,
player,201609110sea,mia,CarrLe00,pos,WR,,,,,
player,201609110sea,mia,CarrLe00,offense,46,,,,,
player,201609110sea,mia,CarrLe00,off_pct,85%,,,,,
player,201609110sea,mia,CarrLe00,defense,0,,,,,
player,201609110sea,mia,CarrLe00,def_pct,0%,,,,,
player,201609110sea,mia,CarrLe00,special_teams,9,,,,,
player,201609110sea,mia,CarrLe00,st_pct,36%,,,,,
player,201609110sea,mia,SimsDi00,pos,TE,,,,,
player,201609110sea,mia,SimsDi00,offense,13,,,,,
player,201609110sea,mia,SimsDi00,off_pct,24%,,,,,
player,201609110sea,mia,SimsDi00,defense,0,,,,,
player,201609110sea,mia,SimsDi00,def_pct,0%,,,,,
player,201609110sea,mia,SimsDi00,special_teams,6,,,,,
player,201609110sea,mia,SimsDi00,st_pct,24%,,,,,
player,201609110sea,mia,WillDa05,pos,RB,,,,,
player,201609110sea,mia,WillDa05,offense,6,,,,,
player,201609110sea,mia,WillDa05,off_pct,11%,,,,,
player,201609110sea,mia,WillDa05,defense,0,,,,,
player,201609110sea,mia,WillDa05,def_pct,0%,,,,,
player,201609110sea,mia,WillDa05,special_teams,19,,,,,
player,201609110sea,mia,WillDa05,st_pct,76%,,,,,
player,201609110sea,mia,GrayMa00,pos,TE,,,,,
player,201609110sea,mia,GrayMa00,offense,1,,,,,
player,201609110sea,mia,GrayMa00,off_pct,2%,,,,,
player,201609110sea,mia,GrayMa00,defense,0,,,,,
player,201609110sea,mia,GrayMa00,def_pct,0%,,,,,
player,201609110sea,mia,GrayMa00,special_teams,16,,,,,
player,201609110sea,mia,GrayMa00,st_pct,64%,,,,,
player,201609110sea,mia,DrakKe00,pos,RB,,,,,
player,201609110sea,mia,DrakKe00,offense,1,,,,,
player,201609110sea,mia,DrakKe00,off_pct,2%,,,,,
player,201609110sea,mia,DrakKe00,defense,0,,,,,
player,201609110sea,mia,DrakKe00,def_pct,0%,,,,,
player,201609110sea,mia,DrakKe00,special_teams,13,,,,,
player,201609110sea,mia,DrakKe00,st_pct,52%,,,,,
player,201609110sea,mia,HuntJu00,pos,WR,,,,,
player,201609110sea,mia,HuntJu00,offense,1,,,,,
player,201609110sea,mia,HuntJu00,off_pct,2%,,,,,
player,201609110sea,mia,HuntJu00,defense,0,,,,,
player,201609110sea,mia,HuntJu00,def_pct,0%,,,,,
player,201609110sea,mia,HuntJu00,special_teams,0,,,,,
player,201609110sea,mia,HuntJu00,st_pct,0%,,,,,
player,201609110sea,mia,AbduIs00,pos,S,,,,,
player,201609110sea,mia,AbduIs00,offense,0,,,,,
player,201609110sea,mia,AbduIs00,off_pct,0%,,,,,
player,201609110sea,mia,AbduIs00,defense,82,,,,,
player,201609110sea,mia,AbduIs00,def_pct,100%,,,,,
player,201609110sea,mia,AbduIs00,special_teams,3,,,,,
player,201609110sea,mia,AbduIs00,st_pct,12%,,,,,
player,201609110sea,mia,JoneRe99,pos,S,,,,,
player,201609110sea,mia,JoneRe99,offense,0,,,,,
player,201609110sea,mia,JoneRe99,off_pct,0%,,,,,
player,201609110sea,mia,JoneRe99,defense,82,,,,,
player,201609110sea,mia,JoneRe99,def_pct,100%,,,,,
player,201609110sea,mia,JoneRe99,special_teams,0,,,,,
player,201609110sea,mia,JoneRe99,st_pct,0%,,,,,
player,201609110sea,mia,MaxwBy00,pos,CB,,,,,
player,201609110sea,mia,MaxwBy00,offense,0,,,,,
player,201609110sea,mia,MaxwBy00,off_pct,0%,,,,,
player,201609110sea,mia,MaxwBy00,defense,82,,,,,
player,201609110sea,mia,MaxwBy00,def_pct,100%,,,,,
player,201609110sea,mia,MaxwBy00,special_teams,0,,,,,
player,201609110sea,mia,MaxwBy00,st_pct,0%,,,,,
player,201609110sea,mia,AlonKi00,pos,LB,,,,,
player,201609110sea,mia,AlonKi00,offense,0,,,,,
player,201609110sea,mia,AlonKi00,off_pct,0%,,,,,
player,201609110sea,mia,AlonKi00,defense,82,,,,,
player,201609110sea,mia,AlonKi00,def_pct,100%,,,,,
player,201609110sea,mia,AlonKi00,special_teams,0,,,,,
player,201609110sea,mia,AlonKi00,st_pct,0%,,,,,
player,201609110sea,mia,HowaXa00,pos,CB,,,,,
player,201609110sea,mia,HowaXa00,offense,0,,,,,
player,201609110sea,mia,HowaXa00,off_pct,0%,,,,,
player,201609110sea,mia,HowaXa00,defense,81,,,,,
player,201609110sea,mia,HowaXa00,def_pct,99%,,,,,
player,201609110sea,mia,HowaXa00,special_teams,0,,,,,
player,201609110sea,mia,HowaXa00,st_pct,0%,,,,,
player,201609110sea,mia,MisiKo99,pos,LB,,,,,
player,201609110sea,mia,MisiKo99,offense,0,,,,,
player,201609110sea,mia,MisiKo99,off_pct,0%,,,,,
player,201609110sea,mia,MisiKo99,defense,69,,,,,
player,201609110sea,mia,MisiKo99,def_pct,84%,,,,,
player,201609110sea,mia,MisiKo99,special_teams,1,,,,,
player,201609110sea,mia,MisiKo99,st_pct,4%,,,,,
player,201609110sea,mia,SuhxNd99,pos,DT,,,,,
player,201609110sea,mia,SuhxNd99,offense,0,,,,,
player,201609110sea,mia,SuhxNd99,off_pct,0%,,,,,
player,201609110sea,mia,SuhxNd99,defense,67,,,,,
player,201609110sea,mia,SuhxNd99,def_pct,82%,,,,,
player,201609110sea,mia,SuhxNd99,special_teams,3,,,,,
player,201609110sea,mia,SuhxNd99,st_pct,12%,,,,,
player,201609110sea,mia,JoneJa99,pos,DE,,,,,
player,201609110sea,mia,JoneJa99,offense,0,,,,,
player,201609110sea,mia,JoneJa99,off_pct,0%,,,,,
player,201609110sea,mia,JoneJa99,defense,54,,,,,
player,201609110sea,mia,JoneJa99,def_pct,66%,,,,,
player,201609110sea,mia,JoneJa99,special_teams,3,,,,,
player,201609110sea,mia,JoneJa99,st_pct,12%,,,,,
player,201609110sea,mia,BranAn00,pos,DE,,,,,
player,201609110sea,mia,BranAn00,offense,0,,,,,
player,201609110sea,mia,BranAn00,off_pct,0%,,,,,
player,201609110sea,mia,BranAn00,defense,52,,,,,
player,201609110sea,mia,BranAn00,def_pct,63%,,,,,
player,201609110sea,mia,BranAn00,special_teams,9,,,,,
player,201609110sea,mia,BranAn00,st_pct,36%,,,,,
player,201609110sea,mia,PhilJo01,pos,DT,,,,,
player,201609110sea,mia,PhilJo01,offense,0,,,,,
player,201609110sea,mia,PhilJo01,off_pct,0%,,,,,
player,201609110sea,mia,PhilJo01,defense,49,,,,,
player,201609110sea,mia,PhilJo01,def_pct,60%,,,,,
player,201609110sea,mia,PhilJo01,special_teams,3,,,,,
player,201609110sea,mia,PhilJo01,st_pct,12%,,,,,
player,201609110sea,mia,WillMa22,pos,DE,,,,,
player,201609110sea,mia,WillMa22,offense,0,,,,,
player,201609110sea,mia,WillMa22,off_pct,0%,,,,,
player,201609110sea,mia,WillMa22,defense,45,,,,,
player,201609110sea,mia,WillMa22,def_pct,55%,,,,,
player,201609110sea,mia,WillMa22,special_teams,2,,,,,
player,201609110sea,mia,WillMa22,st_pct,8%,,,,,
player,201609110sea,mia,JenkJe00,pos,LB,,,,,
player,201609110sea,mia,JenkJe00,offense,0,,,,,
player,201609110sea,mia,JenkJe00,off_pct,0%,,,,,
player,201609110sea,mia,JenkJe00,defense,32,,,,,
player,201609110sea,mia,JenkJe00,def_pct,39%,,,,,
player,201609110sea,mia,JenkJe00,special_teams,0,,,,,
player,201609110sea,mia,JenkJe00,st_pct,0%,,,,,
player,201609110sea,mia,ThomMi02,pos,S,,,,,
player,201609110sea,mia,ThomMi02,offense,0,,,,,
player,201609110sea,mia,ThomMi02,off_pct,0%,,,,,
player,201609110sea,mia,ThomMi02,defense,31,,,,,
player,201609110sea,mia,ThomMi02,def_pct,38%,,,,,
player,201609110sea,mia,ThomMi02,special_teams,22,,,,,
player,201609110sea,mia,ThomMi02,st_pct,88%,,,,,
player,201609110sea,mia,McCaBo01,pos,CB,,,,,
player,201609110sea,mia,McCaBo01,offense,0,,,,,
player,201609110sea,mia,McCaBo01,off_pct,0%,,,,,
player,201609110sea,mia,McCaBo01,defense,31,,,,,
player,201609110sea,mia,McCaBo01,def_pct,38%,,,,,
player,201609110sea,mia,McCaBo01,special_teams,18,,,,,
player,201609110sea,mia,McCaBo01,st_pct,72%,,,,,
player,201609110sea,mia,WakeCa00,pos,DE,,,,,
player,201609110sea,mia,WakeCa00,offense,0,,,,,
player,201609110sea,mia,WakeCa00,off_pct,0%,,,,,
player,201609110sea,mia,WakeCa00,defense,29,,,,,
player,201609110sea,mia,WakeCa00,def_pct,35%,,,,,
player,201609110sea,mia,WakeCa00,special_teams,0,,,,,
player,201609110sea,mia,WakeCa00,st_pct,0%,,,,,
player,201609110sea,mia,WarmJu00,pos,DE,,,,,
player,201609110sea,mia,WarmJu00,offense,0,,,,,
player,201609110sea,mia,WarmJu00,off_pct,0%,,,,,
player,201609110sea,mia,WarmJu00,defense,18,,,,,
player,201609110sea,mia,WarmJu00,def_pct,22%,,,,,
player,201609110sea,mia,WarmJu00,special_teams,5,,,,,
player,201609110sea,mia,WarmJu00,st_pct,20%,,,,,
player,201609110sea,mia,MitcEa99,pos,DT,,,,,
player,201609110sea,mia,MitcEa99,offense,0,,,,,
player,201609110sea,mia,MitcEa99,off_pct,0%,,,,,
player,201609110sea,mia,MitcEa99,defense,15,,,,,
player,201609110sea,mia,MitcEa99,def_pct,18%,,,,,
player,201609110sea,mia,MitcEa99,special_teams,1,,,,,
player,201609110sea,mia,MitcEa99,st_pct,4%,,,,,
player,201609110sea,mia,PaysSp00,pos,LB,,,,,
player,201609110sea,mia,PaysSp00,offense,0,,,,,
player,201609110sea,mia,PaysSp00,off_pct,0%,,,,,
player,201609110sea,mia,PaysSp00,defense,1,,,,,
player,201609110sea,mia,PaysSp00,def_pct,1%,,,,,
player,201609110sea,mia,PaysSp00,special_teams,22,,,,,
player,201609110sea,mia,PaysSp00,st_pct,88%,,,,,
player,201609110sea,mia,AikeWa00,pos,S,,,,,
player,201609110sea,mia,AikeWa00,offense,0,,,,,
player,201609110sea,mia,AikeWa00,off_pct,0%,,,,,
player,201609110sea,mia,AikeWa00,defense,0,,,,,
player,201609110sea,mia,AikeWa00,def_pct,0%,,,,,
player,201609110sea,mia,AikeWa00,special_teams,21,,,,,
player,201609110sea,mia,AikeWa00,st_pct,84%,,,,,
player,201609110sea,mia,HewiNe00,pos,LB,,,,,
player,201609110sea,mia,HewiNe00,offense,0,,,,,
player,201609110sea,mia,HewiNe00,off_pct,0%,,,,,
player,201609110sea,mia,HewiNe00,defense,0,,,,,
player,201609110sea,mia,HewiNe00,def_pct,0%,,,,,
player,201609110sea,mia,HewiNe00,special_teams,19,,,,,
player,201609110sea,mia,HewiNe00,st_pct,76%,,,,,
player,201609110sea,mia,HullMi01,pos,LB,,,,,
player,201609110sea,mia,HullMi01,offense,0,,,,,
player,201609110sea,mia,HullMi01,off_pct,0%,,,,,
player,201609110sea,mia,HullMi01,defense,0,,,,,
player,201609110sea,mia,HullMi01,def_pct,0%,,,,,
player,201609110sea,mia,HullMi01,special_teams,13,,,,,
player,201609110sea,mia,HullMi01,st_pct,52%,,,,,
player,201609110sea,mia,LippTo00,pos,CB,,,,,
player,201609110sea,mia,LippTo00,offense,0,,,,,
player,201609110sea,mia,LippTo00,off_pct,0%,,,,,
player,201609110sea,mia,LippTo00,defense,0,,,,,
player,201609110sea,mia,LippTo00,def_pct,0%,,,,,
player,201609110sea,mia,LippTo00,special_teams,10,,,,,
player,201609110sea,mia,LippTo00,st_pct,40%,,,,,
player,201609110sea,mia,DennJo20,pos,LS,,,,,
player,201609110sea,mia,DennJo20,offense,0,,,,,
player,201609110sea,mia,DennJo20,off_pct,0%,,,,,
player,201609110sea,mia,DennJo20,defense,0,,,,,
player,201609110sea,mia,DennJo20,def_pct,0%,,,,,
player,201609110sea,mia,DennJo20,special_teams,10,,,,,
player,201609110sea,mia,DennJo20,st_pct,40%,,,,,
player,201609110sea,mia,DarrMa00,pos,P,,,,,
player,201609110sea,mia,DarrMa00,offense,0,,,,,
player,201609110sea,mia,DarrMa00,off_pct,0%,,,,,
player,201609110sea,mia,DarrMa00,defense,0,,,,,
player,201609110sea,mia,DarrMa00,def_pct,0%,,,,,
player,201609110sea,mia,DarrMa00,special_teams,10,,,,,
player,201609110sea,mia,DarrMa00,st_pct,40%,,,,,
player,201609110sea,mia,GranJa00,pos,WR,,,,,
player,201609110sea,mia,GranJa00,offense,0,,,,,
player,201609110sea,mia,GranJa00,off_pct,0%,,,,,
player,201609110sea,mia,GranJa00,defense,0,,,,,
player,201609110sea,mia,GranJa00,def_pct,0%,,,,,
player,201609110sea,mia,GranJa00,special_teams,6,,,,,
player,201609110sea,mia,GranJa00,st_pct,24%,,,,,
player,201609110sea,mia,FranAn01,pos,K,,,,,
player,201609110sea,mia,FranAn01,offense,0,,,,,
player,201609110sea,mia,FranAn01,off_pct,0%,,,,,
player,201609110sea,mia,FranAn01,defense,0,,,,,
player,201609110sea,mia,FranAn01,def_pct,0%,,,,,
player,201609110sea,mia,FranAn01,special_teams,6,,,,,
player,201609110sea,mia,FranAn01,st_pct,24%,,,,,
player,201609110sea,mia,LucaJo00,pos,CB,,,,,
player,201609110sea,mia,LucaJo00,offense,0,,,,,
player,201609110sea,mia,LucaJo00,off_pct,0%,,,,,
player,201609110sea,mia,LucaJo00,defense,0,,,,,
player,201609110sea,mia,LucaJo00,def_pct,0%,,,,,
player,201609110sea,mia,LucaJo00,special_teams,4,,,,,
player,201609110sea,mia,LucaJo00,st_pct,16%,,,,,
player,201609110sea,mia,UrbiKr20,pos,C,,,,,
player,201609110sea,mia,UrbiKr20,offense,0,,,,,
player,201609110sea,mia,UrbiKr20,off_pct,0%,,,,,
player,201609110sea,mia,UrbiKr20,defense,0,,,,,
player,201609110sea,mia,UrbiKr20,def_pct,0%,,,,,
player,201609110sea,mia,UrbiKr20,special_teams,3,,,,,
player,201609110sea,mia,UrbiKr20,st_pct,12%,,,,,
player,201609110sea,mia,TurnBi00,pos,G,,,,,
player,201609110sea,mia,TurnBi00,offense,0,,,,,
player,201609110sea,mia,TurnBi00,off_pct,0%,,,,,
player,201609110sea,mia,TurnBi00,defense,0,,,,,
player,201609110sea,mia,TurnBi00,def_pct,0%,,,,,
player,201609110sea,mia,TurnBi00,special_teams,3,,,,,
player,201609110sea,mia,TurnBi00,st_pct,12%,,,,,
