game,2016,12,20161127,201611270chi,oti,"Tennessee Titans",27,chi,"Chicago Bears",21
player,201611270chi,oti,KlinJo01,def_pct,0%,,,,,
player,201611270chi,oti,KlinJo01,special_teams,0,,,,,
player,201611270chi,oti,KlinJo01,st_pct,0%,,,,,
player,201611270chi,oti,MariMa01,pos,QB,,,,,
player,201611270chi,oti,MariMa01,offense,58,,,,,
player,201611270chi,oti,MariMa01,off_pct,100%,,,,,
player,201611270chi,oti,MariMa01,defense,0,,,,,
player,201611270chi,oti,MariMa01,def_pct,0%,,,,,
player,201611270chi,oti,MariMa01,special_teams,0,,,,,
player,201611270chi,oti,MariMa01,st_pct,0%,,,,,
player,201611270chi,oti,MattRi00,pos,WR,,,,,
player,201611270chi,oti,MattRi00,offense,51,,,,,
player,201611270chi,oti,MattRi00,off_pct,88%,,,,,
player,201611270chi,oti,MattRi00,defense,0,,,,,
player,201611270chi,oti,MattRi00,def_pct,0%,,,,,
player,201611270chi,oti,MattRi00,special_teams,0,,,,,
player,201611270chi,oti,MattRi00,st_pct,0%,,,,,
player,201611270chi,oti,MurrDe00,pos,RB,,,,,
player,201611270chi,oti,MurrDe00,offense,51,,,,,
player,201611270chi,oti,MurrDe00,off_pct,88%,,,,,
player,201611270chi,oti,MurrDe00,defense,0,,,,,
player,201611270chi,oti,MurrDe00,def_pct,0%,,,,,
player,201611270chi,oti,MurrDe00,special_teams,0,,,,,
player,201611270chi,oti,MurrDe00,st_pct,0%,,,,,
player,201611270chi,oti,WalkHu00,pos,TE,,,,,
player,201611270chi,oti,WalkHu00,offense,47,,,,,
player,201611270chi,oti,WalkHu00,off_pct,81%,,,,,
player,201611270chi,oti,WalkHu00,defense,0,,,,,
player,201611270chi,oti,WalkHu00,def_pct,0%,,,,,
player,201611270chi,oti,WalkHu00,special_teams,2,,,,,
player,201611270chi,oti,WalkHu00,st_pct,8%,,,,,
player,201611270chi,oti,SharTa00,pos,WR,,,,,
player,201611270chi,oti,SharTa00,offense,41,,,,,
player,201611270chi,oti,SharTa00,off_pct,71%,,,,,
player,201611270chi,oti,SharTa00,defense,0,,,,,
player,201611270chi,oti,SharTa00,def_pct,0%,,,,,
player,201611270chi,oti,SharTa00,special_teams,0,,,,,
player,201611270chi,oti,SharTa00,st_pct,0%,,,,,
player,201611270chi,oti,FasaAn00,pos,TE,,,,,
player,201611270chi,oti,FasaAn00,offense,27,,,,,
player,201611270chi,oti,FasaAn00,off_pct,47%,,,,,
player,201611270chi,oti,FasaAn00,defense,0,,,,,
player,201611270chi,oti,FasaAn00,def_pct,0%,,,,,
player,201611270chi,oti,FasaAn00,special_teams,7,,,,,
player,201611270chi,oti,FasaAn00,st_pct,27%,,,,,
player,201611270chi,oti,FowlJa00,pos,FB,,,,,
player,201611270chi,oti,FowlJa00,offense,17,,,,,
player,201611270chi,oti,FowlJa00,off_pct,29%,,,,,
player,201611270chi,oti,FowlJa00,defense,0,,,,,
player,201611270chi,oti,FowlJa00,def_pct,0%,,,,,
player,201611270chi,oti,FowlJa00,special_teams,5,,,,,
player,201611270chi,oti,FowlJa00,st_pct,19%,,,,,
player,201611270chi,oti,WrigKe01,pos,WR,,,,,
player,201611270chi,oti,WrigKe01,offense,16,,,,,
player,201611270chi,oti,WrigKe01,off_pct,28%,,,,,
player,201611270chi,oti,WrigKe01,defense,0,,,,,
player,201611270chi,oti,WrigKe01,def_pct,0%,,,,,
player,201611270chi,oti,WrigKe01,special_teams,2,,,,,
player,201611270chi,oti,WrigKe01,st_pct,8%,,,,,
player,201611270chi,oti,HenrDe00,pos,RB,,,,,
player,201611270chi,oti,HenrDe00,offense,14,,,,,
player,201611270chi,oti,HenrDe00,off_pct,24%,,,,,
player,201611270chi,oti,HenrDe00,defense,0,,,,,
player,201611270chi,oti,HenrDe00,def_pct,0%,,,,,
player,201611270chi,oti,HenrDe00,special_teams,0,,,,,
player,201611270chi,oti,HenrDe00,st_pct,0%,,,,,
player,201611270chi,oti,DougHa00,pos,WR,,,,,
player,201611270chi,oti,DougHa00,offense,11,,,,,
player,201611270chi,oti,DougHa00,off_pct,19%,,,,,
player,201611270chi,oti,DougHa00,defense,0,,,,,
player,201611270chi,oti,DougHa00,def_pct,0%,,,,,
player,201611270chi,oti,DougHa00,special_teams,0,,,,,
player,201611270chi,oti,DougHa00,st_pct,0%,,,,,
player,201611270chi,oti,KellDe00,pos,T,,,,,
player,201611270chi,oti,KellDe00,offense,10,,,,,
player,201611270chi,oti,KellDe00,off_pct,17%,,,,,
player,201611270chi,oti,KellDe00,defense,0,,,,,
player,201611270chi,oti,KellDe00,def_pct,0%,,,,,
player,201611270chi,oti,KellDe00,special_teams,4,,,,,
player,201611270chi,oti,KellDe00,st_pct,15%,,,,,
player,201611270chi,oti,AmarJa00,pos,TE,,,,,
player,201611270chi,oti,AmarJa00,offense,5,,,,,
player,201611270chi,oti,AmarJa00,off_pct,9%,,,,,
player,201611270chi,oti,AmarJa00,defense,0,,,,,
player,201611270chi,oti,AmarJa00,def_pct,0%,,,,,
player,201611270chi,oti,AmarJa00,special_teams,0,,,,,
player,201611270chi,oti,AmarJa00,st_pct,0%,,,,,
player,201611270chi,oti,OrakBr99,pos,LB,,,,,
player,201611270chi,oti,OrakBr99,offense,0,,,,,
player,201611270chi,oti,OrakBr99,off_pct,0%,,,,,
player,201611270chi,oti,OrakBr99,defense,73,,,,,
player,201611270chi,oti,OrakBr99,def_pct,91%,,,,,
player,201611270chi,oti,OrakBr99,special_teams,0,,,,,
player,201611270chi,oti,OrakBr99,st_pct,0%,,,,,
player,201611270chi,oti,MorgDe99,pos,LB,,,,,
player,201611270chi,oti,MorgDe99,offense,0,,,,,
player,201611270chi,oti,MorgDe99,off_pct,0%,,,,,
player,201611270chi,oti,MorgDe99,defense,67,,,,,
player,201611270chi,oti,MorgDe99,def_pct,84%,,,,,
player,201611270chi,oti,MorgDe99,special_teams,0,,,,,
player,201611270chi,oti,MorgDe99,st_pct,0%,,,,,
player,201611270chi,oti,WoodWe20,pos,LB,,,,,
player,201611270chi,oti,WoodWe20,offense,0,,,,,
player,201611270chi,oti,WoodWe20,off_pct,0%,,,,,
player,201611270chi,oti,WoodWe20,defense,62,,,,,
player,201611270chi,oti,WoodWe20,def_pct,78%,,,,,
player,201611270chi,oti,WoodWe20,special_teams,9,,,,,
player,201611270chi,oti,WoodWe20,st_pct,35%,,,,,
player,201611270chi,oti,WillAv00,pos,LB,,,,,
player,201611270chi,oti,WillAv00,offense,0,,,,,
player,201611270chi,oti,WillAv00,off_pct,0%,,,,,
player,201611270chi,oti,WillAv00,defense,60,,,,,
player,201611270chi,oti,WillAv00,def_pct,75%,,,,,
player,201611270chi,oti,WillAv00,special_teams,3,,,,,
player,201611270chi,oti,WillAv00,st_pct,12%,,,,,
player,201611270chi,oti,ByarKe01,pos,FS,,,,,
player,201611270chi,oti,ByarKe01,offense,0,,,,,
player,201611270chi,oti,ByarKe01,off_pct,0%,,,,,
player,201611270chi,oti,ByarKe01,defense,59,,,,,
player,201611270chi,oti,ByarKe01,def_pct,74%,,,,,
player,201611270chi,oti,ByarKe01,special_teams,21,,,,,
player,201611270chi,oti,ByarKe01,st_pct,81%,,,,,
player,201611270chi,oti,McCaBr99,pos,CB,,,,,
player,201611270chi,oti,McCaBr99,offense,0,,,,,
player,201611270chi,oti,McCaBr99,off_pct,0%,,,,,
player,201611270chi,oti,McCaBr99,defense,58,,,,,
player,201611270chi,oti,McCaBr99,def_pct,72%,,,,,
player,201611270chi,oti,McCaBr99,special_teams,10,,,,,
player,201611270chi,oti,McCaBr99,st_pct,38%,,,,,
player,201611270chi,oti,SearDa00,pos,SS,,,,,
player,201611270chi,oti,SearDa00,offense,0,,,,,
player,201611270chi,oti,SearDa00,off_pct,0%,,,,,
player,201611270chi,oti,SearDa00,defense,56,,,,,
player,201611270chi,oti,SearDa00,def_pct,70%,,,,,
player,201611270chi,oti,SearDa00,special_teams,13,,,,,
player,201611270chi,oti,SearDa00,st_pct,50%,,,,,
player,201611270chi,oti,CoxxPe99,pos,CB,,,,,
player,201611270chi,oti,CoxxPe99,offense,0,,,,,
player,201611270chi,oti,CoxxPe99,off_pct,0%,,,,,
player,201611270chi,oti,CoxxPe99,defense,56,,,,,
player,201611270chi,oti,CoxxPe99,def_pct,70%,,,,,
player,201611270chi,oti,CoxxPe99,special_teams,1,,,,,
player,201611270chi,oti,CoxxPe99,st_pct,4%,,,,,
player,201611270chi,oti,JoneDa04,pos,DE,,,,,
player,201611270chi,oti,JoneDa04,offense,0,,,,,
player,201611270chi,oti,JoneDa04,off_pct,0%,,,,,
player,201611270chi,oti,JoneDa04,defense,51,,,,,
player,201611270chi,oti,JoneDa04,def_pct,64%,,,,,
player,201611270chi,oti,JoneDa04,special_teams,8,,,,,
player,201611270chi,oti,JoneDa04,st_pct,31%,,,,,
player,201611270chi,oti,JohnRa98,pos,FS,,,,,
player,201611270chi,oti,JohnRa98,offense,0,,,,,
player,201611270chi,oti,JohnRa98,off_pct,0%,,,,,
player,201611270chi,oti,JohnRa98,defense,47,,,,,
player,201611270chi,oti,JohnRa98,def_pct,59%,,,,,
player,201611270chi,oti,JohnRa98,special_teams,4,,,,,
player,201611270chi,oti,JohnRa98,st_pct,15%,,,,,
player,201611270chi,oti,CaseJu00,pos,DT,,,,,
player,201611270chi,oti,CaseJu00,offense,0,,,,,
player,201611270chi,oti,CaseJu00,off_pct,0%,,,,,
player,201611270chi,oti,CaseJu00,defense,43,,,,,
player,201611270chi,oti,CaseJu00,def_pct,54%,,,,,
player,201611270chi,oti,CaseJu00,special_teams,2,,,,,
player,201611270chi,oti,CaseJu00,st_pct,8%,,,,,
player,201611270chi,oti,KlugKa00,pos,DT,,,,,
player,201611270chi,oti,KlugKa00,offense,0,,,,,
player,201611270chi,oti,KlugKa00,off_pct,0%,,,,,
player,201611270chi,oti,KlugKa00,defense,40,,,,,
player,201611270chi,oti,KlugKa00,def_pct,50%,,,,,
player,201611270chi,oti,KlugKa00,special_teams,11,,,,,
player,201611270chi,oti,KlugKa00,st_pct,42%,,,,,
player,201611270chi,oti,SimsLe00,pos,CB,,,,,
player,201611270chi,oti,SimsLe00,offense,0,,,,,
player,201611270chi,oti,SimsLe00,off_pct,0%,,,,,
player,201611270chi,oti,SimsLe00,defense,39,,,,,
player,201611270chi,oti,SimsLe00,def_pct,49%,,,,,
player,201611270chi,oti,SimsLe00,special_teams,17,,,,,
player,201611270chi,oti,SimsLe00,st_pct,65%,,,,,
player,201611270chi,oti,SpenSe00,pos,LB,,,,,
player,201611270chi,oti,SpenSe00,offense,0,,,,,
player,201611270chi,oti,SpenSe00,off_pct,0%,,,,,
player,201611270chi,oti,SpenSe00,defense,38,,,,,
player,201611270chi,oti,SpenSe00,def_pct,48%,,,,,
player,201611270chi,oti,SpenSe00,special_teams,8,,,,,
player,201611270chi,oti,SpenSe00,st_pct,31%,,,,,
player,201611270chi,oti,McCoJa99,pos,CB,,,,,
player,201611270chi,oti,McCoJa99,offense,0,,,,,
player,201611270chi,oti,McCoJa99,off_pct,0%,,,,,
player,201611270chi,oti,McCoJa99,defense,34,,,,,
player,201611270chi,oti,McCoJa99,def_pct,42%,,,,,
player,201611270chi,oti,McCoJa99,special_teams,1,,,,,
player,201611270chi,oti,McCoJa99,st_pct,4%,,,,,
player,201611270chi,oti,BlakAn00,pos,CB,,,,,
player,201611270chi,oti,BlakAn00,offense,0,,,,,
player,201611270chi,oti,BlakAn00,off_pct,0%,,,,,
player,201611270chi,oti,BlakAn00,defense,29,,,,,
player,201611270chi,oti,BlakAn00,def_pct,36%,,,,,
player,201611270chi,oti,BlakAn00,special_teams,19,,,,,
player,201611270chi,oti,BlakAn00,st_pct,73%,,,,,
player,201611270chi,oti,JohnAu01,pos,NT,,,,,
player,201611270chi,oti,JohnAu01,offense,0,,,,,
player,201611270chi,oti,JohnAu01,off_pct,0%,,,,,
player,201611270chi,oti,JohnAu01,defense,25,,,,,
player,201611270chi,oti,JohnAu01,def_pct,31%,,,,,
player,201611270chi,oti,JohnAu01,special_teams,5,,,,,
player,201611270chi,oti,JohnAu01,st_pct,19%,,,,,
player,201611270chi,oti,WoodAl99,pos,NT,,,,,
player,201611270chi,oti,WoodAl99,offense,0,,,,,
player,201611270chi,oti,WoodAl99,off_pct,0%,,,,,
player,201611270chi,oti,WoodAl99,defense,23,,,,,
player,201611270chi,oti,WoodAl99,def_pct,29%,,,,,
player,201611270chi,oti,WoodAl99,special_teams,1,,,,,
player,201611270chi,oti,WoodAl99,st_pct,4%,,,,,
player,201611270chi,oti,BassDa00,pos,LB,,,,,
player,201611270chi,oti,BassDa00,offense,0,,,,,
player,201611270chi,oti,BassDa00,off_pct,0%,,,,,
player,201611270chi,oti,BassDa00,defense,13,,,,,
player,201611270chi,oti,BassDa00,def_pct,16%,,,,,
player,201611270chi,oti,BassDa00,special_teams,17,,,,,
player,201611270chi,oti,BassDa00,st_pct,65%,,,,,
player,201611270chi,oti,WallAa00,pos,LB,,,,,
player,201611270chi,oti,WallAa00,offense,0,,,,,
player,201611270chi,oti,WallAa00,off_pct,0%,,,,,
player,201611270chi,oti,WallAa00,defense,7,,,,,
player,201611270chi,oti,WallAa00,def_pct,9%,,,,,
player,201611270chi,oti,WallAa00,special_teams,12,,,,,
player,201611270chi,oti,WallAa00,st_pct,46%,,,,,
player,201611270chi,oti,PalmNa01,pos,LB,,,,,
player,201611270chi,oti,PalmNa01,offense,0,,,,,
player,201611270chi,oti,PalmNa01,off_pct,0%,,,,,
player,201611270chi,oti,PalmNa01,defense,0,,,,,
player,201611270chi,oti,PalmNa01,def_pct,0%,,,,,
player,201611270chi,oti,PalmNa01,special_teams,18,,,,,
player,201611270chi,oti,PalmNa01,st_pct,69%,,,,,
player,201611270chi,oti,AndrAn00,pos,RB,,,,,
player,201611270chi,oti,AndrAn00,offense,0,,,,,
player,201611270chi,oti,AndrAn00,off_pct,0%,,,,,
player,201611270chi,oti,AndrAn00,defense,0,,,,,
player,201611270chi,oti,AndrAn00,def_pct,0%,,,,,
player,201611270chi,oti,AndrAn00,special_teams,15,,,,,
player,201611270chi,oti,AndrAn00,st_pct,58%,,,,,
player,201611270chi,oti,RileCu00,pos,CB,,,,,
player,201611270chi,oti,RileCu00,offense,0,,,,,
player,201611270chi,oti,RileCu00,off_pct,0%,,,,,
player,201611270chi,oti,RileCu00,defense,0,,,,,
player,201611270chi,oti,RileCu00,def_pct,0%,,,,,
player,201611270chi,oti,RileCu00,special_teams,12,,,,,
player,201611270chi,oti,RileCu00,st_pct,46%,,,,,
player,201611270chi,oti,SuccRy44,pos,K,,,,,
player,201611270chi,oti,SuccRy44,offense,0,,,,,
player,201611270chi,oti,SuccRy44,off_pct,0%,,,,,
player,201611270chi,oti,SuccRy44,defense,0,,,,,
player,201611270chi,oti,SuccRy44,def_pct,0%,,,,,
player,201611270chi,oti,SuccRy44,special_teams,11,,,,,
player,201611270chi,oti,SuccRy44,st_pct,42%,,,,,
player,201611270chi,oti,BrinBe00,pos,LS,,,,,
player,201611270chi,oti,BrinBe00,offense,0,,,,,
player,201611270chi,oti,BrinBe00,off_pct,0%,,,,,
player,201611270chi,oti,BrinBe00,defense,0,,,,,
player,201611270chi,oti,BrinBe00,def_pct,0%,,,,,
player,201611270chi,oti,BrinBe00,special_teams,9,,,,,
player,201611270chi,oti,BrinBe00,st_pct,35%,,,,,
player,201611270chi,oti,KernBr20,pos,P,,,,,
player,201611270chi,oti,KernBr20,offense,0,,,,,
player,201611270chi,oti,KernBr20,off_pct,0%,,,,,
player,201611270chi,oti,KernBr20,defense,0,,,,,
player,201611270chi,oti,KernBr20,def_pct,0%,,,,,
player,201611270chi,oti,KernBr20,special_teams,9,,,,,
player,201611270chi,oti,KernBr20,st_pct,35%,,,,,
player,201611270chi,oti,MariMa00,pos,WR,,,,,
player,201611270chi,oti,MariMa00,offense,0,,,,,
player,201611270chi,oti,MariMa00,off_pct,0%,,,,,
player,201611270chi,oti,MariMa00,defense,0,,,,,
player,201611270chi,oti,MariMa00,def_pct,0%,,,,,
player,201611270chi,oti,MariMa00,special_teams,8,,,,,
player,201611270chi,oti,MariMa00,st_pct,31%,,,,,
player,201611270chi,oti,SchwBr00,pos,C,,,,,
player,201611270chi,oti,SchwBr00,offense,0,,,,,
player,201611270chi,oti,SchwBr00,off_pct,0%,,,,,
player,201611270chi,oti,SchwBr00,defense,0,,,,,
player,201611270chi,oti,SchwBr00,def_pct,0%,,,,,
player,201611270chi,oti,SchwBr00,special_teams,5,,,,,
player,201611270chi,oti,SchwBr00,st_pct,19%,,,,,
