game,2016,15,20161218,201612180rav,phi,"Philadelphia Eagles",26,rav,"Baltimore Ravens",27
player,201612180rav,rav,LeviAn00,defense,0,,,,,
player,201612180rav,rav,LeviAn00,def_pct,0%,,,,,
player,201612180rav,rav,LeviAn00,special_teams,19,,,,,
player,201612180rav,rav,LeviAn00,st_pct,68%,,,,,
player,201612180rav,rav,HuffMa00,pos,FS,,,,,
player,201612180rav,rav,HuffMa00,offense,0,,,,,
player,201612180rav,rav,HuffMa00,off_pct,0%,,,,,
player,201612180rav,rav,HuffMa00,defense,0,,,,,
player,201612180rav,rav,HuffMa00,def_pct,0%,,,,,
player,201612180rav,rav,HuffMa00,special_teams,17,,,,,
player,201612180rav,rav,HuffMa00,st_pct,61%,,,,,
player,201612180rav,rav,CorrKa00,pos,LB,,,,,
player,201612180rav,rav,CorrKa00,offense,0,,,,,
player,201612180rav,rav,CorrKa00,off_pct,0%,,,,,
player,201612180rav,rav,CorrKa00,defense,0,,,,,
player,201612180rav,rav,CorrKa00,def_pct,0%,,,,,
player,201612180rav,rav,CorrKa00,special_teams,17,,,,,
player,201612180rav,rav,CorrKa00,st_pct,61%,,,,,
player,201612180rav,rav,TuckJu00,pos,K,,,,,
player,201612180rav,rav,TuckJu00,offense,0,,,,,
player,201612180rav,rav,TuckJu00,off_pct,0%,,,,,
player,201612180rav,rav,TuckJu00,defense,0,,,,,
player,201612180rav,rav,TuckJu00,def_pct,0%,,,,,
player,201612180rav,rav,TuckJu00,special_teams,11,,,,,
player,201612180rav,rav,TuckJu00,st_pct,39%,,,,,
player,201612180rav,rav,LewiCh01,pos,CB,,,,,
player,201612180rav,rav,LewiCh01,offense,0,,,,,
player,201612180rav,rav,LewiCh01,off_pct,0%,,,,,
player,201612180rav,rav,LewiCh01,defense,0,,,,,
player,201612180rav,rav,LewiCh01,def_pct,0%,,,,,
player,201612180rav,rav,LewiCh01,special_teams,10,,,,,
player,201612180rav,rav,LewiCh01,st_pct,36%,,,,,
player,201612180rav,rav,CoxxMo00,pos,LS,,,,,
player,201612180rav,rav,CoxxMo00,offense,0,,,,,
player,201612180rav,rav,CoxxMo00,off_pct,0%,,,,,
player,201612180rav,rav,CoxxMo00,defense,0,,,,,
player,201612180rav,rav,CoxxMo00,def_pct,0%,,,,,
player,201612180rav,rav,CoxxMo00,special_teams,9,,,,,
player,201612180rav,rav,CoxxMo00,st_pct,32%,,,,,
player,201612180rav,rav,KochSa20,pos,P,,,,,
player,201612180rav,rav,KochSa20,offense,0,,,,,
player,201612180rav,rav,KochSa20,off_pct,0%,,,,,
player,201612180rav,rav,KochSa20,defense,0,,,,,
player,201612180rav,rav,KochSa20,def_pct,0%,,,,,
player,201612180rav,rav,KochSa20,special_teams,9,,,,,
player,201612180rav,rav,KochSa20,st_pct,32%,,,,,
player,201612180rav,rav,HursJa00,pos,T,,,,,
player,201612180rav,rav,HursJa00,offense,0,,,,,
player,201612180rav,rav,HursJa00,off_pct,0%,,,,,
player,201612180rav,rav,HursJa00,defense,0,,,,,
player,201612180rav,rav,HursJa00,def_pct,0%,,,,,
player,201612180rav,rav,HursJa00,special_teams,5,,,,,
player,201612180rav,rav,HursJa00,st_pct,18%,,,,,
player,201612180rav,phi,WisnSt01,pos,C,,,,,
player,201612180rav,phi,WisnSt01,offense,87,,,,,
player,201612180rav,phi,WisnSt01,off_pct,100%,,,,,
player,201612180rav,phi,WisnSt01,defense,0,,,,,
player,201612180rav,phi,WisnSt01,def_pct,0%,,,,,
player,201612180rav,phi,WisnSt01,special_teams,4,,,,,
player,201612180rav,phi,WisnSt01,st_pct,14%,,,,,
player,201612180rav,phi,SeumIs00,pos,G,,,,,
player,201612180rav,phi,SeumIs00,offense,87,,,,,
player,201612180rav,phi,SeumIs00,off_pct,100%,,,,,
player,201612180rav,phi,SeumIs00,defense,0,,,,,
player,201612180rav,phi,SeumIs00,def_pct,0%,,,,,
player,201612180rav,phi,SeumIs00,special_teams,4,,,,,
player,201612180rav,phi,SeumIs00,st_pct,14%,,,,,
player,201612180rav,phi,BrooBr00,pos,G,,,,,
player,201612180rav,phi,BrooBr00,offense,87,,,,,
player,201612180rav,phi,BrooBr00,off_pct,100%,,,,,
player,201612180rav,phi,BrooBr00,defense,0,,,,,
player,201612180rav,phi,BrooBr00,def_pct,0%,,,,,
player,201612180rav,phi,BrooBr00,special_teams,4,,,,,
player,201612180rav,phi,BrooBr00,st_pct,14%,,,,,
player,201612180rav,phi,WentCa00,pos,QB,,,,,
player,201612180rav,phi,WentCa00,offense,87,,,,,
player,201612180rav,phi,WentCa00,off_pct,100%,,,,,
player,201612180rav,phi,WentCa00,defense,0,,,,,
player,201612180rav,phi,WentCa00,def_pct,0%,,,,,
player,201612180rav,phi,WentCa00,special_teams,0,,,,,
player,201612180rav,phi,WentCa00,st_pct,0%,,,,,
player,201612180rav,phi,KelcJa00,pos,C,,,,,
player,201612180rav,phi,KelcJa00,offense,87,,,,,
player,201612180rav,phi,KelcJa00,off_pct,100%,,,,,
player,201612180rav,phi,KelcJa00,defense,0,,,,,
player,201612180rav,phi,KelcJa00,def_pct,0%,,,,,
player,201612180rav,phi,KelcJa00,special_teams,0,,,,,
player,201612180rav,phi,KelcJa00,st_pct,0%,,,,,
player,201612180rav,phi,PeteJa21,pos,T,,,,,
player,201612180rav,phi,PeteJa21,offense,87,,,,,
player,201612180rav,phi,PeteJa21,off_pct,100%,,,,,
player,201612180rav,phi,PeteJa21,defense,0,,,,,
player,201612180rav,phi,PeteJa21,def_pct,0%,,,,,
player,201612180rav,phi,PeteJa21,special_teams,0,,,,,
player,201612180rav,phi,PeteJa21,st_pct,0%,,,,,
player,201612180rav,phi,AghoNe00,pos,WR,,,,,
player,201612180rav,phi,AghoNe00,offense,85,,,,,
player,201612180rav,phi,AghoNe00,off_pct,98%,,,,,
player,201612180rav,phi,AghoNe00,defense,0,,,,,
player,201612180rav,phi,AghoNe00,def_pct,0%,,,,,
player,201612180rav,phi,AghoNe00,special_teams,9,,,,,
player,201612180rav,phi,AghoNe00,st_pct,32%,,,,,
player,201612180rav,phi,ErtzZa00,pos,TE,,,,,
player,201612180rav,phi,ErtzZa00,offense,81,,,,,
player,201612180rav,phi,ErtzZa00,off_pct,93%,,,,,
player,201612180rav,phi,ErtzZa00,defense,0,,,,,
player,201612180rav,phi,ErtzZa00,def_pct,0%,,,,,
player,201612180rav,phi,ErtzZa00,special_teams,10,,,,,
player,201612180rav,phi,ErtzZa00,st_pct,36%,,,,,
player,201612180rav,phi,MattJo00,pos,WR,,,,,
player,201612180rav,phi,MattJo00,offense,76,,,,,
player,201612180rav,phi,MattJo00,off_pct,87%,,,,,
player,201612180rav,phi,MattJo00,defense,0,,,,,
player,201612180rav,phi,MattJo00,def_pct,0%,,,,,
player,201612180rav,phi,MattJo00,special_teams,0,,,,,
player,201612180rav,phi,MattJo00,st_pct,0%,,,,,
player,201612180rav,phi,GreeDo00,pos,WR,,,,,
player,201612180rav,phi,GreeDo00,offense,53,,,,,
player,201612180rav,phi,GreeDo00,off_pct,61%,,,,,
player,201612180rav,phi,GreeDo00,defense,0,,,,,
player,201612180rav,phi,GreeDo00,def_pct,0%,,,,,
player,201612180rav,phi,GreeDo00,special_teams,0,,,,,
player,201612180rav,phi,GreeDo00,st_pct,0%,,,,,
player,201612180rav,phi,MarsBy01,pos,RB,,,,,
player,201612180rav,phi,MarsBy01,offense,39,,,,,
player,201612180rav,phi,MarsBy01,off_pct,45%,,,,,
player,201612180rav,phi,MarsBy01,defense,0,,,,,
player,201612180rav,phi,MarsBy01,def_pct,0%,,,,,
player,201612180rav,phi,MarsBy01,special_teams,5,,,,,
player,201612180rav,phi,MarsBy01,st_pct,18%,,,,,
player,201612180rav,phi,MathRy00,pos,RB,,,,,
player,201612180rav,phi,MathRy00,offense,36,,,,,
player,201612180rav,phi,MathRy00,off_pct,41%,,,,,
player,201612180rav,phi,MathRy00,defense,0,,,,,
player,201612180rav,phi,MathRy00,def_pct,0%,,,,,
player,201612180rav,phi,MathRy00,special_teams,0,,,,,
player,201612180rav,phi,MathRy00,st_pct,0%,,,,,
player,201612180rav,phi,CeleBr00,pos,TE,,,,,
player,201612180rav,phi,CeleBr00,offense,26,,,,,
player,201612180rav,phi,CeleBr00,off_pct,30%,,,,,
player,201612180rav,phi,CeleBr00,defense,0,,,,,
player,201612180rav,phi,CeleBr00,def_pct,0%,,,,,
player,201612180rav,phi,CeleBr00,special_teams,11,,,,,
player,201612180rav,phi,CeleBr00,st_pct,39%,,,,,
player,201612180rav,phi,BurtTr01,pos,TE,,,,,
player,201612180rav,phi,BurtTr01,offense,22,,,,,
player,201612180rav,phi,BurtTr01,off_pct,25%,,,,,
player,201612180rav,phi,BurtTr01,defense,0,,,,,
player,201612180rav,phi,BurtTr01,def_pct,0%,,,,,
player,201612180rav,phi,BurtTr01,special_teams,18,,,,,
player,201612180rav,phi,BurtTr01,st_pct,64%,,,,,
player,201612180rav,phi,BarnKe00,pos,RB,,,,,
player,201612180rav,phi,BarnKe00,offense,12,,,,,
player,201612180rav,phi,BarnKe00,off_pct,14%,,,,,
player,201612180rav,phi,BarnKe00,defense,0,,,,,
player,201612180rav,phi,BarnKe00,def_pct,0%,,,,,
player,201612180rav,phi,BarnKe00,special_teams,5,,,,,
player,201612180rav,phi,BarnKe00,st_pct,18%,,,,,
player,201612180rav,phi,GordDi01,pos,T,,,,,
player,201612180rav,phi,GordDi01,offense,2,,,,,
player,201612180rav,phi,GordDi01,off_pct,2%,,,,,
player,201612180rav,phi,GordDi01,defense,0,,,,,
player,201612180rav,phi,GordDi01,def_pct,0%,,,,,
player,201612180rav,phi,GordDi01,special_teams,4,,,,,
player,201612180rav,phi,GordDi01,st_pct,14%,,,,,
player,201612180rav,phi,TregBr00,pos,WR,,,,,
player,201612180rav,phi,TregBr00,offense,2,,,,,
player,201612180rav,phi,TregBr00,off_pct,2%,,,,,
player,201612180rav,phi,TregBr00,defense,0,,,,,
player,201612180rav,phi,TregBr00,def_pct,0%,,,,,
player,201612180rav,phi,TregBr00,special_teams,0,,,,,
player,201612180rav,phi,TregBr00,st_pct,0%,,,,,
player,201612180rav,phi,AndrJo01,pos,G,,,,,
player,201612180rav,phi,AndrJo01,offense,1,,,,,
player,201612180rav,phi,AndrJo01,off_pct,1%,,,,,
player,201612180rav,phi,AndrJo01,defense,0,,,,,
player,201612180rav,phi,AndrJo01,def_pct,0%,,,,,
player,201612180rav,phi,AndrJo01,special_teams,4,,,,,
player,201612180rav,phi,AndrJo01,st_pct,14%,,,,,
player,201612180rav,phi,JenkMa99,pos,SS,,,,,
player,201612180rav,phi,JenkMa99,offense,0,,,,,
player,201612180rav,phi,JenkMa99,off_pct,0%,,,,,
player,201612180rav,phi,JenkMa99,defense,58,,,,,
player,201612180rav,phi,JenkMa99,def_pct,100%,,,,,
player,201612180rav,phi,JenkMa99,special_teams,12,,,,,
player,201612180rav,phi,JenkMa99,st_pct,43%,,,,,
player,201612180rav,phi,McLeRo00,pos,FS,,,,,
player,201612180rav,phi,McLeRo00,offense,0,,,,,
player,201612180rav,phi,McLeRo00,off_pct,0%,,,,,
player,201612180rav,phi,McLeRo00,defense,58,,,,,
player,201612180rav,phi,McLeRo00,def_pct,100%,,,,,
player,201612180rav,phi,McLeRo00,special_teams,6,,,,,
player,201612180rav,phi,McLeRo00,st_pct,21%,,,,,
player,201612180rav,phi,HickJo00,pos,LB,,,,,
player,201612180rav,phi,HickJo00,offense,0,,,,,
player,201612180rav,phi,HickJo00,off_pct,0%,,,,,
player,201612180rav,phi,HickJo00,defense,58,,,,,
player,201612180rav,phi,HickJo00,def_pct,100%,,,,,
player,201612180rav,phi,HickJo00,special_teams,6,,,,,
player,201612180rav,phi,HickJo00,st_pct,21%,,,,,
player,201612180rav,phi,BradNi00,pos,LB,,,,,
player,201612180rav,phi,BradNi00,offense,0,,,,,
player,201612180rav,phi,BradNi00,off_pct,0%,,,,,
player,201612180rav,phi,BradNi00,defense,57,,,,,
player,201612180rav,phi,BradNi00,def_pct,98%,,,,,
player,201612180rav,phi,BradNi00,special_teams,2,,,,,
player,201612180rav,phi,BradNi00,st_pct,7%,,,,,
player,201612180rav,phi,CarrNo00,pos,CB,,,,,
player,201612180rav,phi,CarrNo00,offense,0,,,,,
player,201612180rav,phi,CarrNo00,off_pct,0%,,,,,
player,201612180rav,phi,CarrNo00,defense,49,,,,,
player,201612180rav,phi,CarrNo00,def_pct,84%,,,,,
player,201612180rav,phi,CarrNo00,special_teams,5,,,,,
player,201612180rav,phi,CarrNo00,st_pct,18%,,,,,
player,201612180rav,phi,CoxxFl00,pos,DT,,,,,
player,201612180rav,phi,CoxxFl00,offense,0,,,,,
player,201612180rav,phi,CoxxFl00,off_pct,0%,,,,,
player,201612180rav,phi,CoxxFl00,defense,46,,,,,
player,201612180rav,phi,CoxxFl00,def_pct,79%,,,,,
player,201612180rav,phi,CoxxFl00,special_teams,1,,,,,
player,201612180rav,phi,CoxxFl00,st_pct,4%,,,,,
player,201612180rav,phi,GrahBr99,pos,DE,,,,,
player,201612180rav,phi,GrahBr99,offense,0,,,,,
player,201612180rav,phi,GrahBr99,off_pct,0%,,,,,
player,201612180rav,phi,GrahBr99,defense,43,,,,,
player,201612180rav,phi,GrahBr99,def_pct,74%,,,,,
player,201612180rav,phi,GrahBr99,special_teams,6,,,,,
player,201612180rav,phi,GrahBr99,st_pct,21%,,,,,
player,201612180rav,phi,WatkJa01,pos,SS,,,,,
player,201612180rav,phi,WatkJa01,offense,0,,,,,
player,201612180rav,phi,WatkJa01,off_pct,0%,,,,,
player,201612180rav,phi,WatkJa01,defense,38,,,,,
player,201612180rav,phi,WatkJa01,def_pct,66%,,,,,
player,201612180rav,phi,WatkJa01,special_teams,6,,,,,
player,201612180rav,phi,WatkJa01,st_pct,21%,,,,,
player,201612180rav,phi,LogaBe00,pos,DT,,,,,
player,201612180rav,phi,LogaBe00,offense,0,,,,,
player,201612180rav,phi,LogaBe00,off_pct,0%,,,,,
player,201612180rav,phi,LogaBe00,defense,37,,,,,
player,201612180rav,phi,LogaBe00,def_pct,64%,,,,,
player,201612180rav,phi,LogaBe00,special_teams,6,,,,,
player,201612180rav,phi,LogaBe00,st_pct,21%,,,,,
player,201612180rav,phi,McKeLe99,pos,CB,,,,,
player,201612180rav,phi,McKeLe99,offense,0,,,,,
player,201612180rav,phi,McKeLe99,off_pct,0%,,,,,
player,201612180rav,phi,McKeLe99,defense,34,,,,,
player,201612180rav,phi,McKeLe99,def_pct,59%,,,,,
player,201612180rav,phi,McKeLe99,special_teams,4,,,,,
player,201612180rav,phi,McKeLe99,st_pct,14%,,,,,
player,201612180rav,phi,MillJa02,pos,CB,,,,,
player,201612180rav,phi,MillJa02,offense,0,,,,,
player,201612180rav,phi,MillJa02,off_pct,0%,,,,,
player,201612180rav,phi,MillJa02,defense,34,,,,,
player,201612180rav,phi,MillJa02,def_pct,59%,,,,,
player,201612180rav,phi,MillJa02,special_teams,4,,,,,
player,201612180rav,phi,MillJa02,st_pct,14%,,,,,
player,201612180rav,phi,BarwCo99,pos,DE,,,,,
player,201612180rav,phi,BarwCo99,offense,0,,,,,
player,201612180rav,phi,BarwCo99,off_pct,0%,,,,,
player,201612180rav,phi,BarwCo99,defense,33,,,,,
player,201612180rav,phi,BarwCo99,def_pct,57%,,,,,
player,201612180rav,phi,BarwCo99,special_teams,6,,,,,
player,201612180rav,phi,BarwCo99,st_pct,21%,,,,,
player,201612180rav,phi,CurrVi00,pos,DE,,,,,
player,201612180rav,phi,CurrVi00,offense,0,,,,,
player,201612180rav,phi,CurrVi00,off_pct,0%,,,,,
player,201612180rav,phi,CurrVi00,defense,28,,,,,
player,201612180rav,phi,CurrVi00,def_pct,48%,,,,,
player,201612180rav,phi,CurrVi00,special_teams,5,,,,,
player,201612180rav,phi,CurrVi00,st_pct,18%,,,,,
player,201612180rav,phi,AlleBe00,pos,DT,,,,,
player,201612180rav,phi,AlleBe00,offense,0,,,,,
player,201612180rav,phi,AlleBe00,off_pct,0%,,,,,
player,201612180rav,phi,AlleBe00,defense,22,,,,,
player,201612180rav,phi,AlleBe00,def_pct,38%,,,,,
player,201612180rav,phi,AlleBe00,special_teams,9,,,,,
player,201612180rav,phi,AlleBe00,st_pct,32%,,,,,
player,201612180rav,phi,KendMy00,pos,LB,,,,,
player,201612180rav,phi,KendMy00,offense,0,,,,,
player,201612180rav,phi,KendMy00,off_pct,0%,,,,,
player,201612180rav,phi,KendMy00,defense,20,,,,,
player,201612180rav,phi,KendMy00,def_pct,34%,,,,,
player,201612180rav,phi,KendMy00,special_teams,10,,,,,
player,201612180rav,phi,KendMy00,st_pct,36%,,,,,
player,201612180rav,phi,SmitMa03,pos,DE,,,,,
player,201612180rav,phi,SmitMa03,offense,0,,,,,
player,201612180rav,phi,SmitMa03,off_pct,0%,,,,,
player,201612180rav,phi,SmitMa03,defense,14,,,,,
player,201612180rav,phi,SmitMa03,def_pct,24%,,,,,
player,201612180rav,phi,SmitMa03,special_teams,12,,,,,
player,201612180rav,phi,SmitMa03,st_pct,43%,,,,,
player,201612180rav,phi,VaeaDe01,pos,DT,,,,,
player,201612180rav,phi,VaeaDe01,offense,0,,,,,
player,201612180rav,phi,VaeaDe01,off_pct,0%,,,,,
player,201612180rav,phi,VaeaDe01,defense,9,,,,,
player,201612180rav,phi,VaeaDe01,def_pct,16%,,,,,
player,201612180rav,phi,VaeaDe01,special_teams,0,,,,,
player,201612180rav,phi,VaeaDe01,st_pct,0%,,,,,
player,201612180rav,phi,MaraCh99,pos,FS,,,,,
player,201612180rav,phi,MaraCh99,offense,0,,,,,
player,201612180rav,phi,MaraCh99,off_pct,0%,,,,,
player,201612180rav,phi,MaraCh99,defense,0,,,,,
player,201612180rav,phi,MaraCh99,def_pct,0%,,,,,
player,201612180rav,phi,MaraCh99,special_teams,23,,,,,
player,201612180rav,phi,MaraCh99,st_pct,82%,,,,,
player,201612180rav,phi,BramBr00,pos,DE,,,,,
player,201612180rav,phi,BramBr00,offense,0,,,,,
player,201612180rav,phi,BramBr00,off_pct,0%,,,,,
player,201612180rav,phi,BramBr00,defense,0,,,,,
player,201612180rav,phi,BramBr00,def_pct,0%,,,,,
player,201612180rav,phi,BramBr00,special_teams,23,,,,,
player,201612180rav,phi,BramBr00,st_pct,82%,,,,,
player,201612180rav,phi,BrooTe00,pos,SS,,,,,
player,201612180rav,phi,BrooTe00,offense,0,,,,,
player,201612180rav,phi,BrooTe00,off_pct,0%,,,,,
player,201612180rav,phi,BrooTe00,defense,0,,,,,
player,201612180rav,phi,BrooTe00,def_pct,0%,,,,,
player,201612180rav,phi,BrooTe00,special_teams,18,,,,,
player,201612180rav,phi,BrooTe00,st_pct,64%,,,,,
player,201612180rav,phi,GrugKa00,pos,LB,,,,,
player,201612180rav,phi,GrugKa00,offense,0,,,,,
player,201612180rav,phi,GrugKa00,off_pct,0%,,,,,
player,201612180rav,phi,GrugKa00,defense,0,,,,,
player,201612180rav,phi,GrugKa00,def_pct,0%,,,,,
player,201612180rav,phi,GrugKa00,special_teams,18,,,,,
player,201612180rav,phi,GrugKa00,st_pct,64%,,,,,
player,201612180rav,phi,GoodNa00,pos,LB,,,,,
player,201612180rav,phi,GoodNa00,offense,0,,,,,
player,201612180rav,phi,GoodNa00,off_pct,0%,,,,,
player,201612180rav,phi,GoodNa00,defense,0,,,,,
player,201612180rav,phi,GoodNa00,def_pct,0%,,,,,
player,201612180rav,phi,GoodNa00,special_teams,17,,,,,
player,201612180rav,phi,GoodNa00,st_pct,61%,,,,,
player,201612180rav,phi,SturCa00,pos,K,,,,,
player,201612180rav,phi,SturCa00,offense,0,,,,,
player,201612180rav,phi,SturCa00,off_pct,0%,,,,,
player,201612180rav,phi,SturCa00,defense,0,,,,,
player,201612180rav,phi,SturCa00,def_pct,0%,,,,,
player,201612180rav,phi,SturCa00,special_teams,11,,,,,
player,201612180rav,phi,SturCa00,st_pct,39%,,,,,
player,201612180rav,phi,SmitC.00,pos,DB,,,,,
player,201612180rav,phi,SmitC.00,offense,0,,,,,
player,201612180rav,phi,SmitC.00,off_pct,0%,,,,,
player,201612180rav,phi,SmitC.00,defense,0,,,,,
player,201612180rav,phi,SmitC.00,def_pct,0%,,,,,
player,201612180rav,phi,SmitC.00,special_teams,6,,,,,
player,201612180rav,phi,SmitC.00,st_pct,21%,,,,,
player,201612180rav,phi,LovaRi00,pos,LS,,,,,
player,201612180rav,phi,LovaRi00,offense,0,,,,,
player,201612180rav,phi,LovaRi00,off_pct,0%,,,,,
player,201612180rav,phi,LovaRi00,defense,0,,,,,
player,201612180rav,phi,LovaRi00,def_pct,0%,,,,,
player,201612180rav,phi,LovaRi00,special_teams,6,,,,,
player,201612180rav,phi,LovaRi00,st_pct,21%,,,,,
player,201612180rav,phi,JoneDo21,pos,P,,,,,
player,201612180rav,phi,JoneDo21,offense,0,,,,,
player,201612180rav,phi,JoneDo21,off_pct,0%,,,,,
player,201612180rav,phi,JoneDo21,defense,0,,,,,
player,201612180rav,phi,JoneDo21,def_pct,0%,,,,,
player,201612180rav,phi,JoneDo21,special_teams,6,,,,,
player,201612180rav,phi,JoneDo21,st_pct,21%,,,,,
