game,2016,15,20161218,201612180min,clt,"Indianapolis Colts",34,min,"Minnesota Vikings",6
player,201612180min,clt,GoreFr00,offense,39,,,,,
player,201612180min,clt,GoreFr00,off_pct,56%,,,,,
player,201612180min,clt,GoreFr00,defense,0,,,,,
player,201612180min,clt,GoreFr00,def_pct,0%,,,,,
player,201612180min,clt,GoreFr00,special_teams,0,,,,,
player,201612180min,clt,GoreFr00,st_pct,0%,,,,,
player,201612180min,clt,AlleDw00,pos,TE,,,,,
player,201612180min,clt,AlleDw00,offense,33,,,,,
player,201612180min,clt,AlleDw00,off_pct,47%,,,,,
player,201612180min,clt,AlleDw00,defense,0,,,,,
player,201612180min,clt,AlleDw00,def_pct,0%,,,,,
player,201612180min,clt,AlleDw00,special_teams,1,,,,,
player,201612180min,clt,AlleDw00,st_pct,4%,,,,,
player,201612180min,clt,SwooEr00,pos,TE,,,,,
player,201612180min,clt,SwooEr00,offense,26,,,,,
player,201612180min,clt,SwooEr00,off_pct,37%,,,,,
player,201612180min,clt,SwooEr00,defense,0,,,,,
player,201612180min,clt,SwooEr00,def_pct,0%,,,,,
player,201612180min,clt,SwooEr00,special_teams,20,,,,,
player,201612180min,clt,SwooEr00,st_pct,83%,,,,,
player,201612180min,clt,TurbRo00,pos,RB,,,,,
player,201612180min,clt,TurbRo00,offense,25,,,,,
player,201612180min,clt,TurbRo00,off_pct,36%,,,,,
player,201612180min,clt,TurbRo00,defense,0,,,,,
player,201612180min,clt,TurbRo00,def_pct,0%,,,,,
player,201612180min,clt,TurbRo00,special_teams,8,,,,,
player,201612180min,clt,TurbRo00,st_pct,33%,,,,,
player,201612180min,clt,BlytAu00,pos,C,,,,,
player,201612180min,clt,BlytAu00,offense,8,,,,,
player,201612180min,clt,BlytAu00,off_pct,11%,,,,,
player,201612180min,clt,BlytAu00,defense,0,,,,,
player,201612180min,clt,BlytAu00,def_pct,0%,,,,,
player,201612180min,clt,BlytAu00,special_teams,7,,,,,
player,201612180min,clt,BlytAu00,st_pct,29%,,,,,
player,201612180min,clt,VujnJe00,pos,T,,,,,
player,201612180min,clt,VujnJe00,offense,7,,,,,
player,201612180min,clt,VujnJe00,off_pct,10%,,,,,
player,201612180min,clt,VujnJe00,defense,0,,,,,
player,201612180min,clt,VujnJe00,def_pct,0%,,,,,
player,201612180min,clt,VujnJe00,special_teams,7,,,,,
player,201612180min,clt,VujnJe00,st_pct,29%,,,,,
player,201612180min,clt,StreDe00,pos,WR,,,,,
player,201612180min,clt,StreDe00,offense,7,,,,,
player,201612180min,clt,StreDe00,off_pct,10%,,,,,
player,201612180min,clt,StreDe00,defense,0,,,,,
player,201612180min,clt,StreDe00,def_pct,0%,,,,,
player,201612180min,clt,StreDe00,special_teams,0,,,,,
player,201612180min,clt,StreDe00,st_pct,0%,,,,,
player,201612180min,clt,TolzSc00,pos,QB,,,,,
player,201612180min,clt,TolzSc00,offense,5,,,,,
player,201612180min,clt,TolzSc00,off_pct,7%,,,,,
player,201612180min,clt,TolzSc00,defense,0,,,,,
player,201612180min,clt,TolzSc00,def_pct,0%,,,,,
player,201612180min,clt,TolzSc00,special_teams,0,,,,,
player,201612180min,clt,TolzSc00,st_pct,0%,,,,,
player,201612180min,clt,TodmJo00,pos,RB,,,,,
player,201612180min,clt,TodmJo00,offense,4,,,,,
player,201612180min,clt,TodmJo00,off_pct,6%,,,,,
player,201612180min,clt,TodmJo00,defense,0,,,,,
player,201612180min,clt,TodmJo00,def_pct,0%,,,,,
player,201612180min,clt,TodmJo00,special_teams,13,,,,,
player,201612180min,clt,TodmJo00,st_pct,54%,,,,,
player,201612180min,clt,FergJo02,pos,RB,,,,,
player,201612180min,clt,FergJo02,offense,2,,,,,
player,201612180min,clt,FergJo02,off_pct,3%,,,,,
player,201612180min,clt,FergJo02,defense,0,,,,,
player,201612180min,clt,FergJo02,def_pct,0%,,,,,
player,201612180min,clt,FergJo02,special_teams,8,,,,,
player,201612180min,clt,FergJo02,st_pct,33%,,,,,
player,201612180min,clt,ParrDa00,pos,NT,,,,,
player,201612180min,clt,ParrDa00,offense,1,,,,,
player,201612180min,clt,ParrDa00,off_pct,1%,,,,,
player,201612180min,clt,ParrDa00,defense,25,,,,,
player,201612180min,clt,ParrDa00,def_pct,43%,,,,,
player,201612180min,clt,ParrDa00,special_teams,3,,,,,
player,201612180min,clt,ParrDa00,st_pct,12%,,,,,
player,201612180min,clt,JackEd00,pos,LB,,,,,
player,201612180min,clt,JackEd00,offense,0,,,,,
player,201612180min,clt,JackEd00,off_pct,0%,,,,,
player,201612180min,clt,JackEd00,defense,58,,,,,
player,201612180min,clt,JackEd00,def_pct,100%,,,,,
player,201612180min,clt,JackEd00,special_teams,4,,,,,
player,201612180min,clt,JackEd00,st_pct,17%,,,,,
player,201612180min,clt,AdamMi21,pos,SS,,,,,
player,201612180min,clt,AdamMi21,offense,0,,,,,
player,201612180min,clt,AdamMi21,off_pct,0%,,,,,
player,201612180min,clt,AdamMi21,defense,58,,,,,
player,201612180min,clt,AdamMi21,def_pct,100%,,,,,
player,201612180min,clt,AdamMi21,special_teams,4,,,,,
player,201612180min,clt,AdamMi21,st_pct,17%,,,,,
player,201612180min,clt,DaviVo99,pos,CB,,,,,
player,201612180min,clt,DaviVo99,offense,0,,,,,
player,201612180min,clt,DaviVo99,off_pct,0%,,,,,
player,201612180min,clt,DaviVo99,defense,58,,,,,
player,201612180min,clt,DaviVo99,def_pct,100%,,,,,
player,201612180min,clt,DaviVo99,special_teams,0,,,,,
player,201612180min,clt,DaviVo99,st_pct,0%,,,,,
player,201612180min,clt,MorrDa01,pos,CB,,,,,
player,201612180min,clt,MorrDa01,offense,0,,,,,
player,201612180min,clt,MorrDa01,off_pct,0%,,,,,
player,201612180min,clt,MorrDa01,defense,48,,,,,
player,201612180min,clt,MorrDa01,def_pct,83%,,,,,
player,201612180min,clt,MorrDa01,special_teams,5,,,,,
player,201612180min,clt,MorrDa01,st_pct,21%,,,,,
player,201612180min,clt,ButlDa99,pos,CB,,,,,
player,201612180min,clt,ButlDa99,offense,0,,,,,
player,201612180min,clt,ButlDa99,off_pct,0%,,,,,
player,201612180min,clt,ButlDa99,defense,44,,,,,
player,201612180min,clt,ButlDa99,def_pct,76%,,,,,
player,201612180min,clt,ButlDa99,special_teams,0,,,,,
player,201612180min,clt,ButlDa99,st_pct,0%,,,,,
player,201612180min,clt,MelvRa00,pos,CB,,,,,
player,201612180min,clt,MelvRa00,offense,0,,,,,
player,201612180min,clt,MelvRa00,off_pct,0%,,,,,
player,201612180min,clt,MelvRa00,defense,42,,,,,
player,201612180min,clt,MelvRa00,def_pct,72%,,,,,
player,201612180min,clt,MelvRa00,special_teams,0,,,,,
player,201612180min,clt,MelvRa00,st_pct,0%,,,,,
player,201612180min,clt,MorrAn01,pos,LB,,,,,
player,201612180min,clt,MorrAn01,offense,0,,,,,
player,201612180min,clt,MorrAn01,off_pct,0%,,,,,
player,201612180min,clt,MorrAn01,defense,35,,,,,
player,201612180min,clt,MorrAn01,def_pct,60%,,,,,
player,201612180min,clt,MorrAn01,special_teams,6,,,,,
player,201612180min,clt,MorrAn01,st_pct,25%,,,,,
player,201612180min,clt,WaldEr99,pos,LB,,,,,
player,201612180min,clt,WaldEr99,offense,0,,,,,
player,201612180min,clt,WaldEr99,off_pct,0%,,,,,
player,201612180min,clt,WaldEr99,defense,31,,,,,
player,201612180min,clt,WaldEr99,def_pct,53%,,,,,
player,201612180min,clt,WaldEr99,special_teams,0,,,,,
player,201612180min,clt,WaldEr99,st_pct,0%,,,,,
player,201612180min,clt,RidgHa00,pos,DT,,,,,
player,201612180min,clt,RidgHa00,offense,0,,,,,
player,201612180min,clt,RidgHa00,off_pct,0%,,,,,
player,201612180min,clt,RidgHa00,defense,29,,,,,
player,201612180min,clt,RidgHa00,def_pct,50%,,,,,
player,201612180min,clt,RidgHa00,special_teams,3,,,,,
player,201612180min,clt,RidgHa00,st_pct,12%,,,,,
player,201612180min,clt,ColeTr20,pos,LB,,,,,
player,201612180min,clt,ColeTr20,offense,0,,,,,
player,201612180min,clt,ColeTr20,off_pct,0%,,,,,
player,201612180min,clt,ColeTr20,defense,29,,,,,
player,201612180min,clt,ColeTr20,def_pct,50%,,,,,
player,201612180min,clt,ColeTr20,special_teams,2,,,,,
player,201612180min,clt,ColeTr20,st_pct,8%,,,,,
player,201612180min,clt,McGiT.00,pos,NT,,,,,
player,201612180min,clt,McGiT.00,offense,0,,,,,
player,201612180min,clt,McGiT.00,off_pct,0%,,,,,
player,201612180min,clt,McGiT.00,defense,28,,,,,
player,201612180min,clt,McGiT.00,def_pct,48%,,,,,
player,201612180min,clt,McGiT.00,special_teams,4,,,,,
player,201612180min,clt,McGiT.00,st_pct,17%,,,,,
player,201612180min,clt,GreeT.00,pos,FS,,,,,
player,201612180min,clt,GreeT.00,offense,0,,,,,
player,201612180min,clt,GreeT.00,off_pct,0%,,,,,
player,201612180min,clt,GreeT.00,defense,28,,,,,
player,201612180min,clt,GreeT.00,def_pct,48%,,,,,
player,201612180min,clt,GreeT.00,special_teams,2,,,,,
player,201612180min,clt,GreeT.00,st_pct,8%,,,,,
player,201612180min,clt,AndeHe00,pos,DT,,,,,
player,201612180min,clt,AndeHe00,offense,0,,,,,
player,201612180min,clt,AndeHe00,off_pct,0%,,,,,
player,201612180min,clt,AndeHe00,defense,27,,,,,
player,201612180min,clt,AndeHe00,def_pct,47%,,,,,
player,201612180min,clt,AndeHe00,special_teams,2,,,,,
player,201612180min,clt,AndeHe00,st_pct,8%,,,,,
player,201612180min,clt,MathRo20,pos,LB,,,,,
player,201612180min,clt,MathRo20,offense,0,,,,,
player,201612180min,clt,MathRo20,off_pct,0%,,,,,
player,201612180min,clt,MathRo20,defense,27,,,,,
player,201612180min,clt,MathRo20,def_pct,47%,,,,,
player,201612180min,clt,MathRo20,special_teams,0,,,,,
player,201612180min,clt,MathRo20,st_pct,0%,,,,,
player,201612180min,clt,AyerAk00,pos,LB,,,,,
player,201612180min,clt,AyerAk00,offense,0,,,,,
player,201612180min,clt,AyerAk00,off_pct,0%,,,,,
player,201612180min,clt,AyerAk00,defense,23,,,,,
player,201612180min,clt,AyerAk00,def_pct,40%,,,,,
player,201612180min,clt,AyerAk00,special_teams,8,,,,,
player,201612180min,clt,AyerAk00,st_pct,33%,,,,,
player,201612180min,clt,KerrZa00,pos,DT,,,,,
player,201612180min,clt,KerrZa00,offense,0,,,,,
player,201612180min,clt,KerrZa00,off_pct,0%,,,,,
player,201612180min,clt,KerrZa00,defense,23,,,,,
player,201612180min,clt,KerrZa00,def_pct,40%,,,,,
player,201612180min,clt,KerrZa00,special_teams,7,,,,,
player,201612180min,clt,KerrZa00,st_pct,29%,,,,,
player,201612180min,clt,MiltCh00,pos,CB,,,,,
player,201612180min,clt,MiltCh00,offense,0,,,,,
player,201612180min,clt,MiltCh00,off_pct,0%,,,,,
player,201612180min,clt,MiltCh00,defense,16,,,,,
player,201612180min,clt,MiltCh00,def_pct,28%,,,,,
player,201612180min,clt,MiltCh00,special_teams,16,,,,,
player,201612180min,clt,MiltCh00,st_pct,67%,,,,,
player,201612180min,clt,FarlMa00,pos,FS,,,,,
player,201612180min,clt,FarlMa00,offense,0,,,,,
player,201612180min,clt,FarlMa00,off_pct,0%,,,,,
player,201612180min,clt,FarlMa00,defense,8,,,,,
player,201612180min,clt,FarlMa00,def_pct,14%,,,,,
player,201612180min,clt,FarlMa00,special_teams,17,,,,,
player,201612180min,clt,FarlMa00,st_pct,71%,,,,,
player,201612180min,clt,McNaJo00,pos,LB,,,,,
player,201612180min,clt,McNaJo00,offense,0,,,,,
player,201612180min,clt,McNaJo00,off_pct,0%,,,,,
player,201612180min,clt,McNaJo00,defense,1,,,,,
player,201612180min,clt,McNaJo00,def_pct,2%,,,,,
player,201612180min,clt,McNaJo00,special_teams,16,,,,,
player,201612180min,clt,McNaJo00,st_pct,67%,,,,,
player,201612180min,clt,McAfPa44,pos,P,,,,,
player,201612180min,clt,McAfPa44,offense,0,,,,,
player,201612180min,clt,McAfPa44,off_pct,0%,,,,,
player,201612180min,clt,McAfPa44,defense,0,,,,,
player,201612180min,clt,McAfPa44,def_pct,0%,,,,,
player,201612180min,clt,McAfPa44,special_teams,16,,,,,
player,201612180min,clt,McAfPa44,st_pct,67%,,,,,
player,201612180min,clt,RhodLu00,pos,LB,,,,,
player,201612180min,clt,RhodLu00,offense,0,,,,,
player,201612180min,clt,RhodLu00,off_pct,0%,,,,,
player,201612180min,clt,RhodLu00,defense,0,,,,,
player,201612180min,clt,RhodLu00,def_pct,0%,,,,,
player,201612180min,clt,RhodLu00,special_teams,11,,,,,
player,201612180min,clt,RhodLu00,st_pct,46%,,,,,
player,201612180min,clt,OverMa00,pos,LS,,,,,
player,201612180min,clt,OverMa00,offense,0,,,,,
player,201612180min,clt,OverMa00,off_pct,0%,,,,,
player,201612180min,clt,OverMa00,defense,0,,,,,
player,201612180min,clt,OverMa00,def_pct,0%,,,,,
player,201612180min,clt,OverMa00,special_teams,10,,,,,
player,201612180min,clt,OverMa00,st_pct,42%,,,,,
player,201612180min,clt,CartCh00,pos,LB,,,,,
player,201612180min,clt,CartCh00,offense,0,,,,,
player,201612180min,clt,CartCh00,off_pct,0%,,,,,
player,201612180min,clt,CartCh00,defense,0,,,,,
player,201612180min,clt,CartCh00,def_pct,0%,,,,,
player,201612180min,clt,CartCh00,special_teams,9,,,,,
player,201612180min,clt,CartCh00,st_pct,38%,,,,,
player,201612180min,clt,KingDe00,pos,LB,,,,,
player,201612180min,clt,KingDe00,offense,0,,,,,
player,201612180min,clt,KingDe00,off_pct,0%,,,,,
player,201612180min,clt,KingDe00,defense,0,,,,,
player,201612180min,clt,KingDe00,def_pct,0%,,,,,
player,201612180min,clt,KingDe00,special_teams,8,,,,,
player,201612180min,clt,KingDe00,st_pct,33%,,,,,
player,201612180min,clt,vinatada01,pos,K,,,,,
player,201612180min,clt,vinatada01,offense,0,,,,,
player,201612180min,clt,vinatada01,off_pct,0%,,,,,
player,201612180min,clt,vinatada01,defense,0,,,,,
player,201612180min,clt,vinatada01,def_pct,0%,,,,,
player,201612180min,clt,vinatada01,special_teams,7,,,,,
player,201612180min,clt,vinatada01,st_pct,29%,,,,,
