game,2016,8,20161030,201610300nor,sea,"Seattle Seahawks",20,nor,"New Orleans Saints",25
player,201610300nor,sea,RyanJo21,rec_long,0,,,,,
player,201610300nor,sea,RyanJo21,fumbles,1,,,,,
player,201610300nor,sea,RyanJo21,fumbles_lost,0,,,,,
player,201610300nor,sea,McEvTa01,pass_cmp,1,,,,,
player,201610300nor,sea,McEvTa01,pass_att,1,,,,,
player,201610300nor,sea,McEvTa01,pass_yds,43,,,,,
player,201610300nor,sea,McEvTa01,pass_td,0,,,,,
player,201610300nor,sea,McEvTa01,pass_int,0,,,,,
player,201610300nor,sea,McEvTa01,pass_sacked,0,,,,,
player,201610300nor,sea,McEvTa01,pass_sacked_yds,0,,,,,
player,201610300nor,sea,McEvTa01,pass_long,43,,,,,
player,201610300nor,sea,McEvTa01,pass_rating,118.7,,,,,
player,201610300nor,sea,McEvTa01,rush_att,0,,,,,
player,201610300nor,sea,McEvTa01,rush_yds,0,,,,,
player,201610300nor,sea,McEvTa01,rush_td,0,,,,,
player,201610300nor,sea,McEvTa01,rush_long,0,,,,,
player,201610300nor,sea,McEvTa01,targets,0,,,,,
player,201610300nor,sea,McEvTa01,rec,0,,,,,
player,201610300nor,sea,McEvTa01,rec_yds,0,,,,,
player,201610300nor,sea,McEvTa01,rec_td,0,,,,,
player,201610300nor,sea,McEvTa01,rec_long,0,,,,,
player,201610300nor,sea,McEvTa01,fumbles,0,,,,,
player,201610300nor,sea,McEvTa01,fumbles_lost,0,,,,,
player,201610300nor,sea,MichCh00,pass_cmp,0,,,,,
player,201610300nor,sea,MichCh00,pass_att,0,,,,,
player,201610300nor,sea,MichCh00,pass_yds,0,,,,,
player,201610300nor,sea,MichCh00,pass_td,0,,,,,
player,201610300nor,sea,MichCh00,pass_int,0,,,,,
player,201610300nor,sea,MichCh00,pass_sacked,0,,,,,
player,201610300nor,sea,MichCh00,pass_sacked_yds,0,,,,,
player,201610300nor,sea,MichCh00,pass_long,0,,,,,
player,201610300nor,sea,MichCh00,pass_rating,,,,,,
player,201610300nor,sea,MichCh00,rush_att,10,,,,,
player,201610300nor,sea,MichCh00,rush_yds,40,,,,,
player,201610300nor,sea,MichCh00,rush_td,1,,,,,
player,201610300nor,sea,MichCh00,rush_long,10,,,,,
player,201610300nor,sea,MichCh00,targets,2,,,,,
player,201610300nor,sea,MichCh00,rec,1,,,,,
player,201610300nor,sea,MichCh00,rec_yds,2,,,,,
player,201610300nor,sea,MichCh00,rec_td,0,,,,,
player,201610300nor,sea,MichCh00,rec_long,2,,,,,
player,201610300nor,sea,MichCh00,fumbles,0,,,,,
player,201610300nor,sea,MichCh00,fumbles_lost,0,,,,,
player,201610300nor,sea,ProsC.00,pass_cmp,0,,,,,
player,201610300nor,sea,ProsC.00,pass_att,0,,,,,
player,201610300nor,sea,ProsC.00,pass_yds,0,,,,,
player,201610300nor,sea,ProsC.00,pass_td,0,,,,,
player,201610300nor,sea,ProsC.00,pass_int,0,,,,,
player,201610300nor,sea,ProsC.00,pass_sacked,0,,,,,
player,201610300nor,sea,ProsC.00,pass_sacked_yds,0,,,,,
player,201610300nor,sea,ProsC.00,pass_long,0,,,,,
player,201610300nor,sea,ProsC.00,pass_rating,,,,,,
player,201610300nor,sea,ProsC.00,rush_att,4,,,,,
player,201610300nor,sea,ProsC.00,rush_yds,23,,,,,
player,201610300nor,sea,ProsC.00,rush_td,0,,,,,
player,201610300nor,sea,ProsC.00,rush_long,8,,,,,
player,201610300nor,sea,ProsC.00,targets,4,,,,,
player,201610300nor,sea,ProsC.00,rec,4,,,,,
player,201610300nor,sea,ProsC.00,rec_yds,80,,,,,
player,201610300nor,sea,ProsC.00,rec_td,0,,,,,
player,201610300nor,sea,ProsC.00,rec_long,43,,,,,
player,201610300nor,sea,ProsC.00,fumbles,0,,,,,
player,201610300nor,sea,ProsC.00,fumbles_lost,0,,,,,
player,201610300nor,sea,KearJe01,pass_cmp,0,,,,,
player,201610300nor,sea,KearJe01,pass_att,0,,,,,
player,201610300nor,sea,KearJe01,pass_yds,0,,,,,
player,201610300nor,sea,KearJe01,pass_td,0,,,,,
player,201610300nor,sea,KearJe01,pass_int,0,,,,,
player,201610300nor,sea,KearJe01,pass_sacked,0,,,,,
player,201610300nor,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201610300nor,sea,KearJe01,pass_long,0,,,,,
player,201610300nor,sea,KearJe01,pass_rating,,,,,,
player,201610300nor,sea,KearJe01,rush_att,0,,,,,
player,201610300nor,sea,KearJe01,rush_yds,0,,,,,
player,201610300nor,sea,KearJe01,rush_td,0,,,,,
player,201610300nor,sea,KearJe01,rush_long,0,,,,,
player,201610300nor,sea,KearJe01,targets,7,,,,,
player,201610300nor,sea,KearJe01,rec,4,,,,,
player,201610300nor,sea,KearJe01,rec_yds,57,,,,,
player,201610300nor,sea,KearJe01,rec_td,0,,,,,
player,201610300nor,sea,KearJe01,rec_long,23,,,,,
player,201610300nor,sea,KearJe01,fumbles,0,,,,,
player,201610300nor,sea,KearJe01,fumbles_lost,0,,,,,
player,201610300nor,sea,BaldDo00,pass_cmp,0,,,,,
player,201610300nor,sea,BaldDo00,pass_att,0,,,,,
player,201610300nor,sea,BaldDo00,pass_yds,0,,,,,
player,201610300nor,sea,BaldDo00,pass_td,0,,,,,
player,201610300nor,sea,BaldDo00,pass_int,0,,,,,
player,201610300nor,sea,BaldDo00,pass_sacked,0,,,,,
player,201610300nor,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201610300nor,sea,BaldDo00,pass_long,0,,,,,
player,201610300nor,sea,BaldDo00,pass_rating,,,,,,
player,201610300nor,sea,BaldDo00,rush_att,0,,,,,
player,201610300nor,sea,BaldDo00,rush_yds,0,,,,,
player,201610300nor,sea,BaldDo00,rush_td,0,,,,,
player,201610300nor,sea,BaldDo00,rush_long,0,,,,,
player,201610300nor,sea,BaldDo00,targets,6,,,,,
player,201610300nor,sea,BaldDo00,rec,4,,,,,
player,201610300nor,sea,BaldDo00,rec_yds,51,,,,,
player,201610300nor,sea,BaldDo00,rec_td,0,,,,,
player,201610300nor,sea,BaldDo00,rec_long,27,,,,,
player,201610300nor,sea,BaldDo00,fumbles,0,,,,,
player,201610300nor,sea,BaldDo00,fumbles_lost,0,,,,,
player,201610300nor,sea,GrahJi00,pass_cmp,0,,,,,
player,201610300nor,sea,GrahJi00,pass_att,0,,,,,
player,201610300nor,sea,GrahJi00,pass_yds,0,,,,,
player,201610300nor,sea,GrahJi00,pass_td,0,,,,,
player,201610300nor,sea,GrahJi00,pass_int,0,,,,,
player,201610300nor,sea,GrahJi00,pass_sacked,0,,,,,
player,201610300nor,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201610300nor,sea,GrahJi00,pass_long,0,,,,,
player,201610300nor,sea,GrahJi00,pass_rating,,,,,,
player,201610300nor,sea,GrahJi00,rush_att,0,,,,,
player,201610300nor,sea,GrahJi00,rush_yds,0,,,,,
player,201610300nor,sea,GrahJi00,rush_td,0,,,,,
player,201610300nor,sea,GrahJi00,rush_long,0,,,,,
player,201610300nor,sea,GrahJi00,targets,5,,,,,
player,201610300nor,sea,GrahJi00,rec,3,,,,,
player,201610300nor,sea,GrahJi00,rec_yds,34,,,,,
player,201610300nor,sea,GrahJi00,rec_td,0,,,,,
player,201610300nor,sea,GrahJi00,rec_long,15,,,,,
player,201610300nor,sea,GrahJi00,fumbles,0,,,,,
player,201610300nor,sea,GrahJi00,fumbles_lost,0,,,,,
player,201610300nor,sea,RichPa01,pass_cmp,0,,,,,
player,201610300nor,sea,RichPa01,pass_att,0,,,,,
player,201610300nor,sea,RichPa01,pass_yds,0,,,,,
player,201610300nor,sea,RichPa01,pass_td,0,,,,,
player,201610300nor,sea,RichPa01,pass_int,0,,,,,
player,201610300nor,sea,RichPa01,pass_sacked,0,,,,,
player,201610300nor,sea,RichPa01,pass_sacked_yds,0,,,,,
player,201610300nor,sea,RichPa01,pass_long,0,,,,,
player,201610300nor,sea,RichPa01,pass_rating,,,,,,
player,201610300nor,sea,RichPa01,rush_att,0,,,,,
player,201610300nor,sea,RichPa01,rush_yds,0,,,,,
player,201610300nor,sea,RichPa01,rush_td,0,,,,,
player,201610300nor,sea,RichPa01,rush_long,0,,,,,
player,201610300nor,sea,RichPa01,targets,3,,,,,
player,201610300nor,sea,RichPa01,rec,2,,,,,
player,201610300nor,sea,RichPa01,rec_yds,33,,,,,
player,201610300nor,sea,RichPa01,rec_td,0,,,,,
player,201610300nor,sea,RichPa01,rec_long,23,,,,,
player,201610300nor,sea,RichPa01,fumbles,0,,,,,
player,201610300nor,sea,RichPa01,fumbles_lost,0,,,,,
player,201610300nor,sea,LockTy00,pass_cmp,0,,,,,
player,201610300nor,sea,LockTy00,pass_att,0,,,,,
player,201610300nor,sea,LockTy00,pass_yds,0,,,,,
player,201610300nor,sea,LockTy00,pass_td,0,,,,,
player,201610300nor,sea,LockTy00,pass_int,0,,,,,
player,201610300nor,sea,LockTy00,pass_sacked,0,,,,,
player,201610300nor,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201610300nor,sea,LockTy00,pass_long,0,,,,,
player,201610300nor,sea,LockTy00,pass_rating,,,,,,
player,201610300nor,sea,LockTy00,rush_att,0,,,,,
player,201610300nor,sea,LockTy00,rush_yds,0,,,,,
player,201610300nor,sea,LockTy00,rush_td,0,,,,,
player,201610300nor,sea,LockTy00,rush_long,0,,,,,
player,201610300nor,sea,LockTy00,targets,4,,,,,
player,201610300nor,sea,LockTy00,rec,4,,,,,
player,201610300nor,sea,LockTy00,rec_yds,32,,,,,
player,201610300nor,sea,LockTy00,rec_td,0,,,,,
player,201610300nor,sea,LockTy00,rec_long,10,,,,,
player,201610300nor,sea,LockTy00,fumbles,0,,,,,
player,201610300nor,sea,LockTy00,fumbles_lost,0,,,,,
player,201610300nor,sea,VannNi00,pass_cmp,0,,,,,
player,201610300nor,sea,VannNi00,pass_att,0,,,,,
player,201610300nor,sea,VannNi00,pass_yds,0,,,,,
player,201610300nor,sea,VannNi00,pass_td,0,,,,,
player,201610300nor,sea,VannNi00,pass_int,0,,,,,
player,201610300nor,sea,VannNi00,pass_sacked,0,,,,,
player,201610300nor,sea,VannNi00,pass_sacked_yds,0,,,,,
player,201610300nor,sea,VannNi00,pass_long,0,,,,,
player,201610300nor,sea,VannNi00,pass_rating,,,,,,
player,201610300nor,sea,VannNi00,rush_att,0,,,,,
player,201610300nor,sea,VannNi00,rush_yds,0,,,,,
player,201610300nor,sea,VannNi00,rush_td,0,,,,,
player,201610300nor,sea,VannNi00,rush_long,0,,,,,
player,201610300nor,sea,VannNi00,targets,1,,,,,
player,201610300nor,sea,VannNi00,rec,1,,,,,
player,201610300nor,sea,VannNi00,rec_yds,7,,,,,
player,201610300nor,sea,VannNi00,rec_td,0,,,,,
player,201610300nor,sea,VannNi00,rec_long,7,,,,,
player,201610300nor,sea,VannNi00,fumbles,0,,,,,
player,201610300nor,sea,VannNi00,fumbles_lost,0,,,,,
player,201610300nor,nor,BreeDr00,pass_cmp,27,,,,,
player,201610300nor,nor,BreeDr00,pass_att,35,,,,,
player,201610300nor,nor,BreeDr00,pass_yds,265,,,,,
player,201610300nor,nor,BreeDr00,pass_td,1,,,,,
player,201610300nor,nor,BreeDr00,pass_int,0,,,,,
player,201610300nor,nor,BreeDr00,pass_sacked,2,,,,,
player,201610300nor,nor,BreeDr00,pass_sacked_yds,13,,,,,
player,201610300nor,nor,BreeDr00,pass_long,38,,,,,
player,201610300nor,nor,BreeDr00,pass_rating,107.4,,,,,
player,201610300nor,nor,BreeDr00,rush_att,1,,,,,
player,201610300nor,nor,BreeDr00,rush_yds,1,,,,,
player,201610300nor,nor,BreeDr00,rush_td,1,,,,,
player,201610300nor,nor,BreeDr00,rush_long,1,,,,,
player,201610300nor,nor,BreeDr00,targets,0,,,,,
player,201610300nor,nor,BreeDr00,rec,0,,,,,
player,201610300nor,nor,BreeDr00,rec_yds,0,,,,,
player,201610300nor,nor,BreeDr00,rec_td,0,,,,,
player,201610300nor,nor,BreeDr00,rec_long,0,,,,,
player,201610300nor,nor,BreeDr00,fumbles,0,,,,,
player,201610300nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201610300nor,nor,HighTi00,pass_cmp,0,,,,,
player,201610300nor,nor,HighTi00,pass_att,0,,,,,
player,201610300nor,nor,HighTi00,pass_yds,0,,,,,
player,201610300nor,nor,HighTi00,pass_td,0,,,,,
player,201610300nor,nor,HighTi00,pass_int,0,,,,,
player,201610300nor,nor,HighTi00,pass_sacked,0,,,,,
player,201610300nor,nor,HighTi00,pass_sacked_yds,0,,,,,
player,201610300nor,nor,HighTi00,pass_long,0,,,,,
player,201610300nor,nor,HighTi00,pass_rating,,,,,,
player,201610300nor,nor,HighTi00,rush_att,26,,,,,
player,201610300nor,nor,HighTi00,rush_yds,102,,,,,
player,201610300nor,nor,HighTi00,rush_td,0,,,,,
player,201610300nor,nor,HighTi00,rush_long,28,,,,,
player,201610300nor,nor,HighTi00,targets,3,,,,,
player,201610300nor,nor,HighTi00,rec,1,,,,,
player,201610300nor,nor,HighTi00,rec_yds,0,,,,,
player,201610300nor,nor,HighTi00,rec_td,0,,,,,
player,201610300nor,nor,HighTi00,rec_long,0,,,,,
player,201610300nor,nor,HighTi00,fumbles,0,,,,,
player,201610300nor,nor,HighTi00,fumbles_lost,0,,,,,
player,201610300nor,nor,LascDa00,pass_cmp,0,,,,,
player,201610300nor,nor,LascDa00,pass_att,0,,,,,
player,201610300nor,nor,LascDa00,pass_yds,0,,,,,
player,201610300nor,nor,LascDa00,pass_td,0,,,,,
player,201610300nor,nor,LascDa00,pass_int,0,,,,,
player,201610300nor,nor,LascDa00,pass_sacked,0,,,,,
player,201610300nor,nor,LascDa00,pass_sacked_yds,0,,,,,
player,201610300nor,nor,LascDa00,pass_long,0,,,,,
player,201610300nor,nor,LascDa00,pass_rating,,,,,,
player,201610300nor,nor,LascDa00,rush_att,5,,,,,
player,201610300nor,nor,LascDa00,rush_yds,15,,,,,
player,201610300nor,nor,LascDa00,rush_td,0,,,,,
player,201610300nor,nor,LascDa00,rush_long,5,,,,,
player,201610300nor,nor,LascDa00,targets,0,,,,,
player,201610300nor,nor,LascDa00,rec,0,,,,,
player,201610300nor,nor,LascDa00,rec_yds,0,,,,,
player,201610300nor,nor,LascDa00,rec_td,0,,,,,
player,201610300nor,nor,LascDa00,rec_long,0,,,,,
player,201610300nor,nor,LascDa00,fumbles,0,,,,,
player,201610300nor,nor,LascDa00,fumbles_lost,0,,,,,
player,201610300nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201610300nor,nor,IngrMa01,pass_att,0,,,,,
player,201610300nor,nor,IngrMa01,pass_yds,0,,,,,
player,201610300nor,nor,IngrMa01,pass_td,0,,,,,
player,201610300nor,nor,IngrMa01,pass_int,0,,,,,
player,201610300nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201610300nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201610300nor,nor,IngrMa01,pass_long,0,,,,,
player,201610300nor,nor,IngrMa01,pass_rating,,,,,,
player,201610300nor,nor,IngrMa01,rush_att,3,,,,,
player,201610300nor,nor,IngrMa01,rush_yds,5,,,,,
player,201610300nor,nor,IngrMa01,rush_td,0,,,,,
player,201610300nor,nor,IngrMa01,rush_long,2,,,,,
player,201610300nor,nor,IngrMa01,targets,0,,,,,
player,201610300nor,nor,IngrMa01,rec,0,,,,,
player,201610300nor,nor,IngrMa01,rec_yds,0,,,,,
player,201610300nor,nor,IngrMa01,rec_td,0,,,,,
player,201610300nor,nor,IngrMa01,rec_long,0,,,,,
player,201610300nor,nor,IngrMa01,fumbles,1,,,,,
player,201610300nor,nor,IngrMa01,fumbles_lost,1,,,,,
player,201610300nor,nor,ThomMi05,pass_cmp,0,,,,,
player,201610300nor,nor,ThomMi05,pass_att,0,,,,,
player,201610300nor,nor,ThomMi05,pass_yds,0,,,,,
player,201610300nor,nor,ThomMi05,pass_td,0,,,,,
player,201610300nor,nor,ThomMi05,pass_int,0,,,,,
player,201610300nor,nor,ThomMi05,pass_sacked,0,,,,,
player,201610300nor,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201610300nor,nor,ThomMi05,pass_long,0,,,,,
player,201610300nor,nor,ThomMi05,pass_rating,,,,,,
player,201610300nor,nor,ThomMi05,rush_att,0,,,,,
player,201610300nor,nor,ThomMi05,rush_yds,0,,,,,
player,201610300nor,nor,ThomMi05,rush_td,0,,,,,
player,201610300nor,nor,ThomMi05,rush_long,0,,,,,
player,201610300nor,nor,ThomMi05,targets,6,,,,,
player,201610300nor,nor,ThomMi05,rec,6,,,,,
player,201610300nor,nor,ThomMi05,rec_yds,63,,,,,
player,201610300nor,nor,ThomMi05,rec_td,0,,,,,
player,201610300nor,nor,ThomMi05,rec_long,17,,,,,
player,201610300nor,nor,ThomMi05,fumbles,0,,,,,
player,201610300nor,nor,ThomMi05,fumbles_lost,0,,,,,
player,201610300nor,nor,SneaWi00,pass_cmp,0,,,,,
player,201610300nor,nor,SneaWi00,pass_att,0,,,,,
player,201610300nor,nor,SneaWi00,pass_yds,0,,,,,
player,201610300nor,nor,SneaWi00,pass_td,0,,,,,
player,201610300nor,nor,SneaWi00,pass_int,0,,,,,
player,201610300nor,nor,SneaWi00,pass_sacked,0,,,,,
player,201610300nor,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201610300nor,nor,SneaWi00,pass_long,0,,,,,
player,201610300nor,nor,SneaWi00,pass_rating,,,,,,
player,201610300nor,nor,SneaWi00,rush_att,0,,,,,
player,201610300nor,nor,SneaWi00,rush_yds,0,,,,,
player,201610300nor,nor,SneaWi00,rush_td,0,,,,,
player,201610300nor,nor,SneaWi00,rush_long,0,,,,,
player,201610300nor,nor,SneaWi00,targets,8,,,,,
player,201610300nor,nor,SneaWi00,rec,6,,,,,
player,201610300nor,nor,SneaWi00,rec_yds,56,,,,,
player,201610300nor,nor,SneaWi00,rec_td,0,,,,,
player,201610300nor,nor,SneaWi00,rec_long,16,,,,,
player,201610300nor,nor,SneaWi00,fumbles,0,,,,,
player,201610300nor,nor,SneaWi00,fumbles_lost,0,,,,,
player,201610300nor,nor,ColeBr00,pass_cmp,0,,,,,
player,201610300nor,nor,ColeBr00,pass_att,0,,,,,
player,201610300nor,nor,ColeBr00,pass_yds,0,,,,,
player,201610300nor,nor,ColeBr00,pass_td,0,,,,,
player,201610300nor,nor,ColeBr00,pass_int,0,,,,,
player,201610300nor,nor,ColeBr00,pass_sacked,0,,,,,
player,201610300nor,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201610300nor,nor,ColeBr00,pass_long,0,,,,,
player,201610300nor,nor,ColeBr00,pass_rating,,,,,,
player,201610300nor,nor,ColeBr00,rush_att,0,,,,,
player,201610300nor,nor,ColeBr00,rush_yds,0,,,,,
player,201610300nor,nor,ColeBr00,rush_td,0,,,,,
player,201610300nor,nor,ColeBr00,rush_long,0,,,,,
player,201610300nor,nor,ColeBr00,targets,2,,,,,
player,201610300nor,nor,ColeBr00,rec,2,,,,,
player,201610300nor,nor,ColeBr00,rec_yds,44,,,,,
player,201610300nor,nor,ColeBr00,rec_td,0,,,,,
player,201610300nor,nor,ColeBr00,rec_long,38,,,,,
player,201610300nor,nor,ColeBr00,fumbles,0,,,,,
player,201610300nor,nor,ColeBr00,fumbles_lost,0,,,,,
player,201610300nor,nor,CookBr00,pass_cmp,0,,,,,
player,201610300nor,nor,CookBr00,pass_att,0,,,,,
player,201610300nor,nor,CookBr00,pass_yds,0,,,,,
player,201610300nor,nor,CookBr00,pass_td,0,,,,,
player,201610300nor,nor,CookBr00,pass_int,0,,,,,
player,201610300nor,nor,CookBr00,pass_sacked,0,,,,,
player,201610300nor,nor,CookBr00,pass_sacked_yds,0,,,,,
player,201610300nor,nor,CookBr00,pass_long,0,,,,,
player,201610300nor,nor,CookBr00,pass_rating,,,,,,
player,201610300nor,nor,CookBr00,rush_att,0,,,,,
player,201610300nor,nor,CookBr00,rush_yds,0,,,,,
player,201610300nor,nor,CookBr00,rush_td,0,,,,,
player,201610300nor,nor,CookBr00,rush_long,0,,,,,
player,201610300nor,nor,CookBr00,targets,6,,,,,
player,201610300nor,nor,CookBr00,rec,4,,,,,
player,201610300nor,nor,CookBr00,rec_yds,44,,,,,
player,201610300nor,nor,CookBr00,rec_td,1,,,,,
player,201610300nor,nor,CookBr00,rec_long,20,,,,,
player,201610300nor,nor,CookBr00,fumbles,0,,,,,
player,201610300nor,nor,CookBr00,fumbles_lost,0,,,,,
player,201610300nor,nor,FleeCo00,pass_cmp,0,,,,,
player,201610300nor,nor,FleeCo00,pass_att,0,,,,,
player,201610300nor,nor,FleeCo00,pass_yds,0,,,,,
player,201610300nor,nor,FleeCo00,pass_td,0,,,,,
player,201610300nor,nor,FleeCo00,pass_int,0,,,,,
player,201610300nor,nor,FleeCo00,pass_sacked,0,,,,,
player,201610300nor,nor,FleeCo00,pass_sacked_yds,0,,,,,
player,201610300nor,nor,FleeCo00,pass_long,0,,,,,
player,201610300nor,nor,FleeCo00,pass_rating,,,,,,
player,201610300nor,nor,FleeCo00,rush_att,0,,,,,
player,201610300nor,nor,FleeCo00,rush_yds,0,,,,,
player,201610300nor,nor,FleeCo00,rush_td,0,,,,,
player,201610300nor,nor,FleeCo00,rush_long,0,,,,,
player,201610300nor,nor,FleeCo00,targets,4,,,,,
player,201610300nor,nor,FleeCo00,rec,4,,,,,
player,201610300nor,nor,FleeCo00,rec_yds,36,,,,,
player,201610300nor,nor,FleeCo00,rec_td,0,,,,,
player,201610300nor,nor,FleeCo00,rec_long,13,,,,,
player,201610300nor,nor,FleeCo00,fumbles,0,,,,,
player,201610300nor,nor,FleeCo00,fumbles_lost,0,,,,,
player,201610300nor,nor,KuhnJo00,pass_cmp,0,,,,,
player,201610300nor,nor,KuhnJo00,pass_att,0,,,,,
player,201610300nor,nor,KuhnJo00,pass_yds,0,,,,,
player,201610300nor,nor,KuhnJo00,pass_td,0,,,,,
player,201610300nor,nor,KuhnJo00,pass_int,0,,,,,
player,201610300nor,nor,KuhnJo00,pass_sacked,0,,,,,
player,201610300nor,nor,KuhnJo00,pass_sacked_yds,0,,,,,
player,201610300nor,nor,KuhnJo00,pass_long,0,,,,,
player,201610300nor,nor,KuhnJo00,pass_rating,,,,,,
player,201610300nor,nor,KuhnJo00,rush_att,0,,,,,
player,201610300nor,nor,KuhnJo00,rush_yds,0,,,,,
player,201610300nor,nor,KuhnJo00,rush_td,0,,,,,
player,201610300nor,nor,KuhnJo00,rush_long,0,,,,,
player,201610300nor,nor,KuhnJo00,targets,3,,,,,
player,201610300nor,nor,KuhnJo00,rec,2,,,,,
player,201610300nor,nor,KuhnJo00,rec_yds,12,,,,,
player,201610300nor,nor,KuhnJo00,rec_td,0,,,,,
player,201610300nor,nor,KuhnJo00,rec_long,7,,,,,
player,201610300nor,nor,KuhnJo00,fumbles,0,,,,,
player,201610300nor,nor,KuhnJo00,fumbles_lost,0,,,,,
player,201610300nor,nor,CadeTr00,pass_cmp,0,,,,,
player,201610300nor,nor,CadeTr00,pass_att,0,,,,,
player,201610300nor,nor,CadeTr00,pass_yds,0,,,,,
player,201610300nor,nor,CadeTr00,pass_td,0,,,,,
player,201610300nor,nor,CadeTr00,pass_int,0,,,,,
player,201610300nor,nor,CadeTr00,pass_sacked,0,,,,,
player,201610300nor,nor,CadeTr00,pass_sacked_yds,0,,,,,
player,201610300nor,nor,CadeTr00,pass_long,0,,,,,
player,201610300nor,nor,CadeTr00,pass_rating,,,,,,
player,201610300nor,nor,CadeTr00,rush_att,0,,,,,
player,201610300nor,nor,CadeTr00,rush_yds,0,,,,,
player,201610300nor,nor,CadeTr00,rush_td,0,,,,,
player,201610300nor,nor,CadeTr00,rush_long,0,,,,,
player,201610300nor,nor,CadeTr00,targets,2,,,,,
player,201610300nor,nor,CadeTr00,rec,1,,,,,
