game,2016,5,20161009,201610090clt,chi,"Chicago Bears",23,clt,"Indianapolis Colts",29
player,201610090clt,clt,KerrZa00,tackles_assists,0,,,,,
player,201610090clt,clt,KerrZa00,tackles_loss,0,,,,,
player,201610090clt,clt,KerrZa00,qb_hits,0,,,,,
player,201610090clt,clt,KerrZa00,fumbles_rec,0,,,,,
player,201610090clt,clt,KerrZa00,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,KerrZa00,fumbles_rec_td,0,,,,,
player,201610090clt,clt,KerrZa00,fumbles_forced,0,,,,,
player,201610090clt,clt,MaggCu00,def_int,0,,,,,
player,201610090clt,clt,MaggCu00,def_int_yds,0,,,,,
player,201610090clt,clt,MaggCu00,def_int_td,0,,,,,
player,201610090clt,clt,MaggCu00,def_int_long,0,,,,,
player,201610090clt,clt,MaggCu00,pass_defended,0,,,,,
player,201610090clt,clt,MaggCu00,sacks,0.0,,,,,
player,201610090clt,clt,MaggCu00,tackles_combined,1,,,,,
player,201610090clt,clt,MaggCu00,tackles_solo,0,,,,,
player,201610090clt,clt,MaggCu00,tackles_assists,1,,,,,
player,201610090clt,clt,MaggCu00,tackles_loss,0,,,,,
player,201610090clt,clt,MaggCu00,qb_hits,0,,,,,
player,201610090clt,clt,MaggCu00,fumbles_rec,0,,,,,
player,201610090clt,clt,MaggCu00,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,MaggCu00,fumbles_rec_td,0,,,,,
player,201610090clt,clt,MaggCu00,fumbles_forced,0,,,,,
player,201610090clt,clt,McGiT.00,def_int,0,,,,,
player,201610090clt,clt,McGiT.00,def_int_yds,0,,,,,
player,201610090clt,clt,McGiT.00,def_int_td,0,,,,,
player,201610090clt,clt,McGiT.00,def_int_long,0,,,,,
player,201610090clt,clt,McGiT.00,pass_defended,0,,,,,
player,201610090clt,clt,McGiT.00,sacks,0.0,,,,,
player,201610090clt,clt,McGiT.00,tackles_combined,1,,,,,
player,201610090clt,clt,McGiT.00,tackles_solo,1,,,,,
player,201610090clt,clt,McGiT.00,tackles_assists,0,,,,,
player,201610090clt,clt,McGiT.00,tackles_loss,0,,,,,
player,201610090clt,clt,McGiT.00,qb_hits,0,,,,,
player,201610090clt,clt,McGiT.00,fumbles_rec,0,,,,,
player,201610090clt,clt,McGiT.00,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,McGiT.00,fumbles_rec_td,0,,,,,
player,201610090clt,clt,McGiT.00,fumbles_forced,0,,,,,
player,201610090clt,clt,McNaJo00,def_int,0,,,,,
player,201610090clt,clt,McNaJo00,def_int_yds,0,,,,,
player,201610090clt,clt,McNaJo00,def_int_td,0,,,,,
player,201610090clt,clt,McNaJo00,def_int_long,0,,,,,
player,201610090clt,clt,McNaJo00,pass_defended,0,,,,,
player,201610090clt,clt,McNaJo00,sacks,0.0,,,,,
player,201610090clt,clt,McNaJo00,tackles_combined,1,,,,,
player,201610090clt,clt,McNaJo00,tackles_solo,1,,,,,
player,201610090clt,clt,McNaJo00,tackles_assists,0,,,,,
player,201610090clt,clt,McNaJo00,tackles_loss,0,,,,,
player,201610090clt,clt,McNaJo00,qb_hits,0,,,,,
player,201610090clt,clt,McNaJo00,fumbles_rec,0,,,,,
player,201610090clt,clt,McNaJo00,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,McNaJo00,fumbles_rec_td,0,,,,,
player,201610090clt,clt,McNaJo00,fumbles_forced,0,,,,,
player,201610090clt,clt,RidgHa00,def_int,0,,,,,
player,201610090clt,clt,RidgHa00,def_int_yds,0,,,,,
player,201610090clt,clt,RidgHa00,def_int_td,0,,,,,
player,201610090clt,clt,RidgHa00,def_int_long,0,,,,,
player,201610090clt,clt,RidgHa00,pass_defended,0,,,,,
player,201610090clt,clt,RidgHa00,sacks,0.0,,,,,
player,201610090clt,clt,RidgHa00,tackles_combined,1,,,,,
player,201610090clt,clt,RidgHa00,tackles_solo,0,,,,,
player,201610090clt,clt,RidgHa00,tackles_assists,1,,,,,
player,201610090clt,clt,RidgHa00,tackles_loss,0,,,,,
player,201610090clt,clt,RidgHa00,qb_hits,0,,,,,
player,201610090clt,clt,RidgHa00,fumbles_rec,0,,,,,
player,201610090clt,clt,RidgHa00,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,RidgHa00,fumbles_rec_td,0,,,,,
player,201610090clt,clt,RidgHa00,fumbles_forced,0,,,,,
player,201610090clt,clt,TodmJo00,def_int,0,,,,,
player,201610090clt,clt,TodmJo00,def_int_yds,0,,,,,
player,201610090clt,clt,TodmJo00,def_int_td,0,,,,,
player,201610090clt,clt,TodmJo00,def_int_long,0,,,,,
player,201610090clt,clt,TodmJo00,pass_defended,0,,,,,
player,201610090clt,clt,TodmJo00,sacks,0.0,,,,,
player,201610090clt,clt,TodmJo00,tackles_combined,1,,,,,
player,201610090clt,clt,TodmJo00,tackles_solo,1,,,,,
player,201610090clt,clt,TodmJo00,tackles_assists,0,,,,,
player,201610090clt,clt,TodmJo00,tackles_loss,0,,,,,
player,201610090clt,clt,TodmJo00,qb_hits,0,,,,,
player,201610090clt,clt,TodmJo00,fumbles_rec,0,,,,,
player,201610090clt,clt,TodmJo00,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,TodmJo00,fumbles_rec_td,0,,,,,
player,201610090clt,clt,TodmJo00,fumbles_forced,0,,,,,
player,201610090clt,clt,AyerAk00,def_int,0,,,,,
player,201610090clt,clt,AyerAk00,def_int_yds,0,,,,,
player,201610090clt,clt,AyerAk00,def_int_td,0,,,,,
player,201610090clt,clt,AyerAk00,def_int_long,0,,,,,
player,201610090clt,clt,AyerAk00,pass_defended,1,,,,,
player,201610090clt,clt,AyerAk00,sacks,0.0,,,,,
player,201610090clt,clt,AyerAk00,tackles_combined,0,,,,,
player,201610090clt,clt,AyerAk00,tackles_solo,0,,,,,
player,201610090clt,clt,AyerAk00,tackles_assists,0,,,,,
player,201610090clt,clt,AyerAk00,tackles_loss,0,,,,,
player,201610090clt,clt,AyerAk00,qb_hits,0,,,,,
player,201610090clt,clt,AyerAk00,fumbles_rec,0,,,,,
player,201610090clt,clt,AyerAk00,fumbles_rec_yds,0,,,,,
player,201610090clt,clt,AyerAk00,fumbles_rec_td,0,,,,,
player,201610090clt,clt,AyerAk00,fumbles_forced,0,,,,,
player,201610090clt,chi,ThomDe04,kick_ret,3,,,,,
player,201610090clt,chi,ThomDe04,kick_ret_yds,73,,,,,
player,201610090clt,chi,ThomDe04,kick_ret_yds_per_ret,24.3,,,,,
player,201610090clt,chi,ThomDe04,kick_ret_td,0,,,,,
player,201610090clt,chi,ThomDe04,kick_ret_long,32,,,,,
player,201610090clt,chi,ThomDe04,punt_ret,0,,,,,
player,201610090clt,chi,ThomDe04,punt_ret_yds,0,,,,,
player,201610090clt,chi,ThomDe04,punt_ret_yds_per_ret,,,,,,
player,201610090clt,chi,ThomDe04,punt_ret_td,0,,,,,
player,201610090clt,chi,ThomDe04,punt_ret_long,0,,,,,
player,201610090clt,clt,BrayQu00,kick_ret,2,,,,,
player,201610090clt,clt,BrayQu00,kick_ret_yds,52,,,,,
player,201610090clt,clt,BrayQu00,kick_ret_yds_per_ret,26.0,,,,,
player,201610090clt,clt,BrayQu00,kick_ret_td,0,,,,,
player,201610090clt,clt,BrayQu00,kick_ret_long,39,,,,,
player,201610090clt,clt,BrayQu00,punt_ret,1,,,,,
player,201610090clt,clt,BrayQu00,punt_ret_yds,20,,,,,
player,201610090clt,clt,BrayQu00,punt_ret_yds_per_ret,20.0,,,,,
player,201610090clt,clt,BrayQu00,punt_ret_td,0,,,,,
player,201610090clt,clt,BrayQu00,punt_ret_long,20,,,,,
player,201610090clt,clt,TodmJo00,kick_ret,1,,,,,
player,201610090clt,clt,TodmJo00,kick_ret_yds,21,,,,,
player,201610090clt,clt,TodmJo00,kick_ret_yds_per_ret,21.0,,,,,
player,201610090clt,clt,TodmJo00,kick_ret_td,0,,,,,
player,201610090clt,clt,TodmJo00,kick_ret_long,21,,,,,
player,201610090clt,clt,TodmJo00,punt_ret,0,,,,,
player,201610090clt,clt,TodmJo00,punt_ret_yds,0,,,,,
player,201610090clt,clt,TodmJo00,punt_ret_yds_per_ret,,,,,,
player,201610090clt,clt,TodmJo00,punt_ret_td,0,,,,,
player,201610090clt,clt,TodmJo00,punt_ret_long,0,,,,,
player,201610090clt,chi,barthco01,xpm,2,,,,,
player,201610090clt,chi,barthco01,xpa,2,,,,,
player,201610090clt,chi,barthco01,fgm,3,,,,,
player,201610090clt,chi,barthco01,fga,4,,,,,
player,201610090clt,chi,barthco01,punt,0,,,,,
player,201610090clt,chi,barthco01,punt_yds,0,,,,,
player,201610090clt,chi,barthco01,punt_yds_per_punt,,,,,,
player,201610090clt,chi,barthco01,punt_long,0,,,,,
player,201610090clt,chi,ODonPa00,xpm,,,,,,
player,201610090clt,chi,ODonPa00,xpa,,,,,,
player,201610090clt,chi,ODonPa00,fgm,,,,,,
player,201610090clt,chi,ODonPa00,fga,,,,,,
player,201610090clt,chi,ODonPa00,punt,2,,,,,
player,201610090clt,chi,ODonPa00,punt_yds,92,,,,,
player,201610090clt,chi,ODonPa00,punt_yds_per_punt,46.0,,,,,
player,201610090clt,chi,ODonPa00,punt_long,46,,,,,
player,201610090clt,clt,vinatada01,xpm,2,,,,,
player,201610090clt,clt,vinatada01,xpa,2,,,,,
player,201610090clt,clt,vinatada01,fgm,5,,,,,
player,201610090clt,clt,vinatada01,fga,5,,,,,
player,201610090clt,clt,vinatada01,punt,0,,,,,
player,201610090clt,clt,vinatada01,punt_yds,0,,,,,
player,201610090clt,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201610090clt,clt,vinatada01,punt_long,0,,,,,
player,201610090clt,clt,McAfPa44,xpm,,,,,,
player,201610090clt,clt,McAfPa44,xpa,,,,,,
player,201610090clt,clt,McAfPa44,fgm,,,,,,
player,201610090clt,clt,McAfPa44,fga,,,,,,
player,201610090clt,clt,McAfPa44,punt,3,,,,,
player,201610090clt,clt,McAfPa44,punt_yds,190,,,,,
player,201610090clt,clt,McAfPa44,punt_yds_per_punt,63.3,,,,,
player,201610090clt,clt,McAfPa44,punt_long,74,,,,,
player,201610090clt,clt,MewhJa00,pos,G,,,,,
player,201610090clt,clt,MewhJa00,offense,68,,,,,
player,201610090clt,clt,MewhJa00,off_pct,100%,,,,,
player,201610090clt,clt,MewhJa00,defense,0,,,,,
player,201610090clt,clt,MewhJa00,def_pct,0%,,,,,
player,201610090clt,clt,MewhJa00,special_teams,7,,,,,
player,201610090clt,clt,MewhJa00,st_pct,21%,,,,,
player,201610090clt,clt,GoodDe01,pos,T,,,,,
player,201610090clt,clt,GoodDe01,offense,68,,,,,
player,201610090clt,clt,GoodDe01,off_pct,100%,,,,,
player,201610090clt,clt,GoodDe01,defense,0,,,,,
player,201610090clt,clt,GoodDe01,def_pct,0%,,,,,
player,201610090clt,clt,GoodDe01,special_teams,7,,,,,
player,201610090clt,clt,GoodDe01,st_pct,21%,,,,,
player,201610090clt,clt,HaegJo00,pos,T,,,,,
player,201610090clt,clt,HaegJo00,offense,68,,,,,
player,201610090clt,clt,HaegJo00,off_pct,100%,,,,,
player,201610090clt,clt,HaegJo00,defense,0,,,,,
player,201610090clt,clt,HaegJo00,def_pct,0%,,,,,
player,201610090clt,clt,HaegJo00,special_teams,7,,,,,
player,201610090clt,clt,HaegJo00,st_pct,21%,,,,,
player,201610090clt,clt,LuckAn00,pos,QB,,,,,
player,201610090clt,clt,LuckAn00,offense,68,,,,,
player,201610090clt,clt,LuckAn00,off_pct,100%,,,,,
player,201610090clt,clt,LuckAn00,defense,0,,,,,
player,201610090clt,clt,LuckAn00,def_pct,0%,,,,,
player,201610090clt,clt,LuckAn00,special_teams,0,,,,,
player,201610090clt,clt,LuckAn00,st_pct,0%,,,,,
player,201610090clt,clt,KellRy00,pos,C,,,,,
player,201610090clt,clt,KellRy00,offense,68,,,,,
player,201610090clt,clt,KellRy00,off_pct,100%,,,,,
player,201610090clt,clt,KellRy00,defense,0,,,,,
player,201610090clt,clt,KellRy00,def_pct,0%,,,,,
player,201610090clt,clt,KellRy00,special_teams,0,,,,,
player,201610090clt,clt,KellRy00,st_pct,0%,,,,,
player,201610090clt,clt,CastAn00,pos,T,,,,,
player,201610090clt,clt,CastAn00,offense,68,,,,,
player,201610090clt,clt,CastAn00,off_pct,100%,,,,,
player,201610090clt,clt,CastAn00,defense,0,,,,,
player,201610090clt,clt,CastAn00,def_pct,0%,,,,,
player,201610090clt,clt,CastAn00,special_teams,0,,,,,
player,201610090clt,clt,CastAn00,st_pct,0%,,,,,
player,201610090clt,clt,DorsPh00,pos,WR,,,,,
player,201610090clt,clt,DorsPh00,offense,64,,,,,
player,201610090clt,clt,DorsPh00,off_pct,94%,,,,,
player,201610090clt,clt,DorsPh00,defense,0,,,,,
player,201610090clt,clt,DorsPh00,def_pct,0%,,,,,
player,201610090clt,clt,DorsPh00,special_teams,0,,,,,
player,201610090clt,clt,DorsPh00,st_pct,0%,,,,,
player,201610090clt,clt,HiltT.00,pos,WR,,,,,
player,201610090clt,clt,HiltT.00,offense,61,,,,,
player,201610090clt,clt,HiltT.00,off_pct,90%,,,,,
player,201610090clt,clt,HiltT.00,defense,0,,,,,
player,201610090clt,clt,HiltT.00,def_pct,0%,,,,,
player,201610090clt,clt,HiltT.00,special_teams,0,,,,,
player,201610090clt,clt,HiltT.00,st_pct,0%,,,,,
player,201610090clt,clt,RogeCh02,pos,WR,,,,,
player,201610090clt,clt,RogeCh02,offense,54,,,,,
player,201610090clt,clt,RogeCh02,off_pct,79%,,,,,
player,201610090clt,clt,RogeCh02,defense,0,,,,,
player,201610090clt,clt,RogeCh02,def_pct,0%,,,,,
player,201610090clt,clt,RogeCh02,special_teams,0,,,,,
player,201610090clt,clt,RogeCh02,st_pct,0%,,,,,
player,201610090clt,clt,GoreFr00,pos,RB,,,,,
player,201610090clt,clt,GoreFr00,offense,54,,,,,
player,201610090clt,clt,GoreFr00,off_pct,79%,,,,,
player,201610090clt,clt,GoreFr00,defense,0,,,,,
player,201610090clt,clt,GoreFr00,def_pct,0%,,,,,
player,201610090clt,clt,GoreFr00,special_teams,0,,,,,
player,201610090clt,clt,GoreFr00,st_pct,0%,,,,,
player,201610090clt,clt,AlleDw00,pos,TE,,,,,
player,201610090clt,clt,AlleDw00,offense,48,,,,,
player,201610090clt,clt,AlleDw00,off_pct,71%,,,,,
player,201610090clt,clt,AlleDw00,defense,0,,,,,
player,201610090clt,clt,AlleDw00,def_pct,0%,,,,,
player,201610090clt,clt,AlleDw00,special_teams,0,,,,,
player,201610090clt,clt,AlleDw00,st_pct,0%,,,,,
player,201610090clt,clt,DoylJa00,pos,TE,,,,,
player,201610090clt,clt,DoylJa00,offense,28,,,,,
player,201610090clt,clt,DoylJa00,off_pct,41%,,,,,
player,201610090clt,clt,DoylJa00,defense,0,,,,,
player,201610090clt,clt,DoylJa00,def_pct,0%,,,,,
player,201610090clt,clt,DoylJa00,special_teams,16,,,,,
player,201610090clt,clt,DoylJa00,st_pct,48%,,,,,
player,201610090clt,clt,FergJo02,pos,RB,,,,,
player,201610090clt,clt,FergJo02,offense,14,,,,,
player,201610090clt,clt,FergJo02,off_pct,21%,,,,,
player,201610090clt,clt,FergJo02,defense,0,,,,,
player,201610090clt,clt,FergJo02,def_pct,0%,,,,,
player,201610090clt,clt,FergJo02,special_teams,15,,,,,
player,201610090clt,clt,FergJo02,st_pct,45%,,,,,
player,201610090clt,clt,BrayQu00,pos,WR,,,,,
player,201610090clt,clt,BrayQu00,offense,10,,,,,
player,201610090clt,clt,BrayQu00,off_pct,15%,,,,,
player,201610090clt,clt,BrayQu00,defense,0,,,,,
player,201610090clt,clt,BrayQu00,def_pct,0%,,,,,
player,201610090clt,clt,BrayQu00,special_teams,16,,,,,
player,201610090clt,clt,BrayQu00,st_pct,48%,,,,,
player,201610090clt,clt,SwooEr00,pos,TE,,,,,
player,201610090clt,clt,SwooEr00,offense,5,,,,,
player,201610090clt,clt,SwooEr00,off_pct,7%,,,,,
player,201610090clt,clt,SwooEr00,defense,0,,,,,
player,201610090clt,clt,SwooEr00,def_pct,0%,,,,,
player,201610090clt,clt,SwooEr00,special_teams,24,,,,,
player,201610090clt,clt,SwooEr00,st_pct,73%,,,,,
player,201610090clt,clt,ReitJo00,pos,T,,,,,
player,201610090clt,clt,ReitJo00,offense,2,,,,,
player,201610090clt,clt,ReitJo00,off_pct,3%,,,,,
player,201610090clt,clt,ReitJo00,defense,0,,,,,
player,201610090clt,clt,ReitJo00,def_pct,0%,,,,,
player,201610090clt,clt,ReitJo00,special_teams,7,,,,,
player,201610090clt,clt,ReitJo00,st_pct,21%,,,,,
player,201610090clt,clt,JackDQ20,pos,LB,,,,,
player,201610090clt,clt,JackDQ20,offense,0,,,,,
player,201610090clt,clt,JackDQ20,off_pct,0%,,,,,
player,201610090clt,clt,JackDQ20,defense,66,,,,,
player,201610090clt,clt,JackDQ20,def_pct,100%,,,,,
player,201610090clt,clt,JackDQ20,special_teams,7,,,,,
player,201610090clt,clt,JackDQ20,st_pct,21%,,,,,
player,201610090clt,clt,GeatCl00,pos,FS,,,,,
player,201610090clt,clt,GeatCl00,offense,0,,,,,
player,201610090clt,clt,GeatCl00,off_pct,0%,,,,,
player,201610090clt,clt,GeatCl00,defense,66,,,,,
player,201610090clt,clt,GeatCl00,def_pct,100%,,,,,
player,201610090clt,clt,GeatCl00,special_teams,3,,,,,
player,201610090clt,clt,GeatCl00,st_pct,9%,,,,,
player,201610090clt,clt,DaviVo99,pos,CB,,,,,
player,201610090clt,clt,DaviVo99,offense,0,,,,,
player,201610090clt,clt,DaviVo99,off_pct,0%,,,,,
player,201610090clt,clt,DaviVo99,defense,66,,,,,
player,201610090clt,clt,DaviVo99,def_pct,100%,,,,,
player,201610090clt,clt,DaviVo99,special_teams,0,,,,,
player,201610090clt,clt,DaviVo99,st_pct,0%,,,,,
player,201610090clt,clt,AdamMi21,pos,SS,,,,,
player,201610090clt,clt,AdamMi21,offense,0,,,,,
player,201610090clt,clt,AdamMi21,off_pct,0%,,,,,
player,201610090clt,clt,AdamMi21,defense,65,,,,,
player,201610090clt,clt,AdamMi21,def_pct,98%,,,,,
player,201610090clt,clt,AdamMi21,special_teams,8,,,,,
player,201610090clt,clt,AdamMi21,st_pct,24%,,,,,
player,201610090clt,clt,LangKe98,pos,DE,,,,,
player,201610090clt,clt,LangKe98,offense,0,,,,,
player,201610090clt,clt,LangKe98,off_pct,0%,,,,,
player,201610090clt,clt,LangKe98,defense,52,,,,,
player,201610090clt,clt,LangKe98,def_pct,79%,,,,,
player,201610090clt,clt,LangKe98,special_teams,0,,,,,
player,201610090clt,clt,LangKe98,st_pct,0%,,,,,
player,201610090clt,clt,RobiPa99,pos,CB,,,,,
player,201610090clt,clt,RobiPa99,offense,0,,,,,
player,201610090clt,clt,RobiPa99,off_pct,0%,,,,,
player,201610090clt,clt,RobiPa99,defense,47,,,,,
player,201610090clt,clt,RobiPa99,def_pct,71%,,,,,
player,201610090clt,clt,RobiPa99,special_teams,0,,,,,
player,201610090clt,clt,RobiPa99,st_pct,0%,,,,,
player,201610090clt,clt,ParrDa00,pos,NT,,,,,
player,201610090clt,clt,ParrDa00,offense,0,,,,,
player,201610090clt,clt,ParrDa00,off_pct,0%,,,,,
player,201610090clt,clt,ParrDa00,defense,43,,,,,
player,201610090clt,clt,ParrDa00,def_pct,65%,,,,,
player,201610090clt,clt,ParrDa00,special_teams,8,,,,,
player,201610090clt,clt,ParrDa00,st_pct,24%,,,,,
player,201610090clt,clt,WaldEr99,pos,LB,,,,,
player,201610090clt,clt,WaldEr99,offense,0,,,,,
player,201610090clt,clt,WaldEr99,off_pct,0%,,,,,
player,201610090clt,clt,WaldEr99,defense,43,,,,,
player,201610090clt,clt,WaldEr99,def_pct,65%,,,,,
player,201610090clt,clt,WaldEr99,special_teams,7,,,,,
player,201610090clt,clt,WaldEr99,st_pct,21%,,,,,
player,201610090clt,clt,MathRo20,pos,LB,,,,,
player,201610090clt,clt,MathRo20,offense,0,,,,,
player,201610090clt,clt,MathRo20,off_pct,0%,,,,,
player,201610090clt,clt,MathRo20,defense,39,,,,,
player,201610090clt,clt,MathRo20,def_pct,59%,,,,,
player,201610090clt,clt,MathRo20,special_teams,0,,,,,
player,201610090clt,clt,MathRo20,st_pct,0%,,,,,
player,201610090clt,clt,ButlDa99,pos,CB,,,,,
player,201610090clt,clt,ButlDa99,offense,0,,,,,
player,201610090clt,clt,ButlDa99,off_pct,0%,,,,,
player,201610090clt,clt,ButlDa99,defense,37,,,,,
player,201610090clt,clt,ButlDa99,def_pct,56%,,,,,
player,201610090clt,clt,ButlDa99,special_teams,0,,,,,
player,201610090clt,clt,ButlDa99,st_pct,0%,,,,,
player,201610090clt,clt,KerrZa00,pos,DT,,,,,
player,201610090clt,clt,KerrZa00,offense,0,,,,,
player,201610090clt,clt,KerrZa00,off_pct,0%,,,,,
player,201610090clt,clt,KerrZa00,defense,26,,,,,
player,201610090clt,clt,KerrZa00,def_pct,39%,,,,,
player,201610090clt,clt,KerrZa00,special_teams,8,,,,,
player,201610090clt,clt,KerrZa00,st_pct,24%,,,,,
player,201610090clt,clt,MorrAn01,pos,LB,,,,,
player,201610090clt,clt,MorrAn01,offense,0,,,,,
player,201610090clt,clt,MorrAn01,off_pct,0%,,,,,
player,201610090clt,clt,MorrAn01,defense,25,,,,,
player,201610090clt,clt,MorrAn01,def_pct,38%,,,,,
player,201610090clt,clt,MorrAn01,special_teams,17,,,,,
player,201610090clt,clt,MorrAn01,st_pct,52%,,,,,
player,201610090clt,clt,McNaJo00,pos,LB,,,,,
player,201610090clt,clt,McNaJo00,offense,0,,,,,
player,201610090clt,clt,McNaJo00,off_pct,0%,,,,,
player,201610090clt,clt,McNaJo00,defense,25,,,,,
player,201610090clt,clt,McNaJo00,def_pct,38%,,,,,
player,201610090clt,clt,McNaJo00,special_teams,4,,,,,
player,201610090clt,clt,McNaJo00,st_pct,12%,,,,,
player,201610090clt,clt,AndeHe00,pos,DT,,,,,
player,201610090clt,clt,AndeHe00,offense,0,,,,,
player,201610090clt,clt,AndeHe00,off_pct,0%,,,,,
player,201610090clt,clt,AndeHe00,defense,21,,,,,
player,201610090clt,clt,AndeHe00,def_pct,32%,,,,,
player,201610090clt,clt,AndeHe00,special_teams,8,,,,,
player,201610090clt,clt,AndeHe00,st_pct,24%,,,,,
player,201610090clt,clt,RidgHa00,pos,DT,,,,,
player,201610090clt,clt,RidgHa00,offense,0,,,,,
player,201610090clt,clt,RidgHa00,off_pct,0%,,,,,
player,201610090clt,clt,RidgHa00,defense,21,,,,,
player,201610090clt,clt,RidgHa00,def_pct,32%,,,,,
player,201610090clt,clt,RidgHa00,special_teams,7,,,,,
player,201610090clt,clt,RidgHa00,st_pct,21%,,,,,
player,201610090clt,clt,MelvRa00,pos,CB,,,,,
player,201610090clt,clt,MelvRa00,offense,0,,,,,
player,201610090clt,clt,MelvRa00,off_pct,0%,,,,,
player,201610090clt,clt,MelvRa00,defense,21,,,,,
player,201610090clt,clt,MelvRa00,def_pct,32%,,,,,
player,201610090clt,clt,MelvRa00,special_teams,2,,,,,
player,201610090clt,clt,MelvRa00,st_pct,6%,,,,,
player,201610090clt,clt,McGiT.00,pos,NT,,,,,
player,201610090clt,clt,McGiT.00,offense,0,,,,,
player,201610090clt,clt,McGiT.00,off_pct,0%,,,,,
player,201610090clt,clt,McGiT.00,defense,21,,,,,
player,201610090clt,clt,McGiT.00,def_pct,32%,,,,,
player,201610090clt,clt,McGiT.00,special_teams,1,,,,,
player,201610090clt,clt,McGiT.00,st_pct,3%,,,,,
player,201610090clt,clt,MaggCu00,pos,LB,,,,,
player,201610090clt,clt,MaggCu00,offense,0,,,,,
player,201610090clt,clt,MaggCu00,off_pct,0%,,,,,
player,201610090clt,clt,MaggCu00,defense,19,,,,,
player,201610090clt,clt,MaggCu00,def_pct,29%,,,,,
player,201610090clt,clt,MaggCu00,special_teams,18,,,,,
player,201610090clt,clt,MaggCu00,st_pct,55%,,,,,
player,201610090clt,clt,GreeT.00,pos,FS,,,,,
player,201610090clt,clt,GreeT.00,offense,0,,,,,
player,201610090clt,clt,GreeT.00,off_pct,0%,,,,,
player,201610090clt,clt,GreeT.00,defense,16,,,,,
player,201610090clt,clt,GreeT.00,def_pct,24%,,,,,
player,201610090clt,clt,GreeT.00,special_teams,16,,,,,
player,201610090clt,clt,GreeT.00,st_pct,48%,,,,,
player,201610090clt,clt,AyerAk00,pos,LB,,,,,
player,201610090clt,clt,AyerAk00,offense,0,,,,,
player,201610090clt,clt,AyerAk00,off_pct,0%,,,,,
player,201610090clt,clt,AyerAk00,defense,7,,,,,
player,201610090clt,clt,AyerAk00,def_pct,11%,,,,,
player,201610090clt,clt,AyerAk00,special_teams,14,,,,,
player,201610090clt,clt,AyerAk00,st_pct,42%,,,,,
player,201610090clt,clt,FarlMa00,pos,FS,,,,,
player,201610090clt,clt,FarlMa00,offense,0,,,,,
player,201610090clt,clt,FarlMa00,off_pct,0%,,,,,
player,201610090clt,clt,FarlMa00,defense,0,,,,,
player,201610090clt,clt,FarlMa00,def_pct,0%,,,,,
player,201610090clt,clt,FarlMa00,special_teams,26,,,,,
player,201610090clt,clt,FarlMa00,st_pct,79%,,,,,
player,201610090clt,clt,BateTr00,pos,LB,,,,,
player,201610090clt,clt,BateTr00,offense,0,,,,,
player,201610090clt,clt,BateTr00,off_pct,0%,,,,,
player,201610090clt,clt,BateTr00,defense,0,,,,,
player,201610090clt,clt,BateTr00,def_pct,0%,,,,,
player,201610090clt,clt,BateTr00,special_teams,22,,,,,
player,201610090clt,clt,BateTr00,st_pct,67%,,,,,
player,201610090clt,clt,TodmJo00,pos,RB,,,,,
player,201610090clt,clt,TodmJo00,offense,0,,,,,
player,201610090clt,clt,TodmJo00,off_pct,0%,,,,,
player,201610090clt,clt,TodmJo00,defense,0,,,,,
player,201610090clt,clt,TodmJo00,def_pct,0%,,,,,
player,201610090clt,clt,TodmJo00,special_teams,18,,,,,
player,201610090clt,clt,TodmJo00,st_pct,55%,,,,,
player,201610090clt,clt,McAfPa44,pos,P,,,,,
player,201610090clt,clt,McAfPa44,offense,0,,,,,
player,201610090clt,clt,McAfPa44,off_pct,0%,,,,,
player,201610090clt,clt,McAfPa44,defense,0,,,,,
player,201610090clt,clt,McAfPa44,def_pct,0%,,,,,
player,201610090clt,clt,McAfPa44,special_teams,18,,,,,
player,201610090clt,clt,McAfPa44,st_pct,55%,,,,,
player,201610090clt,clt,JackEd00,pos,LB,,,,,
player,201610090clt,clt,JackEd00,offense,0,,,,,
player,201610090clt,clt,JackEd00,off_pct,0%,,,,,
player,201610090clt,clt,JackEd00,defense,0,,,,,
player,201610090clt,clt,JackEd00,def_pct,0%,,,,,
player,201610090clt,clt,JackEd00,special_teams,18,,,,,
player,201610090clt,clt,JackEd00,st_pct,55%,,,,,
player,201610090clt,clt,OverMa00,pos,LS,,,,,
player,201610090clt,clt,OverMa00,offense,0,,,,,
player,201610090clt,clt,OverMa00,off_pct,0%,,,,,
player,201610090clt,clt,OverMa00,defense,0,,,,,
player,201610090clt,clt,OverMa00,def_pct,0%,,,,,
player,201610090clt,clt,OverMa00,special_teams,10,,,,,
player,201610090clt,clt,OverMa00,st_pct,30%,,,,,
player,201610090clt,clt,MorrDa01,pos,CB,,,,,
player,201610090clt,clt,MorrDa01,offense,0,,,,,
player,201610090clt,clt,MorrDa01,off_pct,0%,,,,,
player,201610090clt,clt,MorrDa01,defense,0,,,,,
player,201610090clt,clt,MorrDa01,def_pct,0%,,,,,
player,201610090clt,clt,MorrDa01,special_teams,9,,,,,
