game,2016,4,20161002,201610020crd,ram,"Los Angeles Rams",17,crd,"Arizona Cardinals",13
player,201610020crd,ram,BritKe00,fumbles,0,,,,,
player,201610020crd,ram,BritKe00,fumbles_lost,0,,,,,
player,201610020crd,ram,QuicBr00,pass_cmp,0,,,,,
player,201610020crd,ram,QuicBr00,pass_att,0,,,,,
player,201610020crd,ram,QuicBr00,pass_yds,0,,,,,
player,201610020crd,ram,QuicBr00,pass_td,0,,,,,
player,201610020crd,ram,QuicBr00,pass_int,0,,,,,
player,201610020crd,ram,QuicBr00,pass_sacked,0,,,,,
player,201610020crd,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201610020crd,ram,QuicBr00,pass_long,0,,,,,
player,201610020crd,ram,QuicBr00,pass_rating,,,,,,
player,201610020crd,ram,QuicBr00,rush_att,0,,,,,
player,201610020crd,ram,QuicBr00,rush_yds,0,,,,,
player,201610020crd,ram,QuicBr00,rush_td,0,,,,,
player,201610020crd,ram,QuicBr00,rush_long,0,,,,,
player,201610020crd,ram,QuicBr00,targets,6,,,,,
player,201610020crd,ram,QuicBr00,rec,2,,,,,
player,201610020crd,ram,QuicBr00,rec_yds,69,,,,,
player,201610020crd,ram,QuicBr00,rec_td,2,,,,,
player,201610020crd,ram,QuicBr00,rec_long,65,,,,,
player,201610020crd,ram,QuicBr00,fumbles,0,,,,,
player,201610020crd,ram,QuicBr00,fumbles_lost,0,,,,,
player,201610020crd,ram,KendLa00,pass_cmp,0,,,,,
player,201610020crd,ram,KendLa00,pass_att,0,,,,,
player,201610020crd,ram,KendLa00,pass_yds,0,,,,,
player,201610020crd,ram,KendLa00,pass_td,0,,,,,
player,201610020crd,ram,KendLa00,pass_int,0,,,,,
player,201610020crd,ram,KendLa00,pass_sacked,0,,,,,
player,201610020crd,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201610020crd,ram,KendLa00,pass_long,0,,,,,
player,201610020crd,ram,KendLa00,pass_rating,,,,,,
player,201610020crd,ram,KendLa00,rush_att,0,,,,,
player,201610020crd,ram,KendLa00,rush_yds,0,,,,,
player,201610020crd,ram,KendLa00,rush_td,0,,,,,
player,201610020crd,ram,KendLa00,rush_long,0,,,,,
player,201610020crd,ram,KendLa00,targets,7,,,,,
player,201610020crd,ram,KendLa00,rec,5,,,,,
player,201610020crd,ram,KendLa00,rec_yds,52,,,,,
player,201610020crd,ram,KendLa00,rec_td,0,,,,,
player,201610020crd,ram,KendLa00,rec_long,23,,,,,
player,201610020crd,ram,KendLa00,fumbles,0,,,,,
player,201610020crd,ram,KendLa00,fumbles_lost,0,,,,,
player,201610020crd,ram,HigbTy00,pass_cmp,0,,,,,
player,201610020crd,ram,HigbTy00,pass_att,0,,,,,
player,201610020crd,ram,HigbTy00,pass_yds,0,,,,,
player,201610020crd,ram,HigbTy00,pass_td,0,,,,,
player,201610020crd,ram,HigbTy00,pass_int,0,,,,,
player,201610020crd,ram,HigbTy00,pass_sacked,0,,,,,
player,201610020crd,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201610020crd,ram,HigbTy00,pass_long,0,,,,,
player,201610020crd,ram,HigbTy00,pass_rating,,,,,,
player,201610020crd,ram,HigbTy00,rush_att,0,,,,,
player,201610020crd,ram,HigbTy00,rush_yds,0,,,,,
player,201610020crd,ram,HigbTy00,rush_td,0,,,,,
player,201610020crd,ram,HigbTy00,rush_long,0,,,,,
player,201610020crd,ram,HigbTy00,targets,1,,,,,
player,201610020crd,ram,HigbTy00,rec,0,,,,,
player,201610020crd,ram,HigbTy00,rec_yds,0,,,,,
player,201610020crd,ram,HigbTy00,rec_td,0,,,,,
player,201610020crd,ram,HigbTy00,rec_long,0,,,,,
player,201610020crd,ram,HigbTy00,fumbles,0,,,,,
player,201610020crd,ram,HigbTy00,fumbles_lost,0,,,,,
player,201610020crd,ram,AustTa00,pass_cmp,0,,,,,
player,201610020crd,ram,AustTa00,pass_att,0,,,,,
player,201610020crd,ram,AustTa00,pass_yds,0,,,,,
player,201610020crd,ram,AustTa00,pass_td,0,,,,,
player,201610020crd,ram,AustTa00,pass_int,0,,,,,
player,201610020crd,ram,AustTa00,pass_sacked,0,,,,,
player,201610020crd,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201610020crd,ram,AustTa00,pass_long,0,,,,,
player,201610020crd,ram,AustTa00,pass_rating,,,,,,
player,201610020crd,ram,AustTa00,rush_att,1,,,,,
player,201610020crd,ram,AustTa00,rush_yds,-6,,,,,
player,201610020crd,ram,AustTa00,rush_td,0,,,,,
player,201610020crd,ram,AustTa00,rush_long,-6,,,,,
player,201610020crd,ram,AustTa00,targets,6,,,,,
player,201610020crd,ram,AustTa00,rec,2,,,,,
player,201610020crd,ram,AustTa00,rec_yds,14,,,,,
player,201610020crd,ram,AustTa00,rec_td,0,,,,,
player,201610020crd,ram,AustTa00,rec_long,8,,,,,
player,201610020crd,ram,AustTa00,fumbles,0,,,,,
player,201610020crd,ram,AustTa00,fumbles_lost,0,,,,,
player,201610020crd,crd,PalmCa00,pass_cmp,23,,,,,
player,201610020crd,crd,PalmCa00,pass_att,36,,,,,
player,201610020crd,crd,PalmCa00,pass_yds,288,,,,,
player,201610020crd,crd,PalmCa00,pass_td,1,,,,,
player,201610020crd,crd,PalmCa00,pass_int,1,,,,,
player,201610020crd,crd,PalmCa00,pass_sacked,3,,,,,
player,201610020crd,crd,PalmCa00,pass_sacked_yds,23,,,,,
player,201610020crd,crd,PalmCa00,pass_long,29,,,,,
player,201610020crd,crd,PalmCa00,pass_rating,86.3,,,,,
player,201610020crd,crd,PalmCa00,rush_att,0,,,,,
player,201610020crd,crd,PalmCa00,rush_yds,0,,,,,
player,201610020crd,crd,PalmCa00,rush_td,0,,,,,
player,201610020crd,crd,PalmCa00,rush_long,0,,,,,
player,201610020crd,crd,PalmCa00,targets,0,,,,,
player,201610020crd,crd,PalmCa00,rec,0,,,,,
player,201610020crd,crd,PalmCa00,rec_yds,0,,,,,
player,201610020crd,crd,PalmCa00,rec_td,0,,,,,
player,201610020crd,crd,PalmCa00,rec_long,0,,,,,
player,201610020crd,crd,PalmCa00,fumbles,1,,,,,
player,201610020crd,crd,PalmCa00,fumbles_lost,1,,,,,
player,201610020crd,crd,StanDr00,pass_cmp,4,,,,,
player,201610020crd,crd,StanDr00,pass_att,11,,,,,
player,201610020crd,crd,StanDr00,pass_yds,37,,,,,
player,201610020crd,crd,StanDr00,pass_td,0,,,,,
player,201610020crd,crd,StanDr00,pass_int,2,,,,,
player,201610020crd,crd,StanDr00,pass_sacked,0,,,,,
player,201610020crd,crd,StanDr00,pass_sacked_yds,0,,,,,
player,201610020crd,crd,StanDr00,pass_long,15,,,,,
player,201610020crd,crd,StanDr00,pass_rating,6.8,,,,,
player,201610020crd,crd,StanDr00,rush_att,0,,,,,
player,201610020crd,crd,StanDr00,rush_yds,0,,,,,
player,201610020crd,crd,StanDr00,rush_td,0,,,,,
player,201610020crd,crd,StanDr00,rush_long,0,,,,,
player,201610020crd,crd,StanDr00,targets,0,,,,,
player,201610020crd,crd,StanDr00,rec,0,,,,,
player,201610020crd,crd,StanDr00,rec_yds,0,,,,,
player,201610020crd,crd,StanDr00,rec_td,0,,,,,
player,201610020crd,crd,StanDr00,rec_long,0,,,,,
player,201610020crd,crd,StanDr00,fumbles,0,,,,,
player,201610020crd,crd,StanDr00,fumbles_lost,0,,,,,
player,201610020crd,crd,JohnDa08,pass_cmp,0,,,,,
player,201610020crd,crd,JohnDa08,pass_att,0,,,,,
player,201610020crd,crd,JohnDa08,pass_yds,0,,,,,
player,201610020crd,crd,JohnDa08,pass_td,0,,,,,
player,201610020crd,crd,JohnDa08,pass_int,0,,,,,
player,201610020crd,crd,JohnDa08,pass_sacked,0,,,,,
player,201610020crd,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201610020crd,crd,JohnDa08,pass_long,0,,,,,
player,201610020crd,crd,JohnDa08,pass_rating,,,,,,
player,201610020crd,crd,JohnDa08,rush_att,17,,,,,
player,201610020crd,crd,JohnDa08,rush_yds,83,,,,,
player,201610020crd,crd,JohnDa08,rush_td,0,,,,,
player,201610020crd,crd,JohnDa08,rush_long,31,,,,,
player,201610020crd,crd,JohnDa08,targets,4,,,,,
player,201610020crd,crd,JohnDa08,rec,4,,,,,
player,201610020crd,crd,JohnDa08,rec_yds,41,,,,,
player,201610020crd,crd,JohnDa08,rec_td,0,,,,,
player,201610020crd,crd,JohnDa08,rec_long,24,,,,,
player,201610020crd,crd,JohnDa08,fumbles,1,,,,,
player,201610020crd,crd,JohnDa08,fumbles_lost,1,,,,,
player,201610020crd,crd,JohnCh04,pass_cmp,0,,,,,
player,201610020crd,crd,JohnCh04,pass_att,0,,,,,
player,201610020crd,crd,JohnCh04,pass_yds,0,,,,,
player,201610020crd,crd,JohnCh04,pass_td,0,,,,,
player,201610020crd,crd,JohnCh04,pass_int,0,,,,,
player,201610020crd,crd,JohnCh04,pass_sacked,0,,,,,
player,201610020crd,crd,JohnCh04,pass_sacked_yds,0,,,,,
player,201610020crd,crd,JohnCh04,pass_long,0,,,,,
player,201610020crd,crd,JohnCh04,pass_rating,,,,,,
player,201610020crd,crd,JohnCh04,rush_att,6,,,,,
player,201610020crd,crd,JohnCh04,rush_yds,34,,,,,
player,201610020crd,crd,JohnCh04,rush_td,0,,,,,
player,201610020crd,crd,JohnCh04,rush_long,18,,,,,
player,201610020crd,crd,JohnCh04,targets,1,,,,,
player,201610020crd,crd,JohnCh04,rec,0,,,,,
player,201610020crd,crd,JohnCh04,rec_yds,0,,,,,
player,201610020crd,crd,JohnCh04,rec_td,0,,,,,
player,201610020crd,crd,JohnCh04,rec_long,0,,,,,
player,201610020crd,crd,JohnCh04,fumbles,0,,,,,
player,201610020crd,crd,JohnCh04,fumbles_lost,0,,,,,
player,201610020crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201610020crd,crd,FitzLa00,pass_att,0,,,,,
player,201610020crd,crd,FitzLa00,pass_yds,0,,,,,
player,201610020crd,crd,FitzLa00,pass_td,0,,,,,
player,201610020crd,crd,FitzLa00,pass_int,0,,,,,
player,201610020crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201610020crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201610020crd,crd,FitzLa00,pass_long,0,,,,,
player,201610020crd,crd,FitzLa00,pass_rating,,,,,,
player,201610020crd,crd,FitzLa00,rush_att,1,,,,,
player,201610020crd,crd,FitzLa00,rush_yds,1,,,,,
player,201610020crd,crd,FitzLa00,rush_td,0,,,,,
player,201610020crd,crd,FitzLa00,rush_long,1,,,,,
player,201610020crd,crd,FitzLa00,targets,7,,,,,
player,201610020crd,crd,FitzLa00,rec,5,,,,,
player,201610020crd,crd,FitzLa00,rec_yds,62,,,,,
player,201610020crd,crd,FitzLa00,rec_td,0,,,,,
player,201610020crd,crd,FitzLa00,rec_long,15,,,,,
player,201610020crd,crd,FitzLa00,fumbles,0,,,,,
player,201610020crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201610020crd,crd,BrowJo02,pass_cmp,0,,,,,
player,201610020crd,crd,BrowJo02,pass_att,0,,,,,
player,201610020crd,crd,BrowJo02,pass_yds,0,,,,,
player,201610020crd,crd,BrowJo02,pass_td,0,,,,,
player,201610020crd,crd,BrowJo02,pass_int,0,,,,,
player,201610020crd,crd,BrowJo02,pass_sacked,0,,,,,
player,201610020crd,crd,BrowJo02,pass_sacked_yds,0,,,,,
player,201610020crd,crd,BrowJo02,pass_long,0,,,,,
player,201610020crd,crd,BrowJo02,pass_rating,,,,,,
player,201610020crd,crd,BrowJo02,rush_att,0,,,,,
player,201610020crd,crd,BrowJo02,rush_yds,0,,,,,
player,201610020crd,crd,BrowJo02,rush_td,0,,,,,
player,201610020crd,crd,BrowJo02,rush_long,0,,,,,
player,201610020crd,crd,BrowJo02,targets,16,,,,,
player,201610020crd,crd,BrowJo02,rec,10,,,,,
player,201610020crd,crd,BrowJo02,rec_yds,144,,,,,
player,201610020crd,crd,BrowJo02,rec_td,0,,,,,
player,201610020crd,crd,BrowJo02,rec_long,29,,,,,
player,201610020crd,crd,BrowJo02,fumbles,0,,,,,
player,201610020crd,crd,BrowJo02,fumbles_lost,0,,,,,
player,201610020crd,crd,FloyMi00,pass_cmp,0,,,,,
player,201610020crd,crd,FloyMi00,pass_att,0,,,,,
player,201610020crd,crd,FloyMi00,pass_yds,0,,,,,
player,201610020crd,crd,FloyMi00,pass_td,0,,,,,
player,201610020crd,crd,FloyMi00,pass_int,0,,,,,
player,201610020crd,crd,FloyMi00,pass_sacked,0,,,,,
player,201610020crd,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201610020crd,crd,FloyMi00,pass_long,0,,,,,
player,201610020crd,crd,FloyMi00,pass_rating,,,,,,
player,201610020crd,crd,FloyMi00,rush_att,0,,,,,
player,201610020crd,crd,FloyMi00,rush_yds,0,,,,,
player,201610020crd,crd,FloyMi00,rush_td,0,,,,,
player,201610020crd,crd,FloyMi00,rush_long,0,,,,,
player,201610020crd,crd,FloyMi00,targets,7,,,,,
player,201610020crd,crd,FloyMi00,rec,3,,,,,
player,201610020crd,crd,FloyMi00,rec_yds,36,,,,,
player,201610020crd,crd,FloyMi00,rec_td,1,,,,,
player,201610020crd,crd,FloyMi00,rec_long,16,,,,,
player,201610020crd,crd,FloyMi00,fumbles,0,,,,,
player,201610020crd,crd,FloyMi00,fumbles_lost,0,,,,,
player,201610020crd,crd,NelsJJ00,pass_cmp,0,,,,,
player,201610020crd,crd,NelsJJ00,pass_att,0,,,,,
player,201610020crd,crd,NelsJJ00,pass_yds,0,,,,,
player,201610020crd,crd,NelsJJ00,pass_td,0,,,,,
player,201610020crd,crd,NelsJJ00,pass_int,0,,,,,
player,201610020crd,crd,NelsJJ00,pass_sacked,0,,,,,
player,201610020crd,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201610020crd,crd,NelsJJ00,pass_long,0,,,,,
player,201610020crd,crd,NelsJJ00,pass_rating,,,,,,
player,201610020crd,crd,NelsJJ00,rush_att,0,,,,,
player,201610020crd,crd,NelsJJ00,rush_yds,0,,,,,
player,201610020crd,crd,NelsJJ00,rush_td,0,,,,,
player,201610020crd,crd,NelsJJ00,rush_long,0,,,,,
player,201610020crd,crd,NelsJJ00,targets,1,,,,,
player,201610020crd,crd,NelsJJ00,rec,1,,,,,
player,201610020crd,crd,NelsJJ00,rec_yds,24,,,,,
player,201610020crd,crd,NelsJJ00,rec_td,0,,,,,
player,201610020crd,crd,NelsJJ00,rec_long,24,,,,,
player,201610020crd,crd,NelsJJ00,fumbles,0,,,,,
player,201610020crd,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201610020crd,crd,FellDa01,pass_cmp,0,,,,,
player,201610020crd,crd,FellDa01,pass_att,0,,,,,
player,201610020crd,crd,FellDa01,pass_yds,0,,,,,
player,201610020crd,crd,FellDa01,pass_td,0,,,,,
player,201610020crd,crd,FellDa01,pass_int,0,,,,,
player,201610020crd,crd,FellDa01,pass_sacked,0,,,,,
player,201610020crd,crd,FellDa01,pass_sacked_yds,0,,,,,
player,201610020crd,crd,FellDa01,pass_long,0,,,,,
player,201610020crd,crd,FellDa01,pass_rating,,,,,,
player,201610020crd,crd,FellDa01,rush_att,0,,,,,
player,201610020crd,crd,FellDa01,rush_yds,0,,,,,
player,201610020crd,crd,FellDa01,rush_td,0,,,,,
player,201610020crd,crd,FellDa01,rush_long,0,,,,,
player,201610020crd,crd,FellDa01,targets,2,,,,,
player,201610020crd,crd,FellDa01,rec,2,,,,,
player,201610020crd,crd,FellDa01,rec_yds,7,,,,,
player,201610020crd,crd,FellDa01,rec_td,0,,,,,
player,201610020crd,crd,FellDa01,rec_long,5,,,,,
player,201610020crd,crd,FellDa01,fumbles,0,,,,,
player,201610020crd,crd,FellDa01,fumbles_lost,0,,,,,
player,201610020crd,crd,BrowJa03,pass_cmp,0,,,,,
player,201610020crd,crd,BrowJa03,pass_att,0,,,,,
player,201610020crd,crd,BrowJa03,pass_yds,0,,,,,
player,201610020crd,crd,BrowJa03,pass_td,0,,,,,
player,201610020crd,crd,BrowJa03,pass_int,0,,,,,
player,201610020crd,crd,BrowJa03,pass_sacked,0,,,,,
player,201610020crd,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201610020crd,crd,BrowJa03,pass_long,0,,,,,
player,201610020crd,crd,BrowJa03,pass_rating,,,,,,
player,201610020crd,crd,BrowJa03,rush_att,0,,,,,
player,201610020crd,crd,BrowJa03,rush_yds,0,,,,,
player,201610020crd,crd,BrowJa03,rush_td,0,,,,,
player,201610020crd,crd,BrowJa03,rush_long,0,,,,,
player,201610020crd,crd,BrowJa03,targets,5,,,,,
player,201610020crd,crd,BrowJa03,rec,1,,,,,
player,201610020crd,crd,BrowJa03,rec_yds,7,,,,,
player,201610020crd,crd,BrowJa03,rec_td,0,,,,,
player,201610020crd,crd,BrowJa03,rec_long,7,,,,,
player,201610020crd,crd,BrowJa03,fumbles,0,,,,,
player,201610020crd,crd,BrowJa03,fumbles_lost,0,,,,,
player,201610020crd,crd,ElliAn00,pass_cmp,0,,,,,
player,201610020crd,crd,ElliAn00,pass_att,0,,,,,
player,201610020crd,crd,ElliAn00,pass_yds,0,,,,,
player,201610020crd,crd,ElliAn00,pass_td,0,,,,,
player,201610020crd,crd,ElliAn00,pass_int,0,,,,,
player,201610020crd,crd,ElliAn00,pass_sacked,0,,,,,
player,201610020crd,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201610020crd,crd,ElliAn00,pass_long,0,,,,,
player,201610020crd,crd,ElliAn00,pass_rating,,,,,,
player,201610020crd,crd,ElliAn00,rush_att,1,,,,,
player,201610020crd,crd,ElliAn00,rush_yds,0,,,,,
player,201610020crd,crd,ElliAn00,rush_td,0,,,,,
player,201610020crd,crd,ElliAn00,rush_long,0,,,,,
player,201610020crd,crd,ElliAn00,targets,1,,,,,
player,201610020crd,crd,ElliAn00,rec,1,,,,,
player,201610020crd,crd,ElliAn00,rec_yds,4,,,,,
player,201610020crd,crd,ElliAn00,rec_td,0,,,,,
player,201610020crd,crd,ElliAn00,rec_long,4,,,,,
player,201610020crd,crd,ElliAn00,fumbles,0,,,,,
player,201610020crd,crd,ElliAn00,fumbles_lost,0,,,,,
player,201610020crd,crd,GresJe00,pass_cmp,0,,,,,
player,201610020crd,crd,GresJe00,pass_att,0,,,,,
player,201610020crd,crd,GresJe00,pass_yds,0,,,,,
player,201610020crd,crd,GresJe00,pass_td,0,,,,,
player,201610020crd,crd,GresJe00,pass_int,0,,,,,
player,201610020crd,crd,GresJe00,pass_sacked,0,,,,,
player,201610020crd,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201610020crd,crd,GresJe00,pass_long,0,,,,,
player,201610020crd,crd,GresJe00,pass_rating,,,,,,
player,201610020crd,crd,GresJe00,rush_att,0,,,,,
player,201610020crd,crd,GresJe00,rush_yds,0,,,,,
player,201610020crd,crd,GresJe00,rush_td,0,,,,,
player,201610020crd,crd,GresJe00,rush_long,0,,,,,
player,201610020crd,crd,GresJe00,targets,1,,,,,
player,201610020crd,crd,GresJe00,rec,0,,,,,
player,201610020crd,crd,GresJe00,rec_yds,0,,,,,
player,201610020crd,crd,GresJe00,rec_td,0,,,,,
player,201610020crd,crd,GresJe00,rec_long,0,,,,,
player,201610020crd,crd,GresJe00,fumbles,0,,,,,
player,201610020crd,crd,GresJe00,fumbles_lost,0,,,,,
player,201610020crd,ram,BarrMa00,def_int,1,,,,,
player,201610020crd,ram,BarrMa00,def_int_yds,1,,,,,
player,201610020crd,ram,BarrMa00,def_int_td,0,,,,,
player,201610020crd,ram,BarrMa00,def_int_long,1,,,,,
player,201610020crd,ram,BarrMa00,pass_defended,1,,,,,
player,201610020crd,ram,BarrMa00,sacks,0.0,,,,,
player,201610020crd,ram,BarrMa00,tackles_combined,8,,,,,
player,201610020crd,ram,BarrMa00,tackles_solo,8,,,,,
player,201610020crd,ram,BarrMa00,tackles_assists,0,,,,,
player,201610020crd,ram,BarrMa00,tackles_loss,0,,,,,
player,201610020crd,ram,BarrMa00,qb_hits,0,,,,,
player,201610020crd,ram,BarrMa00,fumbles_rec,0,,,,,
player,201610020crd,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201610020crd,ram,BarrMa00,fumbles_forced,0,,,,,
player,201610020crd,ram,JohnTr05,def_int,1,,,,,
player,201610020crd,ram,JohnTr05,def_int_yds,0,,,,,
player,201610020crd,ram,JohnTr05,def_int_td,0,,,,,
player,201610020crd,ram,JohnTr05,def_int_long,0,,,,,
player,201610020crd,ram,JohnTr05,pass_defended,6,,,,,
player,201610020crd,ram,JohnTr05,sacks,0.0,,,,,
player,201610020crd,ram,JohnTr05,tackles_combined,5,,,,,
player,201610020crd,ram,JohnTr05,tackles_solo,5,,,,,
player,201610020crd,ram,JohnTr05,tackles_assists,0,,,,,
player,201610020crd,ram,JohnTr05,tackles_loss,0,,,,,
player,201610020crd,ram,JohnTr05,qb_hits,0,,,,,
player,201610020crd,ram,JohnTr05,fumbles_rec,0,,,,,
player,201610020crd,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201610020crd,ram,JohnTr05,fumbles_forced,0,,,,,
player,201610020crd,ram,McDoTJ00,def_int,1,,,,,
player,201610020crd,ram,McDoTJ00,def_int_yds,0,,,,,
player,201610020crd,ram,McDoTJ00,def_int_td,0,,,,,
player,201610020crd,ram,McDoTJ00,def_int_long,0,,,,,
player,201610020crd,ram,McDoTJ00,pass_defended,2,,,,,
player,201610020crd,ram,McDoTJ00,sacks,0.0,,,,,
player,201610020crd,ram,McDoTJ00,tackles_combined,1,,,,,
player,201610020crd,ram,McDoTJ00,tackles_solo,1,,,,,
player,201610020crd,ram,McDoTJ00,tackles_assists,0,,,,,
player,201610020crd,ram,McDoTJ00,tackles_loss,0,,,,,
player,201610020crd,ram,McDoTJ00,qb_hits,0,,,,,
player,201610020crd,ram,McDoTJ00,fumbles_rec,0,,,,,
player,201610020crd,ram,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201610020crd,ram,McDoTJ00,fumbles_rec_td,0,,,,,
player,201610020crd,ram,McDoTJ00,fumbles_forced,0,,,,,
player,201610020crd,ram,DonaAa00,def_int,0,,,,,
player,201610020crd,ram,DonaAa00,def_int_yds,0,,,,,
player,201610020crd,ram,DonaAa00,def_int_td,0,,,,,
player,201610020crd,ram,DonaAa00,def_int_long,0,,,,,
player,201610020crd,ram,DonaAa00,pass_defended,0,,,,,
player,201610020crd,ram,DonaAa00,sacks,1.5,,,,,
