game,2016,1,20160911,201609110nor,rai,"Oakland Raiders",35,nor,"New Orleans Saints",34
player,201609110nor,nor,StupNa01,defense,2,,,,,
player,201609110nor,nor,StupNa01,def_pct,3%,,,,,
player,201609110nor,nor,StupNa01,special_teams,23,,,,,
player,201609110nor,nor,StupNa01,st_pct,74%,,,,,
player,201609110nor,nor,HarrEr00,pos,FS,,,,,
player,201609110nor,nor,HarrEr00,offense,0,,,,,
player,201609110nor,nor,HarrEr00,off_pct,0%,,,,,
player,201609110nor,nor,HarrEr00,defense,0,,,,,
player,201609110nor,nor,HarrEr00,def_pct,0%,,,,,
player,201609110nor,nor,HarrEr00,special_teams,23,,,,,
player,201609110nor,nor,HarrEr00,st_pct,74%,,,,,
player,201609110nor,nor,BellVo00,pos,FS,,,,,
player,201609110nor,nor,BellVo00,offense,0,,,,,
player,201609110nor,nor,BellVo00,off_pct,0%,,,,,
player,201609110nor,nor,BellVo00,defense,0,,,,,
player,201609110nor,nor,BellVo00,def_pct,0%,,,,,
player,201609110nor,nor,BellVo00,special_teams,19,,,,,
player,201609110nor,nor,BellVo00,st_pct,61%,,,,,
player,201609110nor,nor,LutzWi00,pos,K,,,,,
player,201609110nor,nor,LutzWi00,offense,0,,,,,
player,201609110nor,nor,LutzWi00,off_pct,0%,,,,,
player,201609110nor,nor,LutzWi00,defense,0,,,,,
player,201609110nor,nor,LutzWi00,def_pct,0%,,,,,
player,201609110nor,nor,LutzWi00,special_teams,15,,,,,
player,201609110nor,nor,LutzWi00,st_pct,48%,,,,,
player,201609110nor,nor,MorsTh00,pos,P,,,,,
player,201609110nor,nor,MorsTh00,offense,0,,,,,
player,201609110nor,nor,MorsTh00,off_pct,0%,,,,,
player,201609110nor,nor,MorsTh00,defense,0,,,,,
player,201609110nor,nor,MorsTh00,def_pct,0%,,,,,
player,201609110nor,nor,MorsTh00,special_teams,10,,,,,
player,201609110nor,nor,MorsTh00,st_pct,32%,,,,,
player,201609110nor,nor,DresJu20,pos,LS,,,,,
player,201609110nor,nor,DresJu20,offense,0,,,,,
player,201609110nor,nor,DresJu20,off_pct,0%,,,,,
player,201609110nor,nor,DresJu20,defense,0,,,,,
player,201609110nor,nor,DresJu20,def_pct,0%,,,,,
player,201609110nor,nor,DresJu20,special_teams,10,,,,,
player,201609110nor,nor,DresJu20,st_pct,32%,,,,,
player,201609110nor,nor,MurpMa03,pos,RB,,,,,
player,201609110nor,nor,MurpMa03,offense,0,,,,,
player,201609110nor,nor,MurpMa03,off_pct,0%,,,,,
player,201609110nor,nor,MurpMa03,defense,0,,,,,
player,201609110nor,nor,MurpMa03,def_pct,0%,,,,,
player,201609110nor,nor,MurpMa03,special_teams,10,,,,,
player,201609110nor,nor,MurpMa03,st_pct,32%,,,,,
player,201609110nor,rai,PennDo20,pos,T,,,,,
player,201609110nor,rai,PennDo20,offense,73,,,,,
player,201609110nor,rai,PennDo20,off_pct,100%,,,,,
player,201609110nor,rai,PennDo20,defense,0,,,,,
player,201609110nor,rai,PennDo20,def_pct,0%,,,,,
player,201609110nor,rai,PennDo20,special_teams,4,,,,,
player,201609110nor,rai,PennDo20,st_pct,13%,,,,,
player,201609110nor,rai,OsemKe00,pos,G,,,,,
player,201609110nor,rai,OsemKe00,offense,73,,,,,
player,201609110nor,rai,OsemKe00,off_pct,100%,,,,,
player,201609110nor,rai,OsemKe00,defense,0,,,,,
player,201609110nor,rai,OsemKe00,def_pct,0%,,,,,
player,201609110nor,rai,OsemKe00,special_teams,3,,,,,
player,201609110nor,rai,OsemKe00,st_pct,10%,,,,,
player,201609110nor,rai,JackGa00,pos,G,,,,,
player,201609110nor,rai,JackGa00,offense,73,,,,,
player,201609110nor,rai,JackGa00,off_pct,100%,,,,,
player,201609110nor,rai,JackGa00,defense,0,,,,,
player,201609110nor,rai,JackGa00,def_pct,0%,,,,,
player,201609110nor,rai,JackGa00,special_teams,3,,,,,
player,201609110nor,rai,JackGa00,st_pct,10%,,,,,
player,201609110nor,rai,HudsRo00,pos,C,,,,,
player,201609110nor,rai,HudsRo00,offense,73,,,,,
player,201609110nor,rai,HudsRo00,off_pct,100%,,,,,
player,201609110nor,rai,HudsRo00,defense,0,,,,,
player,201609110nor,rai,HudsRo00,def_pct,0%,,,,,
player,201609110nor,rai,HudsRo00,special_teams,1,,,,,
player,201609110nor,rai,HudsRo00,st_pct,3%,,,,,
player,201609110nor,rai,CarrDe02,pos,QB,,,,,
player,201609110nor,rai,CarrDe02,offense,73,,,,,
player,201609110nor,rai,CarrDe02,off_pct,100%,,,,,
player,201609110nor,rai,CarrDe02,defense,0,,,,,
player,201609110nor,rai,CarrDe02,def_pct,0%,,,,,
player,201609110nor,rai,CarrDe02,special_teams,0,,,,,
player,201609110nor,rai,CarrDe02,st_pct,0%,,,,,
player,201609110nor,rai,CoopAm00,pos,WR,,,,,
player,201609110nor,rai,CoopAm00,offense,72,,,,,
player,201609110nor,rai,CoopAm00,off_pct,99%,,,,,
player,201609110nor,rai,CoopAm00,defense,0,,,,,
player,201609110nor,rai,CoopAm00,def_pct,0%,,,,,
player,201609110nor,rai,CoopAm00,special_teams,0,,,,,
player,201609110nor,rai,CoopAm00,st_pct,0%,,,,,
player,201609110nor,rai,CrabMi00,pos,WR,,,,,
player,201609110nor,rai,CrabMi00,offense,68,,,,,
player,201609110nor,rai,CrabMi00,off_pct,93%,,,,,
player,201609110nor,rai,CrabMi00,defense,0,,,,,
player,201609110nor,rai,CrabMi00,def_pct,0%,,,,,
player,201609110nor,rai,CrabMi00,special_teams,0,,,,,
player,201609110nor,rai,CrabMi00,st_pct,0%,,,,,
player,201609110nor,rai,RobeSe00,pos,WR,,,,,
player,201609110nor,rai,RobeSe00,offense,60,,,,,
player,201609110nor,rai,RobeSe00,off_pct,82%,,,,,
player,201609110nor,rai,RobeSe00,defense,0,,,,,
player,201609110nor,rai,RobeSe00,def_pct,0%,,,,,
player,201609110nor,rai,RobeSe00,special_teams,0,,,,,
player,201609110nor,rai,RobeSe00,st_pct,0%,,,,,
player,201609110nor,rai,MurrLa00,pos,RB,,,,,
player,201609110nor,rai,MurrLa00,offense,45,,,,,
player,201609110nor,rai,MurrLa00,off_pct,62%,,,,,
player,201609110nor,rai,MurrLa00,defense,0,,,,,
player,201609110nor,rai,MurrLa00,def_pct,0%,,,,,
player,201609110nor,rai,MurrLa00,special_teams,0,,,,,
player,201609110nor,rai,MurrLa00,st_pct,0%,,,,,
player,201609110nor,rai,SmitLe00,pos,TE,,,,,
player,201609110nor,rai,SmitLe00,offense,41,,,,,
player,201609110nor,rai,SmitLe00,off_pct,56%,,,,,
player,201609110nor,rai,SmitLe00,defense,0,,,,,
player,201609110nor,rai,SmitLe00,def_pct,0%,,,,,
player,201609110nor,rai,SmitLe00,special_teams,10,,,,,
player,201609110nor,rai,SmitLe00,st_pct,32%,,,,,
player,201609110nor,rai,WalfCl00,pos,TE,,,,,
player,201609110nor,rai,WalfCl00,offense,37,,,,,
player,201609110nor,rai,WalfCl00,off_pct,51%,,,,,
player,201609110nor,rai,WalfCl00,defense,0,,,,,
player,201609110nor,rai,WalfCl00,def_pct,0%,,,,,
player,201609110nor,rai,WalfCl00,special_teams,10,,,,,
player,201609110nor,rai,WalfCl00,st_pct,32%,,,,,
player,201609110nor,rai,McCaMa00,pos,T,,,,,
player,201609110nor,rai,McCaMa00,offense,25,,,,,
player,201609110nor,rai,McCaMa00,off_pct,34%,,,,,
player,201609110nor,rai,McCaMa00,defense,0,,,,,
player,201609110nor,rai,McCaMa00,def_pct,0%,,,,,
player,201609110nor,rai,McCaMa00,special_teams,2,,,,,
player,201609110nor,rai,McCaMa00,st_pct,6%,,,,,
player,201609110nor,rai,FeliJo00,pos,G,,,,,
player,201609110nor,rai,FeliJo00,offense,24,,,,,
player,201609110nor,rai,FeliJo00,off_pct,33%,,,,,
player,201609110nor,rai,FeliJo00,defense,0,,,,,
player,201609110nor,rai,FeliJo00,def_pct,0%,,,,,
player,201609110nor,rai,FeliJo00,special_teams,3,,,,,
player,201609110nor,rai,FeliJo00,st_pct,10%,,,,,
player,201609110nor,rai,WatsMe00,pos,T,,,,,
player,201609110nor,rai,WatsMe00,offense,24,,,,,
player,201609110nor,rai,WatsMe00,off_pct,33%,,,,,
player,201609110nor,rai,WatsMe00,defense,0,,,,,
player,201609110nor,rai,WatsMe00,def_pct,0%,,,,,
player,201609110nor,rai,WatsMe00,special_teams,2,,,,,
player,201609110nor,rai,WatsMe00,st_pct,6%,,,,,
player,201609110nor,rai,OlawJa00,pos,FB,,,,,
player,201609110nor,rai,OlawJa00,offense,12,,,,,
player,201609110nor,rai,OlawJa00,off_pct,16%,,,,,
player,201609110nor,rai,OlawJa00,defense,0,,,,,
player,201609110nor,rai,OlawJa00,def_pct,0%,,,,,
player,201609110nor,rai,OlawJa00,special_teams,20,,,,,
player,201609110nor,rai,OlawJa00,st_pct,65%,,,,,
player,201609110nor,rai,RichJa01,pos,RB,,,,,
player,201609110nor,rai,RichJa01,offense,10,,,,,
player,201609110nor,rai,RichJa01,off_pct,14%,,,,,
player,201609110nor,rai,RichJa01,defense,0,,,,,
player,201609110nor,rai,RichJa01,def_pct,0%,,,,,
player,201609110nor,rai,RichJa01,special_teams,8,,,,,
player,201609110nor,rai,RichJa01,st_pct,26%,,,,,
player,201609110nor,rai,WashDe00,pos,RB,,,,,
player,201609110nor,rai,WashDe00,offense,8,,,,,
player,201609110nor,rai,WashDe00,off_pct,11%,,,,,
player,201609110nor,rai,WashDe00,defense,0,,,,,
player,201609110nor,rai,WashDe00,def_pct,0%,,,,,
player,201609110nor,rai,WashDe00,special_teams,0,,,,,
player,201609110nor,rai,WashDe00,st_pct,0%,,,,,
player,201609110nor,rai,JoneTa00,pos,RB,,,,,
player,201609110nor,rai,JoneTa00,offense,6,,,,,
player,201609110nor,rai,JoneTa00,off_pct,8%,,,,,
player,201609110nor,rai,JoneTa00,defense,0,,,,,
player,201609110nor,rai,JoneTa00,def_pct,0%,,,,,
player,201609110nor,rai,JoneTa00,special_teams,20,,,,,
player,201609110nor,rai,JoneTa00,st_pct,65%,,,,,
player,201609110nor,rai,HolmAn00,pos,WR,,,,,
player,201609110nor,rai,HolmAn00,offense,4,,,,,
player,201609110nor,rai,HolmAn00,off_pct,5%,,,,,
player,201609110nor,rai,HolmAn00,defense,0,,,,,
player,201609110nor,rai,HolmAn00,def_pct,0%,,,,,
player,201609110nor,rai,HolmAn00,special_teams,20,,,,,
player,201609110nor,rai,HolmAn00,st_pct,65%,,,,,
player,201609110nor,rai,HoltJo00,pos,WR,,,,,
player,201609110nor,rai,HoltJo00,offense,2,,,,,
player,201609110nor,rai,HoltJo00,off_pct,3%,,,,,
player,201609110nor,rai,HoltJo00,defense,0,,,,,
player,201609110nor,rai,HoltJo00,def_pct,0%,,,,,
player,201609110nor,rai,HoltJo00,special_teams,7,,,,,
player,201609110nor,rai,HoltJo00,st_pct,23%,,,,,
player,201609110nor,rai,NelsRe99,pos,FS,,,,,
player,201609110nor,rai,NelsRe99,offense,0,,,,,
player,201609110nor,rai,NelsRe99,off_pct,0%,,,,,
player,201609110nor,rai,NelsRe99,defense,69,,,,,
player,201609110nor,rai,NelsRe99,def_pct,100%,,,,,
player,201609110nor,rai,NelsRe99,special_teams,0,,,,,
player,201609110nor,rai,NelsRe99,st_pct,0%,,,,,
player,201609110nor,rai,SmitMa02,pos,LB,,,,,
player,201609110nor,rai,SmitMa02,offense,0,,,,,
player,201609110nor,rai,SmitMa02,off_pct,0%,,,,,
player,201609110nor,rai,SmitMa02,defense,69,,,,,
player,201609110nor,rai,SmitMa02,def_pct,100%,,,,,
player,201609110nor,rai,SmitMa02,special_teams,0,,,,,
player,201609110nor,rai,SmitMa02,st_pct,0%,,,,,
player,201609110nor,rai,HeenBe00,pos,LB,,,,,
player,201609110nor,rai,HeenBe00,offense,0,,,,,
player,201609110nor,rai,HeenBe00,off_pct,0%,,,,,
player,201609110nor,rai,HeenBe00,defense,69,,,,,
player,201609110nor,rai,HeenBe00,def_pct,100%,,,,,
player,201609110nor,rai,HeenBe00,special_teams,0,,,,,
player,201609110nor,rai,HeenBe00,st_pct,0%,,,,,
player,201609110nor,rai,McGiKe00,pos,FS,,,,,
player,201609110nor,rai,McGiKe00,offense,0,,,,,
player,201609110nor,rai,McGiKe00,off_pct,0%,,,,,
player,201609110nor,rai,McGiKe00,defense,67,,,,,
player,201609110nor,rai,McGiKe00,def_pct,97%,,,,,
player,201609110nor,rai,McGiKe00,special_teams,12,,,,,
player,201609110nor,rai,McGiKe00,st_pct,39%,,,,,
player,201609110nor,rai,MackKh00,pos,DE,,,,,
player,201609110nor,rai,MackKh00,offense,0,,,,,
player,201609110nor,rai,MackKh00,off_pct,0%,,,,,
player,201609110nor,rai,MackKh00,defense,66,,,,,
player,201609110nor,rai,MackKh00,def_pct,96%,,,,,
player,201609110nor,rai,MackKh00,special_teams,8,,,,,
player,201609110nor,rai,MackKh00,st_pct,26%,,,,,
player,201609110nor,rai,AmerDa00,pos,CB,,,,,
player,201609110nor,rai,AmerDa00,offense,0,,,,,
player,201609110nor,rai,AmerDa00,off_pct,0%,,,,,
player,201609110nor,rai,AmerDa00,defense,66,,,,,
player,201609110nor,rai,AmerDa00,def_pct,96%,,,,,
player,201609110nor,rai,AmerDa00,special_teams,0,,,,,
player,201609110nor,rai,AmerDa00,st_pct,0%,,,,,
player,201609110nor,rai,IrviBr00,pos,LB,,,,,
player,201609110nor,rai,IrviBr00,offense,0,,,,,
player,201609110nor,rai,IrviBr00,off_pct,0%,,,,,
player,201609110nor,rai,IrviBr00,defense,60,,,,,
player,201609110nor,rai,IrviBr00,def_pct,87%,,,,,
player,201609110nor,rai,IrviBr00,special_teams,8,,,,,
player,201609110nor,rai,IrviBr00,st_pct,26%,,,,,
player,201609110nor,rai,HaydDJ00,pos,CB,,,,,
player,201609110nor,rai,HaydDJ00,offense,0,,,,,
player,201609110nor,rai,HaydDJ00,off_pct,0%,,,,,
player,201609110nor,rai,HaydDJ00,defense,50,,,,,
player,201609110nor,rai,HaydDJ00,def_pct,72%,,,,,
player,201609110nor,rai,HaydDJ00,special_teams,10,,,,,
player,201609110nor,rai,HaydDJ00,st_pct,32%,,,,,
player,201609110nor,rai,WardJi02,pos,DE,,,,,
player,201609110nor,rai,WardJi02,offense,0,,,,,
player,201609110nor,rai,WardJi02,off_pct,0%,,,,,
player,201609110nor,rai,WardJi02,defense,47,,,,,
player,201609110nor,rai,WardJi02,def_pct,68%,,,,,
player,201609110nor,rai,WardJi02,special_teams,1,,,,,
player,201609110nor,rai,WardJi02,st_pct,3%,,,,,
player,201609110nor,rai,AutrDe00,pos,DE,,,,,
player,201609110nor,rai,AutrDe00,offense,0,,,,,
player,201609110nor,rai,AutrDe00,off_pct,0%,,,,,
player,201609110nor,rai,AutrDe00,defense,46,,,,,
player,201609110nor,rai,AutrDe00,def_pct,67%,,,,,
player,201609110nor,rai,AutrDe00,special_teams,8,,,,,
player,201609110nor,rai,AutrDe00,st_pct,26%,,,,,
player,201609110nor,rai,SmitSe99,pos,CB,,,,,
player,201609110nor,rai,SmitSe99,offense,0,,,,,
player,201609110nor,rai,SmitSe99,off_pct,0%,,,,,
player,201609110nor,rai,SmitSe99,defense,43,,,,,
player,201609110nor,rai,SmitSe99,def_pct,62%,,,,,
player,201609110nor,rai,SmitSe99,special_teams,0,,,,,
player,201609110nor,rai,SmitSe99,st_pct,0%,,,,,
player,201609110nor,rai,LathDa01,pos,NT,,,,,
player,201609110nor,rai,LathDa01,offense,0,,,,,
player,201609110nor,rai,LathDa01,off_pct,0%,,,,,
player,201609110nor,rai,LathDa01,defense,25,,,,,
player,201609110nor,rai,LathDa01,def_pct,36%,,,,,
player,201609110nor,rai,LathDa01,special_teams,7,,,,,
player,201609110nor,rai,LathDa01,st_pct,23%,,,,,
player,201609110nor,rai,CarrTr00,pos,CB,,,,,
player,201609110nor,rai,CarrTr00,offense,0,,,,,
player,201609110nor,rai,CarrTr00,off_pct,0%,,,,,
player,201609110nor,rai,CarrTr00,defense,20,,,,,
player,201609110nor,rai,CarrTr00,def_pct,29%,,,,,
player,201609110nor,rai,CarrTr00,special_teams,9,,,,,
player,201609110nor,rai,CarrTr00,st_pct,29%,,,,,
player,201609110nor,rai,ElliJu01,pos,NT,,,,,
player,201609110nor,rai,ElliJu01,offense,0,,,,,
player,201609110nor,rai,ElliJu01,off_pct,0%,,,,,
player,201609110nor,rai,ElliJu01,defense,17,,,,,
player,201609110nor,rai,ElliJu01,def_pct,25%,,,,,
player,201609110nor,rai,ElliJu01,special_teams,0,,,,,
player,201609110nor,rai,ElliJu01,st_pct,0%,,,,,
player,201609110nor,rai,WillDa99,pos,DT,,,,,
player,201609110nor,rai,WillDa99,offense,0,,,,,
player,201609110nor,rai,WillDa99,off_pct,0%,,,,,
player,201609110nor,rai,WillDa99,defense,15,,,,,
player,201609110nor,rai,WillDa99,def_pct,22%,,,,,
player,201609110nor,rai,WillDa99,special_teams,8,,,,,
player,201609110nor,rai,WillDa99,st_pct,26%,,,,,
player,201609110nor,rai,McGeSt01,pos,DT,,,,,
player,201609110nor,rai,McGeSt01,offense,0,,,,,
player,201609110nor,rai,McGeSt01,off_pct,0%,,,,,
player,201609110nor,rai,McGeSt01,defense,12,,,,,
player,201609110nor,rai,McGeSt01,def_pct,17%,,,,,
player,201609110nor,rai,McGeSt01,special_teams,8,,,,,
player,201609110nor,rai,McGeSt01,st_pct,26%,,,,,
player,201609110nor,rai,CalhSh00,pos,LB,,,,,
player,201609110nor,rai,CalhSh00,offense,0,,,,,
player,201609110nor,rai,CalhSh00,off_pct,0%,,,,,
player,201609110nor,rai,CalhSh00,defense,11,,,,,
player,201609110nor,rai,CalhSh00,def_pct,16%,,,,,
player,201609110nor,rai,CalhSh00,special_teams,20,,,,,
player,201609110nor,rai,CalhSh00,st_pct,65%,,,,,
player,201609110nor,rai,AlleNa99,pos,SS,,,,,
player,201609110nor,rai,AlleNa99,offense,0,,,,,
player,201609110nor,rai,AlleNa99,off_pct,0%,,,,,
player,201609110nor,rai,AlleNa99,defense,5,,,,,
player,201609110nor,rai,AlleNa99,def_pct,7%,,,,,
player,201609110nor,rai,AlleNa99,special_teams,28,,,,,
player,201609110nor,rai,AlleNa99,st_pct,90%,,,,,
player,201609110nor,rai,JameCo00,pos,LB,,,,,
player,201609110nor,rai,JameCo00,offense,0,,,,,
player,201609110nor,rai,JameCo00,off_pct,0%,,,,,
player,201609110nor,rai,JameCo00,defense,1,,,,,
player,201609110nor,rai,JameCo00,def_pct,1%,,,,,
player,201609110nor,rai,JameCo00,special_teams,20,,,,,
player,201609110nor,rai,JameCo00,st_pct,65%,,,,,
player,201609110nor,rai,BateDa00,pos,LB,,,,,
player,201609110nor,rai,BateDa00,offense,0,,,,,
player,201609110nor,rai,BateDa00,off_pct,0%,,,,,
player,201609110nor,rai,BateDa00,defense,0,,,,,
player,201609110nor,rai,BateDa00,def_pct,0%,,,,,
player,201609110nor,rai,BateDa00,special_teams,28,,,,,
player,201609110nor,rai,BateDa00,st_pct,90%,,,,,
player,201609110nor,rai,TrawBr00,pos,FS,,,,,
player,201609110nor,rai,TrawBr00,offense,0,,,,,
player,201609110nor,rai,TrawBr00,off_pct,0%,,,,,
player,201609110nor,rai,TrawBr00,defense,0,,,,,
player,201609110nor,rai,TrawBr00,def_pct,0%,,,,,
player,201609110nor,rai,TrawBr00,special_teams,20,,,,,
player,201609110nor,rai,TrawBr00,st_pct,65%,,,,,
player,201609110nor,rai,janikseb01,pos,K,,,,,
player,201609110nor,rai,janikseb01,offense,0,,,,,
player,201609110nor,rai,janikseb01,off_pct,0%,,,,,
player,201609110nor,rai,janikseb01,defense,0,,,,,
player,201609110nor,rai,janikseb01,def_pct,0%,,,,,
player,201609110nor,rai,janikseb01,special_teams,10,,,,,
player,201609110nor,rai,janikseb01,st_pct,32%,,,,,
player,201609110nor,rai,JoseKa00,pos,SS,,,,,
player,201609110nor,rai,JoseKa00,offense,0,,,,,
player,201609110nor,rai,JoseKa00,off_pct,0%,,,,,
player,201609110nor,rai,JoseKa00,defense,0,,,,,
player,201609110nor,rai,JoseKa00,def_pct,0%,,,,,
player,201609110nor,rai,JoseKa00,special_teams,9,,,,,
player,201609110nor,rai,JoseKa00,st_pct,29%,,,,,
player,201609110nor,rai,CondJo20,pos,LS,,,,,
player,201609110nor,rai,CondJo20,offense,0,,,,,
player,201609110nor,rai,CondJo20,off_pct,0%,,,,,
player,201609110nor,rai,CondJo20,defense,0,,,,,
player,201609110nor,rai,CondJo20,def_pct,0%,,,,,
player,201609110nor,rai,CondJo20,special_teams,7,,,,,
player,201609110nor,rai,CondJo20,st_pct,23%,,,,,
player,201609110nor,rai,KingMa00,pos,P,,,,,
player,201609110nor,rai,KingMa00,offense,0,,,,,
player,201609110nor,rai,KingMa00,off_pct,0%,,,,,
player,201609110nor,rai,KingMa00,defense,0,,,,,
player,201609110nor,rai,KingMa00,def_pct,0%,,,,,
player,201609110nor,rai,KingMa00,special_teams,7,,,,,
player,201609110nor,rai,KingMa00,st_pct,23%,,,,,
