game,2016,1,20160911,201609110phi,cle,"Cleveland Browns",10,phi,"Philadelphia Eagles",29
player,201609110phi,phi,JenkMa99,fumbles_forced,0,,,,,
player,201609110phi,phi,SproDa00,kick_ret,1,,,,,
player,201609110phi,phi,SproDa00,kick_ret_yds,19,,,,,
player,201609110phi,phi,SproDa00,kick_ret_yds_per_ret,19.0,,,,,
player,201609110phi,phi,SproDa00,kick_ret_td,0,,,,,
player,201609110phi,phi,SproDa00,kick_ret_long,19,,,,,
player,201609110phi,phi,SproDa00,punt_ret,4,,,,,
player,201609110phi,phi,SproDa00,punt_ret_yds,59,,,,,
player,201609110phi,phi,SproDa00,punt_ret_yds_per_ret,14.8,,,,,
player,201609110phi,phi,SproDa00,punt_ret_td,0,,,,,
player,201609110phi,phi,SproDa00,punt_ret_long,40,,,,,
player,201609110phi,phi,SmalWe00,kick_ret,1,,,,,
player,201609110phi,phi,SmalWe00,kick_ret_yds,23,,,,,
player,201609110phi,phi,SmalWe00,kick_ret_yds_per_ret,23.0,,,,,
player,201609110phi,phi,SmalWe00,kick_ret_td,0,,,,,
player,201609110phi,phi,SmalWe00,kick_ret_long,23,,,,,
player,201609110phi,phi,SmalWe00,punt_ret,0,,,,,
player,201609110phi,phi,SmalWe00,punt_ret_yds,0,,,,,
player,201609110phi,phi,SmalWe00,punt_ret_yds_per_ret,,,,,,
player,201609110phi,phi,SmalWe00,punt_ret_td,0,,,,,
player,201609110phi,phi,SmalWe00,punt_ret_long,0,,,,,
player,201609110phi,cle,MurrPa01,xpm,1,,,,,
player,201609110phi,cle,MurrPa01,xpa,1,,,,,
player,201609110phi,cle,MurrPa01,fgm,1,,,,,
player,201609110phi,cle,MurrPa01,fga,1,,,,,
player,201609110phi,cle,MurrPa01,punt,0,,,,,
player,201609110phi,cle,MurrPa01,punt_yds,0,,,,,
player,201609110phi,cle,MurrPa01,punt_yds_per_punt,,,,,,
player,201609110phi,cle,MurrPa01,punt_long,0,,,,,
player,201609110phi,cle,ColqBr00,xpm,,,,,,
player,201609110phi,cle,ColqBr00,xpa,,,,,,
player,201609110phi,cle,ColqBr00,fgm,,,,,,
player,201609110phi,cle,ColqBr00,fga,,,,,,
player,201609110phi,cle,ColqBr00,punt,5,,,,,
player,201609110phi,cle,ColqBr00,punt_yds,251,,,,,
player,201609110phi,cle,ColqBr00,punt_yds_per_punt,50.2,,,,,
player,201609110phi,cle,ColqBr00,punt_long,59,,,,,
player,201609110phi,phi,SturCa00,xpm,3,,,,,
player,201609110phi,phi,SturCa00,xpa,3,,,,,
player,201609110phi,phi,SturCa00,fgm,2,,,,,
player,201609110phi,phi,SturCa00,fga,3,,,,,
player,201609110phi,phi,SturCa00,punt,0,,,,,
player,201609110phi,phi,SturCa00,punt_yds,0,,,,,
player,201609110phi,phi,SturCa00,punt_yds_per_punt,,,,,,
player,201609110phi,phi,SturCa00,punt_long,0,,,,,
player,201609110phi,phi,JoneDo21,xpm,,,,,,
player,201609110phi,phi,JoneDo21,xpa,,,,,,
player,201609110phi,phi,JoneDo21,fgm,,,,,,
player,201609110phi,phi,JoneDo21,fga,,,,,,
player,201609110phi,phi,JoneDo21,punt,6,,,,,
player,201609110phi,phi,JoneDo21,punt_yds,295,,,,,
player,201609110phi,phi,JoneDo21,punt_yds_per_punt,49.2,,,,,
player,201609110phi,phi,JoneDo21,punt_long,72,,,,,
player,201609110phi,phi,BrooBr00,pos,G,,,,,
player,201609110phi,phi,BrooBr00,offense,77,,,,,
player,201609110phi,phi,BrooBr00,off_pct,100%,,,,,
player,201609110phi,phi,BrooBr00,defense,0,,,,,
player,201609110phi,phi,BrooBr00,def_pct,0%,,,,,
player,201609110phi,phi,BrooBr00,special_teams,6,,,,,
player,201609110phi,phi,BrooBr00,st_pct,21%,,,,,
player,201609110phi,phi,BarbAl20,pos,G,,,,,
player,201609110phi,phi,BarbAl20,offense,77,,,,,
player,201609110phi,phi,BarbAl20,off_pct,100%,,,,,
player,201609110phi,phi,BarbAl20,defense,0,,,,,
player,201609110phi,phi,BarbAl20,def_pct,0%,,,,,
player,201609110phi,phi,BarbAl20,special_teams,6,,,,,
player,201609110phi,phi,BarbAl20,st_pct,21%,,,,,
player,201609110phi,phi,JohnLa01,pos,T,,,,,
player,201609110phi,phi,JohnLa01,offense,77,,,,,
player,201609110phi,phi,JohnLa01,off_pct,100%,,,,,
player,201609110phi,phi,JohnLa01,defense,0,,,,,
player,201609110phi,phi,JohnLa01,def_pct,0%,,,,,
player,201609110phi,phi,JohnLa01,special_teams,6,,,,,
player,201609110phi,phi,JohnLa01,st_pct,21%,,,,,
player,201609110phi,phi,WentCa00,pos,QB,,,,,
player,201609110phi,phi,WentCa00,offense,77,,,,,
player,201609110phi,phi,WentCa00,off_pct,100%,,,,,
player,201609110phi,phi,WentCa00,defense,0,,,,,
player,201609110phi,phi,WentCa00,def_pct,0%,,,,,
player,201609110phi,phi,WentCa00,special_teams,0,,,,,
player,201609110phi,phi,WentCa00,st_pct,0%,,,,,
player,201609110phi,phi,PeteJa21,pos,T,,,,,
player,201609110phi,phi,PeteJa21,offense,77,,,,,
player,201609110phi,phi,PeteJa21,off_pct,100%,,,,,
player,201609110phi,phi,PeteJa21,defense,0,,,,,
player,201609110phi,phi,PeteJa21,def_pct,0%,,,,,
player,201609110phi,phi,PeteJa21,special_teams,0,,,,,
player,201609110phi,phi,PeteJa21,st_pct,0%,,,,,
player,201609110phi,phi,KelcJa00,pos,C,,,,,
player,201609110phi,phi,KelcJa00,offense,77,,,,,
player,201609110phi,phi,KelcJa00,off_pct,100%,,,,,
player,201609110phi,phi,KelcJa00,defense,0,,,,,
player,201609110phi,phi,KelcJa00,def_pct,0%,,,,,
player,201609110phi,phi,KelcJa00,special_teams,0,,,,,
player,201609110phi,phi,KelcJa00,st_pct,0%,,,,,
player,201609110phi,phi,MattJo00,pos,WR,,,,,
player,201609110phi,phi,MattJo00,offense,71,,,,,
player,201609110phi,phi,MattJo00,off_pct,92%,,,,,
player,201609110phi,phi,MattJo00,defense,0,,,,,
player,201609110phi,phi,MattJo00,def_pct,0%,,,,,
player,201609110phi,phi,MattJo00,special_teams,1,,,,,
player,201609110phi,phi,MattJo00,st_pct,3%,,,,,
player,201609110phi,phi,AghoNe00,pos,WR,,,,,
player,201609110phi,phi,AghoNe00,offense,67,,,,,
player,201609110phi,phi,AghoNe00,off_pct,87%,,,,,
player,201609110phi,phi,AghoNe00,defense,0,,,,,
player,201609110phi,phi,AghoNe00,def_pct,0%,,,,,
player,201609110phi,phi,AghoNe00,special_teams,1,,,,,
player,201609110phi,phi,AghoNe00,st_pct,3%,,,,,
player,201609110phi,phi,ErtzZa00,pos,TE,,,,,
player,201609110phi,phi,ErtzZa00,offense,60,,,,,
player,201609110phi,phi,ErtzZa00,off_pct,78%,,,,,
player,201609110phi,phi,ErtzZa00,defense,0,,,,,
player,201609110phi,phi,ErtzZa00,def_pct,0%,,,,,
player,201609110phi,phi,ErtzZa00,special_teams,9,,,,,
player,201609110phi,phi,ErtzZa00,st_pct,31%,,,,,
player,201609110phi,phi,SproDa00,pos,RB,,,,,
player,201609110phi,phi,SproDa00,offense,38,,,,,
player,201609110phi,phi,SproDa00,off_pct,49%,,,,,
player,201609110phi,phi,SproDa00,defense,1,,,,,
player,201609110phi,phi,SproDa00,def_pct,2%,,,,,
player,201609110phi,phi,SproDa00,special_teams,6,,,,,
player,201609110phi,phi,SproDa00,st_pct,21%,,,,,
player,201609110phi,phi,CeleBr00,pos,TE,,,,,
player,201609110phi,phi,CeleBr00,offense,38,,,,,
player,201609110phi,phi,CeleBr00,off_pct,49%,,,,,
player,201609110phi,phi,CeleBr00,defense,0,,,,,
player,201609110phi,phi,CeleBr00,def_pct,0%,,,,,
player,201609110phi,phi,CeleBr00,special_teams,15,,,,,
player,201609110phi,phi,CeleBr00,st_pct,52%,,,,,
player,201609110phi,phi,MathRy00,pos,RB,,,,,
player,201609110phi,phi,MathRy00,offense,37,,,,,
player,201609110phi,phi,MathRy00,off_pct,48%,,,,,
player,201609110phi,phi,MathRy00,defense,0,,,,,
player,201609110phi,phi,MathRy00,def_pct,0%,,,,,
player,201609110phi,phi,MathRy00,special_teams,0,,,,,
player,201609110phi,phi,MathRy00,st_pct,0%,,,,,
player,201609110phi,phi,HuffJo00,pos,WR,,,,,
player,201609110phi,phi,HuffJo00,offense,28,,,,,
player,201609110phi,phi,HuffJo00,off_pct,36%,,,,,
player,201609110phi,phi,HuffJo00,defense,0,,,,,
player,201609110phi,phi,HuffJo00,def_pct,0%,,,,,
player,201609110phi,phi,HuffJo00,special_teams,9,,,,,
player,201609110phi,phi,HuffJo00,st_pct,31%,,,,,
player,201609110phi,phi,GreeDo00,pos,WR,,,,,
player,201609110phi,phi,GreeDo00,offense,25,,,,,
player,201609110phi,phi,GreeDo00,off_pct,32%,,,,,
player,201609110phi,phi,GreeDo00,defense,0,,,,,
player,201609110phi,phi,GreeDo00,def_pct,0%,,,,,
player,201609110phi,phi,GreeDo00,special_teams,0,,,,,
player,201609110phi,phi,GreeDo00,st_pct,0%,,,,,
player,201609110phi,phi,TobiMa00,pos,G,,,,,
player,201609110phi,phi,TobiMa00,offense,9,,,,,
player,201609110phi,phi,TobiMa00,off_pct,12%,,,,,
player,201609110phi,phi,TobiMa00,defense,0,,,,,
player,201609110phi,phi,TobiMa00,def_pct,0%,,,,,
player,201609110phi,phi,TobiMa00,special_teams,6,,,,,
player,201609110phi,phi,TobiMa00,st_pct,21%,,,,,
player,201609110phi,phi,BarnKe00,pos,RB,,,,,
player,201609110phi,phi,BarnKe00,offense,6,,,,,
player,201609110phi,phi,BarnKe00,off_pct,8%,,,,,
player,201609110phi,phi,BarnKe00,defense,1,,,,,
player,201609110phi,phi,BarnKe00,def_pct,2%,,,,,
player,201609110phi,phi,BarnKe00,special_teams,6,,,,,
player,201609110phi,phi,BarnKe00,st_pct,21%,,,,,
player,201609110phi,phi,AlleBe00,pos,DT,,,,,
player,201609110phi,phi,AlleBe00,offense,4,,,,,
player,201609110phi,phi,AlleBe00,off_pct,5%,,,,,
player,201609110phi,phi,AlleBe00,defense,17,,,,,
player,201609110phi,phi,AlleBe00,def_pct,33%,,,,,
player,201609110phi,phi,AlleBe00,special_teams,8,,,,,
player,201609110phi,phi,AlleBe00,st_pct,28%,,,,,
player,201609110phi,phi,SmalWe00,pos,RB,,,,,
player,201609110phi,phi,SmalWe00,offense,2,,,,,
player,201609110phi,phi,SmalWe00,off_pct,3%,,,,,
player,201609110phi,phi,SmalWe00,defense,0,,,,,
player,201609110phi,phi,SmalWe00,def_pct,0%,,,,,
player,201609110phi,phi,SmalWe00,special_teams,3,,,,,
player,201609110phi,phi,SmalWe00,st_pct,10%,,,,,
player,201609110phi,phi,JenkMa99,pos,S,,,,,
player,201609110phi,phi,JenkMa99,offense,0,,,,,
player,201609110phi,phi,JenkMa99,off_pct,0%,,,,,
player,201609110phi,phi,JenkMa99,defense,51,,,,,
player,201609110phi,phi,JenkMa99,def_pct,98%,,,,,
player,201609110phi,phi,JenkMa99,special_teams,8,,,,,
player,201609110phi,phi,JenkMa99,st_pct,28%,,,,,
player,201609110phi,phi,CarrNo00,pos,CB,,,,,
player,201609110phi,phi,CarrNo00,offense,0,,,,,
player,201609110phi,phi,CarrNo00,off_pct,0%,,,,,
player,201609110phi,phi,CarrNo00,defense,51,,,,,
player,201609110phi,phi,CarrNo00,def_pct,98%,,,,,
player,201609110phi,phi,CarrNo00,special_teams,7,,,,,
player,201609110phi,phi,CarrNo00,st_pct,24%,,,,,
player,201609110phi,phi,BradNi00,pos,LB,,,,,
player,201609110phi,phi,BradNi00,offense,0,,,,,
player,201609110phi,phi,BradNi00,off_pct,0%,,,,,
player,201609110phi,phi,BradNi00,defense,51,,,,,
player,201609110phi,phi,BradNi00,def_pct,98%,,,,,
player,201609110phi,phi,BradNi00,special_teams,6,,,,,
player,201609110phi,phi,BradNi00,st_pct,21%,,,,,
player,201609110phi,phi,HickJo00,pos,LB,,,,,
player,201609110phi,phi,HickJo00,offense,0,,,,,
player,201609110phi,phi,HickJo00,off_pct,0%,,,,,
player,201609110phi,phi,HickJo00,defense,51,,,,,
player,201609110phi,phi,HickJo00,def_pct,98%,,,,,
player,201609110phi,phi,HickJo00,special_teams,0,,,,,
player,201609110phi,phi,HickJo00,st_pct,0%,,,,,
player,201609110phi,phi,McLeRo00,pos,S,,,,,
player,201609110phi,phi,McLeRo00,offense,0,,,,,
player,201609110phi,phi,McLeRo00,off_pct,0%,,,,,
player,201609110phi,phi,McLeRo00,defense,50,,,,,
player,201609110phi,phi,McLeRo00,def_pct,96%,,,,,
player,201609110phi,phi,McLeRo00,special_teams,6,,,,,
player,201609110phi,phi,McLeRo00,st_pct,21%,,,,,
player,201609110phi,phi,BrooRo01,pos,CB,,,,,
player,201609110phi,phi,BrooRo01,offense,0,,,,,
player,201609110phi,phi,BrooRo01,off_pct,0%,,,,,
player,201609110phi,phi,BrooRo01,defense,38,,,,,
player,201609110phi,phi,BrooRo01,def_pct,73%,,,,,
player,201609110phi,phi,BrooRo01,special_teams,12,,,,,
player,201609110phi,phi,BrooRo01,st_pct,41%,,,,,
player,201609110phi,phi,CoxxFl00,pos,DT,,,,,
player,201609110phi,phi,CoxxFl00,offense,0,,,,,
player,201609110phi,phi,CoxxFl00,off_pct,0%,,,,,
player,201609110phi,phi,CoxxFl00,defense,38,,,,,
player,201609110phi,phi,CoxxFl00,def_pct,73%,,,,,
player,201609110phi,phi,CoxxFl00,special_teams,0,,,,,
player,201609110phi,phi,CoxxFl00,st_pct,0%,,,,,
player,201609110phi,phi,McKeLe99,pos,CB,,,,,
player,201609110phi,phi,McKeLe99,offense,0,,,,,
player,201609110phi,phi,McKeLe99,off_pct,0%,,,,,
player,201609110phi,phi,McKeLe99,defense,36,,,,,
player,201609110phi,phi,McKeLe99,def_pct,69%,,,,,
player,201609110phi,phi,McKeLe99,special_teams,2,,,,,
player,201609110phi,phi,McKeLe99,st_pct,7%,,,,,
player,201609110phi,phi,GrahBr99,pos,DE,,,,,
player,201609110phi,phi,GrahBr99,offense,0,,,,,
player,201609110phi,phi,GrahBr99,off_pct,0%,,,,,
player,201609110phi,phi,GrahBr99,defense,36,,,,,
player,201609110phi,phi,GrahBr99,def_pct,69%,,,,,
player,201609110phi,phi,GrahBr99,special_teams,2,,,,,
player,201609110phi,phi,GrahBr99,st_pct,7%,,,,,
player,201609110phi,phi,LogaBe00,pos,DT,,,,,
player,201609110phi,phi,LogaBe00,offense,0,,,,,
player,201609110phi,phi,LogaBe00,off_pct,0%,,,,,
player,201609110phi,phi,LogaBe00,defense,36,,,,,
player,201609110phi,phi,LogaBe00,def_pct,69%,,,,,
player,201609110phi,phi,LogaBe00,special_teams,2,,,,,
player,201609110phi,phi,LogaBe00,st_pct,7%,,,,,
player,201609110phi,phi,BarwCo99,pos,DE,,,,,
player,201609110phi,phi,BarwCo99,offense,0,,,,,
player,201609110phi,phi,BarwCo99,off_pct,0%,,,,,
player,201609110phi,phi,BarwCo99,defense,36,,,,,
player,201609110phi,phi,BarwCo99,def_pct,69%,,,,,
player,201609110phi,phi,BarwCo99,special_teams,0,,,,,
player,201609110phi,phi,BarwCo99,st_pct,0%,,,,,
player,201609110phi,phi,CurrVi00,pos,DE,,,,,
player,201609110phi,phi,CurrVi00,offense,0,,,,,
player,201609110phi,phi,CurrVi00,off_pct,0%,,,,,
player,201609110phi,phi,CurrVi00,defense,24,,,,,
player,201609110phi,phi,CurrVi00,def_pct,46%,,,,,
player,201609110phi,phi,CurrVi00,special_teams,2,,,,,
player,201609110phi,phi,CurrVi00,st_pct,7%,,,,,
player,201609110phi,phi,KendMy00,pos,LB,,,,,
player,201609110phi,phi,KendMy00,offense,0,,,,,
player,201609110phi,phi,KendMy00,off_pct,0%,,,,,
player,201609110phi,phi,KendMy00,defense,19,,,,,
player,201609110phi,phi,KendMy00,def_pct,37%,,,,,
player,201609110phi,phi,KendMy00,special_teams,11,,,,,
player,201609110phi,phi,KendMy00,st_pct,38%,,,,,
player,201609110phi,phi,MillJa02,pos,CB,,,,,
player,201609110phi,phi,MillJa02,offense,0,,,,,
player,201609110phi,phi,MillJa02,off_pct,0%,,,,,
player,201609110phi,phi,MillJa02,defense,12,,,,,
player,201609110phi,phi,MillJa02,def_pct,23%,,,,,
player,201609110phi,phi,MillJa02,special_teams,21,,,,,
player,201609110phi,phi,MillJa02,st_pct,72%,,,,,
player,201609110phi,phi,VaeaDe01,pos,DT,,,,,
player,201609110phi,phi,VaeaDe01,offense,0,,,,,
player,201609110phi,phi,VaeaDe01,off_pct,0%,,,,,
player,201609110phi,phi,VaeaDe01,defense,12,,,,,
player,201609110phi,phi,VaeaDe01,def_pct,23%,,,,,
player,201609110phi,phi,VaeaDe01,special_teams,0,,,,,
player,201609110phi,phi,VaeaDe01,st_pct,0%,,,,,
player,201609110phi,phi,SmitMa03,pos,DE,,,,,
player,201609110phi,phi,SmitMa03,offense,0,,,,,
player,201609110phi,phi,SmitMa03,off_pct,0%,,,,,
player,201609110phi,phi,SmitMa03,defense,6,,,,,
player,201609110phi,phi,SmitMa03,def_pct,12%,,,,,
player,201609110phi,phi,SmitMa03,special_teams,15,,,,,
player,201609110phi,phi,SmitMa03,st_pct,52%,,,,,
player,201609110phi,phi,MaraCh99,pos,S,,,,,
player,201609110phi,phi,MaraCh99,offense,0,,,,,
player,201609110phi,phi,MaraCh99,off_pct,0%,,,,,
player,201609110phi,phi,MaraCh99,defense,1,,,,,
player,201609110phi,phi,MaraCh99,def_pct,2%,,,,,
player,201609110phi,phi,MaraCh99,special_teams,23,,,,,
player,201609110phi,phi,MaraCh99,st_pct,79%,,,,,
player,201609110phi,phi,GoodNa00,pos,LB,,,,,
player,201609110phi,phi,GoodNa00,offense,0,,,,,
player,201609110phi,phi,GoodNa00,off_pct,0%,,,,,
player,201609110phi,phi,GoodNa00,defense,1,,,,,
player,201609110phi,phi,GoodNa00,def_pct,2%,,,,,
player,201609110phi,phi,GoodNa00,special_teams,23,,,,,
player,201609110phi,phi,GoodNa00,st_pct,79%,,,,,
player,201609110phi,phi,BramBr00,pos,DE,,,,,
player,201609110phi,phi,BramBr00,offense,0,,,,,
player,201609110phi,phi,BramBr00,off_pct,0%,,,,,
player,201609110phi,phi,BramBr00,defense,1,,,,,
player,201609110phi,phi,BramBr00,def_pct,2%,,,,,
player,201609110phi,phi,BramBr00,special_teams,23,,,,,
player,201609110phi,phi,BramBr00,st_pct,79%,,,,,
player,201609110phi,phi,WatkJa01,pos,S,,,,,
player,201609110phi,phi,WatkJa01,offense,0,,,,,
player,201609110phi,phi,WatkJa01,off_pct,0%,,,,,
player,201609110phi,phi,WatkJa01,defense,1,,,,,
player,201609110phi,phi,WatkJa01,def_pct,2%,,,,,
player,201609110phi,phi,WatkJa01,special_teams,21,,,,,
player,201609110phi,phi,WatkJa01,st_pct,72%,,,,,
player,201609110phi,phi,GrugKa00,pos,LB,,,,,
player,201609110phi,phi,GrugKa00,offense,0,,,,,
player,201609110phi,phi,GrugKa00,off_pct,0%,,,,,
player,201609110phi,phi,GrugKa00,defense,1,,,,,
player,201609110phi,phi,GrugKa00,def_pct,2%,,,,,
player,201609110phi,phi,GrugKa00,special_teams,9,,,,,
player,201609110phi,phi,GrugKa00,st_pct,31%,,,,,
player,201609110phi,phi,TullSt20,pos,LB,,,,,
player,201609110phi,phi,TullSt20,offense,0,,,,,
player,201609110phi,phi,TullSt20,off_pct,0%,,,,,
player,201609110phi,phi,TullSt20,defense,1,,,,,
player,201609110phi,phi,TullSt20,def_pct,2%,,,,,
player,201609110phi,phi,TullSt20,special_teams,0,,,,,
player,201609110phi,phi,TullSt20,st_pct,0%,,,,,
player,201609110phi,phi,SturCa00,pos,K,,,,,
player,201609110phi,phi,SturCa00,offense,0,,,,,
player,201609110phi,phi,SturCa00,off_pct,0%,,,,,
player,201609110phi,phi,SturCa00,defense,0,,,,,
player,201609110phi,phi,SturCa00,def_pct,0%,,,,,
player,201609110phi,phi,SturCa00,special_teams,12,,,,,
player,201609110phi,phi,SturCa00,st_pct,41%,,,,,
player,201609110phi,phi,DoreJo20,pos,LS,,,,,
player,201609110phi,phi,DoreJo20,offense,0,,,,,
player,201609110phi,phi,DoreJo20,off_pct,0%,,,,,
player,201609110phi,phi,DoreJo20,defense,0,,,,,
player,201609110phi,phi,DoreJo20,def_pct,0%,,,,,
player,201609110phi,phi,DoreJo20,special_teams,12,,,,,
player,201609110phi,phi,DoreJo20,st_pct,41%,,,,,
player,201609110phi,phi,JoneDo21,pos,P,,,,,
player,201609110phi,phi,JoneDo21,offense,0,,,,,
player,201609110phi,phi,JoneDo21,off_pct,0%,,,,,
player,201609110phi,phi,JoneDo21,defense,0,,,,,
player,201609110phi,phi,JoneDo21,def_pct,0%,,,,,
player,201609110phi,phi,JoneDo21,special_teams,12,,,,,
player,201609110phi,phi,JoneDo21,st_pct,41%,,,,,
player,201609110phi,phi,WisnSt01,pos,C,,,,,
player,201609110phi,phi,WisnSt01,offense,0,,,,,
player,201609110phi,phi,WisnSt01,off_pct,0%,,,,,
player,201609110phi,phi,WisnSt01,defense,0,,,,,
player,201609110phi,phi,WisnSt01,def_pct,0%,,,,,
player,201609110phi,phi,WisnSt01,special_teams,6,,,,,
player,201609110phi,phi,WisnSt01,st_pct,21%,,,,,
player,201609110phi,phi,MeanSt00,pos,DE,,,,,
player,201609110phi,phi,MeanSt00,offense,0,,,,,
player,201609110phi,phi,MeanSt00,off_pct,0%,,,,,
player,201609110phi,phi,MeanSt00,defense,0,,,,,
player,201609110phi,phi,MeanSt00,def_pct,0%,,,,,
player,201609110phi,phi,MeanSt00,special_teams,2,,,,,
player,201609110phi,phi,MeanSt00,st_pct,7%,,,,,
player,201609110phi,cle,GrecJo20,pos,G,,,,,
player,201609110phi,cle,GrecJo20,offense,52,,,,,
player,201609110phi,cle,GrecJo20,off_pct,100%,,,,,
player,201609110phi,cle,GrecJo20,defense,0,,,,,
player,201609110phi,cle,GrecJo20,def_pct,0%,,,,,
player,201609110phi,cle,GrecJo20,special_teams,2,,,,,
player,201609110phi,cle,GrecJo20,st_pct,7%,,,,,
player,201609110phi,cle,ErviCa00,pos,C,,,,,
player,201609110phi,cle,ErviCa00,offense,52,,,,,
player,201609110phi,cle,ErviCa00,off_pct,100%,,,,,
player,201609110phi,cle,ErviCa00,defense,0,,,,,
player,201609110phi,cle,ErviCa00,def_pct,0%,,,,,
player,201609110phi,cle,ErviCa00,special_teams,2,,,,,
player,201609110phi,cle,ErviCa00,st_pct,7%,,,,,
player,201609110phi,cle,BitoJo00,pos,G,,,,,
player,201609110phi,cle,BitoJo00,offense,52,,,,,
player,201609110phi,cle,BitoJo00,off_pct,100%,,,,,
player,201609110phi,cle,BitoJo00,defense,0,,,,,
player,201609110phi,cle,BitoJo00,def_pct,0%,,,,,
player,201609110phi,cle,BitoJo00,special_teams,2,,,,,
player,201609110phi,cle,BitoJo00,st_pct,7%,,,,,
player,201609110phi,cle,ThomJo28,pos,T,,,,,
player,201609110phi,cle,ThomJo28,offense,52,,,,,
player,201609110phi,cle,ThomJo28,off_pct,100%,,,,,
player,201609110phi,cle,ThomJo28,defense,0,,,,,
player,201609110phi,cle,ThomJo28,def_pct,0%,,,,,
player,201609110phi,cle,ThomJo28,special_teams,0,,,,,
player,201609110phi,cle,ThomJo28,st_pct,0%,,,,,
player,201609110phi,cle,PaszAu00,pos,T,,,,,
player,201609110phi,cle,PaszAu00,offense,51,,,,,
player,201609110phi,cle,PaszAu00,off_pct,98%,,,,,
player,201609110phi,cle,PaszAu00,defense,0,,,,,
player,201609110phi,cle,PaszAu00,def_pct,0%,,,,,
player,201609110phi,cle,PaszAu00,special_teams,2,,,,,
player,201609110phi,cle,PaszAu00,st_pct,7%,,,,,
player,201609110phi,cle,GrifRo01,pos,QB,,,,,
player,201609110phi,cle,GrifRo01,offense,51,,,,,
player,201609110phi,cle,GrifRo01,off_pct,98%,,,,,
player,201609110phi,cle,GrifRo01,defense,0,,,,,
player,201609110phi,cle,GrifRo01,def_pct,0%,,,,,
player,201609110phi,cle,GrifRo01,special_teams,0,,,,,
player,201609110phi,cle,GrifRo01,st_pct,0%,,,,,
player,201609110phi,cle,BarnGa01,pos,TE,,,,,
player,201609110phi,cle,BarnGa01,offense,51,,,,,
player,201609110phi,cle,BarnGa01,off_pct,98%,,,,,
player,201609110phi,cle,BarnGa01,defense,0,,,,,
player,201609110phi,cle,BarnGa01,def_pct,0%,,,,,
player,201609110phi,cle,BarnGa01,special_teams,0,,,,,
player,201609110phi,cle,BarnGa01,st_pct,0%,,,,,
player,201609110phi,cle,ColeCo00,pos,WR,,,,,
player,201609110phi,cle,ColeCo00,offense,47,,,,,
player,201609110phi,cle,ColeCo00,off_pct,90%,,,,,
player,201609110phi,cle,ColeCo00,defense,0,,,,,
player,201609110phi,cle,ColeCo00,def_pct,0%,,,,,
player,201609110phi,cle,ColeCo00,special_teams,0,,,,,
player,201609110phi,cle,ColeCo00,st_pct,0%,,,,,
player,201609110phi,cle,PryoTe00,pos,WR,,,,,
player,201609110phi,cle,PryoTe00,offense,46,,,,,
player,201609110phi,cle,PryoTe00,off_pct,88%,,,,,
player,201609110phi,cle,PryoTe00,defense,0,,,,,
player,201609110phi,cle,PryoTe00,def_pct,0%,,,,,
player,201609110phi,cle,PryoTe00,special_teams,0,,,,,
player,201609110phi,cle,PryoTe00,st_pct,0%,,,,,
player,201609110phi,cle,HawkAn00,pos,WR,,,,,
player,201609110phi,cle,HawkAn00,offense,33,,,,,
player,201609110phi,cle,HawkAn00,off_pct,63%,,,,,
player,201609110phi,cle,HawkAn00,defense,0,,,,,
player,201609110phi,cle,HawkAn00,def_pct,0%,,,,,
player,201609110phi,cle,HawkAn00,special_teams,2,,,,,
player,201609110phi,cle,HawkAn00,st_pct,7%,,,,,
player,201609110phi,cle,CrowIs00,pos,RB,,,,,
player,201609110phi,cle,CrowIs00,offense,30,,,,,
player,201609110phi,cle,CrowIs00,off_pct,58%,,,,,
player,201609110phi,cle,CrowIs00,defense,0,,,,,
player,201609110phi,cle,CrowIs00,def_pct,0%,,,,,
player,201609110phi,cle,CrowIs00,special_teams,1,,,,,
player,201609110phi,cle,CrowIs00,st_pct,3%,,,,,
player,201609110phi,cle,JohnDu00,pos,RB,,,,,
player,201609110phi,cle,JohnDu00,offense,23,,,,,
player,201609110phi,cle,JohnDu00,off_pct,44%,,,,,
player,201609110phi,cle,JohnDu00,defense,0,,,,,
player,201609110phi,cle,JohnDu00,def_pct,0%,,,,,
player,201609110phi,cle,JohnDu00,special_teams,1,,,,,
player,201609110phi,cle,JohnDu00,st_pct,3%,,,,,
player,201609110phi,cle,JohnMa06,pos,FB,,,,,
player,201609110phi,cle,JohnMa06,offense,10,,,,,
player,201609110phi,cle,JohnMa06,off_pct,19%,,,,,
player,201609110phi,cle,JohnMa06,defense,0,,,,,
player,201609110phi,cle,JohnMa06,def_pct,0%,,,,,
player,201609110phi,cle,JohnMa06,special_teams,15,,,,,
player,201609110phi,cle,JohnMa06,st_pct,52%,,,,,
player,201609110phi,cle,TelfRa00,pos,TE,,,,,
player,201609110phi,cle,TelfRa00,offense,10,,,,,
player,201609110phi,cle,TelfRa00,off_pct,19%,,,,,
player,201609110phi,cle,TelfRa00,defense,0,,,,,
player,201609110phi,cle,TelfRa00,def_pct,0%,,,,,
player,201609110phi,cle,TelfRa00,special_teams,0,,,,,
player,201609110phi,cle,TelfRa00,st_pct,0%,,,,,
player,201609110phi,cle,DevaSe00,pos,TE,,,,,
player,201609110phi,cle,DevaSe00,offense,3,,,,,
player,201609110phi,cle,DevaSe00,off_pct,6%,,,,,
